panel,source,architecture,arm,multiplier,metric,mean,ci_low,ci_high,n,positive,rate_policy,stage,index,seed,test_accuracy,test_cross_entropy,validation_cross_entropy,selection_validation_loss,best_epoch,final_epoch_valid_loss,epochs,initialized_model_sha256,initialized_core_sha256,final_core_sha256,final_model_sha256,decoder_only_core_unchanged,total_parameters,active_synapses,runtime_commit,elapsed_seconds,execution_stage,contrast,checkpoint,coordinate,basis
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,projected_k1,1.0,,,,,,,selected,fresh,8.0,50308.0,0.9710999727249146,0.0947048962116241,0.0914549380540847,0.0914549394845962,73.0,0.1608719005982081,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,373cb8c181381db7675cca7fc7757a5518e77241029689505ba69bda10699acd,8fcd0da4cab44b19dc0765394b9ec11972cc1ab3be8c55fa5c6e7011303ffa9a,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,320.37370120198466,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,projected_k1,1.0,,,,,,,selected,fresh,9.0,50309.0,0.9717999696731568,0.0985898301005363,0.1113939881324768,0.1113939955631891,73.0,0.2088034899036089,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,db1c6ca147219bd4e1d7a98222fef61d0951a940d5bd60fcceccb1621e3c0d29,43f48462fc9aa34b3e0c3115ea4f65e7ce6b28e15d5c6d89a45ff98dcaddd2f6,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,310.06640190200415,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,20.0,50300.0,0.97489994764328,0.0909072607755661,0.0914062485098838,0.0914062450329462,13.0,0.160611116528511,180.0,6f13dc9ce28b089e286dd0b9c88a2d8303ce62e606c32c1ff480fdb158851dba,0159cd8ba83333d7645709dbf9b18442fd24a5090f23ace1aac42bab16d2f7aa,5887c63ff2deaf43293db77c8a0529df0ab775d74b3742325fafa77c355a4609,b12bb7568582654be57c553a3f74eeae2fa97cbd676c83524a507723f9d42ef0,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,217.1209184130421,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,21.0,50301.0,0.9731999635696412,0.0883147343993187,0.0930598005652427,0.0930598033368587,14.0,0.2110756570498148,180.0,62fc5d5c4db96c02b6be9a00d608eaa8b7a2af798a02a5591dafc8ff39f00fcc,9a07d9c3ec34adf1bc105bd06f9e02f1c4f659e2a16c2f523ae34f3417fce17a,3f92f593de34da106ec594c0c55ee2971ec8a57d4d23152fa866a9106160a5ca,ac2f8238a2aa9184f159baf2f3af28ee0627970e6fe9aa8da6d08f8890830da2,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,219.2100687199272,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,22.0,50302.0,0.9733999967575072,0.0886552259325981,0.0977851152420044,0.0977851102749506,10.0,0.1848858266671498,180.0,ba91b8c750414e3e60277d4f7b59cfabb36c58332d29ebdb53669d374f95aa6c,e537f0718ac074a53f8c69cafbfd87519ad7eddd9da42bec25bf8ff9de66998c,0f88a6026eb41ede11136d746a1d1b4787fa7b463595121e3008706158b7759f,8570cae9bf905a873e46b16f968e9c959d36e3221ce490d04d0d2eeacadce4f8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,220.30322784301825,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,23.0,50303.0,0.9731999635696412,0.0903025269508361,0.0890627652406692,0.0890627653300762,14.0,0.1723037039041519,180.0,675926e8823d6c8d1928d4a5b668b24003fb39b5471c24e680119616be43c070,8f9c64a8c0e68ac60195d977b8849a68f2f5b3365641fb8211d0b293e9135591,e61c4c7d301676aa4839a7f58c9c78f05d0fafcba6c5d8f7246a8b09ccc5ed91,427e57f97a1b15714d64c9b64ed9cf9bb460a053165f748a3389a60c92adcc0d,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,347.7292728429893,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,24.0,50304.0,0.9729999899864196,0.090797334909439,0.0963032022118568,0.096303201119105,10.0,0.1719654247363408,180.0,f5887491bd9cf6ad6da9cfdf916fe824e13d89110e8af893ac028f99e28c97f0,6f85124ef914ebadfec7bf7b3d072944db1bb76aeeb04595b548965e6059ef4c,d1acc86697a78eebb6cd1d587038454871b696bc97201b40e4825565a790ae20,853e553f766921d2399b0d2b3fb8dcf0d5e973df4a8ffd7153f4f2cd208795b4,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,218.52040727599524,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,25.0,50305.0,0.9710999727249146,0.0941938236355781,0.0983230769634246,0.0983230774005254,11.0,0.1915406147638956,180.0,70e1c8ef6cbe4da2879c298e42fc5fb831b0d54f3cec45c905b06c9c977c7ac2,2a589fd11cac9cd181cfed280bfb4260c6db756b0da05c78c4a5b081be96961c,4bb1b4a6961a1beaeed77b5e5dad7a0da422bbb14adf9b2b0c5e71bc64336843,329077bf188ec3938af0953f3c7ddee7fdafeda28670a89932a8a43cc64dde03,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,220.460698107956,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,26.0,50306.0,0.9741999506950378,0.0913183465600013,0.1025151684880256,0.1025151696999867,13.0,0.1769651805957158,180.0,c62caa2350d46524d65ada916c4628afbe2e3b864d9c7f6152a2d54cad7802e5,f1b28e5720ffb4069c70b68aa4b9993cd7c9fe281661f3c3c8b30025a5caae52,4e7d14988d67ea581808538ac6513be3ec6d7b8f137e2d98d9084089dd7d0049,930df6a91acd18c786c177ca11097a62f4d44b33b2410fd8febdb20a3b2811c0,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,218.63602863100823,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,27.0,50307.0,0.9718999862670898,0.1010265722870826,0.102737545967102,0.1027375440597534,15.0,0.1842847725152969,180.0,12a0f59cef566a55d312d60eaca5e7d70e802129d441a4e57b7b6de9b64e05e7,738a0f37a8a59c70717f7bd42a82ce0df97c1ea760399e7ef7c7badb9032fe6a,a15dc8b79aab8eb4a82612db9c3d2fd9bca9f3c4466f61c4edd4bb85f75202d3,29218067b35edbf56572cbac8724abec90fa02213de7287f5f65265e0fb3c6e3,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,350.5241299009649,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,28.0,50308.0,0.9729999899864196,0.089649923145771,0.0880953148007392,0.0880953122973442,10.0,0.1693658836682637,180.0,7d48a7105228c96b38c297a0692252a81e28e6b311dac275bcc6909981c28e91,fe936074de26f672ed5235760468d9e1bf85f9457d7749aae9228ca0a57b2764,8eb9a6ad9792f0975a623573abf8c396c6c7b5aecfb055fe03f59de1221d404d,7bca53a8f1ca7fb82929399182aee7105b72f9b009e0add65207f5aceb4677b0,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,220.05460420798045,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,additive,projected_k1,3.0,,,,,,,selected,fresh,29.0,50309.0,0.9724999666213988,0.0934207513928413,0.1041387096047401,0.1041387044588724,13.0,0.1804993038376172,180.0,bdc2d4fe93b4c31b05040005c1ff9d501792dfccbccaaebc95e38163dcc98f56,fed721b7c9c30b92c10feca815d07e67290f61ce606500e105a58aa13ea8a941,2bebd13e1def5d933776c7af207207f9a381903d0f36f2c1af2c15b1f2a2cdd7,aed7141a2271b25db098571ba9dc5ee0ba6b6a319592e7feef26ed7363e628d3,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,220.24533633107785,projected_k1_fresh,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,0.0,50300.0,0.8553999662399292,0.5162560343742371,0.5218906402587891,0.5218906310399374,179.0,0.5223815565109253,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,78c9f161346ad0a13fa6e14fd8faeb2f9db22989595f2d87eb73641cc5fd79a1,08d60a2a216351c250cac4566974ba887c47f17a2e283cfc0325a43516f48ca6,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,234.8041582989972,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,1.0,50301.0,0.8657000064849854,0.4933540821075439,0.4874597787857055,0.4874597957928975,170.0,0.5221372369925181,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,622a0c951b556e88eeefac4d0e27363915206ec0662046f7d3d9036f60670363,1562d6bb56d9064495690b5ca11f75625469eb826182ca87bec5e944a8cd606f,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,233.22555493703112,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,2.0,50302.0,0.847000002861023,0.5603600740432739,0.574559211730957,0.5745592684745788,178.0,0.605721364180247,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,39222118a17ceff68ad956913809d664ed9f619d51f659198a0251b7581ffbb4,8f4b9acc271caa7f9260b4d1f37fd22014a6159c1d9dc55afcf9e9a343919e26,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,360.83848723198753,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,3.0,50303.0,0.8628999590873718,0.4668348133563995,0.4635330438613891,0.4635330517292023,179.0,0.4657220728397369,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,9d582949e7e069e111d85c9230b09db0c0ce300524ea3470484a6f333602927d,efd439ee5eed1e35900d2095d65bc77cea8ea83975c8294648cf1a6a518d42c4,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,370.5703062870307,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,4.0,50304.0,0.8621999621391296,0.4552991092205047,0.4600882232189178,0.4600882316430409,161.0,0.4768127648830413,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,56888b8c42368928e69b7d2eade7992322aa7acac50c4defe69c900ef4387eaf,07dda1990e96671216f1b38361cd6446a9ef21fd9dcf4fbdfbe11d4fa452e562,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,233.1606441109907,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,5.0,50305.0,0.8643999695777893,0.4711344540119171,0.4736973941326141,0.4736973996957143,174.0,0.4835170832475026,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,a41b519bc2288c5a5c9f330ae121a1f5668bd39164b6a33fe3443ee31e967352,74298b4d7b419147553368bef5e79411bbcd63a313ee69e00af0b3bbffc8c557,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,230.0517808550503,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,6.0,50306.0,0.8434999585151672,0.5640488266944885,0.5797173380851746,0.5797173595428466,166.0,0.7035464377403259,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,1afd44a6ddd999da6eb7bb6f5d11cc825e31988a68a4391b34798ba6e4fdf972,b109db1847de3eb2d05d531a45bf77665310cc10b6a0c49e0ba377aa5df9ac90,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,231.3022940530209,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,7.0,50307.0,0.8504999876022339,0.5247746706008911,0.5261735916137695,0.5261736167271932,179.0,0.5270624866485596,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,7bc86c4badeb02e4a8cde758e96ec5a7768ba6d9865f4e29bf4b5697de8ecb14,f2599918002b7ab135b4339ab5016ed57b8b8c45525f3d90852ee631a1434a48,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,232.48601602390409,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,8.0,50308.0,0.8488999605178833,0.543546199798584,0.5297883152961731,0.5297883620262146,172.0,0.5303628384272258,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,b058470e45b5a670c44f1f192bb56aa325e6afa22c5bb00e805304d63080c24d,33d821f2f9b6d21a060acf1f38ebf7d4761bce680c0149c735ba0b692ef888e8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,233.4302508359542,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,strict_scalar,1.0,,,,,,,common_original,fresh,9.0,50309.0,0.8831999897956848,0.4262272417545318,0.4307965040206909,0.4307964984575907,175.0,0.4352906889120738,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,d449fda2a329ece70fe631e5b9fc404ee68034456b25ff98d0ff023cca903291,42846ec0e6a0da1d3bd0862b67a7375188f14be69f2a3441b2f2ad877665c0df,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,231.8260336579988,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,20.0,50300.0,0.9726999998092652,0.0914379060268402,0.098370686173439,0.0983706938823064,97.0,0.1378703880310058,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,5b776d6977f0c610da236b053996c2111d11d10119c2de28af203b929ebd2e1f,67099a86e081588ba8cfaab9ebb116eda070532a414e94e59cef42b65f6f57c8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,478.9692936569918,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,21.0,50301.0,0.971299946308136,0.0966269895434379,0.1064710617065429,0.1064710524231195,91.0,0.1444793328692515,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,6f80f69488feb20bf8f231903abf1ae66a8c77b3ffa2ecd310938d58ecaafcc1,21c41c139e8d83f1e507e9374cdf4bc172ae66cc3f6ac807a50203d065424be0,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,295.9588716230355,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,22.0,50302.0,0.9710999727249146,0.0970508530735969,0.1047344580292701,0.1047344612280527,96.0,0.1408881849447886,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,03e922a14653b0066d55eff75685c3c306272e6fbaf04ec5594e1f116f013741,fa0db649848882b233949b9d7104725df809f912a80e4719b3ed311881813f0e,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,290.3138078929624,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,23.0,50303.0,0.9711999893188475,0.0934674367308616,0.0985764861106872,0.0985764836172262,87.0,0.133508660475413,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,e42edffc471ef125dcb9e8061ab9a88c0450a7f3cbdbc4d0000b9a964f260aa7,5e7eb8a616a379a1a5947fefc59267c5e3bed090b30a6014b1fe96769ffd88c3,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,286.72807702305727,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,24.0,50304.0,0.9718999862670898,0.0972556993365287,0.0960941687226295,0.0960941700140635,90.0,0.1253108423948288,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,78aa0edbad92611f9f48a32b921ee5930f4a13695bceb2796402b4e3eb037e0f,800138885e21c0dc63b8994e8266613176479ef631ce4107c7de4b1938e6393f,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.2467806970235,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,25.0,50305.0,0.9711999893188475,0.0965250879526138,0.1023254171013832,0.1023254177172978,95.0,0.148166362841924,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,e3e8c2b8ac741d818664cfc6c4022da3e8efc0fa519b7d05fdcbbd31cccba9aa,226b1fc94ca0b513704a12ae1847fbfbe126980e3a6a03aedc3476b2ff2d13b2,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4971794770099,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,26.0,50306.0,0.971299946308136,0.0967357158660888,0.1021646186709404,0.1021646144986152,88.0,0.148196840763092,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,debfcd1c9a366d049bc68a9dbe6a6a9d1a9b149deb1f076cc97deb949c5dd85c,83ac05a6a048d884823e33d392533d476c12738d0879c940343872c2c79f8d1c,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.8117170829792,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,27.0,50307.0,0.9720999598503112,0.0971960797905922,0.1041359230875969,0.1041359272003173,88.0,0.1480426495869954,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,68d0dcfda428c614654f4efed179abebd66e60ce622e674b1ba1d74b9a0266ed,3ed0d33f3f23c88966d9b1ceb70e76310e998136073464adcdc17c524877a992,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,260.4520195730729,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,28.0,50308.0,0.9709999561309814,0.0993889272212982,0.0946978777647018,0.0946978807648023,105.0,0.1262669737339019,180.0,de9c7ea5b8e0a5bacb070f2e388bf2bdaad9068f73bd9ebc5c5765c4950947ad,8d44514ef8822f5846b8f9b7c00d1285ab895ae2b8948a5806a4ee05f745ce54,98e9d993159b20d4536af499a657399b91cf6751b40f15420e14cecf67ea1018,e657f3bf3687f0311cdbc1440ecfe85f37256df7ff5c3ff02ec5b0b7949d1340,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,261.4673235719092,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,neuron_shared,1.0,,,,,,,common_original,fresh,29.0,50309.0,0.9685999751091005,0.1005042493343353,0.1068907231092453,0.1068907311509052,82.0,0.153778852413098,180.0,4c05196f3955a0101a16d21941617a82efeb56f2eff4afa71bba95e3da480eb3,3d7370bfb3014bd67e0f63fa2f18c25ee7153e135dae2b29f3341ee28cb5dcbc,9e52586abf407536b902b35705a4cf8debf0c6ed74da9371a0e8932d0d07785f,57735eda5b69accf790ba3591cae0675daaa7242c563dd3524be8ea3964759d8,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,234.07097021699883,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,30.0,50300.0,0.9733999967575072,0.0888588577508926,0.0977536514401435,0.0977536513507366,77.0,0.1847722240686416,180.0,18e643254f01cad3414b508b3b80152de051aec9cc36a1929818663ae8cf00f7,efc6ac1240c12dd1c6d735684ffe203b045c62528ca8db863b0a37a508533077,e9c3c96df4f7621a6492577eede2d06853533c204bc3bf495643820cc3ce74aa,df6744bdb7671daedc6b3b9c7f3f825f9dba81624ce7d4b5dd5934c02c1830aa,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,290.78388940007426,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,31.0,50301.0,0.9711999893188475,0.0946824103593826,0.1055894121527671,0.1055894132951895,73.0,0.1941244534651438,180.0,df80e605c54913f9a4292defd442f450fcaa737305d521f5d2db8640a5c07892,6d1b2f33d89285822ca4f8bd12e31254ad64365844216d5560887d5c8516e21e,108361b6f57435d5f2ae8ad2826ef3de4a01eab05ed32a914b3f982b62636e74,e1b05e2d1557085819e71006a905e5f768649aeb03034cc9b3d0ab8cf800922f,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,390.4127704649,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,32.0,50302.0,0.9706999659538268,0.1010171398520469,0.0996173992753028,0.0996174057324727,74.0,0.1950238116582234,180.0,008284e706b586d5b411e3141773a5cc7c7bcb35f0c5c3ac3ba604ea90fb2119,51c88895cad28c6fbd3e8741d8ff295d4b1465a898e7f2038239a0afec6de6eb,618d9717b0602a14bbf20dfb488195d95c14be550ff17034ce425b82e651721c,84ccc5967e828a39aa155e7afea19a3c7c6f08ffae33669d5cb26851ac948353,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,243.1869151429273,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,33.0,50303.0,0.973800003528595,0.0939210653305053,0.0952780321240425,0.0952780368725458,73.0,0.1793401292761167,180.0,a24678286959651fb8682a48ff022b088727eb4f398e423411d740c3c49c05f9,5118ad459713239569287c9e6fe0d21750baec6f4c122be4c464a9084e23cbc9,410921e77e767a7bd20342537a01e534b35db3d66317af3ff74f3c3add4a575d,baa564980dfdf31cef42ee2d53a7fc1da8ec170edc0541b0b4f905606e21f754,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,245.902020619018,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,34.0,50304.0,0.9723999500274658,0.0934944227337837,0.0950970947742462,0.0950970934232076,77.0,0.1803869946797688,180.0,65b226df48a5fefdf60578d18274473764a03d56a75e0db564e9a13aba8a583f,782200c8f1bd856e5b3330f928a574670f9a14bd9fe611859cff39f34e020518,9d14302a03db4114c0f2a1b5362f56e98cf155e025d25435943c8ff8d5b395f0,f6fb2ae70a11d0bdb8a90c56adc139a9b3b31fcf551031af22a3c7fb2c7fa115,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,246.8352854970144,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,35.0,50305.0,0.9709999561309814,0.0978104099631309,0.1018407791852951,0.1018407787084579,71.0,0.1949164521694183,180.0,90f62c5bd1b18f546c4bf9b9029244de91ea71ae1f7c98022eaddf0915613f81,d35efa6aecdb7bcad8cecc1f7134ebb30a6ffde79a745cd42a8a50fe97f24712,4883c652c850c22efef81bb3a777d930d378e4826dafb55c8513ef3e1a7315e1,e523f13d0b51d34a8bead3b22ad9d7e64f98838da766debdc129bdf89c380e69,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,242.70522879296917,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,36.0,50306.0,0.9714999794960022,0.0940308198332786,0.0998405143618583,0.099840524593989,72.0,0.1927395019133885,180.0,4cc0e29dc0113a548bb932848af5f13fd4b9e9a70a010f6f144c1bc02426b6b0,3db71d78500557117db228d48c7ef0f00f78b846484000e629bf005b113f67e4,e13bffe17b41dd64cc1929a4539ea4aff49b2a3238bae0e4f9b8f0c1dd001293,9688a5e0186a3b238051b7c5acb741d002170c810bba5601dbd5349e7e6f862b,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,244.66139298200144,,,,,
C-D individual seeds,fresh_analysis_rows_six_rules.csv,shunting,subtree_k3,1.0,,,,,,,common_original,fresh,37.0,50307.0,0.9720999598503112,0.0931072905659675,0.096578724682331,0.096578731616338,81.0,0.1842964618206024,180.0,47f2e4599e79a253ef09924d823903706f4fbc20f32e9e12a6aba9bcc06cd223,f962b9e618459200f10d2c96c91a8ec71ebc51fa226952b2fa71dadd79fea773,cdb13544f6cc98e69e7691d01a405c813b1c156f7a530b23f73b786be7e2ac78,9fe775e20ca86258c75ea743ab07a1ffb5cd37e44f4315b9e286665020480868,False,2414602.0,92160.0,6c1aaa25abd056c417842e1c46378b65d036f6a7,244.55685728497335,,,,,
