seed,task_depth,final_population_loss,best_mismatched_loss,matched_loss_reduction
7020,3,0.09820982137,0.1762811753,0.07807135393
7020,4,0.2014220545,0.4416699275,0.240247873
7021,1,0.001973344895,0.2535323046,0.2515589597
7021,2,0.05943631124,0.2795450282,0.220108717
7021,3,0.09419478674,0.2183618374,0.1241670507
7021,4,0.2793900907,0.2375377786,-0.0418523121
7022,1,0.009045700913,0.1605452558,0.1514995549
7022,2,0.0462797625,0.2835036853,0.2372239228
7022,3,0.1172506607,0.3090126553,0.1917619946
7022,4,0.2859723612,0.2685524237,-0.0174199375
7023,1,0.07007806254,0.08950820473,0.01943014219
7023,2,0.111055363,0.2519421273,0.1408867643
7023,3,0.0817461038,0.3170469896,0.2353008858
7023,4,0.2650555883,0.1725459231,-0.0925096652
7024,1,0.003448831286,0.01665931689,0.0132104856
7024,2,0.03697691998,0.2554788442,0.2185019242
7024,3,0.3046831839,0.1396273092,-0.1650558747
7024,4,0.2855576053,0.2140397836,-0.0715178217
7025,1,0.03058267875,0.1668209437,0.1362382649
7025,2,0.1295740197,0.3571652814,0.2275912617
7025,3,0.1324279188,0.3635447182,0.2311167994
7025,4,0.2559039306,0.1422524423,-0.1136514883
7026,1,0.0490179026,0.0878099328,0.0387920302
7026,2,0.07284918594,0.2407985906,0.1679494047
7026,3,0.07305793369,0.1091392794,0.03608134571
7026,4,0.2326379572,0.2409722424,0.0083342852
7027,1,0.0143632694,0.3052526143,0.2908893449
7027,2,0.0636448319,0.1608034989,0.097158667
7027,3,0.05055937038,0.1458676368,0.09530826642
7027,4,0.1307059456,0.1708530231,0.0401470775
7028,1,0.00388260864,0.2936931593,0.2898105507
7028,2,0.03287968326,0.2907179158,0.2578382325
7028,3,0.1491469534,0.1581460265,0.0089990731
7028,4,0.2399838254,0.1943066134,-0.045677212
7029,1,0.002142295076,0.4389681734,0.4368258783
7029,2,0.01643765117,0.1596437798,0.1432061286
7029,3,0.1492927033,0.4519314847,0.3026387814
7029,4,0.1807587941,0.1936982592,0.0129394651
7030,1,0.002290167371,0.03126847788,0.02897831051
7030,2,0.1222680032,0.1736895359,0.0514215327
7030,3,0.110403714,0.1398662546,0.0294625406
7030,4,0.1407160093,0.1008667074,-0.0398493019
7031,1,0.005761156316,0.04057363751,0.03481248119
7031,2,0.1253000331,0.1810463437,0.0557463106
7031,3,0.07550087476,0.1091300314,0.03362915664
7031,4,0.195199781,0.1002374574,-0.0949623236
7032,1,0.02428285666,0.5930438735,0.5687610168
7032,2,0.04239990986,0.05189330659,0.00949339673
7032,3,0.06848254073,0.1267637619,0.05828122117
7032,4,0.2572287138,0.3977350094,0.1405062956
7033,1,0.03352705495,0.03873785586,0.00521080091
7033,2,0.08617275927,0.1500615375,0.06388877823
7033,3,0.1135093109,0.3337773526,0.2202680417
7033,4,0.2158885326,0.1232662257,-0.0926223069
7034,1,0.06841151423,0.1400683404,0.07165682617
7034,2,0.02112116616,0.07508057279,0.05395940663
7034,3,0.1199042938,0.1819382701,0.0620339763
7034,4,0.1342178043,0.1699982947,0.0357804904
7035,1,0.007842741308,0.187503213,0.1796604717
7035,2,0.03956669224,0.08726474301,0.04769805077
7035,3,0.2392847626,0.2806007856,0.041316023
7035,4,0.220301949,0.3261948132,0.1058928642
7036,1,0.002998037118,0.1604442984,0.1574462613
7036,2,0.0189523913,0.1394343657,0.1204819744
7036,3,0.2262220745,0.19523865,-0.0309834245
7036,4,0.3078902821,0.2224527321,-0.08543755
7037,1,0.06736927372,0.06782785743,0.00045858371
7037,2,0.03134160726,0.07243925004,0.04109764278
7037,3,0.0614710006,0.2105058499,0.1490348493
7037,4,0.3046444533,0.2515473152,-0.0530971381
7038,1,0.006262351409,0.03331045036,0.02704809895
7038,2,0.03726386295,0.2397276373,0.2024637743
7038,3,0.1437198508,0.3369616735,0.1932418227
7038,4,0.2869363306,0.2072602464,-0.0796760842
7039,1,0.008034105372,0.1868439164,0.178809811
7039,2,0.04152199298,0.3308897168,0.2893677238
7039,3,0.163298089,0.3277325428,0.1644344538
7039,4,0.1750657288,0.1016043122,-0.0734614166
7040,1,0.002462829878,0.2914626412,0.2889998113
7040,2,0.05736362683,0.177610065,0.1202464382
7040,3,0.04553891174,0.3210402875,0.2755013758
7040,4,0.09689756812,0.3241135886,0.2272160205
7041,1,0.04223938536,0.8939663663,0.8517269809
7041,2,0.046908488,0.01724958418,-0.02965890382
7041,3,0.258852992,0.1329370955,-0.1259158965
7041,4,0.1750033197,0.1406373536,-0.0343659661
7042,1,0.01187529322,0.06633408123,0.05445878801
7042,2,0.02711888817,0.269007907,0.2418890188
7042,3,0.05127119019,0.1516743566,0.1004031664
7042,4,0.1563643144,0.1082938968,-0.0480704176
7043,1,0.01107459621,0.06044468855,0.04937009234
7043,2,0.06850112035,0.1071645713,0.03866345095
7043,3,0.09775264511,0.1437889525,0.04603630739
7043,4,0.3335246333,0.4460010488,0.1124764155
7044,1,0.0004586925442,0.06182471568,0.06136602314
7044,2,0.08778248617,0.06174409969,-0.02603838648
7044,3,0.1178421819,0.2052594328,0.0874172509
7044,4,0.1719233756,0.1878848957,0.0159615201
7045,1,0.01934820968,0.414929913,0.3955817033
7045,2,0.0299074878,0.2751004468,0.245192959
7045,3,0.07529510505,0.2827484485,0.2074533435
7045,4,0.1874775078,0.1927552688,0.005277761
7046,1,0.02323985141,0.02855001188,0.00531016047
7046,2,0.09676473682,0.09822755632,0.0014628195
7046,3,0.09618003514,0.05287753785,-0.04330249729
7046,4,0.3824085278,0.1870823982,-0.1953261296
7047,1,0.00817621766,0.3687744708,0.3605982531
7047,2,0.01899772985,0.1819985322,0.1630008024
7047,3,0.07360136955,0.3785557123,0.3049543427
7047,4,0.1799058616,0.20297634,0.0230704784
7048,1,0.009239740613,0.1217113778,0.1124716372
7048,2,0.02850305441,0.1734638537,0.1449607993
7048,3,0.1515097087,0.2222608691,0.0707511604
7048,4,0.1951937892,0.09701485496,-0.09817893424
7049,1,0.05264605146,0.1864901134,0.1338440619
7049,2,0.03884252381,0.1002869709,0.06144444709
7049,3,0.04631727829,0.3257339676,0.2794166893
7049,4,0.1044957916,0.1808327585,0.0763369669
