seed,budget_k,ancestry_minus_random_at_rho0,ancestry_minus_random_at_rho1,raw_affine_crossover,minimum_alignment_for_ancestry_advantage,ancestry_already_favored_at_rho0
7006,8,-0.0836166236,0.5385156157,0.1344032961,0.1344032961,False
7007,8,-0.0924062563,0.5107310888,0.1532093097,0.1532093097,False
7008,8,-0.0424364405,0.521944828,0.07519108601,0.07519108601,False
7009,8,0.099416843,0.5400190895,-0.2256385295,0,True
7010,8,0.0707100576,0.4607196623,-0.181303375,0,True
7011,8,-0.0388665572,0.5658643249,0.06427083245,0.06427083245,False
7012,8,0.014055723,0.4826062457,-0.02999830823,0,True
7013,8,0.0779584872,0.3778050003,-0.2599946432,0,True
7014,8,0.0399747069,0.4928772094,-0.08826338269,0,True
7015,8,-0.1804590299,0.6761212309,0.2106738133,0.2106738133,False
7016,8,0.0238733547,0.4781317015,-0.05255457576,0,True
7017,8,0.0995817682,0.4110631444,-0.3197037634,0,True
7018,8,-0.1148665873,0.441922116,0.2063019358,0.2063019358,False
7019,8,-0.0476805388,0.5869787993,0.07512776688,0.07512776688,False
7020,8,-0.0552339402,0.488144657,0.1016490905,0.1016490905,False
7021,8,0.0416470438,0.4992140682,-0.09101845539,0,True
7022,8,0.1699031135,0.5503577095,-0.4465792115,0,True
7023,8,-0.0255108189,0.5437250162,0.04481590463,0.04481590463,False
7024,8,-0.0093140794,0.4846259963,0.01885669914,0.01885669914,False
7025,8,0.0358098892,0.46656048,-0.08313369724,0,True
7026,8,-0.2303490969,0.530437228,0.3027776517,0.3027776517,False
7027,8,0.0699389703,0.5547694148,-0.1442544937,0,True
7028,8,-0.069746833,0.4797942524,0.126918323,0.126918323,False
7029,8,0.0047766358,0.5231200673,-0.009215195003,0,True
7030,8,-0.2224841507,0.4702920454,0.3211486653,0.3211486653,False
7031,8,-0.0616460508,0.5868414349,0.09506128053,0.09506128053,False
7032,8,0.0195178176,0.4946599997,-0.04107784645,0,True
7033,8,0.0003947498,0.4955744101,-0.0007971850051,0,True
7034,8,-0.0466189669,0.4890599241,0.08702782149,0.08702782149,False
7035,8,-0.1995648762,0.5511755791,0.2658240605,0.2658240605,False
7036,8,-0.0266443415,0.5174841497,0.04896700307,0.04896700307,False
7037,8,-0.0285123996,0.5017428507,0.05377108399,0.05377108399,False
7038,8,0.1198465759,0.6006849405,-0.2492450368,0,True
7039,8,0.0386746531,0.4202099597,-0.1013658564,0,True
7040,8,-0.0546838543,0.2880317262,0.159560456,0.159560456,False
7041,8,-0.0248923882,0.4214783806,0.05576617005,0.05576617005,False
7042,8,0.0340807096,0.501609409,-0.0728954386,0,True
7043,8,0.001116474,0.4062136638,-0.00275606454,0,True
7044,8,0.121030292,0.5363992049,-0.2913802363,0,True
7045,8,0.0702058377,0.5780557631,-0.1382413075,0,True
7046,8,0.0522898879,0.5094640058,-0.1143763084,0,True
7047,8,-0.0419417374,0.3510532559,0.1067233377,0.1067233377,False
7048,8,-0.025760158,0.5123591521,0.04787071848,0.04787071848,False
7049,8,-0.0337703873,0.5337725023,0.05950279339,0.05950279339,False
7000,16,0,0,,0,True
7001,16,0,0,,0,True
7002,16,0,0,,0,True
7003,16,0,0,,0,True
7004,16,0,0,,0,True
7005,16,0,0,,0,True
7006,16,0,0,,0,True
7007,16,0,0,,0,True
7008,16,0,0,,0,True
7009,16,0,0,,0,True
7010,16,0,0,,0,True
7011,16,0,0,,0,True
7012,16,0,0,,0,True
7013,16,0,0,,0,True
7014,16,0,0,,0,True
7015,16,0,0,,0,True
7016,16,0,0,,0,True
7017,16,0,0,,0,True
7018,16,0,0,,0,True
7019,16,0,0,,0,True
7020,16,0,0,,0,True
7021,16,0,0,,0,True
7022,16,0,0,,0,True
7023,16,0,0,,0,True
7024,16,0,0,,0,True
7025,16,0,0,,0,True
7026,16,0,0,,0,True
7027,16,0,0,,0,True
7028,16,0,0,,0,True
7029,16,0,0,,0,True
7030,16,0,0,,0,True
7031,16,0,0,,0,True
7032,16,0,0,,0,True
7033,16,0,0,,0,True
7034,16,0,0,,0,True
7035,16,0,0,,0,True
7036,16,0,0,,0,True
7037,16,0,0,,0,True
7038,16,0,0,,0,True
7039,16,0,0,,0,True
7040,16,0,0,,0,True
7041,16,0,0,,0,True
7042,16,0,0,,0,True
7043,16,0,0,,0,True
7044,16,0,0,,0,True
7045,16,0,0,,0,True
7046,16,0,0,,0,True
7047,16,0,0,,0,True
7048,16,0,0,,0,True
7049,16,0,0,,0,True
