seed,reliability_heterogeneity,method,population_loss_after_one_step,population_loss_decrease,expected_guaranteed_decrease,mean_attenuation,attenuation_reliability_correlation
7024,0,anti_aligned_shunting,2.100544542,1.899455458,2,0.5,0
7024,0,explicit_point_gate,2.100544542,1.899455458,2,0.5,0
7024,0.5,no_shunting,2.724043828,1.275956172,-2.220446049e-16,1,0
7024,0.5,best_global_gain,1.30314491,2.69685509,2,0.5,0
7024,0.5,reliability_aligned,1.09606437,2.90393563,2.197496878,0.5,1
7024,0.5,shuffled_shunting,1.727057902,2.272942098,1.586932099,0.5,-0.5970614417
7024,0.5,anti_aligned_shunting,1.936484419,2.063515581,1.407509367,0.5,-1
7024,0.5,explicit_point_gate,1.09606437,2.90393563,2.197496878,0.5,1
7024,1,no_shunting,6.013647057,-2.013647057,8.881784197e-16,1,0
7024,1,best_global_gain,1.22134231,2.77865769,2,0.5,0
7024,1,reliability_aligned,1.439531584,2.560468416,2.63926014,0.5,1
7024,1,shuffled_shunting,1.419381387,2.580618613,2.051133777,0.5,0.4582757477
7024,1,anti_aligned_shunting,4.353304945,-0.353304945,0.08221958092,0.5,-1
7024,1,explicit_point_gate,1.439531584,2.560468416,2.63926014,0.5,1
7024,1.5,no_shunting,1.779209773,2.220790227,-8.881784197e-16,1,0
7024,1.5,best_global_gain,1.929887069,2.070112931,2,0.5,0
7024,1.5,reliability_aligned,1.136633012,2.863366988,3.087026034,0.5,1
7024,1.5,shuffled_shunting,1.726434861,2.273565139,2.32424331,0.5,0.5431779617
7024,1.5,anti_aligned_shunting,3.48471876,0.5152812402,-1.261078101,0.5,-1
7024,1.5,explicit_point_gate,1.136633012,2.863366988,3.087026034,0.5,1
7024,2,no_shunting,3.582403798,0.4175962023,0,1,0
7024,2,best_global_gain,1.477279414,2.522720586,2,0.5,0
7024,2,reliability_aligned,0.420314247,3.579685753,3.428844371,0.5,1
7024,2,shuffled_shunting,2.87698647,1.12301353,1.299775523,0.5,0.07529086571
7024,2,anti_aligned_shunting,5.578406476,-1.578406476,-2.286533112,0.5,-1
7024,2,explicit_point_gate,0.420314247,3.579685753,3.428844371,0.5,1
7025,0,no_shunting,8.381135221,-4.381135221,0,1,0
7025,0,best_global_gain,4.814430753,-0.8144307533,2,0.5,0
7025,0,reliability_aligned,4.814430753,-0.8144307533,2,0.5,0
7025,0,shuffled_shunting,4.814430753,-0.8144307533,2,0.5,0
7025,0,anti_aligned_shunting,4.814430753,-0.8144307533,2,0.5,0
7025,0,explicit_point_gate,4.814430753,-0.8144307533,2,0.5,0
7025,0.5,no_shunting,7.530640088,-3.530640088,-2.220446049e-16,1,0
7025,0.5,best_global_gain,2.806086977,1.193913023,2,0.5,0
7025,0.5,reliability_aligned,2.894417437,1.105582563,2.197496878,0.5,1
7025,0.5,shuffled_shunting,3.866837077,0.1331629227,1.757402698,0.5,-0.118674979
7025,0.5,anti_aligned_shunting,2.937989066,1.062010934,1.407509367,0.5,-1
7025,0.5,explicit_point_gate,2.894417437,1.105582563,2.197496878,0.5,1
7025,1,no_shunting,1.385537906,2.614462094,8.881784197e-16,1,0
7025,1,best_global_gain,1.106324246,2.893675754,2,0.5,0
7025,1,reliability_aligned,0.76161623,3.23838377,2.63926014,0.5,1
7025,1,shuffled_shunting,1.470084508,2.529915492,1.529292299,0.5,-0.005933389369
7025,1,anti_aligned_shunting,2.693583552,1.306416448,0.08221958092,0.5,-1
7025,1,explicit_point_gate,0.76161623,3.23838377,2.63926014,0.5,1
7025,1.5,no_shunting,2.229300155,1.770699845,-8.881784197e-16,1,0
7025,1.5,best_global_gain,2.023637086,1.976362914,2,0.5,0
7025,1.5,reliability_aligned,0.9284668393,3.071533161,3.087026034,0.5,1
7025,1.5,shuffled_shunting,1.40809633,2.59190367,2.48001796,0.5,0.6106971429
7025,1.5,anti_aligned_shunting,3.971986487,0.02801351264,-1.261078101,0.5,-1
7025,1.5,explicit_point_gate,0.9284668393,3.071533161,3.087026034,0.5,1
7025,2,no_shunting,4.403470657,-0.4034706569,0,1,0
7025,2,best_global_gain,2.081276107,1.918723893,2,0.5,0
7025,2,reliability_aligned,0.7167402758,3.283259724,3.428844371,0.5,1
7025,2,shuffled_shunting,3.909215694,0.09078430562,0.3838601679,0.5,-0.01976343685
7025,2,anti_aligned_shunting,6.092868716,-2.092868716,-2.286533112,0.5,-1
7025,2,explicit_point_gate,0.7167402758,3.283259724,3.428844371,0.5,1
7026,0,no_shunting,5.704130649,-1.704130649,0,1,0
7026,0,best_global_gain,1.810650986,2.189349014,2,0.5,0
7026,0,reliability_aligned,1.810650986,2.189349014,2,0.5,0
7026,0,shuffled_shunting,1.810650986,2.189349014,2,0.5,0
7026,0,anti_aligned_shunting,1.810650986,2.189349014,2,0.5,0
7026,0,explicit_point_gate,1.810650986,2.189349014,2,0.5,0
7026,0.5,no_shunting,2.775449629,1.224550371,-2.220446049e-16,1,0
7026,0.5,best_global_gain,1.108936255,2.891063745,2,0.5,0
7026,0.5,reliability_aligned,0.9988565349,3.001143465,2.197496878,0.5,1
7026,0.5,shuffled_shunting,1.628220255,2.371779745,1.843605156,0.5,0.05233571321
7026,0.5,anti_aligned_shunting,1.735156873,2.264843127,1.407509367,0.5,-1
7026,0.5,explicit_point_gate,0.9988565349,3.001143465,2.197496878,0.5,1
7026,1,no_shunting,10.69306706,-6.693067065,8.881784197e-16,1,0
7026,1,best_global_gain,1.708336443,2.291663557,2,0.5,0
7026,1,reliability_aligned,0.6087702357,3.391229764,2.63926014,0.5,1
7026,1,shuffled_shunting,2.103703742,1.896296258,1.660579439,0.5,0.1719746667
7026,1,anti_aligned_shunting,6.981571518,-2.981571518,0.08221958092,0.5,-1
7026,1,explicit_point_gate,0.6087702357,3.391229764,2.63926014,0.5,1
7026,1.5,no_shunting,8.693884338,-4.693884338,-8.881784197e-16,1,0
7026,1.5,best_global_gain,3.616315333,0.3836846667,2,0.5,0
7026,1.5,reliability_aligned,1.865368191,2.134631809,3.087026034,0.5,1
7026,1.5,shuffled_shunting,4.460683683,-0.4606836829,1.402497461,0.5,0.005969284007
7026,1.5,anti_aligned_shunting,8.807170364,-4.807170364,-1.261078101,0.5,-1
7026,1.5,explicit_point_gate,1.865368191,2.134631809,3.087026034,0.5,1
7026,2,no_shunting,1.492659099,2.507340901,0,1,0
7026,2,best_global_gain,1.587940047,2.412059953,2,0.5,0
7026,2,reliability_aligned,0.7571711141,3.242828886,3.428844371,0.5,1
7026,2,shuffled_shunting,1.240162294,2.759837706,2.981635349,0.5,0.6892304091
7026,2,anti_aligned_shunting,3.988623309,0.01137669065,-2.286533112,0.5,-1
7026,2,explicit_point_gate,0.7571711141,3.242828886,3.428844371,0.5,1
7027,0,no_shunting,2.954822234,1.045177766,0,1,0
7027,0,best_global_gain,1.320882096,2.679117904,2,0.5,0
7027,0,reliability_aligned,1.320882096,2.679117904,2,0.5,0
7027,0,shuffled_shunting,1.320882096,2.679117904,2,0.5,0
7027,0,anti_aligned_shunting,1.320882096,2.679117904,2,0.5,0
7027,0,explicit_point_gate,1.320882096,2.679117904,2,0.5,0
7027,0.5,no_shunting,1.766350121,2.233649879,-2.220446049e-16,1,0
7027,0.5,best_global_gain,1.018016126,2.981983874,2,0.5,0
7027,0.5,reliability_aligned,0.8346526334,3.165347367,2.197496878,0.5,1
7027,0.5,shuffled_shunting,1.294860317,2.705139683,1.789934719,0.5,-0.07158627993
7027,0.5,anti_aligned_shunting,1.512295192,2.487704808,1.407509367,0.5,-1
7027,0.5,explicit_point_gate,0.8346526334,3.165347367,2.197496878,0.5,1
7027,1,no_shunting,1.249495377,2.750504623,8.881784197e-16,1,0
7027,1,best_global_gain,1.545297767,2.454702233,2,0.5,0
7027,1,reliability_aligned,1.213697392,2.786302608,2.63926014,0.5,1
7027,1,shuffled_shunting,1.897465545,2.102534455,0.6733342005,0.5,-0.5692567721
7027,1,anti_aligned_shunting,2.666781302,1.333218698,0.08221958092,0.5,-1
7027,1,explicit_point_gate,1.213697392,2.786302608,2.63926014,0.5,1
7027,1.5,no_shunting,5.179921741,-1.179921741,-8.881784197e-16,1,0
7027,1.5,best_global_gain,2.577228294,1.422771706,2,0.5,0
7027,1.5,reliability_aligned,1.738973592,2.261026408,3.087026034,0.5,1
7027,1.5,shuffled_shunting,2.180139261,1.819860739,2.213552548,0.5,0.5314169219
7027,1.5,anti_aligned_shunting,5.956927344,-1.956927344,-1.261078101,0.5,-1
7027,1.5,explicit_point_gate,1.738973592,2.261026408,3.087026034,0.5,1
7027,2,no_shunting,2.484484409,1.515515591,0,1,0
7027,2,best_global_gain,1.651273076,2.348726924,2,0.5,0
7027,2,reliability_aligned,0.9814457474,3.018554253,3.428844371,0.5,1
7027,2,shuffled_shunting,2.737243691,1.262756309,-0.1732775723,0.5,-0.4957176666
7027,2,anti_aligned_shunting,4.686427659,-0.6864276595,-2.286533112,0.5,-1
7027,2,explicit_point_gate,0.9814457474,3.018554253,3.428844371,0.5,1
7028,0,no_shunting,3.424520683,0.5754793167,0,1,0
7028,0,best_global_gain,0.9987838061,3.001216194,2,0.5,0
7028,0,reliability_aligned,0.9987838061,3.001216194,2,0.5,0
7028,0,shuffled_shunting,0.9987838061,3.001216194,2,0.5,0
7028,0,anti_aligned_shunting,0.9987838061,3.001216194,2,0.5,0
7028,0,explicit_point_gate,0.9987838061,3.001216194,2,0.5,0
7028,0.5,no_shunting,4.252175051,-0.2521750508,-2.220446049e-16,1,0
7028,0.5,best_global_gain,3.363653165,0.6363468347,2,0.5,0
7028,0.5,reliability_aligned,3.267364767,0.7326352325,2.197496878,0.5,1
7028,0.5,shuffled_shunting,2.950315746,1.049684254,1.88761727,0.5,0.2118211705
7028,0.5,anti_aligned_shunting,3.581553983,0.4184460167,1.407509367,0.5,-1
7028,0.5,explicit_point_gate,3.267364767,0.7326352325,2.197496878,0.5,1
7028,1,no_shunting,2.300799613,1.699200387,8.881784197e-16,1,0
7028,1,best_global_gain,1.489294595,2.510705405,2,0.5,0
7028,1,reliability_aligned,1.274328102,2.725671898,2.63926014,0.5,1
7028,1,shuffled_shunting,2.288172606,1.711827394,0.8978176455,0.5,-0.4109401895
7028,1,anti_aligned_shunting,3.039116565,0.9608834348,0.08221958092,0.5,-1
7028,1,explicit_point_gate,1.274328102,2.725671898,2.63926014,0.5,1
7028,1.5,no_shunting,4.603194086,-0.6031940861,-8.881784197e-16,1,0
7028,1.5,best_global_gain,3.391904289,0.6080957113,2,0.5,0
7028,1.5,reliability_aligned,1.757259614,2.242740386,3.087026034,0.5,1
7028,1.5,shuffled_shunting,2.409730381,1.590269619,2.860885865,0.5,0.8466424277
7028,1.5,anti_aligned_shunting,5.925376088,-1.925376088,-1.261078101,0.5,-1
7028,1.5,explicit_point_gate,1.757259614,2.242740386,3.087026034,0.5,1
7028,2,no_shunting,3.643009029,0.3569909706,0,1,0
7028,2,best_global_gain,2.085840915,1.914159085,2,0.5,0
7028,2,reliability_aligned,0.678721786,3.321278214,3.428844371,0.5,1
7028,2,shuffled_shunting,2.489210489,1.510789511,1.447846268,0.5,0.1783360477
7028,2,anti_aligned_shunting,6.173930435,-2.173930435,-2.286533112,0.5,-1
7028,2,explicit_point_gate,0.678721786,3.321278214,3.428844371,0.5,1
7029,0,no_shunting,6.005755829,-2.005755829,0,1,0
7029,0,best_global_gain,0.857942745,3.142057255,2,0.5,0
7029,0,reliability_aligned,0.857942745,3.142057255,2,0.5,0
7029,0,shuffled_shunting,0.857942745,3.142057255,2,0.5,0
7029,0,anti_aligned_shunting,0.857942745,3.142057255,2,0.5,0
7029,0,explicit_point_gate,0.857942745,3.142057255,2,0.5,0
7029,0.5,no_shunting,5.391862491,-1.391862491,-2.220446049e-16,1,0
7029,0.5,best_global_gain,2.09697197,1.90302803,2,0.5,0
7029,0.5,reliability_aligned,1.787275079,2.212724921,2.197496878,0.5,1
7029,0.5,shuffled_shunting,1.519868077,2.480131923,1.90269467,0.5,0.2346269605
7029,0.5,anti_aligned_shunting,2.780438608,1.219561392,1.407509367,0.5,-1
7029,0.5,explicit_point_gate,1.787275079,2.212724921,2.197496878,0.5,1
7029,1,no_shunting,3.859438936,0.1405610635,8.881784197e-16,1,0
7029,1,best_global_gain,1.772467028,2.227532972,2,0.5,0
7029,1,reliability_aligned,1.412370952,2.587629048,2.63926014,0.5,1
7029,1,shuffled_shunting,1.860107898,2.139892102,2.227386426,0.5,0.5951185547
7029,1,anti_aligned_shunting,3.721321078,0.2786789224,0.08221958092,0.5,-1
7029,1,explicit_point_gate,1.412370952,2.587629048,2.63926014,0.5,1
7029,1.5,no_shunting,3.741125751,0.2588742487,-8.881784197e-16,1,0
7029,1.5,best_global_gain,1.933292916,2.066707084,2,0.5,0
7029,1.5,reliability_aligned,0.946153533,3.053846467,3.087026034,0.5,1
7029,1.5,shuffled_shunting,2.586769281,1.413230719,1.008016853,0.5,-0.2840473639
7029,1.5,anti_aligned_shunting,4.487649221,-0.487649221,-1.261078101,0.5,-1
7029,1.5,explicit_point_gate,0.946153533,3.053846467,3.087026034,0.5,1
7029,2,no_shunting,2.551743498,1.448256502,0,1,0
7029,2,best_global_gain,1.539299655,2.460700345,2,0.5,0
7029,2,reliability_aligned,0.4405499479,3.559450052,3.428844371,0.5,1
7029,2,shuffled_shunting,2.154226375,1.845773625,1.066977286,0.5,0.1608836779
7029,2,anti_aligned_shunting,5.29965838,-1.29965838,-2.286533112,0.5,-1
7029,2,explicit_point_gate,0.4405499479,3.559450052,3.428844371,0.5,1
7030,0,no_shunting,2.002755231,1.997244769,0,1,0
7030,0,best_global_gain,1.477331021,2.522668979,2,0.5,0
7030,0,reliability_aligned,1.477331021,2.522668979,2,0.5,0
7030,0,shuffled_shunting,1.477331021,2.522668979,2,0.5,0
7030,0,anti_aligned_shunting,1.477331021,2.522668979,2,0.5,0
7030,0,explicit_point_gate,1.477331021,2.522668979,2,0.5,0
7030,0.5,no_shunting,3.555820492,0.4441795085,-2.220446049e-16,1,0
7030,0.5,best_global_gain,0.8976577515,3.102342249,2,0.5,0
7030,0.5,reliability_aligned,0.6737119266,3.326288073,2.197496878,0.5,1
7030,0.5,shuffled_shunting,1.036439023,2.963560977,1.708966921,0.5,-0.2465616976
7030,0.5,anti_aligned_shunting,1.80858344,2.19141656,1.407509367,0.5,-1
7030,0.5,explicit_point_gate,0.6737119266,3.326288073,2.197496878,0.5,1
7030,1,no_shunting,4.162229934,-0.1622299337,8.881784197e-16,1,0
7030,1,best_global_gain,1.957431704,2.042568296,2,0.5,0
7030,1,reliability_aligned,1.895364563,2.104635437,2.63926014,0.5,1
7030,1,shuffled_shunting,3.343972806,0.6560271942,1.198630036,0.5,-0.1766391759
7030,1,anti_aligned_shunting,3.7768844,0.2231156005,0.08221958092,0.5,-1
7030,1,explicit_point_gate,1.895364563,2.104635437,2.63926014,0.5,1
7030,1.5,no_shunting,2.808379654,1.191620346,-8.881784197e-16,1,0
7030,1.5,best_global_gain,1.628484551,2.371515449,2,0.5,0
7030,1.5,reliability_aligned,0.4711803382,3.528819662,3.087026034,0.5,1
7030,1.5,shuffled_shunting,1.80747595,2.19252405,1.885805842,0.5,0.3363304798
7030,1.5,anti_aligned_shunting,4.469234671,-0.4692346707,-1.261078101,0.5,-1
7030,1.5,explicit_point_gate,0.4711803382,3.528819662,3.087026034,0.5,1
7030,2,no_shunting,3.769545679,0.2304543211,0,1,0
7030,2,best_global_gain,1.536202868,2.463797132,2,0.5,0
7030,2,reliability_aligned,1.218112155,2.781887845,3.428844371,0.5,1
7030,2,shuffled_shunting,3.110755239,0.889244761,-0.2828337305,0.5,-0.2405848827
7030,2,anti_aligned_shunting,4.942114844,-0.9421148444,-2.286533112,0.5,-1
7030,2,explicit_point_gate,1.218112155,2.781887845,3.428844371,0.5,1
7031,0,no_shunting,3.308537467,0.6914625332,0,1,0
7031,0,best_global_gain,1.843833215,2.156166785,2,0.5,0
7031,0,reliability_aligned,1.843833215,2.156166785,2,0.5,0
7031,0,shuffled_shunting,1.843833215,2.156166785,2,0.5,0
7031,0,anti_aligned_shunting,1.843833215,2.156166785,2,0.5,0
7031,0,explicit_point_gate,1.843833215,2.156166785,2,0.5,0
7031,0.5,no_shunting,3.310836175,0.6891638252,-2.220446049e-16,1,0
7031,0.5,best_global_gain,1.848416032,2.151583968,2,0.5,0
7031,0.5,reliability_aligned,2.288158714,1.711841286,2.197496878,0.5,1
7031,0.5,shuffled_shunting,1.751289628,2.248710372,1.881236288,0.5,0.1978643304
7031,0.5,anti_aligned_shunting,1.80343081,2.19656919,1.407509367,0.5,-1
7031,0.5,explicit_point_gate,2.288158714,1.711841286,2.197496878,0.5,1
7031,1,no_shunting,3.917845114,0.0821548859,8.881784197e-16,1,0
7031,1,best_global_gain,3.088036413,0.9119635872,2,0.5,0
7031,1,reliability_aligned,2.98520492,1.01479508,2.63926014,0.5,1
7031,1,shuffled_shunting,3.790545766,0.2094542342,1.751342674,0.5,0.3052965022
7031,1,anti_aligned_shunting,3.807223538,0.1927764625,0.08221958092,0.5,-1
7031,1,explicit_point_gate,2.98520492,1.01479508,2.63926014,0.5,1
7031,1.5,no_shunting,4.047230955,-0.04723095477,-8.881784197e-16,1,0
7031,1.5,best_global_gain,1.802289421,2.197710579,2,0.5,0
7031,1.5,reliability_aligned,0.8956277393,3.104372261,3.087026034,0.5,1
7031,1.5,shuffled_shunting,2.711032074,1.288967926,0.4822673309,0.5,-0.2735948791
7031,1.5,anti_aligned_shunting,4.201288742,-0.2012887419,-1.261078101,0.5,-1
7031,1.5,explicit_point_gate,0.8956277393,3.104372261,3.087026034,0.5,1
7031,2,no_shunting,3.275428111,0.7245718891,0,1,0
7031,2,best_global_gain,2.13163803,1.86836197,2,0.5,0
7031,2,reliability_aligned,0.9662066257,3.033793374,3.428844371,0.5,1
7031,2,shuffled_shunting,2.907833212,1.092166788,1.09300027,0.5,0.2562431686
7031,2,anti_aligned_shunting,5.198248664,-1.198248664,-2.286533112,0.5,-1
7031,2,explicit_point_gate,0.9662066257,3.033793374,3.428844371,0.5,1
7032,0,no_shunting,2.14398969,1.85601031,0,1,0
7032,0,best_global_gain,1.996973839,2.003026161,2,0.5,0
7032,0,reliability_aligned,1.996973839,2.003026161,2,0.5,0
7032,0,shuffled_shunting,1.996973839,2.003026161,2,0.5,0
7032,0,anti_aligned_shunting,1.996973839,2.003026161,2,0.5,0
7032,0,explicit_point_gate,1.996973839,2.003026161,2,0.5,0
7032,0.5,no_shunting,4.838522174,-0.8385221742,-2.220446049e-16,1,0
7032,0.5,best_global_gain,3.612192237,0.3878077629,2,0.5,0
7032,0.5,reliability_aligned,3.003018395,0.9969816053,2.197496878,0.5,1
7032,0.5,shuffled_shunting,3.631517148,0.3684828519,1.69683077,0.5,-0.2712199903
7032,0.5,anti_aligned_shunting,4.382788708,-0.3827887082,1.407509367,0.5,-1
7032,0.5,explicit_point_gate,3.003018395,0.9969816053,2.197496878,0.5,1
7032,1,no_shunting,9.068269821,-5.068269821,8.881784197e-16,1,0
7032,1,best_global_gain,4.66277685,-0.66277685,2,0.5,0
7032,1,reliability_aligned,3.288574962,0.7114250383,2.63926014,0.5,1
7032,1,shuffled_shunting,7.111529028,-3.111529028,1.619329966,0.5,0.07236467051
7032,1,anti_aligned_shunting,7.127124064,-3.127124064,0.08221958092,0.5,-1
7032,1,explicit_point_gate,3.288574962,0.7114250383,2.63926014,0.5,1
7032,1.5,no_shunting,5.211872659,-1.211872659,-8.881784197e-16,1,0
7032,1.5,best_global_gain,1.961709424,2.038290576,2,0.5,0
7032,1.5,reliability_aligned,1.279892122,2.720107878,3.087026034,0.5,1
7032,1.5,shuffled_shunting,4.320188791,-0.320188791,0.8534052552,0.5,-0.06489233175
7032,1.5,anti_aligned_shunting,5.650382981,-1.650382981,-1.261078101,0.5,-1
7032,1.5,explicit_point_gate,1.279892122,2.720107878,3.087026034,0.5,1
7032,2,no_shunting,3.529837788,0.4701622121,0,1,0
7032,2,best_global_gain,1.778271016,2.221728984,2,0.5,0
7032,2,reliability_aligned,0.5037283328,3.496271667,3.428844371,0.5,1
7032,2,shuffled_shunting,3.640993625,0.3590063747,-0.2896488874,0.5,-0.2072383037
7032,2,anti_aligned_shunting,5.883688253,-1.883688253,-2.286533112,0.5,-1
7032,2,explicit_point_gate,0.5037283328,3.496271667,3.428844371,0.5,1
7033,0,no_shunting,3.479305163,0.5206948371,0,1,0
7033,0,best_global_gain,1.237516799,2.762483201,2,0.5,0
7033,0,reliability_aligned,1.237516799,2.762483201,2,0.5,0
7033,0,shuffled_shunting,1.237516799,2.762483201,2,0.5,0
7033,0,anti_aligned_shunting,1.237516799,2.762483201,2,0.5,0
7033,0,explicit_point_gate,1.237516799,2.762483201,2,0.5,0
7033,0.5,no_shunting,5.669237775,-1.669237775,-2.220446049e-16,1,0
7033,0.5,best_global_gain,2.045631458,1.954368542,2,0.5,0
7033,0.5,reliability_aligned,2.669075717,1.330924283,2.197496878,0.5,1
7033,0.5,shuffled_shunting,2.263991564,1.736008436,1.685063387,0.5,-0.3432780932
7033,0.5,anti_aligned_shunting,2.049850276,1.950149724,1.407509367,0.5,-1
7033,0.5,explicit_point_gate,2.669075717,1.330924283,2.197496878,0.5,1
7033,1,no_shunting,1.75216714,2.24783286,8.881784197e-16,1,0
7033,1,best_global_gain,1.410721612,2.589278388,2,0.5,0
7033,1,reliability_aligned,1.34345428,2.65654572,2.63926014,0.5,1
7033,1,shuffled_shunting,1.842564107,2.157435893,1.697725349,0.5,0.2865398967
7033,1,anti_aligned_shunting,2.51655751,1.48344249,0.08221958092,0.5,-1
7033,1,explicit_point_gate,1.34345428,2.65654572,2.63926014,0.5,1
7033,1.5,no_shunting,2.621901184,1.378098816,-8.881784197e-16,1,0
7033,1.5,best_global_gain,1.65488115,2.34511885,2,0.5,0
7033,1.5,reliability_aligned,0.8041279612,3.195872039,3.087026034,0.5,1
7033,1.5,shuffled_shunting,1.759823671,2.240176329,1.324932661,0.5,-0.09116702715
7033,1.5,anti_aligned_shunting,4.629302473,-0.6293024733,-1.261078101,0.5,-1
7033,1.5,explicit_point_gate,0.8041279612,3.195872039,3.087026034,0.5,1
7033,2,no_shunting,3.253520523,0.746479477,0,1,0
7033,2,best_global_gain,2.063733606,1.936266394,2,0.5,0
7033,2,reliability_aligned,0.7756892951,3.224310705,3.428844371,0.5,1
7033,2,shuffled_shunting,4.120925673,-0.1209256733,0.9092014448,0.5,-0.02966649977
7033,2,anti_aligned_shunting,5.476513602,-1.476513602,-2.286533112,0.5,-1
7033,2,explicit_point_gate,0.7756892951,3.224310705,3.428844371,0.5,1
7034,0,no_shunting,2.361089991,1.638910009,0,1,0
7034,0,best_global_gain,0.8245962189,3.175403781,2,0.5,0
7034,0,reliability_aligned,0.8245962189,3.175403781,2,0.5,0
7034,0,shuffled_shunting,0.8245962189,3.175403781,2,0.5,0
7034,0,anti_aligned_shunting,0.8245962189,3.175403781,2,0.5,0
7034,0,explicit_point_gate,0.8245962189,3.175403781,2,0.5,0
7034,0.5,no_shunting,3.006793869,0.9932061311,-2.220446049e-16,1,0
7034,0.5,best_global_gain,1.16555048,2.83444952,2,0.5,0
7034,0.5,reliability_aligned,1.333249459,2.666750541,2.197496878,0.5,1
7034,0.5,shuffled_shunting,1.436363248,2.563636752,1.870964123,0.5,0.1504903131
7034,0.5,anti_aligned_shunting,1.471109136,2.528890864,1.407509367,0.5,-1
7034,0.5,explicit_point_gate,1.333249459,2.666750541,2.197496878,0.5,1
7034,1,no_shunting,1.897823361,2.102176639,8.881784197e-16,1,0
7034,1,best_global_gain,2.060776223,1.939223777,2,0.5,0
7034,1,reliability_aligned,1.133555314,2.866444686,2.63926014,0.5,1
7034,1,shuffled_shunting,2.094298373,1.905701627,1.49984382,0.5,0.03597775527
7034,1,anti_aligned_shunting,3.572020126,0.4279798743,0.08221958092,0.5,-1
7034,1,explicit_point_gate,1.133555314,2.866444686,2.63926014,0.5,1
7034,1.5,no_shunting,13.55993677,-9.559936773,-8.881784197e-16,1,0
7034,1.5,best_global_gain,3.482783969,0.5172160313,2,0.5,0
7034,1.5,reliability_aligned,0.6916860768,3.308313923,3.087026034,0.5,1
7034,1.5,shuffled_shunting,5.210651562,-1.210651562,1.129326613,0.5,0.01094863797
7034,1.5,anti_aligned_shunting,13.07240349,-9.072403493,-1.261078101,0.5,-1
7034,1.5,explicit_point_gate,0.6916860768,3.308313923,3.087026034,0.5,1
7034,2,no_shunting,1.97435921,2.02564079,0,1,0
7034,2,best_global_gain,1.34544889,2.65455111,2,0.5,0
7034,2,reliability_aligned,0.5132656047,3.486734395,3.428844371,0.5,1
7034,2,shuffled_shunting,2.731242244,1.268757756,1.387621902,0.5,0.004560662934
7034,2,anti_aligned_shunting,4.732383835,-0.7323838352,-2.286533112,0.5,-1
7034,2,explicit_point_gate,0.5132656047,3.486734395,3.428844371,0.5,1
7035,0,no_shunting,5.705617439,-1.705617439,0,1,0
7035,0,best_global_gain,2.27909298,1.72090702,2,0.5,0
7035,0,reliability_aligned,2.27909298,1.72090702,2,0.5,0
7035,0,shuffled_shunting,2.27909298,1.72090702,2,0.5,0
7035,0,anti_aligned_shunting,2.27909298,1.72090702,2,0.5,0
7035,0,explicit_point_gate,2.27909298,1.72090702,2,0.5,0
7035,0.5,no_shunting,3.625208528,0.3747914723,-2.220446049e-16,1,0
7035,0.5,best_global_gain,1.004915027,2.995084973,2,0.5,0
7035,0.5,reliability_aligned,0.682232209,3.317767791,2.197496878,0.5,1
7035,0.5,shuffled_shunting,2.036390598,1.963609402,1.723273704,0.5,-0.2282753657
7035,0.5,anti_aligned_shunting,1.706334782,2.293665218,1.407509367,0.5,-1
7035,0.5,explicit_point_gate,0.682232209,3.317767791,2.197496878,0.5,1
7035,1,no_shunting,2.455115043,1.544884957,8.881784197e-16,1,0
7035,1,best_global_gain,1.929270944,2.070729056,2,0.5,0
7035,1,reliability_aligned,1.59248019,2.40751981,2.63926014,0.5,1
7035,1,shuffled_shunting,2.078876888,1.921123112,1.514110482,0.5,0.1440644969
7035,1,anti_aligned_shunting,3.447389071,0.5526109292,0.08221958092,0.5,-1
7035,1,explicit_point_gate,1.59248019,2.40751981,2.63926014,0.5,1
7035,1.5,no_shunting,1.384073139,2.615926861,-8.881784197e-16,1,0
7035,1.5,best_global_gain,1.935467112,2.064532888,2,0.5,0
7035,1.5,reliability_aligned,1.149002393,2.850997607,3.087026034,0.5,1
7035,1.5,shuffled_shunting,2.261191536,1.738808464,1.474420067,0.5,0.03607656378
7035,1.5,anti_aligned_shunting,3.429688502,0.5703114983,-1.261078101,0.5,-1
7035,1.5,explicit_point_gate,1.149002393,2.850997607,3.087026034,0.5,1
7035,2,no_shunting,5.219354024,-1.219354024,0,1,0
7035,2,best_global_gain,1.83493103,2.16506897,2,0.5,0
7035,2,reliability_aligned,0.395962532,3.604037468,3.428844371,0.5,1
7035,2,shuffled_shunting,2.825304616,1.174695384,0.4441592316,0.5,-0.06437475178
7035,2,anti_aligned_shunting,6.405336801,-2.405336801,-2.286533112,0.5,-1
7035,2,explicit_point_gate,0.395962532,3.604037468,3.428844371,0.5,1
7036,0,no_shunting,3.065246439,0.934753561,0,1,0
7036,0,best_global_gain,1.084162547,2.915837453,2,0.5,0
7036,0,reliability_aligned,1.084162547,2.915837453,2,0.5,0
7036,0,shuffled_shunting,1.084162547,2.915837453,2,0.5,0
7036,0,anti_aligned_shunting,1.084162547,2.915837453,2,0.5,0
7036,0,explicit_point_gate,1.084162547,2.915837453,2,0.5,0
7036,0.5,no_shunting,1.696957565,2.303042435,-2.220446049e-16,1,0
7036,0.5,best_global_gain,2.035965283,1.964034717,2,0.5,0
7036,0.5,reliability_aligned,1.984524656,2.015475344,2.197496878,0.5,1
