seed,task_depth,model_depth,method,route_rank,final_population_loss,target_signal_capture,admitted_noise,initial_maximum_guaranteed_decrease
7009,4,2,rewired_tree,4,0.4611661752,0.1121790171,1.69,0.00349136566
7009,4,3,aligned_tree,8,0.2345073018,0.7487966862,3.38,0.06790071295
7009,4,3,rewired_tree,8,0.3739395333,0.3926391294,3.38,0.02043204778
7009,4,4,aligned_tree,16,0.1461130032,1,6.76,0.06443298969
7009,4,4,rewired_tree,16,0.1461130032,1,6.76,0.06443298969
7009,4,4,full_stochastic_bp,16,0.1461130032,1,6.76,0.06443298969
7010,1,1,aligned_tree,2,0.02406656305,1,0.845,0.27100271
7010,1,1,rewired_tree,2,0.2899253497,0.4316276522,9.16296875,0.009708716361
7010,1,2,aligned_tree,4,0.3248646074,1,6.12625,0.07016312928
7010,1,2,rewired_tree,4,0.3351484924,0.5737207391,27.11921875,0.005942949586
7010,1,3,aligned_tree,8,0.554910912,1,33.16625,0.01463432481
7010,1,3,rewired_tree,8,0.8127538109,0.7158138261,62.55640625,0.00404908689
7010,1,4,aligned_tree,16,1.839876845,1,135.41125,0.003665386836
7010,1,4,rewired_tree,16,1.839876845,1,135.41125,0.003665386836
7010,1,4,full_stochastic_bp,16,1.839876845,1,135.41125,0.003665386836
7010,2,1,aligned_tree,2,0.02661241335,0.9507587908,0.845,0.2516881117
7010,2,1,rewired_tree,2,0.6254388597,0.01371701994,4.56828125,2.053215923e-05
7010,2,2,aligned_tree,4,0.03150752729,1,1.69,0.1858736059
7010,2,2,rewired_tree,4,0.8056963066,0.2499844494,13.414375,0.002286686953
7010,2,3,aligned_tree,8,0.5582338801,1,12.2525,0.03772873043
7010,2,3,rewired_tree,8,1.154570461,0.4290653885,30.55203125,0.002971119934
7010,2,4,aligned_tree,16,2.258738288,1,66.3325,0.007425834478
7010,2,4,rewired_tree,16,2.258738288,1,66.3325,0.007425834478
7010,2,4,full_stochastic_bp,16,2.258738288,1,66.3325,0.007425834478
7010,3,1,aligned_tree,2,0.3384942853,0.4724339332,0.845,0.08470778518
7010,3,1,rewired_tree,2,0.564305025,0.2815793467,1.9540625,0.01773247549
7010,3,2,aligned_tree,4,0.2001359165,0.7495583332,1.69,0.1151515189
7010,3,2,rewired_tree,4,0.6023608461,0.4233992371,5.0171875,0.0164749615
7010,3,3,aligned_tree,8,0.1376657883,1,3.38,0.1141552511
7010,3,3,rewired_tree,8,0.6757521704,0.5385236676,11.1434375,0.01241263074
7010,3,4,aligned_tree,16,0.599892805,1,24.505,0.01960399922
7010,3,4,rewired_tree,16,0.599892805,1,24.505,0.01960399922
7010,3,4,full_stochastic_bp,16,0.599892805,1,24.505,0.01960399922
7010,4,1,aligned_tree,2,0.4232156074,0.3323990198,0.845,0.04692084269
7010,4,1,rewired_tree,2,0.5373374778,0.005494857102,0.845,1.775052155e-05
7010,4,2,aligned_tree,4,0.4131564559,0.4902247455,1.69,0.05511365322
7010,4,2,rewired_tree,4,0.5353099255,0.2512339359,1.69,0.01625731175
7010,4,3,aligned_tree,8,0.3132792601,0.7373143165,3.38,0.06601784069
7010,4,3,rewired_tree,8,0.5285858633,0.4408604908,3.38,0.02543379598
7010,4,4,aligned_tree,16,0.3981905834,1,6.76,0.06443298969
7010,4,4,rewired_tree,16,0.3981905834,1,6.76,0.06443298969
7010,4,4,full_stochastic_bp,16,0.3981905834,1,6.76,0.06443298969
7011,1,1,aligned_tree,2,0.08236575123,1,0.845,0.27100271
7011,1,1,rewired_tree,2,0.6517302171,0.3715163163,9.677890625,0.006867289487
7011,1,2,aligned_tree,4,0.4629337332,1,6.12625,0.07016312928
7011,1,2,rewired_tree,4,0.7740684138,0.4500767768,25.37640625,0.003921732292
7011,1,3,aligned_tree,8,1.269058293,1,33.16625,0.01463432481
7011,1,3,rewired_tree,8,2.046034703,0.5286372372,67.15109375,0.002064557028
7011,1,4,aligned_tree,16,7.141888815,1,135.41125,0.003665386836
7011,1,4,rewired_tree,16,7.141888815,1,135.41125,0.003665386836
7011,1,4,full_stochastic_bp,16,7.141888815,1,135.41125,0.003665386836
7011,2,1,aligned_tree,2,0.05773804917,0.8869664691,0.845,0.2271145347
7011,2,1,rewired_tree,2,0.1219993887,0.8019971176,4.845546875,0.05694505235
7011,2,2,aligned_tree,4,0.01744015194,1,1.69,0.1858736059
7011,2,2,rewired_tree,4,0.2250292705,0.8183295013,12.10726563,0.02590453926
7011,2,3,aligned_tree,8,0.4322339761,1,12.2525,0.03772873043
7011,2,3,rewired_tree,8,0.9557218678,0.8531292591,33.16625,0.01069727827
7011,2,4,aligned_tree,16,1.406214632,1,66.3325,0.007425834478
7011,2,4,rewired_tree,16,1.406214632,1,66.3325,0.007425834478
7011,2,4,full_stochastic_bp,16,1.406214632,1,66.3325,0.007425834478
7011,3,1,aligned_tree,2,0.1623758526,0.6901048834,0.845,0.1551179842
7011,3,1,rewired_tree,2,0.2479188682,0.6778690764,1.9540625,0.08729453471
7011,3,2,aligned_tree,4,0.134393581,0.8417389257,1.69,0.1399284128
7011,3,2,rewired_tree,4,0.3027623918,0.7097168521,4.46265625,0.0486911907
7011,3,3,aligned_tree,8,0.1593567369,1,3.38,0.1141552511
7011,3,3,rewired_tree,8,0.4467196157,0.7596798033,12.2525,0.0221758926
7011,3,4,aligned_tree,16,0.7928620041,1,24.505,0.01960399922
7011,3,4,rewired_tree,16,0.7928620041,1,24.505,0.01960399922
7011,3,4,full_stochastic_bp,16,0.7928620041,1,24.505,0.01960399922
7011,4,1,aligned_tree,2,0.1204473343,0.7916524237,0.845,0.1914620205
7011,4,1,rewired_tree,2,0.1320696198,0.7946380424,0.845,0.1925576262
7011,4,2,aligned_tree,4,0.1727568205,0.8031881121,1.69,0.1293747432
7011,4,2,rewired_tree,4,0.1510729483,0.8240451825,1.69,0.1350513641
7011,4,3,aligned_tree,8,0.1795294826,0.8557498069,3.38,0.08644369538
7011,4,3,rewired_tree,8,0.1435303289,0.9177588742,3.38,0.09799076401
7011,4,4,aligned_tree,16,0.1908636823,1,6.76,0.06443298969
7011,4,4,rewired_tree,16,0.1908636823,1,6.76,0.06443298969
7011,4,4,full_stochastic_bp,16,0.1908636823,1,6.76,0.06443298969
7012,1,1,aligned_tree,2,0.002240033871,1,0.845,0.27100271
7012,1,1,rewired_tree,2,0.1327268587,0.8291666241,11.04441406,0.02895155677
7012,1,2,aligned_tree,4,0.09664065416,1,6.12625,0.07016312928
7012,1,2,rewired_tree,4,0.1568155105,0.8405555158,25.33679688,0.01349513054
7012,1,3,aligned_tree,8,0.790744284,1,33.16625,0.01463432481
7012,1,3,rewired_tree,8,0.3237095024,0.8633332993,66.12125,0.005563551708
7012,1,4,aligned_tree,16,2.323367491,1,135.41125,0.003665386836
7012,1,4,rewired_tree,16,2.323367491,1,135.41125,0.003665386836
7012,1,4,full_stochastic_bp,16,2.323367491,1,135.41125,0.003665386836
7012,2,1,aligned_tree,2,0.2609543661,0.5031157777,0.845,0.09388121182
7012,2,1,rewired_tree,2,0.4430313602,0.2220895741,5.875390625,0.004044603452
7012,2,2,aligned_tree,4,0.02288256401,1,1.69,0.1858736059
7012,2,2,rewired_tree,4,0.7246205355,0.4778006114,12.3053125,0.008929492457
7012,2,3,aligned_tree,8,0.4313137768,1,12.2525,0.03772873043
7012,2,3,rewired_tree,8,2.421656339,0.4779054241,32.61171875,0.00345113612
7012,2,4,aligned_tree,16,3.568383424,1,66.3325,0.007425834478
7012,2,4,rewired_tree,16,3.568383424,1,66.3325,0.007425834478
7012,2,4,full_stochastic_bp,16,3.568383424,1,66.3325,0.007425834478
7012,3,1,aligned_tree,2,0.3322109968,0.3688980263,0.845,0.05605320665
7012,3,1,rewired_tree,2,0.3791465943,0.3037502406,2.50859375,0.01640343588
7012,3,2,aligned_tree,4,0.1377646249,0.8132626007,1.69,0.1321068068
7012,3,2,rewired_tree,4,0.3286734228,0.5095992069,5.0171875,0.0234938822
7012,3,3,aligned_tree,8,0.07415494672,1,3.38,0.1141552511
7012,3,3,rewired_tree,8,0.5624256107,0.7135389605,12.2525,0.01963351528
7012,3,4,aligned_tree,16,0.7693752398,1,24.505,0.01960399922
7012,3,4,rewired_tree,16,0.7693752398,1,24.505,0.01960399922
7012,3,4,full_stochastic_bp,16,0.7693752398,1,24.505,0.01960399922
7012,4,1,aligned_tree,2,0.2393593451,0.5477783999,0.845,0.1077203579
7012,4,1,rewired_tree,2,0.4035563091,0.211993248,0.845,0.02125895188
7012,4,2,aligned_tree,4,0.2247094739,0.619771049,1.69,0.08315026576
7012,4,2,rewired_tree,4,0.3882625388,0.2540692031,1.69,0.01660207359
7012,4,3,aligned_tree,8,0.1997508946,0.7799876757,3.38,0.07312290585
7012,4,3,rewired_tree,8,0.3578233898,0.3616242955,3.38,0.01747531563
7012,4,4,aligned_tree,16,0.1432747648,1,6.76,0.06443298969
7012,4,4,rewired_tree,16,0.1432747648,1,6.76,0.06443298969
7012,4,4,full_stochastic_bp,16,0.1432747648,1,6.76,0.06443298969
7013,1,1,aligned_tree,2,0.04326782966,1,0.845,0.27100271
7013,1,1,rewired_tree,2,0.6766157659,0.1752001276,9.539257813,0.001579866056
7013,1,2,aligned_tree,4,0.2257411557,1,6.12625,0.07016312928
7013,1,2,rewired_tree,4,1.312807036,0.2301867857,30.92171875,0.0008504448671
7013,1,3,aligned_tree,8,1.159235272,1,33.16625,0.01463432481
7013,1,3,rewired_tree,8,1.728060518,0.5601067347,64.536875,0.002409632105
7013,1,4,aligned_tree,16,2.202600026,1,135.41125,0.003665386836
7013,1,4,rewired_tree,16,2.202600026,1,135.41125,0.003665386836
7013,1,4,full_stochastic_bp,16,2.202600026,1,135.41125,0.003665386836
7013,2,1,aligned_tree,2,0.2416098634,0.523317057,0.845,0.1000721071
7013,2,1,rewired_tree,2,0.431809008,0.2039220181,4.845546875,0.004117679538
7013,2,2,aligned_tree,4,0.0103564362,1,1.69,0.1858736059
7013,2,2,rewired_tree,4,0.5498492414,0.2264910888,15.75132813,0.001605294584
7013,2,3,aligned_tree,8,0.6015776361,1,12.2525,0.03772873043
7013,2,3,rewired_tree,8,0.756775878,0.4141125642,32.0571875,0.0026406275
7013,2,4,aligned_tree,16,1.582533395,1,66.3325,0.007425834478
7013,2,4,rewired_tree,16,1.582533395,1,66.3325,0.007425834478
7013,2,4,full_stochastic_bp,16,1.582533395,1,66.3325,0.007425834478
7013,3,1,aligned_tree,2,0.3846936044,0.2937117347,0.845,0.03787902613
7013,3,1,rewired_tree,2,0.5586860588,0.0282886774,1.9540625,0.000201843467
7013,3,2,aligned_tree,4,0.1887416996,0.8209300633,1.69,0.1341985145
7013,3,2,rewired_tree,4,0.7064624157,0.1174530393,6.12625,0.001104730346
7013,3,3,aligned_tree,8,0.1824352178,1,3.38,0.1141552511
7013,3,3,rewired_tree,8,0.5060062499,0.665263821,12.2525,0.01713051723
7013,3,4,aligned_tree,16,0.5909588479,1,24.505,0.01960399922
7013,3,4,rewired_tree,16,0.5909588479,1,24.505,0.01960399922
7013,3,4,full_stochastic_bp,16,0.5909588479,1,24.505,0.01960399922
7013,4,1,aligned_tree,2,0.3125823525,0.4092220306,0.845,0.06675957935
7013,4,1,rewired_tree,2,0.4710748199,0.1194139997,0.845,0.007392936708
7013,4,2,aligned_tree,4,0.3615472664,0.4449805364,1.69,0.04637224423
7013,4,2,rewired_tree,4,0.4645854024,0.1434643373,1.69,0.005612876036
7013,4,3,aligned_tree,8,0.1978750383,0.8533090709,3.38,0.08600085161
7013,4,3,rewired_tree,8,0.4441937768,0.2295589381,3.38,0.00729968771
7013,4,4,aligned_tree,16,0.1501644563,1,6.76,0.06443298969
7013,4,4,rewired_tree,16,0.1501644563,1,6.76,0.06443298969
7013,4,4,full_stochastic_bp,16,0.1501644563,1,6.76,0.06443298969
7014,1,1,aligned_tree,2,0.06335926963,1,0.845,0.27100271
7014,1,1,rewired_tree,2,0.4956241924,0.1351545864,9.677890625,0.0009307387169
7014,1,2,aligned_tree,4,0.1652912602,1,6.12625,0.07016312928
7014,1,2,rewired_tree,4,0.5881342252,0.1351545864,30.20875,0.0003009955783
7014,1,3,aligned_tree,8,1.373869335,1,33.16625,0.01463432481
7014,1,3,rewired_tree,8,0.8350176655,0.5675772932,65.56671875,0.002435528939
7014,1,4,aligned_tree,16,3.590356469,1,135.41125,0.003665386836
7014,1,4,rewired_tree,16,3.590356469,1,135.41125,0.003665386836
7014,1,4,full_stochastic_bp,16,3.590356469,1,135.41125,0.003665386836
7014,2,1,aligned_tree,2,0.3682440466,0.2680964962,0.845,0.03228638825
7014,2,1,rewired_tree,2,0.3975144214,0.2331947027,4.845546875,0.005353665718
7014,2,2,aligned_tree,4,0.007134219973,1,1.69,0.1858736059
7014,2,2,rewired_tree,4,0.3834068421,0.2665684715,14.99875,0.002327457174
7014,2,3,aligned_tree,8,0.0729482276,1,12.2525,0.03772873043
7014,2,3,rewired_tree,8,1.464310061,0.5240265671,32.61171875,0.004143619532
7014,2,4,aligned_tree,16,2.605235386,1,66.3325,0.007425834478
7014,2,4,rewired_tree,16,2.605235386,1,66.3325,0.007425834478
7014,2,4,full_stochastic_bp,16,2.605235386,1,66.3325,0.007425834478
7014,3,1,aligned_tree,2,0.2649845635,0.4811985266,0.845,0.08729915521
7014,3,1,rewired_tree,2,0.4198140522,0.2457730861,1.9540625,0.013729301
7014,3,2,aligned_tree,4,0.06607769222,0.9098967904,1.69,0.1592201991
7014,3,2,rewired_tree,4,0.6044715219,0.2562550557,5.57171875,0.00563374646
7014,3,3,aligned_tree,8,0.0767518837,1,3.38,0.1141552511
7014,3,3,rewired_tree,8,0.7557546881,0.3905034725,12.2525,0.006030725308
7014,3,4,aligned_tree,16,0.883849428,1,24.505,0.01960399922
7014,3,4,rewired_tree,16,0.883849428,1,24.505,0.01960399922
7014,3,4,full_stochastic_bp,16,0.883849428,1,24.505,0.01960399922
7014,4,1,aligned_tree,2,0.4629415531,0.161404752,0.845,0.01294285123
7014,4,1,rewired_tree,2,0.4752709028,0.1064817821,0.845,0.005958269581
7014,4,2,aligned_tree,4,0.3743852955,0.3628891518,1.69,0.03207395207
7014,4,2,rewired_tree,4,0.4210954784,0.265086599,1.69,0.0179713024
7014,4,3,aligned_tree,8,0.2315183222,0.8072255428,3.38,0.07780964631
7014,4,3,rewired_tree,8,0.4753574437,0.3572631184,3.38,0.01707625764
7014,4,4,aligned_tree,16,0.239563785,1,6.76,0.06443298969
7014,4,4,rewired_tree,16,0.239563785,1,6.76,0.06443298969
7014,4,4,full_stochastic_bp,16,0.239563785,1,6.76,0.06443298969
7015,1,1,aligned_tree,2,0.01241513968,1,0.845,0.27100271
7015,1,1,rewired_tree,2,0.02518752337,0.9971494692,11.04441406,0.04128646007
7015,1,2,aligned_tree,4,0.1494255836,1,6.12625,0.07016312928
7015,1,2,rewired_tree,4,0.371270866,0.9980996461,28.34710938,0.01697385939
7015,1,3,aligned_tree,8,0.6639336612,1,33.16625,0.01463432481
7015,1,3,rewired_tree,8,1.443910692,0.9984797169,60.49671875,0.008106012908
7015,1,4,aligned_tree,16,3.321338134,1,135.41125,0.003665386836
7015,1,4,rewired_tree,16,3.321338134,1,135.41125,0.003665386836
7015,1,4,full_stochastic_bp,16,3.321338134,1,135.41125,0.003665386836
7015,2,1,aligned_tree,2,0.1926103328,0.6408489177,0.845,0.1381995607
7015,2,1,rewired_tree,2,0.695915773,0.03761265732,5.875390625,0.0001196271948
7015,2,2,aligned_tree,4,0.02500684523,1,1.69,0.1858736059
7015,2,2,rewired_tree,4,0.756256866,0.2475465255,14.44421875,0.002085497594
7015,2,3,aligned_tree,8,0.356973247,1,12.2525,0.03772873043
7015,2,3,rewired_tree,8,1.114569184,0.4336824936,29.44296875,0.003147616908
7015,2,4,aligned_tree,16,2.157902151,1,66.3325,0.007425834478
7015,2,4,rewired_tree,16,2.157902151,1,66.3325,0.007425834478
7015,2,4,full_stochastic_bp,16,2.157902151,1,66.3325,0.007425834478
7015,3,1,aligned_tree,2,0.1747996392,0.6728113152,0.845,0.1491209946
7015,3,1,rewired_tree,2,0.3833776243,0.356481711,2.50859375,0.02217728853
7015,3,2,aligned_tree,4,0.139689193,0.799858621,1.69,0.128475932
7015,3,2,rewired_tree,4,0.6859544904,0.436501564,5.57171875,0.01585607763
7015,3,3,aligned_tree,8,0.08442828828,1,3.38,0.1141552511
7015,3,3,rewired_tree,8,0.9165739304,0.6450148327,11.1434375,0.01764625765
7015,3,4,aligned_tree,16,1.225272658,1,24.505,0.01960399922
7015,3,4,rewired_tree,16,1.225272658,1,24.505,0.01960399922
7015,3,4,full_stochastic_bp,16,1.225272658,1,24.505,0.01960399922
7015,4,1,aligned_tree,2,0.363009536,0.3811841054,0.845,0.05924939067
7015,4,1,rewired_tree,2,0.4073203124,0.1883763049,0.845,0.0171697532
7015,4,2,aligned_tree,4,0.1857668038,0.8059244714,1.69,0.1301149656
7015,4,2,rewired_tree,4,0.5297782956,0.2704982332,1.69,0.01866089265
7015,4,3,aligned_tree,8,0.2519983016,0.8854946905,3.38,0.09191206458
7015,4,3,rewired_tree,8,0.4833475635,0.4566406121,3.38,0.02717489983
7015,4,4,aligned_tree,16,0.3063899585,1,6.76,0.06443298969
7015,4,4,rewired_tree,16,0.3063899585,1,6.76,0.06443298969
7015,4,4,full_stochastic_bp,16,0.3063899585,1,6.76,0.06443298969
7016,1,1,aligned_tree,2,0.04941178921,1,0.845,0.27100271
7016,1,1,rewired_tree,2,0.4157260547,0.7345659744,8.093515625,0.03056083956
7016,1,2,aligned_tree,4,0.1717040682,1,6.12625,0.07016312928
7016,1,2,rewired_tree,4,1.430539154,0.7345659744,27.59453125,0.009523550405
7016,1,3,aligned_tree,8,1.269240692,1,33.16625,0.01463432481
7016,1,3,rewired_tree,8,2.142200792,0.8230439829,61.5265625,0.005432282865
7016,1,4,aligned_tree,16,3.432444007,1,135.41125,0.003665386836
7016,1,4,rewired_tree,16,3.432444007,1,135.41125,0.003665386836
7016,1,4,full_stochastic_bp,16,3.432444007,1,135.41125,0.003665386836
7016,2,1,aligned_tree,2,0.4553914417,0.1338097355,0.845,0.009146335934
7016,2,1,rewired_tree,2,0.5298796652,0.004609386987,4.291015625,2.473033417e-06
7016,2,2,aligned_tree,4,0.02312981107,1,1.69,0.1858736059
7016,2,2,rewired_tree,4,1.342531155,0.2482110549,13.8896875,0.002178850255
7016,2,3,aligned_tree,8,0.2543223851,1,12.2525,0.03772873043
7016,2,3,rewired_tree,8,1.332433864,0.7349601509,29.9975,0.008788206684
7016,2,4,aligned_tree,16,1.920853477,1,66.3325,0.007425834478
7016,2,4,rewired_tree,16,1.920853477,1,66.3325,0.007425834478
7016,2,4,full_stochastic_bp,16,1.920853477,1,66.3325,0.007425834478
7016,3,1,aligned_tree,2,0.498099362,0.005053013702,0.845,1.501844418e-05
7016,3,1,rewired_tree,2,0.5339437334,0.01033414808,1.9540625,2.718254909e-05
7016,3,2,aligned_tree,4,0.5088823317,0.03529027265,1.69,0.000360925742
7016,3,2,rewired_tree,4,0.5942166396,0.1019923725,5.57171875,0.0009167230952
7016,3,3,aligned_tree,8,0.04152484837,1,3.38,0.1141552511
7016,3,3,rewired_tree,8,0.5243601049,0.4310933162,11.1434375,0.008028033714
7016,3,4,aligned_tree,16,0.8852022921,1,24.505,0.01960399922
7016,3,4,rewired_tree,16,0.8852022921,1,24.505,0.01960399922
7016,3,4,full_stochastic_bp,16,0.8852022921,1,24.505,0.01960399922
7016,4,1,aligned_tree,2,0.2363308992,0.5411137498,0.845,0.1056205128
7016,4,1,rewired_tree,2,0.2305344213,0.565103344,0.845,0.11323347
7016,4,2,aligned_tree,4,0.1391530836,0.8159357701,1.69,0.1328348453
7016,4,2,rewired_tree,4,0.2085564759,0.6579891304,1.69,0.09219584753
7016,4,3,aligned_tree,8,0.1384615139,0.9050606382,3.38,0.09558029955
7016,4,3,rewired_tree,8,0.2104958702,0.7291393317,3.38,0.06469045244
7016,4,4,aligned_tree,16,0.1522261967,1,6.76,0.06443298969
7016,4,4,rewired_tree,16,0.1522261967,1,6.76,0.06443298969
7016,4,4,full_stochastic_bp,16,0.1522261967,1,6.76,0.06443298969
7017,1,1,aligned_tree,2,0.005426931361,1,0.845,0.27100271
7017,1,1,rewired_tree,2,0.3511480397,0.4046922473,7.004257813,0.01105256573
7017,1,2,aligned_tree,4,0.2065518195,1,6.12625,0.07016312928
7017,1,2,rewired_tree,4,1.418741731,0.4443794308,25.89132813,0.003749150809
7017,1,3,aligned_tree,8,1.083179433,1,33.16625,0.01463432481
7017,1,3,rewired_tree,8,3.654871645,0.5237537979,67.15109375,0.002026735565
7017,1,4,aligned_tree,16,6.056740852,1,135.41125,0.003665386836
7017,1,4,rewired_tree,16,6.056740852,1,135.41125,0.003665386836
7017,1,4,full_stochastic_bp,16,6.056740852,1,135.41125,0.003665386836
7017,2,1,aligned_tree,2,0.08521797717,0.8359095684,0.845,0.2078472333
7017,2,1,rewired_tree,2,0.1438386503,0.8156209369,3.261171875,0.08158833958
7017,2,2,aligned_tree,4,0.01135209164,1,1.69,0.1858736059
7017,2,2,rewired_tree,4,0.5589805851,0.8331099151,12.38453125,0.02625552176
7017,2,3,aligned_tree,8,0.2831442207,1,12.2525,0.03772873043
7017,2,3,rewired_tree,8,0.7366177157,0.8653839523,33.16625,0.01100284203
7017,2,4,aligned_tree,16,1.354215679,1,66.3325,0.007425834478
7017,2,4,rewired_tree,16,1.354215679,1,66.3325,0.007425834478
7017,2,4,full_stochastic_bp,16,1.354215679,1,66.3325,0.007425834478
7017,3,1,aligned_tree,2,0.3320631339,0.3941144961,0.845,0.06267630495
7017,3,1,rewired_tree,2,0.3636006606,0.3164008652,1.39953125,0.0291705909
7017,3,2,aligned_tree,4,0.3801057284,0.4187111992,1.69,0.04157019424
7017,3,2,rewired_tree,4,0.3485505641,0.3919131871,4.46265625,0.01581972904
7017,3,3,aligned_tree,8,0.1131034197,1,3.38,0.1141552511
7017,3,3,rewired_tree,8,0.4673412279,0.5290671974,12.2525,0.01094983483
7017,3,4,aligned_tree,16,0.5559326839,1,24.505,0.01960399922
7017,3,4,rewired_tree,16,0.5559326839,1,24.505,0.01960399922
7017,3,4,full_stochastic_bp,16,0.5559326839,1,24.505,0.01960399922
7017,4,1,aligned_tree,2,0.4913023813,0.04133868017,0.845,0.0009640143866
7017,4,1,rewired_tree,2,0.3385162995,0.3681976022,0.845,0.05587279189
7017,4,2,aligned_tree,4,0.1955578217,0.7751144253,1.69,0.1218609502
7017,4,2,rewired_tree,4,0.3612140065,0.3691287274,1.69,0.03308584246
7017,4,3,aligned_tree,8,0.1731335855,0.8614019434,3.38,0.08747264677
7017,4,3,rewired_tree,8,0.4326689393,0.405494428,3.38,0.02171786728
7017,4,4,aligned_tree,16,0.1859090961,1,6.76,0.06443298969
7017,4,4,rewired_tree,16,0.1859090961,1,6.76,0.06443298969
7017,4,4,full_stochastic_bp,16,0.1859090961,1,6.76,0.06443298969
7018,1,1,aligned_tree,2,0.01082698615,1,0.845,0.27100271
7018,1,1,rewired_tree,2,0.3887660325,0.7820906071,7.004257813,0.03927808549
7018,1,2,aligned_tree,4,0.1192472515,1,6.12625,0.07016312928
7018,1,2,rewired_tree,4,0.5014529759,0.7966179,24.3465625,0.01261972568
7018,1,3,aligned_tree,8,1.082989875,1,33.16625,0.01463432481
7018,1,3,rewired_tree,8,1.002735726,0.8256724857,62.08109375,0.005418614677
7018,1,4,aligned_tree,16,2.854670592,1,135.41125,0.003665386836
7018,1,4,rewired_tree,16,2.854670592,1,135.41125,0.003665386836
7018,1,4,full_stochastic_bp,16,2.854670592,1,135.41125,0.003665386836
7018,2,1,aligned_tree,2,0.07572252185,0.8830587903,0.845,0.2256268223
7018,2,1,rewired_tree,2,0.5184373034,0.3472885447,3.261171875,0.01671202109
7018,2,2,aligned_tree,4,0.059859041,1,1.69,0.1858736059
7018,2,2,rewired_tree,4,0.6174006154,0.3566235502,11.55273438,0.005339513571
7018,2,3,aligned_tree,8,0.3681329506,1,12.2525,0.03772873043
7018,2,3,rewired_tree,8,1.236790397,0.5020568686,29.9975,0.004132209206
7018,2,4,aligned_tree,16,2.804629567,1,66.3325,0.007425834478
7018,2,4,rewired_tree,16,2.804629567,1,66.3325,0.007425834478
7018,2,4,full_stochastic_bp,16,2.804629567,1,66.3325,0.007425834478
7018,3,1,aligned_tree,2,0.2244565912,0.551457903,0.845,0.1088847068
7018,3,1,rewired_tree,2,0.2843407696,0.5293605797,1.39953125,0.07263824207
7018,3,2,aligned_tree,4,0.1828098714,0.763847838,1.69,0.1188874694
7018,3,2,rewired_tree,4,0.2987297538,0.5802520323,4.46265625,0.0333827627
7018,3,3,aligned_tree,8,0.08261517385,1,3.38,0.1141552511
7018,3,3,rewired_tree,8,0.3208874648,0.8083843275,11.1434375,0.02733831002
7018,3,4,aligned_tree,16,0.6917932336,1,24.505,0.01960399922
7018,3,4,rewired_tree,16,0.6917932336,1,24.505,0.01960399922
7018,3,4,full_stochastic_bp,16,0.6917932336,1,24.505,0.01960399922
7018,4,1,aligned_tree,2,0.2020943877,0.6076077757,0.845,0.1270773898
7018,4,1,rewired_tree,2,0.3885660056,0.2442106774,0.845,0.02737709802
7018,4,2,aligned_tree,4,0.1422876746,0.7497798122,1.69,0.1152091193
7018,4,2,rewired_tree,4,0.3329246863,0.3624644012,1.69,0.03200553492
7018,4,3,aligned_tree,8,0.1023006657,0.8755705461,3.38,0.09007297293
7018,4,3,rewired_tree,8,0.3198940594,0.4159504833,3.38,0.02278939166
7018,4,4,aligned_tree,16,0.06642384009,1,6.76,0.06443298969
7018,4,4,rewired_tree,16,0.06642384009,1,6.76,0.06443298969
7018,4,4,full_stochastic_bp,16,0.06642384009,1,6.76,0.06443298969
7019,1,1,aligned_tree,2,0.04597998491,1,0.845,0.27100271
7019,1,1,rewired_tree,2,0.6644549427,0.3620568513,11.69796875,0.005434696739
7019,1,2,aligned_tree,4,0.1932214363,1,6.12625,0.07016312928
7019,1,2,rewired_tree,4,3.348891319,0.5215426385,28.624375,0.004666291986
7019,1,3,aligned_tree,8,1.21633419,1,33.16625,0.01463432481
7019,1,3,rewired_tree,8,4.193808608,0.6810284257,60.49671875,0.003790591661
7019,1,4,aligned_tree,16,4.749997235,1,135.41125,0.003665386836
7019,1,4,rewired_tree,16,4.749997235,1,135.41125,0.003665386836
7019,1,4,full_stochastic_bp,16,4.749997235,1,135.41125,0.003665386836
7019,2,1,aligned_tree,2,0.07609222362,0.9899110612,0.845,0.2670221816
7019,2,1,rewired_tree,2,0.3870703649,0.8427733452,6.15265625,0.05076649702
7019,2,2,aligned_tree,4,0.08590188817,1,1.69,0.1858736059
7019,2,2,rewired_tree,4,1.395756663,0.8882475185,14.44421875,0.02572918278
7019,2,3,aligned_tree,8,0.2603298864,1,12.2525,0.03772873043
7019,2,3,rewired_tree,8,2.033194349,0.9294344812,29.44296875,0.0142209434
7019,2,4,aligned_tree,16,4.058134342,1,66.3325,0.007425834478
7019,2,4,rewired_tree,16,4.058134342,1,66.3325,0.007425834478
7019,2,4,full_stochastic_bp,16,4.058134342,1,66.3325,0.007425834478
7019,3,1,aligned_tree,2,0.4206453919,0.3338753493,0.845,0.04727927721
7019,3,1,rewired_tree,2,0.6051225876,0.1243963233,2.50859375,0.002938568854
7019,3,2,aligned_tree,4,0.3285187598,0.559009404,1.69,0.06947314519
7019,3,2,rewired_tree,4,0.5674178486,0.2446002224,5.57171875,0.005143224528
7019,3,3,aligned_tree,8,0.1462483319,1,3.38,0.1141552511
7019,3,3,rewired_tree,8,0.6442166105,0.2833332373,11.1434375,0.003512703859
7019,3,4,aligned_tree,16,0.6447217848,1,24.505,0.01960399922
