arm,regime,method,rank,mean_regret,ci95_low,ci95_high,n_seed_blocks,n_tasks,mean_selected_k,mean_population_regret
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,all,1.1537367661229062e-05,6.507481586199999e-07,2.6038596041211877e-05,20,320,3.75,1.1216263810215219e-05
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,2,7.015535361432499e-06,0.0,1.97451097670575e-05,20,80,2.0,1.69147053224e-06
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,4,3.913393528348375e-05,0.0,9.8440345120655e-05,20,80,4.0,4.317358470862087e-05
joint_forward_feedback,fresh_iid,gaussian_plugin_sgd,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,maximum_budget,all,0.04273243093793642,0.04251209477186482,0.04297009752897344,20,320,8.0,0.04269189386615595
joint_forward_feedback,fresh_iid,maximum_budget,1,0.07099514244045219,0.07068844131807782,0.07137759338257713,20,80,8.0,0.07098703028162659
joint_forward_feedback,fresh_iid,maximum_budget,2,0.06095355744736939,0.06069649667829743,0.061258062531673305,20,80,8.0,0.0608763923993801
joint_forward_feedback,fresh_iid,maximum_budget,4,0.03898102386392411,0.038382215352467546,0.039530203248639435,20,80,8.0,0.038904152783617106
joint_forward_feedback,fresh_iid,maximum_budget,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,observed_count_cheapest,all,0.00016597669219297554,4.9441212274501406e-05,0.0003076838169353631,20,320,3.75,0.0001572173185543176
joint_forward_feedback,fresh_iid,observed_count_cheapest,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,observed_count_cheapest,2,1.9828143350174298e-05,0.0,5.3770391006329604e-05,20,80,2.0,1.5280763136056585e-05
joint_forward_feedback,fresh_iid,observed_count_cheapest,4,0.0006440786254217278,0.00017876955228368586,0.0012109246485155487,20,80,4.0,0.0006135885110812139
joint_forward_feedback,fresh_iid,observed_count_cheapest,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,observed_count_conditioning,all,1.1537367661229765e-05,6.507481586204289e-07,2.6038596041212907e-05,20,320,3.75,1.1216263810215756e-05
joint_forward_feedback,fresh_iid,observed_count_conditioning,1,0.0,0.0,0.0,20,80,1.0,0.0
joint_forward_feedback,fresh_iid,observed_count_conditioning,2,7.01553536143415e-06,0.0,1.974510976706159e-05,20,80,2.0,1.6914705322404467e-06
joint_forward_feedback,fresh_iid,observed_count_conditioning,4,3.913393528348491e-05,0.0,9.844034512065834e-05,20,80,4.0,4.317358470862257e-05
joint_forward_feedback,fresh_iid,observed_count_conditioning,8,0.0,0.0,0.0,20,80,8.0,0.0
joint_forward_feedback,fresh_iid,original_scalar,all,0.1006760949831661,0.09487847361773273,0.10640735336376908,20,320,5.503125,0.1005895263645263
joint_forward_feedback,fresh_iid,original_scalar,1,0.05799954445748863,0.05284965429555229,0.06333057537236088,20,80,6.225,0.05796455386416084
joint_forward_feedback,fresh_iid,original_scalar,2,0.052227132637951444,0.045894385008334614,0.05838067204156604,20,80,6.675,0.05211761368629442
joint_forward_feedback,fresh_iid,original_scalar,4,0.024513967706255572,0.02124500161134621,0.02831210024526569,20,80,6.15,0.024494780257622983
joint_forward_feedback,fresh_iid,original_scalar,8,0.26796373513096877,0.2470827061771581,0.28823985348948133,20,80,2.9625,0.26778115765002697
joint_forward_feedback,fresh_iid,pilot16,all,0.020063437996120877,0.018321624697360518,0.021675306010216236,20,320,5.40625,0.020040724068376523
joint_forward_feedback,fresh_iid,pilot16,1,0.01163816586036183,0.009493620421633566,0.013888334464715376,20,80,1.95,0.011616027305223306
joint_forward_feedback,fresh_iid,pilot16,2,0.02297762537983512,0.017972540592795527,0.02758234031309441,20,80,4.025,0.022888384915450345
joint_forward_feedback,fresh_iid,pilot16,4,0.04051500896869514,0.03719341617659715,0.043373259368094816,20,80,7.65,0.040457768940317454
joint_forward_feedback,fresh_iid,pilot16,8,0.005122951775591404,0.004911365080837354,0.00534111252534268,20,80,8.0,0.005200715112514985
joint_forward_feedback,fresh_iid,rank_only,all,0.00819380747478122,0.00805268241514936,0.008349753550230815,20,320,4.5,0.008169219296230193
joint_forward_feedback,fresh_iid,rank_only,1,0.011712709143364268,0.011562935065850823,0.011886273748888483,20,80,2.0,0.011696382343725237
joint_forward_feedback,fresh_iid,rank_only,2,0.020418442130338905,0.020236650355751517,0.020630832194673085,20,80,4.0,0.020366906330114325
joint_forward_feedback,fresh_iid,rank_only,4,0.0006440786254217237,0.0001787695522836835,0.0012109246485155424,20,80,4.0,0.0006135885110812084
joint_forward_feedback,fresh_iid,rank_only,8,0.0,0.0,0.0,20,80,8.0,0.0
