seed,task,step,optimizer,rule,rate,outcome_rows_checked,test_nmse,validation_nmse,population_nmse
211200,matching,7936,adam,calibrated_broadcast,0.01,2,0.022741411048720378,0.021128667608628006,0.0005348088682278972
211200,matching,7936,adam,sign_broadcast,0.01,2,0.022741413413845432,0.021128669902648327,0.0005348114724993093
211200,matching,8192,sgd,exact,0.03,1,0.022856454796496988,0.02153572742299569,0.0003934840253764372
211200,matching,8192,sgd,unit_broadcast,0.01,1,0.022823578846719664,0.02147619030647205,0.00033566293486472445
211200,matching,8192,sgd,unit_broadcast,0.03,1,0.023041565261304298,0.021740192889700513,0.000555092612708881
211200,matching,8192,sgd,calibrated_broadcast,0.03,1,0.02283637760936928,0.02152556556967189,0.00036066561558789265
211200,matching,8192,sgd,sign_broadcast,0.01,1,0.02279949778788965,0.021462663513091423,0.00031475461626712825
211200,matching,8192,sgd,sign_broadcast,0.03,1,0.023015794862921497,0.021710959675245355,0.0005374771388895663
211200,matching,8192,adam,exact,0.003,1,0.02329656982741115,0.021822069214513837,0.0008310936339502073
211200,matching,8192,adam,unit_broadcast,0.003,1,0.02341060699772031,0.021936493482034712,0.0009174063192487682
211200,matching,8192,adam,calibrated_broadcast,0.003,1,0.02339490770223142,0.02191391231099666,0.0009063301996497404
211200,matching,8192,adam,calibrated_broadcast,0.01,1,0.023556077313934217,0.022097608386740297,0.0010068046345482885
211200,matching,8192,adam,sign_broadcast,0.003,1,0.023394907455287283,0.021913911519741085,0.0009063298371734976
211200,matching,8192,adam,sign_broadcast,0.01,1,0.023556078985736494,0.02209760968955038,0.0010068057409758865
211200,matching,10240,sgd,exact,0.03,1,0.022548484034331802,0.02107188295853236,0.00019689550682060165
211200,matching,10240,sgd,unit_broadcast,0.01,1,0.022542446674905514,0.021094744995633498,0.00019591508023714729
211200,matching,10240,sgd,calibrated_broadcast,0.03,1,0.022536735596975464,0.021052602772680087,0.0002109676374495568
211200,matching,16384,sgd,exact,0.03,1,0.02277239624349126,0.021476611067231123,0.0003757189279303282
211200,matching,16384,sgd,unit_broadcast,0.01,1,0.02275639008105479,0.021443666446740027,0.000345926801514186
211200,matching,16384,sgd,unit_broadcast,0.03,1,0.02303882165892958,0.0216475078136583,0.0005842735277193195
211200,matching,16384,sgd,calibrated_broadcast,0.03,1,0.02276252037608975,0.02148865606554661,0.00035174382190372873
211200,matching,16384,sgd,sign_broadcast,0.01,1,0.022750406785460853,0.021442538549812235,0.0003517673235743216
211200,matching,16384,sgd,sign_broadcast,0.03,1,0.022965912884303653,0.02161498883840737,0.000536169596677355
211200,matching,16384,adam,exact,0.003,1,0.023187411078732602,0.02197090400092406,0.0007951135008142511
211200,matching,16384,adam,unit_broadcast,0.003,1,0.023391349706892987,0.022034246385988755,0.0009141271390600988
211200,matching,16384,adam,calibrated_broadcast,0.003,1,0.023467364470608293,0.022103534636739315,0.0009891682119797535
211200,matching,16384,adam,calibrated_broadcast,0.01,1,0.02443613249113654,0.02224020869747286,0.0019284950579471325
211200,matching,16384,adam,sign_broadcast,0.003,1,0.023467364886116667,0.02210353367433678,0.000989168466996627
211200,matching,16384,adam,sign_broadcast,0.01,1,0.024436133745177252,0.022240210199877427,0.0019284963460808238
211200,quartet,64,sgd,unit_broadcast,0.03,4,0.5707600673465291,0.5469283727768433,0.5185784320342158
211200,quartet,64,sgd,sign_broadcast,0.03,4,0.6452333758548598,0.6561067839422715,0.6234786191957231
211200,quartet,256,sgd,unit_broadcast,0.01,4,0.5770578123395338,0.5547372762507387,0.5262149189852354
211200,quartet,256,sgd,sign_broadcast,0.01,4,0.5890052870372238,0.5931679278227042,0.55883282795822
211200,quartet,256,adam,unit_broadcast,0.003,4,0.6062566099315563,0.5782653327398468,0.5526410380831344
211200,quartet,512,adam,calibrated_broadcast,0.003,1,0.8346249419109845,0.8627117080490903,0.8250758166495762
211200,quartet,512,adam,calibrated_broadcast,0.01,1,0.8199437839343131,0.8446221819604021,0.8035527073956177
211200,quartet,512,adam,sign_broadcast,0.003,1,0.8346250010054621,0.8627117715354922,0.8250758781249388
211200,quartet,512,adam,sign_broadcast,0.01,1,0.8199438615794616,0.8446222624734447,0.8035527868157242
211200,quartet,1024,sgd,exact,0.03,2,0.045441636894800165,0.04254505999082256,0.0006520069506786224
211200,quartet,1024,sgd,unit_broadcast,0.01,1,0.9074710069567632,0.8988358374611058,0.8751793822092842
211200,quartet,1024,sgd,unit_broadcast,0.03,1,0.8852239884481675,0.9055260369123183,0.8707026335024364
211200,quartet,1024,sgd,calibrated_broadcast,0.03,5,0.5730975976441052,0.5628054233874131,0.531961413641262
211200,quartet,1024,sgd,sign_broadcast,0.01,1,1.0346735532420719,1.0927993991334732,1.0402172252294153
211200,quartet,1024,sgd,sign_broadcast,0.03,1,0.7407709210648632,0.757808774990429,0.7159056057818083
211200,quartet,1024,adam,exact,0.003,2,0.045877651186834664,0.04290876404453531,0.0012944921580609065
211200,quartet,1024,adam,unit_broadcast,0.003,1,0.9095515509020634,0.9089522413423483,0.883640927701488
211200,quartet,1024,adam,calibrated_broadcast,0.003,1,0.9772666162863863,1.0190527842426715,0.9767874998254336
211200,quartet,1024,adam,calibrated_broadcast,0.01,1,0.8776926934501805,0.8958112251610264,0.8613937301419895
211200,quartet,1024,adam,sign_broadcast,0.003,1,0.9772666490437258,1.0190528125624732,0.9767875328625051
211200,quartet,1024,adam,sign_broadcast,0.01,1,0.8776927568657014,0.8958113009214635,0.8613938037793725
211200,quartet,1536,adam,calibrated_broadcast,0.003,3,0.7286883966394583,0.7305253185975844,0.7041025363377549
211200,quartet,1536,adam,calibrated_broadcast,0.01,3,0.7780062261430928,0.7707649624097093,0.7458686740158631
211200,quartet,1536,adam,sign_broadcast,0.003,3,0.7286883758807235,0.7305252980003787,0.7041025157150085
211200,quartet,1536,adam,sign_broadcast,0.01,3,0.7780061901844294,0.7707649216900294,0.7458686333061381
211200,quartet,2560,sgd,exact,0.03,3,0.045257144575348594,0.041908432442770975,0.0005140552467257532
211200,quartet,2560,adam,exact,0.003,2,0.04519466131102008,0.04181200240594228,0.0004646234161614043
211200,quartet,4096,sgd,exact,0.03,1,0.04595159221936583,0.04344259380727346,0.0010835248820703154
211200,quartet,4096,sgd,unit_broadcast,0.01,1,0.8158506223367271,0.8183002751479026,0.7908431349717422
211200,quartet,4096,sgd,unit_broadcast,0.03,1,4.998088747434755,4.498945369284935,4.85074302077861
211200,quartet,4096,sgd,calibrated_broadcast,0.03,1,0.742280635203274,0.753909801504822,0.7214826549789244
211200,quartet,4096,sgd,sign_broadcast,0.01,1,0.8019876996216279,0.8191019776261101,0.790135906859369
211200,quartet,4096,sgd,sign_broadcast,0.03,1,0.8695716142131829,0.9008266747488527,0.8583325575644566
211200,quartet,4096,adam,exact,0.003,1,0.04651302168624184,0.04420776567597287,0.001737295446362766
211200,quartet,4096,adam,unit_broadcast,0.003,1,0.8314412752284219,0.8576079256441597,0.8198516588462408
211200,quartet,4096,adam,calibrated_broadcast,0.003,1,0.8768817639475385,0.9027748871633419,0.8700984304012391
211200,quartet,4096,adam,calibrated_broadcast,0.01,1,0.8561230023611167,0.88154674351177,0.8430560967938168
211200,quartet,4096,adam,sign_broadcast,0.003,1,0.876881750163528,0.9027748760569396,0.8700984166932118
211200,quartet,4096,adam,sign_broadcast,0.01,1,0.8561229828998642,0.8815467115928524,0.8430560727373342
211200,quartet,8192,sgd,exact,0.03,1,0.046238920797751396,0.043111559110379144,0.0012651297243125863
211200,quartet,8192,sgd,unit_broadcast,0.01,1,0.8064355569300318,0.8119573482019018,0.7878036056498893
211200,quartet,8192,sgd,unit_broadcast,0.03,1,10.719248523200044,9.553215958520916,10.9673870268039
211200,quartet,8192,sgd,calibrated_broadcast,0.03,1,0.7286522283023611,0.7350600253929129,0.7079679814181767
211200,quartet,8192,sgd,sign_broadcast,0.01,1,0.9292634437197963,0.9505957337543697,0.9237807662034716
211200,quartet,8192,sgd,sign_broadcast,0.03,1,0.8832034924366652,0.8959727931104249,0.8684751191153313
211200,quartet,8192,adam,exact,0.003,1,0.04742061562954113,0.04430410651649141,0.0024394899602807676
211200,quartet,8192,adam,unit_broadcast,0.003,1,0.8843796153505576,0.9093927506062234,0.8755383184457501
211200,quartet,8192,adam,calibrated_broadcast,0.003,1,0.8690389159690193,0.8895621292823762,0.8571815729538197
211200,quartet,8192,adam,calibrated_broadcast,0.01,1,0.8834251101932498,0.8819525949836804,0.8616346733827279
211200,quartet,8192,adam,sign_broadcast,0.003,1,0.8690389105246206,0.8895621248480614,0.8571815682714736
211200,quartet,8192,adam,sign_broadcast,0.01,1,0.8833006166315334,0.8819161665295172,0.8615528427852536
211200,quartet,10240,adam,exact,0.003,1,0.04518696377376622,0.041707339504943174,0.00038418746104343805
211200,quartet,16384,sgd,exact,0.03,1,0.04674349842656512,0.04388504667633736,0.0019033868637386296
211200,quartet,16384,sgd,unit_broadcast,0.01,1,0.8814093928825921,0.9026815064897533,0.8703036894642836
211200,quartet,16384,sgd,unit_broadcast,0.03,1,44.930035419314166,35.58735199864952,45.09772497622821
211200,quartet,16384,sgd,calibrated_broadcast,0.03,1,0.8116778524131537,0.8169833531113386,0.7982795095018428
211200,quartet,16384,sgd,sign_broadcast,0.01,1,0.8652301507870623,0.886668330232298,0.8502138341608265
211200,quartet,16384,sgd,sign_broadcast,0.03,1,23.165801585462976,18.781637879133417,23.84956014172711
211200,quartet,16384,adam,exact,0.003,1,0.049127418749311896,0.04589658296602362,0.0043470071723977766
211200,quartet,16384,adam,unit_broadcast,0.003,1,0.8366794607685293,0.8548006587829422,0.8191103545868406
211200,quartet,16384,adam,calibrated_broadcast,0.003,1,0.8526990402848178,0.86946145023043,0.8354214455155267
211200,quartet,16384,adam,calibrated_broadcast,0.01,1,0.860739638472257,0.8679068753379919,0.837319014331082
211200,quartet,16384,adam,sign_broadcast,0.003,1,0.8526990268297476,0.8694614332553138,0.8354214297487907
211200,quartet,16384,adam,sign_broadcast,0.01,1,1.221502190500293,1.123431224630102,1.2331849774823014
211200,nested,64,adam,calibrated_broadcast,0.01,4,0.6830967826962158,0.6995752389542267,0.6673396415382246
211200,nested,64,adam,sign_broadcast,0.01,4,0.6830964297244139,0.6995747242823958,0.6673392721192322
211200,nested,256,sgd,unit_broadcast,0.03,4,0.6586616169668565,0.6627510892186275,0.6401235650203836
211200,nested,256,sgd,sign_broadcast,0.03,4,0.684578468030536,0.6915682149751179,0.6667154625798858
211200,nested,256,adam,calibrated_broadcast,0.003,4,0.6846798221088848,0.6956430495923424,0.6668982060778805
211200,nested,256,adam,sign_broadcast,0.003,4,0.6846793593514295,0.6956424115682063,0.6668977389958692
211200,nested,512,adam,exact,0.003,1,0.02307139365638322,0.021477640023987048,0.0005502293703899566
211200,nested,512,adam,unit_broadcast,0.003,4,0.6506095919254333,0.6539754695944285,0.6321615904237656
211200,nested,1024,sgd,exact,0.03,2,0.022672612818201043,0.021310549388221557,0.00026403370203329174
211200,nested,1024,sgd,unit_broadcast,0.01,2,0.6717313591415701,0.677961127340452,0.6535949478998921
211200,nested,1024,sgd,unit_broadcast,0.03,1,0.7124846998161981,0.7383846028873695,0.7024670959972581
211200,nested,1024,sgd,calibrated_broadcast,0.03,2,0.6970851852966362,0.7132284806294529,0.6778963873717425
211200,nested,1024,sgd,sign_broadcast,0.01,5,0.683551439449462,0.6868661905299552,0.6661844396558861
211200,nested,1024,sgd,sign_broadcast,0.03,1,0.7387400647544886,0.7585704269985898,0.7259862776067083
211200,nested,1024,adam,exact,0.003,1,0.022806752473381625,0.021573429191925043,0.00048769205206033485
211200,nested,1024,adam,unit_broadcast,0.003,1,0.6988913009643355,0.7201576127655436,0.687348332687725
211200,nested,1024,adam,calibrated_broadcast,0.003,1,0.7290951485402435,0.7453752605139314,0.7157933861753027
211200,nested,1024,adam,calibrated_broadcast,0.01,1,0.7758540180458514,0.8194733163471722,0.7668969414987344
211200,nested,1024,adam,sign_broadcast,0.003,1,0.7290947954926773,0.7453748367763413,0.7157930812498476
211200,nested,1024,adam,sign_broadcast,0.01,1,0.7758535854904852,0.819473270315205,0.7668966848334209
211200,nested,1280,sgd,unit_broadcast,0.01,3,0.6628669378905911,0.6704144330649292,0.6460797964541687
211200,nested,1536,sgd,calibrated_broadcast,0.03,3,0.6991317841151096,0.7122426335609451,0.6816002346234347
211200,nested,1792,sgd,exact,0.03,1,0.022594859355789504,0.021115768010969593,0.00019842136264205896
211200,nested,2816,adam,exact,0.003,2,0.02278277487740162,0.021179471863719365,0.00023979739413340843
211200,nested,4096,sgd,exact,0.03,1,0.022856653258503352,0.02151169680884872,0.00036349454059782964
211200,nested,4096,sgd,unit_broadcast,0.01,1,0.7123643224277455,0.7463191682719742,0.7051854680208536
211200,nested,4096,sgd,unit_broadcast,0.03,1,20.083584450854097,20.2036796477308,20.933622839483277
211200,nested,4096,sgd,calibrated_broadcast,0.03,1,0.719349629285666,0.7396151878047259,0.7029955429114261
211200,nested,4096,sgd,sign_broadcast,0.01,1,0.7642538568001846,0.8076464922121087,0.7531331566299586
211200,nested,4096,sgd,sign_broadcast,0.03,1,11.916259112925673,13.05533731389906,12.13183958598725
211200,nested,4096,adam,exact,0.003,1,0.023149123119701347,0.02177258581464671,0.0007943732946746346
211200,nested,4096,adam,unit_broadcast,0.003,1,0.7646405514915121,0.8085091198769228,0.7532949833424133
211200,nested,4096,adam,calibrated_broadcast,0.003,1,0.7545413556086704,0.7986931975363976,0.7425163298722393
211200,nested,4096,adam,calibrated_broadcast,0.01,1,0.7633136459308616,0.8094564500579948,0.7507163451783286
211200,nested,4096,adam,sign_broadcast,0.003,1,0.7545414435732007,0.7986933004181421,0.7425164230567574
211200,nested,4096,adam,sign_broadcast,0.01,1,0.7631266881979563,0.8093626918613612,0.7505447819122066
211200,nested,5888,sgd,exact,0.03,1,0.02275762662031635,0.021110618024547508,0.00019780996120209184
211200,nested,8192,sgd,exact,0.03,1,0.022897438792661002,0.021388245555176308,0.0004554616777331341
211200,nested,8192,sgd,unit_broadcast,0.01,1,0.7618263646045113,0.7980642687616795,0.7477365811402547
211200,nested,8192,sgd,unit_broadcast,0.03,1,27.75944341295915,28.656228784357683,28.952954766185663
211200,nested,8192,sgd,calibrated_broadcast,0.03,1,0.7493599676476739,0.7744752470595077,0.7363668580505559
211200,nested,8192,sgd,sign_broadcast,0.01,1,0.7798831338678083,0.8165383394235259,0.7654662021210631
211200,nested,8192,sgd,sign_broadcast,0.03,1,14.777705365689446,15.275823037815249,14.83268337415702
211200,nested,8192,adam,exact,0.003,1,0.023812077241041035,0.02224653604348909,0.0014494503677066294
211200,nested,8192,adam,unit_broadcast,0.003,1,0.7859305826708449,0.8237005595218228,0.7735423657604574
211200,nested,8192,adam,calibrated_broadcast,0.003,1,0.7609543125381619,0.7989487905717396,0.7492938496584198
211200,nested,8192,adam,calibrated_broadcast,0.01,1,0.7896698413614243,0.822755472756562,0.7734943669104564
211200,nested,8192,adam,sign_broadcast,0.003,1,0.760954400254749,0.7989488406318426,0.7492939253801624
211200,nested,8192,adam,sign_broadcast,0.01,1,0.788406724053861,0.8216584449945943,0.7724082982325157
211200,nested,11776,adam,exact,0.003,1,0.02284927389997723,0.02106394032438725,0.0004582486036483804
211200,nested,13568,sgd,exact,0.03,1,0.022656672350301936,0.021021748116315762,0.00019902539371866826
211200,nested,16384,sgd,exact,0.03,1,0.02273867899286896,0.021328959946986616,0.00031163474155122367
211200,nested,16384,sgd,unit_broadcast,0.01,1,0.7486973797576656,0.7939415514972916,0.7376595646298969
211200,nested,16384,sgd,unit_broadcast,0.03,1,91.01307181492008,93.5756626602752,94.1351769492909
211200,nested,16384,sgd,calibrated_broadcast,0.03,1,0.7639053959292157,0.8131086053547334,0.7524643476503917
211200,nested,16384,sgd,sign_broadcast,0.01,1,0.7510747648958596,0.7940652151627423,0.7387218934179947
211200,nested,16384,sgd,sign_broadcast,0.03,1,35.134486217336814,42.68014977156664,35.79827313897051
211200,nested,16384,adam,exact,0.003,1,0.023342951950455514,0.021815215684497295,0.0008101548772542276
211200,nested,16384,adam,unit_broadcast,0.003,1,0.7480580771540684,0.7893029102322056,0.735152743372947
211200,nested,16384,adam,calibrated_broadcast,0.003,1,0.7506909423856052,0.7907009242720324,0.7375203535091939
211200,nested,16384,adam,calibrated_broadcast,0.01,1,0.7795787737516667,0.8241162563562392,0.7679716194481638
211200,nested,16384,adam,sign_broadcast,0.003,1,0.7506908252701341,0.7907008123676318,0.7375202563271507
211200,nested,16384,adam,sign_broadcast,0.01,1,0.7794869612811355,0.8240451968897554,0.7679036246819307
211201,matching,512,sgd,sign_broadcast,0.03,1,0.023366415455972428,0.022383092089244695,0.0003003160223254795
211201,matching,512,adam,calibrated_broadcast,0.01,2,0.02356917857691273,0.022751040767227296,0.00048095372823785224
211201,matching,512,adam,sign_broadcast,0.01,2,0.023569182687378665,0.022751046338766914,0.0004809572413592486
211201,matching,1024,sgd,exact,0.03,2,0.059675042880774645,0.06122883493071042,0.03811313699800011
211201,matching,1024,sgd,unit_broadcast,0.01,2,0.02952515958694648,0.029576840492898347,0.007010747250394022
211201,matching,1024,sgd,unit_broadcast,0.03,2,0.023497633881294108,0.022595251193512217,0.00043772209581231797
211201,matching,1024,sgd,calibrated_broadcast,0.03,2,0.40849710731746636,0.41285311355623844,0.3862104858637731
211201,matching,1024,sgd,sign_broadcast,0.01,2,0.024116742277836924,0.02339600940655061,0.0011989925023221896
211201,matching,1024,sgd,sign_broadcast,0.03,1,0.023460040401910034,0.02262172360357459,0.00042157132489993517
211201,matching,1024,adam,exact,0.003,2,0.025282027852562294,0.025248175030363723,0.002482622419653499
211201,matching,1024,adam,unit_broadcast,0.003,2,0.028506030815962344,0.028600963073803456,0.0059318951716927654
211201,matching,1024,adam,calibrated_broadcast,0.003,2,0.023430583847473582,0.022573867448500533,0.000384029795407688
211201,matching,1024,adam,calibrated_broadcast,0.01,1,0.023647943759676097,0.022894061142594388,0.0007531824537206824
211201,matching,1024,adam,sign_broadcast,0.003,2,0.023430584053932724,0.022573867441421612,0.0003840299384803845
211201,matching,1024,adam,sign_broadcast,0.01,1,0.02364795308070252,0.022894074661853045,0.0007531914513134255
211201,matching,1280,sgd,unit_broadcast,0.03,1,0.023370666910258575,0.022436644338493267,0.00023831742260621553
211201,matching,1792,sgd,sign_broadcast,0.01,2,0.023337945909668232,0.022371587706513964,0.00026565735547161285
211201,matching,1792,sgd,sign_broadcast,0.03,1,0.0234124274294245,0.02236981618477653,0.0003583873672790399
211201,matching,3072,sgd,exact,0.03,1,0.023289821126107824,0.02235501265728608,0.00027570889896454007
211201,matching,3840,sgd,unit_broadcast,0.01,1,0.02349113965375592,0.02242229348390002,0.00037328734329939464
211201,matching,4096,sgd,exact,0.03,1,0.023369369396990067,0.022519771245386934,0.00030547159228534477
211201,matching,4096,sgd,unit_broadcast,0.01,1,0.023402525811195715,0.022545005852555835,0.00030924747824032805
211201,matching,4096,sgd,unit_broadcast,0.03,1,0.023546923482207154,0.02271042328005599,0.0004919414495438532
211201,matching,4096,sgd,calibrated_broadcast,0.03,2,0.16654685598940994,0.1731679193891899,0.14504268659739983
211201,matching,4096,sgd,sign_broadcast,0.01,1,0.02338474529340824,0.022557582385239385,0.0003071830074147957
211201,matching,4096,sgd,sign_broadcast,0.03,1,0.023399104592795605,0.022528279995538858,0.0003162808595870731
211201,matching,4096,adam,exact,0.003,2,0.023309031131446858,0.022481204394968347,0.00027569591711640843
211201,matching,4096,adam,unit_broadcast,0.003,2,0.0234159437687207,0.022396804035533922,0.0003406258708023062
211201,matching,4096,adam,calibrated_broadcast,0.003,2,0.023373384423120168,0.022391048685734365,0.0003247915816007038
211201,matching,4096,adam,calibrated_broadcast,0.01,1,0.02472480007025079,0.02345836274729518,0.0016697774676589436
211201,matching,4096,adam,sign_broadcast,0.003,2,0.023373385267887063,0.022391051604004383,0.00032479129700695907
211201,matching,4096,adam,sign_broadcast,0.01,1,0.02472479077068297,0.023458349247521174,0.0016697649242034922
211201,matching,5120,adam,exact,0.003,2,0.02351467017573955,0.022295462142653676,0.000542837900771452
211201,matching,5120,adam,unit_broadcast,0.003,2,0.023502611155036046,0.022374596880062714,0.0004653389571839952
211201,matching,5120,adam,calibrated_broadcast,0.003,2,0.02352353056257376,0.022322540381496343,0.0004794638538364082
211201,matching,5120,adam,sign_broadcast,0.003,2,0.023523536246029562,0.022322540790876692,0.0004794671399909726
211201,matching,5376,sgd,exact,0.03,1,0.02326399346100952,0.022263771252016173,0.00020259039231610527
211201,matching,5376,sgd,sign_broadcast,0.03,1,0.02330183378772925,0.022348995200886644,0.00022102500325405904
211201,matching,7168,sgd,unit_broadcast,0.01,1,0.02340735725458375,0.022387115103161624,0.00032312152692489965
211201,matching,7424,adam,calibrated_broadcast,0.01,1,0.023755158515513047,0.02263398028349986,0.0005534285504288547
211201,matching,7424,adam,sign_broadcast,0.01,1,0.023755222804754977,0.02263403403740065,0.0005534925702263074
211201,matching,8192,sgd,exact,0.03,1,0.023418711509140523,0.022355648098510598,0.0003835784937294952
211201,matching,8192,sgd,unit_broadcast,0.01,1,0.02330616002507419,0.022407164295928525,0.0002571545698171998
211201,matching,8192,sgd,unit_broadcast,0.03,2,0.023407508872520414,0.022377996670373046,0.00032254230216651906
211201,matching,8192,sgd,calibrated_broadcast,0.03,2,0.13259930645103257,0.13710466724122441,0.11078652477386704
211201,matching,8192,sgd,sign_broadcast,0.01,1,0.023312985669052155,0.02240046040888463,0.00026004606662399397
211201,matching,8192,sgd,sign_broadcast,0.03,1,0.023374104767261643,0.022418255802545986,0.0003473414841535593
211201,matching,8192,adam,exact,0.003,1,0.0238160900531224,0.023004466224296315,0.0007841198454239201
211201,matching,8192,adam,unit_broadcast,0.003,1,0.02384292398320869,0.02321225826825049,0.0009005674823452306
211201,matching,8192,adam,calibrated_broadcast,0.003,1,0.023828228152845694,0.02293467163818573,0.0007919327063165404
211201,matching,8192,adam,calibrated_broadcast,0.01,1,0.025226636258513513,0.02449103818329656,0.0021363805669652115
211201,matching,8192,adam,sign_broadcast,0.003,1,0.023828238935447752,0.022934677032546612,0.0007919447067426623
211201,matching,8192,adam,sign_broadcast,0.01,1,0.025226695543887116,0.0244911871562356,0.002136483178927004
211201,matching,10496,sgd,unit_broadcast,0.01,1,0.023415752934518433,0.022377398580292036,0.0003541376724898747
211201,matching,10496,sgd,unit_broadcast,0.03,1,0.023495279290724917,0.02233636385684763,0.00041106354961757924
211201,matching,10496,sgd,sign_broadcast,0.01,1,0.02339109825139244,0.022348350096816752,0.0003297770889994332
211201,matching,11520,adam,calibrated_broadcast,0.01,1,0.023361675582916054,0.022505473417720287,0.00037694837771788144
211201,matching,11520,adam,sign_broadcast,0.01,1,0.023361665728243365,0.022505468434282503,0.0003769478455460294
211201,matching,15360,sgd,exact,0.03,1,0.023316459294814608,0.022238384875160905,0.000252723941690358
211201,matching,15360,sgd,sign_broadcast,0.03,1,0.02334712230604437,0.022345987530944682,0.00028309629557414506
