budget,endpoint,task,optimizer,rate_view,metric,contrast,seed,difference
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus exact,211219,-0.011806432025721833
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211200,0.0014402399242655628
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211201,-0.0016340840928861962
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211202,-0.16110778914746524
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211203,0.0002468363637369575
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211204,-7.737293247276136e-05
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211205,0.0011990899313538902
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211206,0.00030732449143697563
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211207,-4.977028094692651e-05
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211208,0.0005699627401676323
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211209,0.00019670715659492188
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211210,0.0009653389084526183
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211211,0.00031151163288003353
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211212,0.0002453972634205402
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211213,0.0009249217755518055
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211214,0.0006395551609189309
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211215,0.0025356980907107612
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211216,0.0005878903939087639
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211217,0.00014456673223251296
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211218,0.0012112060614849207
1024,terminal,matching,adam,selected_rate,test_nmse,calibrated_broadcast minus exact,211219,-0.011658068150749233
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211200,0.0014402403195937531
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211201,-0.0016340747718597733
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211202,-0.16110778868699843
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211203,0.0002468362004766113
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211204,-7.736900363553706e-05
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211205,0.0011990915018772613
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211206,0.000307325110125968
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211207,-4.976095110242884e-05
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211208,0.0005699630506052593
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211209,0.00019670679840018412
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211210,0.0009653427356432591
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211211,0.00031151309072029176
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211212,0.0002454073859647875
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211213,0.0009249225685376838
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211214,0.0006395423710791742
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211215,0.0025357217669115042
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211216,0.0005878933872775979
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211217,0.00014456718102930088
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211218,0.0012112106418059668
1024,terminal,matching,adam,selected_rate,test_nmse,sign_broadcast minus exact,211219,-0.011658064682180284
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211200,-0.0019062753546496627
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211201,0.004858087056286247
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211202,5.940419443384304e-05
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211203,-0.0005184064084397498
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211204,-0.0003124020968379923
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.0012785613621461023
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211206,0.013149187325862965
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211207,-0.001125852489200791
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211208,-0.0010126607048445563
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211209,0.00932346798818217
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211210,-0.0006443369525773977
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211211,-0.0005612808310609396
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211212,0.005674665489746787
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211213,-8.301660933296429e-05
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.0007222884582327102
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211215,-0.0026796119761303173
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211216,-0.0006287887568924636
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.0003991062786082404
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211218,0.010718952783398426
1024,terminal,matching,adam,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.0001483638749725999
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211200,-0.000410439196746953
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211201,0.0034492727520392666
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211202,-0.16184333898873984
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211203,-0.0002453202445579708
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211204,-0.00027002032300206736
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211205,-9.459721719073407e-05
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211206,0.01407564157154561
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211207,-0.0010511681863622686
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211208,-0.0003705373537925236
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211209,0.010774626380760521
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211210,0.0003498322769883765
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211211,-9.826332257485324e-05
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211212,0.006115499444240759
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211213,0.0009218121049766788
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211214,-5.7590689597649975e-05
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211215,-0.00014148572466708432
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211216,-7.510724254681535e-05
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211217,-0.0002706496247935086
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211218,0.011479206585460158
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus exact,211219,-0.011338445836717233
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211200,0.0011416114373493632
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211201,-0.0017294399659328165
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211202,-0.16183472384601696
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211203,0.0003033506518278486
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211204,-5.684141174544435e-06
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211205,0.0012237753642104048
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211206,0.0003192222559463316
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211207,-0.0001038121210364723
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211208,0.0005099886876604419
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211209,0.00032627643777885117
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211210,0.0008341903038000737
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211211,0.0005632151866587366
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211212,0.0003523259742310218
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211213,0.0009268729699176564
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211214,0.0004965390202630187
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211215,0.002459415353004052
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211216,0.0005329838394182512
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211217,0.0002156382688571259
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211218,0.0011470531540648714
1024,terminal,matching,adam,selected_rate,population_nmse,calibrated_broadcast minus exact,211219,-0.011105402587391112
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211200,0.0011416111737249063
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211201,-0.0017294309683400734
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211202,-0.1618347234954172
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211203,0.0003033496581874804
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211204,-5.680192193355292e-06
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211205,0.0012237765309477038
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211206,0.0003192227697009414
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211207,-0.00010380384993084876
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211208,0.0005099884767051771
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211209,0.0003262760755869178
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211210,0.0008341932870141186
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211211,0.0005632167107481171
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211212,0.00035233777415538106
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211213,0.0009268739334732897
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211214,0.0004965281782105461
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211215,0.0024594410416639632
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211216,0.0005329871140682607
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211217,0.00021563908813552915
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211218,0.0011470581392301945
1024,terminal,matching,adam,selected_rate,population_nmse,sign_broadcast minus exact,211219,-0.01110539924512449
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211200,-0.0015520506340963162
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211201,0.005178712717972083
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211202,-8.615142722876497e-06
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211203,-0.0005486708963858194
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211204,-0.0002643361818275229
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.0013183725814011388
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211206,0.013756419315599277
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211207,-0.0009473560653257963
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211208,-0.0008805260414529655
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211209,0.01044834994298167
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211210,-0.00048435802681169723
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211211,-0.0006614785092335898
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211212,0.005763173470009738
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211213,-5.060864940977655e-06
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.0005541297098606687
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211215,-0.002600901077671136
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211216,-0.0006080910819650665
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.00048628789365063446
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211218,0.010332153431395288
1024,terminal,matching,adam,selected_rate,population_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.00023304324932612094
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211200,0.005085418324435924
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211201,-0.030149883293828166
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211202,0.007422466133469023
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211203,0.00055393662982706
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211204,0.000323084642560114
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211205,-0.0006383030451496442
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211206,-0.20587752820248842
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211207,0.00021312774923635744
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211208,-0.01103055630105406
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211209,0.005470715003874544
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211210,0.003900940809005996
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211211,-0.00045193794047890257
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211212,-0.12111717348012474
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211213,0.005709903022157348
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211214,-0.0019447233360353235
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211215,-0.39962638535942635
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211216,-0.009062012731269685
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211217,0.0003610389130182176
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211218,0.02370752687502849
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus exact,211219,-0.00773071369359855
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211200,0.02764567168949597
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211201,0.3488220644366917
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211202,0.16416345753357514
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211203,0.6164876533226575
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211204,0.20788718861169908
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211205,0.37963226980149
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211206,-0.12488376954662783
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211207,0.021143424057595905
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211208,0.4052002059958453
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211209,0.01406921762793694
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211210,0.4811184164327425
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211211,0.12750291509377334
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211212,0.5057357072378282
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211213,0.09402867803896117
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211214,0.45335091633259567
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211215,0.08876187287868298
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211216,0.04797829033358849
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211217,0.22594150866661739
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211218,0.05243965752378718
1024,terminal,matching,sgd,selected_rate,test_nmse,calibrated_broadcast minus exact,211219,0.5297415266383307
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211200,8.857732142876149e-05
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211201,-0.03555830060293772
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211202,0.0005017154758397702
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211203,0.0008206907485146762
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211204,6.170302583726958e-05
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211205,-0.0006920223301020954
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211206,-0.20961241717076545
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211207,0.0001646656813505086
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211208,-0.012215117483749989
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211209,6.62743419258191e-05
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211210,-0.0013820063424315916
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211211,-0.0021357791390701035
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211212,-0.1360455270648514
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211213,-0.0035856394979301882
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211214,-0.0019567599385810347
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211215,-0.3996890760688453
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211216,-0.011018731267435695
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211217,-0.004824105014704115
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211218,-6.763414967743756e-05
1024,terminal,matching,sgd,selected_rate,test_nmse,sign_broadcast minus exact,211219,-0.0063126460254529365
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211200,-0.022560253365060047
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211201,-0.3789719477305199
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211202,-0.1567409914001061
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211203,-0.6159337166928305
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211204,-0.20756410396913896
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211205,-0.3802705728466396
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211206,-0.08099375865586059
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211207,-0.020930296308359547
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211208,-0.41623076229689937
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211209,-0.008598502624062396
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211210,-0.4772174756237365
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211211,-0.12795485303425225
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211212,-0.626852880717953
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211213,-0.08831877501680382
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211214,-0.455295639668631
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211215,-0.48838825823810933
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211216,-0.057040303064858175
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211217,-0.2255804697535992
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211218,-0.028732130648758694
1024,terminal,matching,sgd,selected_rate,test_nmse,unit_broadcast minus calibrated_broadcast,211219,-0.5374722403319292
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211200,0.005181979783115022
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211201,-0.03110238974760609
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211202,0.008195525402374561
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211203,0.0006458174046655201
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211204,0.00034457530616047725
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211205,-0.0010537286977477887
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211206,-0.20440819771570584
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211207,0.00026806031219908107
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211208,-0.010818471996996733
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211209,0.005820384848541653
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211210,0.003937340783682857
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211211,-0.0002967268613905719
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211212,-0.1216094385442191
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211213,0.005776613481363973
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211214,-0.002007247354178203
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211215,-0.40281157813698587
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211216,-0.008090042843744552
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211217,0.00030628803874255435
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211218,0.022894747706840524
1024,terminal,matching,sgd,selected_rate,population_nmse,unit_broadcast minus exact,211219,-0.007887644493016642
1024,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211200,0.028857719505010506
1024,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211201,0.348097348865773
1024,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211202,0.16241833911236644
1024,terminal,matching,sgd,selected_rate,population_nmse,calibrated_broadcast minus exact,211203,0.6137176493067343
