cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,2,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,3,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,4,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,5,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,6,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,7,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,8,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,9,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,2,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,10,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,11,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,12,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,13,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,14,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,15,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,16,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,17,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,18,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,19,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,2,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,20,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,21,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,22,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,23,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,24,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,25,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,26,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,27,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,28,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d2_4x4_shunting_local3f_20260803233100,29,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,2,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,0,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,1,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,2,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,3,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,4,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,5,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,6,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,7,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,49,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,8,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,50,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_backprop_20260803233125,9,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,3,51,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,0,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,1,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,2,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,3,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,4,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,5,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,6,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,7,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,49,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,8,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,50,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,9,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,3,51,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,10,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,11,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,12,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,13,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,14,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,15,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,16,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,17,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,49,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,18,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,50,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,19,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,3,51,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,20,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,21,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,22,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,23,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,24,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,25,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,26,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,27,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,49,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,28,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,50,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_additive_local3f_20260803233102,29,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,3,51,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,0,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,1,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,2,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,3,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,4,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,5,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,6,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,7,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,8,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_backprop_20260803233127,9,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,0,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,1,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,2,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,3,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,4,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,5,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,6,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,7,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,8,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,9,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,10,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,11,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,12,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,13,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,14,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,15,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,16,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,17,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,18,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,19,fixed_budget,noise_resilience,dendritic_shunting,local_ca,per_soma_shared,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,20,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,21,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,22,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,44,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,23,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,45,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,24,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,46,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,25,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,47,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,26,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,48,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,27,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,49,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,28,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,50,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d3_2x2x4_shunting_local3f_20260803233105,29,fixed_budget,noise_resilience,dendritic_shunting,local_ca,path_transport,3,51,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,0,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,1,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,2,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,3,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,4,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,5,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,6,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,7,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,49,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,8,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,50,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_backprop_20260803233117,9,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,4,51,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,0,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,42,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,1,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,43,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,2,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,44,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,3,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,45,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,4,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,46,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,5,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,47,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,6,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,48,,True,True,
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d4_2x2x2x2_additive_local3f_20260803233108,7,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,4,49,,True,True,
