seed,branches,epoch,state_comparison,interpolated_zero_alignment,no_observed_positive_to_negative_crossing
11018,2,10,own_state,0.999208485233,False
11018,2,50,common_exact_state,0.595623481018,False
11018,2,50,own_state,0.999968668612,False
11018,2,100,common_exact_state,0.447291517979,False
11018,2,100,own_state,,True
11018,2,250,common_exact_state,0.382174340299,False
11018,2,250,own_state,0.986111698572,False
11018,4,0,common_exact_state,0.674341405633,False
11018,4,0,own_state,0.674341405633,False
11018,4,1,common_exact_state,0.670228572142,False
11018,4,1,own_state,0.674304383849,False
11018,4,10,common_exact_state,0.634798168999,False
11018,4,10,own_state,0.673992175015,False
11018,4,50,common_exact_state,0.509492454168,False
11018,4,50,own_state,0.672941045946,False
11018,4,100,common_exact_state,0.410820755604,False
11018,4,100,own_state,0.672077185177,False
11018,4,250,common_exact_state,0.288203661678,False
11018,4,250,own_state,0.670585019922,False
11018,8,0,common_exact_state,0.570674553793,False
11018,8,0,own_state,0.570674553793,False
11018,8,1,common_exact_state,0.568940177148,False
11018,8,1,own_state,0.570666307222,False
11018,8,10,common_exact_state,0.553420894755,False
11018,8,10,own_state,0.570593039597,False
11018,8,50,common_exact_state,0.490066336794,False
11018,8,50,own_state,0.570279797442,False
11018,8,100,common_exact_state,0.426957399372,False
11018,8,100,own_state,0.569888581631,False
11018,8,250,common_exact_state,0.310086115494,False
11018,8,250,own_state,0.568463479915,False
11019,2,0,common_exact_state,,True
11019,2,0,own_state,,True
11019,2,1,common_exact_state,0.995874451593,False
11019,2,1,own_state,,True
11019,2,10,common_exact_state,0.88820658277,False
11019,2,10,own_state,,True
11019,2,50,common_exact_state,0.590491043475,False
11019,2,50,own_state,0.995436793558,False
11019,2,100,common_exact_state,0.44631751651,False
11019,2,100,own_state,0.990640747215,False
11019,2,250,common_exact_state,0.404888020791,False
11019,2,250,own_state,0.982937548455,False
11019,4,0,common_exact_state,0.657650017935,False
11019,4,0,own_state,0.657650017935,False
11019,4,1,common_exact_state,0.653645557314,False
11019,4,1,own_state,0.657618873017,False
11019,4,10,common_exact_state,0.618382780293,False
11019,4,10,own_state,0.657348057754,False
11019,4,50,common_exact_state,0.494152881919,False
11019,4,50,own_state,0.65633200209,False
11019,4,100,common_exact_state,0.396989506562,False
11019,4,100,own_state,0.655432570732,False
11019,4,250,common_exact_state,0.276199941149,False
11019,4,250,own_state,0.654524548185,False
11019,8,0,common_exact_state,0.577195820897,False
11019,8,0,own_state,0.577195820897,False
11019,8,1,common_exact_state,0.57531607249,False
11019,8,1,own_state,0.577161922739,False
11019,8,10,common_exact_state,0.558716468414,False
11019,8,10,own_state,0.576868980209,False
11019,8,50,common_exact_state,0.491918513661,False
11019,8,50,own_state,0.575777593008,False
11019,8,100,common_exact_state,0.425341840552,False
11019,8,100,own_state,0.574731187245,False
11019,8,250,common_exact_state,0.308337272159,False
11019,8,250,own_state,0.572560683886,False
