cohort,config_index,method,dataset,core,core_type,depth,seed,test_accuracy,test_categorical_loglikelihood,best_epoch,checkpoint_tensor_count,checkpoint_bytes,checkpoint_sha256,config_sha256,latest_log_critical_count,used_streaming_evaluation
bp_noise_shunting,12,backpropagation,noise_resilience,shunting,dendritic_shunting,2,44,0.3680000305175781,-1.0952774286270142,50,23,3776472466,6f53a329370568dbe10f0df95baf6aff80a8fd727a73e22d68a0430beb3b7fa3,9aee07b9fe8faf2b7824cc8ec5392eecd5839c89ae4ae848a8f29faa39cb4364,0,False
exact_noise_shunting,12,exact_transport,noise_resilience,shunting,dendritic_shunting,2,44,0.367000013589859,-1.094202995300293,54,23,3776472466,89f03977569fadddd41a5ee8118705eb5d4619172eb234445f9880fe81b6aecb,5eb10194439c9a05c7a6b34c5179164939c184ae816abef8e03d15a6b9c8cc3a,0,False
bp_noise_shunting,13,backpropagation,noise_resilience,shunting,dendritic_shunting,2,45,0.3680000305175781,-1.0966097116470337,52,23,3776472466,b455239e1b4f0242dd88f4c56c8e498782a3455030ebd3773a3014b356c742ba,fc608c5c4bd0d6baf703abac85e1ae4d6f3970afafe0cc82115722cf984a6d96,0,False
exact_noise_shunting,13,exact_transport,noise_resilience,shunting,dendritic_shunting,2,45,0.34700000286102295,-1.0972727537155151,54,23,3776472466,febca73473eae2bd22d703fafa26063b38f52125b7f008750cc5dbe9463d7856,d8f4ff2ea616a8d6a11e6a4c9bbd513d61fc016a77a9b5f0a8c44bcf89f9a1cb,0,False
bp_noise_shunting,14,backpropagation,noise_resilience,shunting,dendritic_shunting,2,46,0.39000001549720764,-1.0910282135009766,57,23,3776472466,0e91001eead11cb6eb57a706e649e3908e7b71e96fed6acab30aad58883a3655,a82e3924a18f68d324733fb853a5cb5f710566c88a5079f7af169fcc83fa608c,0,False
exact_noise_shunting,14,exact_transport,noise_resilience,shunting,dendritic_shunting,2,46,0.3760000169277191,-1.0920403003692627,57,23,3776472466,3f6f764a7c5b1a9fe2cc5e755ad0dfbde8d26074c7804352a84b408d7128e68e,02cd371d4f4f3d0140c782a44d260fe1bd22c77ba07db4ee9b1d0636a8e1dd46,0,False
bp_noise_shunting,15,backpropagation,noise_resilience,shunting,dendritic_shunting,2,47,0.289000004529953,-1.1102012395858765,23,23,3776472466,c081731d06fd95c60e9b01e215bfd19c30e8cb06efce2cbd2a856cdab3f705a7,660f873e13d36aaddfa32574df79b23303b18bb5396912f00987ebbf7ef75022,0,False
exact_noise_shunting,15,exact_transport,noise_resilience,shunting,dendritic_shunting,2,47,0.29100000858306885,-1.1097506284713745,47,23,3776472466,b99567132ee93a85e3c12a2bdc3d55fab2f51fb98b35de07fd4ab543f60f55a2,d2758cd0f15538e7e9ef16c04d539b9e1d9feabeab3f0e12ab702b75a9b444d6,0,False
bp_noise_shunting,16,backpropagation,noise_resilience,shunting,dendritic_shunting,2,48,0.36500000953674316,-1.0962344408035278,51,23,3776472466,65697686d45e97e45da03c7da51b64355575d32c985baa14e32ca86c2aa13a11,4bbf517fe66e1d3b1048e608a801a3e901dfbf07b4f763084434cb75b2418436,0,False
exact_noise_shunting,16,exact_transport,noise_resilience,shunting,dendritic_shunting,2,48,0.36400002241134644,-1.0928893089294434,54,23,3776472466,7e7e39f1d80c41c13abd43ae546c1fbb6b97011046baca9cc95f7a71697330f2,8041456fb2f8a7651d965691b868b73892b8df6efbfff4ec188c6d71fea0541b,0,False
bp_noise_shunting,17,backpropagation,noise_resilience,shunting,dendritic_shunting,2,49,0.3680000305175781,-1.1015102863311768,52,23,3776472466,8e8fc854791a1d60fecd99070a35733b24c10001eae2d0f9dcf67d2e7f4be898,5d721d2b1a2c037812ddee1b8dc83324370e50f9f33dd1ad2ec11e750b30c65a,0,False
exact_noise_shunting,17,exact_transport,noise_resilience,shunting,dendritic_shunting,2,49,0.36500000953674316,-1.1016968488693237,52,23,3776472466,039530a333c189cb5b2acbb7899e543b793f7b177f89283981600d28adeb17a6,9d68b69f6dce8b0a4cd7fb2f48e39c8ba3c11a674d9df7d3fc2bc239a1959de5,0,False
bp_noise_shunting,18,backpropagation,noise_resilience,shunting,dendritic_shunting,2,50,0.36100003123283386,-1.0978649854660034,47,23,3776472466,e373fce8fb0a007f1ad517c050fe633b686bf28d64a80e7cc99dc275ace84a06,05840888364ab75651ddc2e7e9ed93e517d0f6b97d3c5b4640c4c2b188ab0da7,0,False
exact_noise_shunting,18,exact_transport,noise_resilience,shunting,dendritic_shunting,2,50,0.3450000286102295,-1.0980231761932373,47,23,3776472466,065fe8931772a84f5bf032d15b87e5f46427dcbae7b7d42000d5584b1d268ca0,b19574f934cbfa1b651e838fbe419864773286f994ccd1a66ec645a060cccafc,0,False
bp_noise_shunting,19,backpropagation,noise_resilience,shunting,dendritic_shunting,2,51,0.3540000021457672,-1.1014212369918823,58,23,3776472466,2d3993b24d229897f1f3523ea3ff7fc0e3b77a47739db9f8772ece5fa2f95d7c,4324e167e3eff029ff71037788d951c9d89167d05e56f2df413cb1a49eb15742,0,False
exact_noise_shunting,19,exact_transport,noise_resilience,shunting,dendritic_shunting,2,51,0.3370000123977661,-1.103030800819397,58,23,3776472466,26b7cc55cb858176c668fb2b7c537db503583b04014548511426e1dbd8a82097,e8666a50a38cdb9a847dd78ca30409538c1d7f003058ddff6f599deefc2278b4,0,False
bp_noise_shunting,20,backpropagation,noise_resilience,shunting,dendritic_shunting,3,42,0.36900001764297485,-1.0890474319458008,53,31,8811750514,db0e4b4593c94008ecdd36cab2dcd6eb9fdbdce0822ca927985d0ad62e9c7e4e,0bae267ed61b095222a9d023be6dd0fd34ed3ff15ae117b4e7894ac7723830eb,0,False
exact_noise_shunting,20,exact_transport,noise_resilience,shunting,dendritic_shunting,3,42,0.37300002574920654,-1.0873489379882812,53,31,8811750514,43885b5444faa2bc80d400dc017b9aecacc479e44e94bb42ebb111c23ccf8312,3245c4c18407e9e4609b0ac522d445519fd67373ee3f052cca29774dbe5057fa,0,False
bp_noise_shunting,21,backpropagation,noise_resilience,shunting,dendritic_shunting,3,43,0.3680000305175781,-1.0965079069137573,46,31,8811750514,f4caf4a3f58f0906334323dd5eae286d72c2d847c3e785ef642152a015c0a990,40dbd279720d9fb3d3c4353f8fb579c689e0d236c658b4a3d897d6af126a19fc,0,False
exact_noise_shunting,21,exact_transport,noise_resilience,shunting,dendritic_shunting,3,43,0.3800000250339508,-1.0969244241714478,46,31,8811750514,118ecd25359f4ec316b688bb20e13d34367c481381bfdffc89be4154f9edcdc4,8fbf4a4e1377df54469e63bd60edc88d1391fdb4ab59d94adc4880ae04cc0348,0,False
bp_noise_shunting,22,backpropagation,noise_resilience,shunting,dendritic_shunting,3,44,0.41200003027915955,-1.0884159803390503,53,31,8811750514,15e02dccc7568acfcf084e5470ddd4020d3bbcd3ef19be9e0f3aaf5eea376276,991f37272b965d1df3c024bf2b31532b05d32b8782e08bbb0f161a135b5a0d44,0,False
exact_noise_shunting,22,exact_transport,noise_resilience,shunting,dendritic_shunting,3,44,0.42000001668930054,-1.0847983360290527,53,31,8811750514,c65d2cbff56fcd2874b2ea582af4f6c752840d0712c91f4d183b8f6a92ce082e,34faad1fa76128bdeabb8e4fa22ea48d048c6e4510f4341b4fb11a8a3854ea69,0,False
bp_noise_shunting,23,backpropagation,noise_resilience,shunting,dendritic_shunting,3,45,0.3930000066757202,-1.0937424898147583,53,31,8811750514,d13c96650da0d64a834d7409b0a062aef0aa25b9820504fa891d72e2cdfed8fa,618de2048d14c83062d5f1e3415f0a6716b0c9ee0f57225515d307a98c7555d9,0,False
exact_noise_shunting,23,exact_transport,noise_resilience,shunting,dendritic_shunting,3,45,0.3630000054836273,-1.0976643562316895,46,31,8811750514,eeba304334a4dd3878eeebdbcf77313eb13c34f81369b20198c75c42a7dc40ac,d7c7b7d7d965fe01c31ddf9ff855782635054722767aa51ce2166adb29d49809,0,False
bp_noise_shunting,24,backpropagation,noise_resilience,shunting,dendritic_shunting,3,46,0.39400002360343933,-1.0882868766784668,54,31,8811750514,4f4a418141e1980ccda1daae3e9c4e01fb23411655db112f9f73cef907448b7d,7bcc930d465dd7779ddda08368ebf5f5124efbb2f72f835b35466c6226727cde,0,False
exact_noise_shunting,24,exact_transport,noise_resilience,shunting,dendritic_shunting,3,46,0.4010000228881836,-1.0913842916488647,54,31,8811750514,828b6e137b9fd098d674060fdd2a91e9195cab6810fd4655e3d91f061450af53,98889eb7ec4d88733c80d596acbc80eaed2eeee3903342e473f2baef0f2a542e,0,False
bp_noise_shunting,25,backpropagation,noise_resilience,shunting,dendritic_shunting,3,47,0.3270000219345093,-1.1101775169372559,52,31,8811750514,adc8afa97d450c4afb45b26add290b516ca455c6e6c0963b8a8b27480d8e3bd9,0aa4570b8339d8d77676ecd9111f7ab61539c68997b59481cb959750973d2c53,0,False
exact_noise_shunting,25,exact_transport,noise_resilience,shunting,dendritic_shunting,3,47,0.32600000500679016,-1.1108311414718628,52,31,8811750514,a657d761af5e0347b1ef47163013ec913ecd6c5aa0c205582bd537a9554b84e0,abf11cd7f66af6d23fed0a874c2b823ddd3397d7790fde374c106bc253ce1a1b,0,False
bp_noise_shunting,26,backpropagation,noise_resilience,shunting,dendritic_shunting,3,48,0.40400001406669617,-1.0814197063446045,51,31,8811750514,fe21135c9c9a09963fd019af1ce383870ed7d3bbda005b6b3b5e2e742dd73d7a,bfa4524b102837a07a34d97ec8f0be14735687de0cd8d839581207498dfee04c,0,False
exact_noise_shunting,26,exact_transport,noise_resilience,shunting,dendritic_shunting,3,48,0.41600000858306885,-1.07366144657135,54,31,8811750514,271828471ab73a0aaa9a568a3874a4345e456d6f66ece1d3c3f2724359dd3bf2,c6c003d176da5e5d7c30c2d5821c4ae580bd9e47cae4f5715af11cef70562236,0,False
bp_noise_shunting,27,backpropagation,noise_resilience,shunting,dendritic_shunting,3,49,0.38200002908706665,-1.1023768186569214,54,31,8811750514,f161fa8d8fe7b35fe37c691fed994e7a8a5d9bbe8cc407ee7e5639a045afe142,424a92c61f67203235efd5a3b8cefe1780a7fa683472bdb803ab371dd183ff36,0,False
exact_noise_shunting,27,exact_transport,noise_resilience,shunting,dendritic_shunting,3,49,0.40400001406669617,-1.1024632453918457,54,31,8811750514,1435689540300355ed9c51bd52a7a9c499b102b17751ffaa68e6b2016b9a2b18,fd6e1469980015d871d892b402a3a9498058d86be16ea5158e3698c451b926a8,0,False
bp_noise_shunting,28,backpropagation,noise_resilience,shunting,dendritic_shunting,3,50,0.4020000100135803,-1.0937047004699707,53,31,8811750514,034bf10d72c253f11ac7ca696d82132e6fd9bf5290fa251a8650150d3779c765,cc6143d9330177896281ba3fd89950393cf6724ce4596e4a145f609ea87d8592,0,False
exact_noise_shunting,28,exact_transport,noise_resilience,shunting,dendritic_shunting,3,50,0.3920000195503235,-1.0959057807922363,53,31,8811750514,5e6d1780912a02a76b67830f263ba1d37ec6009805a5c7ba2daf7fbeae7c0729,02416071295b4724cf8c207b02ae0f773e44aa15fa0000085bf3bfa2d0660ef1,0,False
bp_noise_shunting,29,backpropagation,noise_resilience,shunting,dendritic_shunting,3,51,0.37700000405311584,-1.0937252044677734,52,31,8811750514,d9da87ef03268dafbf6c0c9b61b57e85264be5325773ae48c4281645623a34cc,02952b5aa81993b6228811bac246edb15bd860a09bb2aa17ec29f411ea75381f,0,False
exact_noise_shunting,29,exact_transport,noise_resilience,shunting,dendritic_shunting,3,51,0.3960000276565552,-1.0919710397720337,52,31,8811750514,7501eb167b2abd7031a6cce246cd812b41f7a01e8658788d7797e3ce0028f651,4c9d541196c2dfa8e330ab3affdaf6487c39101f22678b286558d479ec6f4419,0,False
bp_noise_shunting,30,backpropagation,noise_resilience,shunting,dendritic_shunting,4,42,0.37800002098083496,-1.0893466472625732,50,39,18882302474,288e508cc1d7316c912be697b6c52fb5d3a62440b663f0fa19696cecf2d01dc8,e843f897ebce1420b0a0ad91944b94fa26628f77ce71a3b49cbb863d82af8df7,0,True
exact_noise_shunting,30,exact_transport,noise_resilience,shunting,dendritic_shunting,4,42,0.3890000283718109,-1.0863031148910522,50,39,18882302474,9bdbc6f178610ec65a92eb49ca5e5c8dc2044075faa10e7236215fb1c8e0caee,0bc257182df2ffd9b242a296d4bd4a84b785dbe4f8b2b8440f7f1284edadb710,0,True
bp_noise_shunting,31,backpropagation,noise_resilience,shunting,dendritic_shunting,4,43,0.4010000228881836,-1.0830345153808594,51,39,18882302474,8948e799c1ab75c47d3d736d3b4483a4e6e5bbda0a8f5140bc5bf916fbef363f,9a63f0dfb34ed1360cabce9eb5b88bce5b9b04c9e23de735991a5fa3a1b9ba25,0,True
exact_noise_shunting,31,exact_transport,noise_resilience,shunting,dendritic_shunting,4,43,0.39900001883506775,-1.0829640626907349,51,39,18882302474,2a6808cbb514af72373324a5b29e8048016ff199cdd59f67d14a12de9b699805,429669f28eef77b327f45a1a37f89e3188cb2e49dbbd77fd1943b0183b0cdc19,0,True
bp_noise_shunting,32,backpropagation,noise_resilience,shunting,dendritic_shunting,4,44,0.4140000343322754,-1.0735901594161987,51,39,18882302474,68c2af5f1a69760c4727ca8dad4a4dbbcf43cafed97cabdb3e67489b2e9d90f7,9392f15dd927247ca2e77800b550988cccf547da1d1bb24f1c6506c79e246c0c,0,True
exact_noise_shunting,32,exact_transport,noise_resilience,shunting,dendritic_shunting,4,44,0.41600000858306885,-1.0790979862213135,51,39,18882302474,f210febe788ca983939504f0ad9e03c8cde238c550e84a20eb2d712b6a8dc4a6,1e4dacf1f8b4f00564c3504e0fd4c214da76708aba176dc7318865ae2bc82b28,0,True
bp_noise_shunting,33,backpropagation,noise_resilience,shunting,dendritic_shunting,4,45,0.406000018119812,-1.074472188949585,51,39,18882302474,0f257d35b5d12351243a8b18a13931d83160f07c7a087b73af5ad5340bb0f3c5,ebd04f853a40e10b7e66fedbbb816a45962dec8abb83a0ddc94e01ec85e81a1b,0,True
exact_noise_shunting,33,exact_transport,noise_resilience,shunting,dendritic_shunting,4,45,0.4050000309944153,-1.0767228603363037,51,39,18882302474,aadbaa3d9dc9a7c545c513e424a0815c2c20a27f83babffb7f57b1941a64bd42,750d70e2081a11c0f82104eff5b8b04f02e8e7922d92781571694592df7df89c,0,True
bp_noise_shunting,34,backpropagation,noise_resilience,shunting,dendritic_shunting,4,46,0.3750000298023224,-1.0898125171661377,48,39,18882302474,1cca930fdb3396d1a66e1659dc4e7dbd95b5d4599936083f8da321ea95b4ca27,d043398d85e2e479a6ab99578d155e8c9fb45b9cb58721fa2164f5f3230e08a4,0,True
exact_noise_shunting,34,exact_transport,noise_resilience,shunting,dendritic_shunting,4,46,0.3930000066757202,-1.0868818759918213,48,39,18882302474,1cd9b0d3b898fc18785ad3fc0a344277163a06fe2284791565870ee9e295314e,2ebab5a52e7fc43fd6ff87c007c401b59501d833ed16040f6886d79fc64f9ae4,0,True
bp_noise_shunting,35,backpropagation,noise_resilience,shunting,dendritic_shunting,4,47,0.3490000069141388,-1.0974963903427124,50,39,18882302474,1295e8e3970471d7f1fcdfd6192985c0bc9f00b0cecc34a7bd1b545919c86e1e,ca2cf4a5dadfac7f28d11e9d2e6d061340efac78cfab30f291bd366b7b6fdb24,0,True
exact_noise_shunting,35,exact_transport,noise_resilience,shunting,dendritic_shunting,4,47,0.2939999997615814,-1.1063793897628784,47,39,18882302474,3eccfd24d9f6fd73ff2c1a897e94c1f6c20e28f8cd507f4287c01c2134c86d9e,0938b49c7e7eededb1299035458c6b466f13ebc4c95f4c93da358f5b8fd96fee,0,True
bp_noise_shunting,36,backpropagation,noise_resilience,shunting,dendritic_shunting,4,48,0.4220000207424164,-1.0781158208847046,50,39,18882302474,e1a3a3c32c7d6b387cb9a37a4f3094d1ffd51e9b4ea2824c59fea5448dc27c84,595b5b59ec7b38631bd4d859c24626c603bfbb6ea07f6786b57d0dd9a061f7cf,0,True
exact_noise_shunting,36,exact_transport,noise_resilience,shunting,dendritic_shunting,4,48,0.4180000126361847,-1.0789744853973389,50,39,18882302474,e14679199463b0ce064b8f984d02a086ee91c8ac0e32d1684a18d7354f492ea4,a6a29156bee4af02ab8f87602caeeb87cf4e9583e5a209f5d00fe42b8fed44c4,0,True
bp_noise_shunting,37,backpropagation,noise_resilience,shunting,dendritic_shunting,4,49,0.36400002241134644,-1.1000441312789917,47,39,18882302474,4398e6596eb76d73823145fdf938889f34b9ebf8e2ac7c30d76512f237c1fa60,a67f0be363112ca0f55f9ee0914fb159d618522e4464de99cda963ac11853474,0,True
exact_noise_shunting,37,exact_transport,noise_resilience,shunting,dendritic_shunting,4,49,0.3660000264644623,-1.1005579233169556,47,39,18882302474,da1e610b619266dd6d1ced513ec82c062ce54b1ac7b4346e24eed24eeed4bcf8,a5c37ce91b6424b362e7e22bb2c9b7aaef6886c871d4ef37df462c54e2c35b29,0,True
bp_noise_shunting,38,backpropagation,noise_resilience,shunting,dendritic_shunting,4,50,0.4050000309944153,-1.086194634437561,50,39,18882302474,9b1be453bfbfa634b28ef8e9f5a6a9a51593fe492bb34253984528b7bfb4524c,3f863bc4df37ebce1f1d0218c89012d9286f71ad653f253f244eb5de48403624,0,True
exact_noise_shunting,38,exact_transport,noise_resilience,shunting,dendritic_shunting,4,50,0.40300002694129944,-1.0896354913711548,50,39,18882302474,877f2012a9d08d48a9def97e01816e93ed4b1a85039cb129f7ab17820641f46e,0ae460f158391ed8e790c6811180234fe56d06a2f3d1e71aac3691b23ddd1e04,0,True
bp_noise_shunting,39,backpropagation,noise_resilience,shunting,dendritic_shunting,4,51,0.38700002431869507,-1.0855985879898071,49,39,18882302474,0b7943ab332804855854e31ef5e79566d8344fedfcf8d2e52ba798911252ecbe,1bf58313d4e267f07217dcd58a33d0425bb8697f6ab9d58b145ee41c28514cb7,0,True
exact_noise_shunting,39,exact_transport,noise_resilience,shunting,dendritic_shunting,4,51,0.3840000033378601,-1.0836917161941528,49,39,18882302474,4914f251fd4929519be00ba1a99b7f0755eeb98a4f93bc2e02b7a8964f049015,4e1c022d725208a43524321bfa178213dda265e901f51fabd4efb3c22f2334b1,0,True
