config_index,status,run_name,seed,result_dir,condition,dataset,learning_rule,rule_variant,broadcast_mode,broadcast_rank,core,normalize_inputs,has_i_to_e,has_i_to_i,additive_gain_mode,dendritic_normalization,train_accuracy,valid_accuracy,test_accuracy,train_loss,valid_loss,test_loss
38,complete,cifar10_additive_5f_per_soma_dendritic_norm_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_38,cifar10_additive_5f_per_soma_dendritic_norm,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,none,True,0.24904444813728333,0.251800000667572,0.24549999833106995,,,
39,complete,cifar10_additive_5f_per_soma_dendritic_norm_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_39,cifar10_additive_5f_per_soma_dendritic_norm,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,none,True,0.26197779178619385,0.2791999876499176,0.26350000500679016,,,
20,complete,cifar10_additive_5f_per_soma_gain_input_dependent_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_20,cifar10_additive_5f_per_soma_gain_input_dependent,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,input_dependent,False,0.25362223386764526,0.2483999878168106,0.24650000035762787,,,
21,complete,cifar10_additive_5f_per_soma_gain_input_dependent_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_21,cifar10_additive_5f_per_soma_gain_input_dependent,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,input_dependent,False,0.1940000057220459,0.19499999284744263,0.19269999861717224,,,
22,complete,cifar10_additive_5f_per_soma_gain_input_dependent_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_22,cifar10_additive_5f_per_soma_gain_input_dependent,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,input_dependent,False,0.2859777808189392,0.30379998683929443,0.2872999906539917,,,
23,complete,cifar10_additive_5f_per_soma_gain_input_dependent_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_23,cifar10_additive_5f_per_soma_gain_input_dependent,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,input_dependent,False,0.2957555651664734,0.30159997940063477,0.29260000586509705,,,
24,complete,cifar10_additive_5f_per_soma_gain_input_dependent_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_24,cifar10_additive_5f_per_soma_gain_input_dependent,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,input_dependent,False,0.2846222221851349,0.28439998626708984,0.2782999873161316,,,
30,complete,cifar10_additive_5f_per_soma_gain_learned_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_30,cifar10_additive_5f_per_soma_gain_learned,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,learned_gain,False,0.27486667037010193,0.27320000529289246,0.2718999981880188,,,
31,complete,cifar10_additive_5f_per_soma_gain_learned_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_31,cifar10_additive_5f_per_soma_gain_learned,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,learned_gain,False,0.2464444488286972,0.23959998786449432,0.2449999898672104,,,
32,complete,cifar10_additive_5f_per_soma_gain_learned_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_32,cifar10_additive_5f_per_soma_gain_learned,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,learned_gain,False,0.2896444499492645,0.28279998898506165,0.2822999954223633,,,
33,complete,cifar10_additive_5f_per_soma_gain_learned_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_33,cifar10_additive_5f_per_soma_gain_learned,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,learned_gain,False,0.2552444338798523,0.2590000033378601,0.258899986743927,,,
34,complete,cifar10_additive_5f_per_soma_gain_learned_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_34,cifar10_additive_5f_per_soma_gain_learned,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,learned_gain,False,0.25315555930137634,0.2611999809741974,0.2549000084400177,,,
25,complete,cifar10_additive_5f_per_soma_gain_running_stats_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_25,cifar10_additive_5f_per_soma_gain_running_stats,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,running_stats,False,0.2613333463668823,0.27079999446868896,0.26350000500679016,,,
26,complete,cifar10_additive_5f_per_soma_gain_running_stats_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_26,cifar10_additive_5f_per_soma_gain_running_stats,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,running_stats,False,0.24819999933242798,0.24479998648166656,0.2441999912261963,,,
27,complete,cifar10_additive_5f_per_soma_gain_running_stats_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_27,cifar10_additive_5f_per_soma_gain_running_stats,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,running_stats,False,0.2439555525779724,0.2505999803543091,0.24969999492168427,,,
28,complete,cifar10_additive_5f_per_soma_gain_running_stats_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_28,cifar10_additive_5f_per_soma_gain_running_stats,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,running_stats,False,0.24382223188877106,0.25099998712539673,0.2386000007390976,,,
29,complete,cifar10_additive_5f_per_soma_gain_running_stats_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_29,cifar10_additive_5f_per_soma_gain_running_stats,cifar10,local_ca,5f,per_soma,4.0,additive,False,True,False,running_stats,False,0.24497778713703156,0.2523999810218811,0.2442999929189682,,,
0,complete,cifar10_additive_standard_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_0,cifar10_additive_standard,cifar10,standard,,,,additive,False,True,False,,False,0.6080666780471802,0.4829999804496765,0.4982999861240387,,,
1,complete,cifar10_additive_standard_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_1,cifar10_additive_standard,cifar10,standard,,,,additive,False,True,False,,False,0.5479778051376343,0.4739999771118164,0.4763000011444092,,,
2,complete,cifar10_additive_standard_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_2,cifar10_additive_standard,cifar10,standard,,,,additive,False,True,False,,False,0.5508666634559631,0.4713999927043915,0.4724999964237213,,,
3,complete,cifar10_additive_standard_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_3,cifar10_additive_standard,cifar10,standard,,,,additive,False,True,False,,False,0.5895333290100098,0.4931999742984772,0.48409998416900635,,,
4,complete,cifar10_additive_standard_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_4,cifar10_additive_standard,cifar10,standard,,,,additive,False,True,False,,False,0.5558888912200928,0.49139997363090515,0.4837999939918518,,,
55,complete,cifar10_shunting_5f_low_rank4_learned_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_55,cifar10_shunting_5f_low_rank4_learned_i,cifar10,local_ca,5f,low_rank,4.0,shunting,False,True,False,none,False,0.3368000090122223,0.33660000562667847,0.3384999930858612,,,
56,complete,cifar10_shunting_5f_low_rank4_learned_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_56,cifar10_shunting_5f_low_rank4_learned_i,cifar10,local_ca,5f,low_rank,4.0,shunting,False,True,False,none,False,0.34137779474258423,0.33480000495910645,0.3384000062942505,,,
57,complete,cifar10_shunting_5f_low_rank4_learned_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_57,cifar10_shunting_5f_low_rank4_learned_i,cifar10,local_ca,5f,low_rank,4.0,shunting,False,True,False,none,False,0.359844446182251,0.3465999960899353,0.3569999933242798,,,
58,complete,cifar10_shunting_5f_low_rank4_learned_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_58,cifar10_shunting_5f_low_rank4_learned_i,cifar10,local_ca,5f,low_rank,4.0,shunting,False,True,False,none,False,0.35484445095062256,0.36159998178482056,0.3578999936580658,,,
59,complete,cifar10_shunting_5f_low_rank4_learned_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_59,cifar10_shunting_5f_low_rank4_learned_i,cifar10,local_ca,5f,low_rank,4.0,shunting,False,True,False,none,False,0.35100001096725464,0.35179999470710754,0.3569999933242798,,,
60,complete,cifar10_shunting_5f_path_transport_learned_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_60,cifar10_shunting_5f_path_transport_learned_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,True,False,none,False,0.5203999876976013,0.4673999845981598,0.4635999798774719,,,
61,complete,cifar10_shunting_5f_path_transport_learned_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_61,cifar10_shunting_5f_path_transport_learned_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,True,False,none,False,0.5289555788040161,0.46219998598098755,0.4721999764442444,,,
62,complete,cifar10_shunting_5f_path_transport_learned_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_62,cifar10_shunting_5f_path_transport_learned_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,True,False,none,False,0.5458000302314758,0.47099998593330383,0.4812999963760376,,,
63,complete,cifar10_shunting_5f_path_transport_learned_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_63,cifar10_shunting_5f_path_transport_learned_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,True,False,none,False,0.5356666445732117,0.4790000021457672,0.47119998931884766,,,
64,complete,cifar10_shunting_5f_path_transport_learned_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_64,cifar10_shunting_5f_path_transport_learned_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,True,False,none,False,0.5351777672767639,0.4755999743938446,0.47119998931884766,,,
65,complete,cifar10_shunting_5f_path_transport_no_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_65,cifar10_shunting_5f_path_transport_no_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,False,False,none,False,0.3729333281517029,0.362199991941452,0.37109997868537903,,,
66,complete,cifar10_shunting_5f_path_transport_no_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_66,cifar10_shunting_5f_path_transport_no_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,False,False,none,False,0.3946666717529297,0.3677999973297119,0.3903999924659729,,,
67,complete,cifar10_shunting_5f_path_transport_no_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_67,cifar10_shunting_5f_path_transport_no_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,False,False,none,False,0.3878888785839081,0.3651999831199646,0.38199999928474426,,,
68,complete,cifar10_shunting_5f_path_transport_no_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_68,cifar10_shunting_5f_path_transport_no_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,False,False,none,False,0.3984888792037964,0.3944000005722046,0.3967999815940857,,,
69,complete,cifar10_shunting_5f_path_transport_no_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_69,cifar10_shunting_5f_path_transport_no_i,cifar10,local_ca,5f,path_transport,4.0,shunting,False,False,False,none,False,0.3958222270011902,0.39100000262260437,0.39139997959136963,,,
45,complete,cifar10_shunting_5f_per_soma_learned_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_45,cifar10_shunting_5f_per_soma_learned_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,True,False,none,False,0.27757778763771057,0.2777999937534332,0.2759999930858612,,,
46,complete,cifar10_shunting_5f_per_soma_learned_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_46,cifar10_shunting_5f_per_soma_learned_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,True,False,none,False,0.30026668310165405,0.2856000065803528,0.30309998989105225,,,
47,complete,cifar10_shunting_5f_per_soma_learned_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_47,cifar10_shunting_5f_per_soma_learned_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,True,False,none,False,0.2947555482387543,0.28459998965263367,0.2954999804496765,,,
48,complete,cifar10_shunting_5f_per_soma_learned_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_48,cifar10_shunting_5f_per_soma_learned_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,True,False,none,False,0.2961111068725586,0.29760000109672546,0.2985999882221222,,,
49,complete,cifar10_shunting_5f_per_soma_learned_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_49,cifar10_shunting_5f_per_soma_learned_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,True,False,none,False,0.311088889837265,0.3141999840736389,0.31049999594688416,,,
50,complete,cifar10_shunting_5f_per_soma_no_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_50,cifar10_shunting_5f_per_soma_no_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,False,False,none,False,0.21960000693798065,0.21699999272823334,0.22039999067783356,,,
51,complete,cifar10_shunting_5f_per_soma_no_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_51,cifar10_shunting_5f_per_soma_no_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,False,False,none,False,0.22326667606830597,0.21040000021457672,0.22259999811649323,,,
52,complete,cifar10_shunting_5f_per_soma_no_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_52,cifar10_shunting_5f_per_soma_no_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,False,False,none,False,0.22477777302265167,0.22439999878406525,0.23169998824596405,,,
53,complete,cifar10_shunting_5f_per_soma_no_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_53,cifar10_shunting_5f_per_soma_no_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,False,False,none,False,0.225600004196167,0.23499999940395355,0.2280000001192093,,,
54,complete,cifar10_shunting_5f_per_soma_no_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_54,cifar10_shunting_5f_per_soma_no_i,cifar10,local_ca,5f,per_soma,4.0,shunting,False,False,False,none,False,0.2112666666507721,0.2101999968290329,0.21239998936653137,,,
5,complete,cifar10_shunting_standard_learned_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_5,cifar10_shunting_standard_learned_i,cifar10,standard,,,,shunting,False,True,False,,False,0.5889333486557007,0.4966000020503998,0.499099999666214,,,
6,complete,cifar10_shunting_standard_learned_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_6,cifar10_shunting_standard_learned_i,cifar10,standard,,,,shunting,False,True,False,,False,0.5526666641235352,0.4745999872684479,0.4968999922275543,,,
7,complete,cifar10_shunting_standard_learned_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_7,cifar10_shunting_standard_learned_i,cifar10,standard,,,,shunting,False,True,False,,False,0.568422257900238,0.49379998445510864,0.49069997668266296,,,
8,complete,cifar10_shunting_standard_learned_i_s45,45,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_8,cifar10_shunting_standard_learned_i,cifar10,standard,,,,shunting,False,True,False,,False,0.5835333466529846,0.4989999830722809,0.4909999966621399,,,
9,complete,cifar10_shunting_standard_learned_i_s46,46,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_9,cifar10_shunting_standard_learned_i,cifar10,standard,,,,shunting,False,True,False,,False,0.5760889053344727,0.5098000168800354,0.4980999827384949,,,
10,complete,cifar10_shunting_standard_no_i_s42,42,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_10,cifar10_shunting_standard_no_i,cifar10,standard,,,,shunting,False,False,False,,False,0.4540444612503052,0.44179999828338623,0.44419997930526733,,,
11,complete,cifar10_shunting_standard_no_i_s43,43,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_11,cifar10_shunting_standard_no_i,cifar10,standard,,,,shunting,False,False,False,,False,0.46442222595214844,0.44039997458457947,0.45350000262260437,,,
12,complete,cifar10_shunting_standard_no_i_s44,44,/n/holylabs/kempner_dev/Users/hsafaai/Code/dendritic-modeling/drafts/dendritic-local-learning/local_sweep_runs/cifar10_control_ladder_20260427_20260427_151343/results/config_12,cifar10_shunting_standard_no_i,cifar10,standard,,,,shunting,False,False,False,,False,0.44195556640625,0.42499998211860657,0.4310999810695648,,,
