config_idx,network_type,branch_factors,depth,branch_product,ie,seed,test_acc,valid_acc,train_acc
12,dendritic_additive,"[2, 2]",2,4,40,42,0.5015000104904175,0.4988333284854889,0.49572914838790894
120,dendritic_shunting,"[2, 2, 2]",3,8,0,42,0.34379997849464417,0.34958332777023315,0.351479172706604
121,dendritic_shunting,"[2, 2, 2]",3,8,0,43,0.3384000062942505,0.3449999988079071,0.3449375033378601
122,dendritic_shunting,"[2, 2, 2]",3,8,0,44,0.4634999930858612,0.46024999022483826,0.4624791741371155
123,dendritic_shunting,"[2, 2, 2]",3,8,5,42,0.6226999759674072,0.6121666431427002,0.6193541884422302
124,dendritic_shunting,"[2, 2, 2]",3,8,5,43,0.6554999947547913,0.6509999632835388,0.6566041707992554
125,dendritic_shunting,"[2, 2, 2]",3,8,5,44,0.5999000072479248,0.5843333005905151,0.5962916612625122
126,dendritic_shunting,"[2, 2, 2]",3,8,10,42,0.6712999939918518,0.6610833406448364,0.6746875047683716
127,dendritic_shunting,"[2, 2, 2]",3,8,10,43,0.6567999720573425,0.6539166569709778,0.667395830154419
128,dendritic_shunting,"[2, 2, 2]",3,8,10,44,0.6664999723434448,0.6518333554267883,0.6661249995231628
129,dendritic_shunting,"[2, 2, 2]",3,8,20,42,0.6578999757766724,0.6465833187103271,0.6607499718666077
13,dendritic_additive,"[2, 2]",2,4,40,43,0.5297999978065491,0.5382499694824219,0.5362708568572998
130,dendritic_shunting,"[2, 2, 2]",3,8,20,43,0.7193999886512756,0.7119166851043701,0.7260000109672546
131,dendritic_shunting,"[2, 2, 2]",3,8,20,44,0.7066999673843384,0.6988333463668823,0.7086458206176758
132,dendritic_shunting,"[2, 2, 2]",3,8,40,42,0.7138999700546265,0.7098333239555359,0.7167916297912598
133,dendritic_shunting,"[2, 2, 2]",3,8,40,43,0.7346000075340271,0.7204999923706055,0.729687511920929
134,dendritic_shunting,"[2, 2, 2]",3,8,40,44,0.6064000129699707,0.5922499895095825,0.6029166579246521
135,dendritic_shunting,"[3, 3, 3]",3,27,0,42,0.4227999746799469,0.4075833261013031,0.4191041588783264
136,dendritic_shunting,"[3, 3, 3]",3,27,0,43,0.3780999779701233,0.37674999237060547,0.3854791522026062
137,dendritic_shunting,"[3, 3, 3]",3,27,0,44,0.3561999797821045,0.35199999809265137,0.3563541769981384
138,dendritic_shunting,"[3, 3, 3]",3,27,5,42,0.5874999761581421,0.5706666707992554,0.5794791579246521
139,dendritic_shunting,"[3, 3, 3]",3,27,5,43,0.6180999875068665,0.6100833415985107,0.6172083020210266
14,dendritic_additive,"[2, 2]",2,4,40,44,0.44589999318122864,0.4388333261013031,0.4398958384990692
140,dendritic_shunting,"[3, 3, 3]",3,27,5,44,0.6121999621391296,0.5944166779518127,0.6076041460037231
141,dendritic_shunting,"[3, 3, 3]",3,27,10,42,0.6872000098228455,0.6692500114440918,0.6764166355133057
142,dendritic_shunting,"[3, 3, 3]",3,27,10,43,0.6251999735832214,0.6132500171661377,0.6152083277702332
143,dendritic_shunting,"[3, 3, 3]",3,27,10,44,0.6200000047683716,0.6022499799728394,0.6117500066757202
144,dendritic_shunting,"[3, 3, 3]",3,27,20,42,0.6646999716758728,0.6516666412353516,0.6588749885559082
145,dendritic_shunting,"[3, 3, 3]",3,27,20,43,0.7076999545097351,0.6944166421890259,0.718791663646698
146,dendritic_shunting,"[3, 3, 3]",3,27,20,44,0.6974999904632568,0.6735000014305115,0.6881250143051147
147,dendritic_shunting,"[3, 3, 3]",3,27,40,42,0.7565999627113342,0.7482500076293945,0.7572500109672546
148,dendritic_shunting,"[3, 3, 3]",3,27,40,43,0.7591999769210815,0.7545832991600037,0.7749583125114441
149,dendritic_shunting,"[3, 3, 3]",3,27,40,44,0.7584999799728394,0.7563333511352539,0.7686874866485596
15,dendritic_additive,"[3, 3]",2,9,0,42,0.31439998745918274,0.3251666724681854,0.3177916705608368
16,dendritic_additive,"[3, 3]",2,9,0,43,0.3967999815940857,0.39766666293144226,0.40018749237060547
17,dendritic_additive,"[3, 3]",2,9,0,44,0.3337000012397766,0.3239166736602783,0.3344999849796295
18,dendritic_additive,"[3, 3]",2,9,5,42,0.5414999723434448,0.5320000052452087,0.5440833568572998
19,dendritic_additive,"[3, 3]",2,9,5,43,0.5922999978065491,0.5775833129882812,0.5952291488647461
2,dendritic_additive,"[2, 2]",2,4,0,44,0.31200000643730164,0.30433332920074463,0.30660417675971985
20,dendritic_additive,"[3, 3]",2,9,5,44,0.5412999987602234,0.5455833077430725,0.5506041646003723
21,dendritic_additive,"[3, 3]",2,9,10,42,0.5533999800682068,0.5450000166893005,0.5498541593551636
22,dendritic_additive,"[3, 3]",2,9,10,43,0.6243000030517578,0.606083333492279,0.6138125061988831
23,dendritic_additive,"[3, 3]",2,9,10,44,0.5745999813079834,0.5757499933242798,0.5767499804496765
24,dendritic_additive,"[3, 3]",2,9,20,42,0.6459999680519104,0.6335833072662354,0.6492499709129333
25,dendritic_additive,"[3, 3]",2,9,20,43,0.6438999772071838,0.6399166584014893,0.6520624756813049
26,dendritic_additive,"[3, 3]",2,9,20,44,0.5532000064849854,0.5398333072662354,0.5458958148956299
27,dendritic_additive,"[3, 3]",2,9,40,42,0.614799976348877,0.6019166707992554,0.6144166588783264
28,dendritic_additive,"[3, 3]",2,9,40,43,0.6805999875068665,0.6629999876022339,0.6694166660308838
29,dendritic_additive,"[3, 3]",2,9,40,44,0.6441999673843384,0.637749969959259,0.648729145526886
3,dendritic_additive,"[2, 2]",2,4,5,42,0.5748999714851379,0.5766666531562805,0.5793333053588867
30,dendritic_additive,"[4, 4]",2,16,0,42,0.31939998269081116,0.3218333423137665,0.3217499852180481
31,dendritic_additive,"[4, 4]",2,16,0,43,0.4276999831199646,0.42100000381469727,0.4243958294391632
32,dendritic_additive,"[4, 4]",2,16,0,44,0.45809999108314514,0.45124998688697815,0.45112499594688416
33,dendritic_additive,"[4, 4]",2,16,5,42,0.5961999893188477,0.5897499918937683,0.6023125052452087
34,dendritic_additive,"[4, 4]",2,16,5,43,0.6644999980926514,0.6555833220481873,0.6724791526794434
35,dendritic_additive,"[4, 4]",2,16,5,44,0.530299961566925,0.5211666822433472,0.5278750061988831
36,dendritic_additive,"[4, 4]",2,16,10,42,0.5722999572753906,0.5710833072662354,0.5753124952316284
37,dendritic_additive,"[4, 4]",2,16,10,43,0.7114999890327454,0.6976666450500488,0.7164583206176758
38,dendritic_additive,"[4, 4]",2,16,10,44,0.5177000164985657,0.5149166584014893,0.5184583067893982
39,dendritic_additive,"[4, 4]",2,16,20,42,0.5600999593734741,0.5569166541099548,0.5722708106040955
4,dendritic_additive,"[2, 2]",2,4,5,43,0.5396000146865845,0.5339166522026062,0.5417500138282776
40,dendritic_additive,"[4, 4]",2,16,20,43,0.5824999809265137,0.5754166841506958,0.5864999890327454
41,dendritic_additive,"[4, 4]",2,16,20,44,0.7024999856948853,0.6912499666213989,0.7195208072662354
42,dendritic_additive,"[4, 4]",2,16,40,42,0.5819000005722046,0.5636666417121887,0.5799166560173035
43,dendritic_additive,"[4, 4]",2,16,40,43,0.6973999738693237,0.6866666674613953,0.699874997138977
44,dendritic_additive,"[4, 4]",2,16,40,44,0.687999963760376,0.6735833287239075,0.6893333196640015
45,dendritic_additive,"[2, 2, 2]",3,8,0,42,0.2687000036239624,0.27541667222976685,0.2698749899864197
46,dendritic_additive,"[2, 2, 2]",3,8,0,43,0.3601999878883362,0.35866665840148926,0.35958331823349
47,dendritic_additive,"[2, 2, 2]",3,8,0,44,0.33329999446868896,0.33166664838790894,0.33614581823349
48,dendritic_additive,"[2, 2, 2]",3,8,5,42,0.5870999693870544,0.5719166398048401,0.578083336353302
49,dendritic_additive,"[2, 2, 2]",3,8,5,43,0.499099999666214,0.499916672706604,0.5008124709129333
5,dendritic_additive,"[2, 2]",2,4,5,44,0.5708000063896179,0.5737500190734863,0.578416645526886
50,dendritic_additive,"[2, 2, 2]",3,8,5,44,0.5666999816894531,0.5647500157356262,0.5690624713897705
51,dendritic_additive,"[2, 2, 2]",3,8,10,42,0.5493000149726868,0.5380833148956299,0.551729142665863
52,dendritic_additive,"[2, 2, 2]",3,8,10,43,0.552899956703186,0.5422499775886536,0.5506249666213989
53,dendritic_additive,"[2, 2, 2]",3,8,10,44,0.32259997725486755,0.31308332085609436,0.30520832538604736
54,dendritic_additive,"[2, 2, 2]",3,8,20,42,0.5467999577522278,0.5461666584014893,0.5482291579246521
55,dendritic_additive,"[2, 2, 2]",3,8,20,43,0.5479999780654907,0.5403333306312561,0.5419999957084656
56,dendritic_additive,"[2, 2, 2]",3,8,20,44,0.6444000005722046,0.6365833282470703,0.6543750166893005
57,dendritic_additive,"[2, 2, 2]",3,8,40,42,0.566100001335144,0.5602499842643738,0.5661666393280029
58,dendritic_additive,"[2, 2, 2]",3,8,40,43,0.5537999868392944,0.5530833005905151,0.5492083430290222
59,dendritic_additive,"[2, 2, 2]",3,8,40,44,0.5834999680519104,0.5753333568572998,0.5838958024978638
6,dendritic_additive,"[2, 2]",2,4,10,42,0.5683000087738037,0.5634999871253967,0.5727083086967468
60,dendritic_additive,"[3, 3, 3]",3,27,0,42,0.45389997959136963,0.45374998450279236,0.4491041600704193
61,dendritic_additive,"[3, 3, 3]",3,27,0,43,0.48749998211860657,0.47999998927116394,0.4906249940395355
62,dendritic_additive,"[3, 3, 3]",3,27,0,44,0.19119998812675476,0.18658332526683807,0.1902916580438614
63,dendritic_additive,"[3, 3, 3]",3,27,5,42,0.5686999559402466,0.5745833516120911,0.5785208344459534
64,dendritic_additive,"[3, 3, 3]",3,27,5,43,0.561199963092804,0.5648333430290222,0.5777083039283752
65,dendritic_additive,"[3, 3, 3]",3,27,5,44,0.4617999792098999,0.46141666173934937,0.46674999594688416
66,dendritic_additive,"[3, 3, 3]",3,27,10,42,0.5282999873161316,0.5098333358764648,0.5131250023841858
67,dendritic_additive,"[3, 3, 3]",3,27,10,43,0.4617999792098999,0.4607499837875366,0.4651874899864197
68,dendritic_additive,"[3, 3, 3]",3,27,10,44,0.5173999667167664,0.5097500085830688,0.5130000114440918
69,dendritic_additive,"[3, 3, 3]",3,27,20,42,0.5024999976158142,0.49424999952316284,0.5020624995231628
7,dendritic_additive,"[2, 2]",2,4,10,43,0.6270999908447266,0.6180832982063293,0.6360833048820496
70,dendritic_additive,"[3, 3, 3]",3,27,20,43,0.5065000057220459,0.5089166760444641,0.5118541717529297
71,dendritic_additive,"[3, 3, 3]",3,27,20,44,0.47759997844696045,0.47191667556762695,0.47441667318344116
72,dendritic_additive,"[3, 3, 3]",3,27,40,42,0.5399999618530273,0.5324999690055847,0.5352500081062317
73,dendritic_additive,"[3, 3, 3]",3,27,40,43,0.6681999564170837,0.6659166812896729,0.6791874766349792
74,dendritic_additive,"[3, 3, 3]",3,27,40,44,0.6362999677658081,0.6225833296775818,0.6315624713897705
75,dendritic_shunting,"[2, 2]",2,4,0,42,0.3823999762535095,0.3853333294391632,0.3892291486263275
76,dendritic_shunting,"[2, 2]",2,4,0,43,0.3243999779224396,0.33375000953674316,0.3324374854564667
77,dendritic_shunting,"[2, 2]",2,4,0,44,0.346699982881546,0.3401666581630707,0.34410417079925537
78,dendritic_shunting,"[2, 2]",2,4,5,42,0.5906000137329102,0.578249990940094,0.588937520980835
79,dendritic_shunting,"[2, 2]",2,4,5,43,0.6322999596595764,0.6159166693687439,0.6309166550636292
8,dendritic_additive,"[2, 2]",2,4,10,44,0.6121000051498413,0.5999999642372131,0.6099166870117188
80,dendritic_shunting,"[2, 2]",2,4,5,44,0.5618999600410461,0.5605833530426025,0.5671666860580444
81,dendritic_shunting,"[2, 2]",2,4,10,42,0.6581999659538269,0.6464166641235352,0.6536874771118164
82,dendritic_shunting,"[2, 2]",2,4,10,43,0.6647999882698059,0.6557499766349792,0.6623541712760925
83,dendritic_shunting,"[2, 2]",2,4,10,44,0.6159999966621399,0.6085833311080933,0.6077083349227905
84,dendritic_shunting,"[2, 2]",2,4,20,42,0.6588999629020691,0.6355833411216736,0.6523749828338623
85,dendritic_shunting,"[2, 2]",2,4,20,43,0.689799964427948,0.6822499632835388,0.6860416531562805
86,dendritic_shunting,"[2, 2]",2,4,20,44,0.6947000026702881,0.6793333292007446,0.6892708539962769
87,dendritic_shunting,"[2, 2]",2,4,40,42,0.6793999671936035,0.6629999876022339,0.672374963760376
88,dendritic_shunting,"[2, 2]",2,4,40,43,0.7032999992370605,0.6917499899864197,0.6971041560173035
89,dendritic_shunting,"[2, 2]",2,4,40,44,0.6794999837875366,0.6524999737739563,0.6622708439826965
9,dendritic_additive,"[2, 2]",2,4,20,42,0.6110000014305115,0.6114166378974915,0.6216041445732117
90,dendritic_shunting,"[3, 3]",2,9,0,42,0.44259998202323914,0.445333331823349,0.4477291703224182
91,dendritic_shunting,"[3, 3]",2,9,0,43,0.35029998421669006,0.3578333258628845,0.36510416865348816
92,dendritic_shunting,"[3, 3]",2,9,0,44,0.31849998235702515,0.3163333237171173,0.3246249854564667
93,dendritic_shunting,"[3, 3]",2,9,5,42,0.5910999774932861,0.5850833058357239,0.5950208306312561
94,dendritic_shunting,"[3, 3]",2,9,5,43,0.5716999769210815,0.5579166412353516,0.5698333382606506
95,dendritic_shunting,"[3, 3]",2,9,5,44,0.6574000120162964,0.6452500224113464,0.6591041684150696
96,dendritic_shunting,"[3, 3]",2,9,10,42,0.6886000037193298,0.6782500147819519,0.6927083134651184
97,dendritic_shunting,"[3, 3]",2,9,10,43,0.6620999574661255,0.6443333029747009,0.6535208225250244
98,dendritic_shunting,"[3, 3]",2,9,10,44,0.6482999920845032,0.6296666860580444,0.6448333263397217
99,dendritic_shunting,"[3, 3]",2,9,20,42,0.7071999907493591,0.700249969959259,0.7093124985694885
