channels,method,residual,wiring_nonzeros,root_id,qc_included,residual_sd,actual_channels
4,random paths,0.7976619301475447,1.484375,648518346349539366,True,0.16092228079298132,
4,shuffled ancestry,0.8027601445798606,4.0,648518346349539366,True,0.15013630303666178,
4,depth-only bins,0.7442608114639128,9.0,648518346349539366,True,,4.0
8,dense PCA oracle,0.0,72.0,648518346349539366,True,,
8,morphology-aware paths,1.8712476435884265e-16,7.0,648518346349539366,True,,
8,random paths,0.5624775995244655,3.53125,648518346349539366,True,0.23854636436194893,
8,shuffled ancestry,0.6284346142614521,7.0,648518346349539366,True,0.24227502295799203,
8,depth-only bins,0.16609848995745902,9.0,648518346349539366,True,,8.0
1,dense PCA oracle,0.0,2.0,648518346349539095,False,,
1,morphology-aware paths,9.789141412563477e-17,1.0,648518346349539095,False,,
1,random paths,0.953125,0.046875,648518346349539095,False,0.21304202581158663,
1,shuffled ancestry,0.5,1.0,648518346349539095,False,0.5039526306789696,
1,depth-only bins,0.4505019750459427,2.0,648518346349539095,False,,1.0
2,dense PCA oracle,0.0,4.0,648518346349539095,False,,
2,morphology-aware paths,9.789141412563477e-17,1.0,648518346349539095,False,,
2,random paths,0.875,0.125,648518346349539095,False,0.33333333333333326,
2,shuffled ancestry,0.46875,1.0,648518346349539095,False,0.5029673851018478,
2,depth-only bins,3.838097705765131e-17,2.0,648518346349539095,False,,2.0
1,dense PCA oracle,0.5509162983859388,5.0,648518346349538332,True,,
1,morphology-aware paths,0.5550030437369938,2.0,648518346349538332,True,,
1,random paths,0.9407149714428162,0.40625,648518346349538332,True,0.12392249477889754,
1,shuffled ancestry,0.851485948796463,2.0,648518346349538332,True,0.13695825323999844,
1,depth-only bins,0.8407737599620582,5.0,648518346349538332,True,,1.0
2,dense PCA oracle,0.19645294623382492,10.0,648518346349538332,True,,
2,morphology-aware paths,0.20747985787551718,4.0,648518346349538332,True,,
2,random paths,0.8634354271002638,0.84375,648518346349538332,True,0.17636089444282776,
2,shuffled ancestry,0.7660698533676995,4.0,648518346349538332,True,0.1808455297128933,
2,depth-only bins,0.7736764144094304,5.0,648518346349538332,True,,2.0
4,dense PCA oracle,0.0,20.0,648518346349538332,True,,
4,morphology-aware paths,2.2048932582750484e-16,5.0,648518346349538332,True,,
4,random paths,0.681097674856834,1.84375,648518346349538332,True,0.24240092676326772,
4,shuffled ancestry,0.6281796367704083,5.0,648518346349538332,True,0.1560404722608329,
4,depth-only bins,0.4776560684337469,5.0,648518346349538332,True,,4.0
1,dense PCA oracle,0.4132975521711272,11.0,648518346349539785,True,,
1,morphology-aware paths,0.41505980569726314,1.0,648518346349539785,True,,
1,random paths,0.8170557457122045,0.46875,648518346349539785,True,0.2643701554952089,
1,shuffled ancestry,0.946087666737061,1.0,648518346349539785,True,0.15750125668545462,
1,depth-only bins,0.9819386561636861,11.0,648518346349539785,True,,1.0
2,dense PCA oracle,0.14207876232451772,22.0,648518346349539785,True,,
2,morphology-aware paths,0.41505980569726314,2.0,648518346349539785,True,,
2,random paths,0.5509157245292755,1.203125,648518346349539785,True,0.2847611389093878,
2,shuffled ancestry,0.855075941429168,2.0,648518346349539785,True,0.2505925298574362,
2,depth-only bins,0.9625149980211758,11.0,648518346349539785,True,,2.0
4,dense PCA oracle,0.0,44.0,648518346349539785,True,,
4,morphology-aware paths,8.437412977324865e-17,4.0,648518346349539785,True,,
4,random paths,0.36115386598738053,2.3125,648518346349539785,True,0.2920039736345596,
4,shuffled ancestry,0.6737396730133786,4.0,648518346349539785,True,0.3309970731043152,
4,depth-only bins,0.9059727785771567,11.0,648518346349539785,True,,4.0
8,dense PCA oracle,0.0,88.0,648518346349539785,True,,
8,morphology-aware paths,9.955245459892844e-17,5.0,648518346349539785,True,,
8,random paths,0.09640821867623078,4.46875,648518346349539785,True,0.16104791846178546,
8,shuffled ancestry,0.7089974994491663,5.0,648518346349539785,True,0.3138809820953696,
8,depth-only bins,0.04158747218013797,11.0,648518346349539785,True,,8.0
1,dense PCA oracle,0.4619221467264373,5.0,648518346349538251,False,,
1,morphology-aware paths,0.463654935225074,2.0,648518346349538251,False,,
1,random paths,0.8684644439848037,1.921875,648518346349538251,False,0.1547793517734538,
1,shuffled ancestry,0.8801277012730527,2.0,648518346349538251,False,0.13353079913999102,
1,depth-only bins,0.866925013676664,5.0,648518346349538251,False,,1.0
2,dense PCA oracle,0.2356817477690221,10.0,648518346349538251,False,,
2,morphology-aware paths,0.23931031708237638,4.0,648518346349538251,False,,
2,random paths,0.7287636911876824,3.203125,648518346349538251,False,0.1954641409372558,
2,shuffled ancestry,0.7601887256051463,4.0,648518346349538251,False,0.19133254354854395,
2,depth-only bins,0.701146958339299,5.0,648518346349538251,False,,2.0
4,dense PCA oracle,0.0,20.0,648518346349538251,False,,
4,morphology-aware paths,0.2174294870369959,12.0,648518346349538251,False,,
4,random paths,0.43701983723060367,6.75,648518346349538251,False,0.22021783431603886,
4,shuffled ancestry,0.3954959373090026,12.0,648518346349538251,False,0.21124270254136424,
4,depth-only bins,0.17396499768426285,5.0,648518346349538251,False,,4.0
