family,seed,contrast,difference
quartet,930912,fixed_exact_minus_estimated_exact,0.5613649441864297
quartet,930913,fixed_exact_minus_estimated_exact,0.3561324407426416
quartet,930914,fixed_exact_minus_estimated_exact,0.3941016661975376
quartet,930915,fixed_exact_minus_estimated_exact,0.6322762268619736
quartet,930916,fixed_exact_minus_estimated_exact,0.4078195073732687
quartet,930917,fixed_exact_minus_estimated_exact,0.48630491385195945
quartet,930918,fixed_exact_minus_estimated_exact,0.5273397227782344
quartet,930919,fixed_exact_minus_estimated_exact,0.1853057825469157
quartet,930920,fixed_exact_minus_estimated_exact,0.22481756319733842
quartet,930921,fixed_exact_minus_estimated_exact,0.8111878023239512
quartet,930922,fixed_exact_minus_estimated_exact,0.3365852413436576
quartet,930923,fixed_exact_minus_estimated_exact,0.5425813188673788
quartet,930924,fixed_exact_minus_estimated_exact,0.6814197176500394
quartet,930925,fixed_exact_minus_estimated_exact,0.38744474415195407
quartet,930926,fixed_exact_minus_estimated_exact,0.21663677718400748
quartet,930927,fixed_exact_minus_estimated_exact,0.4674603776471412
quartet,930928,fixed_exact_minus_estimated_exact,0.3908838180036852
quartet,930929,fixed_exact_minus_estimated_exact,0.2476623109198841
quartet,930910,estimated_broadcast_minus_exact,0.9595289880122138
quartet,930911,estimated_broadcast_minus_exact,0.9610496976615635
quartet,930912,estimated_broadcast_minus_exact,1.000534242805077
quartet,930913,estimated_broadcast_minus_exact,0.9783604203743417
quartet,930914,estimated_broadcast_minus_exact,0.9933477509916956
quartet,930915,estimated_broadcast_minus_exact,0.7892465899998097
quartet,930916,estimated_broadcast_minus_exact,0.9541850028203422
quartet,930917,estimated_broadcast_minus_exact,0.9670580752457089
quartet,930918,estimated_broadcast_minus_exact,1.0024356678979567
quartet,930919,estimated_broadcast_minus_exact,0.9877399234164687
quartet,930920,estimated_broadcast_minus_exact,1.0064848351576599
quartet,930921,estimated_broadcast_minus_exact,0.9626092623422119
quartet,930922,estimated_broadcast_minus_exact,1.0095035782276445
quartet,930923,estimated_broadcast_minus_exact,0.92693999089047
quartet,930924,estimated_broadcast_minus_exact,0.8616419249354266
quartet,930925,estimated_broadcast_minus_exact,1.0232551948346296
quartet,930926,estimated_broadcast_minus_exact,0.995837370696518
quartet,930927,estimated_broadcast_minus_exact,0.9322913574397936
quartet,930928,estimated_broadcast_minus_exact,1.051725284195987
quartet,930929,estimated_broadcast_minus_exact,1.0165101436577997
quartet,930910,estimated_exact_minus_oracle_exact,-0.0008379391801677967
quartet,930911,estimated_exact_minus_oracle_exact,-0.5269128528842187
quartet,930912,estimated_exact_minus_oracle_exact,-0.00016718854952489995
quartet,930913,estimated_exact_minus_oracle_exact,-6.359810350129932e-05
quartet,930914,estimated_exact_minus_oracle_exact,0.0009425625174391029
quartet,930915,estimated_exact_minus_oracle_exact,0.0003972534491060997
quartet,930916,estimated_exact_minus_oracle_exact,0.0
quartet,930917,estimated_exact_minus_oracle_exact,0.00039529841125970216
quartet,930918,estimated_exact_minus_oracle_exact,0.0
quartet,930919,estimated_exact_minus_oracle_exact,-0.1818136035046784
quartet,930920,estimated_exact_minus_oracle_exact,7.368791719450027e-05
quartet,930921,estimated_exact_minus_oracle_exact,0.0003132480824334996
quartet,930922,estimated_exact_minus_oracle_exact,0.0006387380302947977
quartet,930923,estimated_exact_minus_oracle_exact,-0.0008413860148448991
quartet,930924,estimated_exact_minus_oracle_exact,0.00014578084254019893
quartet,930925,estimated_exact_minus_oracle_exact,0.0007444238301041982
quartet,930926,estimated_exact_minus_oracle_exact,0.0
quartet,930927,estimated_exact_minus_oracle_exact,0.00029513950542840034
quartet,930928,estimated_exact_minus_oracle_exact,0.0015012050599717032
quartet,930929,estimated_exact_minus_oracle_exact,-0.00032685754954049975
random_interactions,930910,fixed_exact_minus_estimated_exact,0.6286168129899404
random_interactions,930911,fixed_exact_minus_estimated_exact,0.6850137705632845
random_interactions,930912,fixed_exact_minus_estimated_exact,0.4629195538668913
random_interactions,930913,fixed_exact_minus_estimated_exact,0.4489692925899612
random_interactions,930914,fixed_exact_minus_estimated_exact,0.6546855870630564
random_interactions,930915,fixed_exact_minus_estimated_exact,0.5421255247108454
random_interactions,930916,fixed_exact_minus_estimated_exact,-0.00030713921929470533
random_interactions,930917,fixed_exact_minus_estimated_exact,-0.3811689565168521
random_interactions,930918,fixed_exact_minus_estimated_exact,0.5392787983173728
random_interactions,930919,fixed_exact_minus_estimated_exact,0.2731977649585607
random_interactions,930920,fixed_exact_minus_estimated_exact,0.002081125867534672
random_interactions,930921,fixed_exact_minus_estimated_exact,0.593032243620768
random_interactions,930922,fixed_exact_minus_estimated_exact,-0.15496397076634927
random_interactions,930923,fixed_exact_minus_estimated_exact,-0.11363167638598193
random_interactions,930924,fixed_exact_minus_estimated_exact,0.2727372984640632
random_interactions,930925,fixed_exact_minus_estimated_exact,-0.17279479475717596
random_interactions,930926,fixed_exact_minus_estimated_exact,0.01973615963773523
random_interactions,930927,fixed_exact_minus_estimated_exact,0.8421721963691411
random_interactions,930928,fixed_exact_minus_estimated_exact,0.12119596131195032
random_interactions,930929,fixed_exact_minus_estimated_exact,0.3250755540441787
random_interactions,930910,estimated_broadcast_minus_exact,0.43793576385029076
random_interactions,930911,estimated_broadcast_minus_exact,0.8924177009322382
random_interactions,930912,estimated_broadcast_minus_exact,0.8890039255514317
random_interactions,930913,estimated_broadcast_minus_exact,0.8007788313633125
random_interactions,930914,estimated_broadcast_minus_exact,0.8431778088354724
random_interactions,930915,estimated_broadcast_minus_exact,0.4314626514152612
random_interactions,930916,estimated_broadcast_minus_exact,0.2500356741511842
random_interactions,930917,estimated_broadcast_minus_exact,0.09316564317058074
random_interactions,930918,estimated_broadcast_minus_exact,0.9471947315796674
random_interactions,930919,estimated_broadcast_minus_exact,0.6180562956468445
random_interactions,930920,estimated_broadcast_minus_exact,0.7059765361278239
random_interactions,930921,estimated_broadcast_minus_exact,0.11972206150604792
random_interactions,930922,estimated_broadcast_minus_exact,0.17633695143779926
random_interactions,930923,estimated_broadcast_minus_exact,0.19734221102218363
random_interactions,930924,estimated_broadcast_minus_exact,0.6265047858420854
random_interactions,930925,estimated_broadcast_minus_exact,0.17120378376391354
random_interactions,930926,estimated_broadcast_minus_exact,0.33071130616097344
random_interactions,930927,estimated_broadcast_minus_exact,0.8299820097238917
random_interactions,930928,estimated_broadcast_minus_exact,0.4483182214950514
random_interactions,930929,estimated_broadcast_minus_exact,0.6576649912886219
random_interactions,930910,estimated_exact_minus_oracle_exact,0.0
random_interactions,930911,estimated_exact_minus_oracle_exact,0.0
random_interactions,930912,estimated_exact_minus_oracle_exact,0.00037790511050220243
random_interactions,930913,estimated_exact_minus_oracle_exact,0.003603092042769207
random_interactions,930914,estimated_exact_minus_oracle_exact,0.0004028323031927128
random_interactions,930915,estimated_exact_minus_oracle_exact,0.0
random_interactions,930916,estimated_exact_minus_oracle_exact,0.5306972941801392
random_interactions,930917,estimated_exact_minus_oracle_exact,0.6764497289172006
random_interactions,930918,estimated_exact_minus_oracle_exact,0.0
random_interactions,930919,estimated_exact_minus_oracle_exact,0.0
random_interactions,930920,estimated_exact_minus_oracle_exact,0.12044720918080581
random_interactions,930921,estimated_exact_minus_oracle_exact,-0.032143452909287495
random_interactions,930922,estimated_exact_minus_oracle_exact,0.0
random_interactions,930923,estimated_exact_minus_oracle_exact,0.35953662110028034
random_interactions,930924,estimated_exact_minus_oracle_exact,-0.002484976277480677
random_interactions,930925,estimated_exact_minus_oracle_exact,0.49546671290065164
random_interactions,930926,estimated_exact_minus_oracle_exact,0.3304692024625447
random_interactions,930927,estimated_exact_minus_oracle_exact,0.0
random_interactions,930928,estimated_exact_minus_oracle_exact,0.0821876935704896
random_interactions,930929,estimated_exact_minus_oracle_exact,0.0
