family,calibration_rows,calibration_noise_sd,policy,seed_count,mean_test_nmse,mean_regret,regret_ci_low,regret_ci_high
nested_prefix,256,0.0,two_sweep_pilot,20,0.5060106717006091,0.15795703039996972,0.09587091526366885,0.22063873000768058
nested_prefix,256,0.0,uniform_random_expectation,20,0.5702378068100196,0.22218416550938014,0.18099317559591502,0.26079594334337314
nested_prefix,256,0.5,development_best_fixed,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,256,0.5,estimated_adaptive_dp,20,0.00133196485366679,-0.34672167644697255,-0.39748939686715673,-0.29919163959642053
nested_prefix,256,0.5,estimated_cut,20,0.39972153785988435,0.051667896559245086,0.00477683960781488,0.12054109615697733
nested_prefix,256,0.5,fixed_balanced,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,256,0.5,fixed_comb,20,0.5855960941680121,0.2375424528673728,0.18490293450842413,0.2857537669545004
nested_prefix,256,0.5,fixed_mixed,20,0.5996267585840368,0.2515731172833976,0.18214745740876867,0.3266765698590616
nested_prefix,256,0.5,observed_rank_only,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,256,0.5,oracle_adaptive_dp,20,0.001366417228765925,-0.34668722407187336,-0.3974441458365673,-0.2991525072616487
nested_prefix,256,0.5,oracle_best_trained_menu,20,0.3480536413006393,0.0,0.0,0.0
nested_prefix,256,0.5,oracle_full_target_cut,20,0.3596791828288676,0.011625541528228358,0.0002174304135686811,0.030098951412585638
nested_prefix,256,0.5,two_sweep_pilot,20,0.5275116554199755,0.17945801411933626,0.10351741543400035,0.2655790260983087
nested_prefix,256,0.5,uniform_random_expectation,20,0.5702378068100196,0.22218416550938014,0.18099317559591502,0.26079594334337314
nested_prefix,1024,0.0,development_best_fixed,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.0,estimated_cut,20,0.35972741494593796,0.011673773645298683,0.0002174304135686811,0.030257648445553197
nested_prefix,1024,0.0,fixed_balanced,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.0,fixed_comb,20,0.5855960941680121,0.2375424528673728,0.18490293450842413,0.2857537669545004
nested_prefix,1024,0.0,fixed_mixed,20,0.5996267585840368,0.2515731172833976,0.18214745740876867,0.3266765698590616
nested_prefix,1024,0.0,observed_rank_only,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.0,oracle_best_trained_menu,20,0.3480536413006393,0.0,0.0,0.0
nested_prefix,1024,0.0,oracle_full_target_cut,20,0.3596791828288676,0.011625541528228358,0.0002174304135686811,0.030098951412585638
nested_prefix,1024,0.0,two_sweep_pilot,20,0.43537243306974294,0.08731879176910358,0.03599707440228035,0.14605819789337382
nested_prefix,1024,0.0,uniform_random_expectation,20,0.5702378068100196,0.22218416550938014,0.18099317559591502,0.26079594334337314
nested_prefix,1024,0.5,development_best_fixed,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.5,estimated_cut,20,0.37722477491508466,0.02917113361444538,0.001378501775211176,0.06249643318788104
nested_prefix,1024,0.5,fixed_balanced,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.5,fixed_comb,20,0.5855960941680121,0.2375424528673728,0.18490293450842413,0.2857537669545004
nested_prefix,1024,0.5,fixed_mixed,20,0.5996267585840368,0.2515731172833976,0.18214745740876867,0.3266765698590616
nested_prefix,1024,0.5,observed_rank_only,20,0.5426056331147154,0.19455199181407606,0.13420718659233546,0.2566846745514953
nested_prefix,1024,0.5,oracle_best_trained_menu,20,0.3480536413006393,0.0,0.0,0.0
nested_prefix,1024,0.5,oracle_full_target_cut,20,0.3596791828288676,0.011625541528228358,0.0002174304135686811,0.030098951412585638
nested_prefix,1024,0.5,two_sweep_pilot,20,0.46516032875433055,0.11710668745369121,0.07069936990201997,0.16605829740098707
nested_prefix,1024,0.5,uniform_random_expectation,20,0.5702378068100196,0.22218416550938014,0.18099317559591502,0.26079594334337314
quartet,64,0.0,development_best_fixed,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,64,0.0,estimated_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
quartet,64,0.0,fixed_balanced,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,64,0.0,fixed_comb,20,0.42869228947134974,0.1389030889501045,0.03481064933458153,0.2523996226036141
quartet,64,0.0,fixed_mixed,20,0.3650993841701226,0.07531018364887733,0.017283074898268563,0.1448323874391876
quartet,64,0.0,observed_rank_only,20,0.3539371822189416,0.06414798169769632,0.003680497322744972,0.13084363659726211
quartet,64,0.0,oracle_best_trained_menu,20,0.28978920052124535,0.0,0.0,0.0
quartet,64,0.0,oracle_full_target_cut,20,0.3247944016272378,0.03500520110599256,0.001993246414382477,0.08712185412262662
