family,calibration_rows,calibration_noise_sd,policy,mean_test_nmse,ci95_low,ci95_high,n_seeds
random_interactions,256,0.0,uniform_random_expectation,0.5828822269980962,0.5309314524812544,0.6288242178733507,20
random_interactions,256,0.5,development_best_fixed,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,256,0.5,estimated_adaptive_dp,0.2793689711655016,0.20990028214496576,0.3590893178133411,20
random_interactions,256,0.5,estimated_cut,0.4648952390983444,0.381158024218711,0.5502543640743088,20
random_interactions,256,0.5,fixed_balanced,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,256,0.5,fixed_comb,0.6267988621602256,0.5625976211786896,0.682884023036436,20
random_interactions,256,0.5,fixed_mixed,0.571333051876217,0.49958731976261433,0.639064024859704,20
random_interactions,256,0.5,observed_rank_only,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,256,0.5,oracle_adaptive_dp,0.24298305476647558,0.19659265777779503,0.2879972949970561,20
random_interactions,256,0.5,oracle_best_trained_menu,0.42610899037303573,0.35948538494237603,0.49448824572452893,20
random_interactions,256,0.5,oracle_full_target_cut,0.45058049046359294,0.37200113187696854,0.5309124648929194,20
random_interactions,256,0.5,two_sweep_pilot,0.5038004159458314,0.4393157700074517,0.565067974816312,20
random_interactions,256,0.5,uniform_random_expectation,0.5828822269980962,0.5309314524812544,0.6288242178733507,20
random_interactions,1024,0.0,development_best_fixed,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.0,estimated_cut,0.45058049046359294,0.37200113187696854,0.5309124648929194,20
random_interactions,1024,0.0,fixed_balanced,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.0,fixed_comb,0.6267988621602256,0.5625976211786896,0.682884023036436,20
random_interactions,1024,0.0,fixed_mixed,0.571333051876217,0.49958731976261433,0.639064024859704,20
random_interactions,1024,0.0,observed_rank_only,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.0,oracle_best_trained_menu,0.42610899037303573,0.35948538494237603,0.49448824572452893,20
random_interactions,1024,0.0,oracle_full_target_cut,0.45058049046359294,0.37200113187696854,0.5309124648929194,20
random_interactions,1024,0.0,two_sweep_pilot,0.512886859602823,0.43008833728216683,0.5937617988142411,20
random_interactions,1024,0.0,uniform_random_expectation,0.5828822269980962,0.5309314524812544,0.6288242178733507,20
random_interactions,1024,0.5,development_best_fixed,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.5,estimated_cut,0.47802843633612946,0.3941044461448709,0.5647708540256793,20
random_interactions,1024,0.5,fixed_balanced,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.5,fixed_comb,0.6267988621602256,0.5625976211786896,0.682884023036436,20
random_interactions,1024,0.5,fixed_mixed,0.571333051876217,0.49958731976261433,0.639064024859704,20
random_interactions,1024,0.5,observed_rank_only,0.5522166294244502,0.49224735698716215,0.6098542280328053,20
random_interactions,1024,0.5,oracle_best_trained_menu,0.42610899037303573,0.35948538494237603,0.49448824572452893,20
random_interactions,1024,0.5,oracle_full_target_cut,0.45058049046359294,0.37200113187696854,0.5309124648929194,20
random_interactions,1024,0.5,two_sweep_pilot,0.47324749814442135,0.4017550711863254,0.5490636894239623,20
random_interactions,1024,0.5,uniform_random_expectation,0.5828822269980962,0.5309314524812544,0.6288242178733507,20
