root_id,stream,method,requested_channels,effective_rank,wiring_nonzeros,n_weighted_coordinates
864691136043380566,3,random paths,8,8,31,55
864691136043380566,3,depth bins,8,8,55,55
864691136043380566,3,ancestry-shuffled paths,8,8,27,55
864691136043380566,4,morphology-selected paths,8,8,27,55
864691136043380566,4,random paths,8,8,23,55
864691136043380566,4,depth bins,8,8,55,55
864691136043380566,4,ancestry-shuffled paths,8,8,27,55
864691136043380566,5,morphology-selected paths,8,8,27,55
864691136043380566,5,random paths,8,8,16,55
864691136043380566,5,depth bins,8,8,55,55
864691136043380566,5,ancestry-shuffled paths,8,8,27,55
864691136043380566,6,morphology-selected paths,8,8,27,55
864691136043380566,6,random paths,8,8,43,55
864691136043380566,6,depth bins,8,8,55,55
864691136043380566,6,ancestry-shuffled paths,8,8,27,55
864691136043380566,7,morphology-selected paths,8,8,27,55
864691136043380566,7,random paths,8,8,64,55
864691136043380566,7,depth bins,8,8,55,55
864691136043380566,7,ancestry-shuffled paths,8,7,27,55
864691136043380566,8,morphology-selected paths,8,8,27,55
864691136043380566,8,random paths,8,8,49,55
864691136043380566,8,depth bins,8,8,55,55
864691136043380566,8,ancestry-shuffled paths,8,8,27,55
864691136043380566,9,morphology-selected paths,8,8,27,55
864691136043380566,9,random paths,8,8,22,55
864691136043380566,9,depth bins,8,8,55,55
864691136043380566,9,ancestry-shuffled paths,8,8,27,55
864691136043380566,10,morphology-selected paths,8,8,27,55
864691136043380566,10,random paths,8,8,35,55
864691136043380566,10,depth bins,8,8,55,55
864691136043380566,10,ancestry-shuffled paths,8,8,27,55
864691136043380566,11,morphology-selected paths,8,8,27,55
864691136043380566,11,random paths,8,8,36,55
864691136043380566,11,depth bins,8,8,55,55
864691136043380566,11,ancestry-shuffled paths,8,8,27,55
864691136043380566,12,morphology-selected paths,8,8,27,55
864691136043380566,12,random paths,8,8,25,55
864691136043380566,12,depth bins,8,8,55,55
864691136043380566,12,ancestry-shuffled paths,8,8,27,55
864691136043380566,13,morphology-selected paths,8,8,27,55
864691136043380566,13,random paths,8,8,15,55
864691136043380566,13,depth bins,8,8,55,55
864691136043380566,13,ancestry-shuffled paths,8,8,27,55
864691136043380566,14,morphology-selected paths,8,8,27,55
864691136043380566,14,random paths,8,8,72,55
864691136043380566,14,depth bins,8,8,55,55
864691136043380566,14,ancestry-shuffled paths,8,8,27,55
864691136043380566,15,morphology-selected paths,8,8,27,55
864691136043380566,15,random paths,8,8,45,55
864691136043380566,15,depth bins,8,8,55,55
864691136043380566,15,ancestry-shuffled paths,8,8,27,55
864691136043380566,16,morphology-selected paths,8,8,27,55
864691136043380566,16,random paths,8,8,21,55
864691136043380566,16,depth bins,8,8,55,55
864691136043380566,16,ancestry-shuffled paths,8,8,27,55
864691136043380566,17,morphology-selected paths,8,8,27,55
864691136043380566,17,random paths,8,8,78,55
864691136043380566,17,depth bins,8,8,55,55
864691136043380566,17,ancestry-shuffled paths,8,7,27,55
864691136043380566,18,morphology-selected paths,8,8,27,55
864691136043380566,18,random paths,8,8,43,55
864691136043380566,18,depth bins,8,8,55,55
864691136043380566,18,ancestry-shuffled paths,8,8,27,55
864691136043380566,19,morphology-selected paths,8,8,27,55
864691136043380566,19,random paths,8,8,51,55
864691136043380566,19,depth bins,8,8,55,55
864691136043380566,19,ancestry-shuffled paths,8,7,27,55
864691136043380566,20,morphology-selected paths,8,8,27,55
864691136043380566,20,random paths,8,8,21,55
864691136043380566,20,depth bins,8,8,55,55
864691136043380566,20,ancestry-shuffled paths,8,8,27,55
864691136043380566,21,morphology-selected paths,8,8,27,55
864691136043380566,21,random paths,8,8,81,55
864691136043380566,21,depth bins,8,8,55,55
864691136043380566,21,ancestry-shuffled paths,8,8,27,55
864691136043380566,22,morphology-selected paths,8,8,27,55
864691136043380566,22,random paths,8,8,36,55
864691136043380566,22,depth bins,8,8,55,55
864691136043380566,22,ancestry-shuffled paths,8,8,27,55
864691136043380566,23,morphology-selected paths,8,8,27,55
864691136043380566,23,random paths,8,8,35,55
864691136043380566,23,depth bins,8,8,55,55
864691136043380566,23,ancestry-shuffled paths,8,7,27,55
864691136043380566,24,morphology-selected paths,8,8,27,55
864691136043380566,24,random paths,8,8,85,55
864691136043380566,24,depth bins,8,8,55,55
864691136043380566,24,ancestry-shuffled paths,8,8,27,55
864691136043380566,25,morphology-selected paths,8,8,27,55
864691136043380566,25,random paths,8,8,15,55
864691136043380566,25,depth bins,8,8,55,55
864691136043380566,25,ancestry-shuffled paths,8,8,27,55
864691136043380566,26,morphology-selected paths,8,8,27,55
864691136043380566,26,random paths,8,8,17,55
864691136043380566,26,depth bins,8,8,55,55
864691136043380566,26,ancestry-shuffled paths,8,8,27,55
864691136043380566,27,morphology-selected paths,8,8,27,55
864691136043380566,27,random paths,8,8,57,55
864691136043380566,27,depth bins,8,8,55,55
864691136043380566,27,ancestry-shuffled paths,8,8,27,55
864691136043380566,28,morphology-selected paths,8,8,27,55
864691136043380566,28,random paths,8,8,16,55
864691136043380566,28,depth bins,8,8,55,55
864691136043380566,28,ancestry-shuffled paths,8,8,27,55
864691136043380566,29,morphology-selected paths,8,8,27,55
864691136043380566,29,random paths,8,8,8,55
864691136043380566,29,depth bins,8,8,55,55
864691136043380566,29,ancestry-shuffled paths,8,8,27,55
864691136043380566,30,morphology-selected paths,8,8,27,55
864691136043380566,30,random paths,8,8,88,55
864691136043380566,30,depth bins,8,8,55,55
864691136043380566,30,ancestry-shuffled paths,8,8,27,55
864691136043380566,31,morphology-selected paths,8,8,27,55
864691136043380566,31,random paths,8,8,33,55
864691136043380566,31,depth bins,8,8,55,55
864691136043380566,31,ancestry-shuffled paths,8,7,27,55
864691136043380566,32,morphology-selected paths,8,8,27,55
864691136043380566,32,random paths,8,8,60,55
864691136043380566,32,depth bins,8,8,55,55
864691136043380566,32,ancestry-shuffled paths,8,8,27,55
864691136043380566,33,morphology-selected paths,8,8,27,55
864691136043380566,33,random paths,8,8,66,55
864691136043380566,33,depth bins,8,8,55,55
864691136043380566,33,ancestry-shuffled paths,8,8,27,55
864691136043380566,34,morphology-selected paths,8,8,27,55
864691136043380566,34,random paths,8,8,36,55
864691136043380566,34,depth bins,8,8,55,55
864691136043380566,34,ancestry-shuffled paths,8,7,27,55
864691136043380566,35,morphology-selected paths,8,8,27,55
864691136043380566,35,random paths,8,8,34,55
864691136043380566,35,depth bins,8,8,55,55
864691136043380566,35,ancestry-shuffled paths,8,8,27,55
864691136043380566,36,morphology-selected paths,8,8,27,55
864691136043380566,36,random paths,8,8,29,55
864691136043380566,36,depth bins,8,8,55,55
864691136043380566,36,ancestry-shuffled paths,8,8,27,55
864691136043380566,37,morphology-selected paths,8,8,27,55
864691136043380566,37,random paths,8,8,25,55
864691136043380566,37,depth bins,8,8,55,55
864691136043380566,37,ancestry-shuffled paths,8,8,27,55
864691136043380566,38,morphology-selected paths,8,8,27,55
864691136043380566,38,random paths,8,8,21,55
864691136043380566,38,depth bins,8,8,55,55
864691136043380566,38,ancestry-shuffled paths,8,7,27,55
864691136043380566,39,morphology-selected paths,8,8,27,55
864691136043380566,39,random paths,8,8,15,55
864691136043380566,39,depth bins,8,8,55,55
864691136043380566,39,ancestry-shuffled paths,8,8,27,55
