seed,reliability_heterogeneity,branch,signal_energy,noise_energy,signal_to_noise,optimal_reliability_gain,coefficient_noise_sd
7115,1,2,2.460138897e-05,5.797116667e-05,0.4243728457,0.2979366301,1.550152078
7115,1,3,3.002880596e-05,3.995969836e-05,0.7514772931,0.4290534031,1.276212828
7115,1,4,2.508994809e-05,1.885452627e-05,1.330712197,0.5709465969,0.8837301665
7115,1,5,3.119389061e-05,1.323784012e-05,2.356418442,0.7020633699,0.734197199
7115,1,6,3.464444956e-05,8.302578243e-06,4.172733884,0.8066786302,0.5835876318
7115,1,7,3.001299872e-05,4.061817683e-06,7.389056099,0.880797078,0.4101662229
7115,1.5,0,2.388658833e-05,0.0004797749519,0.04978706837,0.04742587318,4.463471414
7115,1.5,1,2.704449391e-05,0.0002305206797,0.1173191661,0.105000585,3.106643454
7115,1.5,2,2.460138897e-05,8.898939356e-05,0.2764530466,0.2165790958,1.920602147
7115,1.5,3,3.002880596e-05,4.609610924e-05,0.6514390575,0.3944675128,1.370705452
7115,1.5,4,2.508994809e-05,1.634457214e-05,1.535063009,0.6055324872,0.8228082653
7115,1.5,5,3.119389061e-05,8.623646095e-06,3.617250785,0.7834209042,0.5925835892
7115,1.5,6,3.464444956e-05,4.064457932e-06,8.523756461,0.894999415,0.4083202391
7115,1.5,7,3.001299872e-05,1.494259219e-06,20.08553692,0.9525741268,0.2487783898
7115,2,0,2.388658833e-05,0.001304163533,0.01831563889,0.03,7.359020262
7115,2,1,2.704449391e-05,0.0004708908326,0.05743261927,0.05431326613,4.440139191
7115,2,2,2.460138897e-05,0.0001366043263,0.1800923121,0.1526086648,2.379581113
7115,2,3,3.002880596e-05,5.317485802e-05,0.564718122,0.3609072548,1.472194444
7115,2,4,2.508994809e-05,1.416874837e-05,1.770794952,0.6390927452,0.7660861507
7115,2,5,3.119389061e-05,5.617779884e-06,5.552707876,0.8473913352,0.4782847314
7115,2,6,3.464444956e-05,1.989721481e-06,17.41170806,0.9456867339,0.2856904578
7115,2,7,3.001299872e-05,5.497072466e-07,54.59815003,0.98201379,0.1508917209
7116,0,0,2.535823179e-05,2.535823179e-05,1,0.5,1.027375277
7116,0,1,2.584231e-05,2.584231e-05,1,0.5,1.032716656
7116,0,2,2.757817266e-05,2.757817266e-05,1,0.5,1.064389941
7116,0,3,3.018151001e-05,3.018151001e-05,1,0.5,1.116532024
7116,0,4,2.28255758e-05,2.28255758e-05,1,0.5,0.9693779244
7116,0,5,2.342290847e-05,2.342290847e-05,1,0.5,0.9842312532
7116,0,6,2.609329038e-05,2.609329038e-05,1,0.5,1.044953286
7116,0,7,3.104746983e-05,3.104746983e-05,1,0.5,1.134412593
7116,0.5,0,2.535823179e-05,6.893082069e-05,0.3678794412,0.2689414214,1.693855472
7116,0.5,1,2.584231e-05,5.27887862e-05,0.4895416596,0.3286525465,1.475999987
7116,0.5,2,2.757817266e-05,4.233423272e-05,0.6514390575,0.3944675128,1.318754227
7116,0.5,3,3.018151001e-05,3.481633344e-05,0.8668778998,0.4643463292,1.199201652
7116,0.5,4,2.28255758e-05,1.978698721e-05,1.153564995,0.5356536708,0.9025517049
7116,0.5,5,2.342290847e-05,1.525859742e-05,1.535063009,0.6055324872,0.7943905116
7116,0.5,6,2.609329038e-05,1.277375267e-05,2.04272707,0.6713474535,0.731125117
7116,0.5,7,3.104746983e-05,1.142172585e-05,2.718281828,0.7310585786,0.6880560182
7116,1,0,2.535823179e-05,0.0001873733973,0.1353352832,0.119202922,2.792695546
7116,1,1,2.584231e-05,0.0001078330826,0.2396510364,0.1933213698,2.109558269
7116,1,2,2.757817266e-05,6.498571467e-05,0.4243728457,0.2979366301,1.633905625
7116,1,3,3.018151001e-05,4.016290351e-05,0.7514772931,0.4290534031,1.287992258
7116,1,4,2.28255758e-05,1.715290192e-05,1.330712197,0.5709465969,0.8403322992
7116,1,5,2.342290847e-05,9.940046322e-06,2.356418442,0.7020633699,0.64116668
7116,1,6,2.609329038e-05,6.253284083e-06,4.172733884,0.8066786302,0.5115481658
7116,1,7,3.104746983e-05,4.201818123e-06,7.389056099,0.880797078,0.4173270706
7116,1.5,0,2.535823179e-05,0.000509333701,0.04978706837,0.04742587318,4.604376549
7116,1.5,1,2.584231e-05,0.0002202735568,0.1173191661,0.105000585,3.015065128
7116,1.5,2,2.757817266e-05,9.975716672e-05,0.2764530466,0.2165790958,2.024370833
7116,1.5,3,3.018151001e-05,4.633051958e-05,0.6514390575,0.3944675128,1.383357048
7116,1.5,4,2.28255758e-05,1.486947159e-05,1.535063009,0.6055324872,0.7824021264
7116,1.5,5,2.342290847e-05,6.475334408e-06,3.617250785,0.7834209042,0.5174970062
7116,1.5,6,2.609329038e-05,3.061243068e-06,8.523756461,0.894999415,0.3579162031
7116,1.5,7,3.104746983e-05,1.545762503e-06,20.08553692,0.9525741268,0.2531216635
7116,2,0,2.535823179e-05,0.001384512544,0.01831563889,0.03,7.591333554
7116,2,1,2.584231e-05,0.0004499587574,0.05743261927,0.05431326613,4.309251782
7116,2,2,2.757817266e-05,0.0001531335365,0.1800923121,0.1526086648,2.508148086
7116,2,3,3.018151001e-05,5.344526559e-05,0.564718122,0.3609072548,1.485782783
7116,2,4,2.28255758e-05,1.28900163e-05,1.770794952,0.6390927452,0.7284654986
7116,2,5,2.342290847e-05,4.218285744e-06,5.552707876,0.8473913352,0.4176810177
7116,2,6,2.609329038e-05,1.498606012e-06,17.41170806,0.9456867339,0.250424138
7116,2,7,3.104746983e-05,5.686542457e-07,54.59815003,0.98201379,0.1535260495
7117,0,0,2.35037556e-05,2.35037556e-05,1,0.5,0.9825271049
7117,0,1,2.678646096e-05,2.678646096e-05,1,0.5,1.052505557
7117,0,2,2.993647953e-05,2.993647953e-05,1,0.5,1.11127942
7117,0,3,2.643834896e-05,2.643834896e-05,1,0.5,1.046264641
7117,0,4,3.775614729e-05,3.775614729e-05,1,0.5,1.24119883
7117,0,5,2.629396711e-05,2.629396711e-05,1,0.5,1.038151143
7117,0,6,2.13293429e-05,2.13293429e-05,1,0.5,0.9382772582
7117,0,7,2.745370815e-05,2.745370815e-05,1,0.5,1.057520064
7117,0.5,0,2.35037556e-05,6.388983175e-05,0.3678794412,0.2689414214,1.619913337
7117,0.5,1,2.678646096e-05,5.471742893e-05,0.4895416596,0.3286525465,1.504283076
7117,0.5,2,2.993647953e-05,4.595438235e-05,0.6514390575,0.3944675128,1.376849195
7117,0.5,3,2.643834896e-05,3.049835388e-05,0.8668778998,0.4643463292,1.123731572
7117,0.5,4,3.775614729e-05,3.272996966e-05,1.153564995,0.5356536708,1.155634033
7117,0.5,5,2.629396711e-05,1.712891715e-05,1.535063009,0.6055324872,0.8379102113
7117,0.5,6,2.13293429e-05,1.044160192e-05,2.04272707,0.6713474535,0.65648683
7117,0.5,7,2.745370815e-05,1.009965481e-05,2.718281828,0.7310585786,0.6414183421
7117,1,0,2.35037556e-05,0.0001736705687,0.1353352832,0.119202922,2.670785575
7117,1,1,2.678646096e-05,0.0001117727733,0.2396510364,0.1933213698,2.149981593
7117,1,2,2.993647953e-05,7.054287246e-05,0.4243728457,0.2979366301,1.705883931
7117,1,3,2.643834896e-05,3.518183344e-05,0.7514772931,0.4290534031,1.206934265
7117,1,4,3.775614729e-05,2.837288736e-05,1.330712197,0.5709465969,1.075967835
7117,1,5,2.629396711e-05,1.115844565e-05,2.356418442,0.7020633699,0.676292202
7117,1,6,2.13293429e-05,5.111599133e-06,4.172733884,0.8066786302,0.4593258061
7117,1,7,2.745370815e-05,3.715455368e-06,7.389056099,0.880797078,0.3890398902
7117,1.5,0,2.35037556e-05,0.0004720855509,0.04978706837,0.04742587318,4.403380987
7117,1.5,1,2.678646096e-05,0.0002283212697,0.1173191661,0.105000585,3.072839761
7117,1.5,2,2.993647953e-05,0.0001082877541,0.2764530466,0.2165790958,2.113550268
7117,1.5,3,2.643834896e-05,4.058453151e-05,0.6514390575,0.3944675128,1.296297405
7117,1.5,4,3.775614729e-05,2.4595829e-05,1.535063009,0.6055324872,1.001793603
7117,1.5,5,2.629396711e-05,7.269047316e-06,3.617250785,0.7834209042,0.5458474384
7117,1.5,6,2.13293429e-05,2.502340723e-06,8.523756461,0.894999415,0.3213776522
7117,1.5,7,2.745370815e-05,1.366839645e-06,20.08553692,0.9525741268,0.2359646212
7117,2,0,2.35037556e-05,0.001283261575,0.01831563889,0.03,7.259947897
7117,2,1,2.678646096e-05,0.0004663980383,0.05743261927,0.05431326613,4.3918256
7117,2,2,2.993647953e-05,0.0001662285257,0.1800923121,0.1526086648,2.61863932
7117,2,3,2.643834896e-05,4.681689488e-05,0.564718122,0.3609072548,1.39227712
7117,2,4,3.775614729e-05,2.132158059e-05,1.770794952,0.6390927452,0.9327327368
7117,2,5,2.629396711e-05,4.735341333e-06,5.552707876,0.8473913352,0.4405631547
7117,2,6,2.13293429e-05,1.22500003e-06,17.41170806,0.9456867339,0.2248591174
7117,2,7,2.745370815e-05,5.028322046e-07,54.59815003,0.98201379,0.1431197774
7118,0,0,2.443696821e-05,2.443696821e-05,1,0.5,1.006336619
7118,0,1,2.010749009e-05,2.010749009e-05,1,0.5,0.9120387224
7118,0,2,4.000484733e-05,4.000484733e-05,1,0.5,1.270706981
7118,0,3,1.997154911e-05,1.997154911e-05,1,0.5,0.9073775959
7118,0,4,2.274064483e-05,2.274064483e-05,1,0.5,0.9659448637
7118,0,5,3.186105164e-05,3.186105164e-05,1,0.5,1.153588456
7118,0,6,4.003681478e-05,4.003681478e-05,1,0.5,1.278959743
7118,0,7,2.437090134e-05,2.437090134e-05,1,0.5,0.9978173574
7118,0.5,0,2.443696821e-05,6.642656663e-05,0.3678794412,0.2689414214,1.65916859
7118,0.5,1,2.010749009e-05,4.107411431e-05,0.4895416596,0.3286525465,1.303522253
7118,0.5,2,4.000484733e-05,6.140996133e-05,0.6514390575,0.3944675128,1.574376211
7118,0.5,3,1.997154911e-05,2.303847995e-05,0.8668778998,0.4643463292,0.9745611313
7118,0.5,4,2.274064483e-05,1.971336243e-05,1.153564995,0.5356536708,0.8993553099
7118,0.5,5,3.186105164e-05,2.075553345e-05,1.535063009,0.6055324872,0.9310817159
7118,0.5,6,4.003681478e-05,1.959968875e-05,2.04272707,0.6713474535,0.8948530083
7118,0.5,7,2.437090134e-05,8.965553565e-06,2.718281828,0.7310585786,0.60520682
7118,1,0,2.443696821e-05,0.000180566129,0.1353352832,0.119202922,2.735506546
7118,1,1,2.010749009e-05,8.39032052e-05,0.2396510364,0.1933213698,1.863046187
7118,1,2,4.000484733e-05,9.426816003e-05,0.4243728457,0.2979366301,1.950615282
7118,1,3,1.997154911e-05,2.657638401e-05,0.7514772931,0.4290534031,1.046719032
7118,1,4,2.274064483e-05,1.708907822e-05,1.330712197,0.5709465969,0.8373562548
7118,1,5,3.186105164e-05,1.352096515e-05,2.356418442,0.7020633699,0.7514925769
7118,1,6,4.003681478e-05,9.594864159e-06,4.172733884,0.8066786302,0.6261040749
7118,1,7,2.437090134e-05,3.298242835e-06,7.389056099,0.880797078,0.3670764918
7118,1.5,0,2.443696821e-05,0.0004908296273,0.04978706837,0.04742587318,4.510087828
7118,1.5,1,2.010749009e-05,0.0001713913485,0.1173191661,0.105000585,2.662740193
7118,1.5,2,4.000484733e-05,0.0001447075654,0.2764530466,0.2165790958,2.416766685
7118,1.5,3,1.997154911e-05,3.065758628e-05,0.6514390575,0.3944675128,1.124219606
7118,1.5,4,2.274064483e-05,1.481414424e-05,1.535063009,0.6055324872,0.7796312422
7118,1.5,5,3.186105164e-05,8.808084796e-06,3.617250785,0.7834209042,0.6065429955
7118,1.5,6,4.003681478e-05,4.697085724e-06,8.523756461,0.894999415,0.4380678267
7118,1.5,7,2.437090134e-05,1.213355731e-06,20.08553692,0.9525741268,0.2226431467
7118,2,0,2.443696821e-05,0.001334213257,0.01831563889,0.03,7.435877734
7118,2,1,2.010749009e-05,0.0003501057473,0.05743261927,0.05431326613,3.80569488
7118,2,2,4.000484733e-05,0.0002221352308,0.1800923121,0.1526086648,2.994317364
7118,2,3,1.997154911e-05,3.536551836e-05,0.564718122,0.3609072548,1.207458435
7118,2,4,2.274064483e-05,1.284205424e-05,1.770794952,0.6390927452,0.7258856315
7118,2,5,3.186105164e-05,5.737930458e-06,5.552707876,0.8473913352,0.489551616
7118,2,6,4.003681478e-05,2.29941914e-06,17.41170806,0.9456867339,0.3065040279
7118,2,7,2.437090134e-05,4.463686283e-07,54.59815003,0.98201379,0.1350398947
7119,0,0,2.635027636e-05,2.635027636e-05,1,0.5,1.038571574
7119,0,1,2.302598184e-05,2.302598184e-05,1,0.5,0.9822860239
7119,0,2,2.837593767e-05,2.837593767e-05,1,0.5,1.084538189
7119,0,3,3.283883571e-05,3.283883571e-05,1,0.5,1.172195531
7119,0,4,3.215676946e-05,3.215676946e-05,1,0.5,1.147278624
7119,0,5,2.855921237e-05,2.855921237e-05,1,0.5,1.077117625
7119,0,6,2.643381029e-05,2.643381029e-05,1,0.5,1.03675931
7119,0,7,2.703150347e-05,2.703150347e-05,1,0.5,1.054525028
7119,0.5,0,2.635027636e-05,7.162747742e-05,0.3678794412,0.2689414214,1.712315046
7119,0.5,1,2.302598184e-05,4.703579642e-05,0.4895416596,0.3286525465,1.403922509
7119,0.5,2,2.837593767e-05,4.355885227e-05,0.6514390575,0.3944675128,1.343717435
7119,0.5,3,3.283883571e-05,3.788173135e-05,0.8668778998,0.4643463292,1.258986565
7119,0.5,4,3.215676946e-05,2.787599277e-05,1.153564995,0.5356536708,1.068188425
7119,0.5,5,2.855921237e-05,1.860458639e-05,1.535063009,0.6055324872,0.8693607506
7119,0.5,6,2.643381029e-05,1.294045136e-05,2.04272707,0.6713474535,0.7253920173
7119,0.5,7,2.703150347e-05,9.94433439e-06,2.718281828,0.7310585786,0.6396017607
7119,1,0,2.635027636e-05,0.0001947036703,0.1353352832,0.119202922,2.823130238
7119,1,1,2.302598184e-05,9.608129463e-05,0.2396510364,0.1933213698,2.006542252
7119,1,2,2.837593767e-05,6.686558285e-05,0.4243728457,0.2979366301,1.664834456
7119,1,3,3.283883571e-05,4.369903923e-05,0.7514772931,0.4290534031,1.352203732
7119,1,4,3.215676946e-05,2.416508207e-05,1.330712197,0.5709465969,0.9945504842
7119,1,5,2.855921237e-05,1.211975422e-05,2.356418442,0.7020633699,0.7016764904
7119,1,6,2.643381029e-05,6.334890032e-06,4.172733884,0.8066786302,0.5075368734
7119,1,7,2.703150347e-05,3.658316178e-06,7.389056099,0.880797078,0.3879380779
7119,1.5,0,2.635027636e-05,0.0005292594489,0.04978706837,0.04742587318,4.654554873
7119,1.5,1,2.302598184e-05,0.0001962678615,0.1173191661,0.105000585,2.867830513
7119,1.5,2,2.837593767e-05,0.0001026428828,0.2764530466,0.2165790958,2.06269093
7119,1.5,3,3.283883571e-05,5.040968197e-05,0.6514390575,0.3944675128,1.452322831
7119,1.5,4,3.215676946e-05,2.094817559e-05,1.535063009,0.6055324872,0.9259889383
7119,1.5,5,2.855921237e-05,7.89528127e-06,3.617250785,0.7834209042,0.566335548
7119,1.5,6,2.643381029e-05,3.101192579e-06,8.523756461,0.894999415,0.355109612
7119,1.5,7,2.703150347e-05,1.345819311e-06,20.08553692,0.9525741268,0.2352963383
7119,2,0,2.635027636e-05,0.001438676342,0.01831563889,0.03,7.674063625
7119,2,1,2.302598184e-05,0.0004009216737,0.05743261927,0.05431326613,4.098818175
7119,2,2,2.837593767e-05,0.0001575632926,0.1800923121,0.1526086648,2.55562579
7119,2,3,3.283883571e-05,5.815084452e-05,0.564718122,0.3609072548,1.559854891
7119,2,4,3.215676946e-05,1.815951046e-05,1.770794952,0.6390927452,0.8621538349
7119,2,5,2.855921237e-05,5.143294589e-06,5.552707876,0.8473913352,0.4570994716
7119,2,6,2.643381029e-05,1.518162962e-06,17.41170806,0.9456867339,0.2484604433
7119,2,7,2.703150347e-05,4.950992562e-07,54.59815003,0.98201379,0.1427144433
7120,0,0,1.940034041e-05,1.940034041e-05,1,0.5,0.8946580197
7120,0,1,3.250814812e-05,3.250814812e-05,1,0.5,1.157215473
7120,0,2,2.829221672e-05,2.829221672e-05,1,0.5,1.073233933
7120,0,3,2.485001782e-05,2.485001782e-05,1,0.5,1.013948185
7120,0,4,3.405498074e-05,3.405498074e-05,1,0.5,1.188238679
7120,0,5,3.187780976e-05,3.187780976e-05,1,0.5,1.149531752
7120,0,6,2.630479812e-05,2.630479812e-05,1,0.5,1.050278357
7120,0,7,2.581397144e-05,2.581397144e-05,1,0.5,1.03158192
7120,0.5,0,1.940034041e-05,5.27355928e-05,0.3678794412,0.2689414214,1.475041707
7120,0.5,1,3.250814812e-05,6.640527416e-05,0.4895416596,0.3286525465,1.653938681
7120,0.5,2,2.829221672e-05,4.343033534e-05,0.6514390575,0.3944675128,1.329711726
7120,0.5,3,2.485001782e-05,2.866611068e-05,0.8668778998,0.4643463292,1.08902236
7120,0.5,4,3.405498074e-05,2.952151018e-05,1.153564995,0.5356536708,1.106324808
7120,0.5,5,3.187780976e-05,2.076645035e-05,1.535063009,0.6055324872,0.9278074782
7120,0.5,6,2.630479812e-05,1.287729453e-05,2.04272707,0.6713474535,0.7348509229
7120,0.5,7,2.581397144e-05,9.496429389e-06,2.718281828,0.7310585786,0.6256860624
7120,1,0,1.940034041e-05,0.0001433502036,0.1353352832,0.119202922,2.431932638
7120,1,1,3.250814812e-05,0.0001356478511,0.2396510364,0.1933213698,2.363875374
7120,1,2,2.829221672e-05,6.666830126e-05,0.4243728457,0.2979366301,1.647481711
7120,1,3,2.485001782e-05,3.306822182e-05,0.7514772931,0.4290534031,1.169655133
7120,1,4,3.405498074e-05,2.559154474e-05,1.330712197,0.5709465969,1.030057851
7120,1,5,3.187780976e-05,1.352807684e-05,2.356418442,0.7020633699,0.7488498814
7120,1,6,2.630479812e-05,6.303972133e-06,4.172733884,0.8066786302,0.5141550098
7120,1,7,2.581397144e-05,3.493541137e-06,7.389056099,0.880797078,0.3794977802
7120,1.5,0,1.940034041e-05,0.0003896662536,0.04978706837,0.04742587318,4.009579068
7120,1.5,1,3.250814812e-05,0.0002770915376,0.1173191661,0.105000585,3.378545316
7120,1.5,2,2.829221672e-05,0.0001023400432,0.2764530466,0.2165790958,2.041191284
7120,1.5,3,2.485001782e-05,3.814634314e-05,0.6514390575,0.3944675128,1.256258073
7120,1.5,4,3.405498074e-05,2.218474456e-05,1.535063009,0.6055324872,0.9590485256
7120,1.5,5,3.187780976e-05,8.812717628e-06,3.617250785,0.7834209042,0.6044100292
7120,1.5,6,2.630479812e-05,3.08605698e-06,8.523756461,0.894999415,0.3597401403
7120,1.5,7,2.581397144e-05,1.285201961e-06,20.08553692,0.9525741268,0.230177039
7120,2,0,1.940034041e-05,0.001059222696,0.01831563889,0.03,6.610678297
7120,2,1,3.250814812e-05,0.0005660223847,0.05743261927,0.05431326613,4.828752216
7120,2,2,2.829221672e-05,0.0001570984146,0.1800923121,0.1526086648,2.528988232
7120,2,3,2.485001782e-05,4.400428613e-05,0.564718122,0.3609072548,1.349273218
7120,2,4,3.405498074e-05,1.923146477e-05,1.770794952,0.6390927452,0.8929343861
7120,2,5,3.187780976e-05,5.740948466e-06,5.552707876,0.8473913352,0.487830061
7120,2,6,2.630479812e-05,1.510753455e-06,17.41170806,0.9456867339,0.2517002968
7120,2,7,2.581397144e-05,4.727993792e-07,54.59815003,0.98201379,0.1396094313
7121,0,0,2.267683706e-05,2.267683706e-05,1,0.5,0.9688096735
7121,0,1,2.897692212e-05,2.897692212e-05,1,0.5,1.090962542
7121,0,2,2.294490238e-05,2.294490238e-05,1,0.5,0.9782428863
7121,0,3,2.782009474e-05,2.782009474e-05,1,0.5,1.073000831
7121,0,4,2.873753632e-05,2.873753632e-05,1,0.5,1.086190615
7121,0,5,2.546332123e-05,2.546332123e-05,1,0.5,1.023188982
7121,0,6,2.651703179e-05,2.651703179e-05,1,0.5,1.04773389
7121,0,7,2.747575279e-05,2.747575279e-05,1,0.5,1.062361583
7121,0.5,0,2.267683706e-05,6.16420341e-05,0.3678794412,0.2689414214,1.597297116
7121,0.5,1,2.897692212e-05,5.919194323e-05,0.4895416596,0.3286525465,1.559247339
7121,0.5,2,2.294490238e-05,3.522187089e-05,0.6514390575,0.3944675128,1.212020043
7121,0.5,3,2.782009474e-05,3.209228745e-05,0.8668778998,0.4643463292,1.152447348
7121,0.5,4,2.873753632e-05,2.491193513e-05,1.153564995,0.5356536708,1.011311654
7121,0.5,5,2.546332123e-05,1.658780198e-05,1.535063009,0.6055324872,0.8258339858
7121,0.5,6,2.651703179e-05,1.298119175e-05,2.04272707,0.6713474535,0.7330706292
7121,0.5,7,2.747575279e-05,1.010776458e-05,2.718281828,0.7310585786,0.6443548718
7121,1,0,2.267683706e-05,0.0001675604212,0.1353352832,0.119202922,2.633497731
7121,1,1,2.897692212e-05,0.0001209129848,0.2396510364,0.1933213698,2.228538718
7121,1,2,2.294490238e-05,5.406779112e-05,0.4243728457,0.2979366301,1.501664469
7121,1,3,2.782009474e-05,3.702053941e-05,0.7514772931,0.4290534031,1.237776199
7121,1,4,2.873753632e-05,2.159560601e-05,1.330712197,0.5709465969,0.9415946394
7121,1,5,2.546332123e-05,1.080594209e-05,2.356418442,0.7020633699,0.666545266
7121,1,6,2.651703179e-05,6.354834151e-06,4.172733884,0.8066786302,0.5129093872
7121,1,7,2.747575279e-05,3.718438786e-06,7.389056099,0.880797078,0.3908209855
7121,1.5,0,2.267683706e-05,0.000455476448,0.04978706837,0.04742587318,4.341903725
7121,1.5,1,2.897692212e-05,0.0002469922272,0.1173191661,0.105000585,3.185116749
7121,1.5,2,2.294490238e-05,8.299746614e-05,0.2764530466,0.2165790958,1.860527134
7121,1.5,3,2.782009474e-05,4.270559835e-05,0.6514390575,0.3944675128,1.329422919
7121,1.5,4,2.873753632e-05,1.872075358e-05,1.535063009,0.6055324872,0.8766837223
7121,1.5,5,2.546332123e-05,7.039412732e-06,3.617250785,0.7834209042,0.5379805134
7121,1.5,6,2.651703179e-05,3.110956057e-06,8.523756461,0.894999415,0.3588686124
7121,1.5,7,2.747575279e-05,1.367937182e-06,20.08553692,0.9525741268,0.2370449102
7121,2,0,2.267683706e-05,0.001238113352,0.01831563889,0.03,7.158589027
7121,2,1,2.897692212e-05,0.0005045377086,0.05743261927,0.05431326613,4.552296366
7121,2,2,2.294490238e-05,0.0001274063401,0.1800923121,0.1526086648,2.305149578
7121,2,3,2.782009474e-05,4.926368335e-05,0.564718122,0.3609072548,1.427855294
7121,2,4,2.873753632e-05,1.622860754e-05,1.770794952,0.6390927452,0.8162475834
7121,2,5,2.546332123e-05,4.585748396e-06,5.552707876,0.8473913352,0.4342136199
7121,2,6,2.651703179e-05,1.522942591e-06,17.41170806,0.9456867339,0.2510905126
7121,2,7,2.747575279e-05,5.032359662e-07,54.59815003,0.98201379,0.1437750057
7122,0,0,3.499317427e-05,3.499317427e-05,1,0.5,1.200753581
7122,0,1,3.174753338e-05,3.174753338e-05,1,0.5,1.145531445
7122,0,2,3.456597156e-05,3.456597156e-05,1,0.5,1.199287134
7122,0,3,2.245591031e-05,2.245591031e-05,1,0.5,0.9616930113
7122,0,4,2.929097175e-05,2.929097175e-05,1,0.5,1.103027779
7122,0,5,2.740852916e-05,2.740852916e-05,1,0.5,1.068837017
7122,0,6,3.043668995e-05,3.043668995e-05,1,0.5,1.11260557
7122,0,7,3.351910593e-05,3.351910593e-05,1,0.5,1.18794824
7122,0.5,0,3.499317427e-05,9.512130975e-05,0.3678794412,0.2689414214,1.979707969
7122,0.5,1,3.174753338e-05,6.485154585e-05,0.4895416596,0.3286525465,1.6372394
7122,0.5,2,3.456597156e-05,5.306094432e-05,0.6514390575,0.3944675128,1.485888693
7122,0.5,3,2.245591031e-05,2.590435206e-05,0.8668778998,0.4643463292,1.032898138
7122,0.5,4,2.929097175e-05,2.539169607e-05,1.153564995,0.5356536708,1.02698811
7122,0.5,5,2.740852916e-05,1.785498641e-05,1.535063009,0.6055324872,0.8626773251
7122,0.5,6,3.043668995e-05,1.490002771e-05,2.04272707,0.6713474535,0.778459562
7122,0.5,7,3.351910593e-05,1.233098996e-05,2.718281828,0.7310585786,0.7205270295
7122,1,0,3.499317427e-05,0.0002585665278,0.1353352832,0.119202922,3.263986638
7122,1,1,3.174753338e-05,0.0001324740083,0.2396510364,0.1933213698,2.340008093
7122,1,2,3.456597156e-05,8.145189286e-05,0.4243728457,0.2979366301,1.840981317
7122,1,3,2.245591031e-05,2.988235375e-05,0.7514772931,0.4290534031,1.109375394
7122,1,4,2.929097175e-05,2.201150016e-05,1.330712197,0.5709465969,0.9561904047
7122,1,5,2.740852916e-05,1.163143552e-05,2.356418442,0.7020633699,0.696282179
7122,1,6,3.043668995e-05,7.294184294e-06,4.172733884,0.8066786302,0.544666777
7122,1,7,3.351910593e-05,4.536317695e-06,7.389056099,0.880797078,0.4370217345
7122,1.5,0,3.499317427e-05,0.0007028566939,0.04978706837,0.04742587318,5.381404198
7122,1.5,1,3.174753338e-05,0.0002706082428,0.1173191661,0.105000585,3.344433243
7122,1.5,2,3.456597156e-05,0.0001250337878,0.2764530466,0.2165790958,2.280932768
7122,1.5,3,2.245591031e-05,3.447123725e-05,0.6514390575,0.3944675128,1.191515135
7122,1.5,4,2.929097175e-05,1.908128303e-05,1.535063009,0.6055324872,0.8902732962
7122,1.5,5,2.740852916e-05,7.577171391e-06,3.617250785,0.7834209042,0.5619817036
7122,1.5,6,3.043668995e-05,3.570807084e-06,8.523756461,0.894999415,0.3810883859
7122,1.5,7,3.351910593e-05,1.668818019e-06,20.08553692,0.9525741268,0.265067081
7122,2,0,3.499317427e-05,0.001910562579,0.01831563889,0.03,8.872435567
7122,2,1,3.174753338e-05,0.000552778783,0.05743261927,0.05431326613,4.779997877
7122,2,2,3.456597156e-05,0.0001919347425,0.1800923121,0.1526086648,2.82602232
7122,2,3,2.245591031e-05,3.976481263e-05,0.564718122,0.3609072548,1.27973662
7122,2,4,2.929097175e-05,1.654114256e-05,1.770794952,0.6390927452,0.8289003298
7122,2,5,2.740852916e-05,4.936065389e-06,5.552707876,0.8473913352,0.4535854065
7122,2,6,3.043668995e-05,1.748058826e-06,17.41170806,0.9456867339,0.2666370779
7122,2,7,3.351910593e-05,6.139238401e-07,54.59815003,0.98201379,0.1607713115
7123,0,0,2.272429785e-05,2.272429785e-05,1,0.5,0.9704450288
7123,0,1,2.739672505e-05,2.739672505e-05,1,0.5,1.063426614
7123,0,2,3.046990125e-05,3.046990125e-05,1,0.5,1.119368911
7123,0,3,2.102512799e-05,2.102512799e-05,1,0.5,0.9339100148
7123,0,4,2.223216441e-05,2.223216441e-05,1,0.5,0.9641338541
7123,0,5,2.859860105e-05,2.859860105e-05,1,0.5,1.089355182
7123,0,6,3.381221741e-05,3.381221741e-05,1,0.5,1.183016744
7123,0,7,2.711866459e-05,2.711866459e-05,1,0.5,1.061323575
7123,0.5,0,2.272429785e-05,6.177104591e-05,0.3678794412,0.2689414214,1.599993361
7123,0.5,1,2.739672505e-05,5.59640319e-05,0.4895416596,0.3286525465,1.519891888
7123,0.5,2,3.046990125e-05,4.677321831e-05,0.6514390575,0.3944675128,1.386871884
7123,0.5,3,2.102512799e-05,2.425385167e-05,0.8668778998,0.4643463292,1.003058048
7123,0.5,4,2.223216441e-05,1.927257199e-05,1.153564995,0.5356536708,0.8976691462
7123,0.5,5,2.859860105e-05,1.863024572e-05,1.535063009,0.6055324872,0.8792379
7123,0.5,6,3.381221741e-05,1.655248902e-05,2.04272707,0.6713474535,0.8277243273
7123,0.5,7,2.711866459e-05,9.976399176e-06,2.718281828,0.7310585786,0.6437252879
