sweep,config_id,epoch,split,accuracy,strategy,core_type,use_shunting,rule_variant,error_broadcast_mode,dataset,seed
sweep_neurips_mlp_local_learning_20260219163529,config_0,18,test,0.5051000118255615,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,19,train,0.49783334136009216,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,19,valid,0.502648115158081,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,19,test,0.5101999640464783,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,2,train,0.19066666066646576,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,2,valid,0.18985185027122498,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,2,test,0.19189999997615814,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,20,train,0.5,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,20,valid,0.504277765750885,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,20,test,0.5113999843597412,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,21,train,0.49950000643730164,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,21,valid,0.5056666731834412,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,21,test,0.5126000046730042,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,22,train,0.5013333559036255,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,22,valid,0.5082407593727112,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,22,test,0.5162999629974365,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,23,train,0.5028333067893982,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,23,valid,0.5105000138282776,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,23,test,0.5174999833106995,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,24,train,0.5066666603088379,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,24,valid,0.5110555291175842,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,24,test,0.517799973487854,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,25,train,0.5081666707992554,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,25,valid,0.5137037038803101,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,25,test,0.5202999711036682,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,26,train,0.5081666707992554,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,26,valid,0.514296293258667,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,26,test,0.5198000073432922,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,27,train,0.5071666836738586,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,27,valid,0.5149999856948853,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,27,test,0.5203999876976013,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,28,train,0.5113333463668823,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,28,valid,0.5179629325866699,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,28,test,0.5253999829292297,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,29,train,0.5106666684150696,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,29,valid,0.5176110863685608,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,29,test,0.5234999656677246,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,3,train,0.27383333444595337,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,3,valid,0.27618518471717834,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,3,test,0.2797999978065491,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,30,train,0.5133333206176758,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,30,valid,0.5192962884902954,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,30,test,0.5256999731063843,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,4,train,0.3331666588783264,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,4,valid,0.3319999873638153,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,4,test,0.3407999873161316,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,5,train,0.3801666498184204,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,5,valid,0.38381481170654297,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,5,test,0.39010000228881836,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,6,train,0.4124999940395355,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,6,valid,0.4129999876022339,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,6,test,0.41920000314712524,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,7,train,0.43166667222976685,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,7,valid,0.43614813685417175,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,7,test,0.43949997425079346,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,8,train,0.4465000033378601,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,8,valid,0.4497407376766205,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,8,test,0.4530999958515167,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,9,train,0.45666664838790894,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,9,valid,0.458814799785614,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_0,9,test,0.46069997549057007,local_ca,point_mlp,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_1,1,train,0.16050000488758087,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,1,valid,0.15762962400913239,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,1,test,0.16409999132156372,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,10,train,0.40533334016799927,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,10,valid,0.39368516206741333,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,10,test,0.3953999876976013,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,11,train,0.41333332657814026,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,11,valid,0.3973703682422638,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,11,test,0.39989998936653137,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,12,train,0.4165000021457672,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,12,valid,0.4031481444835663,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,12,test,0.405599981546402,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,13,train,0.42100000381469727,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,13,valid,0.40720370411872864,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,13,test,0.4104999899864197,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,14,train,0.42283332347869873,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,14,valid,0.4103703498840332,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,14,test,0.4148999750614166,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,15,train,0.4273333251476288,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,15,valid,0.4130370318889618,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,15,test,0.41749998927116394,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,16,train,0.43066665530204773,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,16,valid,0.41599997878074646,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,16,test,0.41909998655319214,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,17,train,0.43433332443237305,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,17,valid,0.41859257221221924,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,17,test,0.4221999943256378,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,18,train,0.4338333308696747,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,18,valid,0.4200555384159088,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,18,test,0.4244000017642975,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,19,train,0.43783333897590637,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,19,valid,0.42281481623649597,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,19,test,0.4268999993801117,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,2,train,0.21850000321865082,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,2,valid,0.21311110258102417,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,2,test,0.2206999957561493,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,20,train,0.4389999806880951,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,20,valid,0.4244629442691803,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,20,test,0.42819997668266296,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,21,train,0.4404999911785126,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,21,valid,0.4265925884246826,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,21,test,0.429999977350235,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,22,train,0.4399999976158142,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,22,valid,0.42848145961761475,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,22,test,0.4333999752998352,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,23,train,0.4415000081062317,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,23,valid,0.429999977350235,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,23,test,0.4350999891757965,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,24,train,0.4438333213329315,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,24,valid,0.4309999942779541,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,24,test,0.43639999628067017,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,25,train,0.4466666579246521,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,25,valid,0.4333333373069763,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,25,test,0.4381999969482422,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,26,train,0.44733333587646484,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,26,valid,0.4350370168685913,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,26,test,0.4381999969482422,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,27,train,0.44866666197776794,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,27,valid,0.4358518421649933,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,27,test,0.4398999810218811,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,28,train,0.4490000009536743,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,28,valid,0.43590739369392395,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,28,test,0.4406999945640564,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,29,train,0.4494999945163727,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,29,valid,0.4382592439651489,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,29,test,0.44039997458457947,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,3,train,0.2685000002384186,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,3,valid,0.2615370452404022,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,3,test,0.2644999921321869,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,30,train,0.45116665959358215,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,30,valid,0.4392407238483429,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,30,test,0.44200000166893005,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,4,train,0.3016666769981384,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,4,valid,0.29205554723739624,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,4,test,0.29249998927116394,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,5,train,0.33116665482521057,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,5,valid,0.3217962980270386,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,5,test,0.3215000033378601,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,6,train,0.3621666729450226,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,6,valid,0.3521481454372406,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,6,test,0.35249999165534973,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,7,train,0.3763333261013031,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,7,valid,0.36492592096328735,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,7,test,0.36550000309944153,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,8,train,0.390500009059906,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,8,valid,0.37805554270744324,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,8,test,0.37790000438690186,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,9,train,0.3968333303928375,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,9,valid,0.38490739464759827,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_1,9,test,0.3854999840259552,local_ca,point_mlp,,3f,per_soma,mnist,43
sweep_neurips_mlp_local_learning_20260219163529,config_10,1,train,0.15166667103767395,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,1,valid,0.1426481455564499,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,1,test,0.1436000019311905,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,10,train,0.22433333098888397,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,10,valid,0.2177777737379074,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,10,test,0.22280000150203705,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,11,train,0.22316665947437286,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,11,valid,0.21831481158733368,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,11,test,0.2280000001192093,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,12,train,0.2006666660308838,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,12,valid,0.2027222216129303,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,12,test,0.2019999921321869,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,13,train,0.21150000393390656,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,13,valid,0.2134629637002945,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,13,test,0.21289999783039093,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,14,train,0.20683333277702332,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,14,valid,0.20953702926635742,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,14,test,0.21089999377727509,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,15,train,0.22216665744781494,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,15,valid,0.22344444692134857,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,15,test,0.22659999132156372,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,16,train,0.22733333706855774,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,16,valid,0.23099999129772186,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,16,test,0.23119999468326569,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,17,train,0.23149999976158142,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,17,valid,0.23396295309066772,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,17,test,0.2345999926328659,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
sweep_neurips_mlp_local_learning_20260219163529,config_10,18,train,0.2526666522026062,local_ca,dendritic_shunting,,3f,per_soma,mnist,42
