seed,reliability_heterogeneity,branch,signal_energy,noise_energy,signal_to_noise,statistical_reliability,step_optimal_attenuation,optimal_reliability_gain,global_statistical_reliability,step_optimal_global_attenuation,coefficient_noise_sd
8100,1,4,1.818245432e-05,1.366370155e-05,1.330712197,0.5709465969,1,1,0.3276257053,0.6552514105,0.7505641801
8100,1,5,2.582581933e-05,1.095977644e-05,2.356418442,0.7020633699,1,1,0.3276257053,0.6552514105,0.6709371555
8100,1,6,2.561540267e-05,6.138757799e-06,4.172733884,0.8066786302,1,1,0.3276257053,0.6552514105,0.5036206968
8100,1,7,2.888543509e-05,3.90921854e-06,7.389056099,0.880797078,1,1,0.3276257053,0.6552514105,0.4032140401
8100,1.5,0,2.428318126e-05,0.0004877407338,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1913889952,0.3827779905,4.513396276
8100,1.5,1,2.435455516e-05,0.0002075922969,0.1173191661,0.105000585,0.21000117,0.21000117,0.1913889952,0.3827779905,2.929103354
8100,1.5,2,2.632148191e-05,9.521140111e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1913889952,0.3827779905,1.981919692
8100,1.5,3,3.014063305e-05,4.626777087e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1913889952,0.3827779905,1.383215615
8100,1.5,4,1.818245432e-05,1.18447609e-05,1.535063009,0.6055324872,1,1,0.1913889952,0.3827779905,0.6988223718
8100,1.5,5,2.582581933e-05,7.139626435e-06,3.617250785,0.7834209042,1,1,0.1913889952,0.3827779905,0.5415252853
8100,1.5,6,2.561540267e-05,3.005177681e-06,8.523756461,0.894999415,1,1,0.1913889952,0.3827779905,0.3523695708
8100,1.5,7,2.888543509e-05,1.438121132e-06,20.08553692,0.9525741268,1,1,0.1913889952,0.3827779905,0.2445616778
8100,2,0,2.428318126e-05,0.001325816774,0.01831563889,0.03,0.03597241992,0.03597241992,0.09383214013,0.1876642803,7.441332443
8100,2,1,2.435455516e-05,0.0004240544045,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.09383214013,0.1876642803,4.186391773
8100,2,2,2.632148191e-05,0.0001461554999,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.09383214013,0.1876642803,2.455552117
8100,2,3,3.014063305e-05,5.337288086e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.09383214013,0.1876642803,1.485630878
8100,2,4,1.818245432e-05,1.026796146e-05,1.770794952,0.6390927452,1,1,0.09383214013,0.1876642803,0.6506475
8100,2,5,2.582581933e-05,4.651031516e-06,5.552707876,0.8473913352,1,1,0.09383214013,0.1876642803,0.4370746682
8100,2,6,2.561540267e-05,1.471159669e-06,17.41170806,0.9456867339,1,1,0.09383214013,0.1876642803,0.2465433117
8100,2,7,2.888543509e-05,5.290551983e-07,54.59815003,0.98201379,1,1,0.09383214013,0.1876642803,0.1483341558
8101,0,0,3.217563401e-05,3.217563401e-05,1,0.5,1,1,0.5,1,1.149444967
8101,0,1,3.366026805e-05,3.366026805e-05,1,0.5,1,1,0.5,1,1.175797219
8101,0,2,2.46244009e-05,2.46244009e-05,1,0.5,1,1,0.5,1,1.005001606
8101,0,3,3.231793194e-05,3.231793194e-05,1,0.5,1,1,0.5,1,1.155861326
8101,0,4,3.342436399e-05,3.342436399e-05,1,0.5,1,1,0.5,1,1.173573486
8101,0,5,1.941481582e-05,1.941481582e-05,1,0.5,1,1,0.5,1,0.892359504
8101,0,6,2.992211564e-05,2.992211564e-05,1,0.5,1,1,0.5,1,1.112234652
8101,0,7,3.055048993e-05,3.055048993e-05,1,0.5,1,1,0.5,1,1.126586224
8101,0.5,0,3.217563401e-05,8.746244125e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4413710397,0.8827420794,1.895114367
8101,0.5,1,3.366026805e-05,6.875874073e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4413710397,0.8827420794,1.680496455
8101,0.5,2,2.46244009e-05,3.780000695e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4413710397,0.8827420794,1.24517347
8101,0.5,3,3.231793194e-05,3.7280835e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4413710397,0.8827420794,1.241442952
8101,0.5,4,3.342436399e-05,2.897484246e-05,1.153564995,0.5356536708,1,1,0.4413710397,0.8827420794,1.092670592
8101,0.5,5,1.941481582e-05,1.264756932e-05,1.535063009,0.6055324872,1,1,0.4413710397,0.8827420794,0.7202391924
8101,0.5,6,2.992211564e-05,1.464812215e-05,2.04272707,0.6713474535,1,1,0.4413710397,0.8827420794,0.7782000415
8101,0.5,7,3.055048993e-05,1.123889716e-05,2.718281828,0.7310585786,1,1,0.4413710397,0.8827420794,0.6833090855
8101,1,0,3.217563401e-05,0.0002377475647,0.1353352832,0.119202922,0.238405844,0.238405844,0.3106503303,0.6213006605,3.124515368
8101,1,1,3.366026805e-05,0.000140455341,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3106503303,0.6213006605,2.401832808
8101,1,2,2.46244009e-05,5.802539241e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3106503303,0.6213006605,1.54274079
8101,1,3,3.231793194e-05,4.300586623e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3106503303,0.6213006605,1.333361165
8101,1,4,3.342436399e-05,2.511765058e-05,1.330712197,0.5709465969,1,1,0.3106503303,0.6213006605,1.017344919
8101,1,5,1.941481582e-05,8.239120638e-06,2.356418442,0.7020633699,1,1,0.3106503303,0.6213006605,0.5813178343
8101,1,6,2.992211564e-05,7.170866025e-06,4.172733884,0.8066786302,1,1,0.3106503303,0.6213006605,0.5444851976
8101,1,7,3.055048993e-05,4.134559207e-06,7.389056099,0.880797078,1,1,0.3106503303,0.6213006605,0.4144479104
8101,1.5,0,3.217563401e-05,0.0006462648849,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1761705158,0.3523410316,5.151454948
8101,1.5,1,3.366026805e-05,0.0002869119272,0.1173191661,0.105000585,0.21000117,0.21000117,0.1761705158,0.3523410316,3.432795601
8101,1.5,2,2.46244009e-05,8.907263349e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1761705158,0.3523410316,1.911419734
8101,1.5,3,3.231793194e-05,4.961006186e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1761705158,0.3523410316,1.432085133
8101,1.5,4,3.342436399e-05,2.177393618e-05,1.535063009,0.6055324872,1,1,0.1761705158,0.3523410316,0.9472119878
8101,1.5,5,1.941481582e-05,5.367284983e-06,3.617250785,0.7834209042,1,1,0.1761705158,0.3523410316,0.4691919407
8101,1.5,6,2.992211564e-05,3.510437654e-06,8.523756461,0.894999415,1,1,0.1761705158,0.3523410316,0.3809613398
8101,1.5,7,3.055048993e-05,1.521019331e-06,20.08553692,0.9525741268,1,1,0.1761705158,0.3523410316,0.2513753645
8101,2,0,3.217563401e-05,0.001756730093,0.01831563889,0.03,0.03597241992,0.03597241992,0.08439281516,0.1687856303,8.493313347
8101,2,1,3.366026805e-05,0.0005860827606,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.08439281516,0.1687856303,4.906288896
8101,2,2,2.46244009e-05,0.0001367321048,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.08439281516,0.1687856303,2.368204319
8101,2,3,3.231793194e-05,5.722843076e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.08439281516,0.1687856303,1.538118765
8101,2,4,3.342436399e-05,1.887534406e-05,1.770794952,0.6390927452,1,1,0.08439281516,0.1687856303,0.8819138263
8101,2,5,1.941481582e-05,3.496459071e-06,5.552707876,0.8473913352,1,1,0.08439281516,0.1687856303,0.3786931421
8101,2,6,2.992211564e-05,1.718505475e-06,17.41170806,0.9456867339,1,1,0.08439281516,0.1687856303,0.2665481872
8101,2,7,3.055048993e-05,5.595517413e-07,54.59815003,0.98201379,1,1,0.08439281516,0.1687856303,0.1524668657
8102,0,0,3.501063437e-05,3.501063437e-05,1,0.5,1,1,0.5,1,1.205024744
8102,0,1,3.031700255e-05,3.031700255e-05,1,0.5,1,1,0.5,1,1.124501973
8102,0,2,2.656401898e-05,2.656401898e-05,1,0.5,1,1,0.5,1,1.05146863
8102,0,3,1.952536823e-05,1.952536823e-05,1,0.5,1,1,0.5,1,0.8921043
8102,0,4,2.531280416e-05,2.531280416e-05,1,0.5,1,1,0.5,1,1.020499054
8102,0,5,2.35897406e-05,2.35897406e-05,1,0.5,1,1,0.5,1,0.9864396218
8102,0,6,2.47874875e-05,2.47874875e-05,1,0.5,1,1,0.5,1,1.022003217
8102,0,7,2.739825553e-05,2.739825553e-05,1,0.5,1,1,0.5,1,1.058474323
8102,0.5,0,3.501063437e-05,9.516877121e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4315452365,0.8630904731,1.986749927
8102,0.5,1,3.031700255e-05,6.19293618e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4315452365,0.8630904731,1.607183236
8102,0.5,2,2.656401898e-05,4.077744292e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4315452365,0.8630904731,1.302745025
8102,0.5,3,1.952536823e-05,2.25237813e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4315452365,0.8630904731,0.9581569787
8102,0.5,4,2.531280416e-05,2.194311051e-05,1.153564995,0.5356536708,1,1,0.4315452365,0.8630904731,0.9501486856
8102,0.5,5,2.35897406e-05,1.536727838e-05,1.535063009,0.6055324872,1,1,0.4315452365,0.8630904731,0.7961729251
8102,0.5,6,2.47874875e-05,1.213450777e-05,2.04272707,0.6713474535,1,1,0.4315452365,0.8630904731,0.7150675838
8102,0.5,7,2.739825553e-05,1.007925493e-05,2.718281828,0.7310585786,1,1,0.4315452365,0.8630904731,0.6419971296
8102,1,0,3.501063437e-05,0.0002586955414,0.1353352832,0.119202922,0.238405844,0.238405844,0.2931247773,0.5862495545,3.275596864
8102,1,1,3.031700255e-05,0.0001265047838,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.2931247773,0.5862495545,2.297050621
8102,1,2,2.656401898e-05,6.259594424e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.2931247773,0.5862495545,1.614070599
8102,1,3,1.952536823e-05,2.598264566e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.2931247773,0.5862495545,1.029100292
8102,1,4,2.531280416e-05,1.902199755e-05,1.330712197,0.5709465969,1,1,0.2931247773,0.5862495545,0.8846480763
8102,1,5,2.35897406e-05,1.001084535e-05,2.356418442,0.7020633699,1,1,0.2931247773,0.5862495545,0.6426052976
8102,1,6,2.47874875e-05,5.940347071e-06,4.172733884,0.8066786302,1,1,0.2931247773,0.5862495545,0.5003131508
8102,1,7,2.739825553e-05,3.707950673e-06,7.389056099,0.880797078,1,1,0.2931247773,0.5862495545,0.3893909425
8102,1.5,0,3.501063437e-05,0.0007032073894,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1600826873,0.3201653746,5.400546224
8102,1.5,1,3.031700255e-05,0.0002584147464,0.1173191661,0.105000585,0.21000117,0.21000117,0.1600826873,0.3201653746,3.283036704
8102,1.5,2,2.656401898e-05,9.608871853e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1600826873,0.3201653746,1.999795699
8102,1.5,3,1.952536823e-05,2.997267051e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1600826873,0.3201653746,1.10529635
8102,1.5,4,2.531280416e-05,1.648974928e-05,1.535063009,0.6055324872,1,1,0.1600826873,0.3201653746,0.823662897
8102,1.5,5,2.35897406e-05,6.521455659e-06,3.617250785,0.7834209042,1,1,0.1600826873,0.3201653746,0.51865814
8102,1.5,6,2.47874875e-05,2.908047364e-06,8.523756461,0.894999415,1,1,0.1600826873,0.3201653746,0.3500553717
8102,1.5,7,2.739825553e-05,1.364078821e-06,20.08553692,0.9525741268,1,1,0.1600826873,0.3201653746,0.2361775453
8102,2,0,3.501063437e-05,0.001911515868,0.01831563889,0.03,0.03597241992,0.03597241992,0.07444733858,0.1488946772,8.903995433
8102,2,1,3.031700255e-05,0.0005278707978,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.07444733858,0.1488946772,4.692247485
8102,2,2,2.656401898e-05,0.0001475022374,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.07444733858,0.1488946772,2.47770007
8102,2,3,1.952536823e-05,3.457542351e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.07444733858,0.1488946772,1.187134073
8102,2,4,2.531280416e-05,1.429459923e-05,1.770794952,0.6390927452,1,1,0.07444733858,0.1488946772,0.7668818664
8102,2,5,2.35897406e-05,4.248330928e-06,5.552707876,0.8473913352,1,1,0.07444733858,0.1488946772,0.4186181894
8102,2,6,2.47874875e-05,1.423610332e-06,17.41170806,0.9456867339,1,1,0.07444733858,0.1488946772,0.2449241301
8102,2,7,2.739825553e-05,5.018165545e-07,54.59815003,0.98201379,1,1,0.07444733858,0.1488946772,0.1432489223
8103,0,0,2.371030136e-05,2.371030136e-05,1,0.5,1,1,0.5,1,0.9902603956
8103,0,1,4.482417157e-05,4.482417157e-05,1,0.5,1,1,0.5,1,1.349658411
8103,0,2,2.370277786e-05,2.370277786e-05,1,0.5,1,1,0.5,1,0.9869697538
8103,0,3,1.772822572e-05,1.772822572e-05,1,0.5,1,1,0.5,1,0.8505204781
8103,0,4,2.41709693e-05,2.41709693e-05,1,0.5,1,1,0.5,1,1.007144152
8103,0,5,2.210660196e-05,2.210660196e-05,1,0.5,1,1,0.5,1,0.9532430647
8103,0,6,2.950885902e-05,2.950885902e-05,1,0.5,1,1,0.5,1,1.105002118
8103,0,7,3.036670953e-05,3.036670953e-05,1,0.5,1,1,0.5,1,1.114133436
8103,0.5,0,2.371030136e-05,6.445128133e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4411116478,0.8822232957,1.632663378
8103,0.5,1,4.482417157e-05,9.156354867e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4411116478,0.8822232957,1.928985832
8103,0.5,2,2.370277786e-05,3.638525751e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4411116478,0.8822232957,1.222832427
8103,0.5,3,1.772822572e-05,2.045066061e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4411116478,0.8822232957,0.9134942312
8103,0.5,4,2.41709693e-05,2.09532791e-05,1.153564995,0.5356536708,1,1,0.4411116478,0.8822232957,0.9377144342
8103,0.5,5,2.210660196e-05,1.440110394e-05,1.535063009,0.6055324872,1,1,0.4411116478,0.8822232957,0.7693793947
8103,0.5,6,2.950885902e-05,1.444581582e-05,2.04272707,0.6713474535,1,1,0.4411116478,0.8822232957,0.7731396359
8103,0.5,7,3.036670953e-05,1.117128813e-05,2.718281828,0.7310585786,1,1,0.4411116478,0.8822232957,0.6757560882
8103,1,0,2.371030136e-05,0.0001751967469,0.1353352832,0.119202922,0.238405844,0.238405844,0.3102805707,0.6205611415,2.691806839
8103,1,1,4.482417157e-05,0.0001870393395,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.3102805707,0.6205611415,2.756983772
8103,1,2,2.370277786e-05,5.585366288e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.3102805707,0.6205611415,1.51506076
8103,1,3,1.772822572e-05,2.35911662e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.3102805707,0.6205611415,0.981130651
8103,1,4,2.41709693e-05,1.816393458e-05,1.330712197,0.5709465969,1,1,0.3102805707,0.6205611415,0.8730710076
8103,1,5,2.210660196e-05,9.38144158e-06,2.356418442,0.7020633699,1,1,0.3102805707,0.6205611415,0.6209797637
8103,1,6,2.950885902e-05,7.071828648e-06,4.172733884,0.8066786302,1,1,0.3102805707,0.6205611415,0.5409445708
8103,1,7,3.036670953e-05,4.109687235e-06,7.389056099,0.880797078,1,1,0.3102805707,0.6205611415,0.409866786
8103,1.5,0,2.371030136e-05,0.0004762341334,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.177991563,0.3559831259,4.438039192
8103,1.5,1,4.482417157e-05,0.000382070322,0.1173191661,0.105000585,0.21000117,0.21000117,0.177991563,0.3559831259,3.940391576
8103,1.5,2,2.370277786e-05,8.573889182e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.177991563,0.3559831259,1.877124826
8103,1.5,3,1.772822572e-05,2.721394352e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.177991563,0.3559831259,1.053774968
8103,1.5,4,2.41709693e-05,1.574591346e-05,1.535063009,0.6055324872,1,1,0.177991563,0.3559831259,0.8128839192
8103,1.5,5,2.210660196e-05,6.111437461e-06,3.617250785,0.7834209042,1,1,0.177991563,0.3559831259,0.5012037878
8103,1.5,6,2.950885902e-05,3.461954733e-06,8.523756461,0.894999415,1,1,0.177991563,0.3559831259,0.3784840604
8103,1.5,7,3.036670953e-05,1.511869443e-06,20.08553692,0.9525741268,1,1,0.177991563,0.3559831259,0.2485967721
8103,2,0,2.371030136e-05,0.001294538591,0.01831563889,0.03,0.03597241992,0.03597241992,0.08735551688,0.1747110338,7.317089615
8103,2,1,4.482417157e-05,0.0007804653896,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.08735551688,0.1747110338,5.631765384
8103,2,2,2.370277786e-05,0.0001316146013,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.08735551688,0.1747110338,2.32571373
8103,2,3,1.772822572e-05,3.139305262e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.08735551688,0.1747110338,1.131797974
8103,2,4,2.41709693e-05,1.364978439e-05,1.770794952,0.6390927452,1,1,0.08735551688,0.1747110338,0.7568459614
8103,2,5,2.210660196e-05,3.98122906e-06,5.552707876,0.8473913352,1,1,0.08735551688,0.1747110338,0.404530472
8103,2,6,2.950885902e-05,1.694771065e-06,17.41170806,0.9456867339,1,1,0.08735551688,0.1747110338,0.2648149029
8103,2,7,3.036670953e-05,5.56185686e-07,54.59815003,0.98201379,1,1,0.08735551688,0.1747110338,0.1507815642
8104,0,0,4.083152421e-05,4.083152421e-05,1,0.5,1,1,0.5,1,1.294825245
8104,0,1,3.11823172e-05,3.11823172e-05,1,0.5,1,1,0.5,1,1.130640911
8104,0,2,2.241355561e-05,2.241355561e-05,1,0.5,1,1,0.5,1,0.9633406057
8104,0,3,2.381080635e-05,2.381080635e-05,1,0.5,1,1,0.5,1,0.9915681313
8104,0,4,2.452030954e-05,2.452030954e-05,1,0.5,1,1,0.5,1,1.010733102
8104,0,5,2.700883005e-05,2.700883005e-05,1,0.5,1,1,0.5,1,1.047837476
8104,0,6,3.074549633e-05,3.074549633e-05,1,0.5,1,1,0.5,1,1.120832855
8104,0,7,2.591021546e-05,2.591021546e-05,1,0.5,1,1,0.5,1,1.031882358
8104,0.5,0,4.083152421e-05,0.0001109915903,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4301195398,0.8602390795,2.134805924
8104,0.5,1,3.11823172e-05,6.369696347e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4301195398,0.8602390795,1.615957252
8104,0.5,2,2.241355561e-05,3.440622012e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4301195398,0.8602390795,1.193556466
8104,0.5,3,2.381080635e-05,2.74673127e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4301195398,0.8602390795,1.064985254
8104,0.5,4,2.452030954e-05,2.125611444e-05,1.153564995,0.5356536708,1,1,0.4301195398,0.8602390795,0.9410559718
8104,0.5,5,2.700883005e-05,1.759460679e-05,1.535063009,0.6055324872,1,1,0.4301195398,0.8602390795,0.8457282226
8104,0.5,6,3.074549633e-05,1.50512013e-05,2.04272707,0.6713474535,1,1,0.4301195398,0.8602390795,0.7842159679
8104,0.5,7,2.591021546e-05,9.531835586e-06,2.718281828,0.7310585786,1,1,0.4301195398,0.8602390795,0.6258682873
8104,1,0,4.083152421e-05,0.000301706423,0.1353352832,0.119202922,0.238405844,0.238405844,0.2889858788,0.5779717575,3.519699935
8104,1,1,3.11823172e-05,0.0001301155116,0.2396510364,0.1933213698,0.3866427396,0.3866427396,0.2889858788,0.5779717575,2.309590795
8104,1,2,2.241355561e-05,5.281571579e-05,0.4243728457,0.2979366301,0.5958732602,0.5958732602,0.2889858788,0.5779717575,1.478788529
8104,1,3,2.381080635e-05,3.168533044e-05,0.7514772931,0.4290534031,0.8581068062,0.8581068062,0.2889858788,0.5779717575,1.143838286
8104,1,4,2.452030954e-05,1.842645584e-05,1.330712197,0.5709465969,1,1,0.2889858788,0.5779717575,0.876182189
8104,1,5,2.700883005e-05,1.146181406e-05,2.356418442,0.7020633699,1,1,0.2889858788,0.5779717575,0.6826022576
8104,1,6,3.074549633e-05,7.368190061e-06,4.172733884,0.8066786302,1,1,0.2889858788,0.5779717575,0.5486943761
8104,1,7,2.591021546e-05,3.506566349e-06,7.389056099,0.880797078,1,1,0.2889858788,0.5779717575,0.3796083052
8104,1.5,0,4.083152421e-05,0.0008201230871,0.04978706837,0.04742587318,0.09485174636,0.09485174636,0.1552650349,0.3105300699,5.80300415
8104,1.5,1,3.11823172e-05,0.0002657904777,0.1173191661,0.105000585,0.21000117,0.21000117,0.1552650349,0.3105300699,3.300959623
8104,1.5,2,2.241355561e-05,8.107545162e-05,0.2764530466,0.2165790958,0.4331581915,0.4331581915,0.1552650349,0.3105300699,1.83218438
8104,1.5,3,2.381080635e-05,3.655108804e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.1552650349,0.3105300699,1.22852971
8104,1.5,4,2.452030954e-05,1.597348734e-05,1.535063009,0.6055324872,1,1,0.1552650349,0.3105300699,0.8157806244
8104,1.5,5,2.700883005e-05,7.466673352e-06,3.617250785,0.7834209042,1,1,0.1552650349,0.3105300699,0.5509403963
8104,1.5,6,3.074549633e-05,3.60703599e-06,8.523756461,0.894999415,1,1,0.1552650349,0.3105300699,0.3839063864
8104,1.5,7,2.591021546e-05,1.289993669e-06,20.08553692,0.9525741268,1,1,0.1552650349,0.3105300699,0.2302440758
8104,2,0,4.083152421e-05,0.002229325685,0.01831563889,0.03,0.03597241992,0.03597241992,0.07106238138,0.1421247628,9.567536375
8104,2,1,3.11823172e-05,0.0005429374039,0.05743261927,0.05431326613,0.1086265323,0.1086265323,0.07106238138,0.1421247628,4.717863638
8104,2,2,2.241355561e-05,0.0001244559267,0.1800923121,0.1526086648,0.3052173297,0.3052173297,0.07106238138,0.1421247628,2.27003357
8104,2,3,2.381080635e-05,4.216405569e-05,0.564718122,0.3609072548,0.7218145097,0.7218145097,0.07106238138,0.1421247628,1.319491807
8104,2,4,2.452030954e-05,1.384706316e-05,1.770794952,0.6390927452,1,1,0.07106238138,0.1421247628,0.7595429758
8104,2,5,2.700883005e-05,4.864082651e-06,5.552707876,0.8473913352,1,1,0.07106238138,0.1421247628,0.4446737714
8104,2,6,3.074549633e-05,1.765794385e-06,17.41170806,0.9456867339,1,1,0.07106238138,0.1421247628,0.2686087555
8104,2,7,2.591021546e-05,4.7456215e-07,54.59815003,0.98201379,1,1,0.07106238138,0.1421247628,0.1396500912
8105,0,0,2.918968484e-05,2.918968484e-05,1,0.5,1,1,0.5,1,1.095199996
8105,0,1,2.265602047e-05,2.265602047e-05,1,0.5,1,1,0.5,1,0.9677618852
8105,0,2,2.480663653e-05,2.480663653e-05,1,0.5,1,1,0.5,1,1.01185941
8105,0,3,3.206501601e-05,3.206501601e-05,1,0.5,1,1,0.5,1,1.139152793
8105,0,4,3.207858996e-05,3.207858996e-05,1,0.5,1,1,0.5,1,1.152813171
8105,0,5,2.543336142e-05,2.543336142e-05,1,0.5,1,1,0.5,1,1.021181032
8105,0,6,2.818031434e-05,2.818031434e-05,1,0.5,1,1,0.5,1,1.070162809
8105,0,7,2.684297765e-05,2.684297765e-05,1,0.5,1,1,0.5,1,1.048146562
8105,0.5,0,2.918968484e-05,7.934578989e-05,0.3678794412,0.2689414214,0.5378828427,0.5378828427,0.4515412558,0.9030825115,1.80567953
8105,0.5,1,2.265602047e-05,4.628006632e-05,0.4895416596,0.3286525465,0.657305093,0.657305093,0.4515412558,0.9030825115,1.383164028
8105,0.5,2,2.480663653e-05,3.807975013e-05,0.6514390575,0.3944675128,0.7889350256,0.7889350256,0.4515412558,0.9030825115,1.253670129
8105,0.5,3,3.206501601e-05,3.698908003e-05,0.8668778998,0.4643463292,0.9286926583,0.9286926583,0.4515412558,0.9030825115,1.223497296
8105,0.5,4,3.207858996e-05,2.780822069e-05,1.153564995,0.5356536708,1,1,0.4515412558,0.9030825115,1.073341435
8105,0.5,5,2.543336142e-05,1.656828499e-05,1.535063009,0.6055324872,1,1,0.4515412558,0.9030825115,0.8242133339
8105,0.5,6,2.818031434e-05,1.379543785e-05,2.04272707,0.6713474535,1,1,0.4515412558,0.9030825115,0.7487635278
8105,0.5,7,2.684297765e-05,9.874979619e-06,2.718281828,0.7310585786,1,1,0.4515412558,0.9030825115,0.635733026
8105,1,0,2.918968484e-05,0.0002156842188,0.1353352832,0.119202922,0.238405844,0.238405844,0.326386972,0.6527739439,2.977062249
