heterogeneity,left_minus_right,metric,n_pairs,mean_difference,ci95_low,ci95_high,positive_pairs,ties,wilcoxon_p_two_sided
0.5,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,0.00160255403,0.001315789923,0.001891182673,48,0,9.769962617e-14
0.5,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.000156249996,-9.76564e-06,0.000332031242,17,24,0.0941184936
0.5,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,-0.0001686559219,-0.0002670466304,-6.16212424e-05,10,0,0.0005734773907
0.5,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.003574407856,0.003189877742,0.003964041721,50,0,1.776356839e-15
0.5,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,3.9062494e-05,-0.000166015628,0.000253906242,15,18,0.9774779156
0.5,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,6.43651352e-05,-3.430773657e-05,0.0001683251352,30,0,0.2451308458
0.5,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.00011318691,-0.0005621256358,0.0003516757475,21,0,0.3571870719
0.5,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,-5.859376e-05,-0.000302734376,0.000175781244,11,23,0.4324615596
0.5,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.0001010578549,-1.256123255e-05,0.0002225782437,27,0,0.2044761948
0.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.000431635688,-0.0009745940363,8.639932545e-05,24,0,0.2223148762
0.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.000263671872,9.76562e-06,0.00053710937,18,21,0.07495024389
0.5,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
0.5,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
0.5,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
0.5,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.0003411279568,-0.0003619664751,-0.0003203768047,0,0,1.776356839e-15
0.5,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.00444101287,0.00419072976,0.004678973254,50,0,1.776356839e-15
0.5,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,-0.0001953125,-0.000292968752,-9.7656254e-05,3,28,0.0007181788973
1,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.0002196069941,9.890403382e-05,0.0003375814581,36,0,0.0004506016806
1,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.001607240808,-0.002105158158,-0.00112339882,10,0,4.236403228e-08
1,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.000468750004,0.000146484388,0.000810546878,25,11,0.01598277656
1,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,-0.0002804158659,-0.0004769193461,-7.919191659e-05,16,0,0.006730459669
1,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.006311657056,0.00552256337,0.007096382446,50,0,1.776356839e-15
1,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.000322265626,-8.7890622e-05,0.00077148437,17,13,0.5197584672
1,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,-1.418254598e-05,-0.0001694778123,0.0001453149584,21,0,0.4723763441
1,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.000984629846,-0.001838964971,-0.000167766928,20,0,0.04719429797
1,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.00014648438,-0.000244140634,0.000566406256,20,11,0.6285976331
1,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.000366068761,0.0001219224116,0.0006147310809,31,0,0.01958777691
1,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.002238910488,-0.003194099709,-0.001288834246,15,0,4.011462634e-05
1,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.000283203128,-0.000175781246,0.000781250006,19,10,0.6469649741
1,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
1,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
1,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
1,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.0007239754816,-0.0007582455945,-0.0006888797331,0,0,1.776356839e-15
1,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.009359906386,0.008755463489,0.009957851531,50,0,1.776356839e-15
1,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,-3.906251e-05,-0.0002441406181,0.000166015618,15,16,0.5021451744
1.5,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.001266398104,0.001086205627,0.001461196414,50,0,1.776356839e-15
1.5,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.01099155353,-0.01196344388,-0.0100697207,0,0,1.776356839e-15
1.5,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.001181640632,0.000576171886,0.00182617188,29,11,0.0002057253526
1.5,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,0.0004207128555,-4.51468067e-05,0.000949773287,22,0,0.5398998477
1.5,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.005159634998,0.003668958545,0.006529581106,46,0,1.158324636e-08
1.5,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.001494140626,0.000664062504,0.002392578138,27,12,0.002456693092
1.5,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,0.001079649256,0.0006323988088,0.00158625532,36,0,7.518488966e-06
1.5,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.005332536286,-0.006968116989,-0.003759759537,6,0,1.757493884e-08
1.5,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.000781249992,-8.7890636e-05,0.001923828132,17,15,0.7615998126
1.5,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.001470062964,0.0009494554405,0.002051299453,39,0,1.214101957e-07
1.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.006698081432,-0.008447528152,-0.005053069935,5,0,9.075229457e-11
1.5,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.002099609374,0.0006052245979,0.004013671864,24,8,0.04995925607
1.5,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
1.5,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
1.5,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
1.5,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.001033369286,-0.001076442115,-0.0009900240114,0,0,1.776356839e-15
1.5,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.0128677596,0.01192407036,0.01379087084,50,0,1.776356839e-15
1.5,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,5.8593738e-05,-0.000166015642,0.000283203108,21,13,0.9456494644
2,reliability_aligned_shunt - best_global_shunt,one_step_test_loss_decrease,50,0.001816585377,0.001618326453,0.002019520402,49,0,3.552713679e-15
2,reliability_aligned_shunt - best_global_shunt,final_test_loss,50,-0.02040440837,-0.02222036202,-0.0187050625,0,0,1.776356839e-15
2,reliability_aligned_shunt - best_global_shunt,final_test_accuracy,50,0.001181640614,0.000507812486,0.001962890612,26,8,0.004220035115
2,reliability_aligned_shunt - noisy_no_shunt,one_step_test_loss_decrease,50,0.001338736043,0.00059379285,0.002095952288,33,0,0.002996250183
2,reliability_aligned_shunt - noisy_no_shunt,final_test_loss,50,0.000425250758,-0.002455572547,0.003070964236,33,0,0.154302503
2,reliability_aligned_shunt - noisy_no_shunt,final_test_accuracy,50,0.002578124988,0.001445312494,0.00384765623,26,13,6.736992673e-05
2,reliability_aligned_shunt - shuffled_shunt,one_step_test_loss_decrease,50,0.001448330314,0.0008278415407,0.002133104743,33,0,0.0001302957842
2,reliability_aligned_shunt - shuffled_shunt,final_test_loss,50,-0.009204164058,-0.01217111013,-0.006387359969,7,0,6.917133533e-09
2,reliability_aligned_shunt - shuffled_shunt,final_test_accuracy,50,0.00281249999,0.0008886718739,0.005546874992,22,11,0.02068132771
2,reliability_aligned_shunt - anti_aligned_shunt,one_step_test_loss_decrease,50,0.002386308635,0.001617119651,0.003184514034,41,0,1.214101957e-07
2,reliability_aligned_shunt - anti_aligned_shunt,final_test_loss,50,-0.01378051903,-0.01707655762,-0.01070764122,3,0,9.521272659e-13
2,reliability_aligned_shunt - anti_aligned_shunt,final_test_accuracy,50,0.002958984358,0.001503906244,0.004638916008,26,8,0.00186921521
2,reliability_aligned_shunt - explicit_point_gate,one_step_test_loss_decrease,50,0,0,0,0,50,1
2,reliability_aligned_shunt - explicit_point_gate,final_test_loss,50,0,0,0,0,50,1
2,reliability_aligned_shunt - explicit_point_gate,final_test_accuracy,50,0,0,0,0,50,1
2,aligned_clean_credit - exact_clean_bp,one_step_test_loss_decrease,50,-0.001251320841,-0.00129862176,-0.001203475747,0,0,1.776356839e-15
2,aligned_clean_credit - exact_clean_bp,final_test_loss,50,0.01500409873,0.01386906508,0.01614748076,50,0,1.776356839e-15
2,aligned_clean_credit - exact_clean_bp,final_test_accuracy,50,0.00014648437,-8.7890632e-05,0.000380859372,24,10,0.3040763507
