seed,state,condition_id,architecture,feedback_family,budget_k,exact_field_energy,address_residual_energy,coefficient_residual_energy,total_field_error,address_capture,realized_field_score,decomposition_error,heldout_accuracy
4200,initialization,dendritic_tree__random_rank_k__k2,dendritic_tree,random_rank_k,2,5534.688836,3963.722403,2241.837477,6205.55988,0.2838400639,-0.1212120616,9.094947018e-13,0.724609375
4200,initialization,dendritic_tree__learned_rank_k_upper_bound__k2,dendritic_tree,learned_rank_k_upper_bound,2,5534.688836,4071.065065,1.350560443e-30,4071.065065,0.2644455386,0.2644455386,0,0.6274414062
4200,initialization,dendritic_tree__correct_ancestry_subtrees__k4,dendritic_tree,correct_ancestry_subtrees,4,5534.688836,2320.07373,646.6838743,2966.757604,0.5808122555,0.4639702986,4.547473509e-13,0.7998046875
4200,initialization,dendritic_tree__within_neuron_route_derangement__k4,dendritic_tree,within_neuron_route_derangement,4,5534.688836,5534.688836,5128.068906,10662.75774,0,-0.9265324678,0,0.197265625
4200,initialization,dendritic_tree__depth_interleaved_bins__k4,dendritic_tree,depth_interleaved_bins,4,5534.688836,2379.060311,719.5318157,3098.592126,0.5701546408,0.4401506176,0,0.73046875
4200,initialization,dendritic_tree__random_sparse_matched__k4,dendritic_tree,random_sparse_matched,4,5534.688836,2344.639726,685.8946773,3030.534403,0.576373705,0.4524471939,4.547473509e-13,0.7690429688
4200,initialization,dendritic_tree__random_rank_k__k4,dendritic_tree,random_rank_k,4,5534.688836,2498.195669,724.0376055,3222.233274,0.5486294274,0.4178113043,0,0.8129882812
4200,initialization,dendritic_tree__learned_rank_k_upper_bound__k4,dendritic_tree,learned_rank_k_upper_bound,4,5534.688836,2707.913827,3.519502155e-30,2707.913827,0.5107378378,0.5107378378,0,0.7133789062
4200,initialization,dendritic_tree__correct_ancestry_subtrees__k8,dendritic_tree,correct_ancestry_subtrees,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__within_neuron_route_derangement__k8,dendritic_tree,within_neuron_route_derangement,8,5534.688836,5534.688836,4990.005481,10524.69432,0,-0.9015873574,0,0.2641601562
4200,initialization,dendritic_tree__depth_interleaved_bins__k8,dendritic_tree,depth_interleaved_bins,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__random_sparse_matched__k8,dendritic_tree,random_sparse_matched,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__random_rank_k__k8,dendritic_tree,random_rank_k,8,5534.688836,3.509118536e-28,7.925309414e-30,3.429865441e-28,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__learned_rank_k_upper_bound__k8,dendritic_tree,learned_rank_k_upper_bound,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__neuron_indexed_shared__k1,dendritic_tree,neuron_indexed_shared,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,dendritic_tree__exact_compartment_transport__k8,dendritic_tree,exact_compartment_transport,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,dendritic_tree__backpropagation__k8,dendritic_tree,backpropagation,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k1,point_neuron_explicit_gating,correct_ancestry_subtrees,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k1,point_neuron_explicit_gating,within_neuron_route_derangement,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k1,point_neuron_explicit_gating,depth_interleaved_bins,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,point_neuron_explicit_gating__random_sparse_matched__k1,point_neuron_explicit_gating,random_sparse_matched,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,point_neuron_explicit_gating__random_rank_k__k1,point_neuron_explicit_gating,random_rank_k,1,5534.688836,4669.128387,2796.766835,7465.895221,0.1563882767,-0.3489277252,1.818989404e-12,0.7758789062
4200,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k1,point_neuron_explicit_gating,learned_rank_k_upper_bound,1,5534.688836,4772.965854,3.431067132e-31,4772.965854,0.1376270654,0.1376270654,0,0.5815429688
4200,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k2,point_neuron_explicit_gating,correct_ancestry_subtrees,2,5534.688836,3787.834951,1369.207783,5157.042734,0.3156191679,0.06823258053,0,0.4423828125
4200,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k2,point_neuron_explicit_gating,within_neuron_route_derangement,2,5534.688836,5534.688836,5226.47258,10761.16142,0,-0.9443119089,1.818989404e-12,0.1831054688
4200,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k2,point_neuron_explicit_gating,depth_interleaved_bins,2,5534.688836,3824.24575,1427.084774,5251.330524,0.3090405146,0.05119679182,0,0.2055664062
4200,initialization,point_neuron_explicit_gating__random_sparse_matched__k2,point_neuron_explicit_gating,random_sparse_matched,2,5534.688836,3819.773973,1456.080169,5275.854143,0.309848469,0.0467658979,9.094947018e-13,0.208984375
4200,initialization,point_neuron_explicit_gating__random_rank_k__k2,point_neuron_explicit_gating,random_rank_k,2,5534.688836,3963.722403,2241.837477,6205.55988,0.2838400639,-0.1212120616,9.094947018e-13,0.724609375
4200,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k2,point_neuron_explicit_gating,learned_rank_k_upper_bound,2,5534.688836,4071.065065,1.350560443e-30,4071.065065,0.2644455386,0.2644455386,0,0.6274414062
4200,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k4,point_neuron_explicit_gating,correct_ancestry_subtrees,4,5534.688836,2320.07373,646.6838743,2966.757604,0.5808122555,0.4639702986,4.547473509e-13,0.7998046875
4200,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k4,point_neuron_explicit_gating,within_neuron_route_derangement,4,5534.688836,5534.688836,5128.068906,10662.75774,0,-0.9265324678,0,0.197265625
4200,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k4,point_neuron_explicit_gating,depth_interleaved_bins,4,5534.688836,2379.060311,719.5318157,3098.592126,0.5701546408,0.4401506176,0,0.73046875
4200,initialization,point_neuron_explicit_gating__random_sparse_matched__k4,point_neuron_explicit_gating,random_sparse_matched,4,5534.688836,2344.639726,685.8946773,3030.534403,0.576373705,0.4524471939,4.547473509e-13,0.7690429688
4200,initialization,point_neuron_explicit_gating__random_rank_k__k4,point_neuron_explicit_gating,random_rank_k,4,5534.688836,2498.195669,724.0376055,3222.233274,0.5486294274,0.4178113043,0,0.8129882812
4200,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k4,point_neuron_explicit_gating,learned_rank_k_upper_bound,4,5534.688836,2707.913827,3.519502155e-30,2707.913827,0.5107378378,0.5107378378,0,0.7133789062
4200,initialization,point_neuron_explicit_gating__correct_ancestry_subtrees__k8,point_neuron_explicit_gating,correct_ancestry_subtrees,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__within_neuron_route_derangement__k8,point_neuron_explicit_gating,within_neuron_route_derangement,8,5534.688836,5534.688836,4990.005481,10524.69432,0,-0.9015873574,0,0.2641601562
4200,initialization,point_neuron_explicit_gating__depth_interleaved_bins__k8,point_neuron_explicit_gating,depth_interleaved_bins,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__random_sparse_matched__k8,point_neuron_explicit_gating,random_sparse_matched,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__random_rank_k__k8,point_neuron_explicit_gating,random_rank_k,8,5534.688836,3.509118536e-28,7.925309414e-30,3.429865441e-28,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__learned_rank_k_upper_bound__k8,point_neuron_explicit_gating,learned_rank_k_upper_bound,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__neuron_indexed_shared__k1,point_neuron_explicit_gating,neuron_indexed_shared,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,point_neuron_explicit_gating__exact_compartment_transport__k8,point_neuron_explicit_gating,exact_compartment_transport,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,point_neuron_explicit_gating__backpropagation__k8,point_neuron_explicit_gating,backpropagation,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__correct_ancestry_subtrees__k1,flat_compartment,correct_ancestry_subtrees,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,flat_compartment__within_neuron_route_derangement__k1,flat_compartment,within_neuron_route_derangement,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,flat_compartment__depth_interleaved_bins__k1,flat_compartment,depth_interleaved_bins,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,flat_compartment__random_sparse_matched__k1,flat_compartment,random_sparse_matched,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,flat_compartment__random_rank_k__k1,flat_compartment,random_rank_k,1,5534.688836,4669.128387,2796.766835,7465.895221,0.1563882767,-0.3489277252,1.818989404e-12,0.7758789062
4200,initialization,flat_compartment__learned_rank_k_upper_bound__k1,flat_compartment,learned_rank_k_upper_bound,1,5534.688836,4772.965854,3.431067132e-31,4772.965854,0.1376270654,0.1376270654,0,0.5815429688
4200,initialization,flat_compartment__correct_ancestry_subtrees__k2,flat_compartment,correct_ancestry_subtrees,2,5534.688836,3787.834951,1369.207783,5157.042734,0.3156191679,0.06823258053,0,0.4423828125
4200,initialization,flat_compartment__within_neuron_route_derangement__k2,flat_compartment,within_neuron_route_derangement,2,5534.688836,5534.688836,5226.47258,10761.16142,0,-0.9443119089,1.818989404e-12,0.1831054688
4200,initialization,flat_compartment__depth_interleaved_bins__k2,flat_compartment,depth_interleaved_bins,2,5534.688836,3824.24575,1427.084774,5251.330524,0.3090405146,0.05119679182,0,0.2055664062
4200,initialization,flat_compartment__random_sparse_matched__k2,flat_compartment,random_sparse_matched,2,5534.688836,3819.773973,1456.080169,5275.854143,0.309848469,0.0467658979,9.094947018e-13,0.208984375
4200,initialization,flat_compartment__random_rank_k__k2,flat_compartment,random_rank_k,2,5534.688836,3963.722403,2241.837477,6205.55988,0.2838400639,-0.1212120616,9.094947018e-13,0.724609375
4200,initialization,flat_compartment__learned_rank_k_upper_bound__k2,flat_compartment,learned_rank_k_upper_bound,2,5534.688836,4071.065065,1.350560443e-30,4071.065065,0.2644455386,0.2644455386,0,0.6274414062
4200,initialization,flat_compartment__correct_ancestry_subtrees__k4,flat_compartment,correct_ancestry_subtrees,4,5534.688836,2320.07373,646.6838743,2966.757604,0.5808122555,0.4639702986,4.547473509e-13,0.7998046875
4200,initialization,flat_compartment__within_neuron_route_derangement__k4,flat_compartment,within_neuron_route_derangement,4,5534.688836,5534.688836,5128.068906,10662.75774,0,-0.9265324678,0,0.197265625
4200,initialization,flat_compartment__depth_interleaved_bins__k4,flat_compartment,depth_interleaved_bins,4,5534.688836,2379.060311,719.5318157,3098.592126,0.5701546408,0.4401506176,0,0.73046875
4200,initialization,flat_compartment__random_sparse_matched__k4,flat_compartment,random_sparse_matched,4,5534.688836,2344.639726,685.8946773,3030.534403,0.576373705,0.4524471939,4.547473509e-13,0.7690429688
4200,initialization,flat_compartment__random_rank_k__k4,flat_compartment,random_rank_k,4,5534.688836,2498.195669,724.0376055,3222.233274,0.5486294274,0.4178113043,0,0.8129882812
4200,initialization,flat_compartment__learned_rank_k_upper_bound__k4,flat_compartment,learned_rank_k_upper_bound,4,5534.688836,2707.913827,3.519502155e-30,2707.913827,0.5107378378,0.5107378378,0,0.7133789062
4200,initialization,flat_compartment__correct_ancestry_subtrees__k8,flat_compartment,correct_ancestry_subtrees,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__within_neuron_route_derangement__k8,flat_compartment,within_neuron_route_derangement,8,5534.688836,5534.688836,4990.005481,10524.69432,0,-0.9015873574,0,0.2641601562
4200,initialization,flat_compartment__depth_interleaved_bins__k8,flat_compartment,depth_interleaved_bins,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__random_sparse_matched__k8,flat_compartment,random_sparse_matched,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__random_rank_k__k8,flat_compartment,random_rank_k,8,5534.688836,3.509118536e-28,7.925309414e-30,3.429865441e-28,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__learned_rank_k_upper_bound__k8,flat_compartment,learned_rank_k_upper_bound,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__neuron_indexed_shared__k1,flat_compartment,neuron_indexed_shared,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,flat_compartment__exact_compartment_transport__k8,flat_compartment,exact_compartment_transport,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,flat_compartment__backpropagation__k8,flat_compartment,backpropagation,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__correct_ancestry_subtrees__k1,grouped_point_subunits,correct_ancestry_subtrees,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,grouped_point_subunits__within_neuron_route_derangement__k1,grouped_point_subunits,within_neuron_route_derangement,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,grouped_point_subunits__depth_interleaved_bins__k1,grouped_point_subunits,depth_interleaved_bins,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,grouped_point_subunits__random_sparse_matched__k1,grouped_point_subunits,random_sparse_matched,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,grouped_point_subunits__random_rank_k__k1,grouped_point_subunits,random_rank_k,1,5534.688836,4669.128387,2796.766835,7465.895221,0.1563882767,-0.3489277252,1.818989404e-12,0.7758789062
4200,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k1,grouped_point_subunits,learned_rank_k_upper_bound,1,5534.688836,4772.965854,3.431067132e-31,4772.965854,0.1376270654,0.1376270654,0,0.5815429688
4200,initialization,grouped_point_subunits__correct_ancestry_subtrees__k2,grouped_point_subunits,correct_ancestry_subtrees,2,5534.688836,3787.834951,1369.207783,5157.042734,0.3156191679,0.06823258053,0,0.4423828125
4200,initialization,grouped_point_subunits__within_neuron_route_derangement__k2,grouped_point_subunits,within_neuron_route_derangement,2,5534.688836,5534.688836,5226.47258,10761.16142,0,-0.9443119089,1.818989404e-12,0.1831054688
4200,initialization,grouped_point_subunits__depth_interleaved_bins__k2,grouped_point_subunits,depth_interleaved_bins,2,5534.688836,3824.24575,1427.084774,5251.330524,0.3090405146,0.05119679182,0,0.2055664062
4200,initialization,grouped_point_subunits__random_sparse_matched__k2,grouped_point_subunits,random_sparse_matched,2,5534.688836,3819.773973,1456.080169,5275.854143,0.309848469,0.0467658979,9.094947018e-13,0.208984375
4200,initialization,grouped_point_subunits__random_rank_k__k2,grouped_point_subunits,random_rank_k,2,5534.688836,3963.722403,2241.837477,6205.55988,0.2838400639,-0.1212120616,9.094947018e-13,0.724609375
4200,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k2,grouped_point_subunits,learned_rank_k_upper_bound,2,5534.688836,4071.065065,1.350560443e-30,4071.065065,0.2644455386,0.2644455386,0,0.6274414062
4200,initialization,grouped_point_subunits__correct_ancestry_subtrees__k4,grouped_point_subunits,correct_ancestry_subtrees,4,5534.688836,2320.07373,646.6838743,2966.757604,0.5808122555,0.4639702986,4.547473509e-13,0.7998046875
4200,initialization,grouped_point_subunits__within_neuron_route_derangement__k4,grouped_point_subunits,within_neuron_route_derangement,4,5534.688836,5534.688836,5128.068906,10662.75774,0,-0.9265324678,0,0.197265625
4200,initialization,grouped_point_subunits__depth_interleaved_bins__k4,grouped_point_subunits,depth_interleaved_bins,4,5534.688836,2379.060311,719.5318157,3098.592126,0.5701546408,0.4401506176,0,0.73046875
4200,initialization,grouped_point_subunits__random_sparse_matched__k4,grouped_point_subunits,random_sparse_matched,4,5534.688836,2344.639726,685.8946773,3030.534403,0.576373705,0.4524471939,4.547473509e-13,0.7690429688
4200,initialization,grouped_point_subunits__random_rank_k__k4,grouped_point_subunits,random_rank_k,4,5534.688836,2498.195669,724.0376055,3222.233274,0.5486294274,0.4178113043,0,0.8129882812
4200,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k4,grouped_point_subunits,learned_rank_k_upper_bound,4,5534.688836,2707.913827,3.519502155e-30,2707.913827,0.5107378378,0.5107378378,0,0.7133789062
4200,initialization,grouped_point_subunits__correct_ancestry_subtrees__k8,grouped_point_subunits,correct_ancestry_subtrees,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__within_neuron_route_derangement__k8,grouped_point_subunits,within_neuron_route_derangement,8,5534.688836,5534.688836,4990.005481,10524.69432,0,-0.9015873574,0,0.2641601562
4200,initialization,grouped_point_subunits__depth_interleaved_bins__k8,grouped_point_subunits,depth_interleaved_bins,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__random_sparse_matched__k8,grouped_point_subunits,random_sparse_matched,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__random_rank_k__k8,grouped_point_subunits,random_rank_k,8,5534.688836,3.509118536e-28,7.925309414e-30,3.429865441e-28,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__learned_rank_k_upper_bound__k8,grouped_point_subunits,learned_rank_k_upper_bound,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__neuron_indexed_shared__k1,grouped_point_subunits,neuron_indexed_shared,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,1.818989404e-12,0.181640625
4200,initialization,grouped_point_subunits__exact_compartment_transport__k8,grouped_point_subunits,exact_compartment_transport,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,grouped_point_subunits__backpropagation__k8,grouped_point_subunits,backpropagation,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k1,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,9.094947018e-13,0.181640625
4200,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k1,degree_depth_matched_rewired_tree,within_neuron_route_derangement,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,9.094947018e-13,0.181640625
4200,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k1,degree_depth_matched_rewired_tree,depth_interleaved_bins,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,9.094947018e-13,0.181640625
4200,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k1,degree_depth_matched_rewired_tree,random_sparse_matched,1,5534.688836,4636.361069,2176.469416,6812.830485,0.1623086307,-0.230932883,9.094947018e-13,0.181640625
4200,initialization,degree_depth_matched_rewired_tree__random_rank_k__k1,degree_depth_matched_rewired_tree,random_rank_k,1,5534.688836,4723.314982,2838.836079,7562.151061,0.1465979168,-0.3663190986,9.094947018e-13,0.8037109375
4200,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k1,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,1,5534.688836,4772.965854,3.431067132e-31,4772.965854,0.1376270654,0.1376270654,0,0.5815429688
4200,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k2,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,2,5534.688836,3809.240348,1420.950698,5230.191047,0.31175167,0.05501624356,9.094947018e-13,0.2392578125
4200,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k2,degree_depth_matched_rewired_tree,within_neuron_route_derangement,2,5534.688836,5534.688836,5153.324267,10688.0131,1.110223025e-16,-0.931095572,1.818989404e-12,0.185546875
4200,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k2,degree_depth_matched_rewired_tree,depth_interleaved_bins,2,5534.688836,3825.713458,1425.484894,5251.198352,0.3087753311,0.05122067244,0,0.2124023438
4200,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k2,degree_depth_matched_rewired_tree,random_sparse_matched,2,5534.688836,3799.210922,1402.851242,5202.062164,0.313563773,0.06009853164,0,0.2368164062
4200,initialization,degree_depth_matched_rewired_tree__random_rank_k__k2,degree_depth_matched_rewired_tree,random_rank_k,2,5534.688836,3955.330196,2203.24814,6158.578337,0.2853563563,-0.1127235007,0,0.6362304688
4200,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k2,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,2,5534.688836,4071.065065,1.350560443e-30,4071.065065,0.2644455386,0.2644455386,0,0.6274414062
4200,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k4,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,4,5534.688836,2367.710268,673.9916322,3041.7019,0.572205351,0.4504294658,0,0.7592773438
4200,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k4,degree_depth_matched_rewired_tree,within_neuron_route_derangement,4,5534.688836,5534.688836,5166.913175,10701.60201,1.110223025e-16,-0.9335507973,0,0.1928710938
4200,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k4,degree_depth_matched_rewired_tree,depth_interleaved_bins,4,5534.688836,2356.477099,663.0660104,3019.543109,0.5742349445,0.4544330858,0,0.7543945312
4200,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k4,degree_depth_matched_rewired_tree,random_sparse_matched,4,5534.688836,2354.409206,692.7967253,3047.205932,0.5746085686,0.4494350049,0,0.771484375
4200,initialization,degree_depth_matched_rewired_tree__random_rank_k__k4,degree_depth_matched_rewired_tree,random_rank_k,4,5534.688836,2500.470946,702.7231256,3203.194071,0.5482183335,0.4212512815,4.547473509e-13,0.7998046875
4200,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k4,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,4,5534.688836,2707.913827,3.519502155e-30,2707.913827,0.5107378378,0.5107378378,0,0.7133789062
4200,initialization,degree_depth_matched_rewired_tree__correct_ancestry_subtrees__k8,degree_depth_matched_rewired_tree,correct_ancestry_subtrees,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,degree_depth_matched_rewired_tree__within_neuron_route_derangement__k8,degree_depth_matched_rewired_tree,within_neuron_route_derangement,8,5534.688836,5534.688836,5097.727225,10632.41606,1.110223025e-16,-0.9210503746,0,0.2158203125
4200,initialization,degree_depth_matched_rewired_tree__depth_interleaved_bins__k8,degree_depth_matched_rewired_tree,depth_interleaved_bins,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,degree_depth_matched_rewired_tree__random_sparse_matched__k8,degree_depth_matched_rewired_tree,random_sparse_matched,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
4200,initialization,degree_depth_matched_rewired_tree__random_rank_k__k8,degree_depth_matched_rewired_tree,random_rank_k,8,5534.688836,3.536556039e-28,7.925309414e-30,3.457302945e-28,1,1,1.585061883e-29,0.8095703125
4200,initialization,degree_depth_matched_rewired_tree__learned_rank_k_upper_bound__k8,degree_depth_matched_rewired_tree,learned_rank_k_upper_bound,8,5534.688836,7.925309414e-30,7.925309414e-30,0,1,1,1.585061883e-29,0.8095703125
