cohort,regime,root_id,shunting_localization,additive_localization,difference,n_sites
original_eight,Ra150_Rm15000,864691135324623260,0.01509705630384144,0.013919068278236132,0.0011779880256053063,10
original_eight,Ra150_Rm15000,864691135409937097,0.004638984453496331,0.005739287666471377,-0.0011003032129750462,15
original_eight,Ra150_Rm15000,864691135739661169,0.0261974817852265,0.03644159559442357,-0.010244113809197071,8
original_eight,Ra150_Rm15000,864691135810666525,0.0030017116935162824,0.003604294094263361,-0.0006025824007470786,16
original_eight,Ra150_Rm15000,864691136043380566,0.0019943817851247347,0.0026971491120892045,-0.0007027673269644699,16
original_eight,Ra150_Rm30000,864691135060651419,0.002870456568034851,0.0050669256824419084,-0.002196469114407057,16
original_eight,Ra150_Rm30000,864691135196576298,0.0008040383312052802,0.0006606401546195854,0.00014339817658569486,4
original_eight,Ra150_Rm30000,864691135277186789,0.0015793763738670488,0.0021032512234603123,-0.0005238748495932634,16
original_eight,Ra150_Rm30000,864691135324623260,0.008609082773466383,0.00868491252446255,-7.582975099616602e-05,10
original_eight,Ra150_Rm30000,864691135409937097,0.0023910576618644706,0.0030486374961768924,-0.0006575798343124216,15
original_eight,Ra150_Rm30000,864691135739661169,0.01652207987347918,0.02479116691020494,-0.008269087036725757,8
original_eight,Ra150_Rm30000,864691135810666525,0.0015433349738984423,0.0019491768899333266,-0.00040584191603488433,16
original_eight,Ra150_Rm30000,864691136043380566,0.0010034519292841807,0.001449405802773187,-0.00044595387348900624,16
original_eight,Ra250_Rm15000,864691135060651419,0.009396684978754188,0.014904489909858888,-0.0055078049311047,16
original_eight,Ra250_Rm15000,864691135196576298,0.0030258830360692466,0.0017034419553921465,0.0013224410806771001,4
original_eight,Ra250_Rm15000,864691135277186789,0.005232719225580338,0.006014846477740055,-0.0007821272521597179,16
original_eight,Ra250_Rm15000,864691135324623260,0.021845346220850128,0.01834616346080489,0.0034991827600452394,10
original_eight,Ra250_Rm15000,864691135409937097,0.007457768946737372,0.008899547960834524,-0.0014417790140971516,15
original_eight,Ra250_Rm15000,864691135739661169,0.03426072691531661,0.04546680153742787,-0.011206074622111258,8
original_eight,Ra250_Rm15000,864691135810666525,0.00483513778015638,0.0054970003396968324,-0.0006618625595404519,16
original_eight,Ra250_Rm15000,864691136043380566,0.003299311095670225,0.004129028366092927,-0.0008297172704227016,16
v661_disjoint,Ra150_Rm300,864691134941194851,0.08460711465827195,0.012755770362409704,0.07185134429586225,14
v661_disjoint,Ra150_Rm300,864691135082534135,0.2445621661664889,0.055494652579016916,0.18906751358747198,1
v661_disjoint,Ra150_Rm300,864691135334986985,0.09688184529769038,0.01173987057256237,0.085141974725128,14
v661_disjoint,Ra150_Rm300,864691135342193329,0.16816315823766326,0.01948190523000685,0.14868125300765642,3
v661_disjoint,Ra150_Rm300,864691135367232761,0.17086410439969715,0.03511885010484225,0.13574525429485493,3
v661_disjoint,Ra150_Rm300,864691135404231406,0.07127933305400506,0.01124343765797046,0.06003589539603461,8
v661_disjoint,Ra150_Rm300,864691135404277230,0.07929650937030686,0.010068329484096727,0.06922817988621013,5
v661_disjoint,Ra150_Rm300,864691135416557754,0.06165087149074757,0.0027328051287261487,0.058918066362021425,3
v661_disjoint,Ra150_Rm300,864691135455195242,0.07319449264297274,0.00903330934777916,0.06416118329519359,3
v661_disjoint,Ra150_Rm300,864691135468547212,0.10081298397993538,0.010503853724694872,0.0903091302552405,3
v661_disjoint,Ra150_Rm300,864691135495249040,0.14404986901506076,0.02064105905146187,0.12340880996359888,3
v661_disjoint,Ra150_Rm300,864691135502788957,0.09191088760806217,0.054370538659964524,0.03754034894809764,2
v661_disjoint,Ra150_Rm300,864691135516884435,0.01121648303496836,0.0005391006745503429,0.010677382360418017,1
v661_disjoint,Ra150_Rm300,864691135572379429,0.07168296285749431,0.009116775634982355,0.06256618722251196,4
v661_disjoint,Ra150_Rm300,864691135573814980,0.08106180765204932,0.013020186954256345,0.06804162069779299,13
v661_disjoint,Ra150_Rm300,864691135658994050,0.07194504033631834,0.010147932036203037,0.06179710830011531,11
v661_disjoint,Ra150_Rm300,864691135687601120,0.11403670637135399,0.019195994420827357,0.09484071195052664,3
v661_disjoint,Ra150_Rm300,864691135716106266,0.05881108458627353,0.007370884602655406,0.051440199983618116,5
v661_disjoint,Ra150_Rm300,864691135716174106,0.09271380394771145,0.012071597667025504,0.08064220628068594,5
v661_disjoint,Ra150_Rm300,864691135740320660,0.044486518243216554,0.0027410653554490283,0.04174545288776753,2
v661_disjoint,Ra150_Rm300,864691135762339894,0.17969592194918133,0.025368663046124496,0.15432725890305685,5
v661_disjoint,Ra150_Rm300,864691135856802606,0.11455292890772721,0.003961342232886746,0.11059158667484047,6
v661_disjoint,Ra150_Rm300,864691135856845358,0.09026801382535066,0.0073725741677900716,0.08289543965756056,7
v661_disjoint,Ra150_Rm300,864691135867632406,0.07656721574444006,0.014283726151670667,0.062283489592769394,10
v661_disjoint,Ra150_Rm300,864691135919106224,0.13928160821332347,0.0026209999098016122,0.13666060830352186,2
v661_disjoint,Ra150_Rm300,864691135938349828,0.04202017336605414,0.0028674393134073967,0.03915273405264674,2
v661_disjoint,Ra150_Rm300,864691135947212897,0.08771559978587215,0.005377776591982542,0.08233782319388962,8
v661_disjoint,Ra150_Rm300,864691135952698659,0.15048537339168425,0.014191373452303624,0.13629399993938066,3
v661_disjoint,Ra150_Rm300,864691135992368833,0.012291779401317808,0.0005127831792909889,0.011778996222026819,1
v661_disjoint,Ra150_Rm300,864691136024229689,0.1757781938199262,0.0054554855277718205,0.1703227082921544,4
v661_disjoint,Ra150_Rm300,864691136066506392,0.018737740225058176,0.000697873768397426,0.01803986645666075,2
v661_disjoint,Ra150_Rm300,864691136066697624,0.12087385277207856,0.034973478603958184,0.08590037416812037,11
v661_disjoint,Ra150_Rm300,864691136066733720,0.07168101180276158,0.004760987072356073,0.06692002473040551,2
v661_disjoint,Ra150_Rm300,864691136100511093,0.07673805732561133,0.019861581376003693,0.05687647594960764,4
v661_disjoint,Ra150_Rm300,864691136109892792,0.1344052652380933,0.008326943506687438,0.12607832173140585,2
v661_disjoint,Ra150_Rm300,864691136137737085,0.0705829946160779,0.005890464758108621,0.06469252985796928,1
v661_disjoint,Ra150_Rm300,864691136195348812,0.13164897710333173,0.043413449597918874,0.08823552750541287,16
v661_disjoint,Ra150_Rm300,864691136275165965,0.045940819992857124,0.007020419015288936,0.03892040097756819,6
v661_disjoint,Ra150_Rm300,864691136371808392,0.07979414372033226,0.0124466967592456,0.06734744696108667,8
v661_disjoint,Ra150_Rm300,864691136389026167,0.04009744452759568,0.002517913711768833,0.03757953081582684,4
v661_disjoint,Ra150_Rm300,864691136486753554,0.026670782551675303,0.0010239618193402362,0.02564682073233507,5
v661_disjoint,Ra150_Rm300,864691136663284190,0.020276580825241766,0.00035883240822356076,0.019917748417018204,1
v661_disjoint,Ra150_Rm300,864691136673975943,0.12467290046100822,0.014633931344578808,0.11003896911642941,6
v661_disjoint,Ra150_Rm300,864691136953057759,0.1301022221937211,0.010070558835377861,0.12003166335834325,10
v661_disjoint,Ra150_Rm300,864691137197373249,0.1193162798396145,0.0036025830396159016,0.1157136967999986,3
v661_disjoint,Ra150_Rm3000,864691134941194851,0.013787396242939079,0.004568213131963701,0.009219183110975377,14
v661_disjoint,Ra150_Rm3000,864691135082534135,0.054503616015029024,0.021199241898120964,0.033304374116908064,1
v661_disjoint,Ra150_Rm3000,864691135334986985,0.017730390451983703,0.00528000761366574,0.012450382838317961,14
v661_disjoint,Ra150_Rm3000,864691135342193329,0.02105773461457931,0.009645058870502826,0.01141267574407648,3
v661_disjoint,Ra150_Rm3000,864691135367232761,0.035903928599580075,0.014257082224365633,0.02164684637521444,3
v661_disjoint,Ra150_Rm3000,864691135404231406,0.011628772924788998,0.004096122041731722,0.007532650883057276,8
v661_disjoint,Ra150_Rm3000,864691135404277230,0.013440756180400531,0.004137585340214517,0.009303170840186014,5
v661_disjoint,Ra150_Rm3000,864691135416557754,0.008449115802518042,0.0019103799160637269,0.006538735886454316,3
v661_disjoint,Ra150_Rm3000,864691135455195242,0.01561955801114972,0.004776145734081346,0.010843412277068374,3
v661_disjoint,Ra150_Rm3000,864691135468547212,0.015021575243792695,0.0054651327018544185,0.009556442541938276,3
v661_disjoint,Ra150_Rm3000,864691135495249040,0.024314203013035312,0.00789757353374927,0.016416629479286043,3
v661_disjoint,Ra150_Rm3000,864691135502788957,0.021488364765506095,0.010367033981133717,0.011121330784372378,2
v661_disjoint,Ra150_Rm3000,864691135516884435,0.0011121830124263678,0.00027203942107140763,0.0008401435913549601,1
v661_disjoint,Ra150_Rm3000,864691135572379429,0.010806179311724246,0.004262559952472251,0.006543619359251994,4
v661_disjoint,Ra150_Rm3000,864691135573814980,0.012500691551231803,0.004872171130562129,0.007628520420669674,13
v661_disjoint,Ra150_Rm3000,864691135658994050,0.011323414606444437,0.004116623360833817,0.00720679124561062,11
v661_disjoint,Ra150_Rm3000,864691135687601120,0.018811352706948958,0.006786798413161418,0.012024554293787537,3
v661_disjoint,Ra150_Rm3000,864691135716106266,0.005673193609211936,0.00290484336447935,0.0027683502447325855,5
v661_disjoint,Ra150_Rm3000,864691135716174106,0.023476478194361113,0.006404100287928291,0.017072377906432817,5
v661_disjoint,Ra150_Rm3000,864691135740320660,0.005736902995136952,0.0012189599940515233,0.0045179430010854294,2
v661_disjoint,Ra150_Rm3000,864691135762339894,0.04179921282990829,0.013844044159338468,0.027955168670569817,5
v661_disjoint,Ra150_Rm3000,864691135856802606,0.017076190289445542,0.0031606358363989785,0.013915554453046562,6
v661_disjoint,Ra150_Rm3000,864691135856845358,0.012863600822375138,0.0035695637640089503,0.009294037058366188,7
v661_disjoint,Ra150_Rm3000,864691135867632406,0.01144231715168022,0.0038642393676316168,0.007578077784048602,10
v661_disjoint,Ra150_Rm3000,864691135919106224,0.02530494488206295,0.0036594504577699013,0.021645494424293046,2
v661_disjoint,Ra150_Rm3000,864691135938349828,0.005339405050366887,0.0012399853864699187,0.004099419663896969,2
v661_disjoint,Ra150_Rm3000,864691135947212897,0.01569110637556724,0.004124257255466196,0.011566849120101044,8
v661_disjoint,Ra150_Rm3000,864691135952698659,0.030862574009728024,0.007986047780468613,0.022876526229259408,3
v661_disjoint,Ra150_Rm3000,864691135992368833,0.0012070670984566214,0.00024351229736659173,0.0009635548010900296,1
v661_disjoint,Ra150_Rm3000,864691136024229689,0.04499700940560267,0.007497240694716077,0.03749976871088659,4
v661_disjoint,Ra150_Rm3000,864691136066506392,0.0017933076093735113,0.0003644781515407361,0.0014288294578327751,2
v661_disjoint,Ra150_Rm3000,864691136066697624,0.025356938172096624,0.010243295715110732,0.015113642456985897,11
v661_disjoint,Ra150_Rm3000,864691136066733720,0.008889444416956861,0.002265161941820139,0.006624282475136721,2
v661_disjoint,Ra150_Rm3000,864691136100511093,0.015085124600804273,0.004754887505747046,0.010330237095057225,4
v661_disjoint,Ra150_Rm3000,864691136109892792,0.016804459831656685,0.0041922877121207385,0.012612172119535945,2
v661_disjoint,Ra150_Rm3000,864691136137737085,0.00782638943623903,0.0021685752745064365,0.005657814161732594,1
v661_disjoint,Ra150_Rm3000,864691136195348812,0.03862914462927607,0.015135960414554112,0.02349318421472196,16
v661_disjoint,Ra150_Rm3000,864691136275165965,0.005044705919410514,0.0023240609161152936,0.0027206450032952203,6
v661_disjoint,Ra150_Rm3000,864691136371808392,0.009318507084452018,0.0059109614004675395,0.0034075456839844777,8
v661_disjoint,Ra150_Rm3000,864691136389026167,0.004887893824199098,0.001031305658970924,0.003856588165228174,4
v661_disjoint,Ra150_Rm3000,864691136486753554,0.0029541780922843707,0.0005763717425395365,0.0023778063497448343,5
v661_disjoint,Ra150_Rm3000,864691136663284190,0.002141336250337314,0.0003212023929776022,0.0018201338573597117,1
v661_disjoint,Ra150_Rm3000,864691136673975943,0.016524941568606115,0.006195910288131602,0.010329031280474512,6
v661_disjoint,Ra150_Rm3000,864691136953057759,0.02356505852886278,0.004814872934537993,0.01875018559432479,10
v661_disjoint,Ra150_Rm3000,864691137197373249,0.020758152789002372,0.003941421690344249,0.01681673109865812,3
v661_disjoint,Ra150_Rm15000,864691134941194851,0.0031643924055993105,0.0011674850537163745,0.001996907351882936,14
v661_disjoint,Ra150_Rm15000,864691135082534135,0.014282118626020288,0.005333133687036572,0.008948984938983716,1
v661_disjoint,Ra150_Rm15000,864691135334986985,0.004292882493132914,0.001452916746992328,0.0028399657461405862,14
v661_disjoint,Ra150_Rm15000,864691135342193329,0.004023285640630674,0.0028357198764934204,0.001187565764137254,3
v661_disjoint,Ra150_Rm15000,864691135367232761,0.008462341146986853,0.003745260707962727,0.0047170804390241254,3
v661_disjoint,Ra150_Rm15000,864691135404231406,0.0027369050983067937,0.0010471496676360936,0.0016897554306707,8
v661_disjoint,Ra150_Rm15000,864691135404277230,0.003042067897582507,0.001149565146849912,0.001892502750732595,5
v661_disjoint,Ra150_Rm15000,864691135416557754,0.001842096798683698,0.0005945948756975594,0.0012475019229861385,3
v661_disjoint,Ra150_Rm15000,864691135455195242,0.004163821914330026,0.001266341143620805,0.00289748077070922,3
v661_disjoint,Ra150_Rm15000,864691135468547212,0.0033939811071871146,0.0014778500053973598,0.0019161311017897552,3
v661_disjoint,Ra150_Rm15000,864691135495249040,0.005458713052458017,0.0020350347391167602,0.003423678313341255,3
v661_disjoint,Ra150_Rm15000,864691135502788957,0.00531587324390771,0.0023490399992187995,0.00296683324468891,2
v661_disjoint,Ra150_Rm15000,864691135516884435,0.00021532124979541795,7.617430439330037e-05,0.00013914694540211758,1
v661_disjoint,Ra150_Rm15000,864691135572379429,0.0022962541537918215,0.0012139953083242189,0.0010822588454676026,4
v661_disjoint,Ra150_Rm15000,864691135573814980,0.002825033862237398,0.0013200853422611865,0.0015049485199762115,13
v661_disjoint,Ra150_Rm15000,864691135658994050,0.0025727129588650343,0.001150601244406345,0.001422111714458689,11
v661_disjoint,Ra150_Rm15000,864691135687601120,0.004130428992912348,0.0017864204576010813,0.002344008535311266,3
v661_disjoint,Ra150_Rm15000,864691135716106266,0.0010457831083003505,0.0007802066511255975,0.0002655764571747528,5
v661_disjoint,Ra150_Rm15000,864691135716174106,0.006226746534960342,0.001990312533292244,0.004236434001668097,5
v661_disjoint,Ra150_Rm15000,864691135740320660,0.001219266444874179,0.0003563196632026477,0.0008629467816715314,2
v661_disjoint,Ra150_Rm15000,864691135762339894,0.010442916373181205,0.004350730378275205,0.0060921859949059996,5
v661_disjoint,Ra150_Rm15000,864691135856802606,0.0035797463545153177,0.0012146522103040319,0.0023650941442112856,6
v661_disjoint,Ra150_Rm15000,864691135856845358,0.002839786332049811,0.0011129051343672243,0.0017268811976825862,7
v661_disjoint,Ra150_Rm15000,864691135867632406,0.0025417404840918046,0.0009267160160195484,0.0016150244680722566,10
v661_disjoint,Ra150_Rm15000,864691135919106224,0.005938912129718832,0.0014719291068974567,0.004466983022821376,2
v661_disjoint,Ra150_Rm15000,864691135938349828,0.001151772591534005,0.0003373379699117977,0.0008144346216222073,2
v661_disjoint,Ra150_Rm15000,864691135947212897,0.0037815522441292104,0.0014262521644426971,0.002355300079686513,8
v661_disjoint,Ra150_Rm15000,864691135952698659,0.007809226712814705,0.002748906907245706,0.005060319805568998,3
v661_disjoint,Ra150_Rm15000,864691135992368833,0.00023011519484428646,7.154493233961704e-05,0.00015857026250466942,1
v661_disjoint,Ra150_Rm15000,864691136024229689,0.011856451250150415,0.003238279229815127,0.008618172020335286,4
v661_disjoint,Ra150_Rm15000,864691136066506392,0.0003370249070194253,0.00010871866662683053,0.00022830624039259478,2
v661_disjoint,Ra150_Rm15000,864691136066697624,0.005933181950142879,0.002514170399146841,0.0034190115509960387,11
v661_disjoint,Ra150_Rm15000,864691136066733720,0.001850290174466001,0.0006185928516665138,0.0012316973227994871,2
v661_disjoint,Ra150_Rm15000,864691136100511093,0.0035239647370433128,0.0011107963291122785,0.0024131684079310347,4
v661_disjoint,Ra150_Rm15000,864691136109892792,0.00339461402430975,0.0012227776257730172,0.002171836398536733,2
v661_disjoint,Ra150_Rm15000,864691136137737085,0.0015994083302708169,0.0005412019291885003,0.0010582064010823166,1
v661_disjoint,Ra150_Rm15000,864691136195348812,0.009977341519758466,0.003985006218715562,0.005992335301042903,16
v661_disjoint,Ra150_Rm15000,864691136275165965,0.0010116850466456364,0.0005776950109398804,0.0004339900357057562,6
v661_disjoint,Ra150_Rm15000,864691136371808392,0.0018140942300172171,0.0016606239261452358,0.00015347030387198135,8
v661_disjoint,Ra150_Rm15000,864691136389026167,0.00102322036341564,0.00027411541637016427,0.0007491049470454759,4
v661_disjoint,Ra150_Rm15000,864691136486753554,0.0005878264422659858,0.00018209067718468123,0.0004057357650813047,5
v661_disjoint,Ra150_Rm15000,864691136663284190,0.00041417644096237386,0.00011507216369415231,0.0002991042772682215,1
v661_disjoint,Ra150_Rm15000,864691136673975943,0.003404560637615238,0.0016812091676638458,0.0017233514699513926,6
v661_disjoint,Ra150_Rm15000,864691136953057759,0.006365821270943164,0.0021023237122315542,0.004263497558711611,10
v661_disjoint,Ra150_Rm15000,864691137197373249,0.004797219968130366,0.0015021038213330234,0.003295116146797343,3
