panel,record,budget_k,context,group_size,raw_coefficient_sum,normalized_coefficient_sum,normalization,control,cued_stream,b1,b2,b3,b4,b5,b6,b7,b8,architecture,feedback_family,n_seeds,mean_heldout_accuracy,ci95_low_heldout_accuracy,ci95_high_heldout_accuracy,mean_heldout_loss,ci95_low_heldout_loss,ci95_high_heldout_loss,mean_retained_context_forgetting,ci95_low_retained_context_forgetting,ci95_high_retained_context_forgetting,mean_initial_gradient_capture,ci95_low_initial_gradient_capture,ci95_high_initial_gradient_capture,mean_initial_gradient_cosine,ci95_low_initial_gradient_cosine,ci95_high_initial_gradient_cosine,mean_norm_matched_one_step_progress,ci95_low_norm_matched_one_step_progress,ci95_high_norm_matched_one_step_progress,n_pairs,mean_difference_pp,ci95_low_pp,ci95_high_pp,positive_seeds,tied_seeds,p_two_sided_wilcoxon,p_exact_two_sided_mean_signflip,p_holm_four_budgets,p_holm_four_individual_controls_at_k4,p_exact_mean_signflip_holm_four_budgets,p_exact_mean_signflip_holm_four_individual_controls_at_k4,seed,accuracy_difference_pp,comparator_families,readout,calibration_samples,cue_noise_sd,cue_delay_trials,epoch,mean_accuracy_pct,ci95_low_pct,ci95_high_pct,mean_pp,p_wilcoxon,primary_family_holm_p,analysis_status,display_row
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01708984375,0.444396972656,13.0,,,,,,,,,,,soft,16.0,1.0,0.0,,,,,0.22705078125,0.0590128148945,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.869140625,-4.65087890625,0.0,,,,,,,,,,,soft,64.0,0.0,0.0,,,,,-5.2294921875,8.80736803528e-05,,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.7250976562,57.0556640625,20.0,,,,,,,,,,,soft,64.0,0.0,0.0,,,,,56.3916015625,8.83238586308e-05,,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.6665039062,56.9995117188,20.0,,,,,,,,,,,soft,64.0,0.0,0.0,,,,,56.3256835938,8.80736803528e-05,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-59.6801757812,-58.1713867188,0.0,,,,,,,,,,,soft,64.0,0.5,0.0,,,,,-58.9013671875,1.90734863281e-06,,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2705078125,3.18121337891,20.0,,,,,,,,,,,soft,64.0,0.5,0.0,,,,,2.7197265625,8.84491502121e-05,,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.255859375,3.1787109375,20.0,,,,,,,,,,,soft,64.0,0.5,0.0,,,,,2.7197265625,8.83238586308e-05,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.7749633789,-60.2465820312,0.0,,,,,,,,,,,soft,64.0,1.0,0.0,,,,,-60.9912109375,1.90734863281e-06,,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44189453125,0.84228515625,19.0,,,,,,,,,,,soft,64.0,1.0,0.0,,,,,0.6298828125,0.000110198647355,,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2783203125,0.69580078125,19.0,,,,,,,,,,,soft,64.0,1.0,0.0,,,,,0.478515625,0.000384767989209,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.42236328125,-0.1953125,3.0,,,,,,,,,,,soft,256.0,0.0,0.0,,,,,-0.3125,0.000477010933544,,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6517944336,61.9799804688,20.0,,,,,,,,,,,soft,256.0,0.0,0.0,,,,,61.30859375,8.80736803528e-05,,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.4760742188,61.7431640625,20.0,,,,,,,,,,,soft,256.0,0.0,0.0,,,,,61.0864257812,8.84491502121e-05,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-55.4467773438,-53.5400390625,0.0,,,,,,,,,,,soft,256.0,0.5,0.0,,,,,-54.4653320312,8.84491502121e-05,0.000176898300424,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25732421875,8.06890869141,20.0,,,,,,,,,,,soft,256.0,0.5,0.0,,,,,7.15576171875,1.90734863281e-06,5.72204589844e-06,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.18896484375,7.98583984375,20.0,,,,,,,,,,,soft,256.0,0.5,0.0,,,,,7.09716796875,8.84491502121e-05,0.000176898300424,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-61.7944335938,-60.2954101562,0.0,,,,,,,,,,,soft,256.0,1.0,0.0,,,,,-61.0205078125,8.83238586308e-05,,,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4638671875,0.72998046875,19.0,,,,,,,,,,,soft,256.0,1.0,0.0,,,,,0.6005859375,0.000118622908146,,,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46630859375,0.80810546875,19.0,,,,,,,,,,,soft,256.0,1.0,0.0,,,,,0.6396484375,0.000128699477621,,,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,hard,16.0,0.0,0.0,,,,,0.0,1.0,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9497070312,62.3291015625,20.0,,,,,,,,,,,hard,16.0,0.0,0.0,,,,,61.62109375,8.81987020419e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6542358398,62.0092773438,20.0,,,,,,,,,,,hard,16.0,0.0,0.0,,,,,61.3061523438,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50.4858398438,-45.2098999023,0.0,,,,,,,,,,,hard,16.0,0.5,0.0,,,,,-47.8833007812,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1986694336,16.3477783203,20.0,,,,,,,,,,,hard,16.0,0.5,0.0,,,,,13.7377929688,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1732788086,15.6617431641,20.0,,,,,,,,,,,hard,16.0,0.5,0.0,,,,,12.8833007812,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-60.4223632812,-58.5717773438,0.0,,,,,,,,,,,hard,16.0,1.0,0.0,,,,,-59.4799804688,8.79487934705e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63330078125,2.6806640625,20.0,,,,,,,,,,,hard,16.0,1.0,0.0,,,,,2.14111328125,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4736328125,1.6845703125,15.0,,,,,,,,,,,hard,16.0,1.0,0.0,,,,,1.0595703125,0.00358307768784,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,hard,64.0,0.0,0.0,,,,,0.0,1.0,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9399414062,62.3120727539,20.0,,,,,,,,,,,hard,64.0,0.0,0.0,,,,,61.62109375,8.81987020419e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6591796875,62.01171875,20.0,,,,,,,,,,,hard,64.0,0.0,0.0,,,,,61.3061523438,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.7451171875,-23.5228881836,0.0,,,,,,,,,,,hard,64.0,0.5,0.0,,,,,-26.0668945312,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9052734375,38.0176391602,20.0,,,,,,,,,,,hard,64.0,0.5,0.0,,,,,35.5541992188,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2680664062,37.3168945312,20.0,,,,,,,,,,,hard,64.0,0.5,0.0,,,,,34.8950195312,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-58.9038085938,-57.1166992188,0.0,,,,,,,,,,,hard,64.0,1.0,0.0,,,,,-57.9931640625,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1591796875,4.1064453125,20.0,,,,,,,,,,,hard,64.0,1.0,0.0,,,,,3.6279296875,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02386474609,3.17138671875,19.0,,,,,,,,,,,hard,64.0,1.0,0.0,,,,,2.61474609375,3.81469726562e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,hard,256.0,0.0,0.0,,,,,0.0,1.0,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.9497070312,62.3095703125,20.0,,,,,,,,,,,hard,256.0,0.0,0.0,,,,,61.62109375,8.81987020419e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6591186523,61.9995727539,20.0,,,,,,,,,,,hard,256.0,0.0,0.0,,,,,61.3061523438,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.8295898438,-14.8291015625,0.0,,,,,,,,,,,hard,256.0,0.5,0.0,,,,,-16.259765625,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.6864624023,46.9190063477,20.0,,,,,,,,,,,hard,256.0,0.5,0.0,,,,,45.361328125,1.90734863281e-06,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.2714233398,46.5161132812,20.0,,,,,,,,,,,hard,256.0,0.5,0.0,,,,,44.9682617188,8.84491502121e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,oracle_context,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-57.8955078125,-55.80078125,0.0,,,,,,,,,,,hard,256.0,1.0,0.0,,,,,-56.8505859375,8.79487934705e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,frozen_profile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.130859375,5.41015625,20.0,,,,,,,,,,,hard,256.0,1.0,0.0,,,,,4.7705078125,8.83238586308e-05,,exploratory_paired_sensitivity,
F,paired_contrast,,,,,,,mismatched_encoder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.38134765625,4.61431884766,20.0,,,,,,,,,,,hard,256.0,1.0,0.0,,,,,4.00390625,8.83238586308e-05,,exploratory_paired_sensitivity,
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000.0,-0.29296875,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52001.0,-0.5859375,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52002.0,-0.48828125,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52003.0,0.09765625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52004.0,-0.048828125,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52005.0,-0.390625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52006.0,-0.5859375,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52007.0,-0.244140625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52008.0,-0.341796875,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52009.0,-0.146484375,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52010.0,-0.390625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52011.0,0.146484375,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52012.0,-0.634765625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52013.0,0.244140625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52014.0,-0.244140625,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52015.0,-0.341796875,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52016.0,-0.537109375,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52017.0,-0.29296875,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52018.0,-0.732421875,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52019.0,-0.439453125,,soft,256.0,0.0,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000.0,-60.44921875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52001.0,-61.474609375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52002.0,-61.5234375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52003.0,-60.05859375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52004.0,-60.302734375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52005.0,-61.083984375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52006.0,-64.6484375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52007.0,-60.83984375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52008.0,-59.5703125,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52009.0,-59.08203125,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52010.0,-60.546875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52011.0,-63.28125,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52012.0,-62.158203125,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52013.0,-59.619140625,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52014.0,-61.5234375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52015.0,-59.66796875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52016.0,-62.841796875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52017.0,-62.01171875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52018.0,-59.9609375,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52019.0,-57.32421875,,soft,16.0,0.0,0.0,80.0,,,,,,,,"soft, 16 cues, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52001.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52002.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52003.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52004.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52005.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52006.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52007.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52008.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52009.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52010.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52011.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52012.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52013.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52014.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52015.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52016.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52017.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52018.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52019.0,0.0,,hard,256.0,0.0,0.0,80.0,,,,,,,,"hard, any size, noise 0"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000.0,-56.396484375,,soft,256.0,0.5,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0.5"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52001.0,-55.859375,,soft,256.0,0.5,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0.5"
F,paired_seed,,,,,,,oracle_context,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52002.0,-55.419921875,,soft,256.0,0.5,0.0,80.0,,,,,,,,"soft, 256 cues, noise 0.5"
