panel,record,block,block_size,eta,kappa,root_id,identity_residual,perturbation,category,mean,ci95_low,ci95_high,n_cells,regime,value,dose,condition,cells_positive,cohort,mean_signed_log_change,mean_absolute_log_change,maximum_sign_flip_fraction,membrane_resistance_ohm_cm2,background_leak_multiplier
C,cell_value,,,,,864691135810666525,,matched additive,descendant,,,,,,0.02187811891020903,,,,,,,,,
C,cell_value,,,,,864691136043380566,,matched additive,descendant,,,,,,0.023569388047264522,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,sister,0.006471810693952348,0.004961185315650622,0.008172989646091904,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,864691135060651419,,matched additive,sister,,,,,,0.0039877768218151,,,,,,,,,
C,cell_value,,,,,864691135196576298,,matched additive,sister,,,,,,0.00318327793049165,,,,,,,,,
C,cell_value,,,,,864691135277186789,,matched additive,sister,,,,,,0.007231531627723425,,,,,,,,,
C,cell_value,,,,,864691135324623260,,matched additive,sister,,,,,,0.00624034976986694,,,,,,,,,
C,cell_value,,,,,864691135409937097,,matched additive,sister,,,,,,0.011378900133691779,,,,,,,,,
C,cell_value,,,,,864691135739661169,,matched additive,sister,,,,,,0.0053925880202016,,,,,,,,,
C,cell_value,,,,,864691135810666525,,matched additive,sister,,,,,,0.0067974186196187066,,,,,,,,,
C,cell_value,,,,,864691136043380566,,matched additive,sister,,,,,,0.007562642628209588,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,ancestor,0.010405426148533785,0.00616305459285604,0.015806581221771854,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,864691135060651419,,matched additive,ancestor,,,,,,0.026949102084868202,,,,,,,,,
C,cell_value,,,,,864691135196576298,,matched additive,ancestor,,,,,,0.0034350002310155753,,,,,,,,,
C,cell_value,,,,,864691135277186789,,matched additive,ancestor,,,,,,0.008986499631689186,,,,,,,,,
C,cell_value,,,,,864691135324623260,,matched additive,ancestor,,,,,,0.0146759335588429,,,,,,,,,
C,cell_value,,,,,864691135409937097,,matched additive,ancestor,,,,,,0.010415619342524853,,,,,,,,,
C,cell_value,,,,,864691135739661169,,matched additive,ancestor,,,,,,0.00448862419132235,,,,,,,,,
C,cell_value,,,,,864691135810666525,,matched additive,ancestor,,,,,,0.009387055965383799,,,,,,,,,
C,cell_value,,,,,864691136043380566,,matched additive,ancestor,,,,,,0.004905574182623418,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,depth-matched unrelated,0.00026531957024255725,5.852680299692685e-05,0.000505764275060817,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,864691135060651419,,matched additive,depth-matched unrelated,,,,,,6.222904022528127e-05,,,,,,,,,
C,cell_value,,,,,864691135196576298,,matched additive,depth-matched unrelated,,,,,,0.0,,,,,,,,,
C,cell_value,,,,,864691135277186789,,matched additive,depth-matched unrelated,,,,,,0.0008766756948508597,,,,,,,,,
C,cell_value,,,,,864691135324623260,,matched additive,depth-matched unrelated,,,,,,0.0007154374028889022,,,,,,,,,
C,cell_value,,,,,864691135409937097,,matched additive,depth-matched unrelated,,,,,,3.5502537905360675e-05,,,,,,,,,
C,cell_value,,,,,864691135739661169,,matched additive,depth-matched unrelated,,,,,,0.0003325636032694485,,,,,,,,,
C,cell_value,,,,,864691135810666525,,matched additive,depth-matched unrelated,,,,,,5.5863419821934815e-05,,,,,,,,,
C,cell_value,,,,,864691136043380566,,matched additive,depth-matched unrelated,,,,,,4.428486297867072e-05,,,,,,,,,
C,cohort_mean,,,,,,,matched additive,unrelated,6.635317295611285e-17,3.339342691255353e-17,1.0581813203458521e-16,8.0,normalized passive,,,,,,,,,,
C,cell_value,,,,,864691135060651419,,matched additive,unrelated,,,,,,1.8041124150158791e-16,,,,,,,,,
C,cell_value,,,,,864691135196576298,,matched additive,unrelated,,,,,,1.1102230246251563e-16,,,,,,,,,
C,cell_value,,,,,864691135277186789,,matched additive,unrelated,,,,,,3.122502256758252e-17,,,,,,,,,
C,cell_value,,,,,864691135324623260,,matched additive,unrelated,,,,,,5.5511151231257815e-17,,,,,,,,,
C,cell_value,,,,,864691135409937097,,matched additive,unrelated,,,,,,5.5511151231257815e-17,,,,,,,,,
C,cell_value,,,,,864691135739661169,,matched additive,unrelated,,,,,,0.0,,,,,,,,,
C,cell_value,,,,,864691135810666525,,matched additive,unrelated,,,,,,6.938893903907227e-17,,,,,,,,,
C,cell_value,,,,,864691136043380566,,matched additive,unrelated,,,,,,2.7755575615628907e-17,,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.009275563479342532,0.005309942917663244,0.014003034252503982,8.0,,,0.25,,,,,,,,
D,cell_value,,,,,864691135060651419,,matched additive,,,,,,,0.005565809740619439,0.25,,,,,,,,
D,cell_value,,,,,864691135196576298,,matched additive,,,,,,,0.0015038056823299,0.25,,,,,,,,
D,cell_value,,,,,864691135277186789,,matched additive,,,,,,,0.008817979192857768,0.25,,,,,,,,
D,cell_value,,,,,864691135324623260,,matched additive,,,,,,,0.00793710195401107,0.25,,,,,,,,
D,cell_value,,,,,864691135409937097,,matched additive,,,,,,,0.016675975325771093,0.25,,,,,,,,
D,cell_value,,,,,864691135739661169,,matched additive,,,,,,,0.022138695719077926,0.25,,,,,,,,
D,cell_value,,,,,864691135810666525,,matched additive,,,,,,,0.00554520345501393,0.25,,,,,,,,
D,cell_value,,,,,864691136043380566,,matched additive,,,,,,,0.0060199367650591315,0.25,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.01815327398224578,0.01052749501162875,0.02714386003480684,8.0,,,0.5,,,,,,,,
D,cell_value,,,,,864691135060651419,,matched additive,,,,,,,0.011025882405297262,0.5,,,,,,,,
D,cell_value,,,,,864691135196576298,,matched additive,,,,,,,0.0030040653603916,0.5,,,,,,,,
D,cell_value,,,,,864691135277186789,,matched additive,,,,,,,0.017472234356183267,0.5,,,,,,,,
D,cell_value,,,,,864691135324623260,,matched additive,,,,,,,0.01568732873285816,0.5,,,,,,,,
D,cell_value,,,,,864691135409937097,,matched additive,,,,,,,0.03257566091990175,0.5,,,,,,,,
D,cell_value,,,,,864691135739661169,,matched additive,,,,,,,0.04248642215291658,0.5,,,,,,,,
D,cell_value,,,,,864691135810666525,,matched additive,,,,,,,0.011029647038477988,0.5,,,,,,,,
D,cell_value,,,,,864691136043380566,,matched additive,,,,,,,0.011944950891939612,0.5,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.034913600761563385,0.020745763501498104,0.05127279342838601,8.0,,,1.0,,,,,,,,
D,cell_value,,,,,864691135060651419,,matched additive,,,,,,,0.02164837051114545,1.0,,,,,,,,
D,cell_value,,,,,864691135196576298,,matched additive,,,,,,,0.005994023352308875,1.0,,,,,,,,
D,cell_value,,,,,864691135277186789,,matched additive,,,,,,,0.034318224663884,1.0,,,,,,,,
D,cell_value,,,,,864691135324623260,,matched additive,,,,,,,0.03067325118933729,1.0,,,,,,,,
D,cell_value,,,,,864691135409937097,,matched additive,,,,,,,0.06240819551209305,1.0,,,,,,,,
D,cell_value,,,,,864691135739661169,,matched additive,,,,,,,0.07891938218906548,1.0,,,,,,,,
D,cell_value,,,,,864691135810666525,,matched additive,,,,,,,0.021822255490387087,1.0,,,,,,,,
D,cell_value,,,,,864691136043380566,,matched additive,,,,,,,0.023525103184285863,1.0,,,,,,,,
D,cohort_mean,,,,,,,matched additive,,0.06536163897831894,0.04002632143975451,0.09405465481972144,8.0,,,2.0,,,,,,,,
D,cell_value,,,,,864691135060651419,,matched additive,,,,,,,0.041821084544030225,2.0,,,,,,,,
D,cell_value,,,,,864691135196576298,,matched additive,,,,,,,0.011932221377858775,2.0,,,,,,,,
D,cell_value,,,,,864691135277186789,,matched additive,,,,,,,0.06633405003248899,2.0,,,,,,,,
D,cell_value,,,,,864691135324623260,,matched additive,,,,,,,0.05885131328940629,2.0,,,,,,,,
D,cell_value,,,,,864691135409937097,,matched additive,,,,,,,0.11593382153770031,2.0,,,,,,,,
D,cell_value,,,,,864691135739661169,,matched additive,,,,,,,0.1395819320042888,2.0,,,,,,,,
D,cell_value,,,,,864691135810666525,,matched additive,,,,,,,0.04274117723244555,2.0,,,,,,,,
D,cell_value,,,,,864691136043380566,,matched additive,,,,,,,0.045697511808332564,2.0,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.02763283023963875,0.021024415971899683,0.033205721618250736,8.0,,,0.25,,,,,,,,
D,cell_value,,,,,864691135060651419,,focal shunt,,,,,,,0.02532952134803189,0.25,,,,,,,,
D,cell_value,,,,,864691135196576298,,focal shunt,,,,,,,0.008838391706671951,0.25,,,,,,,,
D,cell_value,,,,,864691135277186789,,focal shunt,,,,,,,0.03243001480641665,0.25,,,,,,,,
D,cell_value,,,,,864691135324623260,,focal shunt,,,,,,,0.03147573085723001,0.25,,,,,,,,
D,cell_value,,,,,864691135409937097,,focal shunt,,,,,,,0.03125566532746681,0.25,,,,,,,,
D,cell_value,,,,,864691135739661169,,focal shunt,,,,,,,0.03670268090060891,0.25,,,,,,,,
D,cell_value,,,,,864691135810666525,,focal shunt,,,,,,,0.035991010433319606,0.25,,,,,,,,
D,cell_value,,,,,864691136043380566,,focal shunt,,,,,,,0.019039626537364168,0.25,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.05425085405248479,0.04142906677934946,0.06500322278241971,8.0,,,0.5,,,,,,,,
D,cell_value,,,,,864691135060651419,,focal shunt,,,,,,,0.04988514271920092,0.5,,,,,,,,
D,cell_value,,,,,864691135196576298,,focal shunt,,,,,,,0.017565853952869723,0.5,,,,,,,,
D,cell_value,,,,,864691135277186789,,focal shunt,,,,,,,0.06350789081864416,0.5,,,,,,,,
D,cell_value,,,,,864691135324623260,,focal shunt,,,,,,,0.06064480388270731,0.5,,,,,,,,
D,cell_value,,,,,864691135409937097,,focal shunt,,,,,,,0.06211700914566041,0.5,,,,,,,,
D,cell_value,,,,,864691135739661169,,focal shunt,,,,,,,0.07272591000922479,0.5,,,,,,,,
D,cell_value,,,,,864691135810666525,,focal shunt,,,,,,,0.06994566046882417,0.5,,,,,,,,
D,cell_value,,,,,864691136043380566,,focal shunt,,,,,,,0.037614561422746835,0.5,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.10433535162782596,0.07965399743406675,0.12493764780841798,8.0,,,1.0,,,,,,,,
D,cell_value,,,,,864691135060651419,,focal shunt,,,,,,,0.0967797188589516,1.0,,,,,,,,
D,cell_value,,,,,864691135196576298,,focal shunt,,,,,,,0.0346989532009646,1.0,,,,,,,,
D,cell_value,,,,,864691135277186789,,focal shunt,,,,,,,0.1219823830609058,1.0,,,,,,,,
D,cell_value,,,,,864691135324623260,,focal shunt,,,,,,,0.11344917474102614,1.0,,,,,,,,
D,cell_value,,,,,864691135409937097,,focal shunt,,,,,,,0.1214761788597833,1.0,,,,,,,,
D,cell_value,,,,,864691135739661169,,focal shunt,,,,,,,0.14019569790841305,1.0,,,,,,,,
D,cell_value,,,,,864691135810666525,,focal shunt,,,,,,,0.13271116556492546,1.0,,,,,,,,
D,cell_value,,,,,864691136043380566,,focal shunt,,,,,,,0.07338954082763777,1.0,,,,,,,,
D,cohort_mean,,,,,,,focal shunt,,0.19365569595448948,0.14914805393078467,0.23004710103314657,8.0,,,2.0,,,,,,,,
D,cell_value,,,,,864691135060651419,,focal shunt,,,,,,,0.18268342121397158,2.0,,,,,,,,
D,cell_value,,,,,864691135196576298,,focal shunt,,,,,,,0.06774993085870885,2.0,,,,,,,,
D,cell_value,,,,,864691135277186789,,focal shunt,,,,,,,0.2266045342665572,2.0,,,,,,,,
D,cell_value,,,,,864691135324623260,,focal shunt,,,,,,,0.20330136713257335,2.0,,,,,,,,
D,cell_value,,,,,864691135409937097,,focal shunt,,,,,,,0.22946607884014728,2.0,,,,,,,,
D,cell_value,,,,,864691135739661169,,focal shunt,,,,,,,0.25723895751512194,2.0,,,,,,,,
D,cell_value,,,,,864691135810666525,,focal shunt,,,,,,,0.24236651863337183,2.0,,,,,,,,
D,cell_value,,,,,864691136043380566,,focal shunt,,,,,,,0.13983475917546392,2.0,,,,,,,,
E,cohort_mean,,,,,,,,,0.03491360076156331,0.020529081549257654,0.051622033137811024,8.0,,,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135060651419,,,,,,,,,0.0216483705111454,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135196576298,,,,,,,,,0.0059940233523088,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135277186789,,,,,,,,,0.0343182246638839,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135324623260,,,,,,,,,0.0306732511893372,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135409937097,,,,,,,,,0.062408195512093,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135739661169,,,,,,,,,0.0789193821890654,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691135810666525,,,,,,,,,0.021822255490387,,matched_additive_localization,,,,,,,
E,cell_value,,,,,864691136043380566,,,,,,,,,0.0235251031842858,,matched_additive_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.025714968351031264,0.01656825546920085,0.035777138343335936,8.0,,,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135060651419,,,,,,,,,0.0172960603301554,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135196576298,,,,,,,,,0.0056427076463886,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135277186789,,,,,,,,,0.0272704685469458,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135324623260,,,,,,,,,0.0223046521581183,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135409937097,,,,,,,,,0.0465667196357339,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135739661169,,,,,,,,,0.0494464893580816,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691135810666525,,,,,,,,,0.0175877874845957,,driving_force_only_localization,,,,,,,
E,cell_value,,,,,864691136043380566,,,,,,,,,0.0196048616482308,,driving_force_only_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.1299643014120346,0.09751518574250435,0.15808373469178377,8.0,,,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135060651419,,,,,,,,,0.114052159082142,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135196576298,,,,,,,,,0.0403416608473533,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135277186789,,,,,,,,,0.148636554111368,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135324623260,,,,,,,,,0.1357291431023579,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135409937097,,,,,,,,,0.1680428984955051,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135739661169,,,,,,,,,0.1896746430837444,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691135810666525,,,,,,,,,0.150242950097939,,adjoint_only_localization,,,,,,,
E,cell_value,,,,,864691136043380566,,,,,,,,,0.092994402475867,,adjoint_only_localization,,,,,,,
E,cohort_mean,,,,,,,,,0.10433535162782592,0.07990010750874438,0.12461920711236896,8.0,,,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135060651419,,,,,,,,,0.0967797188589516,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135196576298,,,,,,,,,0.0346989532009645,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135277186789,,,,,,,,,0.1219823830609057,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135324623260,,,,,,,,,0.1134491747410261,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135409937097,,,,,,,,,0.1214761788597833,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135739661169,,,,,,,,,0.140195697908413,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691135810666525,,,,,,,,,0.1327111655649254,,full_shunt_localization,,,,,,,
E,cell_value,,,,,864691136043380566,,,,,,,,,0.0733895408276377,,full_shunt_localization,,,,,,,
E,paired_contrast,,,,,,,,,0.07862038327679466,0.06015037133660599,0.0945708052938904,8.0,,,,q_prime_replacement,8.0,,,,,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0096944958040651,-0.0047513820381529,8.0,Ra150_Rm15000,,,,,original_eight,-0.0070805899867802,0.0070805899867802,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.0227557017159184,-0.0084131500701587,8.0,Ra150_Rm15000,,,,,original_eight,-0.0147690155582197,0.0147690155582197,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,0.0001081417909863,0.0004719623917026,8.0,Ra150_Rm15000,,,,,original_eight,0.0002780919899013,0.0002780919899014,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0039371043000411,0.0185799089492683,8.0,Ra150_Rm15000,,,,,original_eight,0.0099123751054174,0.0099123751054174,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0107363827433885,-0.003003780984062,8.0,Ra150_Rm300,,,,,original_eight,-0.0064484796008289,0.0064525102188464,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.1387387385585954,-0.0952847253556663,8.0,Ra150_Rm300,,,,,original_eight,-0.1165461531640319,0.1165461531640319,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,6.471813890498381e-05,0.0002639996849097,8.0,Ra150_Rm300,,,,,original_eight,0.0001570575442584,0.0001570575442584,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0249495485361158,0.0625534999434137,8.0,Ra150_Rm300,,,,,original_eight,0.0428795781697598,0.0428795781697598,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0073501828790672,-0.0056168717564753,45.0,Ra150_Rm15000,,,,,v661_disjoint,-0.0064435383239076,0.0064435383239076,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.0119854116643164,-0.0089138897287786,45.0,Ra150_Rm15000,,,,,v661_disjoint,-0.0103750200225909,0.0103750200225909,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,1.364580224465256e-05,6.754569705454836e-05,45.0,Ra150_Rm15000,,,,,v661_disjoint,3.721650524952728e-05,3.72165052495399e-05,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0012187956083877,0.0019167781514784,45.0,Ra150_Rm15000,,,,,v661_disjoint,0.0015533044856885,0.0015533044856885,0.0,,
F,cohort_mean,,,,,,,focal shunt,depth-matched unrelated,,-0.0060587002613477,-0.0045136530670805,45.0,Ra150_Rm300,,,,,v661_disjoint,-0.0052494528421856,0.0052494528421856,0.0,,
F,cohort_mean,,,,,,,focal shunt,descendant,,-0.1136247541259266,-0.0845737081977843,45.0,Ra150_Rm300,,,,,v661_disjoint,-0.0988810889433018,0.0988810889433018,0.0,,
F,cohort_mean,,,,,,,matched additive,depth-matched unrelated,,1.3565240998655216e-05,6.385902996934714e-05,45.0,Ra150_Rm300,,,,,v661_disjoint,3.5281751979319853e-05,3.528175197933408e-05,0.0,,
F,cohort_mean,,,,,,,matched additive,descendant,,0.0092999377014108,0.0169646024957865,45.0,Ra150_Rm300,,,,,v661_disjoint,0.0129019430506321,0.0129019430506321,0.0,,
F,cell_value,,,,,864691135060651419,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0104945261630205,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0140740393986066,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0070377796398272,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0256127392808925,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0107874105124345,,,,original_eight,,,,,
F,cell_value,,,,,864691135739661169,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0379154114610506,,,,original_eight,,,,,
F,cell_value,,,,,864691135810666525,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0059363315470416,,,,original_eight,,,,,
F,cell_value,,,,,864691136043380566,,focal shunt,descendant,,,,,Ra150_Rm15000,-0.0062938864628841,,,,original_eight,,,,,
F,cell_value,,,,,864691135060651419,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0047861427172461,,,,original_eight,,,,,
F,cell_value,,,,,864691135196576298,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0123632785181492,,,,original_eight,,,,,
F,cell_value,,,,,864691135277186789,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.0038791354157474,,,,original_eight,,,,,
F,cell_value,,,,,864691135324623260,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.010515682977051,,,,original_eight,,,,,
F,cell_value,,,,,864691135409937097,,focal shunt,depth-matched unrelated,,,,,Ra150_Rm15000,-0.00614842605894,,,,original_eight,,,,,
