target_root_id,target_nucleus_id,session,scan_idx,method,heldout_normalized_mse,heldout_normalized_mse_sd,common_checkpoint_error_field_capture,common_checkpoint_update_capture,common_checkpoint_update_cosine,final_training_objective,mean_learned_conductance
864691135277186789,258209,4,7,site-shuffled routes,0.9375109855809003,0.049801211754597445,0.24268023565032332,0.21674549514894212,0.4367700493702203,0.4849943036923586,0.3935337031020939
864691135277186789,258209,4,7,topology-matched routes,0.9351429867218768,0.02061557800094472,0.06948497364366447,0.055327589723546934,0.23814427762044454,0.4864511938110182,0.37381219184751624
864691135277186789,258209,8,5,exact compartment error,0.7663101440336301,0.11913239457178504,1.0,1.0,1.0,0.407856166126986,0.27662131820535907
864691135277186789,258209,8,5,random anatomical routes,0.8673912069130008,0.07096509401965637,0.3124158724391443,0.28465333043125585,0.47159392861440763,0.4728698546337931,0.24713069958431794
864691135277186789,258209,8,5,site-shuffled routes,0.8335762263537589,0.10421983320750719,0.1428336232261837,0.1277525741707201,0.33583231588204754,0.4691144061871399,0.2597546904516136
864691135277186789,258209,8,5,topology-matched routes,0.8451132288898264,0.07238757031944174,0.11211618359812432,0.0745464274576365,0.2746466990835124,0.4736782092249074,0.2625823305255525
864691135324623260,264889,6,6,exact compartment error,0.7936895217266451,0.048733825186656164,1.0,1.0,1.0,0.39410719676778333,1.3199464503130651
864691135324623260,264889,6,6,random anatomical routes,0.7861628801712277,0.05078198977175057,0.2497931279691271,0.23997312903433218,0.36520046344678847,0.41344868516087485,2.4978425011091367
864691135324623260,264889,6,6,site-shuffled routes,0.8182843238551376,0.08729549623957363,0.5003520818866518,0.5346789531789179,0.6496405366210405,0.42766679254965523,2.070509032485713
864691135324623260,264889,6,6,topology-matched routes,0.7843106318678684,0.053581294167557615,0.06277918983347368,0.051293761612000346,0.20960090358989616,0.4135516341140776,2.494758627344365
864691135409937097,291111,6,4,exact compartment error,0.88799096610561,0.08450584398437731,1.0,1.0,1.0,0.4313396010356727,0.48825496457262896
864691135409937097,291111,6,4,random anatomical routes,0.9438423316408568,0.07338954718974068,0.42920206737306366,0.39770974509077706,0.5838116926605579,0.46598350661811044,0.4743199891455128
864691135409937097,291111,6,4,site-shuffled routes,0.910821373723954,0.05627258396465144,0.445435409374499,0.3939459066303036,0.6049595492565718,0.467763230112479,0.3089938597165923
864691135409937097,291111,6,4,topology-matched routes,0.9528313733784003,0.03663058989157822,0.4240742841382845,0.2971352602074017,0.5192985251633943,0.4926812836541476,0.4628652901972138
864691135739661169,264871,7,3,exact compartment error,0.7910789744131211,0.10946696693005022,1.0,1.0,1.0,0.408666477065273,0.73596399780658
864691135739661169,264871,7,3,random anatomical routes,0.7906062049699039,0.1111675131235014,0.42192183041705683,0.3824975135258259,0.5877993146093654,0.4107381448264767,0.8648404784362184
864691135739661169,264871,7,3,site-shuffled routes,0.8094454819515166,0.09910678803560177,0.6263717440762764,0.651509757675627,0.7551325508439828,0.4421499973811419,0.7487134363173158
864691135739661169,264871,7,3,topology-matched routes,0.7905121470395706,0.11040085907195431,0.25224685069385416,0.16271075323886103,0.41005681047656894,0.4114184616646407,0.8564261113607404
864691135810666525,256456,4,10,exact compartment error,0.6427837062062717,0.05707521271225565,1.0,1.0,1.0,0.5383645273289307,0.28887448837763785
864691135810666525,256456,4,10,random anatomical routes,0.7463843415571197,0.0711501019330854,0.4929382730047197,0.48171322092866464,0.675337789433564,0.5901313372192941,0.2919234665752716
864691135810666525,256456,4,10,site-shuffled routes,0.7874157786763661,0.073324434429279,0.49872647897337197,0.43256020450181865,0.6484613413678765,0.5905415752422978,0.18318000997453726
864691135810666525,256456,4,10,topology-matched routes,0.7242981353623005,0.1221638970846385,0.3394397786774265,0.37958424974377497,0.6065398766673991,0.5914133448180584,0.20780822063304952
864691135810666525,256456,6,4,exact compartment error,0.8673481100416849,0.08737602672659829,1.0,1.0,1.0,0.5168936366331411,0.7234175761211403
864691135810666525,256456,6,4,random anatomical routes,0.9001583963337577,0.06019233562728566,0.3978857970109749,0.40793614721767213,0.5394112615984387,0.5385141462082694,0.8919657025171048
864691135810666525,256456,6,4,site-shuffled routes,0.8958134297654853,0.07808485064633393,0.3251167514134951,0.32981334158399034,0.4592066072338249,0.541802774535481,0.8271212316977088
864691135810666525,256456,6,4,topology-matched routes,0.8959914437473456,0.05467106639464323,0.07244548374612478,0.04998100863696936,0.2181213478587353,0.5421515874968474,0.9312092799779709
864691135810666525,256456,6,6,exact compartment error,0.614054162166607,0.05740019314394452,1.0,1.0,1.0,0.47177722443391107,0.5435927366045499
864691135810666525,256456,6,6,random anatomical routes,0.7477491408029302,0.08256982415609826,0.3090285232045932,0.25677804922335656,0.46154668615259176,0.5367138607964853,0.6531477069544339
864691135810666525,256456,6,6,site-shuffled routes,0.6811570442342448,0.07537772315600223,0.4272176950271326,0.4706093912317872,0.6719297589622285,0.5150916862134111,0.8127472545847116
864691135810666525,256456,6,6,topology-matched routes,0.6833876806609666,0.05528486036962369,0.349299151191141,0.3355462778956369,0.5790594871165274,0.5143884517642703,0.3414229382767454
864691135810666525,256456,7,4,exact compartment error,0.401587804963215,0.05637633671162455,1.0,1.0,1.0,0.233316534150997,1.455920837229017
864691135810666525,256456,7,4,random anatomical routes,0.549657268092202,0.09869873537749353,0.018344443618889917,0.003267698878616232,0.05976481149304882,0.3376434477782033,1.8630727847550834
864691135810666525,256456,7,4,site-shuffled routes,0.4948959411099806,0.14772928705366517,0.11770985565806105,0.1032611448912232,0.16701028258075407,0.30720164226531443,1.6469607191956015
864691135810666525,256456,7,4,topology-matched routes,0.7312817426756594,0.04283641719998727,0.9418788410809871,0.9841816465452299,0.9921307208365692,0.4292861107067981,1.7600398506749517
