architecture,core,seed,feedback,broadcast_mode,test_accuracy,run_dir,config_index,config_sha256,result_sha256,checkpoint_sha256
additive,dendritic_additive,10206,exact path,path_transport,0.882599949836731,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,26,622ce9799dcd9a77e9d20e410c780065bfc47490d1f8e0756b594119e577afa2,5a330b6fe59c916af55d8f84cd94dbaf81f4979ddfcd4fc2f3ffdf106d52cb6f,7f3ca3bf606c761e2710a8694f753c9c3c3061f04766521e5fdb6b15e460ffe4
additive,dendritic_additive,10206,neuron indexed,per_soma_shared,0.8788999915122986,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,16,22de2b28f4fa316228a80c7e72c36f62232d89c3dd05ef0387dba3e187fb7b05,a165f039c77539d7126ad7f335dc650d1954c05d5eb9e948f61426d8533cb4f5,ae919b2ecb0120f3e7eb31e248c2586cfd1c61232ac13563a18161e12708e40b
additive,dendritic_additive,10206,scalar fallback,per_soma,0.8466999530792236,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813015313,6,3a2d91b259ba4142189f19861896cbe2b6167ef0ce9d5f0eeb38338f189f10ba,328a25fc63100cb18b2787f85d8876bbe128eaaefb7da613fb029fb16cedff1f,8ae77940ba0b9106c66061d385b2a39a2ebf8352de70744a9e3f83cf6560dbfe
additive,dendritic_additive,10207,exact path,path_transport,0.8854999542236328,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,27,2964c809246a71d988ec3f2316969ac8201de7b3383af326f9ce7cb6b8ce3b6f,c9c908e2176c704461089b492b474039f29d0cf8151c4028516f2d9fb6dc3cf0,22c7660cbdbeec1a0529d2a7a48896cd7c767c625e2c236ab0319c5d9fe9f6b7
additive,dendritic_additive,10207,neuron indexed,per_soma_shared,0.8828999996185303,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,17,78689639ac36bc38f1a7dc8614c1ed70fd7beedf6d05f49792f3eae8c03ac18c,05a7363934440702f700b734e0ae642c0bc16772f0fdf2d033ff9439e522d4d8,5fcf42eb52ead5221e3c688e3c36247f46a0e774f5d962dddaa5ca1993e13fd5
additive,dendritic_additive,10207,scalar fallback,per_soma,0.8348999619483948,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813015313,7,f73e4eb4a1901540c8cb924351bd40d7aa54efefe5615307aebaf0e19c9148fa,380f3b2b1c9fbb517af0fd4d5cf876ee8aead268ef332aec73f18fdda27b1ac1,e176f0a48b6791064314abb5be08d2169b5a34042fc730286332ebadbf65a3ce
additive,dendritic_additive,10208,exact path,path_transport,0.8854999542236328,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,28,465a2265bd0da8d7c2d3739c77a94c5273f0942a7814a2e197332a3b280aef64,c1fd496c58e92b0fa8f3eb391480094a2e82a89f369118269e482f175be771ed,2f3b3f9843ec543e39fb15ec37e9e194cb974555fc515e84c52306ba4705e631
additive,dendritic_additive,10208,neuron indexed,per_soma_shared,0.8853999972343445,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,18,629994528aa2245317c37bbf86ce3196abf73e484c2a977aade3b6e2014313b8,6909c488813853c1d72b5a21561b91e9087baa0a24791c3bf40cca4bd3970c11,fd08f129190e5de6be55a5973abf8c2fc083378412b2d0a877a23e2278ac84bc
additive,dendritic_additive,10208,scalar fallback,per_soma,0.8458999991416931,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,8,38bd6b1bc1e2d992f396d0ef9d7d6e6dc8326bd89ed164835d48494103db3532,ac971c9412322225cfcdeb224a0d31d46681773c99fe128868ef417d0b9965f4,98ab24a20dd9386e21a613702fbf5fc23a48af88a16b2a9ebf036c566845aaed
additive,dendritic_additive,10209,exact path,path_transport,0.8810999989509583,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,29,f8200af534d3dd41d69edf6dde7d9fe6ab16e287ba7f2f2e3246eddb727c8502,87db5d1d9d27d929abff7bc163857239c24dba68445e90fbcffbbe20ede68919,526db3c449930802993327cbd3036a57727afbb407eaf3a8354944332d35998d
additive,dendritic_additive,10209,neuron indexed,per_soma_shared,0.8804000020027161,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,19,bf452024ca1ad3ef10f94d1a8c1692cdb6f2bc1968caec961ce8aba159584160,664ac126b553541b22d81a2ff8379ccd94c091ea824e15327c50fb6695add5ac,ff6589234b05fec306ef90224de6385744bda67356ade6fd67f4876948c41311
additive,dendritic_additive,10209,scalar fallback,per_soma,0.8517999649047852,fashion_feedback_runs/journal_fashion_feedback_ladder_additive_20260813020421,9,965dd3f15bbf0fad2624f488cc479108ba886a2af486dba20696736d3364c18c,0475be20e05dfc0f0998448ce9389aa1a5a45c351f4e68047ae66305c8a0c978,ea7a76a0cc82ccbd896bf7cd6525d0a9ef323b13442076b37bd3049e1ffb870c
shunting,dendritic_shunting,10200,exact path,path_transport,0.8853999972343445,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,20,7cef28bb981c8ef1faffe90afcd1f19270426175168c2a987ba4663b4411c5e1,31c493edceb05101264c29633365ad6318e6c4d9c787fe0dc62186a0a6771b4b,3de7c4099fe1c2965d11aeaf4269f38fd76facb0296b7a954a1093e3c7a612cc
shunting,dendritic_shunting,10200,neuron indexed,per_soma_shared,0.8870999813079834,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,10,06a96da4a8558a4dee8bf7eeb5df4f92b5c7303b7daa7d110d1b6b6f7aadbb0a,008e004613130b9df05ef38128932f12b9cd59f0e63ecf5146dc6ff354225f46,7c1be04788bf620c1114da6c94d180099a453c8de1bfb96024a6b7989a84eed8
shunting,dendritic_shunting,10200,scalar fallback,per_soma,0.8367999792098999,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,0,1de65f022892f84175ba6c4d738c9a419f4669ad705ce6cb1e687bd0a272b3a8,76714e42b17d26a5520e1adab9d8352ae890e37d191facfdf1b301f7c4782fce,849767f83113b8252c72cba5a24b39b488423806516db326d09848ff4e48e433
shunting,dendritic_shunting,10201,exact path,path_transport,0.8826999664306641,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,21,43687eddf6d8d4b5e14d5c15a0d284b8a6c33c99e0f20ca2f599de61dd65f47d,7b5267ba54d6bccb5083b08ed9125772a4cddc29912996b340ac8be6dbb6ff4c,fe473dc6e3a2290027565e351ad2ece271c4dbb1a220fb111f8ba4a7a3fcf568
shunting,dendritic_shunting,10201,neuron indexed,per_soma_shared,0.8827999830245972,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,11,804b836a3e0484bb2c35abf841a1d84c1fa54bc89080bbdf9ac657d3744329e5,83c53bc545527c30627f1a6a4ef9eff772ccab6d36dce1d39e826b30af9106d9,5e871b504b6771ddbd451f64f2a64eb40a9a7b92aedd4f4e92f3b8d6d5a0b284
shunting,dendritic_shunting,10201,scalar fallback,per_soma,0.8420000076293945,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,1,2c981655ec7fb2dda40e20a9f442dd72c6e8a86c0c11a2c98e8da98ac5620895,72b4b950af4eba867d341c3d0077e77fa6396bc239fc633d07fdc9eec01965be,b23aced225947605b76c79a5746050a39e00ff8938dc2be37266ecc386cb49f8
shunting,dendritic_shunting,10202,exact path,path_transport,0.8816999793052673,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,22,91765fc9a3c2f0a7acc8b875ef4799ac7e97c37c87ef7aa32d13bb9d530e06f3,7cd6210c8f93394fff6e0ba8b6ab8708a0c82bdc5d72e2dc4d6ad26d33616b6d,730ee6b38da197caa2c92eaf6dc57cc53d6f2627de2f1448f31db12ce1bd9a54
shunting,dendritic_shunting,10202,neuron indexed,per_soma_shared,0.8822999596595764,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,12,2a26e0cd6dcb0981b704941715ae2a65ff57fd34f4b382f00052c4178d29cfdd,0cc41038aaaf0196b62ba4c20569856bd2351af805250ff43897cc2d2639f2b7,f1b53717cf9e5b8e49111bff7854ff2890638a821855901a26f62590983b64cc
shunting,dendritic_shunting,10202,scalar fallback,per_soma,0.8470999598503113,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,2,0ef29ce418288cb05d136f2c681713bd1cb34b5df6d45fc3cd4a29595d5e02c9,6cafd2cb8e08ba0292212f742fb6b4422aa5205d40e1e2736db8b72115b97b91,03b42322985c09c71229140b38a8f96dca245eb231a8d1912db777979da3ea16
shunting,dendritic_shunting,10203,exact path,path_transport,0.8793999552726746,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,23,f5bddd23d035b627eb30bab43897847635471403c960d2129f8d54f9b90282d3,76937ab5ba304bfda972b1997f41ba5017b9bc32cebce9b10e6f5a46544e38ac,5de7bc37467b422b97628f94555c4f71967626c96279ddca1990833aa676baf4
shunting,dendritic_shunting,10203,neuron indexed,per_soma_shared,0.8815000057220459,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,13,11895960a4479aba5048670b361c55f34720055da579285688dfa26295e23095,0d112d9492759c7964bcecce2f7738378e8ab78080656f2c8139c091b596721d,021031294907853e830d31450d80e35f932f020c76165bf2e2323895183e9f16
shunting,dendritic_shunting,10203,scalar fallback,per_soma,0.8411999940872192,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,3,dd4f85ba4ac7f3082ff17314d7afb6076f1bf23303b87446999efc03533a6bea,758d959a2b100511ae9adfcd0ff7cc612edd77cedd1017ac4f12c6f04aa08482,1828161ffdcb9b5233cfc6efa6a9aead97205e16d014707e880c0dd6f516f8e3
shunting,dendritic_shunting,10204,exact path,path_transport,0.8863999843597412,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,24,229a752dca94913dd354cf02da58254ce84e872d11d9db301cc651269bb65625,56f056f7c820909deaf2a0932d844c3d7194345397072c2f9a27e81f49bea21f,0f6607141c6c2fead4050ba92f2a6c8c9c0e361dfe771994571c4bb6304c8946
shunting,dendritic_shunting,10204,neuron indexed,per_soma_shared,0.8847999572753906,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,14,60575295d07ec47c53df9cc241681461653c2a3f13d0dec590ad0ca8cc1f6301,20767b75ebd319ed1800322c736276591c523386ead2bdd0cb2f3170057b2014,b56953b355d510edc78567559946bccbe23668ca5152a0bf162d526472f96e9a
shunting,dendritic_shunting,10204,scalar fallback,per_soma,0.8410999774932861,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,4,562e10ae33c0239c4397407ccb58c8bb8e33cc55583efad95b04b17deb06b4c0,f08b7d3ebb3433a7c2b2466808466aeabeee2ba1de5be5ab890a2a817def393c,5e9fe23a1ffb5b7f43c98ddb3be15f3aa6db0c0ccaa297b8771967e9dc745c4e
shunting,dendritic_shunting,10205,exact path,path_transport,0.8837999701499939,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,25,57aee050be55a9a3b3367d21917f8aac2fabec8c4420076e95d3f2e03313c244,70c95f15be683814abc4f210cd12df8260ace3c258d475af6655122d481e62ee,db06e159c1609a7353d087000fa0536896b4be167fdd8322c5eb65b3ffce5ba0
shunting,dendritic_shunting,10205,neuron indexed,per_soma_shared,0.8844999670982361,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,15,f888157cc9e5efa450a72cdaac5c76c5838ff1555fad60610fa4a547ed3ec509,e2dc1c5850544a25e430aee406495a3fc9e347f61fb20c69af4b6ef92d3c98aa,063f5ff3d5d87ee7bb9fba9ca1a2d5a2e4e3d6c0f8bdf695bcfc8cc0e21fa9c6
shunting,dendritic_shunting,10205,scalar fallback,per_soma,0.833899974822998,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,5,9f33ed8faf9368b01ade334960ba84b94cc8db4704fdf72d67e8617a82522a9e,87f85c1b441c3b31a46f60a892893aa29cb1b1a072b1ee7a65e7183185462239,0348715c3ffad160d52fea75cdacd71e7879c7d4e69b9b7b744385293b496d4c
shunting,dendritic_shunting,10206,exact path,path_transport,0.8797999620437622,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,26,2443181c2a71b746e147daa689aebe4e72d0f130ec6449bcc742d2a51f4a291e,ef1478eb65f8cffdef6c720e41428334dabb3c90f4f7247b031614a167601fc0,dd4bf441f63ab3c97fe3f4367889be3cae23c0c8bcfbec70b30d591a67021745
shunting,dendritic_shunting,10206,neuron indexed,per_soma_shared,0.8804999589920044,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,16,45f993908fa181367842aad70a38f9aa731253f851157954c0a0010add629a25,50247af07e358a2ebff98052713717b92c04a474fc218fe71fae57206e74069b,f037af311df740b6103f00c6b94fd465de9cd3f916bc6ce6ef5e0b0ca853e000
shunting,dendritic_shunting,10206,scalar fallback,per_soma,0.8380999565124512,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,6,246d91d2b050e28b2c7f88dd37c16dc8362866c6ee22f80f332f1c6df1fb8610,9fec33b7939a0114b87c89bf30293d8c2834e586b882f7ea58f2a3e30a7aa4d2,6d67cc90057da0df13dd5565b686605974166913ec4c046be07e9db5df5123d6
shunting,dendritic_shunting,10207,exact path,path_transport,0.8833999633789062,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,27,56c3c4bab06a69f0a36332a8c1affe1dd0fb0d23b39c7e6d8ca72cbb515e301c,a1397aa4320fc1a906836306ebe4d07e14667ebcf6c091e1b42e939dd3774c44,7c49d26fab9db9d0cae3baae9682f181f550e65d776b979ff269b14189cb4e4a
shunting,dendritic_shunting,10207,neuron indexed,per_soma_shared,0.8876999616622925,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,17,38116b63f380a31109f648420f286c0560458e953bfeb8f0e692fa5bbbc7ab8e,79dfb81e8bf3b382dbde3a65af0d3a58385b6d8017575996914c0478f0ca8182,f60e6bea015aa76ca5d92eed2f75e4e42cc6c11142a80571a20a14cc3268e191
shunting,dendritic_shunting,10207,scalar fallback,per_soma,0.8287999629974365,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813015310,7,988a503341ad3278dd1ee37b2e4b34cd87bba8417afc2f6dd1548db1d6dad935,8fbfdfd624c267bb6d14d92fd4ad09dd122b9600c8db57865b87100a5692da7d,c29dd65767242aedba10e4531b8be028103671f0daaab922221815d3fdb73cb2
shunting,dendritic_shunting,10208,exact path,path_transport,0.884399950504303,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,28,85579cd4c32ae92eb111c3dea34f256dc379f9a14c7019755d67feada6a4cf8a,feba68aaac6a754dea4691c41928b26b489ab04174409585d72f4e4c67ec04b0,c54725711f4e4a41e64e90cd4243142008f2ec0a131f950ceec30c8f60097b48
shunting,dendritic_shunting,10208,neuron indexed,per_soma_shared,0.8834999799728394,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,18,262904b5cb51e0ab7f97b5e5267c0945b05a4f3a6ad50ee1dffb3fd6ec15201a,bcd459d92681bad62a45ee8484f8bd4de36a9ee166a9b8e380ef65c6569dde16,eae40bf1e0fc38fc689581ec251814833e9d7b5d598aa1d025d8614ca82fcc56
shunting,dendritic_shunting,10208,scalar fallback,per_soma,0.8411999940872192,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,8,16b976990f79cfa43967a15cbfc0ca88f1a2b36e9c27cffbc2ea21be2bb0e428,f037327bb94d80fe46b67d98381402ce8d5781184364d8897841aed15dcbeeb7,cd635090e0eff0e5cea0512b530510b7b439759547d06ab567783d795373ae35
shunting,dendritic_shunting,10209,exact path,path_transport,0.8817999958992004,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,29,4955454fb842f35932e08ff1b8618f67b1245b09e7530f671a7f209a4ae96589,016dcd71a7ad92cc49e97086ae272b339aa8682fe5b036ed470e3b19c5074cd6,b35cbe6a496cb20b5238c01d65a318f75a2084e3a66229dbaf638019b883e021
shunting,dendritic_shunting,10209,neuron indexed,per_soma_shared,0.8847999572753906,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,19,bdefeda2df1bf4b55ab992b1d162fe24cff7f94e212db475d5cbc9561218df99,32c1b6789833b3e0a5d096872d7dd886faf680993e009b057eaf561b3897c032,adc394c107c48db5db813009fdfb84f621e2ab97adadc1457b066fbfd9109190
shunting,dendritic_shunting,10209,scalar fallback,per_soma,0.8429999947547913,fashion_feedback_runs/journal_fashion_feedback_ladder_shunting_20260813020419,9,fc6c1555a7bdeaebab02043dc7a6047337e01e5e26e021f4dff599f98d360c88,5dfed9e01eb8411ddd83720c98de505d6cb90af1cc19fe2fb040d687d1da744a,a7d5874a7b3073d748753db3ddc640692fc83a2de7e5864f20edc6eb977929df
