arm,policy,seed,regret,test_loss,penalized_test_loss
joint_forward_feedback,uniform_random_expectation,7200,0.12757488172041437,0.2697936459157763,0.3127659570280175
joint_forward_feedback,uniform_random_expectation,7201,0.13129307336733995,0.27595225121174777,0.31892456232398897
joint_forward_feedback,uniform_random_expectation,7202,0.13116040826690034,0.2752241534488896,0.3181964645611308
joint_forward_feedback,uniform_random_expectation,7203,0.14044613787427365,0.2826335825767095,0.32560589368895065
joint_forward_feedback,uniform_random_expectation,7204,0.13315939547695577,0.27770266231262014,0.32067497342486134
joint_forward_feedback,uniform_random_expectation,7205,0.13546687494548185,0.2799700037874919,0.3229423148997331
joint_forward_feedback,uniform_random_expectation,7206,0.13359241932333876,0.28124101779458244,0.3242133289068236
joint_forward_feedback,uniform_random_expectation,7207,0.13218280617733938,0.27489806038338416,0.3178703714956253
joint_forward_feedback,uniform_random_expectation,7208,0.12983463050867872,0.27356651529780596,0.31653882641004716
joint_forward_feedback,uniform_random_expectation,7209,0.13345176967670425,0.2784924615518579,0.32146477266409906
joint_forward_feedback,uniform_random_expectation,7210,0.13255599554481282,0.27655068385632353,0.31952299496856473
joint_forward_feedback,uniform_random_expectation,7211,0.13612751868937994,0.27847906895200925,0.3214513800642504
joint_forward_feedback,uniform_random_expectation,7212,0.13772866987683752,0.2813814895719962,0.32435380068423736
joint_forward_feedback,uniform_random_expectation,7213,0.1303880880512405,0.2743246415926419,0.3172969527048831
joint_forward_feedback,uniform_random_expectation,7214,0.13058241090213565,0.27337033778393793,0.3163426488961791
joint_forward_feedback,uniform_random_expectation,7215,0.13284811349149575,0.2741093272701997,0.3170816383824409
joint_forward_feedback,uniform_random_expectation,7216,0.1426916168108991,0.28759525774230327,0.3305675688545444
joint_forward_feedback,uniform_random_expectation,7217,0.13017641308491146,0.2766736469279866,0.3196459580402278
joint_forward_feedback,uniform_random_expectation,7218,0.13088016142180764,0.2756387051842086,0.3186110162964498
joint_forward_feedback,uniform_random_expectation,7219,0.1324961021582318,0.27447656208450505,0.31744887319674625
