task_id,arm,oracle_candidate_id,oracle_budget_k,oracle_tree_id,oracle_penalized_loss
s7200_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.08493865731513
s7200_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3750431226044664
s7200_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3691408599357515
s7200_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.375039915483591
s7200_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3682218225826472
s7201_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7201_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7201_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472626019
s7201_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139001039838149
s7201_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2987153943801343
s7201_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2992970847835027
s7201_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2942351710394643
s7201_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2920012939215167
s7201_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7201_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7201_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0239001196492746
s7201_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0243177547679619
s7201_r2_n750_a125,feedback_only,balanced_permutation_b_k2,2,balanced_permutation_b,0.3032581772488099
s7201_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3029264190630935
s7201_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3017033870345368
s7201_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3014834912137131
s7201_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585917
s7201_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993736149433
s7201_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0440179842567598
s7201_r4_n000_a375,joint_forward_feedback,balanced_permutation_a_k4,4,balanced_permutation_a,0.0469581859312691
s7201_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3525834228022197
s7201_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3477473557807953
s7201_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3463480108415397
s7201_r4_n750_a375,joint_forward_feedback,balanced_permutation_a_k4,4,balanced_permutation_a,0.3511962909391354
s7201_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838994732787674
s7201_r8_n000_a125,joint_forward_feedback,balanced_permutation_b_k8,8,balanced_permutation_b,0.0852565081933103
s7201_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838994574901877
s7201_r8_n000_a375,joint_forward_feedback,balanced_permutation_b_k8,8,balanced_permutation_b,0.0852543866978398
s7201_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.395360651608057
s7201_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3838293829296986
s7201_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3953621600680082
s7201_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3862374969686383
s7202_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7202_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7202_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472593904
s7202_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138996401504724
s7202_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3264450262746684
s7202_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3133645064161249
s7202_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3059449570765703
s7202_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3034082989295218
s7202_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7202_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7202_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585768
s7202_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993549174498
s7202_r2_n750_a125,feedback_only,balanced_interleaved_k2,2,balanced_interleaved,0.3158196392954343
s7202_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3163076489822234
s7202_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3159139804458248
s7202_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3149922208141663
s7202_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585764
s7202_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993545102687
s7202_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0441544338920345
s7202_r4_n000_a375,joint_forward_feedback,comb_contiguous_k4,4,comb_contiguous,0.0480244932437588
s7202_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3346977728827987
s7202_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3271896324196827
s7202_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.327330554542615
s7202_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3293706336009521
s7202_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993530407376
s7202_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.084919841692388
s7202_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993540007154
s7202_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848108142935278
s7202_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3784760394465044
s7202_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3759880038842639
s7202_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3784752452360795
s7202_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3747037623357351
s7203_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7203_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7203_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472600057
s7203_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.013899800438177
s7203_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3126860980263261
s7203_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3052685115052137
s7203_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3007204937472212
s7203_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2990030105478385
s7203_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7203_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7203_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7203_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472917541
s7203_r2_n750_a125,feedback_only,comb_contiguous_k2,2,comb_contiguous,0.3141908722522289
s7203_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3076532703816187
s7203_r2_n750_a375,feedback_only,comb_contiguous_k2,2,comb_contiguous,0.3081154319341769
s7203_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3046095272112381
s7203_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585761
s7203_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993533509915
s7203_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585768
s7203_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993587159188
s7203_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3407250022186972
s7203_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3339887577796092
s7203_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3389935601040977
s7203_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3330643576170023
s7203_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838994136553722
s7203_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0848077094360641
s7203_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838994312889275
s7203_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0849587648504329
s7203_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3802743327992144
s7203_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3729447631277257
s7203_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3802769867276755
s7203_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3728608662640961
s7204_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7204_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7204_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472696683
s7204_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139003659118028
s7204_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3182823970117445
s7204_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.305868229098489
s7204_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3007472730363514
s7204_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2999840319566015
s7204_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7204_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7204_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.023899347331936
s7204_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0239012503739371
s7204_r2_n750_a125,feedback_only,balanced_interleaved_k2,2,balanced_interleaved,0.3236518877472105
s7204_r2_n750_a125,joint_forward_feedback,balanced_interleaved_k2,2,balanced_interleaved,0.3218713819991465
s7204_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3184424890199964
s7204_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3133749392187959
s7204_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585806
s7204_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993931653295
s7204_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0439532826857144
s7204_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0474607740993517
s7204_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.340492188125324
s7204_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.331512475506636
s7204_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3327087572341382
s7204_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3298297460221548
s7204_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993846429621
s7204_r8_n000_a125,joint_forward_feedback,balanced_permutation_b_k8,8,balanced_permutation_b,0.0852119368344501
s7204_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993993390239
s7204_r8_n000_a375,joint_forward_feedback,balanced_permutation_b_k8,8,balanced_permutation_b,0.0852606638615216
s7204_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3882288915626803
s7204_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3797276688833788
s7204_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.388226904990055
s7204_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.380647695717742
s7205_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7205_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7205_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472631335
s7205_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139002143432044
s7205_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3099856288579841
s7205_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3028948355400458
s7205_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2997626338855785
s7205_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2992422481104524
s7205_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7205_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7205_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0239005421399341
s7205_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0243707387076505
s7205_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3114750261696168
s7205_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3090867293980546
s7205_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3086022843282719
s7205_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3083658342616418
s7205_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.043899347258576
s7205_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993542870969
s7205_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0439539902266253
s7205_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0472782664258121
s7205_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3404714961856495
s7205_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3356728777372697
s7205_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3349096489997664
s7205_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.33600769527085
s7205_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993562013213
s7205_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0849172390874662
s7205_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993566012752
s7205_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0846878747438738
s7205_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3958340627815366
s7205_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3857765349317803
s7205_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3958351734249165
s7205_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3857079019056691
s7206_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7206_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7206_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472692949
s7206_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0139002979707016
s7206_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.333088379477374
s7206_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3167461129634912
s7206_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3086842829422675
s7206_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3063962704294907
s7206_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7206_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7206_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993473045363
s7206_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0239014618680152
s7206_r2_n750_a125,feedback_only,comb_contiguous_k2,2,comb_contiguous,0.3346398710626225
s7206_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.329087898574009
s7206_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3269991539311035
s7206_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3259037809089725
s7206_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585782
s7206_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993749374235
s7206_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0439525339790172
s7206_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.047049941713265
s7206_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3362289783386086
s7206_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3295589820376385
s7206_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3310143757544132
s7206_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3298701041689474
s7206_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993529914098
s7206_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.084962496242643
s7206_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993554830263
s7206_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0847957483281394
s7206_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3959904965791387
s7206_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3875085001444694
s7206_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3959897850555601
s7206_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3885548885313991
s7207_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7207_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7207_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472609364
s7207_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138999571228641
s7207_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.29845260061247
s7207_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.296085156222109
s7207_r1_n750_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.2959532464411633
s7207_r1_n750_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.2961913465101157
s7207_r2_n000_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585758
s7207_r2_n000_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0238993472585759
s7207_r2_n000_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.023900373674222
s7207_r2_n000_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.0243478054008831
s7207_r2_n750_a125,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3183570835563404
s7207_r2_n750_a125,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3148323462530983
s7207_r2_n750_a375,feedback_only,balanced_contiguous_k2,2,balanced_contiguous,0.3135183065540992
s7207_r2_n750_a375,joint_forward_feedback,balanced_contiguous_k2,2,balanced_contiguous,0.3134188192577592
s7207_r4_n000_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0438993472585761
s7207_r4_n000_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0438993554968718
s7207_r4_n000_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.0443090751721657
s7207_r4_n000_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.0525222767448902
s7207_r4_n750_a125,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3362074246555257
s7207_r4_n750_a125,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3317817070432238
s7207_r4_n750_a375,feedback_only,balanced_contiguous_k4,4,balanced_contiguous,0.3328743732605151
s7207_r4_n750_a375,joint_forward_feedback,balanced_contiguous_k4,4,balanced_contiguous,0.3361605744344214
s7207_r8_n000_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993534947618
s7207_r8_n000_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.08451220539849
s7207_r8_n000_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.0838993565294587
s7207_r8_n000_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.0845373599803125
s7207_r8_n750_a125,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.379476218102622
s7207_r8_n750_a125,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3710848732629324
s7207_r8_n750_a375,feedback_only,balanced_contiguous_k8,8,balanced_contiguous,0.3794762686671065
s7207_r8_n750_a375,joint_forward_feedback,balanced_contiguous_k8,8,balanced_contiguous,0.3699285674474518
s7208_r1_n000_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7208_r1_n000_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472585758
s7208_r1_n000_a375,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.0138993472619171
s7208_r1_n000_a375,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.0138999859298368
s7208_r1_n750_a125,feedback_only,balanced_contiguous_k1,1,balanced_contiguous,0.3208640255982076
s7208_r1_n750_a125,joint_forward_feedback,balanced_contiguous_k1,1,balanced_contiguous,0.3116410722535377
