seed,rule,rate,test_nmse,selected_step,bounds,ood_3.0
2026100216,derivative,0.03,3.1436624837862246e-05,4096,0,0.0006768398160492
2026100216,exact,0.03,4.963647809455103e-05,4096,0,0.0017266285210102
2026100216,full_chain,0.03,4.963647809652144e-05,4096,0,0.001726628521019
2026100216,resistance,0.03,0.050261195360601314,896,0,0.05319465644405273
2026100216,shuffled_derivative,0.03,0.04795044919756731,896,0,0.051122309589858146
2026100217,broadcast,0.03,0.05644205218018374,4096,0,0.07313012380058687
2026100217,derivative,0.03,7.572582972207949e-05,3584,0,0.0012763905160323
2026100217,exact,0.03,6.994716821595867e-05,2944,0,0.0029545108503461
2026100217,full_chain,0.03,6.994716821597962e-05,2944,0,0.0029545108503462
2026100217,resistance,0.03,0.051502938899486414,1536,472,0.05624121611997114
2026100217,shuffled_derivative,0.03,0.047917641465736224,1536,841,0.05168010443557197
2026100218,broadcast,0.03,0.04888579970431963,3584,0,0.06388337629726404
2026100218,derivative,0.03,2.7803146209292315e-05,3840,0,0.0009779271636494
2026100218,exact,0.03,3.553683571307074e-05,3456,0,0.0023941572109009
2026100218,full_chain,0.03,3.553683571299867e-05,3456,0,0.0023941572109009
2026100218,resistance,0.03,0.04875143312460247,1152,1777,0.05224927461895464
2026100218,shuffled_derivative,0.03,0.04533088116369906,1536,1826,0.04841424089538259
2026100219,broadcast,0.03,0.03724301694667257,4096,0,0.047643525374108306
2026100219,derivative,0.03,4.918425977269204e-05,2688,0,0.001748754837678
2026100219,exact,0.03,1.887554017709528e-05,3968,0,0.0022744107922849
2026100219,full_chain,0.03,1.88755401770982e-05,3968,0,0.0022744107922849
2026100219,resistance,0.03,0.05286582141042526,768,877,0.05170366192644115
2026100219,shuffled_derivative,0.03,0.049574718540253734,1280,1224,0.05426035134729953
