variant,forward,trained_rule,delivered_rule,block,relation,mean,ci_low,ci_high,n
interaction,shunt,broadcast,swapped,terminal,within,0.06515101282900451,0.04548024298203354,0.08817389807137255,20
interaction,shunt,broadcast,uniform_rms,proximal,cross,0.00035018840581952266,-0.02235754260279062,0.025446581400935822,20
interaction,shunt,broadcast,uniform_rms,proximal,within,0.6876099037738406,0.6547653915381518,0.7219584283197867,20
interaction,shunt,broadcast,uniform_rms,readout,cross,0.06955259408688765,-0.07878350919812119,0.24457588081412993,20
interaction,shunt,broadcast,uniform_rms,readout,within,1.0,1.0,1.0,20
interaction,shunt,broadcast,uniform_rms,soma,cross,-0.0039112032018392305,-0.0712686650367482,0.06323632803594141,20
interaction,shunt,broadcast,uniform_rms,soma,within,1.0,1.0,1.0,20
interaction,shunt,broadcast,uniform_rms,terminal,cross,0.01288647528692933,-0.007395084929229187,0.03479431563800808,20
interaction,shunt,broadcast,uniform_rms,terminal,within,0.3278999190756252,0.30864286482636605,0.3479843392058749,20
interaction,shunt,exact,broadcast,proximal,cross,0.02476256104736686,-0.006413014543033139,0.059919744851040284,20
interaction,shunt,exact,broadcast,proximal,within,0.6394073759854293,0.6237709590200052,0.6549765591529412,20
interaction,shunt,exact,broadcast,readout,cross,0.10085963114790601,-0.054139012790883505,0.27591364210836655,20
interaction,shunt,exact,broadcast,readout,within,1.0,1.0,1.0,20
interaction,shunt,exact,broadcast,soma,cross,-0.023137301761639285,-0.07721889461859253,0.02753204489982047,20
interaction,shunt,exact,broadcast,soma,within,1.0,1.0,1.0,20
interaction,shunt,exact,broadcast,terminal,cross,0.02625752842611337,-0.01732410278680772,0.07446485906605367,20
interaction,shunt,exact,broadcast,terminal,within,0.3654126822068861,0.35561529702600747,0.37583221774820574,20
interaction,shunt,exact,exact,proximal,cross,0.04077289371951114,-0.010196106783442228,0.0992259087875584,20
interaction,shunt,exact,exact,proximal,within,1.0,1.0,1.0,20
interaction,shunt,exact,exact,readout,cross,0.10085963114790601,-0.053452938665321484,0.274527465004,20
interaction,shunt,exact,exact,readout,within,1.0,1.0,1.0,20
interaction,shunt,exact,exact,soma,cross,-0.023137301761639285,-0.07795153007729642,0.028042838870599923,20
interaction,shunt,exact,exact,soma,within,1.0,1.0,1.0,20
interaction,shunt,exact,exact,terminal,cross,0.005568083744318616,-0.005275483404736328,0.018344275074829653,20
interaction,shunt,exact,exact,terminal,within,1.0,1.0,1.0,20
interaction,shunt,exact,resistance,proximal,cross,0.02476256104736686,-0.005978516094782826,0.06023548928617785,20
interaction,shunt,exact,resistance,proximal,within,0.6394073759854293,0.6233680058914062,0.6551023943902475,20
interaction,shunt,exact,resistance,readout,cross,0.10085963114790601,-0.05559363391376343,0.2780548434685404,20
interaction,shunt,exact,resistance,readout,within,1.0,1.0,1.0,20
interaction,shunt,exact,resistance,soma,cross,-0.023137301761639285,-0.07740380193021498,0.02732051602638379,20
interaction,shunt,exact,resistance,soma,within,1.0,1.0,1.0,20
interaction,shunt,exact,resistance,terminal,cross,0.0033077176492522604,-0.002459345948392865,0.009743857825988814,20
interaction,shunt,exact,resistance,terminal,within,0.5737627097833412,0.5525863848444478,0.5947182746593104,20
interaction,shunt,exact,swapped,proximal,cross,0.02476256104736686,-0.005812587904535721,0.05898908597706433,20
interaction,shunt,exact,swapped,proximal,within,0.6394073759854293,0.6237490828707402,0.6549895871997831,20
interaction,shunt,exact,swapped,readout,cross,0.10085963114790601,-0.05242650960473544,0.2794000920875949,20
interaction,shunt,exact,swapped,readout,within,1.0,1.0,1.0,20
interaction,shunt,exact,swapped,soma,cross,-0.023137301761639285,-0.07818032438536911,0.028290676313351505,20
interaction,shunt,exact,swapped,soma,within,1.0,1.0,1.0,20
interaction,shunt,exact,swapped,terminal,cross,0.01847970618110701,-0.018537633431564907,0.05736762595190451,20
interaction,shunt,exact,swapped,terminal,within,0.05479596790340696,0.05217793872088284,0.057648095086013845,20
interaction,shunt,exact,uniform_rms,proximal,cross,0.02476256104736686,-0.006278488925348025,0.05964447862006361,20
interaction,shunt,exact,uniform_rms,proximal,within,0.6394073759854293,0.6232957268818439,0.6547219887444193,20
interaction,shunt,exact,uniform_rms,readout,cross,0.10085963114790601,-0.05422657500959825,0.2732155494157125,20
interaction,shunt,exact,uniform_rms,readout,within,1.0,1.0,1.0,20
interaction,shunt,exact,uniform_rms,soma,cross,-0.023137301761639285,-0.07749860561632219,0.028465327995526275,20
interaction,shunt,exact,uniform_rms,soma,within,1.0,1.0,1.0,20
interaction,shunt,exact,uniform_rms,terminal,cross,0.026272600694895364,-0.017706701565573777,0.07546527412508938,20
interaction,shunt,exact,uniform_rms,terminal,within,0.3655617292931812,0.3555225615445668,0.37580145353449085,20
interaction,shunt,resistance,broadcast,proximal,cross,0.01251284261689573,-0.011880883835608872,0.03706611874795144,20
interaction,shunt,resistance,broadcast,proximal,within,0.8010121399256178,0.7694449486628363,0.8295106501212742,20
interaction,shunt,resistance,broadcast,readout,cross,0.07866180142490882,-0.09028842780912986,0.2677260597670724,20
interaction,shunt,resistance,broadcast,readout,within,1.0,1.0,1.0,20
interaction,shunt,resistance,broadcast,soma,cross,-0.01608149911494337,-0.060534421138539796,0.02302468282550224,20
interaction,shunt,resistance,broadcast,soma,within,1.0,1.0,1.0,20
interaction,shunt,resistance,broadcast,terminal,cross,0.0209837798668111,-0.01641338765911115,0.0617129441759472,20
interaction,shunt,resistance,broadcast,terminal,within,0.3800450996045109,0.3567887502478023,0.40326054347397733,20
interaction,shunt,resistance,exact,proximal,cross,0.013630684687834908,-0.021845419805579882,0.04823325060207559,20
interaction,shunt,resistance,exact,proximal,within,1.0,1.0,1.0,20
interaction,shunt,resistance,exact,readout,cross,0.07866180142490882,-0.09058866245966947,0.2664610352226495,20
interaction,shunt,resistance,exact,readout,within,1.0,1.0,1.0,20
interaction,shunt,resistance,exact,soma,cross,-0.01608149911494337,-0.05932828158523105,0.023115485056053098,20
interaction,shunt,resistance,exact,soma,within,1.0,1.0,1.0,20
interaction,shunt,resistance,exact,terminal,cross,0.0028348787811596373,-0.002406178688266115,0.008779477350441359,20
interaction,shunt,resistance,exact,terminal,within,1.0,0.9999999999999998,1.0,20
interaction,shunt,resistance,resistance,proximal,cross,0.01251284261689573,-0.012247172185686581,0.03703434172186147,20
interaction,shunt,resistance,resistance,proximal,within,0.8010121399256178,0.7690605094209547,0.8303244006041873,20
interaction,shunt,resistance,resistance,readout,cross,0.07866180142490882,-0.09294069974882134,0.26907934978674125,20
interaction,shunt,resistance,resistance,readout,within,1.0,1.0,1.0,20
interaction,shunt,resistance,resistance,soma,cross,-0.01608149911494337,-0.058777560174947376,0.022442631389362068,20
interaction,shunt,resistance,resistance,soma,within,1.0,1.0,1.0,20
interaction,shunt,resistance,resistance,terminal,cross,0.0026432115661195557,-0.001350330562699234,0.006856408148010542,20
interaction,shunt,resistance,resistance,terminal,within,0.6265132278687467,0.5952848938537759,0.655237812634658,20
interaction,shunt,resistance,swapped,proximal,cross,0.01251284261689573,-0.011773029223100783,0.037222710152864345,20
interaction,shunt,resistance,swapped,proximal,within,0.8010121399256178,0.7686333869429315,0.8304031897939455,20
interaction,shunt,resistance,swapped,readout,cross,0.07866180142490882,-0.09326982756523777,0.27489908186570744,20
interaction,shunt,resistance,swapped,readout,within,1.0,1.0,1.0,20
interaction,shunt,resistance,swapped,soma,cross,-0.01608149911494337,-0.06022087278932961,0.02382428074722491,20
interaction,shunt,resistance,swapped,soma,within,1.0,1.0,1.0,20
interaction,shunt,resistance,swapped,terminal,cross,0.014144212391448141,-0.013985160030778387,0.04460418442098325,20
interaction,shunt,resistance,swapped,terminal,within,0.03789566205824953,0.03531260466814175,0.04052420288817349,20
interaction,shunt,resistance,uniform_rms,proximal,cross,0.01251284261689573,-0.01175768138575699,0.03740057601956299,20
interaction,shunt,resistance,uniform_rms,proximal,within,0.8010121399256178,0.768984485565611,0.8307338897271553,20
interaction,shunt,resistance,uniform_rms,readout,cross,0.07866180142490882,-0.09106930624973283,0.2678633564153731,20
interaction,shunt,resistance,uniform_rms,readout,within,1.0,1.0,1.0,20
interaction,shunt,resistance,uniform_rms,soma,cross,-0.01608149911494337,-0.05849966329876786,0.02318630318060397,20
interaction,shunt,resistance,uniform_rms,soma,within,1.0,1.0,1.0,20
interaction,shunt,resistance,uniform_rms,terminal,cross,0.0209703768751502,-0.01603099975534086,0.06240826950470347,20
interaction,shunt,resistance,uniform_rms,terminal,within,0.3801912365018131,0.35651377989162913,0.40293329235857944,20
interaction,shunt,swapped,broadcast,proximal,cross,0.072416496612009,0.00862042217884235,0.14511519750940935,20
interaction,shunt,swapped,broadcast,proximal,within,0.4890203949953791,0.4450172170747447,0.5357771106412041,20
interaction,shunt,swapped,broadcast,readout,cross,0.13378493965764854,-0.02010597003966076,0.3054948066110271,20
interaction,shunt,swapped,broadcast,readout,within,1.0,1.0,1.0,20
interaction,shunt,swapped,broadcast,soma,cross,-0.001091940202738032,-0.073753793230813,0.0966448019155511,20
interaction,shunt,swapped,broadcast,soma,within,1.0,1.0,1.0,20
interaction,shunt,swapped,broadcast,terminal,cross,0.02317903266913195,0.0008977586655455466,0.04808303565344042,20
interaction,shunt,swapped,broadcast,terminal,within,0.30418865436408804,0.2850027204733056,0.3241947938662894,20
interaction,shunt,swapped,exact,proximal,cross,0.12640671808091217,0.0028479639414501537,0.26640829010049116,20
interaction,shunt,swapped,exact,proximal,within,1.0,1.0,1.0,20
interaction,shunt,swapped,exact,readout,cross,0.13378493965764854,-0.023399372441803477,0.3061541037852384,20
interaction,shunt,swapped,exact,readout,within,1.0,1.0,1.0,20
interaction,shunt,swapped,exact,soma,cross,-0.001091940202738032,-0.0732528595623394,0.0956171225990229,20
interaction,shunt,swapped,exact,soma,within,1.0,1.0,1.0,20
interaction,shunt,swapped,exact,terminal,cross,0.009102114161057578,-0.003452317930409175,0.021215017671049035,20
interaction,shunt,swapped,exact,terminal,within,1.0,1.0,1.0,20
interaction,shunt,swapped,resistance,proximal,cross,0.072416496612009,0.007368639377091664,0.14289928805918495,20
interaction,shunt,swapped,resistance,proximal,within,0.4890203949953791,0.44440369078544567,0.5343472127851084,20
interaction,shunt,swapped,resistance,readout,cross,0.13378493965764854,-0.021100778019357433,0.307341029503745,20
interaction,shunt,swapped,resistance,readout,within,1.0,1.0,1.0,20
interaction,shunt,swapped,resistance,soma,cross,-0.001091940202738032,-0.07316437978913148,0.091821630085506,20
interaction,shunt,swapped,resistance,soma,within,1.0,1.0,1.0,20
interaction,shunt,swapped,resistance,terminal,cross,0.005068885948817166,-0.00038549236282415546,0.010681992914916031,20
interaction,shunt,swapped,resistance,terminal,within,0.38995494667747865,0.36691917430916215,0.4150043147399504,20
interaction,shunt,swapped,swapped,proximal,cross,0.072416496612009,0.0072619011790531875,0.14512378800886916,20
interaction,shunt,swapped,swapped,proximal,within,0.4890203949953791,0.4453860743309261,0.5351170997135605,20
interaction,shunt,swapped,swapped,readout,cross,0.13378493965764854,-0.024674478467460334,0.3074640730666534,20
interaction,shunt,swapped,swapped,readout,within,1.0,1.0,1.0,20
interaction,shunt,swapped,swapped,soma,cross,-0.001091940202738032,-0.07420499772840308,0.09405352009477858,20
interaction,shunt,swapped,swapped,soma,within,1.0,1.0,1.0,20
interaction,shunt,swapped,swapped,terminal,cross,0.02483541554814721,0.0021777082184698004,0.05020190168839513,20
interaction,shunt,swapped,swapped,terminal,within,0.25941621057851333,0.2279383439148141,0.2936908355782236,20
interaction,shunt,swapped,uniform_rms,proximal,cross,0.072416496612009,0.006786446486367567,0.1455166451554906,20
interaction,shunt,swapped,uniform_rms,proximal,within,0.4890203949953791,0.4448385681848915,0.5360461575376664,20
interaction,shunt,swapped,uniform_rms,readout,cross,0.13378493965764854,-0.02404929743822521,0.30448326941026466,20
interaction,shunt,swapped,uniform_rms,readout,within,1.0,1.0,1.0,20
interaction,shunt,swapped,uniform_rms,soma,cross,-0.001091940202738032,-0.07347280811781261,0.09437343637676013,20
interaction,shunt,swapped,uniform_rms,soma,within,1.0,1.0,1.0,20
interaction,shunt,swapped,uniform_rms,terminal,cross,0.02285737608294782,0.0010861228599822648,0.04683881847402787,20
interaction,shunt,swapped,uniform_rms,terminal,within,0.3155843324209016,0.2961951694911188,0.3363822681115766,20
interaction,shunt,uniform_rms,broadcast,proximal,cross,0.009871534908343972,-0.014496626658518934,0.03787422077964383,20
interaction,shunt,uniform_rms,broadcast,proximal,within,0.667671019238245,0.6181904186906065,0.7125188918684978,20
interaction,shunt,uniform_rms,broadcast,readout,cross,-0.003806707267106102,-0.13686089233536927,0.15031659908647754,20
interaction,shunt,uniform_rms,broadcast,readout,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,broadcast,soma,cross,-0.0053396923730816845,-0.06417192761338775,0.057833288141125164,20
interaction,shunt,uniform_rms,broadcast,soma,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,broadcast,terminal,cross,0.0051230256249835855,-0.013306204460201051,0.026177023197755958,20
interaction,shunt,uniform_rms,broadcast,terminal,within,0.31285286953485014,0.2940757119885203,0.3313773720866933,20
interaction,shunt,uniform_rms,exact,proximal,cross,0.016714058123504103,-0.027583809002128264,0.06682537370337713,20
interaction,shunt,uniform_rms,exact,proximal,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,exact,readout,cross,-0.003806707267106102,-0.13559165155317263,0.14935455738583137,20
interaction,shunt,uniform_rms,exact,readout,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,exact,soma,cross,-0.0053396923730816845,-0.06574076743484898,0.056515884685269,20
interaction,shunt,uniform_rms,exact,soma,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,exact,terminal,cross,0.002903394174103878,-0.0006534233462708948,0.007488173041752698,20
interaction,shunt,uniform_rms,exact,terminal,within,1.0,1.0,1.0000000000000002,20
interaction,shunt,uniform_rms,resistance,proximal,cross,0.009871534908343972,-0.015319198941050485,0.03702058571926833,20
interaction,shunt,uniform_rms,resistance,proximal,within,0.667671019238245,0.6185078502751967,0.712786463950796,20
interaction,shunt,uniform_rms,resistance,readout,cross,-0.003806707267106102,-0.13484506504503327,0.15139482699229062,20
interaction,shunt,uniform_rms,resistance,readout,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,resistance,soma,cross,-0.0053396923730816845,-0.06392700217314778,0.05772675059355594,20
interaction,shunt,uniform_rms,resistance,soma,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,resistance,terminal,cross,0.0012701277906539427,-0.0006323116050905063,0.003571929327379283,20
interaction,shunt,uniform_rms,resistance,terminal,within,0.5048924279942464,0.47812467110127266,0.5309638208883188,20
interaction,shunt,uniform_rms,swapped,proximal,cross,0.009871534908343972,-0.014918721426107692,0.03694945037740244,20
interaction,shunt,uniform_rms,swapped,proximal,within,0.667671019238245,0.6183340380172059,0.7131895987281737,20
interaction,shunt,uniform_rms,swapped,readout,cross,-0.003806707267106102,-0.13586821157643456,0.15345460993754392,20
interaction,shunt,uniform_rms,swapped,readout,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,swapped,soma,cross,-0.0053396923730816845,-0.06523907031212908,0.057303788459055205,20
interaction,shunt,uniform_rms,swapped,soma,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,swapped,terminal,cross,-0.0028189139298664136,-0.02268992436937221,0.01804943881974704,20
interaction,shunt,uniform_rms,swapped,terminal,within,0.04691485701961031,0.03626234628649862,0.05893000769581823,20
interaction,shunt,uniform_rms,uniform_rms,proximal,cross,0.009871534908343972,-0.015020946542225319,0.0359397695999979,20
interaction,shunt,uniform_rms,uniform_rms,proximal,within,0.667671019238245,0.6182632508101692,0.7128854745248364,20
interaction,shunt,uniform_rms,uniform_rms,readout,cross,-0.003806707267106102,-0.13614318837701908,0.14960256829081175,20
interaction,shunt,uniform_rms,uniform_rms,readout,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,uniform_rms,soma,cross,-0.0053396923730816845,-0.06558295453713031,0.05875024119486694,20
interaction,shunt,uniform_rms,uniform_rms,soma,within,1.0,1.0,1.0,20
interaction,shunt,uniform_rms,uniform_rms,terminal,cross,0.004070123127524172,-0.01418975850697153,0.02527639860546715,20
interaction,shunt,uniform_rms,uniform_rms,terminal,within,0.3120751736356875,0.2935766219008545,0.33167798178296776,20
separable,current,broadcast,broadcast,proximal,cross,0.02220759733032332,-0.07242923482947394,0.13651688208761312,20
separable,current,broadcast,broadcast,proximal,within,0.6349682874470479,0.6095544345590674,0.6590554673316577,20
separable,current,broadcast,broadcast,readout,cross,0.030720811470696635,-0.13969844388501113,0.22665061230846503,20
separable,current,broadcast,broadcast,readout,within,1.0,1.0,1.0,20
separable,current,broadcast,broadcast,soma,cross,0.05064846058447865,-0.034091979972735297,0.1470481978099457,20
separable,current,broadcast,broadcast,soma,within,1.0,1.0,1.0,20
separable,current,broadcast,broadcast,terminal,cross,0.0049647696240357805,-0.0078240765965644,0.019750549414162127,20
separable,current,broadcast,broadcast,terminal,within,0.494834486781484,0.4772057499878081,0.5143198195117464,20
separable,current,broadcast,exact,proximal,cross,0.04428981833421128,-0.10902459508931073,0.22082295087579995,20
separable,current,broadcast,exact,proximal,within,1.0,1.0,1.0,20
separable,current,broadcast,exact,readout,cross,0.030720811470696635,-0.1360473764303344,0.22733496693339678,20
separable,current,broadcast,exact,readout,within,1.0,1.0,1.0,20
separable,current,broadcast,exact,soma,cross,0.05064846058447865,-0.03450699152862778,0.14948596088555663,20
separable,current,broadcast,exact,soma,within,1.0,1.0,1.0,20
separable,current,broadcast,exact,terminal,cross,0.005171434220068018,-0.01291947249115696,0.02597847928070889,20
separable,current,broadcast,exact,terminal,within,1.0,0.9999999999999998,1.0,20
separable,current,broadcast,resistance,proximal,cross,0.02220759733032332,-0.07202637970693593,0.1345095902859618,20
separable,current,broadcast,resistance,proximal,within,0.6349682874470479,0.6092143794124107,0.659356621219414,20
separable,current,broadcast,resistance,readout,cross,0.030720811470696635,-0.13552303409464675,0.22824673575597815,20
separable,current,broadcast,resistance,readout,within,1.0,1.0,1.0,20
separable,current,broadcast,resistance,soma,cross,0.05064846058447865,-0.03435967707324996,0.1483344516185728,20
separable,current,broadcast,resistance,soma,within,1.0,1.0,1.0,20
separable,current,broadcast,resistance,terminal,cross,0.0049054833847141386,-0.0075541151921055955,0.019101188095418845,20
separable,current,broadcast,resistance,terminal,within,0.5326961040312441,0.5173622619434745,0.5494288945110806,20
separable,current,broadcast,swapped,proximal,cross,0.02220759733032332,-0.07156882756476761,0.13582717239997202,20
separable,current,broadcast,swapped,proximal,within,0.6349682874470479,0.6092766718840674,0.6592277621117872,20
separable,current,broadcast,swapped,readout,cross,0.030720811470696635,-0.13417255597732006,0.22475048551196275,20
separable,current,broadcast,swapped,readout,within,1.0,1.0,1.0,20
separable,current,broadcast,swapped,soma,cross,0.05064846058447865,-0.0342637477696777,0.1467051699565943,20
separable,current,broadcast,swapped,soma,within,1.0,1.0,1.0,20
separable,current,broadcast,swapped,terminal,cross,0.004976437178488566,-0.006481605223650231,0.018666531526219134,20
separable,current,broadcast,swapped,terminal,within,0.42021653132925685,0.3897744466627086,0.44890506910437505,20
separable,current,broadcast,uniform_rms,proximal,cross,0.02220759733032332,-0.07266514564739268,0.13590183560784885,20
separable,current,broadcast,uniform_rms,proximal,within,0.6349682874470479,0.6096225045396978,0.6598636183469159,20
separable,current,broadcast,uniform_rms,readout,cross,0.030720811470696635,-0.1337399438024799,0.2284639225007847,20
separable,current,broadcast,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,current,broadcast,uniform_rms,soma,cross,0.05064846058447865,-0.03470118978425539,0.14878063741887362,20
separable,current,broadcast,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,current,broadcast,uniform_rms,terminal,cross,0.005124406266693511,-0.00778589694152216,0.019926556864885838,20
separable,current,broadcast,uniform_rms,terminal,within,0.48821014986657224,0.47002260089483594,0.5076537183124692,20
separable,current,exact,broadcast,proximal,cross,0.2023268868558909,0.08213551816827595,0.3221754398989468,20
separable,current,exact,broadcast,proximal,within,0.5875720804954471,0.564844271608175,0.6078394049421926,20
separable,current,exact,broadcast,readout,cross,0.3938954075471058,0.14902666651572305,0.6355112542098948,20
separable,current,exact,broadcast,readout,within,1.0,1.0,1.0,20
separable,current,exact,broadcast,soma,cross,0.1621758415255088,0.05821020749603099,0.2772089834694744,20
separable,current,exact,broadcast,soma,within,1.0,1.0,1.0,20
separable,current,exact,broadcast,terminal,cross,0.014795599043290836,0.005503247616426621,0.024212547331673367,20
separable,current,exact,broadcast,terminal,within,0.3839742521354049,0.3606681957662598,0.40722373840374665,20
separable,current,exact,exact,proximal,cross,0.3639864564932178,0.15483408686571123,0.5679190797510798,20
separable,current,exact,exact,proximal,within,1.0,1.0,1.0,20
separable,current,exact,exact,readout,cross,0.3938954075471058,0.14641067578635183,0.6363331902750222,20
separable,current,exact,exact,readout,within,1.0,1.0,1.0,20
separable,current,exact,exact,soma,cross,0.1621758415255088,0.05925646305574086,0.27999078783898257,20
separable,current,exact,exact,soma,within,1.0,1.0,1.0,20
separable,current,exact,exact,terminal,cross,0.020549472605946643,0.006764859192257154,0.03465452360852234,20
separable,current,exact,exact,terminal,within,1.0,0.9999999999999998,1.0,20
separable,current,exact,resistance,proximal,cross,0.2023268868558909,0.08265383852844628,0.3201697483124459,20
separable,current,exact,resistance,proximal,within,0.5875720804954471,0.564529587210816,0.6078495339874842,20
separable,current,exact,resistance,readout,cross,0.3938954075471058,0.1509589436272362,0.6370838881342286,20
separable,current,exact,resistance,readout,within,1.0,1.0,1.0,20
separable,current,exact,resistance,soma,cross,0.1621758415255088,0.0597279177615161,0.27905572157887865,20
separable,current,exact,resistance,soma,within,1.0,1.0,1.0,20
separable,current,exact,resistance,terminal,cross,0.014628916523466175,0.005221582967299143,0.024264940792771958,20
separable,current,exact,resistance,terminal,within,0.46465362300377394,0.4439566605649437,0.48377684581593694,20
separable,current,exact,swapped,proximal,cross,0.2023268868558909,0.08252577600112711,0.3193378020424594,20
separable,current,exact,swapped,proximal,within,0.5875720804954471,0.5647919771850404,0.6083894625036962,20
separable,current,exact,swapped,readout,cross,0.3938954075471058,0.14467664048260342,0.6380593178994985,20
separable,current,exact,swapped,readout,within,1.0,1.0,1.0,20
separable,current,exact,swapped,soma,cross,0.1621758415255088,0.05797913882602735,0.2738285499769157,20
separable,current,exact,swapped,soma,within,1.0,1.0,1.0,20
separable,current,exact,swapped,terminal,cross,0.013469571941743827,0.005163712337966624,0.02202296611951244,20
separable,current,exact,swapped,terminal,within,0.2912941343802514,0.2563305840936079,0.32403335208221,20
separable,current,exact,uniform_rms,proximal,cross,0.2023268868558909,0.08300617497140415,0.3203174788329066,20
separable,current,exact,uniform_rms,proximal,within,0.5875720804954471,0.5646625401508588,0.6075807421121517,20
separable,current,exact,uniform_rms,readout,cross,0.3938954075471058,0.14704647661985407,0.6344682566868113,20
separable,current,exact,uniform_rms,readout,within,1.0,1.0,1.0,20
separable,current,exact,uniform_rms,soma,cross,0.1621758415255088,0.05884454141920714,0.2739812064753869,20
separable,current,exact,uniform_rms,soma,within,1.0,1.0,1.0,20
separable,current,exact,uniform_rms,terminal,cross,0.014896705954217123,0.005636595254011472,0.024478691487611337,20
separable,current,exact,uniform_rms,terminal,within,0.3790145510571178,0.3509964801898525,0.40603240880527186,20
separable,current,resistance,broadcast,proximal,cross,0.1492906088433886,0.024700484699857556,0.2812539162150101,20
separable,current,resistance,broadcast,proximal,within,0.6644734028873021,0.6341966171798449,0.6957970017965124,20
separable,current,resistance,broadcast,readout,cross,0.2247887213577589,-0.005879691639856409,0.460513826907387,20
separable,current,resistance,broadcast,readout,within,1.0,1.0,1.0,20
separable,current,resistance,broadcast,soma,cross,0.14178072752638998,0.028307211303219695,0.2697758085302202,20
separable,current,resistance,broadcast,soma,within,1.0,1.0,1.0,20
separable,current,resistance,broadcast,terminal,cross,0.006028099879192615,-0.0003949750833825298,0.012963217639512291,20
separable,current,resistance,broadcast,terminal,within,0.5057563917342797,0.47655920110885963,0.5321155609102581,20
separable,current,resistance,exact,proximal,cross,0.2171633848999004,0.0333078756547186,0.417997778683103,20
separable,current,resistance,exact,proximal,within,1.0,1.0,1.0,20
separable,current,resistance,exact,readout,cross,0.2247887213577589,-0.002251651457276527,0.45814966185360695,20
separable,current,resistance,exact,readout,within,1.0,1.0,1.0,20
separable,current,resistance,exact,soma,cross,0.14178072752638998,0.0298259555252815,0.2687364350838129,20
separable,current,resistance,exact,soma,within,1.0,1.0,1.0,20
separable,current,resistance,exact,terminal,cross,0.006974328834715902,-0.0017400425511082517,0.016302145321837144,20
