panel,record,budget_k,context,group_size,raw_coefficient_sum,normalized_coefficient_sum,normalization,architecture,feedback_family,n_seeds,mean_heldout_accuracy,ci95_low_heldout_accuracy,ci95_high_heldout_accuracy,mean_heldout_loss,ci95_low_heldout_loss,ci95_high_heldout_loss,mean_retained_context_forgetting,ci95_low_retained_context_forgetting,ci95_high_retained_context_forgetting,mean_initial_gradient_capture,ci95_low_initial_gradient_capture,ci95_high_initial_gradient_capture,mean_initial_gradient_cosine,ci95_low_initial_gradient_cosine,ci95_high_initial_gradient_cosine,mean_norm_matched_one_step_progress,ci95_low_norm_matched_one_step_progress,ci95_high_norm_matched_one_step_progress,readout,calibration_samples,cue_noise_sd,cue_delay_trials,mean_pp,ci95_low_pp,ci95_high_pp,analysis_status,seed,accuracy_difference_pp,control,n_pairs,mean_difference_pp,positive_seeds,tied_seeds,p_two_sided_wilcoxon,p_exact_two_sided_mean_signflip,p_holm_four_budgets,p_holm_four_individual_controls_at_k4,p_exact_mean_signflip_holm_four_budgets,p_exact_mean_signflip_holm_four_individual_controls_at_k4,comparator_families
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.0,3.7109375,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.0,0.78125,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.0,0.5859375,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.0,-0.830078125,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,0.146484375,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.0,3.759765625,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.0,1.611328125,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.0,3.02734375,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.0,-0.9765625,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.0,1.07421875,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.0,1.7578125,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.0,1.3671875,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
E,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.0,2.001953125,best_matched_nonanatomical_oracle,,,,,,,,,,,within_neuron_route_derangement;depth_interleaved_bins;random_sparse_matched;random_rank_k
F,mean_contrast,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1865234375,8.02978515625,,,,depth_interleaved_bins,20.0,7.11181640625,20.0,0.0,1.90734863281e-06,1.90734863281e-06,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,7.62939453125e-06,
F,mean_contrast,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0009765625,3.90869140625,,,,random_rank_k,20.0,2.314453125,15.0,0.0,0.00338014329755,0.00145530700684,0.0101404298927,0.00338014329755,0.00436592102051,0.00145530700684,
F,mean_contrast,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.890625,4.74127197266,,,,random_sparse_matched,20.0,3.76708984375,20.0,0.0,8.83238586308e-05,1.90734863281e-06,0.000353295434523,0.000176647717262,7.62939453125e-06,7.62939453125e-06,
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,6.93359375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201.0,6.298828125,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202.0,9.228515625,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203.0,4.736328125,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.0,8.349609375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.0,9.912109375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.0,5.126953125,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.0,7.177734375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.0,10.15625,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.0,6.0546875,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.0,4.345703125,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,7.71484375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.0,4.6875,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.0,5.810546875,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.0,6.201171875,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.0,2.734375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.0,8.447265625,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.0,8.59375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.0,9.27734375,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.0,10.44921875,depth_interleaved_bins,,,,,,,,,,,depth_interleaved_bins
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,3.076171875,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201.0,5.56640625,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202.0,4.98046875,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203.0,3.90625,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.0,4.1015625,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.0,9.912109375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.0,4.1015625,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.0,3.7109375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.0,0.78125,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.0,4.58984375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.0,0.5859375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,3.3203125,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.0,4.8828125,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.0,1.904296875,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.0,3.02734375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.0,1.220703125,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.0,3.7109375,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.0,6.591796875,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.0,1.3671875,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.0,4.00390625,random_sparse_matched,,,,,,,,,,,random_sparse_matched
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200.0,-1.318359375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4201.0,-0.537109375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202.0,3.369140625,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4203.0,0.732421875,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4204.0,3.41796875,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.0,-0.146484375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206.0,1.806640625,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4207.0,6.73828125,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4208.0,3.173828125,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4209.0,0.5859375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4210.0,-0.830078125,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4211.0,0.146484375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4212.0,3.759765625,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4213.0,1.611328125,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214.0,6.787109375,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4215.0,-0.9765625,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4216.0,1.07421875,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4217.0,1.7578125,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4218.0,13.134765625,random_rank_k,,,,,,,,,,,random_rank_k
F,paired_seed,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4219.0,2.001953125,random_rank_k,,,,,,,,,,,random_rank_k
