seed,variant,forward,rule,rate,step,validation_nmse
2026092200,interaction,shunt,exact,0.03,1536,0.010979320085053595
2026092200,interaction,shunt,exact,0.03,1664,0.008783977922146023
2026092200,interaction,shunt,exact,0.03,1792,0.005252069826843481
2026092200,interaction,shunt,exact,0.03,1920,0.003180396374802034
2026092200,interaction,shunt,exact,0.03,2048,0.0020272373333293857
2026092200,interaction,shunt,exact,0.03,2176,0.0011540537768965583
2026092200,interaction,shunt,exact,0.03,2304,0.00046442625570390183
2026092200,interaction,shunt,exact,0.03,2432,0.00023378138122587546
2026092200,interaction,shunt,exact,0.03,2560,0.00011478683604796757
2026092200,interaction,shunt,exact,0.03,2688,0.00013091769923118877
2026092200,interaction,shunt,exact,0.03,2816,7.966031473897871e-05
2026092200,interaction,shunt,exact,0.03,2944,7.702769844588069e-05
2026092200,interaction,shunt,exact,0.03,3072,6.785316852343359e-05
2026092200,interaction,shunt,exact,0.03,3200,0.00010223539027888271
2026092200,interaction,shunt,exact,0.03,3328,5.0540476021164076e-05
2026092200,interaction,shunt,exact,0.03,3456,3.9371641592161946e-05
2026092200,interaction,shunt,exact,0.03,3584,0.00016875377224477063
2026092200,interaction,shunt,exact,0.03,3712,6.176537465519817e-05
2026092200,interaction,shunt,exact,0.03,3840,0.0004474199481326079
2026092200,interaction,shunt,exact,0.03,3968,0.0001896926542923219
2026092200,interaction,shunt,exact,0.03,4096,0.00010298537767749608
2026092200,interaction,shunt,resistance,0.03,0,2.394220272084955
2026092200,interaction,shunt,resistance,0.03,128,0.09839539919847136
2026092200,interaction,shunt,resistance,0.03,256,0.0664995429641757
2026092200,interaction,shunt,resistance,0.03,384,0.06150416248372396
2026092200,interaction,shunt,resistance,0.03,512,0.057037321452320135
2026092200,interaction,shunt,resistance,0.03,640,0.05403322754799061
2026092200,interaction,shunt,resistance,0.03,768,0.05335824709458779
2026092200,interaction,shunt,resistance,0.03,896,0.0557603737957286
2026092200,interaction,shunt,resistance,0.03,1024,0.05039973378304385
2026092200,interaction,shunt,resistance,0.03,1152,0.051570672202027656
2026092200,interaction,shunt,resistance,0.03,1280,0.05030887945448137
2026092200,interaction,shunt,resistance,0.03,1408,0.052176455315770594
2026092200,interaction,shunt,resistance,0.03,1536,0.05169470346134321
2026092200,interaction,shunt,resistance,0.03,1664,0.05404861995190845
2026092200,interaction,shunt,resistance,0.03,1792,0.0527205949159841
2026092200,interaction,shunt,resistance,0.03,1920,0.057903762696097365
2026092200,interaction,shunt,resistance,0.03,2048,0.06060161633729584
2026092200,interaction,shunt,resistance,0.03,2176,0.06101745102342688
2026092200,interaction,shunt,resistance,0.03,2304,0.06596252915532959
2026092200,interaction,shunt,resistance,0.03,2432,0.05697250027104147
2026092200,interaction,shunt,resistance,0.03,2560,0.05801309927656607
2026092200,interaction,shunt,resistance,0.03,2688,0.06482710075041916
2026092200,interaction,shunt,resistance,0.03,2816,0.060918961759954454
2026092200,interaction,shunt,resistance,0.03,2944,0.05912111145241581
2026092200,interaction,shunt,resistance,0.03,3072,0.057850030446977146
2026092200,interaction,shunt,resistance,0.03,3200,0.059262127656391314
2026092200,interaction,shunt,resistance,0.03,3328,0.05952719099447974
2026092200,interaction,shunt,resistance,0.03,3456,0.058783361668280625
2026092200,interaction,shunt,resistance,0.03,3584,0.06443608752757242
2026092200,interaction,shunt,resistance,0.03,3712,0.06280339610615655
2026092200,interaction,shunt,resistance,0.03,3840,0.06231934339342842
2026092200,interaction,shunt,resistance,0.03,3968,0.06028836389979187
2026092200,interaction,shunt,resistance,0.03,4096,0.061809872225381854
2026092200,interaction,shunt,swapped,0.03,0,2.394220272084955
2026092200,interaction,shunt,swapped,0.03,128,0.3390499843596145
2026092200,interaction,shunt,swapped,0.03,256,0.24709613216093312
2026092200,interaction,shunt,swapped,0.03,384,0.1759682979244908
2026092200,interaction,shunt,swapped,0.03,512,0.13728311189914494
2026092200,interaction,shunt,swapped,0.03,640,0.09752359754140306
2026092200,interaction,shunt,swapped,0.03,768,0.07219402460877429
2026092200,interaction,shunt,swapped,0.03,896,0.07243838709984234
2026092200,interaction,shunt,swapped,0.03,1024,0.06805582458498621
2026092200,interaction,shunt,swapped,0.03,1152,0.06909407376473156
2026092200,interaction,shunt,swapped,0.03,1280,0.06915321250076316
2026092200,interaction,shunt,swapped,0.03,1408,0.06890134329178071
2026092200,interaction,shunt,swapped,0.03,1536,0.0724161481522401
2026092200,interaction,shunt,swapped,0.03,1664,0.0760962109084564
2026092200,interaction,shunt,swapped,0.03,1792,0.0668463727803814
2026092200,interaction,shunt,swapped,0.03,1920,0.0646526870261879
2026092200,interaction,shunt,swapped,0.03,2048,0.06667287528976919
2026092200,interaction,shunt,swapped,0.03,2176,0.0801392905548141
2026092200,interaction,shunt,swapped,0.03,2304,0.08528035008919235
2026092200,interaction,shunt,swapped,0.03,2432,0.06559077048957566
2026092200,interaction,shunt,swapped,0.03,2560,0.0707320689714492
2026092200,interaction,shunt,swapped,0.03,2688,0.07268672932299071
2026092200,interaction,shunt,swapped,0.03,2816,0.06614424792474198
2026092200,interaction,shunt,swapped,0.03,2944,0.06629365473621765
2026092200,interaction,shunt,swapped,0.03,3072,0.0713246955954333
2026092200,interaction,shunt,swapped,0.03,3200,0.06437156445962017
2026092200,interaction,shunt,swapped,0.03,3328,0.06351847478335061
2026092200,interaction,shunt,swapped,0.03,3456,0.06935907742519686
2026092200,interaction,shunt,swapped,0.03,3584,0.06543751814135314
2026092200,interaction,shunt,swapped,0.03,3712,0.06902085724764932
2026092200,interaction,shunt,swapped,0.03,3840,0.06173862932203165
2026092200,interaction,shunt,swapped,0.03,3968,0.0633768603674399
2026092200,interaction,shunt,swapped,0.03,4096,0.06084017089496772
2026092200,interaction,shunt,uniform_rms,0.1,0,2.394220272084955
2026092200,interaction,shunt,uniform_rms,0.1,128,0.09508454628696339
2026092200,interaction,shunt,uniform_rms,0.1,256,0.0692905011898895
2026092200,interaction,shunt,uniform_rms,0.1,384,0.07044004362228151
2026092200,interaction,shunt,uniform_rms,0.1,512,0.06363377461165527
2026092200,interaction,shunt,uniform_rms,0.1,640,0.06533271920221576
2026092200,interaction,shunt,uniform_rms,0.1,768,0.061841780982917455
2026092200,interaction,shunt,uniform_rms,0.1,896,0.06495072633807474
2026092200,interaction,shunt,uniform_rms,0.1,1024,0.06272387207639185
2026092200,interaction,shunt,uniform_rms,0.1,1152,0.06984386151836021
2026092200,interaction,shunt,uniform_rms,0.1,1280,0.06130596279651409
2026092200,interaction,shunt,uniform_rms,0.1,1408,0.0642685054555568
2026092200,interaction,shunt,uniform_rms,0.1,1536,0.06430929755391564
2026092200,interaction,shunt,uniform_rms,0.1,1664,0.06765921436495208
2026092200,interaction,shunt,uniform_rms,0.1,1792,0.05858454645477449
2026092200,interaction,shunt,uniform_rms,0.1,1920,0.06348313814609484
2026092200,interaction,shunt,uniform_rms,0.1,2048,0.06653611715036795
2026092200,interaction,shunt,uniform_rms,0.1,2176,0.060831314293546754
2026092200,interaction,shunt,uniform_rms,0.1,2304,0.06852230319279788
2026092200,interaction,shunt,uniform_rms,0.1,2432,0.058211261184953976
2026092200,interaction,shunt,uniform_rms,0.1,2560,0.06436900023292662
2026092200,interaction,shunt,uniform_rms,0.1,2688,0.06278333547689666
2026092200,interaction,shunt,uniform_rms,0.1,2816,0.059640254418576885
2026092200,interaction,shunt,uniform_rms,0.1,2944,0.06535037418037123
2026092200,interaction,shunt,uniform_rms,0.1,3072,0.06435937874098663
2026092200,interaction,shunt,uniform_rms,0.1,3200,0.06142809309345491
2026092200,interaction,shunt,uniform_rms,0.1,3328,0.06780844574583286
2026092200,interaction,shunt,uniform_rms,0.1,3456,0.06509163534642683
2026092200,interaction,shunt,uniform_rms,0.1,3584,0.06936450485310984
2026092200,interaction,shunt,uniform_rms,0.1,3712,0.07400313812847205
2026092200,interaction,shunt,uniform_rms,0.1,3840,0.06270158136853926
2026092200,interaction,shunt,uniform_rms,0.1,3968,0.05561088908931658
2026092200,interaction,shunt,uniform_rms,0.1,4096,0.06048663426737146
2026092200,separable,current,broadcast,0.1,0,1.7306996687358978
2026092200,separable,current,broadcast,0.1,128,0.641643955409042
2026092200,separable,current,broadcast,0.1,256,0.009298382812023404
2026092200,separable,current,broadcast,0.1,384,0.0043247593022323364
2026092200,separable,current,broadcast,0.1,512,0.005847976533042152
2026092200,separable,current,broadcast,0.1,640,0.011588211099953095
2026092200,separable,current,broadcast,0.1,768,0.002490001841394055
2026092200,separable,current,broadcast,0.1,896,0.001269186083321218
2026092200,separable,current,broadcast,0.1,1024,0.007763566520043217
2026092200,separable,current,broadcast,0.1,1152,0.001913936169048633
2026092200,separable,current,broadcast,0.1,1280,0.0007772634850889049
2026092200,separable,current,broadcast,0.1,1408,0.0015449108287669084
2026092200,separable,current,broadcast,0.1,1536,0.0005203753245196076
2026092200,separable,current,broadcast,0.1,1664,0.0007867144286748995
2026092200,separable,current,broadcast,0.1,1792,0.009974573811165567
2026092200,separable,current,broadcast,0.1,1920,0.0015188659651863068
2026092200,separable,current,broadcast,0.1,2048,0.0007920322736976317
2026092200,separable,current,broadcast,0.1,2176,0.0032293157402260328
2026092200,separable,current,broadcast,0.1,2304,0.0006521618337304356
2026092200,separable,current,broadcast,0.1,2432,0.00042604837902138844
2026092200,separable,current,broadcast,0.1,2560,0.0005073098910433368
2026092200,separable,current,broadcast,0.1,2688,0.00038404953748080804
2026092200,separable,current,broadcast,0.1,2816,0.00027944795082923647
2026092200,separable,current,broadcast,0.1,2944,0.0004844579149284482
2026092200,separable,current,broadcast,0.1,3072,0.0005173776714035066
2026092200,separable,current,broadcast,0.1,3200,0.00021990149069691216
2026092200,separable,current,broadcast,0.1,3328,0.0003796491275548234
2026092200,separable,current,broadcast,0.1,3456,0.0002592783501579366
2026092200,separable,current,broadcast,0.1,3584,0.004771547498183276
2026092200,separable,current,broadcast,0.1,3712,0.0007108947826306947
2026092200,separable,current,broadcast,0.1,3840,0.0020850842648843016
2026092200,separable,current,broadcast,0.1,3968,0.0020935180142101053
2026092200,separable,current,broadcast,0.1,4096,0.001807396467495851
2026092200,separable,current,exact,0.1,0,1.7306996687358978
2026092200,separable,current,exact,0.1,128,0.6830236608149863
2026092200,separable,current,exact,0.1,256,0.021525679178357168
2026092200,separable,current,exact,0.1,384,0.009548944212116417
2026092200,separable,current,exact,0.1,512,0.005118961801383272
2026092200,separable,current,exact,0.1,640,0.00843065528733731
2026092200,separable,current,exact,0.1,768,0.0023833262979587656
2026092200,separable,current,exact,0.1,896,0.002360926010882572
2026092200,separable,current,exact,0.1,1024,0.002772797078607349
2026092200,separable,current,exact,0.1,1152,0.0021847657595271356
2026092200,separable,current,exact,0.1,1280,0.005129443460986697
2026092200,separable,current,exact,0.1,1408,0.0031146706664260037
2026092200,separable,current,exact,0.1,1536,0.007508215571879054
2026092200,separable,current,exact,0.1,1664,0.003750395586528831
2026092200,separable,current,exact,0.1,1792,0.0014465610334718855
2026092200,separable,current,exact,0.1,1920,0.003995066028535735
2026092200,separable,current,exact,0.1,2048,0.0038986635650689284
2026092200,separable,current,exact,0.1,2176,0.0017241455861785233
2026092200,separable,current,exact,0.1,2304,0.0011063661035259971
2026092200,separable,current,exact,0.1,2432,0.0010849796227828817
2026092200,separable,current,exact,0.1,2560,0.0014905122029327744
2026092200,separable,current,exact,0.1,2688,0.002166141116981907
2026092200,separable,current,exact,0.1,2816,0.0009666275743537439
2026092200,separable,current,exact,0.1,2944,0.0011747989321158094
2026092200,separable,current,exact,0.1,3072,0.00143638868857047
2026092200,separable,current,exact,0.1,3200,0.0011120541182970687
2026092200,separable,current,exact,0.1,3328,0.001821791882547065
2026092200,separable,current,exact,0.1,3456,0.0010511179779064013
2026092200,separable,current,exact,0.1,3584,0.001570881830238669
2026092200,separable,current,exact,0.1,3712,0.001461633119089881
2026092200,separable,current,exact,0.1,3840,0.002590950393916502
2026092200,separable,current,exact,0.1,3968,0.002618505321837654
2026092200,separable,current,exact,0.1,4096,0.001542502999561158
2026092200,separable,current,resistance,0.1,0,1.7306996687358978
2026092200,separable,current,resistance,0.1,128,0.7355487864316423
2026092200,separable,current,resistance,0.1,256,0.026844144546204266
2026092200,separable,current,resistance,0.1,384,0.00229137317104597
2026092200,separable,current,resistance,0.1,512,0.001671925238924342
2026092200,separable,current,resistance,0.1,640,0.001201516405292467
2026092200,separable,current,resistance,0.1,768,0.002899749357622919
2026092200,separable,current,resistance,0.1,896,0.000638328272136701
2026092200,separable,current,resistance,0.1,1024,0.001675569223258943
2026092200,separable,current,resistance,0.1,1152,0.0014793520847031481
2026092200,separable,current,resistance,0.1,1280,0.0007262045984617351
2026092200,separable,current,resistance,0.1,1408,0.0013660148161701998
2026092200,separable,current,resistance,0.1,1536,0.0002301635629162404
2026092200,separable,current,resistance,0.1,1664,0.0005383293554218892
2026092200,separable,current,resistance,0.1,1792,0.0008162592589836809
2026092200,separable,current,resistance,0.1,1920,0.0005311245132920185
2026092200,separable,current,resistance,0.1,2048,0.0012544903579367818
2026092200,separable,current,resistance,0.1,2176,0.0011698567703580277
2026092200,separable,current,resistance,0.1,2304,0.0013921860728997736
2026092200,separable,current,resistance,0.1,2432,0.0019415249727657174
2026092200,separable,current,resistance,0.1,2560,0.000481218576379725
2026092200,separable,current,resistance,0.1,2688,0.0024403708332792207
2026092200,separable,current,resistance,0.1,2816,0.00032780894351551763
2026092200,separable,current,resistance,0.1,2944,0.00011315589166046468
2026092200,separable,current,resistance,0.1,3072,0.002951385308275801
2026092200,separable,current,resistance,0.1,3200,0.000543378365396541
2026092200,separable,current,resistance,0.1,3328,0.0004231511072896262
2026092200,separable,current,resistance,0.1,3456,0.0002324370315759936
2026092200,separable,current,resistance,0.1,3584,0.0035089763091568113
2026092200,separable,current,resistance,0.1,3712,0.001369604874576468
2026092200,separable,current,resistance,0.1,3840,0.0040378071776679325
2026092200,separable,current,resistance,0.1,3968,0.002263973122319944
2026092200,separable,current,resistance,0.1,4096,0.000570276813132625
2026092200,separable,current,swapped,0.1,0,1.7306996687358978
2026092200,separable,current,swapped,0.1,128,0.6425389679630408
2026092200,separable,current,swapped,0.1,256,0.018979275344125288
2026092200,separable,current,swapped,0.1,384,0.006876792468727703
2026092200,separable,current,swapped,0.1,512,0.00611987626488331
2026092200,separable,current,swapped,0.1,640,0.00348700586140457
2026092200,separable,current,swapped,0.1,768,0.0037150412155963408
2026092200,separable,current,swapped,0.1,896,0.0038526610639677827
2026092200,separable,current,swapped,0.1,1024,0.003693570021927734
2026092200,separable,current,swapped,0.1,1152,0.007796242289654454
2026092200,separable,current,swapped,0.1,1280,0.0027536801267252706
2026092200,separable,current,swapped,0.1,1408,0.003328264163188817
2026092200,separable,current,swapped,0.1,1536,0.0051109982850842395
2026092200,separable,current,swapped,0.1,1664,0.0052974463729985755
2026092200,separable,current,swapped,0.1,1792,0.0020311403619311438
2026092200,separable,current,swapped,0.1,1920,0.0017302380043006
2026092200,separable,current,swapped,0.1,2048,0.002416629123703372
2026092200,separable,current,swapped,0.1,2176,0.005087501649545783
2026092200,separable,current,swapped,0.1,2304,0.002379530096111988
2026092200,separable,current,swapped,0.1,2432,0.006285566819926604
2026092200,separable,current,swapped,0.1,2560,0.002502941147721771
2026092200,separable,current,swapped,0.1,2688,0.002176920181039074
2026092200,separable,current,swapped,0.1,2816,0.004939887032199689
2026092200,separable,current,swapped,0.1,2944,0.003329758536700245
2026092200,separable,current,swapped,0.1,3072,0.00511239244347823
2026092200,separable,current,swapped,0.1,3200,0.0011187073146870234
2026092200,separable,current,swapped,0.1,3328,0.005239126564545344
2026092200,separable,current,swapped,0.1,3456,0.006217972754459676
2026092200,separable,current,swapped,0.1,3584,0.006368758180132292
2026092200,separable,current,swapped,0.1,3712,0.0011037829760874895
2026092200,separable,current,swapped,0.1,3840,0.0025196086186492937
2026092200,separable,current,swapped,0.1,3968,0.0013179365442411851
2026092200,separable,current,swapped,0.1,4096,0.0010594510296697242
2026092200,separable,current,uniform_rms,0.1,0,1.7306996687358978
2026092200,separable,current,uniform_rms,0.1,128,0.6219333935922882
2026092200,separable,current,uniform_rms,0.1,256,0.00637142275858021
2026092200,separable,current,uniform_rms,0.1,384,0.0031641250978107706
2026092200,separable,current,uniform_rms,0.1,512,0.0039164510488292345
2026092200,separable,current,uniform_rms,0.1,640,0.009636924130540347
2026092200,separable,current,uniform_rms,0.1,768,0.0015239724932267179
2026092200,separable,current,uniform_rms,0.1,896,0.0013430780677305548
2026092200,separable,current,uniform_rms,0.1,1024,0.009896669223401653
2026092200,separable,current,uniform_rms,0.1,1152,0.0012098057783081183
2026092200,separable,current,uniform_rms,0.1,1280,0.00108581073674668
2026092200,separable,current,uniform_rms,0.1,1408,0.0008182852307872865
2026092200,separable,current,uniform_rms,0.1,1536,0.0004184824099984403
2026092200,separable,current,uniform_rms,0.1,1664,0.0009085770921975765
2026092200,separable,current,uniform_rms,0.1,1792,0.007112388663000727
2026092200,separable,current,uniform_rms,0.1,1920,0.0010758026009564242
2026092200,separable,current,uniform_rms,0.1,2048,0.0028089754576413827
2026092200,separable,current,uniform_rms,0.1,2176,0.0014138912228116008
2026092200,separable,current,uniform_rms,0.1,2304,0.0004726887710256385
2026092200,separable,current,uniform_rms,0.1,2432,0.00039313970773851377
2026092200,separable,current,uniform_rms,0.1,2560,0.0014240475560177955
2026092200,separable,current,uniform_rms,0.1,2688,0.0002459491050566595
2026092200,separable,current,uniform_rms,0.1,2816,0.000249494249495342
2026092200,separable,current,uniform_rms,0.1,2944,0.0004058132887333663
2026092200,separable,current,uniform_rms,0.1,3072,0.0002219916931955254
2026092200,separable,current,uniform_rms,0.1,3200,0.0009060378060691812
2026092200,separable,current,uniform_rms,0.1,3328,0.0005514764897161915
2026092200,separable,current,uniform_rms,0.1,3456,0.0007944866723254135
2026092200,separable,current,uniform_rms,0.1,3584,0.0004402123570657607
2026092200,separable,current,uniform_rms,0.1,3712,0.019285167529911492
2026092200,separable,current,uniform_rms,0.1,3840,0.002934560995124487
2026092200,separable,current,uniform_rms,0.1,3968,0.0009397674599273511
2026092200,separable,current,uniform_rms,0.1,4096,0.0004004760446421702
2026092200,separable,shunt,broadcast,0.03,0,2.543879370333639
2026092200,separable,shunt,broadcast,0.03,128,0.08894971784574077
2026092200,separable,shunt,broadcast,0.03,256,0.025441956403864856
2026092200,separable,shunt,broadcast,0.03,384,0.004808869433422725
2026092200,separable,shunt,broadcast,0.03,512,0.0023089322253806296
2026092200,separable,shunt,broadcast,0.03,640,0.0017210087116724241
2026092200,separable,shunt,broadcast,0.03,768,0.001312308073543172
2026092200,separable,shunt,broadcast,0.03,896,0.0012034703811668666
2026092200,separable,shunt,broadcast,0.03,1024,0.0010365780960156327
2026092200,separable,shunt,broadcast,0.03,1152,0.0006787959795825077
2026092200,separable,shunt,broadcast,0.03,1280,0.0005433928967960606
2026092200,separable,shunt,broadcast,0.03,1408,0.0005535718842136125
2026092200,separable,shunt,broadcast,0.03,1536,0.0005629033232692189
2026092200,separable,shunt,broadcast,0.03,1664,0.000339259445346545
2026092200,separable,shunt,broadcast,0.03,1792,0.0004053101161322407
2026092200,separable,shunt,broadcast,0.03,1920,0.00025468391262891196
2026092200,separable,shunt,broadcast,0.03,2048,0.0002663005240975584
2026092200,separable,shunt,broadcast,0.03,2176,0.00027583245631323535
2026092200,separable,shunt,broadcast,0.03,2304,0.0002811092162679626
2026092200,separable,shunt,broadcast,0.03,2432,0.0005849487248968128
2026092200,separable,shunt,broadcast,0.03,2560,0.0002977166885337989
2026092200,separable,shunt,broadcast,0.03,2688,0.00017829132328099105
2026092200,separable,shunt,broadcast,0.03,2816,0.0002849155743178788
2026092200,separable,shunt,broadcast,0.03,2944,0.00022531172890788355
2026092200,separable,shunt,broadcast,0.03,3072,0.00026430111760900575
2026092200,separable,shunt,broadcast,0.03,3200,0.0001410749060723129
2026092200,separable,shunt,broadcast,0.03,3328,0.0006427008837515368
2026092200,separable,shunt,broadcast,0.03,3456,0.00010204710075978182
2026092200,separable,shunt,broadcast,0.03,3584,0.0008454468724604551
2026092200,separable,shunt,broadcast,0.03,3712,0.00010435398673452702
2026092200,separable,shunt,broadcast,0.03,3840,0.0006788296938970774
2026092200,separable,shunt,broadcast,0.03,3968,0.0001403870010776363
2026092200,separable,shunt,broadcast,0.03,4096,0.0005558140753487015
2026092200,separable,shunt,exact,0.1,0,2.543879370333639
2026092200,separable,shunt,exact,0.1,128,0.002985774589918847
2026092200,separable,shunt,exact,0.1,256,0.0012989219625115784
2026092200,separable,shunt,exact,0.1,384,0.0007891648156
2026092200,separable,shunt,exact,0.1,512,0.0005529528474009293
2026092200,separable,shunt,exact,0.1,640,0.00044711644240326003
2026092200,separable,shunt,exact,0.1,768,0.00048187045199426875
2026092200,separable,shunt,exact,0.1,896,0.00034133333445406723
2026092200,separable,shunt,exact,0.1,1024,0.0006302598625020152
2026092200,separable,shunt,exact,0.1,1152,0.00032447633436332216
2026092200,separable,shunt,exact,0.1,1280,0.0005853203297558424
2026092200,separable,shunt,exact,0.1,1408,0.00016264409631708892
2026092200,separable,shunt,exact,0.1,1536,0.0004510360840427355
2026092200,separable,shunt,exact,0.1,1664,0.0003658914059720303
2026092200,separable,shunt,exact,0.1,1792,0.00017798128774595918
2026092200,separable,shunt,exact,0.1,1920,0.00024723962882765136
2026092200,separable,shunt,exact,0.1,2048,0.0008319589715254596
2026092200,separable,shunt,exact,0.1,2176,0.000437994378860782
2026092200,separable,shunt,exact,0.1,2304,7.72598764795715e-05
2026092200,separable,shunt,exact,0.1,2432,0.0001863859215195031
2026092200,separable,shunt,exact,0.1,2560,0.00047309388416176117
2026092200,separable,shunt,exact,0.1,2688,0.000107342643976523
2026092200,separable,shunt,exact,0.1,2816,0.0007406907259746278
2026092200,separable,shunt,exact,0.1,2944,0.0002694938047440956
2026092200,separable,shunt,exact,0.1,3072,0.0001493151992497227
2026092200,separable,shunt,exact,0.1,3200,0.0004227449865383872
2026092200,separable,shunt,exact,0.1,3328,0.00024221206824174077
2026092200,separable,shunt,exact,0.1,3456,0.00037182154673942743
2026092200,separable,shunt,exact,0.1,3584,0.0016291309985479582
2026092200,separable,shunt,exact,0.1,3712,0.00022350788963724128
2026092200,separable,shunt,exact,0.1,3840,0.0008946266818900841
2026092200,separable,shunt,exact,0.1,3968,0.00016671692261177162
2026092200,separable,shunt,exact,0.1,4096,0.0003490060427095359
2026092200,separable,shunt,resistance,0.1,0,2.543879370333639
2026092200,separable,shunt,resistance,0.1,128,0.004458553519800944
2026092200,separable,shunt,resistance,0.1,256,0.001678797089456581
2026092200,separable,shunt,resistance,0.1,384,0.0011147714709880345
2026092200,separable,shunt,resistance,0.1,512,0.0007231299546162525
2026092200,separable,shunt,resistance,0.1,640,0.0005484693164345732
2026092200,separable,shunt,resistance,0.1,768,0.0006264130619529655
2026092200,separable,shunt,resistance,0.1,896,0.000384034869326319
2026092200,separable,shunt,resistance,0.1,1024,0.00039334541497822986
2026092200,separable,shunt,resistance,0.1,1152,0.0003051063479576509
2026092200,separable,shunt,resistance,0.1,1280,0.00038303003435813843
2026092200,separable,shunt,resistance,0.1,1408,0.00021786677817987968
2026092200,separable,shunt,resistance,0.1,1536,0.0002076699939182025
2026092200,separable,shunt,resistance,0.1,1664,0.00029999961116715195
2026092200,separable,shunt,resistance,0.1,1792,0.00024041243351861363
2026092200,separable,shunt,resistance,0.1,1920,0.0003132007694965004
2026092200,separable,shunt,resistance,0.1,2048,0.00024598693182639275
2026092200,separable,shunt,resistance,0.1,2176,0.00038540649743522477
2026092200,separable,shunt,resistance,0.1,2304,0.0001722988012638569
2026092200,separable,shunt,resistance,0.1,2432,0.0004243174386214295
2026092200,separable,shunt,resistance,0.1,2560,0.0005256629251652157
2026092200,separable,shunt,resistance,0.1,2688,0.00021763934841738752
2026092200,separable,shunt,resistance,0.1,2816,0.0003490540070530756
2026092200,separable,shunt,resistance,0.1,2944,0.00045044339914934056
2026092200,separable,shunt,resistance,0.1,3072,0.00010429935522076762
2026092200,separable,shunt,resistance,0.1,3200,0.00020522574670722116
2026092200,separable,shunt,resistance,0.1,3328,0.00013756686148439176
2026092200,separable,shunt,resistance,0.1,3456,0.00015576617959301608
2026092200,separable,shunt,resistance,0.1,3584,0.0030096305160625617
2026092200,separable,shunt,resistance,0.1,3712,0.00020929136455684086
2026092200,separable,shunt,resistance,0.1,3840,0.0008766185168924945
2026092200,separable,shunt,resistance,0.1,3968,0.00019417519083576396
2026092200,separable,shunt,resistance,0.1,4096,0.0005461704608902225
2026092200,separable,shunt,swapped,0.03,0,2.543879370333639
2026092200,separable,shunt,swapped,0.03,128,0.2514619472011369
2026092200,separable,shunt,swapped,0.03,256,0.3966340221650514
