task_id,family,policy,candidate_id,shape,permutation_index,score_tie_count,nmse,regret,oracle_nmse,best_restart,best_nmse,best_restart_parameter_norm,minimum_norm_equivalent_restart,equivalent_nmse,minimum_equivalent_parameter_norm,n_equivalent_restarts
matching_003,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_004,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.345207879911715,0,0.5,2.345207879911715,4
matching_004,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_004,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.345207879911715,0,0.5,2.345207879911715,4
matching_004,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,7,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_004,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_004,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,4
matching_005,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_005,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_005,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_005,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,4,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_005,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_005,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.25,0.5,0,0.75,2.5,0,0.75,2.5,4
matching_006,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533173,3,0.25,2.5980762113533165,4
matching_006,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533173,3,0.25,2.5980762113533165,4
matching_006,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533173,3,0.25,2.5980762113533165,4
matching_006,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533173,3,0.25,2.5980762113533165,4
matching_006,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_006,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.5,0.25,0,0.75,2.5,0,0.75,2.5,4
matching_007,quadratic_matching,centered_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_007,quadratic_matching,centered_cut_sum,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_007,quadratic_matching,full_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_007,quadratic_matching,two_sweep_pilot,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_007,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_007,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_008,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,4,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_009,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_009,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_009,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_009,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_009,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_009,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_010,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,5,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,5,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,4,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.0,0.5,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_011,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,7,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796393,2,0.5,2.549509756796392,4
matching_011,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796393,2,0.5,2.549509756796392,4
matching_011,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796393,2,0.5,2.549509756796392,4
matching_011,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,4,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,4
matching_011,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796393,2,0.5,2.549509756796392,4
matching_011,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.5495097567963936,1,0.5,2.549509756796392,4
matching_012,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_012,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_012,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_012,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_012,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.7499999999999999,0.4999999999999999,0.25,2,0.7499999999999999,2.5,0,0.75,2.5,4
matching_012,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.5,0.25,0,0.75,2.5,0,0.75,2.5,4
matching_013,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,5,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_013,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,3,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_013,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,12,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_013,quadratic_matching,two_sweep_pilot,balanced_p3,balanced,3,2,0.5,1.1102230246251565e-16,0.4999999999999999,2,0.5,2.549509756796393,2,0.5,2.549509756796393,2
matching_013,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_013,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_014,quadratic_matching,centered_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_014,quadratic_matching,centered_cut_sum,mixed_p2,mixed,2,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_014,quadratic_matching,full_cut_bound,mixed_p2,mixed,2,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_014,quadratic_matching,two_sweep_pilot,mixed_p2,mixed,2,1,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_014,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_014,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_015,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,3,0.2499999999999999,0.0,0.2499999999999999,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,1,0.2499999999999999,0.0,0.2499999999999999,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,4,0.2499999999999999,0.0,0.2499999999999999,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,1,0.2499999999999999,0.0,0.2499999999999999,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.2499999999999999,0.0,0.2499999999999999,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.2500000000000001,0.2499999999999999,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_016,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,4,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,2,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,6,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,4,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_017,quadratic_matching,centered_cut_bound,balanced_p0,balanced,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,quadratic_matching,centered_cut_sum,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,quadratic_matching,full_cut_bound,balanced_p0,balanced,0,3,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,5,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_018,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,0.0,0.5,0,0.5,144.57259859048048,1,0.5,2.549509756796392,3
matching_018,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.5,0.0,0.5,0,0.5,144.57259859048048,1,0.5,2.549509756796392,3
matching_018,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,0.0,0.5,0,0.5,144.57259859048048,1,0.5,2.549509756796392,3
matching_018,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,3,0.5,0.0,0.5,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_018,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.0,0.5,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_018,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.25,0.5,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_019,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,107.30021254788912,1,0.5,2.5495097567963927,3
matching_019,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,3,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,107.30021254788912,1,0.5,2.5495097567963927,3
matching_019,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,107.30021254788912,1,0.5,2.5495097567963927,3
matching_019,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,7,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_019,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_019,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.4999999999999999,0.0,0.4999999999999999,1,0.4999999999999999,2.549509756796392,1,0.4999999999999999,2.549509756796392,3
matching_020,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.4999999999999999,0.0,0.4999999999999999,3,0.4999999999999999,3.889051160290215,2,0.5,2.549509756796392,4
matching_020,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_020,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.4999999999999999,0.0,0.4999999999999999,3,0.4999999999999999,3.889051160290215,2,0.5,2.549509756796392,4
matching_020,quadratic_matching,two_sweep_pilot,balanced_p0,balanced,0,4,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_020,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,1.1102230246251565e-16,0.4999999999999999,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_020,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.2500000000000001,0.4999999999999999,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_021,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,1,0.2499999999999999,0.0,0.2499999999999999,2,0.2499999999999999,2.5980762113533165,3,0.25,2.598076211353316,4
matching_021,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,1,0.2499999999999999,0.0,0.2499999999999999,2,0.2499999999999999,2.5980762113533165,3,0.25,2.598076211353316,4
matching_021,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,1,0.2499999999999999,0.0,0.2499999999999999,2,0.2499999999999999,2.5980762113533165,3,0.25,2.598076211353316,4
matching_021,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,1,0.2499999999999999,0.0,0.2499999999999999,2,0.2499999999999999,2.5980762113533165,3,0.25,2.598076211353316,4
matching_021,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.2500000000000001,0.2499999999999999,0,0.5,2.5495097567963927,2,0.5,2.3452079564040416,3
matching_021,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.5000000000000001,0.2499999999999999,0,0.75,2.5,0,0.75,2.5,4
matching_022,quadratic_matching,centered_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_022,quadratic_matching,centered_cut_sum,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_022,quadratic_matching,full_cut_bound,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_022,quadratic_matching,two_sweep_pilot,mixed_p3,mixed,3,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_022,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_022,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,1,0.5,2.5495097567963927,1,0.5,2.5495097567963927,2
matching_023,quadratic_matching,centered_cut_bound,balanced_p1,balanced,1,2,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,quadratic_matching,centered_cut_sum,balanced_p1,balanced,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,quadratic_matching,full_cut_bound,balanced_p1,balanced,1,3,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,quadratic_matching,two_sweep_pilot,balanced_p1,balanced,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_023,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.75,0.5,0.25,0,0.75,2.5,0,0.75,2.5,4
matching_024,quadratic_matching,centered_cut_bound,mixed_p0,mixed,0,2,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,quadratic_matching,centered_cut_sum,mixed_p0,mixed,0,2,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,quadratic_matching,full_cut_bound,mixed_p0,mixed,0,2,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,quadratic_matching,two_sweep_pilot,mixed_p0,mixed,0,2,0.25,0.0,0.25,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_024,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,1,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_024,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,0,0.5,2.345207879911716,0,0.5,2.345207879911716,4
matching_025,quadratic_matching,centered_cut_bound,mixed_p1,mixed,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_025,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_025,quadratic_matching,full_cut_bound,mixed_p1,mixed,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_025,quadratic_matching,two_sweep_pilot,mixed_p1,mixed,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_025,quadratic_matching,fixed_balanced_p0,balanced_p0,balanced,0,1,0.5,0.25,0.25,2,0.5,2.549509756796392,2,0.5,2.549509756796392,2
matching_025,quadratic_matching,best_fixed_in_hindsight,balanced_p2,balanced,2,1,0.5,0.25,0.25,0,0.5,2.549509756796392,1,0.5,2.3452078799117144,4
matching_026,quadratic_matching,centered_cut_bound,mixed_p1,mixed,1,2,0.25,0.0,0.25,0,0.25,2.5980762113533165,0,0.25,2.5980762113533165,4
matching_026,quadratic_matching,centered_cut_sum,mixed_p1,mixed,1,1,0.25,0.0,0.25,0,0.25,2.5980762113533165,0,0.25,2.5980762113533165,4
