task_id,candidate_id,family,best_restart,best_nmse,best_restart_parameter_norm,minimum_norm_equivalent_restart,equivalent_nmse,minimum_equivalent_parameter_norm,n_equivalent_restarts
matching_002,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_002,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_002,comb_p1,quadratic_matching,0,0.75,2.7885322332460443,2,0.75,2.0615528128088303,4
matching_002,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_002,comb_p3,quadratic_matching,0,0.75,2.5,2,0.75,2.2912878474779204,4
matching_002,mixed_p0,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.347914137036478,4
matching_002,mixed_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_002,mixed_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_002,mixed_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_003,balanced_p0,quadratic_matching,0,0.5,2.431155345294767,0,0.5,2.431155345294767,4
matching_003,balanced_p1,quadratic_matching,3,0.5,2.549509756796393,3,0.5,2.549509756796393,1
matching_003,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_003,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_003,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_003,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,3
matching_003,comb_p2,quadratic_matching,0,0.75,2.06155281280883,0,0.75,2.06155281280883,4
matching_003,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_003,mixed_p0,quadratic_matching,2,0.4999999999999999,2.549509756796392,2,0.4999999999999999,2.549509756796392,3
matching_003,mixed_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_003,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_003,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_004,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_004,balanced_p1,quadratic_matching,0,0.5,2.549509756796393,3,0.5,2.5495097567963927,4
matching_004,balanced_p2,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,4
matching_004,balanced_p3,quadratic_matching,0,0.5,2.549509756796393,0,0.5,2.549509756796393,4
matching_004,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_004,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_004,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_004,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_004,mixed_p0,quadratic_matching,0,0.5,2.345207879911715,0,0.5,2.345207879911715,4
matching_004,mixed_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_004,mixed_p2,quadratic_matching,0,0.75,2.5000000000000004,3,0.75,2.4999999999999023,4
matching_004,mixed_p3,quadratic_matching,3,0.4999999999999999,2.549509756796392,3,0.4999999999999999,2.549509756796392,4
matching_005,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_005,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_005,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_005,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_005,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_005,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_005,comb_p2,quadratic_matching,0,0.75,2.0615528128088307,0,0.75,2.0615528128088307,4
matching_005,comb_p3,quadratic_matching,0,0.75,2.504661464556844,2,0.75,2.5,4
matching_005,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_005,mixed_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_005,mixed_p2,quadratic_matching,0,0.75,3.06306267340002,1,0.75,2.324728167929906,4
matching_005,mixed_p3,quadratic_matching,0,0.75,4.097372516438009,1,0.75,2.5,4
matching_006,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_006,balanced_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_006,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_006,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_006,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,3,0.75,2.4999999999999942,4
matching_006,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,3,0.75,2.0615528128088303,4
matching_006,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_006,comb_p3,quadratic_matching,1,0.75,2.5,1,0.75,2.5,3
matching_006,mixed_p0,quadratic_matching,0,0.25,2.5980762113533173,3,0.25,2.5980762113533165,4
matching_006,mixed_p1,quadratic_matching,0,0.75,2.5,1,0.75,2.2912879206067167,4
matching_006,mixed_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.2912878785976853,4
matching_006,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_007,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_007,balanced_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_007,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_007,balanced_p3,quadratic_matching,1,0.5,2.345207879911715,1,0.5,2.345207879911715,2
matching_007,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_007,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_007,comb_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.499999999999999,4
matching_007,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_007,mixed_p0,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_007,mixed_p1,quadratic_matching,0,0.75,2.5,2,0.75,2.291287847479132,4
matching_007,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_007,mixed_p3,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_008,balanced_p0,quadratic_matching,2,0.5,2.549509756796392,3,0.5,2.345207879911715,2
matching_008,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.345207879911715,3
matching_008,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_008,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_008,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_008,comb_p1,quadratic_matching,3,0.7500000022569218,2.5000000005906755,3,0.7500000022569218,2.5000000005906755,1
matching_008,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_008,comb_p3,quadratic_matching,3,0.7500000022569216,2.500000000590675,3,0.7500000022569216,2.500000000590675,1
matching_008,mixed_p0,quadratic_matching,0,0.4999999999999999,2.5495097567963927,2,0.5,2.549509756796392,4
matching_008,mixed_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_008,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_008,mixed_p3,quadratic_matching,0,0.75,2.500000000000001,1,0.75,2.5,4
matching_009,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
matching_009,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_009,balanced_p2,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_009,balanced_p3,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_009,comb_p0,quadratic_matching,0,0.75,2.5,2,0.75,2.4999999999999742,4
matching_009,comb_p1,quadratic_matching,2,0.75,2.5000000000000004,3,0.75,2.4999999999999982,4
matching_009,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_009,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_009,mixed_p0,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_009,mixed_p1,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999805,4
matching_009,mixed_p2,quadratic_matching,0,0.75,25.73421846491555,2,0.75,2.29128785608852,4
matching_009,mixed_p3,quadratic_matching,0,0.75,2.9501589795668792,1,0.75,2.391972057814046,4
matching_010,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_010,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_010,comb_p0,quadratic_matching,0,0.75,2.5,2,0.75,2.4999999999999982,4
matching_010,comb_p1,quadratic_matching,2,0.7499999999999999,2.5,3,0.75,2.4999999999999987,4
matching_010,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_010,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_010,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_010,mixed_p1,quadratic_matching,0,0.75,2.5,3,0.75,2.4999999999999654,4
matching_010,mixed_p2,quadratic_matching,0,0.75,3.813942034975604,1,0.75,2.0615528128088303,4
matching_010,mixed_p3,quadratic_matching,0,0.75,2.500000000000079,3,0.75,2.4999999999999902,4
matching_011,balanced_p0,quadratic_matching,0,0.5,2.549509756796393,2,0.5,2.549509756796392,4
matching_011,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.549509756796392,4
matching_011,balanced_p2,quadratic_matching,0,0.5,2.5495097567963936,1,0.5,2.549509756796392,4
matching_011,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_011,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_011,comb_p1,quadratic_matching,1,0.75,2.5,1,0.75,2.5,2
matching_011,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_011,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_011,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_011,mixed_p1,quadratic_matching,0,0.75,2.500000000000007,2,0.75,2.499999999999999,4
matching_011,mixed_p2,quadratic_matching,3,0.4999999999999999,2.549509756796392,0,0.5,2.549509756796392,4
matching_011,mixed_p3,quadratic_matching,0,0.75,3.491748515043387,1,0.75,2.5,4
matching_012,balanced_p0,quadratic_matching,2,0.7499999999999999,2.5,0,0.75,2.5,4
matching_012,balanced_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_012,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_012,balanced_p3,quadratic_matching,1,0.5,2.549509756796393,1,0.5,2.549509756796393,1
matching_012,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_012,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_012,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_012,comb_p3,quadratic_matching,0,0.75,2.5000000000000053,1,0.75,2.499999999999999,4
matching_012,mixed_p0,quadratic_matching,0,0.25,2.5980762113533165,2,0.25,2.598076211353316,4
matching_012,mixed_p1,quadratic_matching,0,0.75,2.500000000000001,1,0.75,2.5,4
matching_012,mixed_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999933,4
matching_012,mixed_p3,quadratic_matching,0,0.75,2.5,1,0.75,2.2912878474824647,4
matching_013,balanced_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_013,balanced_p1,quadratic_matching,2,0.4999999999999999,111929882167.87396,3,0.5,15708020844.125984,2
matching_013,balanced_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_013,balanced_p3,quadratic_matching,2,0.5,2.549509756796393,2,0.5,2.549509756796393,2
matching_013,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_013,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_013,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_013,comb_p3,quadratic_matching,0,0.7499999999999999,2.5000000000000004,1,0.75,2.5,4
matching_013,mixed_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_013,mixed_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_013,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_013,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_014,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_014,balanced_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_014,balanced_p2,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_014,balanced_p3,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,4
matching_014,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_014,comb_p1,quadratic_matching,0,0.75,2.5,2,0.75,2.4401640237251123,4
matching_014,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_014,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_014,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_014,mixed_p1,quadratic_matching,0,0.75,2.2912878474779204,0,0.75,2.2912878474779204,4
matching_014,mixed_p2,quadratic_matching,0,0.25,2.598076211353316,0,0.25,2.598076211353316,4
matching_014,mixed_p3,quadratic_matching,1,0.4999999999999999,2.549509756796393,0,0.5,2.5495097567963927,3
matching_015,balanced_p0,quadratic_matching,3,0.2499999999999999,2.598076211353316,0,0.25,2.598076211353316,4
matching_015,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,2
matching_015,balanced_p2,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_015,balanced_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_015,comb_p0,quadratic_matching,0,0.75,2.5,1,0.75,2.499999999999999,3
matching_015,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_015,comb_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999982,4
matching_015,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_015,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_015,mixed_p1,quadratic_matching,2,0.4999999999999999,2.549509756796393,3,0.5,2.549509756796392,4
matching_015,mixed_p2,quadratic_matching,1,0.5,2.5495097567963927,3,0.5,2.549509756796392,3
matching_015,mixed_p3,quadratic_matching,0,0.75,2.5,3,0.75,2.438643188547204,4
matching_016,balanced_p0,quadratic_matching,1,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_016,balanced_p1,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_016,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_016,balanced_p3,quadratic_matching,0,0.5,2.549509756796393,0,0.5,2.549509756796393,3
matching_016,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_016,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_016,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_016,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_016,mixed_p0,quadratic_matching,0,0.5,2.549509756796393,3,0.5,2.549509756796392,4
matching_016,mixed_p1,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,4
matching_016,mixed_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_016,mixed_p3,quadratic_matching,0,0.75,2.4999999999999405,0,0.75,2.4999999999999405,4
matching_017,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_017,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_017,balanced_p2,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_017,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_017,comb_p0,quadratic_matching,2,0.75,2.5000000000000004,2,0.75,2.5000000000000004,2
matching_017,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_017,comb_p2,quadratic_matching,0,0.75,2.5,3,0.75,2.4999999999999845,4
matching_017,comb_p3,quadratic_matching,1,0.75,2.5,3,0.75,2.2912878474779204,4
matching_017,mixed_p0,quadratic_matching,2,0.4999999999999999,2.5495097567963927,2,0.4999999999999999,2.5495097567963927,3
matching_017,mixed_p1,quadratic_matching,2,0.4999999999999999,2.5495097567963927,0,0.5,2.549509756796392,4
matching_017,mixed_p2,quadratic_matching,0,0.75,2.5000000000000013,1,0.75,2.5,4
matching_017,mixed_p3,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999893,4
matching_018,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,3
matching_018,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_018,balanced_p2,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_018,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_018,comb_p0,quadratic_matching,0,0.75,2.499999999999999,0,0.75,2.499999999999999,3
matching_018,comb_p1,quadratic_matching,0,0.75,2.499999999999999,0,0.75,2.499999999999999,3
matching_018,comb_p2,quadratic_matching,0,0.75,2.2912878474779204,2,0.75,2.0615528128088303,4
matching_018,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_018,mixed_p0,quadratic_matching,0,0.5,144.57259859048048,1,0.5,2.549509756796392,3
matching_018,mixed_p1,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,2
matching_018,mixed_p2,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.4058478551066567,4
matching_018,mixed_p3,quadratic_matching,0,0.75,2.5,1,0.75,2.2912879413185725,4
matching_019,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_019,balanced_p1,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_019,balanced_p2,quadratic_matching,1,0.4999999999999999,2.549509756796392,1,0.4999999999999999,2.549509756796392,3
matching_019,balanced_p3,quadratic_matching,1,0.5,2.549509756796393,2,0.5,2.5495097567963927,2
matching_019,comb_p0,quadratic_matching,2,0.75,2.5000000000000004,3,0.75,2.5,2
matching_019,comb_p1,quadratic_matching,2,0.75,2.5,2,0.75,2.5,2
matching_019,comb_p2,quadratic_matching,3,0.75,2.5,0,0.7500000000000001,2.5,2
matching_019,comb_p3,quadratic_matching,1,0.75,2.5,0,0.7500000000000002,2.5,4
matching_019,mixed_p0,quadratic_matching,0,0.5,107.30021254788912,1,0.5,2.5495097567963927,3
matching_019,mixed_p1,quadratic_matching,0,0.5,2.345207879911716,0,0.5,2.345207879911716,3
matching_019,mixed_p2,quadratic_matching,0,0.75,2.5,2,0.75,2.4999999999999987,4
matching_019,mixed_p3,quadratic_matching,1,0.4999999999999999,2.549509756796392,1,0.4999999999999999,2.549509756796392,3
matching_020,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_020,balanced_p1,quadratic_matching,0,0.5,15.544691220724768,1,0.5,2.5495097567963927,3
matching_020,balanced_p2,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_020,balanced_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_020,comb_p0,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_020,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_020,comb_p2,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.0615528128088303,4
matching_020,comb_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_020,mixed_p0,quadratic_matching,3,0.4999999999999999,3.889051160290215,2,0.5,2.549509756796392,4
matching_020,mixed_p1,quadratic_matching,0,0.5,2.5495097567963927,1,0.5,2.549509756796392,4
matching_020,mixed_p2,quadratic_matching,0,0.75,2.813171595589133,2,0.75,2.490506123151836,4
matching_020,mixed_p3,quadratic_matching,0,0.75,3.249038319256946,1,0.75,2.3495968062508115,4
matching_021,balanced_p0,quadratic_matching,0,0.5,2.5495097567963927,2,0.5,2.3452079564040416,3
matching_021,balanced_p1,quadratic_matching,0,0.5,2.549509756796393,1,0.5,2.5495097567963927,3
matching_021,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_021,balanced_p3,quadratic_matching,0,0.4999999999999999,2.549509756796392,1,0.5,2.345207879911715,2
matching_021,comb_p0,quadratic_matching,3,0.7500000000000064,2.500000000000017,3,0.7500000000000064,2.500000000000017,4
matching_021,comb_p1,quadratic_matching,0,0.75,2.5000000000000004,2,0.75,2.5,4
matching_021,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_021,comb_p3,quadratic_matching,1,0.7500000000020866,2.500000000001044,1,0.7500000000020866,2.500000000001044,4
matching_021,mixed_p0,quadratic_matching,2,0.2499999999999999,2.5980762113533165,3,0.25,2.598076211353316,4
matching_021,mixed_p1,quadratic_matching,0,0.5,2.5495097567963927,0,0.5,2.5495097567963927,4
matching_021,mixed_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999987,4
matching_021,mixed_p3,quadratic_matching,1,0.75,2.5,1,0.75,2.5,4
matching_022,balanced_p0,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_022,balanced_p1,quadratic_matching,3,0.4999999999999999,2.549509756796393,1,0.5,2.549509756796393,3
matching_022,balanced_p2,quadratic_matching,1,0.5,2.5495097567963927,1,0.5,2.5495097567963927,2
matching_022,balanced_p3,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,3
matching_022,comb_p0,quadratic_matching,0,0.75,2.499999999999974,0,0.75,2.499999999999974,4
matching_022,comb_p1,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_022,comb_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,3
matching_022,comb_p3,quadratic_matching,0,0.75,2.5,1,0.75,2.49999999999998,4
matching_022,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_022,mixed_p1,quadratic_matching,1,0.5,2.549509756796392,1,0.5,2.549509756796392,2
matching_022,mixed_p2,quadratic_matching,0,0.75,2.5,1,0.75,2.4999999999999987,4
matching_022,mixed_p3,quadratic_matching,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,balanced_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,3
matching_023,balanced_p1,quadratic_matching,0,0.25,2.5980762113533165,1,0.25,2.598076211353316,4
matching_023,balanced_p2,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_023,balanced_p3,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_023,comb_p0,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.5,4
matching_023,comb_p1,quadratic_matching,0,0.75,2.5,1,0.75,2.499999999999999,4
matching_023,comb_p2,quadratic_matching,0,0.75,2.0615528128088307,1,0.75,2.0615528128088303,4
matching_023,comb_p3,quadratic_matching,0,0.75,2.5000000000000004,1,0.75,2.499999999999999,3
matching_023,mixed_p0,quadratic_matching,0,0.5,2.549509756796392,0,0.5,2.549509756796392,4
matching_023,mixed_p1,quadratic_matching,0,0.5,2.5495097567963927,3,0.5,2.549509756796392,4
matching_023,mixed_p2,quadratic_matching,0,0.75,2.249440109481032,0,0.75,2.249440109481032,4
matching_023,mixed_p3,quadratic_matching,0,0.75,2.5,0,0.75,2.5,4
matching_024,balanced_p0,quadratic_matching,1,0.5,2.5495097567963927,2,0.5,2.549509756796392,3
