task_id,family,permutation_index,left_shape,right_shape,nmse_left_minus_right,bound_left_minus_right
matching_003,quadratic_matching,3,comb,balanced,0.0,0.0
matching_003,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_003,quadratic_matching,3,comb,mixed,0.0,0.0
matching_004,quadratic_matching,0,comb,balanced,0.25,0.0
matching_004,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_004,quadratic_matching,0,comb,mixed,0.25,0.25
matching_004,quadratic_matching,1,comb,balanced,0.25,0.0
matching_004,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_004,quadratic_matching,1,comb,mixed,0.25,0.25
matching_004,quadratic_matching,2,comb,balanced,0.25,0.25
matching_004,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_004,quadratic_matching,2,comb,mixed,0.0,0.0
matching_004,quadratic_matching,3,comb,balanced,0.25,0.0
matching_004,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_004,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_005,quadratic_matching,0,comb,balanced,0.25,0.0
matching_005,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_005,quadratic_matching,0,comb,mixed,0.25,0.25
matching_005,quadratic_matching,1,comb,balanced,0.25,0.0
matching_005,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_005,quadratic_matching,1,comb,mixed,0.25,0.25
matching_005,quadratic_matching,2,comb,balanced,0.0,0.0
matching_005,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_005,quadratic_matching,2,comb,mixed,0.0,0.0
matching_005,quadratic_matching,3,comb,balanced,0.0,0.0
matching_005,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_005,quadratic_matching,3,comb,mixed,0.0,0.0
matching_006,quadratic_matching,0,comb,balanced,0.25,0.0
matching_006,quadratic_matching,0,mixed,balanced,-0.25,-0.25
matching_006,quadratic_matching,0,comb,mixed,0.5,0.25
matching_006,quadratic_matching,1,comb,balanced,0.0,0.0
matching_006,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_006,quadratic_matching,1,comb,mixed,0.0,0.0
matching_006,quadratic_matching,2,comb,balanced,0.0,0.0
matching_006,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_006,quadratic_matching,2,comb,mixed,0.0,0.0
matching_006,quadratic_matching,3,comb,balanced,0.25,0.25
matching_006,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_006,quadratic_matching,3,comb,mixed,0.0,0.0
matching_007,quadratic_matching,0,comb,balanced,0.25,0.0
matching_007,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_007,quadratic_matching,0,comb,mixed,0.25,0.0
matching_007,quadratic_matching,1,comb,balanced,0.0,0.0
matching_007,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_007,quadratic_matching,1,comb,mixed,0.0,0.0
matching_007,quadratic_matching,2,comb,balanced,0.25,0.25
matching_007,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_007,quadratic_matching,2,comb,mixed,0.0,0.0
matching_007,quadratic_matching,3,comb,balanced,0.25,0.0
matching_007,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_007,quadratic_matching,3,comb,mixed,0.5,0.25
matching_008,quadratic_matching,0,comb,balanced,0.25,0.0
matching_008,quadratic_matching,0,mixed,balanced,-1.1102230246251565e-16,0.0
matching_008,quadratic_matching,0,comb,mixed,0.2500000000000001,0.0
matching_008,quadratic_matching,1,comb,balanced,0.25000000225692176,0.25
matching_008,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_008,quadratic_matching,1,comb,mixed,2.256921760590558e-09,0.0
matching_008,quadratic_matching,2,comb,balanced,0.0,0.0
matching_008,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_008,quadratic_matching,2,comb,mixed,0.0,0.0
matching_008,quadratic_matching,3,comb,balanced,0.25000000225692165,0.25
matching_008,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_008,quadratic_matching,3,comb,mixed,2.2569216495682554e-09,0.0
matching_009,quadratic_matching,0,comb,balanced,0.25,0.0
matching_009,quadratic_matching,0,mixed,balanced,-0.25,-0.25
matching_009,quadratic_matching,0,comb,mixed,0.5,0.25
matching_009,quadratic_matching,1,comb,balanced,0.25,0.25
matching_009,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_009,quadratic_matching,1,comb,mixed,0.0,0.0
matching_009,quadratic_matching,2,comb,balanced,0.25,0.25
matching_009,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_009,quadratic_matching,2,comb,mixed,0.0,0.0
matching_009,quadratic_matching,3,comb,balanced,0.25,0.25
matching_009,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_009,quadratic_matching,3,comb,mixed,0.0,0.0
matching_010,quadratic_matching,0,comb,balanced,0.25,0.0
matching_010,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_010,quadratic_matching,0,comb,mixed,0.25,0.0
matching_010,quadratic_matching,1,comb,balanced,0.2499999999999999,0.25
matching_010,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_010,quadratic_matching,1,comb,mixed,-1.1102230246251565e-16,0.0
matching_010,quadratic_matching,2,comb,balanced,0.25,0.25
matching_010,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_010,quadratic_matching,2,comb,mixed,0.0,0.0
matching_010,quadratic_matching,3,comb,balanced,0.0,0.0
matching_010,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_010,quadratic_matching,3,comb,mixed,0.0,0.0
matching_011,quadratic_matching,0,comb,balanced,0.25,0.0
matching_011,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_011,quadratic_matching,0,comb,mixed,0.25,0.0
matching_011,quadratic_matching,1,comb,balanced,0.25,0.25
matching_011,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_011,quadratic_matching,1,comb,mixed,0.0,0.0
matching_011,quadratic_matching,2,comb,balanced,0.25,0.0
matching_011,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,0.0
matching_011,quadratic_matching,2,comb,mixed,0.2500000000000001,0.0
matching_011,quadratic_matching,3,comb,balanced,0.0,0.0
matching_011,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_011,quadratic_matching,3,comb,mixed,0.0,0.0
matching_012,quadratic_matching,0,comb,balanced,1.1102230246251565e-16,0.0
matching_012,quadratic_matching,0,mixed,balanced,-0.4999999999999999,-0.25
matching_012,quadratic_matching,0,comb,mixed,0.5,0.25
matching_012,quadratic_matching,1,comb,balanced,0.0,0.0
matching_012,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_012,quadratic_matching,1,comb,mixed,0.0,0.0
matching_012,quadratic_matching,2,comb,balanced,0.0,0.0
matching_012,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_012,quadratic_matching,2,comb,mixed,0.0,0.0
matching_012,quadratic_matching,3,comb,balanced,0.25,0.25
matching_012,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_012,quadratic_matching,3,comb,mixed,0.0,0.0
matching_013,quadratic_matching,0,comb,balanced,0.0,0.0
matching_013,quadratic_matching,0,mixed,balanced,-0.25,0.0
matching_013,quadratic_matching,0,comb,mixed,0.25,0.0
matching_013,quadratic_matching,1,comb,balanced,0.2500000000000001,0.25
matching_013,quadratic_matching,1,mixed,balanced,0.2500000000000001,0.25
matching_013,quadratic_matching,1,comb,mixed,0.0,0.0
matching_013,quadratic_matching,2,comb,balanced,0.0,0.0
matching_013,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_013,quadratic_matching,2,comb,mixed,0.0,0.0
matching_013,quadratic_matching,3,comb,balanced,0.2499999999999999,0.25
matching_013,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_013,quadratic_matching,3,comb,mixed,-1.1102230246251565e-16,0.0
matching_014,quadratic_matching,0,comb,balanced,0.25,0.0
matching_014,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_014,quadratic_matching,0,comb,mixed,0.25,0.0
matching_014,quadratic_matching,1,comb,balanced,0.0,0.0
matching_014,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_014,quadratic_matching,1,comb,mixed,0.0,0.0
matching_014,quadratic_matching,2,comb,balanced,0.25,0.0
matching_014,quadratic_matching,2,mixed,balanced,-0.25,-0.25
matching_014,quadratic_matching,2,comb,mixed,0.5,0.25
matching_014,quadratic_matching,3,comb,balanced,0.25,0.0
matching_014,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_014,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_015,quadratic_matching,0,comb,balanced,0.5000000000000001,0.2499999999999999
matching_015,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.0
matching_015,quadratic_matching,0,comb,mixed,0.25,0.2499999999999999
matching_015,quadratic_matching,1,comb,balanced,0.25,0.0
matching_015,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_015,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_015,quadratic_matching,2,comb,balanced,0.25,0.0
matching_015,quadratic_matching,2,mixed,balanced,0.0,-0.25
matching_015,quadratic_matching,2,comb,mixed,0.25,0.25
matching_015,quadratic_matching,3,comb,balanced,0.0,0.0
matching_015,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_015,quadratic_matching,3,comb,mixed,0.0,0.0
matching_016,quadratic_matching,0,comb,balanced,0.2500000000000001,0.2499999999999999
matching_016,quadratic_matching,0,mixed,balanced,1.1102230246251565e-16,0.0
matching_016,quadratic_matching,0,comb,mixed,0.25,0.2499999999999999
matching_016,quadratic_matching,1,comb,balanced,0.25,0.2499999999999999
matching_016,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_016,quadratic_matching,1,comb,mixed,0.25,0.2499999999999999
matching_016,quadratic_matching,2,comb,balanced,0.25,0.25
matching_016,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_016,quadratic_matching,2,comb,mixed,0.0,0.0
matching_016,quadratic_matching,3,comb,balanced,0.25,0.25
matching_016,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_016,quadratic_matching,3,comb,mixed,0.0,0.0
matching_017,quadratic_matching,0,comb,balanced,0.25,0.2499999999999999
matching_017,quadratic_matching,0,mixed,balanced,-1.1102230246251565e-16,0.0
matching_017,quadratic_matching,0,comb,mixed,0.2500000000000001,0.2499999999999999
matching_017,quadratic_matching,1,comb,balanced,0.25,0.0
matching_017,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_017,quadratic_matching,1,comb,mixed,0.2500000000000001,0.0
matching_017,quadratic_matching,2,comb,balanced,0.25,0.25
matching_017,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_017,quadratic_matching,2,comb,mixed,0.0,0.0
matching_017,quadratic_matching,3,comb,balanced,0.0,0.0
matching_017,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_017,quadratic_matching,3,comb,mixed,0.0,0.0
matching_018,quadratic_matching,0,comb,balanced,0.25,0.0
matching_018,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_018,quadratic_matching,0,comb,mixed,0.25,0.25
matching_018,quadratic_matching,1,comb,balanced,0.25,0.0
matching_018,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_018,quadratic_matching,1,comb,mixed,0.25,0.25
matching_018,quadratic_matching,2,comb,balanced,0.0,0.0
matching_018,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_018,quadratic_matching,2,comb,mixed,0.0,0.0
matching_018,quadratic_matching,3,comb,balanced,0.0,0.0
matching_018,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_018,quadratic_matching,3,comb,mixed,0.0,0.0
matching_019,quadratic_matching,0,comb,balanced,0.25,0.0
matching_019,quadratic_matching,0,mixed,balanced,0.0,-0.25
matching_019,quadratic_matching,0,comb,mixed,0.25,0.25
matching_019,quadratic_matching,1,comb,balanced,0.25,0.0
matching_019,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_019,quadratic_matching,1,comb,mixed,0.25,0.25
matching_019,quadratic_matching,2,comb,balanced,0.2500000000000001,0.25
matching_019,quadratic_matching,2,mixed,balanced,0.2500000000000001,0.25
matching_019,quadratic_matching,2,comb,mixed,0.0,0.0
matching_019,quadratic_matching,3,comb,balanced,0.25,0.0
matching_019,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_019,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_020,quadratic_matching,0,comb,balanced,0.25,0.0
matching_020,quadratic_matching,0,mixed,balanced,-1.1102230246251565e-16,-0.25
matching_020,quadratic_matching,0,comb,mixed,0.2500000000000001,0.25
matching_020,quadratic_matching,1,comb,balanced,0.25,0.0
matching_020,quadratic_matching,1,mixed,balanced,0.0,-0.25
matching_020,quadratic_matching,1,comb,mixed,0.25,0.25
matching_020,quadratic_matching,2,comb,balanced,0.0,0.0
matching_020,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_020,quadratic_matching,2,comb,mixed,0.0,0.0
matching_020,quadratic_matching,3,comb,balanced,0.0,0.0
matching_020,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_020,quadratic_matching,3,comb,mixed,0.0,0.0
matching_021,quadratic_matching,0,comb,balanced,0.25000000000000644,0.0
matching_021,quadratic_matching,0,mixed,balanced,-0.2500000000000001,-0.25
matching_021,quadratic_matching,0,comb,mixed,0.5000000000000066,0.25
matching_021,quadratic_matching,1,comb,balanced,0.25,0.0
matching_021,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_021,quadratic_matching,1,comb,mixed,0.25,0.0
matching_021,quadratic_matching,2,comb,balanced,0.0,0.0
matching_021,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_021,quadratic_matching,2,comb,mixed,0.0,0.0
matching_021,quadratic_matching,3,comb,balanced,0.25000000000208666,0.25
matching_021,quadratic_matching,3,mixed,balanced,0.2500000000000001,0.25
matching_021,quadratic_matching,3,comb,mixed,2.0865531524805192e-12,0.0
matching_022,quadratic_matching,0,comb,balanced,0.25,0.0
matching_022,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_022,quadratic_matching,0,comb,mixed,0.25,0.0
matching_022,quadratic_matching,1,comb,balanced,0.2500000000000001,0.0
matching_022,quadratic_matching,1,mixed,balanced,1.1102230246251565e-16,0.0
matching_022,quadratic_matching,1,comb,mixed,0.25,0.0
matching_022,quadratic_matching,2,comb,balanced,0.25,0.25
matching_022,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_022,quadratic_matching,2,comb,mixed,0.0,0.0
matching_022,quadratic_matching,3,comb,balanced,0.25,0.0
matching_022,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_022,quadratic_matching,3,comb,mixed,0.5,0.25
matching_023,quadratic_matching,0,comb,balanced,0.25,0.0
matching_023,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_023,quadratic_matching,0,comb,mixed,0.25,0.0
matching_023,quadratic_matching,1,comb,balanced,0.5,0.2499999999999999
matching_023,quadratic_matching,1,mixed,balanced,0.25,0.0
matching_023,quadratic_matching,1,comb,mixed,0.25,0.2499999999999999
matching_023,quadratic_matching,2,comb,balanced,0.0,0.0
matching_023,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_023,quadratic_matching,2,comb,mixed,0.0,0.0
matching_023,quadratic_matching,3,comb,balanced,0.25,0.25
matching_023,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_023,quadratic_matching,3,comb,mixed,0.0,0.0
matching_024,quadratic_matching,0,comb,balanced,0.25,0.0
matching_024,quadratic_matching,0,mixed,balanced,-0.25,-0.25
matching_024,quadratic_matching,0,comb,mixed,0.5,0.25
matching_024,quadratic_matching,1,comb,balanced,0.25,0.0
matching_024,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_024,quadratic_matching,1,comb,mixed,0.5,0.25
matching_024,quadratic_matching,2,comb,balanced,0.2499999999999999,0.25
matching_024,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_024,quadratic_matching,2,comb,mixed,-1.1102230246251565e-16,0.0
matching_024,quadratic_matching,3,comb,balanced,0.25,0.25
matching_024,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_024,quadratic_matching,3,comb,mixed,0.0,0.0
matching_025,quadratic_matching,0,comb,balanced,0.25,0.0
matching_025,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_025,quadratic_matching,0,comb,mixed,0.25,0.0
matching_025,quadratic_matching,1,comb,balanced,0.25,0.0
matching_025,quadratic_matching,1,mixed,balanced,-0.2499999999999999,-0.25
matching_025,quadratic_matching,1,comb,mixed,0.4999999999999999,0.25
matching_025,quadratic_matching,2,comb,balanced,0.25,0.25
matching_025,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_025,quadratic_matching,2,comb,mixed,0.0,0.0
matching_025,quadratic_matching,3,comb,balanced,0.0,0.0
matching_025,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_025,quadratic_matching,3,comb,mixed,0.0,0.0
matching_026,quadratic_matching,0,comb,balanced,0.25,0.0
matching_026,quadratic_matching,0,mixed,balanced,-5.587932894179914e-10,0.0
matching_026,quadratic_matching,0,comb,mixed,0.2500000005587933,0.0
matching_026,quadratic_matching,1,comb,balanced,0.25,0.0
matching_026,quadratic_matching,1,mixed,balanced,-0.25,-0.25
matching_026,quadratic_matching,1,comb,mixed,0.5,0.25
matching_026,quadratic_matching,2,comb,balanced,0.25,0.0
matching_026,quadratic_matching,2,mixed,balanced,-1.1102230246251565e-16,-0.25
matching_026,quadratic_matching,2,comb,mixed,0.2500000000000001,0.25
matching_026,quadratic_matching,3,comb,balanced,0.0,0.0
matching_026,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_026,quadratic_matching,3,comb,mixed,0.0,0.0
matching_027,quadratic_matching,0,comb,balanced,0.25,0.0
matching_027,quadratic_matching,0,mixed,balanced,-0.25,-0.25
matching_027,quadratic_matching,0,comb,mixed,0.5,0.25
matching_027,quadratic_matching,1,comb,balanced,0.25,0.0
matching_027,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_027,quadratic_matching,1,comb,mixed,0.25,0.0
matching_027,quadratic_matching,2,comb,balanced,0.0,0.0
matching_027,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_027,quadratic_matching,2,comb,mixed,0.0,0.0
matching_027,quadratic_matching,3,comb,balanced,0.25,0.25
matching_027,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_027,quadratic_matching,3,comb,mixed,0.0,0.0
matching_028,quadratic_matching,0,comb,balanced,0.2499999999999999,0.0
matching_028,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_028,quadratic_matching,0,comb,mixed,0.2499999999999999,0.0
matching_028,quadratic_matching,1,comb,balanced,0.25,0.2499999999999999
matching_028,quadratic_matching,1,mixed,balanced,-1.1102230246251565e-16,0.0
matching_028,quadratic_matching,1,comb,mixed,0.2500000000000001,0.2499999999999999
matching_028,quadratic_matching,2,comb,balanced,0.0,0.0
matching_028,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_028,quadratic_matching,2,comb,mixed,0.0,0.0
matching_028,quadratic_matching,3,comb,balanced,0.25,0.25
matching_028,quadratic_matching,3,mixed,balanced,0.25,0.25
matching_028,quadratic_matching,3,comb,mixed,0.0,0.0
matching_029,quadratic_matching,0,comb,balanced,0.25,0.0
matching_029,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_029,quadratic_matching,0,comb,mixed,0.25,0.0
matching_029,quadratic_matching,1,comb,balanced,0.25,0.0
matching_029,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_029,quadratic_matching,1,comb,mixed,0.25,0.0
matching_029,quadratic_matching,2,comb,balanced,0.25,0.0
matching_029,quadratic_matching,2,mixed,balanced,0.0,-0.25
matching_029,quadratic_matching,2,comb,mixed,0.25,0.25
matching_029,quadratic_matching,3,comb,balanced,0.25,0.0
matching_029,quadratic_matching,3,mixed,balanced,-1.1102230246251565e-16,0.0
matching_029,quadratic_matching,3,comb,mixed,0.2500000000000001,0.0
matching_030,quadratic_matching,0,comb,balanced,0.5000000000000001,0.2499999999999999
matching_030,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.0
matching_030,quadratic_matching,0,comb,mixed,0.25,0.2499999999999999
matching_030,quadratic_matching,1,comb,balanced,0.0,0.0
matching_030,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_030,quadratic_matching,1,comb,mixed,0.0,0.0
matching_030,quadratic_matching,2,comb,balanced,0.25,0.0
matching_030,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_030,quadratic_matching,2,comb,mixed,0.25,0.0
matching_030,quadratic_matching,3,comb,balanced,0.25,0.0
matching_030,quadratic_matching,3,mixed,balanced,0.0,-0.25
matching_030,quadratic_matching,3,comb,mixed,0.25,0.25
matching_031,quadratic_matching,0,comb,balanced,0.25,0.2499999999999999
matching_031,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_031,quadratic_matching,0,comb,mixed,0.25,0.2499999999999999
matching_031,quadratic_matching,1,comb,balanced,0.2500000000000001,0.25
matching_031,quadratic_matching,1,mixed,balanced,0.2500000000000001,0.25
matching_031,quadratic_matching,1,comb,mixed,0.0,0.0
matching_031,quadratic_matching,2,comb,balanced,0.25,0.25
matching_031,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_031,quadratic_matching,2,comb,mixed,0.0,0.0
matching_031,quadratic_matching,3,comb,balanced,0.25,0.2499999999999999
matching_031,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_031,quadratic_matching,3,comb,mixed,0.25,0.2499999999999999
matching_032,quadratic_matching,0,comb,balanced,0.2500000000000001,0.2499999999999999
matching_032,quadratic_matching,0,mixed,balanced,0.0,0.0
matching_032,quadratic_matching,0,comb,mixed,0.2500000000000001,0.2499999999999999
matching_032,quadratic_matching,1,comb,balanced,0.0,0.0
matching_032,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_032,quadratic_matching,1,comb,mixed,0.0,0.0
matching_032,quadratic_matching,2,comb,balanced,0.2500000000000001,0.25
matching_032,quadratic_matching,2,mixed,balanced,0.2500000000000001,0.25
matching_032,quadratic_matching,2,comb,mixed,0.0,0.0
matching_032,quadratic_matching,3,comb,balanced,0.25,0.0
matching_032,quadratic_matching,3,mixed,balanced,-0.25,-0.25
matching_032,quadratic_matching,3,comb,mixed,0.5,0.25
matching_033,quadratic_matching,0,comb,balanced,0.25,0.25
matching_033,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_033,quadratic_matching,0,comb,mixed,0.0,0.0
matching_033,quadratic_matching,1,comb,balanced,0.0,0.0
matching_033,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_033,quadratic_matching,1,comb,mixed,0.0,0.0
matching_033,quadratic_matching,2,comb,balanced,0.0,0.0
matching_033,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_033,quadratic_matching,2,comb,mixed,0.0,0.0
matching_033,quadratic_matching,3,comb,balanced,0.25,0.0
matching_033,quadratic_matching,3,mixed,balanced,0.0,-0.25
matching_033,quadratic_matching,3,comb,mixed,0.25,0.25
matching_034,quadratic_matching,0,comb,balanced,0.2500000000000001,0.25
matching_034,quadratic_matching,0,mixed,balanced,0.2500000000000001,0.25
matching_034,quadratic_matching,0,comb,mixed,0.0,0.0
matching_034,quadratic_matching,1,comb,balanced,0.25,0.25
matching_034,quadratic_matching,1,mixed,balanced,0.25,0.25
matching_034,quadratic_matching,1,comb,mixed,0.0,0.0
matching_034,quadratic_matching,2,comb,balanced,0.25,0.25
matching_034,quadratic_matching,2,mixed,balanced,0.25,0.25
matching_034,quadratic_matching,2,comb,mixed,0.0,0.0
matching_034,quadratic_matching,3,comb,balanced,0.25,0.0
matching_034,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_034,quadratic_matching,3,comb,mixed,0.25,0.0
matching_035,quadratic_matching,0,comb,balanced,0.25,0.25
matching_035,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_035,quadratic_matching,0,comb,mixed,0.0,0.0
matching_035,quadratic_matching,1,comb,balanced,0.0,0.0
matching_035,quadratic_matching,1,mixed,balanced,0.0,0.0
matching_035,quadratic_matching,1,comb,mixed,0.0,0.0
matching_035,quadratic_matching,2,comb,balanced,0.0,0.0
matching_035,quadratic_matching,2,mixed,balanced,0.0,0.0
matching_035,quadratic_matching,2,comb,mixed,0.0,0.0
matching_035,quadratic_matching,3,comb,balanced,0.25,0.0
matching_035,quadratic_matching,3,mixed,balanced,0.0,0.0
matching_035,quadratic_matching,3,comb,mixed,0.25,0.0
matching_036,quadratic_matching,0,comb,balanced,0.25,0.25
matching_036,quadratic_matching,0,mixed,balanced,0.25,0.25
matching_036,quadratic_matching,0,comb,mixed,0.0,0.0
matching_036,quadratic_matching,1,comb,balanced,0.25,0.0
