cohort,run_dir,config_index,family,task,core,strategy,feedback,depth,seed,transfer_output_activation,input_convention_valid,publication_included,exclusion_reason,test_accuracy,status,epochs_recorded,resolved_config_path,resolved_config_available_for_recheck,input_validity_status,validity_evidence_level,execution_lineage_status,validity_audit_sha256,outcome_source_sha256
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_backprop_20260803233113,0,fixed_budget,noise_resilience,dendritic_additive,standard,backprop,1,42,,True,True,,0.9261999726295472,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_backprop_20260803233113/results/config_0/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,1,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,43,,True,True,,0.8316999673843384,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_1/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,2,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,44,,True,True,,0.8343999981880188,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_2/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,3,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,45,,True,True,,0.847000002861023,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_3/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,4,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,46,,True,True,,0.8348999619483948,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_4/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,5,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,47,,True,True,,0.8407999873161316,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_5/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,6,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,48,,True,True,,0.824999988079071,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_6/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,7,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,49,,True,True,,0.8342999815940857,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_7/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,8,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,50,,True,True,,0.8281999826431274,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_8/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,9,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma,1,51,,True,True,,0.8442999720573425,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_9/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,10,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,42,,True,True,,0.9249999523162842,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_10/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,11,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,43,,True,True,,0.9253999590873718,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_11/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,12,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,44,,True,True,,0.9226999878883362,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_12/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,13,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,45,,True,True,,0.9253999590873718,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_13/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,14,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,46,,True,True,,0.9215999841690063,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_14/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,15,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,47,,True,True,,0.9243999719619752,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_15/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,16,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,48,,True,True,,0.9241999983787536,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_16/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,17,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,49,,True,True,,0.9243999719619752,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_17/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,18,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,50,,True,True,,0.9241999983787536,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_18/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,19,fixed_budget,noise_resilience,dendritic_additive,local_ca,per_soma_shared,1,51,,True,True,,0.926699995994568,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_19/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,20,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,42,,True,True,,0.9261999726295472,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_20/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,21,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,43,,True,True,,0.9276999831199646,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_21/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,22,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,44,,True,True,,0.9249999523162842,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_22/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,23,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,45,,True,True,,0.9259999990463256,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_23/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,24,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,46,,True,True,,0.9262999892234802,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_24/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,25,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,47,,True,True,,0.9265999794006348,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_25/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,26,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,48,,True,True,,0.925599992275238,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_26/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,27,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,49,,True,True,,0.9294999837875366,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_27/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,28,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,50,,True,True,,0.930799961090088,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_28/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047,29,fixed_budget,noise_resilience,dendritic_additive,local_ca,path_transport,1,51,,True,True,,0.9279999732971193,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_additive_local3f_20260803233047/results/config_29/config.json,False,proven_valid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_backprop_20260803233115,0,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,1,42,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.9404999613761902,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_backprop_20260803233115/results/config_0/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
followup,prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_backprop_20260803233115,1,fixed_budget,noise_resilience,dendritic_shunting,standard,backprop,1,43,,False,False,signed synthetic transfer output is not a valid positive-conductance shunting drive,0.94269996881485,pass,180,drafts/dendritic-local-learning/journal/prospective_runs/journal_confirmatory_fixed_budget_depth_d1_16_shunting_backprop_20260803233115/results/config_1/config.json,False,proven_invalid,retained_run_level_validity_audit,retained_audit_and_completed_outcome_join; resolved_config_not_available_for_recheck,69adda5ab12cd898cc3cf6a3cb3356bd3d49f742a967f5edce23074a1868985e,dca463eda505031d0ab54778bdbf77def9c34cd7a1730abd90ae5f0c15112183
