cohort,run_dir,config_index,seed,alignment_alpha,depth,branch_factors,test_accuracy,test_auc,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars,fallback_mentions,nonfinite_alert,config_sha256,final_sha256
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,75,10205,0.5,3,2x1x2,0.5952999591827393,0.6358407735824585,66178,14336,21760,2944,0,False,17ced43d4708280456aeed9647422de8d258dbf002a09314c5cc01c032b40347,c928a3489d8b628b5f8d2c70556ba6270adf1e792b6c8e8ea8c8e21bd2c26b2f
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,76,10206,0.5,3,2x1x2,0.5981999635696411,0.6364626288414001,66178,14336,21760,2944,0,False,926b8e8768b1190287c019f69ea0dcdb3053a64c78f702ed68c5e9f7f5d212c7,4ec8d2a78a554c4fada82b54def5a6c4a84ea67a87b3dc81d2ad64b819943e63
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,77,10207,0.5,3,2x1x2,0.5947999954223633,0.6320157051086426,66178,14336,21760,2944,0,False,291bebf5d3b156674a243d97cb2e280badb01cdf2390735faffff12d95519436,de240af18c40e4c644f129f942283b85cc27353b180e266ec09865b60eb53841
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,78,10208,0.5,3,2x1x2,0.5911999940872192,0.6239889860153198,66178,14336,21760,2944,0,False,421efbaa59e264ed902681dd17e6df9e3eb741a8fa09b3f90468e077048b2d4d,f80b0a926c836270047213f20d4b5e8d4706d5bfd6038099a0edcab8606f1ff1
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,79,10209,0.5,3,2x1x2,0.5911999940872192,0.6321980357170105,66178,14336,21760,2944,0,False,75670ca40ff58ca7d24e8db1f3f91c1a9c7f2a64fad502fee9d0f5abac763709,9a2e19182b303a6ba12bcd1708cec38dde65679d88606fd70ee89f265787840d
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,80,10200,0.75,3,2x1x2,0.6225999593734741,0.6674515008926392,66178,14336,21760,2944,0,False,8a944ac9ef7c4ec83fefd8cdaac5a84d5c7b9f200ea234cf846a5a6b4012d39b,f2316ed8be045022d77cc4ba32d0e112f89d85107451049ffc45279fb4a529c5
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,81,10201,0.75,3,2x1x2,0.6283999681472778,0.6761395335197449,66178,14336,21760,2944,0,False,00076b181c66d0d01bf03163f49aed61275e36f82ff17ea4961e193706d8864d,b15be5560dcd3544cc2dcd00603106c03c69e7f18272c7e22c9435f272b44d83
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,82,10202,0.75,3,2x1x2,0.6304000020027161,0.6771963238716125,66178,14336,21760,2944,0,False,6a9fcd88af533e136baea18484671bc5d0e638daad61ff217977b53ccf8f4217,b51af0b84362c47cf2e84be846e1b97f17922f652aec37dbd06e9220d941999f
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,83,10203,0.75,3,2x1x2,0.6236000061035156,0.6743133068084717,66178,14336,21760,2944,0,False,73f39532ebe350ab336adf79072584f421474b7574778dae123f34489c8c698c,947dde423dec5f232a80777e9e08cfa6c01155535cdcf66f99de9c16d3bebefc
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,84,10204,0.75,3,2x1x2,0.6209999918937683,0.6684550642967224,66178,14336,21760,2944,0,False,acb43c810e77ca1e25e354f73df6133f32307d466cf2360de0696a4d84214dcb,a2009ee68b81f4fc456450e029607e0cf3dea18b9a8fd6de89145330f4e170fb
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,85,10205,0.75,3,2x1x2,0.6255999803543091,0.6736827492713928,66178,14336,21760,2944,0,False,f010a88288bd4803863d41f32fdff194319f5b6ab14f358ac1325ee77f603280,25612ebe816ca79fa693eddc8c83d3ac50900d3c2bf0fbe911822fe1368de7e7
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,86,10206,0.75,3,2x1x2,0.6283000111579895,0.6760129332542419,66178,14336,21760,2944,0,False,2681374fd10e71a9d73719757bf4419a00609bd36802303d8ef64fdd58270a6c,7a8925d612ef0a9b9d1da95fde6346bcd2c1115d9701e64a8ca380fc3aef5988
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,87,10207,0.75,3,2x1x2,0.6287999749183655,0.6763359904289246,66178,14336,21760,2944,0,False,606820d2d92b6e637fcc2dc4062ecbb7d02e115055a63a4a97c34243334d29dd,8358f36ccf8b5091ef31bdb392a08a19e4eabdc813abc6e83f80d446f0f8aa94
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,88,10208,0.75,3,2x1x2,0.6191999912261963,0.665464460849762,66178,14336,21760,2944,0,False,bbd2097998ea819e2415b85e00df2ed166032ca9404f26e06c1e9a1fa12d541c,3fa6cc3c6ba70dd87086acea5dabb974ea733d23165e525e0e54e740da8f159f
prospective_intermediate,physical_alignment_dose_runs/journal_physical_alignment_dose_intermediate_bp_20260813020414,89,10209,0.75,3,2x1x2,0.6265000104904175,0.6747036576271057,66178,14336,21760,2944,0,False,599437f82eae8e41204576be9337f533087074e29d0b8cd2f86733ebbe073988,bf2db6983f3f1390371385e54684439c641459265998a0bb6f6eb0c2001edf11
