architecture,budget_k,contrast,endpoint,n_pairs,mean_difference,ci95_low,ci95_high,wins,ties,wilcoxon_p_two_sided
point_neuron_explicit_gating,8,correct - within_neuron_route_derangement,heldout_accuracy,20,0.5587158203,0.5479974365,0.5697021484,20,0,1.907348633e-06
point_neuron_explicit_gating,8,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_rank_k,heldout_accuracy,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - within_neuron_route_derangement,heldout_loss,20,-6.625243635,-6.893455193,-6.358163798,0,0,1.907348633e-06
point_neuron_explicit_gating,8,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_rank_k,heldout_loss,20,8.326672685e-18,-1.110223025e-17,2.498001805e-17,6,20,1
point_neuron_explicit_gating,8,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001220703125,-0.0021484375,-0.000341796875,3,6,0.0289507255
point_neuron_explicit_gating,8,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
point_neuron_explicit_gating,8,correct - random_rank_k,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,1,correct - within_neuron_route_derangement,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,1,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,1,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,1,correct - random_rank_k,heldout_accuracy,20,-0.3583251953,-0.4418218994,-0.2741204834,0,0,1.907348633e-06
flat_compartment,1,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.3583251953,-0.4438494873,-0.2748284912,0,0,1.907348633e-06
flat_compartment,1,correct - within_neuron_route_derangement,heldout_loss,20,0,0,0,0,20,1
flat_compartment,1,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
flat_compartment,1,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
flat_compartment,1,correct - random_rank_k,heldout_loss,20,17.39319236,16.06936055,18.57164938,20,0,1.907348633e-06
flat_compartment,1,correct - within_neuron_route_derangement,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,1,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,1,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,1,correct - random_rank_k,retained_context_forgetting,20,-0.05078125,-0.07377929687,-0.0296875,3,1,0.0004633944245
flat_compartment,2,correct - within_neuron_route_derangement,heldout_accuracy,20,0.2639404297,0.2435784912,0.2849365234,20,0,1.907348633e-06
flat_compartment,2,correct - depth_interleaved_bins,heldout_accuracy,20,0.2468505859,0.2263183594,0.2669677734,20,0,8.844915021e-05
flat_compartment,2,correct - random_sparse_matched,heldout_accuracy,20,0.2319580078,0.2101318359,0.254151001,20,0,8.844915021e-05
flat_compartment,2,correct - random_rank_k,heldout_accuracy,20,-0.1540039062,-0.2272955322,-0.07827148438,5,0,0.003380143298
flat_compartment,2,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.1540039062,-0.2274432373,-0.07761230469,5,0,0.003380143298
flat_compartment,2,correct - within_neuron_route_derangement,heldout_loss,20,-30.70715178,-31.21311287,-30.20891422,0,0,1.907348633e-06
flat_compartment,2,correct - depth_interleaved_bins,heldout_loss,20,-5.196893354,-5.399406704,-4.999184963,0,0,1.907348633e-06
flat_compartment,2,correct - random_sparse_matched,heldout_loss,20,-3.727883872,-4.235845776,-3.277126601,0,0,1.907348633e-06
flat_compartment,2,correct - random_rank_k,heldout_loss,20,-0.4123143124,-0.9031605456,0.007329750957,11,0,0.452375412
flat_compartment,2,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001220703125,-0.00263671875,0.0001953125,8,1,0.1191147435
flat_compartment,2,correct - depth_interleaved_bins,retained_context_forgetting,20,-0.0146484375,-0.01826171875,-0.01118164062,0,0,8.683086255e-05
flat_compartment,2,correct - random_sparse_matched,retained_context_forgetting,20,-0.0220703125,-0.02719726563,-0.01708984375,0,0,8.794879347e-05
flat_compartment,2,correct - random_rank_k,retained_context_forgetting,20,-0.09765625,-0.1367675781,-0.06000854492,1,0,1.907348633e-05
flat_compartment,4,correct - within_neuron_route_derangement,heldout_accuracy,20,0.6105712891,0.6013916016,0.6202636719,20,0,1.907348633e-06
flat_compartment,4,correct - depth_interleaved_bins,heldout_accuracy,20,0.07111816406,0.06176757812,0.08029846191,20,0,1.907348633e-06
flat_compartment,4,correct - random_sparse_matched,heldout_accuracy,20,0.03767089844,0.02883300781,0.04729003906,20,0,8.832385863e-05
flat_compartment,4,correct - random_rank_k,heldout_accuracy,20,0.02314453125,0.01000976562,0.03918457031,15,0,0.003380143298
flat_compartment,4,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0.01267089844,0.005737304688,0.01960449219,15,0,0.0048194216
flat_compartment,4,correct - within_neuron_route_derangement,heldout_loss,20,-17.24458259,-17.57342136,-16.92660188,0,0,1.907348633e-06
flat_compartment,4,correct - depth_interleaved_bins,heldout_loss,20,-0.1358952119,-0.143651119,-0.128454684,0,0,1.907348633e-06
flat_compartment,4,correct - random_sparse_matched,heldout_loss,20,-0.07836512875,-0.09210902418,-0.06465067391,0,0,1.907348633e-06
flat_compartment,4,correct - random_rank_k,heldout_loss,20,-0.07986023329,-0.09983858052,-0.06219679638,0,0,1.907348633e-06
flat_compartment,4,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.00048828125,-0.001708984375,0.000732421875,7,2,0.644472284
flat_compartment,4,correct - depth_interleaved_bins,retained_context_forgetting,20,-0.5301757812,-0.5479003906,-0.5134753418,0,0,8.844915021e-05
flat_compartment,4,correct - random_sparse_matched,retained_context_forgetting,20,-0.25390625,-0.3222167969,-0.1853515625,0,4,0.0004377771946
flat_compartment,4,correct - random_rank_k,retained_context_forgetting,20,-0.1343261719,-0.1908203125,-0.08452148437,0,0,1.907348633e-06
flat_compartment,8,correct - within_neuron_route_derangement,heldout_accuracy,20,0.5587158203,0.5477783203,0.5696539307,20,0,1.907348633e-06
flat_compartment,8,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,8,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,8,correct - random_rank_k,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,8,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0,0,0,0,20,1
flat_compartment,8,correct - within_neuron_route_derangement,heldout_loss,20,-6.625243635,-6.894464136,-6.360068566,0,0,1.907348633e-06
flat_compartment,8,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
flat_compartment,8,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
flat_compartment,8,correct - random_rank_k,heldout_loss,20,8.326672685e-18,-1.110223025e-17,2.498001805e-17,6,20,1
flat_compartment,8,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001220703125,-0.0021484375,-0.000341796875,3,6,0.0289507255
flat_compartment,8,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,8,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
flat_compartment,8,correct - random_rank_k,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - within_neuron_route_derangement,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_rank_k,heldout_accuracy,20,-0.3583251953,-0.4434338379,-0.2739013672,0,0,1.907348633e-06
grouped_point_subunits,1,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.3583251953,-0.4444824219,-0.2744384766,0,0,1.907348633e-06
grouped_point_subunits,1,correct - within_neuron_route_derangement,heldout_loss,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_rank_k,heldout_loss,20,17.39319236,16.05117421,18.58096843,20,0,1.907348633e-06
grouped_point_subunits,1,correct - within_neuron_route_derangement,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,1,correct - random_rank_k,retained_context_forgetting,20,-0.05078125,-0.07368164063,-0.02978515625,3,1,0.0004633944245
grouped_point_subunits,2,correct - within_neuron_route_derangement,heldout_accuracy,20,0.2639404297,0.2435058594,0.2849127197,20,0,1.907348633e-06
grouped_point_subunits,2,correct - depth_interleaved_bins,heldout_accuracy,20,0.2468505859,0.2266113281,0.2667480469,20,0,8.844915021e-05
grouped_point_subunits,2,correct - random_sparse_matched,heldout_accuracy,20,0.2319580078,0.2099609375,0.2542730713,20,0,8.844915021e-05
grouped_point_subunits,2,correct - random_rank_k,heldout_accuracy,20,-0.1540039062,-0.229541626,-0.0783203125,5,0,0.003380143298
grouped_point_subunits,2,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.1540039062,-0.228760376,-0.07690368652,5,0,0.003380143298
grouped_point_subunits,2,correct - within_neuron_route_derangement,heldout_loss,20,-30.70715178,-31.20432283,-30.20984142,0,0,1.907348633e-06
grouped_point_subunits,2,correct - depth_interleaved_bins,heldout_loss,20,-5.196893354,-5.398959049,-4.999926943,0,0,1.907348633e-06
grouped_point_subunits,2,correct - random_sparse_matched,heldout_loss,20,-3.727883872,-4.233322929,-3.266595863,0,0,1.907348633e-06
grouped_point_subunits,2,correct - random_rank_k,heldout_loss,20,-0.4123143124,-0.9089745118,0.001637097846,11,0,0.452375412
grouped_point_subunits,2,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001220703125,-0.00263671875,0.0001953125,8,1,0.1191147435
grouped_point_subunits,2,correct - depth_interleaved_bins,retained_context_forgetting,20,-0.0146484375,-0.0181640625,-0.0111328125,0,0,8.683086255e-05
grouped_point_subunits,2,correct - random_sparse_matched,retained_context_forgetting,20,-0.0220703125,-0.02729492187,-0.01708984375,0,0,8.794879347e-05
grouped_point_subunits,2,correct - random_rank_k,retained_context_forgetting,20,-0.09765625,-0.137208252,-0.06049804688,1,0,1.907348633e-05
grouped_point_subunits,4,correct - within_neuron_route_derangement,heldout_accuracy,20,0.6105712891,0.6014404297,0.619921875,20,0,1.907348633e-06
grouped_point_subunits,4,correct - depth_interleaved_bins,heldout_accuracy,20,0.07111816406,0.06176757812,0.08029785156,20,0,1.907348633e-06
grouped_point_subunits,4,correct - random_sparse_matched,heldout_accuracy,20,0.03767089844,0.02885742188,0.04719238281,20,0,8.832385863e-05
grouped_point_subunits,4,correct - random_rank_k,heldout_accuracy,20,0.02314453125,0.009790039063,0.0388671875,15,0,0.003380143298
grouped_point_subunits,4,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0.01267089844,0.005883789063,0.01958007813,15,0,0.0048194216
grouped_point_subunits,4,correct - within_neuron_route_derangement,heldout_loss,20,-17.24458259,-17.57987213,-16.93127056,0,0,1.907348633e-06
grouped_point_subunits,4,correct - depth_interleaved_bins,heldout_loss,20,-0.1358952119,-0.143631608,-0.1283488611,0,0,1.907348633e-06
grouped_point_subunits,4,correct - random_sparse_matched,heldout_loss,20,-0.07836512875,-0.09212182672,-0.0649407262,0,0,1.907348633e-06
grouped_point_subunits,4,correct - random_rank_k,heldout_loss,20,-0.07986023329,-0.09976984751,-0.0625141861,0,0,1.907348633e-06
grouped_point_subunits,4,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.00048828125,-0.0017578125,0.000732421875,7,2,0.644472284
grouped_point_subunits,4,correct - depth_interleaved_bins,retained_context_forgetting,20,-0.5301757812,-0.5474609375,-0.5132324219,0,0,8.844915021e-05
grouped_point_subunits,4,correct - random_sparse_matched,retained_context_forgetting,20,-0.25390625,-0.3224121094,-0.1859863281,0,4,0.0004377771946
grouped_point_subunits,4,correct - random_rank_k,retained_context_forgetting,20,-0.1343261719,-0.1905773926,-0.0855456543,0,0,1.907348633e-06
grouped_point_subunits,8,correct - within_neuron_route_derangement,heldout_accuracy,20,0.5587158203,0.548046875,0.5696044922,20,0,1.907348633e-06
grouped_point_subunits,8,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_rank_k,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - within_neuron_route_derangement,heldout_loss,20,-6.625243635,-6.89520133,-6.358379582,0,0,1.907348633e-06
grouped_point_subunits,8,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_rank_k,heldout_loss,20,8.326672685e-18,-1.110223025e-17,2.498001805e-17,6,20,1
grouped_point_subunits,8,correct - within_neuron_route_derangement,retained_context_forgetting,20,-0.001220703125,-0.0021484375,-0.000341796875,3,6,0.0289507255
grouped_point_subunits,8,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
grouped_point_subunits,8,correct - random_rank_k,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - within_neuron_route_derangement,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - depth_interleaved_bins,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_sparse_matched,heldout_accuracy,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_rank_k,heldout_accuracy,20,-0.3534667969,-0.4414318848,-0.2672845459,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,1,correct - best_matched_nonanatomical_oracle,heldout_accuracy,20,-0.3534667969,-0.4412615967,-0.2678222656,0,0,1.907348633e-06
degree_depth_matched_rewired_tree,1,correct - within_neuron_route_derangement,heldout_loss,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - depth_interleaved_bins,heldout_loss,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_sparse_matched,heldout_loss,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_rank_k,heldout_loss,20,17.09197959,15.57599085,18.40758993,20,0,1.907348633e-06
degree_depth_matched_rewired_tree,1,correct - within_neuron_route_derangement,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - depth_interleaved_bins,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_sparse_matched,retained_context_forgetting,20,0,0,0,0,20,1
degree_depth_matched_rewired_tree,1,correct - random_rank_k,retained_context_forgetting,20,-0.01401367187,-0.03227539062,-0.000146484375,7,0,0.1611919619
degree_depth_matched_rewired_tree,2,correct - within_neuron_route_derangement,heldout_accuracy,20,0.03022460937,0.02268066406,0.03813476562,19,1,0.0001316270452
