scan,partner_index,measured_split_half_spearman,clipped_measured_spearman,pearson_signal_fraction,simulated_mean_split_half_spearman,simulated_se,n_simulated
target256550_ses9_scan4_automatic_conservative,7,0.24656743475979198,0.24656743475979198,0.25748814289216987,0.24987949525308906,0.0026357508206149047,1000
target256550_ses9_scan4_automatic_conservative,8,0.4318210009064453,0.4318210009064453,0.44835884738835147,0.43025490673154904,0.0022478531735530298,1000
target256550_ses9_scan4_automatic_conservative,9,0.4074137684270789,0.4074137684270789,0.42341425471599026,0.4083487810696055,0.002306291987580382,1000
target256550_ses9_scan4_automatic_conservative,10,0.19328753399169887,0.19328753399169887,0.2020648788754883,0.1968337054529841,0.002673673596820482,1000
target256550_ses9_scan4_automatic_conservative,11,0.1261437908496732,0.1261437908496732,0.1320014453796369,0.1258914269357378,0.00257936786221061,1000
target256550_ses9_scan4_automatic_conservative,12,0.14701111588187588,0.14701111588187588,0.15379769703984594,0.1504294690138829,0.0026927841922938026,1000
target258209_ses4_scan7_automatic_conservative,0,0.35373789418443774,0.35373789418443774,0.3683191185739281,0.35127659462811883,0.0023779588247606104,1000
target258209_ses4_scan7_automatic_conservative,1,-0.18779638376031677,0.0,0.0,-0.0020442249892657794,0.0027663658896153096,1000
target258209_ses4_scan7_automatic_conservative,2,0.2937025905252612,0.2937025905252612,0.30635380016303004,0.29471984638137494,0.002643894649127582,1000
target258209_ses4_scan7_automatic_conservative,3,0.1275273126282143,0.1275273126282143,0.13344707219205298,0.12759732360097323,0.0026835158627823855,1000
target258209_ses4_scan7_automatic_conservative,4,0.15561280473259864,0.15561280473259864,0.1627771017156781,0.15435279805352797,0.00263704251397123,1000
target258209_ses4_scan7_automatic_conservative,5,0.23371022374886694,0.23371022374886694,0.24413041890670148,0.2323023329039645,0.0026495358809129487,1000
target258209_ses4_scan7_automatic_conservative,6,0.18474786508277277,0.18474786508277277,0.1931659269281985,0.18277456705309864,0.0025224755624804135,1000
target258209_ses4_scan7_automatic_conservative,7,0.25747340298649873,0.25747340298649873,0.2688095416997556,0.26237867468155146,0.002622481580352994,1000
target258209_ses4_scan7_automatic_conservative,8,0.09595439148895568,0.09595439148895568,0.1004409355341793,0.10055269309670341,0.002663247114794856,1000
target258209_ses4_scan7_automatic_conservative,9,0.15546491102523735,0.15546491102523735,0.16262274110178407,0.1589471924049425,0.002670221111961328,1000
target258209_ses4_scan7_automatic_conservative,10,0.08470015743523687,0.08470015743523687,0.08866872480644196,0.08259384571346787,0.0026911357271012007,1000
target258209_ses4_scan7_automatic_conservative,11,0.03522732694050856,0.03522732694050856,0.036887878774078224,0.037952955488764845,0.0026678275951664415,1000
target258209_ses8_scan5_automatic_conservative,0,0.1127856495396212,0.1127856495396212,0.11804021867209749,0.1176932684509327,0.002734409868154993,1000
target258209_ses8_scan5_automatic_conservative,1,0.3782882496064119,0.3782882496064119,0.39355734611965437,0.37942682601020944,0.0024295055822724254,1000
target258209_ses8_scan5_automatic_conservative,2,0.39550116883736464,0.39550116883736464,0.4112140175251107,0.39680081580077287,0.002411744417201012,1000
target258209_ses8_scan5_automatic_conservative,3,0.4294833261771862,0.4294833261771862,0.44597281182467063,0.43252903010352567,0.002313058330140928,1000
target258209_ses8_scan5_automatic_conservative,4,0.28056867515862793,0.28056867515862793,0.2927551709088559,0.2818433710223749,0.0026082058261099926,1000
target258209_ses8_scan5_automatic_conservative,5,0.14363818520108773,0.14363818520108773,0.15027579325200563,0.14234698249129338,0.002688320871383059,1000
target258209_ses8_scan5_automatic_conservative,6,0.2466151424073279,0.2466151424073279,0.2575376863745997,0.24421975573684462,0.0025095812804857014,1000
target258209_ses8_scan5_automatic_conservative,7,0.39788178044940603,0.39788178044940603,0.4136534048707149,0.3909756786412862,0.0022894700567979817,1000
target258209_ses8_scan5_automatic_conservative,8,0.33879108821144027,0.33879108821144027,0.35292344818301236,0.34160957492486044,0.002454006224748756,1000
target258209_ses8_scan5_automatic_conservative,9,0.4290587281141167,0.4290587281141167,0.445539358050116,0.4299810696054578,0.002267401762948042,1000
target258209_ses8_scan5_automatic_conservative,10,0.26189590191307666,0.26189590191307666,0.2733980255590412,0.26412582892037595,0.0026092152291771415,1000
target258209_ses8_scan5_automatic_conservative,11,0.5007442393015601,0.5007442393015601,0.5183908602197669,0.4995724631458423,0.002120826312490315,1000
target258209_ses8_scan5_automatic_conservative,12,0.2964123849053003,0.2964123849053003,0.3091576927053201,0.29401915939125045,0.0025577997806388543,1000
target258209_ses8_scan5_automatic_conservative,13,0.24611421210820095,0.24611421210820095,0.2570174718001188,0.24782027097943798,0.00266515799201871,1000
target258209_ses8_scan5_automatic_conservative,14,0.2910214207337436,0.2910214207337436,0.30357891919482294,0.2907224130528124,0.0025378959878524475,1000
target258209_ses8_scan5_automatic_conservative,15,0.20489480463718335,0.20489480463718335,0.21415398196756016,0.20197400887362243,0.0026449551199550724,1000
target258209_ses8_scan5_automatic_conservative,16,0.15659558227183817,0.15659558227183817,0.16380282805331806,0.15679114068985256,0.0026162363857242833,1000
target264871_ses7_scan3_automatic_conservative,0,0.29719001956013547,0.29719001956013547,0.30996221620114967,0.2971180668861218,0.002533182623990278,1000
target264871_ses7_scan3_automatic_conservative,1,0.426344162969324,0.426344162969324,0.4427676565273906,0.4256030723725013,0.0022909817823863025,1000
target264871_ses7_scan3_automatic_conservative,2,0.25668622680215636,0.25668622680215636,0.26799266945445593,0.259169137922809,0.0023973191505473643,1000
target264871_ses7_scan3_automatic_conservative,3,0.3894756929535805,0.3894756929535805,0.4050369301609699,0.3873251276179572,0.0024227467231682526,1000
target264871_ses7_scan3_automatic_conservative,4,0.043285148609322074,0.043285148609322074,0.04532422119379412,0.04240622584800343,0.0026565152383643616,1000
target264871_ses7_scan3_automatic_conservative,5,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3579387433805639,0.0023593663837276563,1000
target264888_ses7_scan3_automatic_conservative,0,0.01112542340537188,0.01112542340537188,0.011650450255521947,0.006732231286675254,0.002812689878291842,1000
target264888_ses7_scan3_automatic_conservative,1,0.22718381756595582,0.22718381756595582,0.23734567748671115,0.2285778350269548,0.002618396275467327,1000
target264888_ses7_scan3_automatic_conservative,2,0.49256714851390676,0.49256714851390676,0.5101157470644496,0.49204096655693913,0.0021561748682693356,1000
target264888_ses7_scan3_automatic_conservative,3,0.20960832021373027,0.20960832021373027,0.21906092846801883,0.2095556843662039,0.0026294069958058166,1000
target264888_ses7_scan3_automatic_conservative,4,0.2929869758122227,0.2929869758122227,0.30561323241253285,0.2944208768665617,0.0024983968210110334,1000
target264888_ses7_scan3_automatic_conservative,5,0.11005200133581414,0.11005200133581414,0.11518241925048614,0.10387472925910024,0.002806509586781866,1000
target264888_ses7_scan3_automatic_conservative,6,0.1869758122226993,0.1869758122226993,0.19548798836465237,0.18824289871666428,0.002697120685281065,1000
target264888_ses7_scan3_automatic_conservative,7,0.28230523352893466,0.28230523352893466,0.2945539816616487,0.2831165831782835,0.00252009836136519,1000
target264888_ses7_scan3_automatic_conservative,8,0.3573445923381518,0.3573445923381518,0.3720307859060328,0.3580652688325939,0.0024846344617184828,1000
target264889_ses6_scan6_automatic_conservative,0,0.57044511235151,0.57044511235151,0.5885261492687696,0.56705459663184,0.0020170678585937833,1000
target264889_ses6_scan6_automatic_conservative,1,0.043318543962597204,0.043318543962597204,0.045359183737694334,0.04255005486379467,0.0026841655796258574,1000
target264889_ses6_scan6_automatic_conservative,2,0.34053241734650064,0.34053241734650064,0.35471820133369547,0.3414526453890559,0.0024818485697997448,1000
target264889_ses6_scan6_automatic_conservative,3,0.20798148943275607,0.20798148943275607,0.21736748588269933,0.20221753256046945,0.0026296779433661903,1000
target264889_ses6_scan6_automatic_conservative,4,0.32935451552883926,0.32935451552883926,0.3431922965223879,0.3263928247698106,0.00252037717252287,1000
target291111_ses6_scan4_automatic_conservative,0,0.3133485997805448,0.3133485997805448,0.32666769678827756,0.3121885215400029,0.0025182495266170665,1000
target291111_ses6_scan4_automatic_conservative,1,0.031568150374505034,0.031568150374505034,0.03305658449215319,0.03198002957874147,0.0026133101614439942,1000
target291111_ses6_scan4_automatic_conservative,2,0.31706979628834503,0.31706979628834503,0.33051157109693574,0.31778280616382815,0.002503099962560683,1000
target291111_ses6_scan4_automatic_conservative,3,0.1271456514479271,0.1271456514479271,0.13304828555098233,0.12748938027765852,0.0027379483062325185,1000
target291111_ses6_scan4_automatic_conservative,4,0.17315967749630265,0.17315967749630265,0.18108405610942055,0.17134519345451077,0.002660588581684482,1000
target291111_ses6_scan4_automatic_conservative,5,0.43839988550164594,0.43839988550164594,0.4550702162805752,0.4411891799055388,0.0023098641585806586,1000
target291111_ses6_scan4_automatic_conservative,6,0.09423691617766328,0.09423691617766328,0.09864462869507959,0.09934208768665617,0.002695676669309613,1000
target291111_ses6_scan4_automatic_conservative,7,0.24530795286484425,0.24530795286484425,0.2561801369401433,0.2486726682887267,0.00257232609604446,1000
target291111_ses6_scan4_automatic_conservative,8,0.261251848671342,0.261251848671342,0.2727298903703974,0.26041917847430945,0.002574773327215334,1000
