dataset,network_type,depth,seed,relative_step,difference,metric,contrast
mnist,dendritic_shunting,1,45,1e-06,0.723611476704396,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,45,1e-05,1.5875038446328924,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,45,0.0001,0.8206614747722212,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,45,0.001,0.7454907623047349,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,46,1e-06,0.6995671909637919,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,46,1e-05,0.6968887758562226,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,46,0.0001,0.7060433113573874,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,46,0.001,0.8013059846254336,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,47,1e-06,0.7744377644177243,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,47,1e-05,0.7740433872332843,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,47,0.0001,0.7837853139330804,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,47,0.001,0.803777710894367,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,48,1e-06,0.688842071144964,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,48,1e-05,0.6906488270390663,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,48,0.0001,0.7004373495876562,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,48,0.001,0.8718455471349521,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,49,1e-06,0.787616741611899,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,49,1e-05,0.7863117870722434,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,49,0.0001,0.7956747420091124,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,49,0.001,0.9087488778386154,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,50,1e-06,0.767438833940656,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,50,1e-05,0.7673494983277592,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,50,0.0001,0.7775303737113052,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,50,0.001,0.8780615096483824,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,51,1e-06,0.5132588209511287,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,51,1e-05,0.648985267143956,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,51,0.0001,0.7173485745713402,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,1,51,0.001,0.7387583692251352,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,42,1e-06,0.49114223047072725,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,42,1e-05,0.4749501200500491,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,42,0.0001,0.49652161745220363,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,42,0.001,0.6207599244773935,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,43,1e-06,0.6179750223015165,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,43,1e-05,0.6193493495734724,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,43,0.0001,0.6648147967177762,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,43,0.001,1.2116638481112085,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,44,1e-06,0.6787451533309834,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,44,1e-05,0.6784444051617465,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,44,0.0001,0.7769677338225193,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,44,0.001,0.8594600922631261,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,45,1e-06,0.5054225033890647,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,45,1e-05,0.5074735524968718,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,45,0.0001,0.5308747970157532,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,45,0.001,0.6554688611602835,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,46,1e-06,0.470778543101649,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,46,1e-05,0.47046182413753546,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,46,0.0001,0.4562193687010795,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,46,0.001,0.6937850927231297,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,47,1e-06,0.5059645655396343,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,47,1e-05,0.5066324650661829,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,47,0.0001,0.5089784635184093,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,47,0.001,0.6972288852053967,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,48,1e-06,0.6558333333333334,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,48,1e-05,0.6563541481903303,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,48,0.0001,0.679004483339326,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,48,0.001,0.8744801714014578,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,49,1e-06,0.5210487444608568,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,49,1e-05,0.5265782259103204,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,49,0.0001,0.5378171452710886,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,49,0.001,0.664219334200028,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,50,1e-06,0.6376404494382022,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,50,1e-05,0.6445108072393658,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,50,0.0001,0.7196229284775697,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,50,0.001,0.9604064248062324,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,51,1e-06,0.5961663652802892,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,51,1e-05,0.6012516140392065,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,51,0.0001,0.7228974791223172,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,2,51,0.001,1.0813125049754608,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,42,1e-06,0.5719480519480519,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,42,1e-05,0.4970023980815347,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,42,0.0001,0.4747655956654472,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,42,0.001,0.7570826419624999,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,43,1e-06,0.4555070016883503,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,43,1e-05,0.4540927836071085,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,43,0.0001,0.4527906611774993,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,43,0.001,0.9619833993112249,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,44,1e-06,0.9539407973840409,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,44,1e-05,0.759940336097671,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,44,0.0001,0.6151817597610666,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,44,0.001,0.8686953990551683,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,45,1e-06,0.5420642344870595,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,45,1e-05,0.5449137756650146,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,45,0.0001,0.601986566656183,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,45,0.001,1.0734257000558012,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,46,1e-06,0.42206568687132207,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,46,1e-05,0.4261085990156247,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,46,0.0001,0.6034725679662125,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,46,0.001,0.8373180390633334,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,47,1e-06,0.5207089723574249,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,47,1e-05,0.5236701733590161,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,47,0.0001,0.5612831790674653,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,47,0.001,0.9784135638274651,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,48,1e-06,0.5711073034911115,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,48,1e-05,0.6136242991595726,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,48,0.0001,0.9779260859865592,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,48,0.001,1.5427451784667374,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,49,1e-06,0.4507982356844529,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,49,1e-05,0.447207091744099,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,49,0.0001,0.6063880127918723,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,49,0.001,1.0509309673463516,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,50,1e-06,0.4056375442739079,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,50,1e-05,0.4091440073324588,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,50,0.0001,0.49004539221994214,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,50,0.001,0.7331324744424471,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,51,1e-06,0.4645986873464598,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,51,1e-05,0.4665523092540587,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,51,0.0001,0.504373793610839,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,3,51,0.001,0.8749778155025841,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,42,1e-06,0.3992299966521593,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,42,1e-05,0.3705068857398548,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,42,0.0001,0.3470978693721137,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,42,0.001,0.8727850023785347,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,43,1e-06,0.3837144385773104,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,43,1e-05,0.39825001639698676,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,43,0.0001,0.7706921250032741,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,43,0.001,1.2436746572956308,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,44,1e-06,0.2995692288891605,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,44,1e-05,0.3214565453157846,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,44,0.0001,0.5035533355473691,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,44,0.001,0.4412011735062381,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,45,1e-06,0.408147925435959,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,45,1e-05,0.4093867554739867,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,45,0.0001,0.4737446137970464,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,45,0.001,1.0076309333744113,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,46,1e-06,0.3301495016611294,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,46,1e-05,0.3304743334428151,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,46,0.0001,0.3538635399193908,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,46,0.001,0.8869556544006888,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,47,1e-06,0.3739639500847327,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,47,1e-05,0.3690032134565415,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,47,0.0001,0.41470719233309267,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,47,0.001,0.5584987147715641,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,48,1e-06,0.48290835181079067,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,48,1e-05,0.4109723931774221,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,48,0.0001,0.4460523510982938,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,48,0.001,0.8144216459222494,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,49,1e-06,0.3777913735087181,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,49,1e-05,0.38815789473684204,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,49,0.0001,0.5663056781855376,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,49,0.001,1.0682448467298487,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,50,1e-06,0.3554906542056074,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,50,1e-05,0.3696429921873637,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,50,0.0001,0.41950952319397483,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,50,0.001,0.8418156441756939,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,51,1e-06,0.4151890689545599,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,51,1e-05,0.4097696300273581,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,51,0.0001,0.4208520342742196,norm_matched_fraction_of_exact,ancestry - scalar
mnist,dendritic_shunting,4,51,0.001,0.626985843818977,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,42,1e-06,-0.7228386525205817,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,42,1e-05,-0.26847413328581315,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,42,0.0001,0.5111047818508652,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,42,0.001,0.8701054108473957,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,43,1e-06,-0.38098339601871367,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,43,1e-05,0.4861413974760632,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,43,0.0001,0.36512550048764614,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,43,0.001,0.6093491936613409,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,44,1e-06,2.844349398703682,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,44,1e-05,0.5030008085802448,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,44,0.0001,0.6100743210679923,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,44,0.001,0.7113452634812523,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,45,1e-06,1.7251024239347321,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,45,1e-05,0.1953312449449457,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,45,0.0001,0.6983444123329714,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,45,0.001,0.8282115065013297,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,46,1e-06,0.8033944279666388,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,46,1e-05,0.6037106584755465,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,46,0.0001,0.7619380393277828,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,46,0.001,0.8261032073990131,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,47,1e-06,5.036940460669274,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,47,1e-05,2.2512754405322437,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,47,0.0001,0.89296778962435,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,47,0.001,1.1767629883576676,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,48,1e-06,1.474843850958432,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,48,1e-05,0.5255493699247247,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,48,0.0001,0.6926078189828996,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,48,0.001,0.9850177174669369,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,49,1e-06,0.02644554299609092,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,49,1e-05,0.3729434580499986,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,49,0.0001,0.6806054240357673,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,49,0.001,0.8177770869559976,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,50,1e-06,1.3959534648457257,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,50,1e-05,0.5516761355117443,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,50,0.0001,0.6345248911382625,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,50,0.001,0.7151142867141276,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,51,1e-06,5.011928429423459,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,51,1e-05,1.8369292012553835,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,51,0.0001,1.246510642888824,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,1,51,0.001,0.8910224924088399,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,42,1e-06,1.4805859021640804,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,42,1e-05,0.8770126352569153,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,42,0.0001,0.7800648026440344,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,42,0.001,1.1528365247805679,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,43,1e-06,0.2528957171185529,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,43,1e-05,1.2085357252437667,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,43,0.0001,0.5368439094557335,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,43,0.001,0.8217664739740813,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,44,1e-06,0.32061625570070346,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,44,1e-05,0.45878071684380883,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,44,0.0001,0.44122450779332856,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,44,0.001,-0.5197311970918054,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,45,1e-06,0.8183570885567366,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,45,1e-05,0.5387092478354468,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,45,0.0001,0.6925350179984613,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,45,0.001,-0.4274169938741751,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,46,1e-06,0.3849005365610864,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,46,1e-05,0.22390650058217443,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,46,0.0001,0.5462660879292441,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,46,0.001,0.5424344136496924,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,47,1e-06,2.5015795448936275,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,47,1e-05,0.45760669426624606,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,47,0.0001,0.5547334084551817,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,47,0.001,0.3605507084534929,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,48,1e-06,-0.09678785928785927,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,48,1e-05,0.6296775002612605,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,48,0.0001,0.6656548111414942,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,48,0.001,0.5950191378726982,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,49,1e-06,0.38101370402712,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,49,1e-05,0.9634017561235227,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,49,0.0001,0.9408157384031381,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,49,0.001,0.8732070047199608,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,50,1e-06,1.7943008329746564,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,50,1e-05,0.817738237699799,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,50,0.0001,0.4821888859748412,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,50,0.001,0.7561938196318866,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,51,1e-06,0.9787122748032122,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,51,1e-05,0.623457555086993,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,51,0.0001,0.7458772409788935,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,2,51,0.001,0.654798083966418,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,42,1e-06,2.2368986361592644,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,42,1e-05,0.4426496617865207,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,42,0.0001,0.761582358208293,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,42,0.001,-2.558578081397168,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,43,1e-06,0.03988157492477751,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,43,1e-05,0.48706567961547875,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,43,0.0001,0.7463228157484009,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,43,0.001,-3.3931095205366844,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,44,1e-06,-0.372274535859662,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,44,1e-05,0.7026009428573342,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,44,0.0001,0.8875649520067703,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,44,0.001,2.2100564099174407,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,45,1e-06,0.851772806471251,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,45,1e-05,0.6933941073104054,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,45,0.0001,0.6386799713203006,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,45,0.001,-1.9987107849615153,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,46,1e-06,0.5592499205143604,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,46,1e-05,0.3941042507979241,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,46,0.0001,0.6234638459415531,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,46,0.001,1.0293370194189846,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,47,1e-06,2.4032010098699734,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,47,1e-05,0.7958196451568108,norm_matched_fraction_of_exact,ancestry - scalar
noise_resilience,dendritic_additive,3,47,0.0001,0.8709865135024218,norm_matched_fraction_of_exact,ancestry - scalar
