index,dataset,network_type,depth,branch_factors,split,feedback_family,relative_step,field_scaled_capture_mean,field_scaled_capture_std,field_scaled_capture_count,gradient_scaled_capture_mean,gradient_scaled_capture_std,gradient_scaled_capture_count,gradient_cosine_mean,gradient_cosine_std,gradient_cosine_count,norm_matched_fraction_of_exact_mean,norm_matched_fraction_of_exact_std,norm_matched_fraction_of_exact_count
31,mnist,dendritic_additive,2,2x2,test,exact_transport,0.001,0.9999999999999851,1.76142169137218e-14,10,0.999999999999944,1.1999485757963745e-14,10,0.9999999986973563,8.438802829942767e-08,10,0.20000176897799218,1.0327959206531323,10
32,mnist,dendritic_additive,2,2x2,test,global_scalar_available,1e-06,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,-0.33679914979504927,1.1233241061917465,10
33,mnist,dendritic_additive,2,2x2,test,global_scalar_available,1e-05,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,0.03911655364725239,0.1783248493582012,10
34,mnist,dendritic_additive,2,2x2,test,global_scalar_available,0.0001,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,0.07616323401229069,0.10581437264970414,10
35,mnist,dendritic_additive,2,2x2,test,global_scalar_available,0.001,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,-0.15018825081124976,0.704392872869952,10
36,mnist,dendritic_additive,2,2x2,test,submitted_mw,1e-06,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,-0.33679914979504927,1.1233241061917465,10
37,mnist,dendritic_additive,2,2x2,test,submitted_mw,1e-05,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,0.03911655364725239,0.1783248493582012,10
38,mnist,dendritic_additive,2,2x2,test,submitted_mw,0.0001,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,0.07616323401229069,0.10581437264970414,10
39,mnist,dendritic_additive,2,2x2,test,submitted_mw,0.001,0.00375072156427009,0.0035079861073363007,10,0.008516445295464924,0.010455247888047598,10,0.06255319728211997,0.07151967138335358,10,-0.15018825081124976,0.704392872869952,10
40,mnist,dendritic_additive,3,2x2x2,test,ancestry_available,1e-06,0.2701813810514492,0.03992417629732254,10,0.34370712437381024,0.05910766355762269,10,0.5844779567361229,0.04822030348052751,10,0.6674556576097601,0.21087698001903782,10
41,mnist,dendritic_additive,3,2x2x2,test,ancestry_available,1e-05,0.2701813810514492,0.03992417629732254,10,0.34370712437381024,0.05910766355762269,10,0.5844779567361229,0.04822030348052751,10,0.6029336518970209,0.08688821668533736,10
42,mnist,dendritic_additive,3,2x2x2,test,ancestry_available,0.0001,0.2701813810514492,0.03992417629732254,10,0.34370712437381024,0.05910766355762269,10,0.5844779567361229,0.04822030348052751,10,0.706050202472762,0.06275824093075112,10
43,mnist,dendritic_additive,3,2x2x2,test,ancestry_available,0.001,0.2701813810514492,0.03992417629732254,10,0.34370712437381024,0.05910766355762269,10,0.5844779567361229,0.04822030348052751,10,-8.233505470255505,5.2601141769015305,10
44,mnist,dendritic_additive,3,2x2x2,test,ancestry_exact_soma,1e-06,0.27018136869744713,0.03992419183698902,10,0.3437070958793947,0.05910767526152875,10,0.5844779227792489,0.04822033281684164,10,0.6674563695170396,0.2108754285752232,10
45,mnist,dendritic_additive,3,2x2x2,test,ancestry_exact_soma,1e-05,0.27018136869744713,0.03992419183698902,10,0.3437070958793947,0.05910767526152875,10,0.5844779227792489,0.04822033281684164,10,0.6029331891141142,0.0868886786191948,10
46,mnist,dendritic_additive,3,2x2x2,test,ancestry_exact_soma,0.0001,0.27018136869744713,0.03992419183698902,10,0.3437070958793947,0.05910767526152875,10,0.5844779227792489,0.04822033281684164,10,0.7060502787509481,0.06275817588537091,10
47,mnist,dendritic_additive,3,2x2x2,test,ancestry_exact_soma,0.001,0.27018136869744713,0.03992419183698902,10,0.3437070958793947,0.05910767526152875,10,0.5844779227792489,0.04822033281684164,10,-8.233498921564594,5.2601052349450805,10
48,mnist,dendritic_additive,3,2x2x2,test,exact_transport,1e-06,0.9999999999999943,6.443014479812463e-15,10,0.9999999999999332,1.810934504870056e-14,10,1.0000000338178154,9.803428048799552e-08,10,1.0,0.0,10
49,mnist,dendritic_additive,3,2x2x2,test,exact_transport,1e-05,0.9999999999999943,6.443014479812463e-15,10,0.9999999999999332,1.810934504870056e-14,10,1.0000000338178154,9.803428048799552e-08,10,1.000000274948857,7.414364877525601e-07,10
50,mnist,dendritic_additive,3,2x2x2,test,exact_transport,0.0001,0.9999999999999943,6.443014479812463e-15,10,0.9999999999999332,1.810934504870056e-14,10,1.0000000338178154,9.803428048799552e-08,10,0.9999999415578958,1.5667009817388038e-07,10
51,mnist,dendritic_additive,3,2x2x2,test,exact_transport,0.001,0.9999999999999943,6.443014479812463e-15,10,0.9999999999999332,1.810934504870056e-14,10,1.0000000338178154,9.803428048799552e-08,10,-0.9999999942962894,2.995262839042382e-07,10
52,mnist,dendritic_additive,3,2x2x2,test,global_scalar_available,1e-06,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.08114572884121815,0.06575818465731792,10
53,mnist,dendritic_additive,3,2x2x2,test,global_scalar_available,1e-05,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.07623073793244302,0.047277618552669515,10
54,mnist,dendritic_additive,3,2x2x2,test,global_scalar_available,0.0001,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.10885224338827178,0.11569216785215049,10
55,mnist,dendritic_additive,3,2x2x2,test,global_scalar_available,0.001,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,-0.3635043183797122,0.32088078135764564,10
56,mnist,dendritic_additive,3,2x2x2,test,submitted_mw,1e-06,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.08114572884121815,0.06575818465731792,10
57,mnist,dendritic_additive,3,2x2x2,test,submitted_mw,1e-05,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.07623073793244302,0.047277618552669515,10
58,mnist,dendritic_additive,3,2x2x2,test,submitted_mw,0.0001,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,0.10885224338827178,0.11569216785215049,10
59,mnist,dendritic_additive,3,2x2x2,test,submitted_mw,0.001,0.0019825819785948247,0.0022450959436559354,10,0.004214863012101407,0.005578991829559493,10,0.04624492701752355,0.04803144980733555,10,-0.3635043183797122,0.32088078135764564,10
60,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_available,1e-06,0.2572515437234137,0.03335388450841709,10,0.2746883356756149,0.04332976895993419,10,0.5227024816668293,0.04042098398245634,10,0.5357897981100838,0.18194781393990211,10
61,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_available,1e-05,0.2572515437234137,0.03335388450841709,10,0.2746883356756149,0.04332976895993419,10,0.5227024816668293,0.04042098398245634,10,0.5578046751090019,0.060165291957603284,10
62,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_available,0.0001,0.2572515437234137,0.03335388450841709,10,0.2746883356756149,0.04332976895993419,10,0.5227024816668293,0.04042098398245634,10,0.45876458603468395,0.582435907704892,10
63,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_available,0.001,0.2572515437234137,0.03335388450841709,10,0.2746883356756149,0.04332976895993419,10,0.5227024816668293,0.04042098398245634,10,-10.061957221297996,6.1754643530778255,10
64,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_exact_soma,1e-06,0.25725155733135663,0.03335389365819726,10,0.2746882125584649,0.043329824002098644,10,0.522702334620092,0.040421086649697326,10,0.5357903438896763,0.18194703780018723,10
65,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_exact_soma,1e-05,0.25725155733135663,0.03335389365819726,10,0.2746882125584649,0.043329824002098644,10,0.522702334620092,0.040421086649697326,10,0.5578041273246475,0.060166262681390796,10
66,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_exact_soma,0.0001,0.25725155733135663,0.03335389365819726,10,0.2746882125584649,0.043329824002098644,10,0.522702334620092,0.040421086649697326,10,0.45876537474876555,0.5824348348914248,10
67,mnist,dendritic_additive,4,2x2x2x2,test,ancestry_exact_soma,0.001,0.25725155733135663,0.03335389365819726,10,0.2746882125584649,0.043329824002098644,10,0.522702334620092,0.040421086649697326,10,-10.06195338714898,6.17546791711978,10
68,mnist,dendritic_additive,4,2x2x2x2,test,exact_transport,1e-06,0.9999999999999934,1.2257116950536226e-14,10,0.9999999999999252,2.285355136328192e-14,10,0.9999999990288784,7.468141774481829e-08,10,1.0,0.0,10
69,mnist,dendritic_additive,4,2x2x2x2,test,exact_transport,1e-05,0.9999999999999934,1.2257116950536226e-14,10,0.9999999999999252,2.285355136328192e-14,10,0.9999999990288784,7.468141774481829e-08,10,1.0000002060129327,3.6263613304636476e-07,10
70,mnist,dendritic_additive,4,2x2x2x2,test,exact_transport,0.0001,0.9999999999999934,1.2257116950536226e-14,10,0.9999999999999252,2.285355136328192e-14,10,0.9999999990288784,7.468141774481829e-08,10,0.8000001561422513,0.6324551800948023,10
71,mnist,dendritic_additive,4,2x2x2x2,test,exact_transport,0.001,0.9999999999999934,1.2257116950536226e-14,10,0.9999999999999252,2.285355136328192e-14,10,0.9999999990288784,7.468141774481829e-08,10,-1.0000000566912906,2.2877795405727772e-07,10
72,mnist,dendritic_additive,4,2x2x2x2,test,global_scalar_available,1e-06,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,-0.11197681835607425,0.4038266944526153,10
73,mnist,dendritic_additive,4,2x2x2x2,test,global_scalar_available,1e-05,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,0.03143322624655306,0.0853568282996323,10
74,mnist,dendritic_additive,4,2x2x2x2,test,global_scalar_available,0.0001,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,0.007584200605414465,0.2565960783238299,10
75,mnist,dendritic_additive,4,2x2x2x2,test,global_scalar_available,0.001,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,-1.2093530398064438,1.0894367865733179,10
76,mnist,dendritic_additive,4,2x2x2x2,test,submitted_mw,1e-06,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,-0.11197681835607425,0.4038266944526153,10
77,mnist,dendritic_additive,4,2x2x2x2,test,submitted_mw,1e-05,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,0.03143322624655306,0.0853568282996323,10
78,mnist,dendritic_additive,4,2x2x2x2,test,submitted_mw,0.0001,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,0.007584200605414465,0.2565960783238299,10
79,mnist,dendritic_additive,4,2x2x2x2,test,submitted_mw,0.001,0.0019329234613743001,0.002096751806224754,10,0.002708405493537819,0.002449830542608949,10,0.014428601683258652,0.05270691920483907,10,-1.2093530398064438,1.0894367865733179,10
80,mnist,dendritic_shunting,1,2,test,ancestry_available,1e-06,0.43920589448485436,0.024802300309914177,10,0.6060764123048155,0.04369336810207455,10,0.7780429917201479,0.02839145268820345,10,0.7839776401856497,0.03672121227735537,10
81,mnist,dendritic_shunting,1,2,test,ancestry_available,1e-05,0.43920589448485436,0.024802300309914177,10,0.6060764123048155,0.04369336810207455,10,0.7780429917201479,0.02839145268820345,10,0.7762419490633902,0.028030015091388225,10
82,mnist,dendritic_shunting,1,2,test,ancestry_available,0.0001,0.43920589448485436,0.024802300309914177,10,0.6060764123048155,0.04369336810207455,10,0.7780429917201479,0.02839145268820345,10,0.7844621565470027,0.02808614527502857,10
83,mnist,dendritic_shunting,1,2,test,ancestry_available,0.001,0.43920589448485436,0.024802300309914177,10,0.6060764123048155,0.04369336810207455,10,0.7780429917201479,0.02839145268820345,10,0.8710514254958028,0.0520545938637289,10
84,mnist,dendritic_shunting,1,2,test,ancestry_exact_soma,1e-06,0.43920590226777395,0.024802326024122398,10,0.6060764776623475,0.04369333385584863,10,0.778043058241036,0.028391419172313203,10,0.7839776401856497,0.03672121227735537,10
85,mnist,dendritic_shunting,1,2,test,ancestry_exact_soma,1e-05,0.43920590226777395,0.024802326024122398,10,0.6060764776623475,0.04369333385584863,10,0.778043058241036,0.028391419172313203,10,0.7762419490633902,0.028030015091388225,10
86,mnist,dendritic_shunting,1,2,test,ancestry_exact_soma,0.0001,0.43920590226777395,0.024802326024122398,10,0.6060764776623475,0.04369333385584863,10,0.778043058241036,0.028391419172313203,10,0.7844619747826906,0.028086986550713115,10
87,mnist,dendritic_shunting,1,2,test,ancestry_exact_soma,0.001,0.43920590226777395,0.024802326024122398,10,0.6060764776623475,0.04369333385584863,10,0.778043058241036,0.028391419172313203,10,0.8710513649387343,0.05205464359300318,10
88,mnist,dendritic_shunting,1,2,test,exact_transport,1e-06,0.9999999999999869,1.691146612353188e-14,10,0.9999999999999574,6.392759767974468e-15,10,0.9999999643722024,7.748753106615946e-08,10,1.0,0.0,10
89,mnist,dendritic_shunting,1,2,test,exact_transport,1e-05,0.9999999999999869,1.691146612353188e-14,10,0.9999999999999574,6.392759767974468e-15,10,0.9999999643722024,7.748753106615946e-08,10,1.0,0.0,10
90,mnist,dendritic_shunting,1,2,test,exact_transport,0.0001,0.9999999999999869,1.691146612353188e-14,10,0.9999999999999574,6.392759767974468e-15,10,0.9999999643722024,7.748753106615946e-08,10,0.9999995644959693,1.3771846668898418e-06,10
91,mnist,dendritic_shunting,1,2,test,exact_transport,0.001,0.9999999999999869,1.691146612353188e-14,10,0.9999999999999574,6.392759767974468e-15,10,0.9999999643722024,7.748753106615946e-08,10,0.999999950428305,1.8948199158526885e-07,10
92,mnist,dendritic_shunting,1,2,test,global_scalar_available,1e-06,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.06582919370675291,0.10332082500781546,10
93,mnist,dendritic_shunting,1,2,test,global_scalar_available,1e-05,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,-0.042683218378722416,0.26104628252287554,10
94,mnist,dendritic_shunting,1,2,test,global_scalar_available,0.0001,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.03176439509521542,0.03909332045397146,10
95,mnist,dendritic_shunting,1,2,test,global_scalar_available,0.001,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.04746469140113877,0.06348471858108426,10
96,mnist,dendritic_shunting,1,2,test,submitted_mw,1e-06,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.06582919370675291,0.10332082500781546,10
97,mnist,dendritic_shunting,1,2,test,submitted_mw,1e-05,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,-0.042683218378722416,0.26104628252287554,10
98,mnist,dendritic_shunting,1,2,test,submitted_mw,0.0001,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.03176439509521542,0.03909332045397146,10
99,mnist,dendritic_shunting,1,2,test,submitted_mw,0.001,0.0015520273414106045,0.0021855148754291423,10,0.003016121553581515,0.003893477377247687,10,0.03995036590398879,0.039722265071630146,10,0.04746469140113877,0.06348471858108426,10
100,mnist,dendritic_shunting,2,2x2,test,ancestry_available,1e-06,0.3117932522477836,0.04669972939011664,10,0.3237952498159169,0.0514620469536976,10,0.5674928885652687,0.044059441130766534,10,0.567850845217834,0.04414948630287631,10
101,mnist,dendritic_shunting,2,2x2,test,ancestry_available,1e-05,0.3117932522477836,0.04669972939011664,10,0.3237952498159169,0.0514620469536976,10,0.5674928885652687,0.044059441130766534,10,0.570549012330501,0.045288722004181416,10
102,mnist,dendritic_shunting,2,2x2,test,ancestry_available,0.0001,0.3117932522477836,0.04669972939011664,10,0.3237952498159169,0.0514620469536976,10,0.5674928885652687,0.044059441130766534,10,0.6062433391349515,0.06851320432990034,10
103,mnist,dendritic_shunting,2,2x2,test,ancestry_available,0.001,0.3117932522477836,0.04669972939011664,10,0.3237952498159169,0.0514620469536976,10,0.5674928885652687,0.044059441130766534,10,0.8049739310333652,0.10128668713862554,10
104,mnist,dendritic_shunting,2,2x2,test,ancestry_exact_soma,1e-06,0.311793246219456,0.046699748518383856,10,0.32379528809983854,0.05146205261650792,10,0.5674928881066024,0.044059470419943306,10,0.567850845217834,0.04414948630287631,10
105,mnist,dendritic_shunting,2,2x2,test,ancestry_exact_soma,1e-05,0.311793246219456,0.046699748518383856,10,0.32379528809983854,0.05146205261650792,10,0.5674928881066024,0.044059470419943306,10,0.5705499458717027,0.04528983142646224,10
106,mnist,dendritic_shunting,2,2x2,test,ancestry_exact_soma,0.0001,0.311793246219456,0.046699748518383856,10,0.32379528809983854,0.05146205261650792,10,0.5674928881066024,0.044059470419943306,10,0.6062436597086245,0.06851343106776196,10
107,mnist,dendritic_shunting,2,2x2,test,ancestry_exact_soma,0.001,0.311793246219456,0.046699748518383856,10,0.32379528809983854,0.05146205261650792,10,0.5674928881066024,0.044059470419943306,10,0.8049740660886162,0.10128679033816064,10
108,mnist,dendritic_shunting,2,2x2,test,exact_transport,1e-06,0.9999999999999934,6.254475347121973e-15,10,0.9999999999999405,1.6681857804769186e-14,10,0.9999999920720102,6.353165398852712e-08,10,1.0,0.0,10
109,mnist,dendritic_shunting,2,2x2,test,exact_transport,1e-05,0.9999999999999934,6.254475347121973e-15,10,0.9999999999999405,1.6681857804769186e-14,10,0.9999999920720102,6.353165398852712e-08,10,1.0,0.0,10
110,mnist,dendritic_shunting,2,2x2,test,exact_transport,0.0001,0.9999999999999934,6.254475347121973e-15,10,0.9999999999999405,1.6681857804769186e-14,10,0.9999999920720102,6.353165398852712e-08,10,1.0,0.0,10
111,mnist,dendritic_shunting,2,2x2,test,exact_transport,0.001,0.9999999999999934,6.254475347121973e-15,10,0.9999999999999405,1.6681857804769186e-14,10,0.9999999920720102,6.353165398852712e-08,10,1.0000000065762777,1.824653093539156e-07,10
112,mnist,dendritic_shunting,2,2x2,test,global_scalar_available,1e-06,0.0012949880693954264,0.0016899426802050072,10,0.00312021779078275,0.0030047122270121652,10,6.348064091875154e-05,0.058880702389205446,10,-0.0002208458467916216,0.059119852571133905,10
113,mnist,dendritic_shunting,2,2x2,test,global_scalar_available,1e-05,0.0012949880693954264,0.0016899426802050072,10,0.00312021779078275,0.0030047122270121652,10,6.348064091875154e-05,0.058880702389205446,10,0.0019483611439928103,0.06092408661039535,10
114,mnist,dendritic_shunting,2,2x2,test,global_scalar_available,0.0001,0.0012949880693954264,0.0016899426802050072,10,0.00312021779078275,0.0030047122270121652,10,6.348064091875154e-05,0.058880702389205446,10,-0.0031285422088527617,0.06767491717712115,10
115,mnist,dendritic_shunting,2,2x2,test,global_scalar_available,0.001,0.0012949880693954264,0.0016899426802050072,10,0.00312021779078275,0.0030047122270121652,10,6.348064091875154e-05,0.058880702389205446,10,-0.026904582899006407,0.10703835570209821,10
