panel,source,series,label,regime,architecture,mechanism,credit,depth,n_seeds,mean,ci_low,ci_high,contrast,mean_pp,ci_low_pp,ci_high_pp,positive_pairs,negative_pairs,alignment_alpha,estimand,n_pairs,arm,metric,epoch,ci95_low,ci95_high,budget,recipe,positive_seeds,negative_seeds,seed,epochs_run,best_validation_loss
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5959100008010865,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,20.0,0.592559743821621,0.5996999979019165,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5961199939250946,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,21.0,0.5927200077474118,0.5999399960041046,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5964100003242493,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,22.0,0.5933200061321259,0.5999599933624268,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5975699961185456,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,23.0,0.5938199996948242,0.60203024700284,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5980999946594239,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,24.0,0.594539999961853,0.6023799955844878,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5983799874782563,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,25.0,0.5948897366225718,0.6021202322840691,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5993799984455108,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,26.0,0.5954597477614878,0.6041799962520599,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.5990399956703186,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,27.0,0.5952897435426712,0.6037599922716618,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6002099931240081,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,28.0,0.5970199941098691,0.6040399849414826,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6004199802875518,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,29.0,0.5972799837589264,0.6041499735414982,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6004599869251251,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,30.0,0.5975000022351742,0.6045499803125858,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.600819981098175,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,31.0,0.5975199818611145,0.6049902434647084,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6008599817752838,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,32.0,0.5979297287762165,0.6042799772322177,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6013699889183044,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,33.0,0.598330002874136,0.6048802369832992,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6013199925422669,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,34.0,0.5981697446107865,0.6049199938774108,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6013799905776978,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,35.0,0.5983500003814698,0.6049204879999162,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6019799947738648,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,36.0,0.5987399934232235,0.6056299924850465,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6020599901676178,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,37.0,0.5986900091171264,0.6059199810028076,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6026299953460693,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,38.0,0.5992800116539002,0.6064402395486832,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6028499960899353,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,39.0,0.5992400166392325,0.606989991813898,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6029100000858307,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,40.0,0.5991900026798249,0.6071599961817264,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6037799954414368,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,41.0,0.6002600073814393,0.6078499853610992,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6035999953746796,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,42.0,0.6000100074708462,0.6076702469587326,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6037599921226502,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,43.0,0.6003899872303009,0.6077202433347701,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6038899898529053,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,44.0,0.6005899904668331,0.607729989439249,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6044399976730347,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,45.0,0.6012997512519359,0.6080399990081787,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6040299892425537,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,46.0,0.6007799921929836,0.6077899932861328,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6044499993324279,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,47.0,0.601159745901823,0.6081699967384339,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6045600056648255,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,48.0,0.6013500094413758,0.6082300007343292,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6045500040054321,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,49.0,0.601370006799698,0.6080500008165837,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6050899982452392,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,50.0,0.6020900070667267,0.6082699897885324,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6054599940776825,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,51.0,0.6023599922657014,0.608979994058609,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6055199921131134,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,52.0,0.6022799907624722,0.6091099917888642,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6056399941444397,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,53.0,0.6023899912834167,0.6092099964618682,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6064299941062927,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,54.0,0.6031099975109101,0.6099002474546432,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6058299958705902,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,55.0,0.6024800002574922,0.6093599918484689,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6059399962425231,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,56.0,0.602659750431776,0.6094300031661988,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6064199984073639,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,57.0,0.603069746941328,0.6098602527379989,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6064499974250793,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,58.0,0.6031000016629696,0.6098604969680309,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6063299953937531,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,59.0,0.6031799972057342,0.6095499874651432,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6064199984073639,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,60.0,0.6032497470080852,0.6096602495014668,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6067399978637695,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,61.0,0.6032100021839142,0.6100499929487705,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6070699989795685,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,62.0,0.6034097497165203,0.6106999933719635,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6067899942398072,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,63.0,0.6038197402656077,0.6096399964392185,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6070799946784973,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,64.0,0.6042197351157664,0.6097702500224114,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6068099975585938,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,65.0,0.6036797469854355,0.6096300007402896,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.607039999961853,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,66.0,0.6037199974060059,0.6100002580881119,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6071699976921081,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,67.0,0.6038397496938706,0.6101100027561188,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6071300029754638,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,68.0,0.603840005248785,0.6100700080394745,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6072900056838989,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,69.0,0.6040997511148453,0.6101700069010259,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6072900056838989,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,70.0,0.6040997511148453,0.6101700069010259,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6072100043296814,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,71.0,0.603980010598898,0.6101400077342988,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6071300029754638,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,72.0,0.6038800060749054,0.6101099969446659,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6070800006389618,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,73.0,0.6038297533988953,0.61007000207901,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6068499982357025,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,74.0,0.6036299943923951,0.6098699988424778,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6069599986076355,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,75.0,0.6037499962747097,0.609909999370575,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6071699976921081,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,76.0,0.6042197413742543,0.6099400044977665,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6076999962329864,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,77.0,0.6046697382628917,0.6105200053751468,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6077599942684173,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,78.0,0.604749989360571,0.6105599999427795,,,,,,,
E,source_data/physical_depth_followup/condition_trajectory_summary.csv,,,,,,,1.0,10.0,0.6076599955558777,,,,,,,,,,,,exact_autograd_bp_recipe,test_accuracy,79.0,0.6047299920022488,0.6104002586007119,,,,,,,
