contrast,seed,difference_pp
shunting:neuron_minus_scalar_fallback,22608,3.7199974060058594
shunting:neuron_minus_scalar_fallback,22609,5.1299989223480225
additive:neuron_minus_strict_scalar,22600,6.5499961376190186
additive:neuron_minus_strict_scalar,22601,5.4300010204315186
additive:neuron_minus_strict_scalar,22602,5.210000276565552
additive:neuron_minus_strict_scalar,22603,7.440000772476196
additive:neuron_minus_strict_scalar,22604,6.01000189781189
additive:neuron_minus_strict_scalar,22605,5.1299989223480225
additive:neuron_minus_strict_scalar,22606,4.689997434616089
additive:neuron_minus_strict_scalar,22607,5.579996109008789
additive:neuron_minus_strict_scalar,22608,3.8999974727630615
additive:neuron_minus_strict_scalar,22609,5.2899956703186035
additive:exact_minus_neuron,22600,-0.07999539375305176
additive:exact_minus_neuron,22601,0.050002336502075195
additive:exact_minus_neuron,22602,0.5800008773803711
additive:exact_minus_neuron,22603,0.1499950885772705
additive:exact_minus_neuron,22604,0.1100003719329834
additive:exact_minus_neuron,22605,0.23999810218811035
additive:exact_minus_neuron,22606,0.3600001335144043
additive:exact_minus_neuron,22607,0.050002336502075195
additive:exact_minus_neuron,22608,0.5699992179870605
additive:exact_minus_neuron,22609,0.3300011157989502
additive:scalar_fallback_minus_strict_scalar,22600,2.2099971771240234
additive:scalar_fallback_minus_strict_scalar,22601,0.8199989795684814
additive:scalar_fallback_minus_strict_scalar,22602,0.09999871253967285
additive:scalar_fallback_minus_strict_scalar,22603,3.2899975776672363
additive:scalar_fallback_minus_strict_scalar,22604,-0.09999871253967285
additive:scalar_fallback_minus_strict_scalar,22605,1.7099976539611816
additive:scalar_fallback_minus_strict_scalar,22606,0.5800008773803711
additive:scalar_fallback_minus_strict_scalar,22607,2.369999885559082
additive:scalar_fallback_minus_strict_scalar,22608,0.0
additive:scalar_fallback_minus_strict_scalar,22609,1.8799960613250732
additive:neuron_minus_scalar_fallback,22600,4.339998960494995
additive:neuron_minus_scalar_fallback,22601,4.610002040863037
additive:neuron_minus_scalar_fallback,22602,5.110001564025879
additive:neuron_minus_scalar_fallback,22603,4.15000319480896
additive:neuron_minus_scalar_fallback,22604,6.1100006103515625
additive:neuron_minus_scalar_fallback,22605,3.420001268386841
additive:neuron_minus_scalar_fallback,22606,4.109996557235718
additive:neuron_minus_scalar_fallback,22607,3.209996223449707
additive:neuron_minus_scalar_fallback,22608,3.8999974727630615
additive:neuron_minus_scalar_fallback,22609,3.4099996089935303
h3_d1:reversed_minus_aligned,10200,-9.42000150680542
h3_d1:reversed_minus_aligned,10201,-10.370001196861267
h3_d1:reversed_minus_aligned,10202,18.97999942302704
h3_d1:reversed_minus_aligned,10203,-10.040003061294556
h3_d1:reversed_minus_aligned,10204,-9.469997882843018
h3_d1:reversed_minus_aligned,10205,-0.29000043869018555
h3_d1:reversed_minus_aligned,10206,2.9899954795837402
h3_d1:reversed_minus_aligned,10207,-4.420000314712524
h3_d1:reversed_minus_aligned,10208,3.290003538131714
h3_d1:reversed_minus_aligned,10209,-2.1099984645843506
h3_d2:reversed_minus_aligned,10200,-2.7899980545043945
h3_d2:reversed_minus_aligned,10201,0.959998369216919
h3_d2:reversed_minus_aligned,10202,-7.760000228881836
h3_d2:reversed_minus_aligned,10203,-5.199998617172241
h3_d2:reversed_minus_aligned,10204,-5.26999831199646
h3_d2:reversed_minus_aligned,10205,-4.469996690750122
h3_d2:reversed_minus_aligned,10206,0.1399993896484375
h3_d2:reversed_minus_aligned,10207,-1.3399958610534668
h3_d2:reversed_minus_aligned,10208,6.619995832443237
h3_d2:reversed_minus_aligned,10209,2.8499960899353027
h3_d3:reversed_minus_aligned,10200,2.160000801086426
h3_d3:reversed_minus_aligned,10201,0.8499979972839355
h3_d3:reversed_minus_aligned,10202,0.7800042629241943
h3_d3:reversed_minus_aligned,10203,1.7000019550323486
h3_d3:reversed_minus_aligned,10204,-0.5199968814849854
h3_d3:reversed_minus_aligned,10205,0.98000168800354
h3_d3:reversed_minus_aligned,10206,0.03999471664428711
h3_d3:reversed_minus_aligned,10207,-0.0299990177154541
h3_d3:reversed_minus_aligned,10208,2.0000040531158447
h3_d3:reversed_minus_aligned,10209,-2.340000867843628
h3:depth_by_placement,10200,-11.580002307891846
h3:depth_by_placement,10201,-11.219999194145203
h3:depth_by_placement,10202,18.199995160102844
h3:depth_by_placement,10203,-11.740005016326904
h3:depth_by_placement,10204,-8.950001001358032
h3:depth_by_placement,10205,-1.2700021266937256
h3:depth_by_placement,10206,2.950000762939453
h3:depth_by_placement,10207,-4.39000129699707
h3:depth_by_placement,10208,1.2899994850158691
h3:depth_by_placement,10209,0.23000240325927734
h4_d1:reversed_minus_aligned,10400,3.6199986934661865
h4_d1:reversed_minus_aligned,10401,0.9399950504302979
h4_d1:reversed_minus_aligned,10402,7.279998064041138
h4_d1:reversed_minus_aligned,10403,10.019999742507935
h4_d1:reversed_minus_aligned,10404,-0.6399989128112793
h4_d1:reversed_minus_aligned,10405,8.050000667572021
h4_d1:reversed_minus_aligned,10406,12.500002980232239
h4_d1:reversed_minus_aligned,10407,6.440001726150513
h4_d1:reversed_minus_aligned,10408,12.880000472068787
h4_d1:reversed_minus_aligned,10409,1.9999980926513672
h4_d2:reversed_minus_aligned,10400,-4.739999771118164
h4_d2:reversed_minus_aligned,10401,4.780000448226929
h4_d2:reversed_minus_aligned,10402,4.37999963760376
h4_d2:reversed_minus_aligned,10403,7.800000905990601
h4_d2:reversed_minus_aligned,10404,9.870004653930664
h4_d2:reversed_minus_aligned,10405,7.120001316070557
h4_d2:reversed_minus_aligned,10406,-1.690000295639038
h4_d2:reversed_minus_aligned,10407,5.37000298500061
h4_d2:reversed_minus_aligned,10408,2.0099997520446777
h4_d2:reversed_minus_aligned,10409,8.619999885559082
h4_d3:reversed_minus_aligned,10400,-0.9700000286102295
h4_d3:reversed_minus_aligned,10401,1.0300040245056152
h4_d3:reversed_minus_aligned,10402,3.4699976444244385
h4_d3:reversed_minus_aligned,10403,-4.439997673034668
h4_d3:reversed_minus_aligned,10404,-5.7099997997283936
h4_d3:reversed_minus_aligned,10405,-4.149997234344482
h4_d3:reversed_minus_aligned,10406,-3.6700010299682617
h4_d3:reversed_minus_aligned,10407,-0.40000081062316895
h4_d3:reversed_minus_aligned,10408,-0.6199955940246582
h4_d3:reversed_minus_aligned,10409,-5.739998817443848
h4_d4:reversed_minus_aligned,10400,0.019997358322143555
h4_d4:reversed_minus_aligned,10401,-1.8099963665008545
h4_d4:reversed_minus_aligned,10402,-2.9799997806549072
h4_d4:reversed_minus_aligned,10403,-4.829996824264526
h4_d4:reversed_minus_aligned,10404,-5.939996242523193
h4_d4:reversed_minus_aligned,10405,-2.369999885559082
h4_d4:reversed_minus_aligned,10406,-7.510000467300415
h4_d4:reversed_minus_aligned,10407,-1.1500000953674316
h4_d4:reversed_minus_aligned,10408,-0.4499971866607666
h4_d4:reversed_minus_aligned,10409,0.1600027084350586
h4:depth_by_placement,10400,3.600001335144043
h4:depth_by_placement,10401,2.7499914169311523
h4:depth_by_placement,10402,10.259997844696045
h4:depth_by_placement,10403,14.849996566772461
h4:depth_by_placement,10404,5.299997329711914
h4:depth_by_placement,10405,10.420000553131104
h4:depth_by_placement,10406,20.010003447532654
h4:depth_by_placement,10407,7.590001821517944
h4:depth_by_placement,10408,13.329997658729553
h4:depth_by_placement,10409,1.8399953842163086
