cohort,root_id,channels,method,total_capture,residual_capture,dictionary_rank,nonzero_coefficients,wiring_density,coverage,incremental_total_capture
pinky,648518346349538466,8,common + ancestry,0.9782447514998548,0.9673286480210518,8.0,19.0,0.2375,1.0,0.6441262404006991
pinky,648518346349538466,8,common + depth bins,0.8326182326482462,0.7486312952954325,8.0,18.0,0.225,1.0,0.4984997215490904
pinky,648518346349538466,8,common + random routes,0.8381715634396251,0.7569711138426425,6.285,17.63,0.22037500000000002,1.0,0.5040530523404693
pinky,648518346349538466,8,common + shuffled routes,0.767689604457916,0.6511235115943025,6.73,19.0,0.2375,1.0,0.4335710933587603
pinky,648518346349538466,8,common + surrogate ancestry,0.8735563811052808,0.8101109266403591,6.87,23.565,0.2945625,1.0,0.539437870006125
pinky,648518346349538466,8,common-constrained SVD,0.9816824635489932,0.9724912964899451,8.0,80.0,1.0,1.0,0.6475639524498373
pinky,648518346349539333,1,common + ancestry,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,1,common + depth bins,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,1,common + random routes,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,1,common + shuffled routes,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,1,common + surrogate ancestry,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,1,common-constrained SVD,0.4059040115122097,3.790564408917119e-32,1.0,9.0,1.0,1.0,1.1102230246251563e-16
pinky,648518346349539333,2,common + ancestry,0.7960546478246275,0.6567131303234447,2.0,10.0,0.5555555555555556,1.0,0.3901506363124179
pinky,648518346349539333,2,common + depth bins,0.450794050616853,0.0755602461125962,2.0,13.0,0.7222222222222222,1.0,0.0448900391046434
pinky,648518346349539333,2,common + random routes,0.5180868518980669,0.1888294864124684,1.4,10.315,0.5730555555555555,1.0,0.11218284038585731
pinky,648518346349539333,2,common + shuffled routes,0.4700916570561558,0.1080425500049732,2.0,10.0,0.5555555555555556,1.0,0.06418764554394618
