cohort,seed,task_group,optimizer,step,dictionary,sites,field_energy_capture,mean_per_example_capture,error_weighted_capture,test_nmse,source_sha256
saved_conductance,15400,1,adam,0,initial_profile_projection,6,0.9881167608669807,0.9876038430954532,0.9875674198637023,1.8110778592567789,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,0,best_fixed_rank1_q,6,0.988149183096863,0.9875554712875164,0.9874550323966098,1.8110778592567789,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,0,best_fixed_rank1_error,6,0.9879303109549175,0.9875203210077512,0.9876736615533048,1.8110778592567789,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,1000,unit_projection,6,0.7507235407794384,0.7479345109068334,0.7653054966450965,0.0005856588385870234,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,1000,initial_profile_projection,6,0.7788584135486738,0.778725961161207,0.781545671943433,0.0005856588385870234,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,1000,best_fixed_rank1_q,6,0.9914580385456795,0.9911212457469889,0.9931068275468522,0.0005856588385870234,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,1,adam,1000,best_fixed_rank1_error,6,0.9911658332582632,0.9907304536004299,0.9933999474475045,0.0005856588385870234,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,0,unit_projection,6,0.5813969782323118,0.577633311495459,0.56199945376711,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,0,initial_profile_projection,6,0.9881167608669807,0.9876038430954532,0.9829406633276729,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,0,best_fixed_rank1_q,6,0.988149183096863,0.9875554712875164,0.9823626701139008,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,0,best_fixed_rank1_error,6,0.9849969850509778,0.9851773487301223,0.9854966089677786,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,1000,unit_projection,6,0.7424584855294587,0.7398258933344921,0.7559861654489588,0.0007560921594829398,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,1000,initial_profile_projection,6,0.7585092104658718,0.7584415883386133,0.7617630907556656,0.0007560921594829398,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,1000,best_fixed_rank1_q,6,0.9918381163092845,0.9915143583510873,0.9921906775594858,0.0007560921594829398,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,sgd,1000,best_fixed_rank1_error,6,0.9915093702392428,0.9911000406891137,0.9925198915851963,0.0007560921594829398,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,0,unit_projection,6,0.5813969782323118,0.577633311495459,0.56199945376711,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,0,initial_profile_projection,6,0.9881167608669807,0.9876038430954532,0.9829406633276729,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,0,best_fixed_rank1_q,6,0.988149183096863,0.9875554712875164,0.9823626701139008,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,0,best_fixed_rank1_error,6,0.9849969850509778,0.9851773487301223,0.9854966089677786,1.07425182663105,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,1000,unit_projection,6,0.7435062712893122,0.7408474350469919,0.7614241642893167,0.00017319313666921298,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,1000,initial_profile_projection,6,0.7697861854461823,0.7696885895273641,0.7765071699563048,0.00017319313666921298,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,1000,best_fixed_rank1_q,6,0.9917470342974825,0.9914248431869848,0.9927545237621296,0.00017319313666921298,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15400,2,adam,1000,best_fixed_rank1_error,6,0.9910266304744471,0.9905911478143308,0.993477443134762,0.00017319313666921298,42f988c3d1f3b443ae2b72ed1b72eae9e9949dd675881d7c2c81f895f3819f74
saved_conductance,15401,0,sgd,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7180253407680448,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.9929623261797491,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.9929901202542766,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,0,best_fixed_rank1_error,6,0.991302527596412,0.9909323526038618,0.9935221572922893,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,1000,unit_projection,6,0.7369748762597474,0.7340903198305911,0.7458438400857488,0.0005447564241679086,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,1000,initial_profile_projection,6,0.9431223441700459,0.943235567827517,0.9434195436554496,0.0005447564241679086,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,1000,best_fixed_rank1_q,6,0.9909314869070094,0.9905779059966583,0.9920543795095096,0.0005447564241679086,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,sgd,1000,best_fixed_rank1_error,6,0.9906814487376715,0.9902647043563415,0.9923051650016224,0.0005447564241679086,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7180253407680448,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.9929623261797491,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.9929901202542766,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,0,best_fixed_rank1_error,6,0.991302527596412,0.9909323526038618,0.9935221572922893,0.39964336553248536,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,1000,unit_projection,6,0.7375212439845589,0.7346030352465284,0.745630032664848,0.00025167245590766046,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,1000,initial_profile_projection,6,0.9439751207361011,0.9440995384847859,0.9442863282491105,0.00025167245590766046,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,1000,best_fixed_rank1_q,6,0.9908351279237446,0.9904748915854007,0.9916948310900237,0.00025167245590766046,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,0,adam,1000,best_fixed_rank1_error,6,0.9904672427585278,0.9900484228928195,0.9920638506156534,0.00025167245590766046,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7176509688065319,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.993319115419775,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.993343242444658,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,0,best_fixed_rank1_error,6,0.9914643365720318,0.9910852996832049,0.9937128844352866,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,1000,unit_projection,6,0.7366289493756286,0.7337481600973603,0.7485209964550208,0.0006184857252928537,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,1000,initial_profile_projection,6,0.9430767356024767,0.9431948018044478,0.9429163315056269,0.0006184857252928537,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,1000,best_fixed_rank1_q,6,0.9909297137853788,0.9905743631517249,0.9922908294993348,0.0006184857252928537,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,sgd,1000,best_fixed_rank1_error,6,0.9906662736064354,0.9902220248525112,0.9925550239119336,0.0006184857252928537,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7176509688065319,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.993319115419775,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.993343242444658,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,0,best_fixed_rank1_error,6,0.9914643365720318,0.9910852996832049,0.9937128844352866,0.4035038411604463,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,1000,unit_projection,6,0.7383721854102827,0.7354440289459985,0.7468787924121709,0.0002727925125954331,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,1000,initial_profile_projection,6,0.942536971710126,0.9426654906832643,0.9427514630903336,0.0002727925125954331,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,1000,best_fixed_rank1_q,6,0.9908064324306075,0.9904439167264865,0.9916206203398993,0.0002727925125954331,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,1,adam,1000,best_fixed_rank1_error,6,0.9904066690207215,0.9899819470558037,0.9920216237073252,0.0002727925125954331,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7182884683630333,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.9928994614551859,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.9929283076784091,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,0,best_fixed_rank1_error,6,0.9912477531153089,0.9908784831965409,0.9935153403323898,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,1000,unit_projection,6,0.7360774484221843,0.7331909461258403,0.7449925534753852,0.0006760568647260179,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,1000,initial_profile_projection,6,0.9414013280238019,0.9415410104338428,0.9407639411280304,0.0006760568647260179,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,1000,best_fixed_rank1_q,6,0.9908723813733291,0.9905146096818468,0.9913765972180965,0.0006760568647260179,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,sgd,1000,best_fixed_rank1_error,6,0.9907041164217665,0.9902775579367301,0.9915451335124003,0.0006760568647260179,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,0,unit_projection,6,0.7019501555529523,0.6994831297813174,0.7182884683630333,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,0,initial_profile_projection,6,0.9918323973821187,0.9915371805662174,0.9928994614551859,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,0,best_fixed_rank1_q,6,0.991832778099583,0.9915348635166616,0.9929283076784091,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,0,best_fixed_rank1_error,6,0.9912477531153089,0.9908784831965409,0.9935153403323898,0.4536082591675915,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,1000,unit_projection,6,0.7363314768652431,0.7334333298696272,0.7433180853744276,0.00037126679975636723,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,1000,initial_profile_projection,6,0.9418899499011314,0.9420205653565484,0.9412258100156163,0.00037126679975636723,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,1000,best_fixed_rank1_q,6,0.9908503492428827,0.9904932581679994,0.9907362699682741,0.00037126679975636723,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15401,2,adam,1000,best_fixed_rank1_error,6,0.9906133935672782,0.9902026626938621,0.9909735339349977,0.00037126679975636723,95ac92b623b963a340ba7a4a08700fe447f0ca9b3c110bdee60d35a30c2cf71a
saved_conductance,15402,0,sgd,0,unit_projection,6,0.7703493758442593,0.7676926369231478,0.7439282827231344,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,0,initial_profile_projection,6,0.9923270666709525,0.9919951764459216,0.9862155647475287,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,0,best_fixed_rank1_q,6,0.9924115991470178,0.992036602156335,0.9863922919259183,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,0,best_fixed_rank1_error,6,0.9907735148200211,0.9905244460892016,0.9880175650801336,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,1000,unit_projection,6,0.7360946805319222,0.7329428473242976,0.7472034603022595,0.00028148766272859815,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,1000,initial_profile_projection,6,0.9545556609183249,0.9541758255858283,0.9563449309294766,0.00028148766272859815,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,1000,best_fixed_rank1_q,6,0.9908052527582156,0.9904024658951498,0.9912180890823082,0.00028148766272859815,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,sgd,1000,best_fixed_rank1_error,6,0.9905927634607683,0.9901321504998041,0.9914308927885327,0.00028148766272859815,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,0,unit_projection,6,0.7703493758442593,0.7676926369231478,0.7439282827231344,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,0,initial_profile_projection,6,0.9923270666709525,0.9919951764459216,0.9862155647475287,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,0,best_fixed_rank1_q,6,0.9924115991470178,0.992036602156335,0.9863922919259183,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,0,best_fixed_rank1_error,6,0.9907735148200211,0.9905244460892016,0.9880175650801336,0.131978079692775,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,1000,unit_projection,6,0.7360202176860823,0.7329180404156146,0.7466169878355583,6.281455707015609e-10,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,1000,initial_profile_projection,6,0.9566387151751734,0.9562430724775554,0.9585591756015647,6.281455707015609e-10,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,1000,best_fixed_rank1_q,6,0.9909232434632015,0.9905306483212857,0.9915426391639122,6.281455707015609e-10,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,0,adam,1000,best_fixed_rank1_error,6,0.9907332210959137,0.9902866079376158,0.9917330029521124,6.281455707015609e-10,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,0,unit_projection,6,0.7703493758442593,0.7676926369231478,0.7623800547433067,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,0,initial_profile_projection,6,0.9923270666709525,0.9919951764459216,0.9899093838786029,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,0,best_fixed_rank1_q,6,0.9924115991470178,0.992036602156335,0.9900359659975382,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,0,best_fixed_rank1_error,6,0.992260588164999,0.9919197264622289,0.9901863076170342,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,1000,unit_projection,6,0.7397330434651535,0.7366065616448993,0.7532899554848179,0.0006419878764565578,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,1000,initial_profile_projection,6,0.9606720181329391,0.9602732578931116,0.9624718635333498,0.0006419878764565578,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,1000,best_fixed_rank1_q,6,0.9908694762136223,0.9904736530104331,0.9923739508297067,0.0006419878764565578,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,sgd,1000,best_fixed_rank1_error,6,0.9906285538505681,0.9901162454528194,0.9926155695469278,0.0006419878764565578,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,0,unit_projection,6,0.7703493758442593,0.7676926369231478,0.7623800547433067,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,0,initial_profile_projection,6,0.9923270666709525,0.9919951764459216,0.9899093838786029,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,0,best_fixed_rank1_q,6,0.9924115991470178,0.992036602156335,0.9900359659975382,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,0,best_fixed_rank1_error,6,0.992260588164999,0.9919197264622289,0.9901863076170342,0.06656376444732676,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,1000,unit_projection,6,0.7368799385842851,0.7337647197191121,0.743847536342424,2.346759037250559e-12,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,1000,initial_profile_projection,6,0.9570831135041321,0.9566909822769312,0.9583905894572128,2.346759037250559e-12,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
saved_conductance,15402,1,adam,1000,best_fixed_rank1_q,6,0.990895218510931,0.9904997914217388,0.9914712379119689,2.346759037250559e-12,aff50f6747b746898584c45821ace7b88c46841e3589f4332dd7efdd76740286
