cohort,seed,family,optimizer,rule,rate,step,source_state,field,index,eigenvalue,fraction
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,4,0.2615306159366896,0.08080613775048807
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,5,0.2445878062543253,0.07557125154731845
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,6,0.24458780625432514,0.07557125154731839
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,7,0.1443302215685379,0.044594273308517805
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,8,0.14433022156853784,0.04459427330851779
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,9,0.04819852922755567,0.014892088171717584
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,10,0.023918218877865202,0.007390105676419049
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,11,0.02133810991335666,0.006592919313932843
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,12,0.006985705929820229,0.0021584008955422033
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,13,0.006985705929820224,0.002158400895542202
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,14,0.0013543381910878717,0.0004184551702974843
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,15,0.001354338191087864,0.00041845517029748193
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,16,1.859202803304563e-16,5.744451650214843e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,17,1.0037653995416837e-16,3.101373231353301e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,18,1.0250400340201944e-17,3.1671063019578516e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,19,4.336931048408332e-18,1.3399985560271392e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,20,1.477966847035495e-18,4.566531998728426e-19
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,21,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,22,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,23,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,24,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,1,1.9638656063857027,0.3628448120803624
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,2,1.0970564985182458,0.20269271876449074
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,3,0.7992062582986097,0.14766175631513914
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,4,0.41156432468259063,0.07604083475104492
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,5,0.37716160924985626,0.06968457148350998
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,6,0.26062998530151377,0.04815412914801167
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,7,0.2110814134633279,0.03899950971834285
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,8,0.14288359836638403,0.026399246582881664
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,9,0.05989608058786924,0.011066430429143787
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,10,0.04691931942040515,0.008668837410604263
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,11,0.019464378207144865,0.0035962484550205506
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,12,0.011457429270425569,0.0021168804815532385
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,13,0.008063910626497212,0.001489892244352266
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,14,0.0017001156631465692,0.0003141142379109128
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,15,0.0014614481029137278,0.0002700178976314264
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,16,4.162279634749128e-16,7.690249103531843e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,17,1.1410520801569203e-16,2.1082136488983858e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,18,5.038784282281812e-17,9.309683565276263e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,19,8.113675349985649e-18,1.4990868000711906e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,20,1.4888359047538977e-18,2.750780818821601e-19
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,21,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,22,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,23,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,24,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,1,0.5330056292102479,0.6357840010467848
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,2,0.23653622861770102,0.28214701980897494
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,3,0.0674105438728548,0.08040917946725398
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,4,0.0013517888430726716,0.0016124514866617534
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,5,2.6478778817614444e-05,3.1584626909925496e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,path_q,6,1.3215286988253315e-05,1.576356341456002e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,1,2.1249365252561336,0.6806474276137563
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,2,0.7919897452043793,0.25368559312841477
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,3,0.19972570816284366,0.06397498836958869
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,4,0.005173941835567333,0.0016572872455931898
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,5,6.994413383223325e-05,2.2404102053751193e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,loss_credit,6,3.839835719641305e-05,1.2299540593186606e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,1,0.9360849367737791,0.28922582572669014
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,2,0.6149383314289913,0.189999902457062
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,3,0.535994309367812,0.16560825906033833
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,4,0.2615306159366896,0.08080613775048807
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,5,0.2445878062543253,0.07557125154731845
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,6,0.24458780625432514,0.07557125154731839
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,7,0.1443302215685379,0.044594273308517805
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,8,0.14433022156853784,0.04459427330851779
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,9,0.04819852922755567,0.014892088171717584
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,10,0.023918218877865202,0.007390105676419049
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,11,0.02133810991335666,0.006592919313932843
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,12,0.006985705929820229,0.0021584008955422033
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,13,0.006985705929820224,0.002158400895542202
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,14,0.0013543381910878717,0.0004184551702974843
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,15,0.001354338191087864,0.00041845517029748193
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,16,1.859202803304563e-16,5.744451650214843e-17
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,17,1.0037653995416837e-16,3.101373231353301e-17
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,18,1.0250400340201944e-17,3.1671063019578516e-18
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,19,4.336931048408332e-18,1.3399985560271392e-18
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,20,1.477966847035495e-18,4.566531998728426e-19
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,21,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,22,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,23,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_jacobian_nonroot,24,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,1,8.15438598805044,0.5775495405075609
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,2,2.3068995460047885,0.16339044714643267
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,3,1.3246488439250528,0.09382071590232573
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,4,0.7164992910251538,0.05074739372308102
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,5,0.4560914155768009,0.03230352204100189
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,6,0.42282715311339814,0.029947518838649885
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,7,0.25682372541375786,0.01819001759562505
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,8,0.1855039461290254,0.013138661697662974
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,9,0.12750450798305443,0.009030743713403944
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,10,0.07857091559958503,0.005564931101899906
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,11,0.04586696192627541,0.0032486128108011624
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,12,0.019523027344284176,0.0013827546903630984
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,13,0.017230406040735086,0.0012203755262711628
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,14,0.0032853976984894367,0.0002326943970922848
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,15,0.003276586221042622,0.00023207030782816876
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,16,9.486381111014276e-16,6.718905702740461e-17
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,17,1.497600569509344e-16,1.0607034325471926e-17
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,18,5.8322306951620534e-18,4.130785767390756e-19
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,19,1.8377928907704116e-18,1.3016509657108813e-19
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,20,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,21,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,22,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,23,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,0,same_initial,parameter_gradient_nonroot,24,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,1,2.4083985406583253,0.9999021288690332
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,2,0.00012391704831897247,5.144701689755988e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,3,4.555771938050614e-05,1.8914336570945734e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,4,4.2908418761211074e-05,1.7814418395225915e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,5,2.335209057182792e-05,9.695158289678522e-06
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,6,4.836859342480797e-10,2.008133567571676e-10
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,1,0.005061671581980971,0.9999033338500015
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,2,2.6904352020699033e-07,5.314795882122904e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,3,8.852355737004565e-08,1.7487306061830404e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,4,8.368573390121158e-08,1.653162260099793e-05
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,5,4.8085882816712046e-08,9.499082222306781e-06
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,6,9.126671136568052e-13,1.8029199936427812e-10
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,1,2.521293152957194,0.2644072857040866
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,2,1.113917286907479,0.11681618457759214
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,3,0.9254686919540667,0.0970536347812946
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,4,0.8664025546343402,0.09085938599772252
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,5,0.8365968712820001,0.08773367258176992
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,6,0.6347864670610645,0.06656987370169257
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,7,0.4727107813730943,0.049573043293010446
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,8,0.3951790708067494,0.04144231516931012
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,9,0.39517907080674847,0.041442315169310025
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,10,0.26441418490706464,0.027729039303079565
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,11,0.26441418490706453,0.027729039303079555
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,12,0.21669934717740771,0.02272519803332789
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,13,0.21669934717740763,0.02272519803332788
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,14,0.2059403697675707,0.021596907175697944
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,15,0.20594036976757057,0.02159690717569793
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,16,1.0194733497152683e-15,1.0691187612583171e-16
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,17,5.061057346792946e-16,5.3075162413728594e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,18,4.408803257663869e-16,4.623499259477146e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,19,2.2808876255549666e-16,2.391960273884371e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,20,1.0996412894201027e-16,1.1531906483888653e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,21,7.405489549891408e-17,7.766115530437919e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,22,5.156600359208808e-17,5.4077119229073135e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,23,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_jacobian_nonroot,24,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,1,0.0060692995084820865,0.2981001126297324
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,2,0.0024509217528281084,0.12037963352173506
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,3,0.0020867698876892416,0.10249392663570724
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,4,0.001760053683810566,0.08644691214283542
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,5,0.0016618640085613175,0.08162422161488053
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,6,0.0013356022644437934,0.06559952839743691
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,7,0.0008785024977167189,0.04314858628229915
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,8,0.0007812822663947982,0.03837351102584648
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,9,0.0007124009130523531,0.03499032995844737
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,10,0.0005658841206316028,0.027794001574630935
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,11,0.0005553904339949362,0.027278592973701013
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,12,0.00048303764213858944,0.023724908504626798
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,13,0.0004293325528063441,0.021087125815478194
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,14,0.00040639636042273994,0.01996059028641191
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,15,0.00018319909242710792,0.008998018636230369
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,16,8.211455520822685e-19,4.033143877955492e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,17,7.336916462903212e-19,3.60360470082219e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,18,5.807161525836497e-19,2.8522492628541495e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,19,3.555555375616593e-19,1.746348909707436e-17
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,20,1.7651252672580216e-19,8.669600836799037e-18
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,21,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,22,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,23,0.0,0.0
counterfactual_same_state,127200,matching,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,parameter_gradient_nonroot,24,0.0,0.0
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,1,2.4083985406583253,0.9999021288690332
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,2,0.00012391704831897247,5.144701689755988e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,3,4.555771938050614e-05,1.8914336570945734e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,4,4.2908418761211074e-05,1.7814418395225915e-05
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,5,2.335209057182792e-05,9.695158289678522e-06
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,path_q,6,4.836859342480797e-10,2.008133567571676e-10
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,1,14.1613961749762,0.9999254650851783
counterfactual_same_state,127200,quartet,sgd,reference_matching_exact,0.03,1024,matching_exact_trained,loss_credit,2,0.00048325074931283624,3.412196963412831e-05
