family,optimizer,rule,rate,selected_rate,common_rate,step,dictionary,field_energy_fidelity,error_weighted_energy_fidelity,eligibility_weighted_update_fidelity,population_gradient_cosine_nonroot,population_nmse
matching,adam,calibrated_broadcast,0.003,False,True,256,initial_mean_fixed,0.5160923981781089,0.5131213196050624,0.48265630887292854,0.7381760518135037,0.3573263559919476
matching,adam,calibrated_broadcast,0.003,False,True,256,initial_mean_projection,0.6814253070768667,0.6772693944425113,0.6467724007978848,0.7623778426631723,0.3573263559919476
matching,adam,calibrated_broadcast,0.003,False,True,256,uniform_projection,0.10277426328960862,0.10296940879416336,0.09096513856323077,0.1717109697064019,0.3573263559919476
matching,adam,calibrated_broadcast,0.003,False,True,256,unit_broadcast_fixed,-3.684337284070259,-3.743824273603998,-3.856042199721208,0.10674279912178992,0.3573263559919476
matching,adam,calibrated_broadcast,0.003,False,True,512,ancestry_K2,0.2736615672958057,0.27381641649456856,0.2626716330116619,0.5125194856711223,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,ancestry_K3,0.44235877757202696,0.44240693504198775,0.4349607263669676,0.6295088823850603,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,ancestry_K4,0.6664266747845624,0.6664026317400248,0.6444951064672614,0.8584884756747797,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,ancestry_K5,0.8828558942187927,0.8827095873638667,0.8781842247966987,0.9570988311448072,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,ancestry_K6,1.0,1.0,1.0,1.0,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,best_fixed_rank1_error,0.9996233897609781,0.999631677965738,0.9995971950798348,0.9998522085378315,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,best_fixed_rank1_q,0.999627640677702,0.9996274270448499,0.999592641026196,0.9998506655975954,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,initial_mean_fixed,0.4815103380205613,0.48159130501607833,0.4640844063144406,0.8178821918874478,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,initial_mean_projection,0.6870962201576961,0.6873297492590883,0.6692813674159113,0.8178494717941905,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,uniform_projection,0.0927551446866196,0.09295062980694682,0.09727191347351921,0.30324250760184573,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,512,unit_broadcast_fixed,-2.2010251694261576,-2.198782521664796,-2.1506170090315586,-0.07779600443623993,0.05726500105404103
matching,adam,calibrated_broadcast,0.003,False,True,1024,ancestry_K2,0.26317006414755034,0.2630820457132536,0.2487486444316263,0.44791747657913517,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,ancestry_K3,0.4323821515806259,0.43264751461106454,0.423836206109199,0.5659542191516185,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,ancestry_K4,0.655502469444617,0.6555950088880536,0.6378422204748906,0.7600034105676572,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,ancestry_K5,0.8678936279308923,0.8679575937401299,0.8649259001922445,0.8702838164183264,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,ancestry_K6,1.0,1.0,1.0,1.0,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,best_fixed_rank1_error,0.9999399810032227,0.9999231408279197,0.9999204335231958,0.999969442246976,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,best_fixed_rank1_q,0.9999433407524334,0.9999197813007823,0.9999167924486407,0.9999681598089483,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,initial_mean_fixed,0.4755020414549054,0.4754267502830675,0.45499791774833814,0.83432674611771,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,initial_mean_projection,0.6925305376042586,0.6924099569329545,0.6695453353149412,0.834365725445184,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,uniform_projection,0.08429596239406865,0.08432726738111737,0.08779656843848475,0.301676034438494,0.00037153713939508826
matching,adam,calibrated_broadcast,0.003,False,True,1024,unit_broadcast_fixed,-2.045587632410702,-2.046383428660662,-2.0192385610018913,0.0746606649854367,0.00037153713939508826
matching,adam,calibrated_broadcast,0.01,True,False,0,ancestry_K2,0.3083582524673032,0.2973966259416334,0.24846543778421964,0.523086435353941,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,ancestry_K3,0.4685330879015724,0.46822168825946153,0.4393112297084353,0.6843914017985346,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,ancestry_K4,0.6771816499392043,0.6675946471057911,0.6482608748635483,0.8250851877227223,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,ancestry_K5,0.8243736893381384,0.826924151486202,0.8187873243389321,0.9053408013437622,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,ancestry_K6,1.0,1.0,1.0,1.0,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,best_fixed_rank1_error,0.7541662576003328,0.790313183747259,0.7584250579192309,0.8850269221861945,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,best_fixed_rank1_q,0.7637297203220822,0.7720548244719874,0.7353574758093365,0.8603346623017011,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,initial_mean_fixed,0.5420018821304391,0.5395803841021466,0.5276623638152905,0.7740700815443589,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,initial_mean_projection,0.6954598426394072,0.6760573872980016,0.6440620109151715,0.8267581768803032,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,uniform_projection,0.1449354674848665,0.13775560406139797,0.10625292972602633,0.3530227125207723,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,0,unit_broadcast_fixed,-6.198103180492853,-6.0111950896056365,-7.254775238279183,0.0937586679048554,1.2663796137084464
matching,adam,calibrated_broadcast,0.01,True,False,1,ancestry_K2,0.30904945751179735,0.29680732833529394,0.24544653333525485,0.5152771671057266,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,ancestry_K3,0.4692578777018096,0.4682577793065092,0.43649147593890725,0.6814752377352775,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,ancestry_K4,0.6759733497137667,0.6659243237345209,0.6440005002443951,0.8226280401475672,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,ancestry_K5,0.8232723205036623,0.8255611705884945,0.8152398760364374,0.9029923716813837,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,ancestry_K6,1.0,1.0,1.0,1.0,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,best_fixed_rank1_error,0.7585103444223028,0.7948012856715844,0.7648415797430591,0.8895357351529556,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,best_fixed_rank1_q,0.7680809078142374,0.7768604571797688,0.7432062567283471,0.8648255960868388,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,initial_mean_fixed,0.5472698858990324,0.5454245678429045,0.5332909872567593,0.7742693694155574,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,initial_mean_projection,0.7019187167920492,0.6835012048812562,0.6511288717033497,0.8330815852078809,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,uniform_projection,0.14387241526429279,0.13589612414405422,0.10360967582609022,0.34539623726501656,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,1,unit_broadcast_fixed,-6.394702308921621,-6.216140516067792,-7.5446733465142275,0.09139300934400281,1.2414087503665066
matching,adam,calibrated_broadcast,0.01,True,False,16,ancestry_K2,0.3212051927895174,0.31034501794398633,0.23613094530267728,0.4316269457229643,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,ancestry_K3,0.46397309910820994,0.46282728371481624,0.4010692338946253,0.5983327574109981,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,ancestry_K4,0.6608621953025334,0.6555941924068983,0.6046290589619712,0.7659938849552372,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,ancestry_K5,0.8141185420428512,0.8128468757433314,0.7772820458499606,0.8642650776875532,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,ancestry_K6,1.0,1.0,1.0,1.0,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,best_fixed_rank1_error,0.8050553013240378,0.8187963849943586,0.7908953665562455,0.9079277886897227,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,best_fixed_rank1_q,0.8095342345213282,0.8130951622126297,0.7839194949952633,0.902868324671506,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,initial_mean_fixed,0.5419094879089371,0.5480964404040265,0.5175086737441088,0.7465513761488147,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,initial_mean_projection,0.714417695520872,0.7092651856254044,0.6701813662993114,0.8426248332934876,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,uniform_projection,0.14750871744552083,0.14126608086380546,0.10455026837579026,0.2477216701952872,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,16,unit_broadcast_fixed,-8.270346085160197,-8.456290891519728,-10.843664586713734,0.11749782832593174,0.9632969805501244
matching,adam,calibrated_broadcast,0.01,True,False,64,ancestry_K2,0.3132496963960465,0.3123248085545427,0.26971339721894966,0.48402962887944445,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,ancestry_K3,0.4565740869538478,0.4560330403056093,0.417401024401007,0.5931271989231021,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,ancestry_K4,0.6437399134511264,0.6434126862794929,0.6020692999643127,0.746449016765247,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,ancestry_K5,0.8419986887633272,0.8415103382788647,0.8126378482902219,0.877942894399995,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,ancestry_K6,1.0,1.0,1.0,1.0,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,best_fixed_rank1_error,0.9263659931556047,0.9296102044097936,0.9314182972787723,0.9702574966266745,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,best_fixed_rank1_q,0.9277112063512517,0.9281601948513905,0.9294811337666713,0.9679229557252299,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,initial_mean_fixed,0.48246187416482267,0.4764823362118161,0.42950017678375013,0.6916678792642752,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,initial_mean_projection,0.6578535691509833,0.6561346918559006,0.6209927662705931,0.7548140728786952,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,uniform_projection,0.11321823003256215,0.11280732104333704,0.09814296968670698,0.12622442177915566,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,64,unit_broadcast_fixed,-4.8823721976228915,-4.934077371123901,-5.361940595007639,0.05573345512101289,0.48440764558130456
matching,adam,calibrated_broadcast,0.01,True,False,256,ancestry_K2,0.2644227906539959,0.26432918540168454,0.25507458878828365,0.4090801903503333,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,ancestry_K3,0.4333811801507531,0.4338106463644623,0.43017103493861814,0.5443616332882352,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,ancestry_K4,0.6602965633472173,0.660606691984503,0.6561060044484625,0.7261711972126206,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,ancestry_K5,0.8756021979421332,0.8756504806034677,0.8743323541454329,0.8860351550372443,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,ancestry_K6,1.0,1.0,1.0,1.0,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,best_fixed_rank1_error,0.9998936604330002,0.9999159444491965,0.999909718735414,0.9999737317650048,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,best_fixed_rank1_q,0.9999014508317832,0.9999081533649734,0.9999016891143249,0.9999718686124837,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,initial_mean_fixed,0.5081779494150044,0.5080443788749988,0.49100375223864257,0.8189923497657545,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,initial_mean_projection,0.6879515143517644,0.6877605424057993,0.6690748201841504,0.8191023445618406,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,uniform_projection,0.0844214838157756,0.08438690424651543,0.09164219507738111,0.1590655713003742,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,256,unit_broadcast_fixed,-2.6412807206795144,-2.6356073319467717,-2.6258537730879894,-0.03760583397905033,0.006707105248981611
matching,adam,calibrated_broadcast,0.01,True,False,512,ancestry_K2,0.26520397149275926,0.26545593313872223,0.25877189424257263,0.5200757400933373,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,ancestry_K3,0.43206506076869833,0.4325273243433803,0.43046102079427084,0.673821957456814,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,ancestry_K4,0.6538926896956497,0.654533531909028,0.6448928132893359,0.8303553437243071,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,ancestry_K5,0.8689070227579073,0.869132107421076,0.865789654335994,0.9330611592741545,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,ancestry_K6,1.0,1.0,1.0,1.0,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,best_fixed_rank1_error,0.9998779146485779,0.9998996054774404,0.9998932402200754,0.9999522813304992,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,best_fixed_rank1_q,0.999889513200098,0.9998880068308831,0.9998814017057043,0.9999487490164807,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,initial_mean_fixed,0.5135769826820182,0.5131117569905359,0.5020500235569605,0.8302588590234559,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,initial_mean_projection,0.6933029523154169,0.693142435008059,0.6790840279028468,0.8299407360863704,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,uniform_projection,0.08400807203198044,0.08417577703210474,0.09494332267792387,0.3333837897203735,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,512,unit_broadcast_fixed,-2.6256935305453295,-2.6199053503462713,-2.5558857460193147,0.011235862079541045,0.0007613216670454582
matching,adam,calibrated_broadcast,0.01,True,False,1024,ancestry_K2,0.26474595955255975,0.2647678361053154,0.2596698764816525,0.5083936186698266,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,ancestry_K3,0.4323689899323339,0.4327643793546006,0.43155894643706283,0.6236237912532792,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,ancestry_K4,0.6514240789035934,0.6515314650842308,0.6428421465590122,0.7830618452867372,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,ancestry_K5,0.8676981234336777,0.8677366253404379,0.8643474874876033,0.9273285439395345,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,ancestry_K6,1.0,1.0,1.0,1.0,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,best_fixed_rank1_error,0.9998026865807415,0.9997779492546,0.9997738792581309,0.9999099804661716,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,best_fixed_rank1_q,0.99981252756468,0.9997681082134511,0.9997640353259738,0.9999027690963217,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,initial_mean_fixed,0.5170961121434126,0.5178333483652626,0.5075442637393792,0.8341213099691789,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,initial_mean_projection,0.6920486385830309,0.6922005090037291,0.679295390643997,0.8342376510886785,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,uniform_projection,0.08439031231725054,0.08464100300449914,0.09592195591912629,0.3323883379371894,0.0011020577342460889
matching,adam,calibrated_broadcast,0.01,True,False,1024,unit_broadcast_fixed,-2.7293907098587082,-2.74310456898554,-2.676887012974409,0.0034837242288466353,0.0011020577342460889
matching,adam,exact,0.003,True,True,0,ancestry_K2,0.3083582524673032,0.2973966259416334,0.24846543778421964,0.523086435353941,1.2663796137084464
matching,adam,exact,0.003,True,True,0,ancestry_K3,0.4685330879015724,0.46822168825946153,0.4393112297084353,0.6843914017985346,1.2663796137084464
matching,adam,exact,0.003,True,True,0,ancestry_K4,0.6771816499392043,0.6675946471057911,0.6482608748635483,0.8250851877227223,1.2663796137084464
matching,adam,exact,0.003,True,True,0,ancestry_K5,0.8243736893381384,0.826924151486202,0.8187873243389321,0.9053408013437622,1.2663796137084464
matching,adam,exact,0.003,True,True,0,ancestry_K6,1.0,1.0,1.0,1.0,1.2663796137084464
matching,adam,exact,0.003,True,True,0,best_fixed_rank1_error,0.7541662576003328,0.790313183747259,0.7584250579192309,0.8850269221861945,1.2663796137084464
matching,adam,exact,0.003,True,True,0,best_fixed_rank1_q,0.7637297203220822,0.7720548244719874,0.7353574758093365,0.8603346623017011,1.2663796137084464
matching,adam,exact,0.003,True,True,0,initial_mean_fixed,0.5420018821304391,0.5395803841021466,0.5276623638152905,0.7740700815443589,1.2663796137084464
matching,adam,exact,0.003,True,True,0,initial_mean_projection,0.6954598426394072,0.6760573872980016,0.6440620109151715,0.8267581768803032,1.2663796137084464
matching,adam,exact,0.003,True,True,0,uniform_projection,0.1449354674848665,0.13775560406139797,0.10625292972602633,0.3530227125207723,1.2663796137084464
matching,adam,exact,0.003,True,True,0,unit_broadcast_fixed,-6.198103180492853,-6.0111950896056365,-7.254775238279183,0.0937586679048554,1.2663796137084464
matching,adam,exact,0.003,True,True,1,ancestry_K2,0.3090086747691119,0.29806334333145984,0.2480774067702823,0.5210460928188536,1.2514783512747742
matching,adam,exact,0.003,True,True,1,ancestry_K3,0.4684095665141366,0.4679835917701597,0.4381295875019286,0.6830532035767797,1.2514783512747742
matching,adam,exact,0.003,True,True,1,ancestry_K4,0.675967396773403,0.6662623653396107,0.6456776490122659,0.823920299009725,1.2514783512747742
matching,adam,exact,0.003,True,True,1,ancestry_K5,0.8235377032979267,0.8259574446619778,0.8168650236771384,0.9042044894279376,1.2514783512747742
matching,adam,exact,0.003,True,True,1,ancestry_K6,1.0,1.0,1.0,1.0,1.2514783512747742
matching,adam,exact,0.003,True,True,1,best_fixed_rank1_error,0.7562496793019627,0.79152105772898,0.7597044825940744,0.886000181795038,1.2514783512747742
matching,adam,exact,0.003,True,True,1,best_fixed_rank1_q,0.7655054533046626,0.774183715132717,0.7373442258954144,0.8621358527893646,1.2514783512747742
matching,adam,exact,0.003,True,True,1,initial_mean_fixed,0.5431576772874842,0.5410302487349606,0.528880856682602,0.7743491834826354,1.2514783512747742
matching,adam,exact,0.003,True,True,1,initial_mean_projection,0.6966390968823103,0.6782341506785384,0.6461277673334498,0.8281960242540384,1.2514783512747742
matching,adam,exact,0.003,True,True,1,uniform_projection,0.14476554117386828,0.13757384036608228,0.10577701019578867,0.3502269993571508,1.2514783512747742
matching,adam,exact,0.003,True,True,1,unit_broadcast_fixed,-6.285918521177633,-6.117293619004079,-7.401015538651042,0.0943731974168669,1.2514783512747742
matching,adam,exact,0.003,True,True,16,ancestry_K2,0.31698670530702683,0.31017337334841566,0.24570393413080033,0.4930199149923962,1.0893773307355943
matching,adam,exact,0.003,True,True,16,ancestry_K3,0.46389765577467756,0.46463019754835394,0.419595599121394,0.6508723122301177,1.0893773307355943
