cohort,seed,family,step,structure,common_rate,model,optimizer,rate,rule,selected_rate,total_energy,effective_rank,rank95,rank99,leading_fraction
matched_fresh_algebraic,211200,matching,16,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999996,1.5640880728674285,3,4,0.7887989057048986
matched_fresh_algebraic,211200,matching,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.9999999999999964,1.7520420648497446,4,4,0.7389603681436901
matched_fresh_algebraic,211200,matching,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,6.000000000000006,1.641067433376262,3,4,0.7677339335421534
matched_fresh_algebraic,211200,matching,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999998,1.330038741916346,2,4,0.8617574911103114
matched_fresh_algebraic,211200,matching,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.999999999999997,1.6410674178356897,3,4,0.7677339376249683
matched_fresh_algebraic,211200,matching,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.000000000000001,1.330038722740041,2,4,0.8617574979986002
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,exact,True,5.999999999999999,1.252084448175804,2,3,0.8899391661211892
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999996,2.0303551042218753,3,4,0.6704107994870894
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.000000000000001,1.4578527776086891,2,3,0.8142656577083809
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999999,1.3764623855707911,3,3,0.8452287422843938
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,6.0000000000000036,1.3117347286181598,3,4,0.8688010929039008
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999999,1.0173321763727141,1,1,0.9914244420729991
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,adam,0.003,exact,True,6.000000000000004,1.2082440379678545,2,3,0.9072037417353173
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999998,1.7702541338027322,3,4,0.72817510113809
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999997,1.292768060351477,2,3,0.8747497563498775
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999997,1.0300234109958648,1,2,0.9852638368119645
matched_fresh_algebraic,211200,matching,64,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.000000000000005,1.2927680309745344,2,3,0.8747497670883555
matched_fresh_algebraic,211200,matching,64,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.000000000000001,1.0300233954043292,1,2,0.9852638443344466
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,sgd,0.03,exact,True,5.9999999999999964,1.0168496026837288,1,1,0.991661847591354
matched_fresh_algebraic,211200,matching,256,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999997,1.438104416516848,2,3,0.8218769648589743
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.0,1.0006273752818868,1,1,0.999686440489119
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999999,1.087099670429227,1,3,0.9586050589650426
matched_fresh_algebraic,211200,matching,256,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999999,1.0031014138677588,1,1,0.9984522654076432
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999996,1.0003445815293168,1,1,0.9998277438308243
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999997,1.0077023177339364,1,1,0.9961672169354171
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.9999999999999964,2.1780732069461415,4,4,0.6403402365157048
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,6.0,1.010336177289987,1,1,0.994864866657209
matched_fresh_algebraic,211200,matching,256,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,6.000000000000004,1.0004119354088676,1,1,0.999794083404251
matched_fresh_algebraic,211200,matching,256,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.0000000000000036,1.010336167395014,1,1,0.9948648715419731
matched_fresh_algebraic,211200,matching,256,compatible,False,algebraic,adam,0.01,sign_broadcast,True,5.999999999999999,1.0004119357903973,1,1,0.9997940832136009
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,sgd,0.03,exact,True,6.000000000000001,1.0005510101748591,1,1,0.9997245953897519
matched_fresh_algebraic,211200,matching,512,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999999,1.015939159334741,1,1,0.9921100355460465
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,5.999999999999999,1.000237819767774,1,1,0.9998811082275578
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,6.0,1.006732386495273,1,1,0.996648276552278
matched_fresh_algebraic,211200,matching,512,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999999,1.0003617199605896,1,1,0.9998191844033929
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999998,1.0002324164208927,1,1,0.9998838088731644
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999999,1.0005291705265338,1,1,0.9997354986233092
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999991,1.1809300618781808,2,3,0.9181924554533282
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.9999999999999964,1.0006079183692316,1,1,0.9996961488666463
matched_fresh_algebraic,211200,matching,512,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999994,1.0000594449033353,1,1,0.9999702786783281
matched_fresh_algebraic,211200,matching,512,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.000000000000001,1.0006079183989862,1,1,0.9996961488517697
matched_fresh_algebraic,211200,matching,512,compatible,False,algebraic,adam,0.01,sign_broadcast,True,5.999999999999999,1.000059444746763,1,1,0.9999702787566082
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,sgd,0.03,exact,True,6.000000000000003,1.0002176611017883,1,1,0.9998911835660457
matched_fresh_algebraic,211200,matching,1024,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,6.000000000000003,1.0005815127796922,1,1,0.9997093426382593
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,5.9999999999999964,1.000147874669552,1,1,0.9999260690253505
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,6.000000000000003,1.0008831616697305,1,1,0.9995586795016137
matched_fresh_algebraic,211200,matching,1024,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,6.000000000000001,1.0002077295233078,1,1,0.9998961480224046
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,6.0,1.0002832110163313,1,1,0.999858416257248
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999997,1.0006952772156315,1,1,0.999652489214453
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,adam,0.003,unit_broadcast,True,6.000000000000001,1.0004548726863005,1,1,0.9997726221908917
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999994,1.000729068229038,1,1,0.9996356055849489
matched_fresh_algebraic,211200,matching,1024,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,6.000000000000002,1.0025556079446771,1,1,0.9987238322558202
matched_fresh_algebraic,211200,matching,1024,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.000000000000002,1.0007290682433645,1,1,0.9996356055777919
matched_fresh_algebraic,211200,matching,1024,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.0000000000000036,1.0025556095016859,1,1,0.9987238314793122
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,sgd,0.03,exact,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,0,compatible,False,algebraic,adam,0.01,sign_broadcast,True,5.999999999999998,1.924995668914405,4,4,0.6974107376133744
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,sgd,0.03,exact,True,5.999999999999997,1.956206635281488,4,4,0.6885350936962019
matched_fresh_algebraic,211200,quartet,1,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999992,1.9337514165532244,4,4,0.6950591450017931
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.000000000000001,1.9761890683995245,4,4,0.6847673378610699
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,6.000000000000002,1.985117542619439,4,4,0.6822026572527086
matched_fresh_algebraic,211200,quartet,1,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,6.0000000000000036,1.8896907643090177,4,4,0.7048778258031683
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999998,1.851108667044149,3,4,0.7127298020087175
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999999,1.909644405240972,4,4,0.700843137297068
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999999,1.9226302989574393,4,4,0.6979636744951453
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999999,1.9127065678866138,4,4,0.7001399633452624
matched_fresh_algebraic,211200,quartet,1,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,6.000000000000006,1.8840702348612874,4,4,0.7065733276518457
matched_fresh_algebraic,211200,quartet,1,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.9999999999999964,1.9127065718864824,4,4,0.7001399624524909
matched_fresh_algebraic,211200,quartet,1,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.000000000000001,1.8840702467505503,4,4,0.7065733249553223
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,sgd,0.03,exact,True,6.000000000000001,1.695802730553819,4,4,0.753474118437789
matched_fresh_algebraic,211200,quartet,16,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999996,2.639343150857311,4,5,0.5376809306013726
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.0,2.906469212420055,5,6,0.537438295600044
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999997,1.6035165974060783,3,4,0.7782266669084275
matched_fresh_algebraic,211200,quartet,16,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,6.000000000000005,2.5608166691152467,3,4,0.4931226382923192
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,6.000000000000002,1.949045440348509,4,5,0.6868518740064099
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,adam,0.003,exact,True,6.0,1.8227387227994045,4,4,0.7209027811723393
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,adam,0.003,unit_broadcast,True,6.000000000000002,1.846029289015444,4,4,0.7151369814005172
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999995,1.7646940222956573,3,4,0.7352143747927954
matched_fresh_algebraic,211200,quartet,16,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999999,2.2123604625982396,4,5,0.6275863152328183
matched_fresh_algebraic,211200,quartet,16,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.0,1.7646940178131123,3,4,0.7352143759139563
matched_fresh_algebraic,211200,quartet,16,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.0,2.2123604403195634,4,5,0.6275863213672369
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,sgd,0.03,exact,True,5.999999999999998,2.516446505216359,4,5,0.5906892421448575
matched_fresh_algebraic,211200,quartet,64,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,6.000000000000006,3.3163932505363727,5,6,0.4847849238985187
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.000000000000003,4.292597842875328,5,5,0.3620444415551388
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999999,2.0252974241178023,4,5,0.6786344756497449
matched_fresh_algebraic,211200,quartet,64,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999998,2.0908503069885698,3,4,0.6445373558990565
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,6.0,3.560622831000937,5,5,0.4516907785949138
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,adam,0.003,exact,True,6.000000000000003,2.672109178161095,4,4,0.5013796056601225
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,adam,0.003,unit_broadcast,True,6.0,2.9814157841247053,4,5,0.4445656581079929
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999999,2.369269038539689,4,5,0.5898455531187314
matched_fresh_algebraic,211200,quartet,64,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.9999999999999964,2.134817254825632,4,5,0.6500133837742316
matched_fresh_algebraic,211200,quartet,64,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.999999999999999,2.369268987825259,4,5,0.5898455659407705
matched_fresh_algebraic,211200,quartet,64,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.000000000000002,2.1348172503137794,4,5,0.6500133846780984
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,sgd,0.03,exact,True,6.0,4.487158024182034,5,5,0.3352276350165857
matched_fresh_algebraic,211200,quartet,256,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,6.000000000000002,4.384551870252927,5,5,0.3496073537167825
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.000000000000001,4.228808388163666,5,5,0.3693690977084497
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,6.000000000000001,2.7452352486415603,4,5,0.5503557336948477
matched_fresh_algebraic,211200,quartet,256,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.9999999999999964,4.008190070190806,5,5,0.3976134893595644
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999997,4.1908457397054395,5,5,0.37477667866643805
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,adam,0.003,exact,True,6.000000000000003,5.037073011524925,5,6,0.29428771197231995
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999997,4.175359631920706,5,5,0.3767305663156003
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,6.0,1.9883237449417315,3,4,0.6750745421633502
matched_fresh_algebraic,211200,quartet,256,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,6.000000000000003,3.8356032522641486,5,5,0.4181435544046595
matched_fresh_algebraic,211200,quartet,256,compatible,True,algebraic,adam,0.003,sign_broadcast,False,6.000000000000003,1.9883237443862993,3,4,0.6750745429105113
matched_fresh_algebraic,211200,quartet,256,compatible,False,algebraic,adam,0.01,sign_broadcast,True,6.000000000000001,3.8356025333623087,5,5,0.41814364152658334
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,sgd,0.03,exact,True,6.000000000000004,4.500293046447437,5,5,0.333327150370426
matched_fresh_algebraic,211200,quartet,512,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999996,4.451496344546263,5,5,0.3404573436877189
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,6.000000000000004,4.402141396208739,5,5,0.34726910345424333
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,6.000000000000003,4.168659789096543,5,5,0.3771113703649596
matched_fresh_algebraic,211200,quartet,512,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999998,4.312447419147583,5,5,0.3590884717499015
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999999,4.271506572822413,5,5,0.3644722852009752
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,adam,0.003,exact,True,6.0,4.499892190165614,5,5,0.3333952029590696
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.9999999999999964,4.460915574954253,5,5,0.3392792161482425
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,6.000000000000001,3.1753637771279712,5,5,0.4932726936413742
matched_fresh_algebraic,211200,quartet,512,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,6.0,4.357461399841686,5,5,0.353439752093625
matched_fresh_algebraic,211200,quartet,512,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.999999999999997,3.175363765509928,5,5,0.493272695355137
matched_fresh_algebraic,211200,quartet,512,compatible,False,algebraic,adam,0.01,sign_broadcast,True,5.9999999999999964,4.357461343413006,5,5,0.35343975966044644
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,sgd,0.03,exact,True,6.000000000000004,4.499379003150573,5,5,0.33342536227082764
matched_fresh_algebraic,211200,quartet,1024,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,6.000000000000001,4.429759946355299,5,5,0.34340594596056156
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,5.999999999999998,5.098150133297072,6,6,0.30514146709712436
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999998,4.38827752123695,5,5,0.34897154849433726
matched_fresh_algebraic,211200,quartet,1024,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,6.000000000000002,4.273230176674594,5,5,0.36447322647816166
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,6.0,4.359776007068934,5,5,0.3526626609744219
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,adam,0.003,exact,True,6.000000000000003,4.498200319231686,5,5,0.3336080603746563
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,adam,0.003,unit_broadcast,True,6.000000000000004,4.452697433554983,5,5,0.34067552128302114
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,6.000000000000001,1.978349936876123,4,4,0.6848689513624023
matched_fresh_algebraic,211200,quartet,1024,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999997,3.781415179124952,5,6,0.4270432547797375
matched_fresh_algebraic,211200,quartet,1024,compatible,True,algebraic,adam,0.003,sign_broadcast,False,5.9999999999999964,1.9783475726229989,4,4,0.6848694185775235
matched_fresh_algebraic,211200,quartet,1024,compatible,False,algebraic,adam,0.01,sign_broadcast,True,5.9999999999999964,3.7814149770355363,5,6,0.4270432625920186
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,sgd,0.03,exact,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,False,algebraic,sgd,0.01,unit_broadcast,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,sgd,0.03,unit_broadcast,False,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,sgd,0.03,calibrated_broadcast,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,False,algebraic,sgd,0.01,sign_broadcast,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,sgd,0.03,sign_broadcast,False,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,adam,0.003,exact,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,adam,0.003,unit_broadcast,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,True,algebraic,adam,0.003,calibrated_broadcast,False,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
matched_fresh_algebraic,211200,nested,0,compatible,False,algebraic,adam,0.01,calibrated_broadcast,True,5.999999999999999,3.604164877702896,5,6,0.45349436431693096
