index,arm,depth,seed,budget,epochs_run,full_run_epochs,best_valid_loss,best_epoch_one_based,test_accuracy,valid_accuracy,test_loss,at_budget_cap,late_validation_loss_slope,late_best_loss_drop,checkpoint_selection
0,broadcast_autograd_bp_recipe,3,10200,180,180,600,0.4353446551322937,180,0.9124999642372131,0.9178999662399292,0.43806853890419006,True,-0.0012357077039309313,0.03825190534591677,Minimum validation loss within budget; original patience30 retained
7,broadcast_autograd_bp_recipe,3,10207,600,600,600,0.15684444065093994,600,0.9902999997138977,0.9907000064849854,0.1574767380952835,True,-0.000253387786283911,0.009040348649024949,Minimum validation loss within budget; original patience30 retained
8,broadcast_autograd_bp_recipe,3,10208,180,180,600,0.4367177430152893,180,0.9085999727249146,0.9086999893188477,0.4358982443809509,True,-0.0013876852473852074,0.042134054660797116,Minimum validation loss within budget; original patience30 retained
8,broadcast_autograd_bp_recipe,3,10208,600,600,600,0.15460644695758818,600,0.9904000163078308,0.9908000230789185,0.15523238480091095,True,-0.00023381858201923763,0.009327204322814947,Minimum validation loss within budget; original patience30 retained
9,broadcast_autograd_bp_recipe,3,10209,180,180,600,0.4491895102500916,180,0.911300003528595,0.9110999703407288,0.44901421666145325,True,-0.0013531718294400492,0.0407744831085205,Minimum validation loss within budget; original patience30 retained
9,broadcast_autograd_bp_recipe,3,10209,600,600,600,0.17536349906921386,599,0.9894000291824341,0.9891999959945679,0.17534369230270386,True,-0.0003562161839499027,0.011051270437240607,Minimum validation loss within budget; original patience30 retained
10,broadcast_autograd_localca_recipe,3,10200,180,180,600,0.5570225484848023,180,0.7734999656677246,0.7727999687194824,0.5592766404151917,True,-0.0008580461902215411,0.026913667678832964,Minimum validation loss within budget; original patience30 retained
10,broadcast_autograd_localca_recipe,3,10200,600,600,600,0.27581426963806155,600,0.9746999740600586,0.976699948310852,0.2767825126647949,True,-0.0003901376857269676,0.011605068016052211,Minimum validation loss within budget; original patience30 retained
11,broadcast_autograd_localca_recipe,3,10201,180,180,600,0.5578188879013062,180,0.7859999537467957,0.7806999683380127,0.5576508045196533,True,-0.0010186151625025499,0.030380437278747507,Minimum validation loss within budget; original patience30 retained
11,broadcast_autograd_localca_recipe,3,10201,600,600,600,0.2708598952770233,598,0.9732999801635742,0.9727999567985535,0.2714219093322754,True,-0.00038749024125970687,0.011675611972808864,Minimum validation loss within budget; original patience30 retained
12,broadcast_autograd_localca_recipe,3,10202,180,180,600,0.5537984855651855,180,0.7842999696731567,0.7813999652862549,0.5533710718154907,True,-0.0009024200545959249,0.02558718194961551,Minimum validation loss within budget; original patience30 retained
12,broadcast_autograd_localca_recipe,3,10202,600,600,600,0.2819521113395691,600,0.9702000021934509,0.9735999703407288,0.28320780396461487,True,-0.0004514915587188734,0.012562155604362468,Minimum validation loss within budget; original patience30 retained
13,broadcast_autograd_localca_recipe,3,10203,180,180,600,0.5515205085754394,180,0.7710999846458435,0.776199996471405,0.555583655834198,True,-0.0011088309977131826,0.032018913078308064,Minimum validation loss within budget; original patience30 retained
13,broadcast_autograd_localca_recipe,3,10203,600,600,600,0.2749417519569397,600,0.9741999506950378,0.9713999629020691,0.2761690020561218,True,-0.000366989560408385,0.011579605293273898,Minimum validation loss within budget; original patience30 retained
14,broadcast_autograd_localca_recipe,3,10204,180,180,600,0.5601226427078247,180,0.765999972820282,0.7728000283241272,0.5635865330696106,True,-0.0009277165739422404,0.028500881862640326,Minimum validation loss within budget; original patience30 retained
14,broadcast_autograd_localca_recipe,3,10204,600,600,600,0.26747807059288026,599,0.9739999771118164,0.9761000275611877,0.27216583490371704,True,-0.00039898080193559075,0.011902985525131193,Minimum validation loss within budget; original patience30 retained
15,broadcast_autograd_localca_recipe,3,10205,180,180,600,0.5602881126403808,180,0.7828999757766724,0.7766000032424927,0.5566712021827698,True,-0.0009814263483414719,0.02914588651657113,Minimum validation loss within budget; original patience30 retained
15,broadcast_autograd_localca_recipe,3,10205,600,600,600,0.2998574064731598,600,0.96670001745224,0.9692999720573425,0.3008561134338379,True,-0.0003722607592348378,0.011110451126098653,Minimum validation loss within budget; original patience30 retained
16,broadcast_autograd_localca_recipe,3,10206,180,180,600,0.5643424991130829,180,0.7871999740600586,0.7831000089645386,0.5630718469619751,True,-0.0008949219538823508,0.02772353167533881,Minimum validation loss within budget; original patience30 retained
16,broadcast_autograd_localca_recipe,3,10206,600,600,600,0.2845666305780411,600,0.9746000170707703,0.9718999862670898,0.28107407689094543,True,-0.0004149439353539803,0.012094657206535298,Minimum validation loss within budget; original patience30 retained
17,broadcast_autograd_localca_recipe,3,10207,180,180,600,0.5504237594604492,180,0.7907999753952026,0.7980999946594238,0.5525111556053162,True,-0.0009990180567825372,0.029736865711212146,Minimum validation loss within budget; original patience30 retained
17,broadcast_autograd_localca_recipe,3,10207,600,600,600,0.26117287139892575,600,0.9789999723434448,0.9793999791145325,0.26188573241233826,True,-0.0004115078375840825,0.012490943241119434,Minimum validation loss within budget; original patience30 retained
18,broadcast_autograd_localca_recipe,3,10208,180,180,600,0.5654127544403076,178,0.758899986743927,0.7641000151634216,0.5649582743644714,True,-0.0008991578211800354,0.02615381546020512,Minimum validation loss within budget; original patience30 retained
18,broadcast_autograd_localca_recipe,3,10208,600,600,600,0.26396138491630555,600,0.9750999808311462,0.9733999967575073,0.26414451003074646,True,-0.00039474562241849294,0.012555238389968859,Minimum validation loss within budget; original patience30 retained
19,broadcast_autograd_localca_recipe,3,10209,180,180,600,0.5657507257461548,180,0.7724000215530396,0.7735999822616577,0.5658714771270752,True,-0.0008873597955969063,0.026584012031555138,Minimum validation loss within budget; original patience30 retained
19,broadcast_autograd_localca_recipe,3,10209,600,600,600,0.27421309790611265,600,0.9732999801635742,0.974399983882904,0.27402812242507935,True,-0.0004446579637092611,0.01370713667869572,Minimum validation loss within budget; original patience30 retained
20,exact_autograd_bp_recipe,1,10200,180,180,558,0.6526433142662048,179,0.6060000061988831,0.6097999811172485,0.6570841073989868,True,7.895436928718665e-05,0.0004895597457885703,Minimum validation loss within budget; original patience30 retained
20,exact_autograd_bp_recipe,1,10200,600,558,558,0.650387674331665,528,0.6105999946594238,0.612500011920929,0.6551707983016968,False,6.901882755078454e-05,0.0,Minimum validation loss within budget; original patience30 retained
21,exact_autograd_bp_recipe,1,10201,180,180,414,0.6555238817214966,175,0.6133999824523926,0.6108999848365784,0.6556094288825989,True,5.2021832704794883e-05,0.00021180753707883415,Minimum validation loss within budget; original patience30 retained
21,exact_autograd_bp_recipe,1,10201,600,414,414,0.6538436525344848,384,0.6143999695777893,0.6134999990463257,0.654345691204071,False,-7.313587072033535e-05,0.0,Minimum validation loss within budget; original patience30 retained
22,exact_autograd_bp_recipe,1,10202,180,103,103,0.6557344047546386,73,0.6150000095367432,0.6119999885559082,0.6556159853935242,False,3.1356515491891356e-05,0.0,Minimum validation loss within budget; original patience30 retained
22,exact_autograd_bp_recipe,1,10202,600,103,103,0.6557344047546386,73,0.6150000095367432,0.6119999885559082,0.6556159853935242,False,3.1356515491891356e-05,0.0,Minimum validation loss within budget; original patience30 retained
23,exact_autograd_bp_recipe,1,10203,180,180,484,0.6535087896347046,175,0.6110000014305115,0.6134999990463257,0.6569363474845886,True,6.509520432044539e-06,0.0003107975959777409,Minimum validation loss within budget; original patience30 retained
23,exact_autograd_bp_recipe,1,10203,600,484,484,0.6519362503051758,454,0.6134999990463257,0.6164000034332275,0.6550265550613403,False,5.697653391721535e-06,0.0,Minimum validation loss within budget; original patience30 retained
24,exact_autograd_bp_recipe,1,10204,180,180,600,0.6559130392074585,178,0.6010000109672546,0.6118999719619751,0.6603412628173828,True,-5.8763031625386446e-05,0.0001969279289245618,Minimum validation loss within budget; original patience30 retained
24,exact_autograd_bp_recipe,1,10204,600,600,600,0.6536977544784546,594,0.6036999821662903,0.6133999824523926,0.6584015488624573,True,-2.5858649571041547e-05,0.00012267503738405683,Minimum validation loss within budget; original patience30 retained
25,exact_autograd_bp_recipe,1,10205,180,118,118,0.6603778923034668,88,0.6097999811172485,0.5993000268936157,0.6555138230323792,False,1.1192562900989627e-05,0.0,Minimum validation loss within budget; original patience30 retained
25,exact_autograd_bp_recipe,1,10205,600,118,118,0.6603778923034668,88,0.6097999811172485,0.5993000268936157,0.6555138230323792,False,1.1192562900989627e-05,0.0,Minimum validation loss within budget; original patience30 retained
26,exact_autograd_bp_recipe,1,10206,180,180,590,0.6565045692443847,180,0.609499990940094,0.6103000044822693,0.6552261710166931,True,-2.0818697173030484e-05,0.00035455808639528463,Minimum validation loss within budget; original patience30 retained
26,exact_autograd_bp_recipe,1,10206,600,590,590,0.6547366710662842,560,0.6154999732971191,0.6108999848365784,0.6531172394752502,False,-3.0806260496169526e-05,0.0,Minimum validation loss within budget; original patience30 retained
27,exact_autograd_bp_recipe,1,10207,180,180,551,0.6520514450073243,175,0.6086000204086304,0.6165000200271606,0.6587885618209839,True,-3.801457145192379e-05,0.00029436712265007436,Minimum validation loss within budget; original patience30 retained
27,exact_autograd_bp_recipe,1,10207,600,551,551,0.650077127456665,521,0.6104000210762024,0.6194999814033508,0.6575568318367004,False,5.2082597734649084e-05,0.0,Minimum validation loss within budget; original patience30 retained
28,exact_autograd_bp_recipe,1,10208,180,141,141,0.6589341268539429,111,0.6155999898910522,0.6110000014305115,0.6555820107460022,False,-1.261389292124102e-05,0.0,Minimum validation loss within budget; original patience30 retained
28,exact_autograd_bp_recipe,1,10208,600,141,141,0.6589341268539429,111,0.6155999898910522,0.6110000014305115,0.6555820107460022,False,-1.261389292124102e-05,0.0,Minimum validation loss within budget; original patience30 retained
29,exact_autograd_bp_recipe,1,10209,180,180,600,0.6563392795562745,179,0.6062999963760376,0.6110000014305115,0.6564850211143494,True,-7.405820961127257e-05,0.0005125904083251864,Minimum validation loss within budget; original patience30 retained
29,exact_autograd_bp_recipe,1,10209,600,600,600,0.6538500179290772,597,0.61080002784729,0.6152999997138977,0.6545992493629456,True,2.0822098597252546e-05,0.0001630778312683434,Minimum validation loss within budget; original patience30 retained
30,exact_autograd_bp_recipe,3,10200,180,180,600,0.35982472286224365,180,0.9114999771118164,0.9134999513626099,0.35760632157325745,True,-0.0008306746901765872,0.028310328340530377,Minimum validation loss within budget; original patience30 retained
30,exact_autograd_bp_recipe,3,10200,600,600,600,0.08654804382324219,600,0.9939000010490417,0.9942999482154846,0.08468641340732574,True,-0.00023820670002427358,0.007424907994270327,Minimum validation loss within budget; original patience30 retained
31,exact_autograd_bp_recipe,3,10201,180,180,600,0.3725404712200165,180,0.9185999631881714,0.9188999533653259,0.37402915954589844,True,-0.0009219815939923525,0.028577475404739372,Minimum validation loss within budget; original patience30 retained
31,exact_autograd_bp_recipe,3,10201,600,600,600,0.09722036724090576,598,0.9919999837875366,0.993399977684021,0.09767919778823853,True,-0.00032432493052838315,0.008740715134143831,Minimum validation loss within budget; original patience30 retained
32,exact_autograd_bp_recipe,3,10202,180,180,600,0.3572695914268494,180,0.9138999581336975,0.916700005531311,0.361148864030838,True,-0.0008740660777214046,0.028085069847106903,Minimum validation loss within budget; original patience30 retained
32,exact_autograd_bp_recipe,3,10202,600,600,600,0.08745622438192367,600,0.9939000010490417,0.9941999912261963,0.08874582499265671,True,-0.00030173556870030194,0.008274119436740876,Minimum validation loss within budget; original patience30 retained
33,exact_autograd_bp_recipe,3,10203,180,180,600,0.36393247241973875,180,0.9182999730110168,0.9178999662399292,0.3598644435405731,True,-0.0009361145211539194,0.028088423633575443,Minimum validation loss within budget; original patience30 retained
33,exact_autograd_bp_recipe,3,10203,600,600,600,0.08890867159366608,600,0.9958999752998352,0.9945999979972839,0.08822453022003174,True,-0.00020104859401440128,0.00674457712173461,Minimum validation loss within budget; original patience30 retained
34,exact_autograd_bp_recipe,3,10204,180,180,600,0.36231106905937194,179,0.9079999923706055,0.9162999987602234,0.37156179547309875,True,-0.0008611854561391004,0.02569687056541442,Minimum validation loss within budget; original patience30 retained
34,exact_autograd_bp_recipe,3,10204,600,600,600,0.08844055162668228,599,0.9926000237464905,0.9948999881744385,0.0935625359416008,True,-0.00023544593181970967,0.007995499658584593,Minimum validation loss within budget; original patience30 retained
35,exact_autograd_bp_recipe,3,10205,180,180,600,0.369629651260376,179,0.9186999797821045,0.9164000153541565,0.37667176127433777,True,-0.0009405028654126185,0.028212145471572858,Minimum validation loss within budget; original patience30 retained
35,exact_autograd_bp_recipe,3,10205,600,600,600,0.09943458642959595,600,0.9925000071525574,0.9930999875068665,0.10018687695264816,True,-0.0002515681120471536,0.0076942344307899535,Minimum validation loss within budget; original patience30 retained
36,exact_autograd_bp_recipe,3,10206,180,180,600,0.3944239068031311,180,0.9121000170707703,0.9093000292778015,0.38548627495765686,True,-0.0008323325795777355,0.029206129503250133,Minimum validation loss within budget; original patience30 retained
36,exact_autograd_bp_recipe,3,10206,600,600,600,0.10516721359491349,599,0.9927999973297119,0.9925000071525574,0.10307740420103073,True,-0.0003254836350633018,0.008670646059513079,Minimum validation loss within budget; original patience30 retained
37,exact_autograd_bp_recipe,3,10207,180,180,600,0.3737506506919861,180,0.9221000075340271,0.9217000007629395,0.3728599548339844,True,-0.0008738307275443356,0.030164842414855952,Minimum validation loss within budget; original patience30 retained
37,exact_autograd_bp_recipe,3,10207,600,600,600,0.09405483576059341,600,0.9940000176429749,0.9944000244140625,0.09368693083524704,True,-0.00022196529526864717,0.00766150712966919,Minimum validation loss within budget; original patience30 retained
38,exact_autograd_bp_recipe,3,10208,180,180,600,0.3704141396045685,180,0.925000011920929,0.921500027179718,0.36732110381126404,True,-0.0009545489171614868,0.02871776652336122,Minimum validation loss within budget; original patience30 retained
38,exact_autograd_bp_recipe,3,10208,600,600,600,0.0937153560757637,600,0.9945999979972839,0.9932000041007996,0.09192024171352386,True,-0.00021563558049408918,0.008260734903812406,Minimum validation loss within budget; original patience30 retained
39,exact_autograd_bp_recipe,3,10209,180,180,600,0.34272564787864684,180,0.9300000071525574,0.9309999942779541,0.34529444575309753,True,-0.0011283664997851946,0.03485667581558227,Minimum validation loss within budget; original patience30 retained
39,exact_autograd_bp_recipe,3,10209,600,600,600,0.0811037785410881,599,0.9944999814033508,0.9939000010490417,0.08289146423339844,True,-0.0002508106656440517,0.007832621431350703,Minimum validation loss within budget; original patience30 retained
40,path_transport,3,10200,180,180,600,0.476354323387146,180,0.8711999654769897,0.8747999668121338,0.47513169050216675,True,-0.001229694693908028,0.03856853389739989,Minimum validation loss within budget; original patience30 retained
40,path_transport,3,10200,600,600,600,0.23840802903175354,600,0.9629999995231628,0.9643999934196472,0.23669885098934174,True,-0.0006721409326559725,0.01988803551197052,Minimum validation loss within budget; original patience30 retained
41,path_transport,3,10201,180,180,600,0.4924488712310791,180,0.8917999863624573,0.8898999691009521,0.49290671944618225,True,-0.0012722423396147816,0.03936089363098144,Minimum validation loss within budget; original patience30 retained
41,path_transport,3,10201,600,600,600,0.26132166039943694,600,0.9562000036239624,0.9550999999046326,0.26215195655822754,True,-0.0005514728235853775,0.016490295720100412,Minimum validation loss within budget; original patience30 retained
42,path_transport,3,10202,180,180,600,0.4677039085388184,180,0.8912999629974365,0.892799973487854,0.4687557518482208,True,-0.0013486004540228206,0.04043981280326836,Minimum validation loss within budget; original patience30 retained
42,path_transport,3,10202,600,600,600,0.24781633174419404,600,0.9548999667167664,0.9569999575614929,0.2523258626461029,True,-0.0005893348129068903,0.016351435160636918,Minimum validation loss within budget; original patience30 retained
43,path_transport,3,10203,180,180,600,0.47834602451324465,180,0.8689999580383301,0.8711999654769897,0.48008885979652405,True,-0.001385550296303972,0.04103740482330315,Minimum validation loss within budget; original patience30 retained
43,path_transport,3,10203,600,600,600,0.23733144755363464,600,0.965999960899353,0.9619999527931213,0.23296718299388885,True,-0.0005992420928868155,0.01844113371372222,Minimum validation loss within budget; original patience30 retained
44,path_transport,3,10204,180,180,600,0.48177888498306276,179,0.8914999961853027,0.8978999853134155,0.48674267530441284,True,-0.0012882537141021392,0.03797140102386476,Minimum validation loss within budget; original patience30 retained
44,path_transport,3,10204,600,600,600,0.23762576870918273,600,0.9628000259399414,0.9684000015258789,0.24526897072792053,True,-0.0005747083773310681,0.01808776621818542,Minimum validation loss within budget; original patience30 retained
45,path_transport,3,10205,180,180,600,0.4890134382247925,180,0.8949999809265137,0.8920000195503235,0.4889054596424103,True,-0.0012716513867001768,0.03926831283569332,Minimum validation loss within budget; original patience30 retained
45,path_transport,3,10205,600,600,600,0.26144707317352295,599,0.9484999775886536,0.948199987411499,0.2704065442085266,True,-0.0005657694351156002,0.017072529506683365,Minimum validation loss within budget; original patience30 retained
46,path_transport,3,10206,180,180,600,0.5107527540683746,180,0.8841999769210815,0.879800021648407,0.5082541704177856,True,-0.0011650781267079306,0.034966328334808394,Minimum validation loss within budget; original patience30 retained
46,path_transport,3,10206,600,600,600,0.2963057252407074,600,0.9488000273704529,0.9427000284194946,0.28568965196609497,True,-0.0005785134523357837,0.016945440363883957,Minimum validation loss within budget; original patience30 retained
47,path_transport,3,10207,180,180,600,0.4924208508491516,180,0.8870999813079834,0.8863000273704529,0.4912815988063812,True,-0.0012298065016452847,0.036908341407775935,Minimum validation loss within budget; original patience30 retained
47,path_transport,3,10207,600,600,600,0.2507347873687744,600,0.965399980545044,0.9664999842643738,0.2502647042274475,True,-0.0006024604934102605,0.01797843122482301,Minimum validation loss within budget; original patience30 retained
48,path_transport,3,10208,180,180,600,0.49361111459732054,180,0.8741999864578247,0.8718000054359436,0.49309784173965454,True,-0.0013178561022443589,0.039568899917602596,Minimum validation loss within budget; original patience30 retained
48,path_transport,3,10208,600,600,600,0.26190999200344084,600,0.9578999876976013,0.9573000073432922,0.2588757276535034,True,-0.0005422146238819293,0.018265082478523265,Minimum validation loss within budget; original patience30 retained
49,path_transport,3,10209,180,180,600,0.4814174842834473,180,0.8982999920845032,0.8986999988555908,0.4813876450061798,True,-0.0013897433160436135,0.040725115585327154,Minimum validation loss within budget; original patience30 retained
49,path_transport,3,10209,600,600,600,0.24718183031082153,598,0.9614999890327454,0.9634000062942505,0.2494712918996811,True,-0.0006056190458049581,0.018649520254135132,Minimum validation loss within budget; original patience30 retained
50,per_soma_shared,3,10200,180,180,600,0.5573286968231201,180,0.7731999754905701,0.7719999551773071,0.5596954226493835,True,-0.0008344424462663395,0.026368067741393997,Minimum validation loss within budget; original patience30 retained
50,per_soma_shared,3,10200,600,600,600,0.27461495013237,600,0.9741999506950378,0.9772999882698059,0.2756642699241638,True,-0.00039669793905485395,0.011840554904937739,Minimum validation loss within budget; original patience30 retained
51,per_soma_shared,3,10201,180,180,600,0.5593868497848511,180,0.7835999727249146,0.7795000076293945,0.5587708950042725,True,-0.0009944629509430556,0.029461284828185996,Minimum validation loss within budget; original patience30 retained
51,per_soma_shared,3,10201,600,600,600,0.26698900570869444,598,0.9740999937057495,0.9735999703407288,0.2674119174480438,True,-0.00039937194284263554,0.012113710880279571,Minimum validation loss within budget; original patience30 retained
52,per_soma_shared,3,10202,180,180,600,0.5537474309921264,178,0.7834999561309814,0.7816999554634094,0.553935706615448,True,-0.0008716710381937589,0.025175813484191956,Minimum validation loss within budget; original patience30 retained
52,per_soma_shared,3,10202,600,600,600,0.2847062428474426,600,0.9695999622344971,0.9738999605178833,0.2859174609184265,True,-0.0004465408188721239,0.013359194827079812,Minimum validation loss within budget; original patience30 retained
53,per_soma_shared,3,10203,180,180,600,0.551532648563385,180,0.7705000042915344,0.7767999768257141,0.5555262565612793,True,-0.0011059589069650918,0.032101166629791233,Minimum validation loss within budget; original patience30 retained
53,per_soma_shared,3,10203,600,600,600,0.2754037250518799,600,0.9739999771118164,0.9714999794960022,0.27673012018203735,True,-0.00036125036253415187,0.011543386840820291,Minimum validation loss within budget; original patience30 retained
54,per_soma_shared,3,10204,180,180,600,0.5603557869911194,180,0.7626000046730042,0.7730000019073486,0.5641974806785583,True,-0.0009195639302865894,0.028338284397125157,Minimum validation loss within budget; original patience30 retained
54,per_soma_shared,3,10204,600,600,600,0.2661605952262878,599,0.9746999740600586,0.9763000011444092,0.2706714868545532,True,-0.0004086935903020973,0.012202372646331783,Minimum validation loss within budget; original patience30 retained
55,per_soma_shared,3,10205,180,180,600,0.5606654512405396,180,0.7821999788284302,0.7749000191688538,0.5571395754814148,True,-0.0009720656813981329,0.02881405324935915,Minimum validation loss within budget; original patience30 retained
55,per_soma_shared,3,10205,600,600,600,0.29540322041511535,600,0.9689000248908997,0.9708999991416931,0.29574042558670044,True,-0.00036371302903826647,0.010728075408935556,Minimum validation loss within budget; original patience30 retained
56,per_soma_shared,3,10206,180,180,600,0.563318610906601,180,0.7915999889373779,0.7871999740600586,0.5620542168617249,True,-0.000928307868768716,0.028702102327346823,Minimum validation loss within budget; original patience30 retained
56,per_soma_shared,3,10206,600,600,600,0.2861776667356491,600,0.9735999703407288,0.9710000157356262,0.28279417753219604,True,-0.000410753488699779,0.012025120854377735,Minimum validation loss within budget; original patience30 retained
57,per_soma_shared,3,10207,180,180,600,0.5505366236686706,180,0.7903000116348267,0.7982000112533569,0.552726686000824,True,-0.001003826346880092,0.02970828952789306,Minimum validation loss within budget; original patience30 retained
57,per_soma_shared,3,10207,600,600,600,0.25819724793434146,600,0.9793999791145325,0.9800999760627747,0.25865229964256287,True,-0.00041003788699828713,0.012622759294509844,Minimum validation loss within budget; original patience30 retained
58,per_soma_shared,3,10208,180,180,600,0.5655610384941101,178,0.7580000162124634,0.7610999941825867,0.5652600526809692,True,-0.0008805057678816946,0.025124025726318333,Minimum validation loss within budget; original patience30 retained
58,per_soma_shared,3,10208,600,600,600,0.2618280384540558,600,0.9768999814987183,0.9742000102996826,0.26202940940856934,True,-0.00040694982771614013,0.012974841880798338,Minimum validation loss within budget; original patience30 retained
59,per_soma_shared,3,10209,180,180,600,0.5657044466018677,180,0.7717000246047974,0.7754999995231628,0.566025972366333,True,-0.0008871107192034323,0.025835382366180437,Minimum validation loss within budget; original patience30 retained
59,per_soma_shared,3,10209,600,600,600,0.28255365061759946,600,0.9717000126838684,0.9735000133514404,0.28255537152290344,True,-0.00043949252569901816,0.013727966737747233,Minimum validation loss within budget; original patience30 retained
