family,architecture,credit,alignment_alpha,seed,config_index,test_accuracy,train_accuracy,test_auc,fallback_mentions,nonfinite_alert,config_sha256,final_sha256,trainable_parameters,active_synapses,candidate_synapse_slots,persistent_state_scalars
nested_factor,serial,local3f,0.0,10506,6,0.5787000060081482,0.5898999571800232,0.6144136786460876,0,False,1cdd70fc03317137bb0a817d1e049552f93526ce97db8c721558fdfda5e75e3d,dfe17887ee3f7e8a2ca33a203e4ea1ee4950a9d427335ee864ce93bf6dc73ca8,66178,14336,21760,2944
nested_factor,serial,local3f,0.0,10507,7,0.5863999724388123,0.5884000062942505,0.6181020140647888,0,False,5de12f4f9c91538af9b10c0f75400c4aaee6a041b154305cf5477386bd16a504,e064dd77e914d328e9cf5c6a1618aca1b98bfe7990004d2843bf2036a405b1f2,66178,14336,21760,2944
nested_factor,serial,local3f,0.0,10508,8,0.583299994468689,0.5824999809265137,0.6172627806663513,0,False,001771cf6385b68058cb47b265a083988ef34b3bd627074be5717e2526797689,b36901bde8a3fbd8cb0107a2d67f9ca1abb04a580d315416a46412446d113489,66178,14336,21760,2944
nested_factor,serial,local3f,0.0,10509,9,0.5867999792098999,0.5892999768257141,0.6226066946983337,0,False,8b6add3ed233d9b964875005790999cfc0a763d298d45eb8f2ef03a633b89aa5,2fecc25bb408bd0279a69b4deb809acd77906d967bb3d113a83e1ea518782c66,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10500,10,0.5960999727249146,0.5956000089645386,0.6358237266540527,0,False,694aeaa57faff78710eb2d1e73c998ba3e9747f0d6b1793d15dec947d63d4583,1dc98b33da0b2724e260b5bb7f51fc2a2de14d4bf2f3e705201173477e33aa12,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10501,11,0.6035999655723572,0.6046000123023987,0.6462316513061523,0,False,71a2ab6cb08e5872a58108838fab522aa1a6993cefb4896119533fe088faafad,e60b86489532578ed1597caa865a2878f12c6a3246cfada7bde92f0e58e6eb71,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10502,12,0.598800003528595,0.6033999919891357,0.6360720992088318,0,False,0ac6ef4c19f2eba66216fe7674c56b1f81644e9da3cd5ff9debe0afaa53d3363,8ddd5f4756fd595cd737a600c6d98f47a388c08690a501e9d44c8efc2f870c4b,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10503,13,0.5940999984741211,0.6082000136375427,0.6325446963310242,0,False,4fae3dc5245c783ed4af720d113a1663a76ba664dc278dd9ae311f1239ce12dc,9d4bf8a1cc1185cbddb280ec00d315fcfc74c3b648e90d4e43d5d987fc5d77a2,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10504,14,0.6047999858856201,0.6035999655723572,0.646906852722168,0,False,256bf49a4611b284f3f110859c4f3c12070d8c906b9b6fbeae0137f5989cc479,16a0b27479b523b3315779589a02930fa8361613c44e314820e95ef1703435db,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10505,15,0.6029999852180481,0.5974000096321106,0.6450351476669312,0,False,f2456d2ca6820c794e86aef3ea275e730d999465bc127125d7efe36596d7a4ab,9afb5357f502902842fd44f710c5082bf5591732d37a197c19bc6d4308a2b913,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10506,16,0.5986999869346619,0.6100999712944031,0.6363054513931274,0,False,0adf28e230e74540f41498c391f33f2a0d73d5ded1d0b41f68f6440cff66d563,8034824883dfa67baf049e46e9d01c4ea6f22139a94004baaa48a9b9084e0454,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10507,17,0.6017000079154968,0.6064000129699707,0.6386629343032837,0,False,70db954f85bb2b6bbf78b95e7b32742a38115f104468208810d1c9cf72b85f8c,704e5ed7fc52ccea3d6c130d543e60c9db69f76ca60c0a5089844b5fc63d0601,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10508,18,0.5938000082969666,0.6035000085830688,0.6377286314964294,0,False,054322e177c276b45c681bed7a340fd84ca8e174aa628fe8ebe2aab2f38dc650,b0445117490ad4d782f88cb2d1ea661f594863ff00ad668a1b029cf1bca11ffa,66178,14336,21760,2944
nested_factor,serial,local3f,0.5,10509,19,0.6036999821662903,0.6046000123023987,0.6450461745262146,0,False,6c012a9315dc1dfc0efa9d539d47051e77d09188d0f06f6e9bda7012bfb050c8,9fece4406222d65ebb8ecf9f8f0748fa880955f6cdf8f562fa95026251a6eec1,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10500,20,0.8844999670982361,0.8939999938011169,0.9343450665473938,0,False,ba624ec53169d18cc0ad2db72840bb75badc6220a36d15d258819a29bcb52f1e,8630bf5e28d70a8bf5bac3d75c86160f7f9cae0fa57dafc30a5f51432313f54b,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10501,21,0.8636999726295471,0.8743000030517578,0.9317712783813477,0,False,32f66affd4d9ccceb3ac23be18249c3f466f3391ff4dfda6314355135b786004,54f64e75621febdc059bfe4c4f0ff2bb32a8a667ba6d62b876388412c507529d,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10502,22,0.886199951171875,0.8902999758720398,0.9361649751663208,0,False,01516ba60b83ec62220f423b765e0a449708b1754ce8bcebf209dcb6a5a122ba,e56af6c2be99b491f0032267bcaaf88a989e264a11fa4ac13972f593e9c27b3a,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10503,23,0.8830999732017517,0.8901999592781067,0.9372110366821289,0,False,32d33dab451e4f5044909b05fd3134285e6048375379c9487011dbc6ba99face,395c159f04a752321a9ca354342271a45a9468d798ff0829233482069d022c0b,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10504,24,0.8651999831199646,0.861299991607666,0.9406759738922119,0,False,5234ab830bf3354e43a74e66e9a0d0d6bd177336b961059d12677d4da10e2ca9,47fd47b1b00302e32486013ba2e8e02cc3d042f2edd718bcb1507e9240f5f7c8,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10505,25,0.9067999720573425,0.9065999984741211,0.9455421566963196,0,False,27b88c5cad3db5258f127ffe568d53a4584c75cb70acd1695d9ebe00b8608aa0,3b538bd4005f005f25f60a10d1d00d1afe07e46a45c59b3d32c68ad67df3bbd8,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10506,26,0.8847999572753906,0.8974999785423279,0.9340487718582153,0,False,5fec9fe377f9da2ba112c5de823d6e5d0d68b0e6d3c6795e4bb2a4c3dff5fc09,cc0d5c00b34bb83264ffab4f2fcc27640b882a7dcd2f0a0215ec0702e04f73cb,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10507,27,0.8970999717712402,0.9001999497413635,0.9374827146530151,0,False,06551555bf520eb705231d7629606961baeb7ee2082c661e67dde8eeda8f187a,80f31fa8e289183ea564cc6058082e7871ac075291603b800c0590e8f49db024,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10508,28,0.9045999646186829,0.902899980545044,0.9510248899459839,0,False,e6f44dff3a37c559fc505204175d02fa0d1e7a279fa8aba99f50a66f04f51d37,f55a2e8b1d92a8b99f55d3598584d61b1fc19d8ac7ae1333b5d1f29d85d544e5,66178,14336,21760,2944
nested_factor,serial,local3f,1.0,10509,29,0.899899959564209,0.9003999829292297,0.9444652795791626,0,False,5e8b98d8da848414053343a94530eda509f85d28932ca4fbeaff24731e08ba21,4b807a459cab98cb486926aa8738f05c9db42dee997762640d131c25019485da,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10500,0,0.5755999684333801,0.5805000066757202,0.6093726754188538,0,False,a1eb742cc2dcae0c3ecd7a640c505857f095315b797a9855249472ddc739ea91,2623a511ef6355586766df4de01b2a4da5325e3c063ce243e3e79271b19931ba,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10501,1,0.5882999897003174,0.5934999585151672,0.6206666231155396,0,False,5d11d17a9c557d4fa3ecefc0eab3aabca10a7b215b7feee65ca67669e9bcae3c,d4645073966b16fe5584a4e08f7c842a1d234d1b50c4ed663e3e0aa19c939ef1,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10502,2,0.5848999619483948,0.5823999643325806,0.6120530366897583,0,False,148f074ae3160ca4d9679e901bf920c9d53733f780224666f58fae5b22d3f14b,d5597961dbaf1e6f72649e834a98b663a3a487e952299a49202d89b128102688,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10503,3,0.5763999819755554,0.5885999798774719,0.612926721572876,0,False,ca11f16300f16b10d890c29171a3ac47cd7fca082bee8fed44c7e7b1325229fc,675c7a6f56834db0f59ebf035b3d2db2debde982db5cf80f94f02b64cc6c0d39,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10504,4,0.586899995803833,0.5810999870300293,0.6258776187896729,0,False,d1f3b4e71d1b4a3f21fe256db9ffc7d43053d06f897fca684684f943ca16a89b,25f686ca79f8fe62b2f790ca3fef0fb6ed12d2c46b5b2476f5d40f98645b959d,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10505,5,0.5848999619483948,0.5823999643325806,0.6236537098884583,0,False,83a66e08eae4c308f6b11d2c650a5d9c0157affdc43a907ee1a8ea8337496624,8545d46c7c02bca3257e22c88d4b50fc25b339f67a743db81bc640ab7dd19868,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10506,6,0.5807999968528748,0.5891000032424927,0.6145241856575012,0,False,82a68222e0b95121a051e2a4b9bfe7c047542b6ecf3a4a3c7647e6a69bc6d935,3a0e6d44a6bcac56a757abd59bc6da7a9f16d079544219b1410824e99834605c,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10507,7,0.5873000025749207,0.5879999995231628,0.6175000071525574,0,False,b0ab67c6b9a3acf278e968ba386710d82c1eadb45e05fc7b9bddd3f420a8fc8b,fb04e66fb41ae03d156f5c7142effb4e6f2356a771bbaee23d181fa0b4cde11c,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10508,8,0.5849999785423279,0.5823000073432922,0.6183131337165833,0,False,ac492e736e7c76d75321c3f3f0c758a87cf74524023b54cb28707a972ca5bd62,87828efd821f250341c4148e957627929679d095751abc5c9da2bb1c7dc7a1ae,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.0,10509,9,0.5873000025749207,0.5864999890327454,0.6225807666778564,0,False,e95835013f8a132ebdf49707df3fb79d412375cdf33843b54edb2969b2727057,7378ca37b82d3f7a98741e90bf6434e835fd1958d1cf3705175889e12964d33a,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10500,10,0.5837000012397766,0.590999960899353,0.6229722499847412,0,False,c60df6ee072e3aae26aa524a6c4cfaf35b01fdcbe3f4686ced335dba5dbae57d,ee2b27569daeafaa55ad6ca5e1fcf863980dbe7c30832a42869a36cf02092440,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10501,11,0.6017999649047852,0.6011999845504761,0.6350079774856567,0,False,7bbc64070846ebe5b99e2149b0e8901051b5ed90363a24fc2768b1c0ea7142e8,c381fd9bde36d2e8e4a0f6866e302bb545167824473558fb208e6dac8129223c,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10502,12,0.5902999639511108,0.592199981212616,0.625372588634491,0,False,8a381409d4bbbc1b0d24023d66a8b4433f855681120928496ec485b1a2551e8c,135d2a4a9e82881d1f230d6a40c0a51243819ed36462ee22fae59fcd5205ee5f,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10503,13,0.5867999792098999,0.6053999662399292,0.623375654220581,0,False,aab678335dc886f4cd9221adc8baf74b859dc4fb0477fb9b6667032b92f0a5b4,88ad56cdc7306ddafd2c89aaf339ed2056acc1a6e57b6db1c67d15ffb1843b56,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10504,14,0.5974000096321106,0.5906999707221985,0.637128472328186,0,False,1a7fdf2d39ade8174b70194f13b0d09a8bcb7beaec031438e89653f032621973,33ffaa2bcf7b77e696e552d7395bc40f46bed7365f56e4fdaebd21b38512faf3,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10505,15,0.5936999917030334,0.5927000045776367,0.6343476176261902,0,False,870a1477042301903805f48619ebbaf11bf316026ef6f30ccc0537f8d86e4d35,da60b51b4906180049465a1e83942e661a0e91b940def3cb9f1792d2dae17832,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10506,16,0.5902999639511108,0.6035000085830688,0.6240720152854919,0,False,5e868b2127bdf96f060b34d5775f78ab658e7f351b111a6c00c4f3983720deb7,c37be55a0d19efb019ba7ae3c37db45b1a11348ea52507657f7910f3f32e216f,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10507,17,0.5945000052452087,0.5959999561309814,0.6271948218345642,0,False,594fa4625d2f88f002ccea73668e0e370eaf3f3f6ec2e9575c80c47b6e0dd096,8f73d13b4d5622be649bc6486ae3678dd711e97ba6f6c0f3b24ed23587d3c341,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10508,18,0.5891000032424927,0.5931000113487244,0.6270211935043335,0,False,9bdd23865d64833a5349e3c0d85095689b81d12de54b3cf3f22dd29f753426ec,7d634b2aadb2c94ca8f4e74c781049924e7da32fe42ac1f3c6f67af3d7e532e2,66178,14336,21760,2944
nested_factor,grouped_point,bp,0.5,10509,19,0.5953999757766724,0.5985000133514404,0.6344234347343445,0,False,16ca06b5505c7d6bde6ab7c844ba7fb6d1575fc9499a0a6da1ced4fcb362b0a3,92a25c9c3842cf3df1efe24d8e64f86941c7b8563e81db3669d59b556fda6b3b,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10500,20,0.6083999872207642,0.6202999949455261,0.6506741046905518,0,False,1e0c73eac20e904e0d55d90a18dd8cf78d73251c440571808dec6ea42f5b971e,4393df113754f1e470fa5acc140b913a1ca1f215a7ccae7ef03cca15c9474891,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10501,21,0.6211000084877014,0.623199999332428,0.6640052199363708,0,False,871ccb41e3c241311cc4a640feca1d92eeb53852b156a9ed5eac567302016589,e04adadf911bbb2e02a138cf324b33361e52321d6b9681a7b9fb0918ee24d3b9,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10502,22,0.6177999973297119,0.6212999820709229,0.6600712537765503,0,False,a7c90edc048dcd0c355ab445b5cde14f577331e0bcd340209a2035271100a01e,ebbcd9086e3605302edcc98c31c762085c9eaf62749d9bc0ba4438edb509d3a7,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10503,23,0.6114000082015991,0.6274999976158142,0.6545260548591614,0,False,d4f58c4b3298afdb4f4caf234855320ff56808314f336fbac25b8addce12a5b8,f191a7f2b223764d395e5de98bb6be60f46a1ae5b40b3a77eb68720c627f5122,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10504,24,0.6194999814033508,0.623199999332428,0.6660905480384827,0,False,081910a0c2e5862a3e56755eb24aeee0dbbbcc96ed3c68a232f50e741736cf95,72be288b1c18ee1f23c917d762019074727431a35df81f80a2157fe66fdfb7fa,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10505,25,0.6191999912261963,0.6211000084877014,0.664801299571991,0,False,9930e551df4c8349f332baf3401a2e0ef7a1a8fd10f90ff74ba838d29829326c,8191448aee30b4bdbd24f49619d52455dd951821c73a1f7a7fc35e05d696b0e7,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10506,26,0.6061999797821045,0.6291999816894531,0.6508310437202454,0,False,32d1df482afca21427087e73595a69844113cfb90d672c78419ec429d71fbca6,634647c1ee883eb341f97b0230427c051788450d5dccc70a11c7e7ae81b70320,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10507,27,0.6164000034332275,0.6283999681472778,0.6581781506538391,0,False,70a71e1e7d5425c7bd807f4914e535e3d8def531286d09516e4136510b41674b,6df000324858a156253a8be102f28d9eaf5f94e96913f6969883257f52537793,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10508,28,0.6136999726295471,0.6129999756813049,0.6596938967704773,0,False,2c4ffe8ed982173e9193403f801df11219b3711c91f1a2d47d35b10106a6fb16,bc939a09066e9b06b215bfaa8991831f75a8bb54e3469c9c32da0925aebaef36,66178,14336,21760,2944
nested_factor,grouped_point,bp,1.0,10509,29,0.6191999912261963,0.6204000115394592,0.6657496094703674,0,False,9077a1c25326131a6d898c64253857eae88d973cdc246f17184ce84108586bf6,aacb61b4a02f5e382532b41a114d0e85bbf529ee074c751c27f38c5e1cd96eae,66178,14336,21760,2944
nested_factor,grouped_point,local3f,0.0,10500,0,0.5759999752044678,0.5769999623298645,0.6094938516616821,0,False,2f910e545a4ec0beaabd65de555b67665fdf571594c16d9ea39a413bb690c8b1,e60d42ae38e3f144bd3a619de98e24ac28a07af5f8ec99dab7aad8878e8f4913,66178,14336,21760,2944
