root_id,n_skeleton_nodes,n_dendrite_nodes,n_segments,n_branchpoints,n_leaves,max_topological_depth,max_path_length_um,total_cable_um,n_synapses,mapping_pass_fraction,mapping_distance_median_um,n_e_synapses,n_i_synapses,typed_proxy_validation_n,typed_proxy_concordance,e_path_distance_median_um,i_path_distance_median_um,e_topological_depth_median,i_topological_depth_median,n_e_segments,n_i_segments,credit_kernel_participation_rank,credit_kernel_rank_fraction,credit_domain_weighted_mean,credit_domain_median,credit_domain_p10,credit_domain_p90,credit_domain_depthmatched_null_mean,credit_domain_depthmatched_null_sd,credit_domain_depthmatched_z,scalar_broadcast_cosine_no_inhibition,scalar_broadcast_cosine_actual_inhibition,scalar_broadcast_cosine_change,scalar_broadcast_cosine_depthmatched_null_mean,scalar_broadcast_cosine_actual_minus_null,log_update_gain_sd_no_inhibition,log_update_gain_sd_actual_inhibition,kernel_singular_value_1_fraction,cell_type,functional_area,has_coregistration,has_digital_twin
864691135334986985,6085,3124,106,49,57,10,300.9975815596082,4694.464210041438,7598,0.981442484864438,1.0939364689389302,85,238,0,,119.88355474570173,114.00067201566947,3.0,3.0,48,77,15.590682480863059,0.3248058850179804,0.040189666154215445,0.018873466436710624,0.0,0.1133462369802454,0.03910164680816148,0.005316153184204912,0.20466290348566973,0.6199295280021184,0.5574142575914857,-0.06251527041063276,0.5710163082705535,-0.013602050679067834,1.1745163462572488,1.1672465482870638,0.15147892418393674,L2IT,V1,True,True
864691135404231406,5123,2923,115,52,63,9,197.52925223759468,4350.981593326963,5348,0.981675392670157,1.1998741334072534,51,192,0,,116.33090385233791,108.31226157169624,5.0,4.0,34,72,6.7323282317905715,0.1980096538761933,0.04998321288320435,0.010047660191198194,0.0,0.11164933991099715,0.03900747779877596,0.007914909820644439,1.3867163787261867,0.5464715055542384,0.5037392309525776,-0.04273227460166085,0.5510515732660854,-0.047312342313507894,1.341577694628217,1.4299924345902195,0.27450823623785325,L2IT,V1,True,True
864691135947212897,4696,2739,95,42,53,11,285.25427394123426,4156.393701642331,4756,0.982968881412952,1.228163646704119,54,125,0,,105.40529982707116,102.63129251577001,4.0,3.0,34,59,10.721572831103238,0.31534037738538934,0.05276826212821202,0.02228497759224016,0.0,0.14017312296641918,0.06022286489779733,0.010354222321006511,-0.7199577658731076,0.6900123274082823,0.6576514913221165,-0.0323608360861658,0.6518128195560621,0.00583867176605446,0.9747929286353233,1.0086959530902637,0.15976902729714856,L2IT,V1,True,True
864691136953057759,7821,3569,117,54,63,14,410.98212622716426,5314.51556352138,6365,0.9795758051846033,1.2100165288127558,110,279,0,,127.20648599040128,125.7882204926621,4.0,4.0,47,91,7.596881658556724,0.161635779969292,0.05346078044718387,0.01894635654483928,0.0,0.12202765635453135,0.054099438187329096,0.01188267457344083,-0.05374696884931096,0.6052046542062476,0.6373970863839763,0.032192432177728714,0.5969402698926026,0.04045681649137367,2.718344460890873,2.7701095805990477,0.2783425008888663,L2IT,V1,True,True
864691135573814980,3447,3447,111,50,61,12,341.14528412429286,5218.625439846939,5405,0.9824236817761333,1.2664094914363877,90,218,0,,118.19275525010434,124.67179674469692,3.0,4.0,46,77,10.472102480383622,0.22765440174747004,0.037628445012784395,0.014427777848941722,0.0,0.08354191485091868,0.033506995263215544,0.006533952911880958,0.6307743268358497,0.719091307906678,0.7189390953087835,-0.00015221259789444108,0.7144611642047498,0.004477931104033717,0.8195446627543762,0.8415304754433032,0.20270303634982403,L2IT,V1,True,True
864691136100511093,6455,2836,122,56,66,10,242.43868966857997,4280.466733329159,5661,0.9803921568627451,1.1450253272308324,39,165,0,,105.6256444542393,106.16368954518043,3.0,3.0,28,67,6.143520741648584,0.219411455058878,0.040224516329212326,0.006687495158666632,0.0,0.11300059387022644,0.0433976725560767,0.009756854962861047,-0.32522326497040516,0.5963963510448628,0.5850718440095063,-0.01132450703535648,0.5791928711508083,0.005878972858697984,1.0483270236182045,1.0772678686383808,0.3392138966080632,L2IT,V1,True,True
864691134941194851,11330,3030,101,46,55,8,214.4712429966476,4535.678232672732,5832,0.9806241426611797,1.4278103830460696,100,231,0,,129.06289850699667,127.67098901369982,4.0,3.0,50,74,11.010148619266408,0.22020297238532816,0.042994263305744164,0.026993901548151795,0.0024534499272190102,0.11265523454959661,0.05605907482427959,0.010987726574377918,-1.1890368248697618,0.6167391657155412,0.6022944382295218,-0.014444727486019437,0.6066108027627438,-0.004316364533222039,1.0104918553854438,0.9830062515415496,0.18442042218606042,L2IT,V1,True,True
864691135856845358,5033,2590,81,35,46,9,270.8403188353372,3869.1014136479907,4929,0.9748427672955975,1.3078574081298764,74,234,0,,124.53219798927353,129.95202380207056,3.0,3.0,35,61,13.148083098995981,0.3756595171141709,0.035004117430692865,0.02361044972812545,0.0,0.1457158994008793,0.038210508092369255,0.006815272275990746,-0.47047139598106125,0.4066681794948991,0.3420344831987457,-0.0646336962961534,0.49685494694927845,-0.15482046375053277,1.0958519949069043,1.0676983825145752,0.1621182934828837,L2IT,V1,True,True
864691135762339894,1948,1948,58,25,33,7,279.55709550424007,2960.9778278222893,3591,0.974937343358396,1.0862642404130316,72,145,0,,133.9074221692379,118.43590214051895,3.0,2.0,28,45,10.093954692793806,0.3604983818854931,0.08879620462361089,0.037246934702024524,0.0,0.12760728542914174,0.062186917658588636,0.014458182690175432,1.8404309542376782,0.7127980262949046,0.7226315801602773,0.009833553865372657,0.7058462215052322,0.016785358655045046,1.1194517979311636,1.0680322855020032,0.19131361904248642,L3IT,V1,True,True
864691135658994050,6927,2984,97,45,52,8,269.58947466450513,4479.764972986591,4744,0.977866779089376,1.3379185185336593,83,142,0,,116.24526013809306,113.51325929210083,4.0,3.0,42,62,13.049475735625213,0.31070180322917174,0.04461086944331732,0.012774834437086092,0.0,0.11546490066225165,0.03705324779580309,0.00419916601599223,1.799791105836625,0.5513316171327655,0.5198499852051163,-0.03148163192764919,0.5376614092043605,-0.01781142399924418,1.0417706545144056,1.0801578919774912,0.1242997947750895,L3IT,V1,True,True
864691136109892792,1869,1869,50,21,29,4,177.20192401135955,2851.671282558766,2353,0.9821504462388441,0.9326848342286995,58,114,0,,135.44250827360716,97.53314639712525,2.4594288304623753,3.0,28,43,9.43595574710968,0.33699841953963144,0.14114849682003677,0.03229097137387756,0.0,0.11765298540357427,0.0747363089732176,0.023003336976629405,2.8870675552113005,0.6678684599842821,0.7096235279806178,0.04175506799633566,0.6758568932269653,0.03376663475365249,1.100915808268706,1.0495658265995922,0.2109924116870403,L4IT,V1,True,True
864691136371808392,1849,1849,52,23,29,5,272.1664435107767,2795.822182845306,3681,0.9864167345829937,1.182974217808549,127,123,0,,124.68211153566148,118.49291557696495,3.0,3.0,32,40,11.257472761862319,0.35179602380819747,0.10666757437379636,0.05558150511834639,0.012194054654695996,0.16836065412565274,0.07690256657016561,0.012186096831890364,2.4425382642403846,0.7340674157815794,0.7145016958150534,-0.019565719966526007,0.7483269020578175,-0.03382520624276408,1.1140423470115721,1.114443415037727,0.15521900122166954,L4IT,V1,False,False
864691136066506392,1684,1684,39,16,23,4,274.40776343291196,2566.1112806932683,3030,0.9877887788778877,1.1376954777007695,50,126,0,,135.31986145982012,124.75097439380039,3.0,3.0,22,30,8.682280682095831,0.39464912191344687,0.09491572047400186,0.052171770503343894,0.00824780007039775,0.17729954241464274,0.0863899078661846,0.021811464222535024,0.39088676123855176,0.7764184626841177,0.7548461577920355,-0.021572304892082284,0.7608028953112539,-0.005956737519218436,1.1524761390446263,1.0906115376754693,0.21550270014636047,L4IT,V1,False,False
864691135367232761,1704,1704,45,18,27,6,208.91276945217513,2580.320305477289,2690,0.9888475836431226,1.459026207853664,90,131,0,,145.14968221943457,123.50252108191401,3.0,3.0,26,35,4.227062702568687,0.16257933471418026,0.10215845062716247,0.05285765690125641,0.019882155386968126,0.17039791298089899,0.10647769458282252,0.014715865801257439,-0.29350933298746046,0.5344760240946745,0.49111061978680326,-0.04336540430787128,0.558126371947686,-0.06701575216088274,0.9938412101541289,1.005898246298326,0.4463023160654394,L4IT,V1,True,True
864691135342193329,1414,1414,27,10,17,3,317.36350454507357,2164.369515297376,1803,0.9816971713810316,1.304281411352646,77,89,0,,146.5783493780022,126.08397988176252,2.0,2.0,20,25,11.106941826899593,0.5553470913449796,0.09162001394879125,0.054835417002432864,0.012517363909162776,0.16122917290232466,0.0742818115805295,0.006978992054545811,2.4843418981926484,0.5661274302779862,0.5798833650509518,0.013755934772965661,0.6015859798429322,-0.021702614791980324,0.9646243747784634,0.9371548761241301,0.16307149915023025,L4IT,V1,True,True
864691136275165965,3222,1532,41,17,24,6,341.746974830974,2317.5483100738397,2152,0.9837360594795539,1.4452887224729456,90,120,0,,131.72690326374467,126.14670078004924,4.0,3.0,22,31,4.076108110793578,0.18527764139970812,0.07980696629552207,0.06673634399225427,0.010522131100239168,0.2574171085619754,0.0911969957697776,0.00925601423793885,-1.2305544461642801,0.5325274079453374,0.5104011219695614,-0.022126285975775928,0.5234172795750027,-0.01301615760544128,1.2820879090744197,1.2615547325283756,0.4588438368484097,L4IT,V1,True,False
864691136066697624,5183,2026,81,30,51,10,298.4929196978344,3083.08141655361,3975,0.9783647798742139,1.113307235223082,142,150,0,,122.20947801527615,109.37587104092162,3.0,3.0,38,50,9.618432536984805,0.25311664571012643,0.06636222940468826,0.03915347846546301,0.004076578249993809,0.13822968521683143,0.06456280663155133,0.008308549161721851,0.21657484816085854,0.35826949778201905,0.35207467168765505,-0.006194826094364003,0.4168823400233763,-0.06480766833572127,1.069349210592176,1.0334956931874408,0.20215265038568306,L4IT,V1,False,True
864691135856802606,2069,2069,55,25,30,8,369.3661009519175,3131.7490128272225,2351,0.9706507868991918,0.8252957045810732,64,127,0,,157.94345237479914,100.80671323140112,4.0,3.0,27,42,9.578527831459322,0.35476029005404897,0.08331681072942454,0.037476094529062226,0.0,0.1578580698039751,0.08689806636375128,0.013832965360262814,-0.2588928361386929,0.655907450282508,0.6595256113462702,0.0036181610637622263,0.6624315071983162,-0.0029058958520460365,1.1987480086439914,1.1741967652835168,0.17835503545954068,L4IT,V1,False,False
864691135716106266,1978,1978,50,21,29,5,213.87725747638007,2988.3125023016014,3940,0.9845177664974619,1.1322009206805674,149,139,0,,127.22002193113468,126.06541098676682,3.0,3.0,30,40,12.691371364661379,0.4230457121553793,0.054923804273107724,0.04417236091939079,0.010957437452441678,0.1264716791385778,0.053660316743840836,0.003913002620273444,0.32289462897895893,0.6926059492634362,0.6671686151545667,-0.025437334108869503,0.6836348475625295,-0.016466232407962744,0.8668961942022803,0.8518761462998096,0.15239178815012286,L4IT,V1,True,False
864691136673975943,3837,1737,43,18,25,6,339.97375519533415,2637.710674792859,2521,0.9789765965886553,1.3332089108613094,87,130,0,,130.54829049197122,116.76137565441724,4.0,3.0,28,32,9.293557407969262,0.33191276457033075,0.10587506710145093,0.0475066735010418,0.0005139095066601878,0.13890401475159933,0.10168920815855378,0.02219107265240669,0.18862805815937791,0.6493076790661577,0.621550958654501,-0.027756720411656666,0.6670641816298309,-0.04551322297532989,1.242731007301774,1.2278371898128564,0.220179639828441,L4IT,V1,True,True
864691136195348812,11568,6687,306,136,170,22,635.8483022148163,9944.359400272435,26796,0.9916405433646813,1.3832929913556873,678,648,0,,210.48840356139667,178.06243528634957,6.0,4.0,136,148,9.108329895883607,0.06697301394032064,0.03613574327883676,0.009173469624503243,0.0,0.0545691681001767,0.02330360338674009,0.004301060532096749,2.9834827471821352,0.07255576029855075,0.06842273772041223,-0.004133022578138523,0.07274162857757782,-0.004318890857165594,4.845197003438391,4.915202629384377,0.2592989221647611,L5ET,V1,False,False
