scan,target_root_id,partner_index,pre_pt_root_id,recording_id,repeat_reliability,segment_id,path_um
target256550_ses5_scan7_automatic_conservative,864691135060651419,5,864691136906164146,ses5_scan7_field2_unit2384,0.3527789704689661,7681,115.23310973904518
target256550_ses5_scan7_automatic_conservative,864691135060651419,6,864691136665210846,ses5_scan7_field4_unit4655,0.2765803158246266,8304,88.48171577530853
target256550_ses5_scan7_automatic_conservative,864691135060651419,7,864691136904656818,ses5_scan7_field2_unit2570,0.08647488192357235,7070,127.05247050849589
target256550_ses9_scan4_automatic_conservative,864691135060651419,0,864691135469501522,ses9_scan4_field2_unit1884,0.26588903201183145,7787,111.92806395486006
target256550_ses9_scan4_automatic_conservative,864691135060651419,1,864691136108586969,ses9_scan4_field4_unit4723,0.14180144077095558,6853,130.00528151888597
target256550_ses9_scan4_automatic_conservative,864691135060651419,2,864691135429733424,ses9_scan4_field4_unit5218,0.1692190258098373,5882,215.03600644416963
target256550_ses9_scan4_automatic_conservative,864691135060651419,3,864691136312150874,ses9_scan4_field4_unit5132,0.37083631506130427,6507,45.09888611901749
target256550_ses9_scan4_automatic_conservative,864691135060651419,4,864691135774179147,ses9_scan4_field4_unit4758,0.1154095701540957,7558,116.15718175902497
target256550_ses9_scan4_automatic_conservative,864691135060651419,5,864691135577617694,ses9_scan4_field4_unit4719,0.23614808453795139,6339,180.26225038041272
target256550_ses9_scan4_automatic_conservative,864691135060651419,6,864691135641008443,ses9_scan4_field4_unit5157,0.11284289871666425,6679,134.75541664152215
target256550_ses9_scan4_automatic_conservative,864691135060651419,7,864691135618461289,ses9_scan4_field6_unit7436,0.24656743475979198,8058,109.6091252019804
target256550_ses9_scan4_automatic_conservative,864691135060651419,8,864691136914235889,ses9_scan4_field6_unit7460,0.4318210009064453,8304,88.48171577530853
target256550_ses9_scan4_automatic_conservative,864691135060651419,9,864691135861093992,ses9_scan4_field4_unit4987,0.4074137684270788,8380,99.04126274068416
target256550_ses9_scan4_automatic_conservative,864691135060651419,10,864691135361314119,ses9_scan4_field4_unit4762,0.19328753399169887,7412,119.2540782702316
target256550_ses9_scan4_automatic_conservative,864691135060651419,11,864691135571440006,ses9_scan4_field6_unit7562,0.12614379084967317,8489,89.82922842135756
target256550_ses9_scan4_automatic_conservative,864691135060651419,12,864691135755033805,ses9_scan4_field6_unit8237,0.14701111588187585,5483,174.7472691279054
target258209_ses4_scan7_automatic_conservative,864691135277186789,0,864691135102434592,ses4_scan7_field4_unit3738,0.35373789418443774,2570,155.24005683212124
target258209_ses4_scan7_automatic_conservative,864691135277186789,1,864691135573296677,ses4_scan7_field4_unit3183,-0.18779638376031677,3680,132.7636614041002
target258209_ses4_scan7_automatic_conservative,864691135277186789,2,864691136100052085,ses4_scan7_field4_unit3206,0.29370259052526115,4701,102.73546162005576
target258209_ses4_scan7_automatic_conservative,864691135277186789,3,864691135545285672,ses4_scan7_field4_unit3108,0.1275273126282143,2724,147.01544642097036
target258209_ses4_scan7_automatic_conservative,864691135277186789,4,864691136906009522,ses4_scan7_field4_unit3175,0.15561280473259861,4380,118.43447613746493
target258209_ses4_scan7_automatic_conservative,864691135277186789,5,864691135376325193,ses4_scan7_field4_unit3112,0.2337102237488669,2846,144.2324173941878
target258209_ses4_scan7_automatic_conservative,864691135277186789,6,864691136026382905,ses4_scan7_field4_unit3043,0.18474786508277274,4099,128.2991350501121
target258209_ses4_scan7_automatic_conservative,864691135277186789,7,864691135868145174,ses4_scan7_field4_unit3419,0.25747340298649873,3613,133.64715910718326
target258209_ses4_scan7_automatic_conservative,864691135277186789,8,864691135347693215,ses4_scan7_field4_unit3205,0.09595439148895568,3520,75.46413734584691
target258209_ses4_scan7_automatic_conservative,864691135277186789,9,864691135442839112,ses4_scan7_field6_unit6006,0.15546491102523732,4175,124.92642806281194
target258209_ses4_scan7_automatic_conservative,864691135277186789,10,864691135943762036,ses4_scan7_field4_unit3147,0.08470015743523686,2526,158.75266650822388
target258209_ses4_scan7_automatic_conservative,864691135277186789,11,864691135582973549,ses4_scan7_field6_unit5899,0.035227326940508556,4433,117.40283186580152
target258209_ses8_scan5_automatic_conservative,864691135277186789,0,864691135545285672,ses8_scan5_field4_unit4917,0.1127856495396212,2724,147.01544642097036
target258209_ses8_scan5_automatic_conservative,864691135277186789,1,864691135102434592,ses8_scan5_field4_unit5611,0.3782882496064119,2570,155.24005683212124
target258209_ses8_scan5_automatic_conservative,864691135277186789,2,864691136335276211,ses8_scan5_field6_unit8132,0.39550116883736464,3907,130.14255890034136
target258209_ses8_scan5_automatic_conservative,864691135277186789,3,864691135376325193,ses8_scan5_field4_unit4923,0.4294833261771861,2846,144.2324173941878
target258209_ses8_scan5_automatic_conservative,864691135277186789,4,864691135294476214,ses8_scan5_field2_unit2403,0.2805686751586279,3031,141.22985095535924
target258209_ses8_scan5_automatic_conservative,864691135277186789,5,864691135347693215,ses8_scan5_field4_unit5023,0.1436381852010877,3520,75.46413734584691
target258209_ses8_scan5_automatic_conservative,864691135277186789,6,864691135739736689,ses8_scan5_field2_unit2446,0.24661514240732788,2981,141.47273465967396
target258209_ses8_scan5_automatic_conservative,864691135277186789,7,864691135442905672,ses8_scan5_field6_unit7919,0.39788178044940603,2981,141.47273465967396
target258209_ses8_scan5_automatic_conservative,864691135277186789,8,864691135442668872,ses8_scan5_field2_unit2127,0.33879108821144027,4331,122.38005782711568
target258209_ses8_scan5_automatic_conservative,864691135277186789,9,864691135582973549,ses8_scan5_field6_unit7859,0.42905872811411666,4433,117.40283186580152
target258209_ses8_scan5_automatic_conservative,864691135277186789,10,864691136093372084,ses8_scan5_field2_unit2669,0.2618959019130766,3320,138.37150042014596
target258209_ses8_scan5_automatic_conservative,864691135277186789,11,864691136086755436,ses8_scan5_field8_unit10049,0.50074423930156,3094,140.2785454915903
target258209_ses8_scan5_automatic_conservative,864691135277186789,12,864691135470787666,ses8_scan5_field2_unit2040,0.2964123849053003,3283,138.3868095444029
target258209_ses8_scan5_automatic_conservative,864691135277186789,13,864691136906009522,ses8_scan5_field4_unit4989,0.2461142121082009,4380,118.43447613746493
target258209_ses8_scan5_automatic_conservative,864691135277186789,14,864691136665194974,ses8_scan5_field2_unit2097,0.29102142073374354,3955,129.91144408297998
target258209_ses8_scan5_automatic_conservative,864691135277186789,15,864691136118618136,ses8_scan5_field2_unit1626,0.20489480463718332,3434,137.80099767933726
target258209_ses8_scan5_automatic_conservative,864691135277186789,16,864691135943762036,ses8_scan5_field4_unit4962,0.15659558227183815,2526,158.75266650822388
target264871_ses7_scan3_automatic_conservative,864691135739661169,0,864691135134507936,ses7_scan3_field4_unit5251,0.29719001956013547,429,211.90719394868609
target264871_ses7_scan3_automatic_conservative,864691135739661169,1,864691135134945184,ses7_scan3_field4_unit5073,0.42634416296932387,429,211.90719394868609
target264871_ses7_scan3_automatic_conservative,864691135739661169,2,864691135349884119,ses7_scan3_field2_unit1853,0.25668622680215636,782,160.6503320544845
target264871_ses7_scan3_automatic_conservative,864691135739661169,3,864691136124832806,ses7_scan3_field4_unit4876,0.3894756929535804,970,154.59961780764587
target264871_ses7_scan3_automatic_conservative,864691135739661169,4,864691136123905062,ses7_scan3_field6_unit7111,0.043285148609322074,782,160.6503320544845
target264871_ses7_scan3_automatic_conservative,864691135739661169,5,864691136954123487,ses7_scan3_field8_unit8795,0.35734459233815175,1170,133.44512055403746
target264888_ses7_scan3_automatic_conservative,864691135196576298,0,864691136110073016,ses7_scan3_field2_unit2403,0.01112542340537188,6067,151.7148008482344
target264888_ses7_scan3_automatic_conservative,864691135196576298,1,864691136619096795,ses7_scan3_field6_unit7294,0.22718381756595582,5947,161.54508478492966
target264888_ses7_scan3_automatic_conservative,864691135196576298,2,864691135861102952,ses7_scan3_field4_unit5133,0.4925671485139067,6067,151.7148008482344
target264888_ses7_scan3_automatic_conservative,864691135196576298,3,864691135409939145,ses7_scan3_field4_unit4830,0.20960832021373021,5542,190.2837884906852
target264888_ses7_scan3_automatic_conservative,864691135196576298,4,864691135699797013,ses7_scan3_field4_unit4939,0.2929869758122227,5873,172.69997040568015
target264888_ses7_scan3_automatic_conservative,864691135196576298,5,864691136108611033,ses7_scan3_field6_unit7188,0.11005200133581412,5437,193.7143211153901
target264888_ses7_scan3_automatic_conservative,864691135196576298,6,864691136210847932,ses7_scan3_field4_unit4930,0.1869758122226993,4926,399.48043352128434
target264888_ses7_scan3_automatic_conservative,864691135196576298,7,864691135779161440,ses7_scan3_field6_unit7125,0.28230523352893466,6168,119.47758805498071
target264888_ses7_scan3_automatic_conservative,864691135196576298,8,864691136954123487,ses7_scan3_field8_unit8795,0.35734459233815175,5873,172.69997040568015
target264889_ses6_scan6_automatic_conservative,864691135324623260,0,864691135842062307,ses6_scan6_field6_unit7038,0.5704451123515099,7046,154.825469343045
target264889_ses6_scan6_automatic_conservative,864691135324623260,1,864691135853222087,ses6_scan6_field2_unit1759,0.043318543962597204,7366,139.9529623482772
target264889_ses6_scan6_automatic_conservative,864691135324623260,2,864691135811061708,ses6_scan6_field6_unit6953,0.3405324173465006,7540,133.31308763171273
target264889_ses6_scan6_automatic_conservative,864691135324623260,3,864691135619463567,ses6_scan6_field4_unit3916,0.20798148943275602,7540,133.31308763171273
target264889_ses6_scan6_automatic_conservative,864691135324623260,4,864691135196576298,ses6_scan6_field6_unit6675,0.32935451552883926,0,0.0
target291111_ses6_scan4_automatic_conservative,864691135409937097,0,864691135941120001,ses6_scan4_field2_unit1783,0.3133485997805448,4516,228.710897079406
target291111_ses6_scan4_automatic_conservative,864691135409937097,1,864691134887635962,ses6_scan4_field2_unit1639,0.031568150374505034,5878,91.8271936924558
target291111_ses6_scan4_automatic_conservative,864691135409937097,2,864691136603811281,ses6_scan4_field2_unit1604,0.317069796288345,5156,129.9127496304925
target291111_ses6_scan4_automatic_conservative,864691135409937097,3,864691135774429435,ses6_scan4_field2_unit1641,0.12714565144792708,6026,85.33638239546518
target291111_ses6_scan4_automatic_conservative,864691135409937097,4,864691136144827444,ses6_scan4_field2_unit1571,0.17315967749630262,5289,122.74946546477064
target291111_ses6_scan4_automatic_conservative,864691135409937097,5,864691135572346349,ses6_scan4_field6_unit6877,0.4383998855016458,5402,119.07519889999
target291111_ses6_scan4_automatic_conservative,864691135409937097,6,864691135750642473,ses6_scan4_field8_unit8804,0.09423691617766326,4805,173.6816669052759
target291111_ses6_scan4_automatic_conservative,864691135409937097,7,864691135496369296,ses6_scan4_field2_unit1567,0.24530795286484422,6095,77.39624628668354
target291111_ses6_scan4_automatic_conservative,864691135409937097,8,864691135739689073,ses6_scan4_field2_unit2268,0.261251848671342,5916,91.13919938995066
