condition,feedback,seed,config_index,validation_accuracy,test_accuracy,n_epochs_recorded,best_epoch,best_validation_loss,final10_validation_slope,right_censored,active_group_learning_rates,sparse_active_weight_maintenance_rate,adam_weight_decay,calibration_converged,calibration_reverted,pairing_projection_sha256,calibration_signature_sha256,generated_config_sha256,resolved_config_sha256,result_sha256,checkpoint_sha256,training_summary_sha256,calibration_sha256
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22013,13,0.3043999969959259,0.30640000104904175,112,62,1.9059047170639039,-0.002232531994906332,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,7552c8da1a386436d6e7c9e06b106ccd122f36bc5b83c3d0d41d1e1e594b867b,dd98cd7ea2848b3cb42b9c6c5e4283ce4199e9f1ca73c9e5a8a60d03dc42fa99,c69be037aaad86124e6da34a33a0e27df2f2468e99c0aae2c373af81b2d35e5d,361e65bea28d02462ba306d78051f632d815c69cc071b98396a749a7300d77ff,6ea7c2b7403311f002d4f4d014105832ff8493b302018aa9486bb983c18da130,594d37878e6411c858c5a059464773ba4f893ba78a257bf98ae64e9dfaa4b754,156d2379227773b8ddc962b054a244e46cdb8360a03e1536096e1f08e5f66f31,5397cecece96cdfec09c22076bb095f91f23f47ac14fc06e5e91cc67a99c54b7
cifar10_shunting_matched_bp_confirmatory,backpropagation,22014,74,0.49619999527931213,0.49069997668266296,127,77,1.4462842666625977,0.0010242753543275298,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d6bd67e9936b09308363746de6e02e14726ede29604bbad3be212f2e264697ad,54ddbdc1fc993071d99bb0540b5e84d85b21acd98eff0998835dff56bffca370,cc892c9f9188e8d84a3bd4b579afda6c8ce05c8c59b068bab89ea92e86fd84d8,c8fad21e7a680c21f0cfacea9dfd28665956ebd4c9188655310b5adeeba83946,44b1113fd22389125a3492e817d454db0c2dba544fd19e8fcca3de6f7f99a4a5,f2990740cc55ae47c3e129a0b0a9819c8221720752a89b85a9ab4c67171b4f0a,69c1e3c4c9189335b3edacdc9c2ef727d4b7e9dfb80bbbb88a24e705af3e6099,8d99c3e78c78af1275e85288390e4eb0eddf59aa65bcb69bb931d6823ac5e618
cifar10_shunting_exact_path_confirmatory,exact path,22014,54,0.48959997296333313,0.48649999499320984,139,89,1.4454467000961304,0.00046498175996726967,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d6bd67e9936b09308363746de6e02e14726ede29604bbad3be212f2e264697ad,54ddbdc1fc993071d99bb0540b5e84d85b21acd98eff0998835dff56bffca370,6549ba105f30952236f3adeca5199f59e5dc68f4025f6e868c32cea731356669,a3ac65c361800676d41f4131d7d248b8f0165acb079b4c00c8fb2004e91d9a41,e0459b16c6f051b7dd072dafb45513e369ccb0235b2461480313513b4da2fc5d,a404ebbf1f983626474eee2ec0a3c65db5b5e567adaa20669759cfc5708b3eb4,b9558286aedb9bef369224cc1ca5e2ed4c9c659fb69071bf09e63d225e759d2a,8d99c3e78c78af1275e85288390e4eb0eddf59aa65bcb69bb931d6823ac5e618
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22014,34,0.49379998445510864,0.494299978017807,233,183,1.4561527917861938,-0.0001570291842836114,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d6bd67e9936b09308363746de6e02e14726ede29604bbad3be212f2e264697ad,54ddbdc1fc993071d99bb0540b5e84d85b21acd98eff0998835dff56bffca370,c818f2b59f0df2233d9e3cec7dad03541b18c56579a49085bf60b13ba6825d43,e87d5982edcbaa320f5222549835691f1cf41ea6a1a5f48245d963c45ef62902,39a014816e7b234b35ff89e72700d433314890b9969783ccb62e0a36cd8b8b40,3d7a6bd24468f55efe2bf0fb684c2de3d1bf953eb0c89202ce24d7d0dc91ee64,8f1a1d5311b1e222a7d037ab533273112bb5bb4a6893f5bbbb7e1283d7e7c250,8d99c3e78c78af1275e85288390e4eb0eddf59aa65bcb69bb931d6823ac5e618
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22014,14,0.298799991607666,0.2963999807834625,124,74,1.9001910402297975,-0.0036906074304291696,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,d6bd67e9936b09308363746de6e02e14726ede29604bbad3be212f2e264697ad,54ddbdc1fc993071d99bb0540b5e84d85b21acd98eff0998835dff56bffca370,bf83e8fc5b04528172e4721883ab77a7cc3f6c63d607d645709853906b12ca31,64f2c2fe9c073c7c9a0352863b087c84ff578521014a4d252346edc0ae45e137,7381e253501c60c23a3ba6394716bd9fc4c3cc8914661c49a6881e48ef2eb13f,0d3fdd4f99ca7362469b7ad8b97fdfc8a5c5080722c658495edf1934134a8932,681550cd219b7cec2505883ca24ce67476b2dd1e52645311e7a8ce4cf7d914ac,8d99c3e78c78af1275e85288390e4eb0eddf59aa65bcb69bb931d6823ac5e618
cifar10_shunting_matched_bp_confirmatory,backpropagation,22015,75,0.4917999804019928,0.48819997906684875,148,98,1.4483785095214843,0.0005630873709014253,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,df7fb333afc05562b263a1109e3d1f5becfe97908af73420a9779c4f5a473400,229a63236db340dcd2b679f54fe402529dfa46a5de57779e567f773150470f43,11ccf465ad5b943820110d47bb6a0688be35d600c2384238da7af8a1fb938d19,e6ce858b7c158d71f6a87ebc65144e86c54bb9b3cf16f30043f3b2f6a9158b7f,679f563a809a367db3e7a99c57d307649bad326728affe3623c41a2bdda5a0cd,36f96d5c1e207a4adba69756c87ebdb51ec61e5a4379290388ee98c7c77e1930,4ff67c44dbc7fa22c1fe507d815f6ae8208daefffe5386f81155a1a9f81dca14,7b68cf81631ff2432593458223312bc468f4c303c71d2c1b7a4f5484c869056c
cifar10_shunting_exact_path_confirmatory,exact path,22015,55,0.4949999749660492,0.4936999976634979,147,97,1.4480960388183595,0.0006823373413085837,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,df7fb333afc05562b263a1109e3d1f5becfe97908af73420a9779c4f5a473400,229a63236db340dcd2b679f54fe402529dfa46a5de57779e567f773150470f43,ed8f68253d0eccb793801c3a15f8032260a4b2d85702bb6e92257a7adacc28e8,7594f456ed18e1186e5839be47f3852d1c8bc32b16362646e37ce05c73534289,d95e4a6010750b34aebdddedb82965a4b8554ce670d8c18f8f27ff7ac587f158,9c17b228a078999fca377d04d1ef6b5f68701323c0f77289dc1781d101fe89b2,f421630551a23ab3bc5e681e0aaba206f8964eab297bd377e0c731d3a9459615,7b68cf81631ff2432593458223312bc468f4c303c71d2c1b7a4f5484c869056c
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22015,35,0.491599977016449,0.502299964427948,254,204,1.4408950965881349,0.0007377423396254876,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,df7fb333afc05562b263a1109e3d1f5becfe97908af73420a9779c4f5a473400,229a63236db340dcd2b679f54fe402529dfa46a5de57779e567f773150470f43,e4996382317a518c53cc2b41e70dce05cdef3804d01ad058c0ea89d870009f52,357448e296b46b86bbf6fbdfecc26ec78562d460cded7167a69312d63ed988c0,218ff2f2b70aa457faa222777d36af67a10597ef5998b31634f28b7596a1eca3,b608df611ce22cbd4967b32c34826248c0d67ba91c014f1e322ef82a8e0a38da,5e652b06f29d0c58b74c480ed7632985bfe6f4cdd1e4d6ab8638e79eba7183c6,7b68cf81631ff2432593458223312bc468f4c303c71d2c1b7a4f5484c869056c
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22015,15,0.306799978017807,0.3244999945163727,193,143,1.8497137559890746,0.0002731920704697553,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,df7fb333afc05562b263a1109e3d1f5becfe97908af73420a9779c4f5a473400,229a63236db340dcd2b679f54fe402529dfa46a5de57779e567f773150470f43,8e855efffc55c3fcb79f0e14d508073dced0ef3638296c6fd988ecfb1eb95af9,1e5f5cabc9a742ac4404d140ff6722bb6c2d81ab6ece834b7f38ce00aeabe0f5,4b19847f35819268875ec3e142bd3a87b09a879a010dd4c0782984cb9bd4c53e,376f02be7d5118eb51b78a13d013010c641479d6de984d406bc4232389d657a6,5aedecb01ba5f4ca624933976d2f47bdf3c824c0697052f7b7835958d742759a,7b68cf81631ff2432593458223312bc468f4c303c71d2c1b7a4f5484c869056c
cifar10_shunting_matched_bp_confirmatory,backpropagation,22016,76,0.4731999933719635,0.4901999831199646,134,84,1.4831118331909179,0.001773700108383687,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,76b3e8146a448113973e3cdf48e2d12e41ca8060904b884e5fe3671944f0e65c,8e45d3245834d6039b081322d00257afe99aceafce1f57a31d709008156d894c,0f18c05e3c4419cd3d19ab5e0efe8a49cd798338b8af08514c0b7ddd5d6928a8,6c70101a711dc629049809f364212d01f56637d0945fb910856e1cffec9f625f,e8776e305a40c3d4e909b922d336575efc95f2ab9951d7c5fa8c282e94f11062,7ee1aa1ba53e37f1824156254b894bb80785c4ed438ebb15cc1799227a297f48,5e4b91a0b6036d8520a4cd1ea465a92c86e7ac493c375888e8f3ca825147e876,5351b0abaf4f7d09e201202c0e4694a43f35c4c699cb0b64f91dd604e4851174
cifar10_shunting_exact_path_confirmatory,exact path,22016,56,0.4733999967575073,0.48829999566078186,150,100,1.4786131771087647,0.003860225806958795,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,76b3e8146a448113973e3cdf48e2d12e41ca8060904b884e5fe3671944f0e65c,8e45d3245834d6039b081322d00257afe99aceafce1f57a31d709008156d894c,0948d3a6d1409ae49f626e1792b88f249314ca45cb3410ae1fdda14fee23273d,448566e0ab1b517053883a06f4a0f06f65548ca888e1684c866b24794dbb079b,53004ecc2cf9843ff94f621c98f44e7de376c3f072b6c9f218d257f2526aa69e,8532fe595a813c3b435e360a87211c732e9d39eee11bea0893ab81cb6dd13700,1ec244622016dc1aae50c7b43343e4ab15188631d5da801f40b7003e903dc2db,5351b0abaf4f7d09e201202c0e4694a43f35c4c699cb0b64f91dd604e4851174
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22016,36,0.4878000020980835,0.5015999674797058,224,174,1.4705686553955077,0.00026922660480850646,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,76b3e8146a448113973e3cdf48e2d12e41ca8060904b884e5fe3671944f0e65c,8e45d3245834d6039b081322d00257afe99aceafce1f57a31d709008156d894c,469b221bb79068ddebbe81ced35b54ff2f54741fe7d65e41682415b508c3ee4d,96b471fe9ed46b1288f63ac8a902409c11c5fc36dbafa32f0d3116108eb459cb,1b6f40475e80903cb56921008ba4bb61499826c8aa7489b327dc6575ab1d7fa9,6159036c8b3610a0274e6b2a8662b0e5ada97f7fede2938567788f5fb7fbb655,4e362509625deda90f5da822826250dec5595a969bf51b2b922d7d63d3f3192d,5351b0abaf4f7d09e201202c0e4694a43f35c4c699cb0b64f91dd604e4851174
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22016,16,0.27539998292922974,0.2775999903678894,125,75,1.9486191026687623,-0.012450726030523086,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,76b3e8146a448113973e3cdf48e2d12e41ca8060904b884e5fe3671944f0e65c,8e45d3245834d6039b081322d00257afe99aceafce1f57a31d709008156d894c,91ef1168b286b5c7b256cdd4032068b45347f463e9d2094b9d468ea4a333c2cd,26b01515ff8aa89f17f7b82f83e89ebc833c495cd5ef5590247b37f25e839ad4,3b0b045f5eacf8a79e9606e6c3d3cdae27ebd8fe2a1ba03d3a098cc8d94bb20d,55aa32c5543dd43d3c80f1e25c41354fabe5ca7ce37b641d6d005c7f0fa6a355,34b834f494eea7749d775cdd388dc454d98b9a39551478357ca59209f0a40511,5351b0abaf4f7d09e201202c0e4694a43f35c4c699cb0b64f91dd604e4851174
cifar10_shunting_matched_bp_confirmatory,backpropagation,22017,77,0.47679999470710754,0.4935999810695648,150,100,1.504584942817688,0.0011705568128643688,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,224a82ea6e1bb756b04c4e94fefc07b8f52da43cde89dad5be83a96bb03b85f0,bcee99a44165df6bf0f10b63ed52d7c96931b96c1aa7c9572c67b8cf892e4dc4,d2a7665cf2df70911e0dd7e8b0a868f1ca1362e8ac1aed3d97b35878de084214,081f4566aa055224c6497c210ebdff3e0ac558811ab69f5518b428bdb9681f63,851e2c7cc1062722997c9167d16c77114c079d046f9269a8d124d45067456fa1,99c300628810905647f39ce7bea629786f0a935ac242663d78afe67c531c87ae,1d110f178b42f878d3408e602157a70e97839a8fba1a976adb2d0bf8956c252f,240d9ea275abc80d0ce21c4eabdd80815d84c33178ff8d0e74a8eecd3d808d7b
cifar10_shunting_exact_path_confirmatory,exact path,22017,57,0.47099998593330383,0.4822999835014343,123,73,1.4973572931289674,-0.0008286959503636157,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,224a82ea6e1bb756b04c4e94fefc07b8f52da43cde89dad5be83a96bb03b85f0,bcee99a44165df6bf0f10b63ed52d7c96931b96c1aa7c9572c67b8cf892e4dc4,8a963dcb210c64daf299e9050c89a3edd9c71a30ee665c4eba2f443563c3c152,e35bf07cac8d2bb65fd8b6f3cda89d5d7de94ccb03791359f28365b7086c2465,c011ae22e9fa1e12bdbbc03412ef01a822975f947ddfd127d9c370a033a436bd,dfa1a2086b9f06a44352d15bf8a2fc8afb207289396a0254a877780a6dc0685f,c4839703fc991344db07e08d6b6ca60d8feba69419221b800145d8cd8885ee87,240d9ea275abc80d0ce21c4eabdd80815d84c33178ff8d0e74a8eecd3d808d7b
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22017,37,0.4893999993801117,0.5020999908447266,236,186,1.4850589586257934,-0.001322736710057017,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,224a82ea6e1bb756b04c4e94fefc07b8f52da43cde89dad5be83a96bb03b85f0,bcee99a44165df6bf0f10b63ed52d7c96931b96c1aa7c9572c67b8cf892e4dc4,c1f6f3c8917911bba25412df53ae795b57f40d62ea53f3f703ea74e6db80e866,e3a73cf05cb891ead2921277be947d59215c3260771dab3443e96ea3154931a5,db1216a899977f8727d33a8aae05ae04f4df74d93eb8d89ba025f0bbf58d265e,9aed079fdc09d49de138a9f2d4726d0caeb4892e54d329c48a1a41bdafc78508,24e436b2c2f77bbf98363aea3113d063f9b58d55c26e7a8e9c760f017ab80f12,240d9ea275abc80d0ce21c4eabdd80815d84c33178ff8d0e74a8eecd3d808d7b
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22017,17,0.3467999994754791,0.35979998111724854,351,301,1.784871668624878,-0.0004060729795513219,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,224a82ea6e1bb756b04c4e94fefc07b8f52da43cde89dad5be83a96bb03b85f0,bcee99a44165df6bf0f10b63ed52d7c96931b96c1aa7c9572c67b8cf892e4dc4,d34a9480b7f8f3b69cf5854a906e10230f3d72442837e3e83f1c1436cf047e7a,b38ecdf110363f9bf4e33ce967dab56d9cba7b78da299b022f75dda6ff7ab0aa,74104c52091d977c979ef40bf3cf1f620d4b0f8175ba4905cee3c2e66fd702b2,04a414211766ee55f10a6e85fed0c093fc41ab383a3fb7caaa9a72758a7c2d03,fc3a967643a70f45e4755e0fa97c3a24bae2765099e67a13a8a8ddb268f05e85,240d9ea275abc80d0ce21c4eabdd80815d84c33178ff8d0e74a8eecd3d808d7b
cifar10_shunting_matched_bp_confirmatory,backpropagation,22018,78,0.48979997634887695,0.48799997568130493,139,89,1.457119149017334,-0.00036043861620347635,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,a54469d3f2021594684f133bc10a76b8180f416b1edb39d90f5d3867c2bde9b1,948f446ae8bf98b2905d0d0a508838e3503e2bb4784c15bfe8c99b6ac787b899,fb257471c9cca8208b8057db92a126887894053dedd5d5d0cac3a99d3d1b9f6d,7f5a35aef3e0a03c65005bb7624f5a86ece1c10ef8a5dac207d9de1a797c6200,005a6e6e5bad3b5d009d1dc8eed82731428de9782b85d6f879d536092d6de7eb,07315ac5dd8b1059aea10633b89cd3a5ceb4afa832b398960f2fa7b354cab908,a7402f9ddcf598d6ecea3ead6e87b3e2df916224c8da723a6e1c75245cbe4d35,c2b29b30e508ac1752a7f0ecfcf4d1de201572c43df28272057c09139285afda
cifar10_shunting_exact_path_confirmatory,exact path,22018,58,0.4901999831199646,0.4950999915599823,149,99,1.4506044923782349,0.0013151552662705119,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,a54469d3f2021594684f133bc10a76b8180f416b1edb39d90f5d3867c2bde9b1,948f446ae8bf98b2905d0d0a508838e3503e2bb4784c15bfe8c99b6ac787b899,3aa98a8caf990da906cf13c0bb41c2205828427e7b59a0c6ee0c63f644aad091,e240874cea4ad104f9714d6dc1bd9cfe3e61a1287ae5929b0b7180fa1f8c48e1,73ec051c15f1475880c8f91a19e70ce66f0fc70047f0a74bb5f917aa7ef2d207,f55bff3609f89bf1d22eea9f812889debb68dd0200e055d3c86a8a507a768d6a,f8b80965c4195b348b39e5a5009d0874d5bfedb1df70f2734bc9fffc41cc05b8,c2b29b30e508ac1752a7f0ecfcf4d1de201572c43df28272057c09139285afda
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22018,38,0.49859997630119324,0.49879997968673706,210,160,1.4249419090270996,0.00031176870403875934,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,a54469d3f2021594684f133bc10a76b8180f416b1edb39d90f5d3867c2bde9b1,948f446ae8bf98b2905d0d0a508838e3503e2bb4784c15bfe8c99b6ac787b899,b7a5973e1c814dd22fdd18f04754ca0b9a04a8902688d778a7cfdca0ad366dde,a41247bc8432c16fd4a8a44c4a5400c0ae9fcb50d6450da2270c0bdb17599a3c,73d4a9f5bbde161359875f1893bf78e4cf39f1fd45476fa65d6c6981b4369464,753d22e8864229a6336b44b525bd08fe91595f8dc1d3fceec931ff57b3985880,a02aa785aff56c6b83019ee1387f4efcb71b2c9aec55a73f5713c077807d2383,c2b29b30e508ac1752a7f0ecfcf4d1de201572c43df28272057c09139285afda
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22018,18,0.29420000314712524,0.29979997873306274,132,82,1.9212047857284547,-0.007045576763730962,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,a54469d3f2021594684f133bc10a76b8180f416b1edb39d90f5d3867c2bde9b1,948f446ae8bf98b2905d0d0a508838e3503e2bb4784c15bfe8c99b6ac787b899,6175aca5ace96852cd6084fc84a42a7b990d59a6d96451351ec4b49f764211da,125d9964e0202d6830fbe69b887c277c578fcef28779f906db0b9cda0cabec88,55f8af4d0b5f9a8a6700a15ce5b9b10da93776bc628f97502a8edf9e3de539fb,5a504d0b21524fc788640208c26373f73ce58294e243f1f61f838bae39dda2a9,94977120c3940b6411cc8d2813e476f2caa775f04caddad5bbfa5b29d0621ec6,c2b29b30e508ac1752a7f0ecfcf4d1de201572c43df28272057c09139285afda
cifar10_shunting_matched_bp_confirmatory,backpropagation,22019,79,0.49699997901916504,0.49570000171661377,140,90,1.4499138772964477,7.526128133137764e-05,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,3ea35a38bf61d36b554e38e28374c735cd3af5c0c802e4fcea3983ee9b80efa9,d7c83c59398596145e1646a284dc0fca0590bc2e0b44ee6b6de151d0caf53ad2,4e62ad39b60fa15bf2b6e39957ead74316a5056994f6c8b4f9ebf44c5a0eac5f,a9950bb2a4320c7b1e96840ba2dd20116b155680d9e8f61b94959b4deb83a908,cdad9fdc29440c8f4f0ffeef148c2bdf6214aa18ae0789de470fe06ef19eba5c,ed140f64223b56d71afc13983b9b2d91f59e18a9681e4de0997e499539e19b6c,fdb36f2561cd75b6f3bfb305cfb4e9aaa590bd5adb3fa807b9838f511cdb44d6,1a4735ee259bc15ebba8a6788eb8fb2923df7fb8c98101cce8e0e8c1c9491eb3
cifar10_shunting_exact_path_confirmatory,exact path,22019,59,0.4983999729156494,0.49309998750686646,140,90,1.4453528518676757,-0.0010983304272276099,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,3ea35a38bf61d36b554e38e28374c735cd3af5c0c802e4fcea3983ee9b80efa9,d7c83c59398596145e1646a284dc0fca0590bc2e0b44ee6b6de151d0caf53ad2,f5f8a37d48fc037f774439496b76afd91f92a9a4f8f35f0c41ca30a772493f6f,45f71efd58f1ed5acff3c64af13550dd1142e1022cd0d192afd21d0289f8c0bd,6c2969b6722fd228e09c2a756736792bbb727fae482002b4456e2b8457718808,4eebc73ccd099fde13e99db0b83d16f89b3eb352235adf33dc48a4363dd3ee6b,cca233652bd97e67398631523c61653c8c0b2bb3ae11963b289e7eccc2663a04,1a4735ee259bc15ebba8a6788eb8fb2923df7fb8c98101cce8e0e8c1c9491eb3
cifar10_shunting_neuron_specific_confirmatory,neuron specific,22019,39,0.4997999966144562,0.49149999022483826,230,180,1.4494184883117676,-0.00027074558836035075,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,3ea35a38bf61d36b554e38e28374c735cd3af5c0c802e4fcea3983ee9b80efa9,d7c83c59398596145e1646a284dc0fca0590bc2e0b44ee6b6de151d0caf53ad2,16f43aa704bab9e12c9ab108e5c449578c12854f4c80d6c8032ac569036bb03c,81d1da9ba209b4aade649b9d5cc668395c340f72e76c0169d1027344552ec071,c7bb73fa31791deb9cedbbbc96da0f8c4524aa3fe2e4b9688660d674fe8b3463,5fadd4ea40ac0b63e45984b36a8534c7a220b444d7b7a3e0a4ce1a50da530028,6f3cb192b104731792cac2e8594b3df197f8c7744822709a8991d79913a09c0b,1a4735ee259bc15ebba8a6788eb8fb2923df7fb8c98101cce8e0e8c1c9491eb3
cifar10_shunting_strict_scalar_confirmatory,strict scalar,22019,19,0.3330000042915344,0.3513999879360199,354,304,1.7554627754211425,-0.000652974496321167,False,"{""blocklinear"": 0.0001, ""decoder"": 0.001, ""reactivation"": 0.0001, ""topk"": 0.001}",0,0.0,True,False,3ea35a38bf61d36b554e38e28374c735cd3af5c0c802e4fcea3983ee9b80efa9,d7c83c59398596145e1646a284dc0fca0590bc2e0b44ee6b6de151d0caf53ad2,54d0f214351ba1fecf0e644d5677f19e48738c154a0b508c0a08f50c0a737522,cb929bd539f00f85c0010cd4c848b5f9ebd818ce12982af26de13c5a842c847c,6de108b854c04db30cf9cb868eada4a1aff92b87defb80622b040b206457ddf7,6fc8d3d40efe244b575f48cf247bc426911082252e56f80164b652dbc60d2bbb,ebee9a8bf9f396a75b4abeff6f9c8adfc65f15b3fdac3b6f3a9cf1de9b15695e,1a4735ee259bc15ebba8a6788eb8fb2923df7fb8c98101cce8e0e8c1c9491eb3
