stage,index,source,canonical,sha256,size
fresh,52,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_052/initial_model.pt,,ce659099b5fb1d124f83aed7a7755d4742269c1e34b6b7dbc079b5b5da7e63eb,9669068
fresh,52,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_052/mnist_fresh_052_20260906_231334/final_model.pt,,01ea5ce4a8ec412fdbb07981efb1b6341eb4f9c9dc3152e95b36a04acb489fe1,9669010
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/run_audit.json,canonical/fresh/condition_053/run_audit.json,42b5a4b3518e090aea1b5478f4afc02eadca8a2a4f4838afec98ed365adb1f1a,3500
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/progress.json,canonical/fresh/condition_053/progress.json,b0259bf817290fe84e9b7d1888fc7d217a2f644e17ee878c0e8fb53f2b4e3177,37115
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/initial_state_identity.json,canonical/fresh/condition_053/initial_state_identity.json,be0d336241bc78564d61cae07b56c395382a6ebfe9edd7c764069a32a1f1191b,292
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/optimizer.json,canonical/fresh/condition_053/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/config.json,canonical/fresh/condition_053/mnist_fresh_053_20260906_231334/config.json,40e934dda40f8b0ab2844a65c1a5d6b598b61daf77abc62096b78329913e6ca4,77047
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/resolved_seeds.json,canonical/fresh/condition_053/mnist_fresh_053_20260906_231334/resolved_seeds.json,df74b427234d46621db374827e91d9969cd98162abee4f13ed37357ece7f2f76,242
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/training_summary.json,canonical/fresh/condition_053/mnist_fresh_053_20260906_231334/training_summary.json,08aa62a3e2a8889b7c909463263db10010ad84d56b6d0bb045a12dd0a69fde90,10660
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/performance/final.json,canonical/fresh/condition_053/mnist_fresh_053_20260906_231334/performance/final.json,9ea3aa7f68725f23c51f935a6d5a7b824d4fcb806f5a402fb63c0a8e054932f6,292
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/model_resources.json,canonical/fresh/condition_053/mnist_fresh_053_20260906_231334/model_resources.json,047d34fd8e147690166806489f5d9887254daf0dced1b5b4a3fc209714cca5a0,2851
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/initial_model.pt,,a4cd9015f1260765c6676da104ab40aad65dc187c8cc18f6098ba24b45e075d6,9669068
fresh,53,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_053/mnist_fresh_053_20260906_231334/final_model.pt,,18f2bfe88efc3d819075e4b6fd3894258421a4d359c0fdaf43f4fe89fcbb3107,9669010
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/run_audit.json,canonical/fresh/condition_054/run_audit.json,6da84259962b3ee47e5a3a69ddde6910aa041a8e08d0c8abdafbdb09d3f810cc,3500
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/progress.json,canonical/fresh/condition_054/progress.json,7c452dbeaf3c823b3d322e948be85bc6a82c38fe1392c53034275c79ef2455d9,37136
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/initial_state_identity.json,canonical/fresh/condition_054/initial_state_identity.json,4a20884c5897ee365e140b438dd1304d947ad0cc6a2fcd494303fff0c0bc0c27,292
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/optimizer.json,canonical/fresh/condition_054/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/config.json,canonical/fresh/condition_054/mnist_fresh_054_20260906_231417/config.json,d6062903325350444f142beabc257ac758b42d9dde55d824adc2803869f7e5c7,77047
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/resolved_seeds.json,canonical/fresh/condition_054/mnist_fresh_054_20260906_231417/resolved_seeds.json,741aaed8f81667c061ff52cdf9bdeb91cb7450c547203607289863d1c1de07a5,242
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/training_summary.json,canonical/fresh/condition_054/mnist_fresh_054_20260906_231417/training_summary.json,ef2374ab09362cfbbcac8b87e70857202873c9fada9f8c5fd7fe8f5a5e24ef9c,10659
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/performance/final.json,canonical/fresh/condition_054/mnist_fresh_054_20260906_231417/performance/final.json,b0fcfba5505f4694f4147180c8500936535421d1ae13e840943c6496ec3781e8,294
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/model_resources.json,canonical/fresh/condition_054/mnist_fresh_054_20260906_231417/model_resources.json,7ce3c717a42113dd7666e065c0337d0c4bc8425e387e7345b303f6e1953050f7,2851
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/initial_model.pt,,b5767469df215148599e93d7b8e60b61de0cfd2fd5405fbc4e6ddfd6c27924c2,9669068
fresh,54,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_054/mnist_fresh_054_20260906_231417/final_model.pt,,449bd334866ab281f7ef29bdf2725c58666e87db26bf29159a448b627cce8a4a,9669010
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/run_audit.json,canonical/fresh/condition_055/run_audit.json,1e95ee865b4a81a8c0b14c8bf58091d39721553656457f68dd471284e233e6dd,3500
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/progress.json,canonical/fresh/condition_055/progress.json,35c7266b3644ddead7f9005daff9694fe89c50362f5b25e0bbd071001304c462,37159
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/initial_state_identity.json,canonical/fresh/condition_055/initial_state_identity.json,4dd41b199e17dd1c04994135acd125db9829a7c34955fdcefa64f4c517eb4eea,292
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/optimizer.json,canonical/fresh/condition_055/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/config.json,canonical/fresh/condition_055/mnist_fresh_055_20260906_231725/config.json,58714be6b8a2fe03cdeef739bb1dec15bd591bceedc14187aa4b50c9d075f885,77047
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/resolved_seeds.json,canonical/fresh/condition_055/mnist_fresh_055_20260906_231725/resolved_seeds.json,520db8984e3f0b02bc90099dbc8453fa747b617fa2a325a8f45efc46d19ac647,242
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/training_summary.json,canonical/fresh/condition_055/mnist_fresh_055_20260906_231725/training_summary.json,ec5821c8442f809db61114636847b70f85dadf0ef31c2b00dc15ce21ac94d669,10667
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/performance/final.json,canonical/fresh/condition_055/mnist_fresh_055_20260906_231725/performance/final.json,246d024383b33938e2e44d7100454adf96d4175c927d88aa45ed161717228bd1,294
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/model_resources.json,canonical/fresh/condition_055/mnist_fresh_055_20260906_231725/model_resources.json,285e0b77ed8ff88681c18d39023eed8b7739d15dd8aec83ef320f10be2c636a7,2851
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/initial_model.pt,,bcb11b5eb17898731293a73c334434726fb938525377f3f71f32977d5ce4ea0d,9669068
fresh,55,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_055/mnist_fresh_055_20260906_231725/final_model.pt,,ded68c3503d3411ef2d078a10c14f65deddb250b32cfe627b6c68133b0918e01,9669010
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/run_audit.json,canonical/fresh/condition_056/run_audit.json,ad7c50537e5f5fa1ea1bc16437a32c1ca0c73a436044ab60627d2dacd3935bf9,3500
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/progress.json,canonical/fresh/condition_056/progress.json,b7285d9325f775330e8c6a6f0aedb7b31e51bbc21a6365911939ff47db2c6d92,37151
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/initial_state_identity.json,canonical/fresh/condition_056/initial_state_identity.json,838ff3182fd06203e8af91ddc244c682d32a78146dc9e518cc03bacf48572497,292
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/optimizer.json,canonical/fresh/condition_056/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/config.json,canonical/fresh/condition_056/mnist_fresh_056_20260906_231737/config.json,cd0cd79172bd9bc06c6ffc9db005100b23fb4f216bf33db16fe228841d7aef3b,77047
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/resolved_seeds.json,canonical/fresh/condition_056/mnist_fresh_056_20260906_231737/resolved_seeds.json,b67c44e5aa61d3a01fd6f892b1e17df91c5365f5696034b8b7713ebacb396c44,242
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/training_summary.json,canonical/fresh/condition_056/mnist_fresh_056_20260906_231737/training_summary.json,23d7aaee73af8f4025f2a64ae859b9e29d603c609749419f7f970f3911604f47,10672
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/performance/final.json,canonical/fresh/condition_056/mnist_fresh_056_20260906_231737/performance/final.json,e5406c24caa73326353ae9c06bc6317d91b3d4f843828068f235f2baf742d39f,293
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/model_resources.json,canonical/fresh/condition_056/mnist_fresh_056_20260906_231737/model_resources.json,6386d252b20da8dd0fe421bd064959dd522d01dbc2839e7ba09d0beb983df8a9,2851
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/initial_model.pt,,da98c345e228a534d2254ab97a2caedf839eafcc9192c86afe3e557f9cbc60be,9669068
fresh,56,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_056/mnist_fresh_056_20260906_231737/final_model.pt,,00831e4e49b30cb8ef2327b19c02462e65ceef8b5513ca6646182a7a785272bb,9669010
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/run_audit.json,canonical/fresh/condition_057/run_audit.json,078c7362930c9da467c2852646d4fed09b6eafd137c7209a8fb4f243e158d8b5,3499
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/progress.json,canonical/fresh/condition_057/progress.json,c7ccdf6e799fb1938333566f47d6e4062daf1d2dd8ef6edc2a6bbb7b211f3757,37153
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/initial_state_identity.json,canonical/fresh/condition_057/initial_state_identity.json,f044042eee6fdf13daa486d63c52299475ec54691900b2811b338b42403b956d,292
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/optimizer.json,canonical/fresh/condition_057/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/config.json,canonical/fresh/condition_057/mnist_fresh_057_20260906_231743/config.json,d8170295cee87ff8e08d0085061418f5cce7b538b9f7de760abbe2ea044a5985,77047
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/resolved_seeds.json,canonical/fresh/condition_057/mnist_fresh_057_20260906_231743/resolved_seeds.json,81d5a9e7fd28119ee2b14923b79e189a4cbe7f442354e5e6ad49caa2c1361ba9,242
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/training_summary.json,canonical/fresh/condition_057/mnist_fresh_057_20260906_231743/training_summary.json,1e5a42c6f537c9078baac6378f9aeac576100f9b57bddd21ca9982281a4dd0b0,10668
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/performance/final.json,canonical/fresh/condition_057/mnist_fresh_057_20260906_231743/performance/final.json,0b13717e8ef7c094f1227f7cc096b5acee0c28fea857ae4069380a332299141b,292
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/model_resources.json,canonical/fresh/condition_057/mnist_fresh_057_20260906_231743/model_resources.json,dcb9b0349929ac259e6088f7f63948d6a5ba8f9092481725a92e54078a415019,2851
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/initial_model.pt,,060af9a142fa502700e03aee079ef95a7d286c4964c025ca7c76a632a9068dd6,9669068
fresh,57,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_057/mnist_fresh_057_20260906_231743/final_model.pt,,34521444c6dbe3bf59dbacfa4cfffdde781ce3d04314aff8f20a03024390a400,9669010
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/run_audit.json,canonical/fresh/condition_058/run_audit.json,9390092fd294e616170489b8c8b0ab89500bfac40a47a00699f261c1c09da90e,3499
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/progress.json,canonical/fresh/condition_058/progress.json,f7a774393ffe513c6a90c5b0b0820e642819735944906109c8329c2ff1453d53,37139
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/initial_state_identity.json,canonical/fresh/condition_058/initial_state_identity.json,3f657cd5b20a22332dd75ee0ab23cfc1a48d5fd6454d42633e19d341ac0439ab,292
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/optimizer.json,canonical/fresh/condition_058/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/config.json,canonical/fresh/condition_058/mnist_fresh_058_20260906_231801/config.json,b40ef38aaf897350a1b77a47c630ed5323141824c92036923bd21d155cf934c1,77047
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/resolved_seeds.json,canonical/fresh/condition_058/mnist_fresh_058_20260906_231801/resolved_seeds.json,3b255d8ba49592f1064c00db13abd4400c3e08200283f1293fa3d5ee65f34194,242
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/training_summary.json,canonical/fresh/condition_058/mnist_fresh_058_20260906_231801/training_summary.json,ba64e1abb0e2839ece229ca975549bb9724ff3f14ebde66c72c1d21ffc13c4fd,10665
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/performance/final.json,canonical/fresh/condition_058/mnist_fresh_058_20260906_231801/performance/final.json,4414b8eda6a09f41a8e4f186e5c527b4c58b28b296577f149745b7d916e0e8dc,292
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/model_resources.json,canonical/fresh/condition_058/mnist_fresh_058_20260906_231801/model_resources.json,6386d252b20da8dd0fe421bd064959dd522d01dbc2839e7ba09d0beb983df8a9,2851
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/initial_model.pt,,823fb5b27c0ddf819c90f595ab9a9bc9bd57cb51e211d9548854c79f1d46917a,9669068
fresh,58,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_058/mnist_fresh_058_20260906_231801/final_model.pt,,e208333e459f570ed95afe9d3958b204ec668b5192fd4a8266a74750bb6269b2,9669010
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/run_audit.json,canonical/fresh/condition_059/run_audit.json,8aedc8282a56294ff1c86eb008095a579b2c462ac2c7c71fbddef8996567604e,3499
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/progress.json,canonical/fresh/condition_059/progress.json,a6cb5c45b49809bb9ca4e89c4d1bc60ec4a1d0ef09c8cbb087771d9b8660d6ee,37141
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/initial_state_identity.json,canonical/fresh/condition_059/initial_state_identity.json,795ad7afafb3a3d2f5948e12bdd8aa976088fcaa2f1342bc9db6a39973357187,292
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/optimizer.json,canonical/fresh/condition_059/optimizer.json,9117aef7153af81c70feaeb2d5dee7fb2b821f427318c84b06ecf019a061496c,1487
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/config.json,canonical/fresh/condition_059/mnist_fresh_059_20260906_231806/config.json,8fcf4035c1aadb90b1447bdb5068c669666ea91a03495a0d43d4d18df6b14354,77047
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/resolved_seeds.json,canonical/fresh/condition_059/mnist_fresh_059_20260906_231806/resolved_seeds.json,616ed451c7202e9a9d8e384633581c98ff43aaf259f9c8d2f75e7a68d7076c37,242
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/training_summary.json,canonical/fresh/condition_059/mnist_fresh_059_20260906_231806/training_summary.json,96f0c2425973b56ce3b03248114539daceaccb4265a8779d470c3084d83e89c6,10674
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/performance/final.json,canonical/fresh/condition_059/mnist_fresh_059_20260906_231806/performance/final.json,c98e5f54fbe90dd71bdf70719ce555ccd0f21e9d03e25678fe780a74bc725a5c,294
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/model_resources.json,canonical/fresh/condition_059/mnist_fresh_059_20260906_231806/model_resources.json,6386d252b20da8dd0fe421bd064959dd522d01dbc2839e7ba09d0beb983df8a9,2851
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/initial_model.pt,,43175c7e33291931374e9b6e1709b75be2e7bb3ddac4f2f4ecde9594a9fe8fa0,9669068
fresh,59,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/journal_extension_20260820/sweep_runs/image_ladder_controls_20260906/fresh/condition_059/mnist_fresh_059_20260906_231806/final_model.pt,,d48c3d9443dc328ddd3174abf0355730f9179118155dcbe4f4d003e3768a583c,9669010
