family,tree,optimizer,rule,n_seeds,n_nested_fits,mean_population_nmse,population_nmse_ci95_low,population_nmse_ci95_high,mean_test_noisy_nmse,test_noisy_nmse_ci95_low,test_noisy_nmse_ci95_high,mean_accuracy,accuracy_ci95_low,accuracy_ci95_high,mean_balanced_accuracy,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,mean_gradient_cosine,gradient_cosine_ci95_low,gradient_cosine_ci95_high,failed_fits,mean_gradient_clipped_steps,mean_parameter_clipped_steps
parity4,balanced_ad_bc,adam,exact,20,20,0.0007933217430247401,0.000637574076822158,0.0009573550999187725,0.02299322360147412,0.02262214105466073,0.023378371157889155,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,5.3
parity4,balanced_ad_bc,sgd,broadcast,20,20,0.949357106569477,0.8421795463313226,1.0167676370965772,0.9723000047578537,0.8654463567386486,1.0400984046943882,0.55625,0.503125,0.6218750000000001,0.55625,0.503125,0.6218750000000001,0.4857637327973695,0.3644148011172111,0.604960737916664,0,0.0,0.0
parity4,balanced_ad_bc,sgd,exact,20,20,0.0006535505981973101,0.000524901070275162,0.000783766851726077,0.02283506719264194,0.022454420609130825,0.023234583777671326,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
parity4,comb_a_b_cd,adam,broadcast,20,20,0.9279434487462856,0.771794566478462,1.039155202605093,0.947858370204489,0.7936315102764427,1.057993546895149,0.575,0.515625,0.65,0.575,0.515625,0.65,0.7195643446988103,0.6235086160640585,0.8008785190748676,0,0.0,41.1
parity4,comb_a_b_cd,adam,exact,20,20,0.0009005248931729202,0.0007478333996594997,0.001057596350236407,0.02305417396233985,0.022617715493302243,0.0235513982375513,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,8.3
parity4,comb_a_b_cd,sgd,broadcast,20,20,0.9439228475931806,0.8274462933963993,1.032620161343458,0.9643020067304964,0.8468676307652206,1.0517169756954332,0.59375,0.534375,0.665625,0.59375,0.534375,0.665625,0.5309665314349359,0.3685578986295107,0.6737140583646819,0,0.0,0.0
parity4,comb_a_b_cd,sgd,exact,20,20,0.000728203414083745,0.00060532206271,0.0008569685691569628,0.022895027560450067,0.022467519507638582,0.02338032343801532,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
xor_of_ands,balanced_ab_cd,adam,broadcast,20,20,0.003451683554601355,0.002804000178728777,0.004167198622596393,0.0256232727295898,0.024847974403467532,0.026459187709479026,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.852080195262797,0.8263360759744557,0.8780384244565091,0,0.0,4.4
xor_of_ands,balanced_ab_cd,adam,exact,20,20,0.000945018522560255,0.0007436975084240437,0.0011897673465679352,0.022925991429227785,0.022536284765667228,0.023290335629462814,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
xor_of_ands,balanced_ab_cd,sgd,broadcast,20,20,0.0026066495821408997,0.0013111057548330608,0.004462236231530713,0.02456815131159199,0.0233980734652654,0.026182697957651657,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8685944511784994,0.8364054637340586,0.9000063357665741,0,0.0,0.0
xor_of_ands,balanced_ab_cd,sgd,exact,20,20,0.000715248652853125,0.0005562430386922482,0.0009040177626879702,0.022685282186803442,0.022288756460698826,0.023054786656377266,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
xor_of_ands,balanced_ac_bd,adam,broadcast,20,20,0.5550037806168518,0.549289401897797,0.5611336653817612,0.5827628859202004,0.5741703643879803,0.5912701879961723,0.81875,0.8062500000000001,0.8312500000000002,0.8500000000000002,0.8341666666666666,0.8625208333333331,0.9024975539171644,0.8853386313663454,0.9192931334829555,0,0.0,0.0
xor_of_ands,balanced_ac_bd,adam,exact,20,20,0.5659571567112357,0.5497732890168646,0.589684667265835,0.5944502316994087,0.5759197664743201,0.618709544477864,0.78125,0.7593749999999999,0.8031250000000001,0.7966666666666666,0.7683333333333333,0.8233333333333333,1.0,1.0,1.0000000000000004,0,0.0,0.0
xor_of_ands,balanced_ac_bd,sgd,broadcast,20,20,0.5543652691171219,0.5477521019510918,0.5618674248328355,0.5820216494793783,0.5731427717214181,0.5910545534722597,0.809375,0.7937500000000002,0.8218750000000001,0.8408333333333333,0.8183333333333331,0.855,0.9006182471706967,0.8824041128998927,0.9177273346277899,0,0.0,0.0
xor_of_ands,balanced_ac_bd,sgd,exact,20,20,0.5767693197203532,0.5518894872203819,0.6088790461093243,0.6067915207464617,0.5802220732606206,0.6405305169883945,0.784375,0.759375,0.8062500000000001,0.7975,0.7675,0.825,1.0,1.0,1.0000000000000004,0,0.0,0.0
xor_of_ands,balanced_ad_bc,adam,broadcast,20,20,0.5628837488328805,0.5522674354941183,0.5781366171561406,0.5805645003309807,0.5671455566123547,0.5979481892689473,0.809375,0.7906250000000001,0.8250000000000001,0.8391666666666666,0.8166666666666665,0.8566666666666666,0.9249440075748817,0.9069857895494562,0.9422521918922324,0,0.0,0.0
xor_of_ands,balanced_ad_bc,adam,exact,20,20,0.5622805104667443,0.549004116290117,0.5796632900245535,0.5811927909754082,0.5659230615841044,0.5993543087515567,0.7875,0.76875,0.8031250000000002,0.8066666666666666,0.7741666666666666,0.8358333333333332,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
xor_of_ands,balanced_ad_bc,sgd,broadcast,20,20,0.5630527506476068,0.5517437887420945,0.5775253704905354,0.581288081741604,0.5671462371153123,0.5982425862943176,0.80625,0.790625,0.8187500000000002,0.8366666666666666,0.8149999999999998,0.8524999999999999,0.9270483934144232,0.9080965038675599,0.9442551336309913,0,0.0,0.0
xor_of_ands,balanced_ad_bc,sgd,exact,20,20,0.5643260615228641,0.5502727131990095,0.5827234024315372,0.5830384606263633,0.5675393230061032,0.6019889760452082,0.784375,0.7593750000000001,0.8031250000000002,0.8041666666666666,0.7683333333333332,0.8341666666666666,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
xor_of_ands,comb_a_b_cd,adam,broadcast,20,20,0.4779469736595831,0.47040230147346795,0.48588563403322776,0.5034165703952446,0.4916393297440183,0.5145681673764243,0.896875,0.8843749999999999,0.909375,0.8925000000000001,0.8758333333333334,0.9108333333333333,0.7712751527867445,0.6833160900324993,0.8487125452554137,0,0.0,5.1
xor_of_ands,comb_a_b_cd,adam,exact,20,20,0.43775798101437713,0.4201803377074655,0.4572887412250511,0.46619158975327074,0.44539050863830026,0.4886016520121903,0.875,0.85625,0.89375,0.8450000000000001,0.8258333333333333,0.8666666666666667,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
xor_of_ands,comb_a_b_cd,sgd,broadcast,20,20,0.47597155807259267,0.4686857180017774,0.4837139087784127,0.5022554721144319,0.4911909511697877,0.5124998280440298,0.89375,0.88125,0.90625,0.8866666666666667,0.8716666666666667,0.9033333333333333,0.7063969953188682,0.5987592390126916,0.804268015477011,0,0.0,0.0
xor_of_ands,comb_a_b_cd,sgd,exact,20,20,0.42966324729821714,0.4138674475425194,0.44887970007048883,0.4576959435843415,0.43822000481838597,0.4800714707449914,0.86875,0.8468749999999999,0.8875000000000001,0.8283333333333334,0.8008333333333334,0.8516666666666669,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
