seed,optimizer,rate_scope,rate,contrast,reference_nmse,comparator_nmse,difference
2026220,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0007275906291541,0.0014629341169392,0.0007353434877851
2026221,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0007443600817755,0.5591178844727885,0.5583735243910131
2026221,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0007443600817755,0.0016300661883088,0.0008857061065333001
2026222,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0004757741957386,0.7169032003514031,0.7164274261556645
2026222,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0004757741957386,0.0021619466570267,0.0016861724612881
2026223,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0004886722440002,0.5395998377782598,0.5391111655342596
2026223,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0004886722440002,0.0007147435946884,0.00022607135068819994
2026224,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0007906522119789,0.6533889364751192,0.6525982842631403
2026224,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0007906522119789,0.0002708465426026,-0.0005198056693763
2026225,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0004317230011259,0.563231479583767,0.562799756582641
2026225,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0004317230011259,0.0014652609363691,0.0010335379352432
2026226,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0004486541083958,0.5487990421250597,0.5483503880166639
2026226,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0004486541083958,0.0008505809640189,0.0004019268556231
2026227,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0009430368033879,0.5553317143094092,0.5543886775060213
2026227,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0009430368033879,0.000983819088432,4.0782285044099927e-05
2026228,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0019765180929807,0.537499705203888,0.5355231871109073
2026228,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0019765180929807,0.0021760725570195,0.0001995544640387998
2026229,sgd,same_rate,0.03,crossed_minus_compatible_exact,0.0013458515979917,0.549939631858914,0.5485937802609223
2026229,sgd,same_rate,0.03,broadcast_minus_exact_compatible,0.0013458515979917,0.0047041032312181,0.0033582516332263997
2026210,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0008391209402968,0.5553638830979425,0.5545247621576457
2026210,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0008391209402968,0.000539379682278,-0.00029974125801879997
2026211,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0009106514119162,0.5438861785641615,0.5429755271522454
2026211,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0009106514119162,0.0014233382370232,0.000512686825107
2026212,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0008410071113191,0.5616746451240877,0.5608336380127686
2026212,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0008410071113191,0.0016476034247364,0.0008065963134173
2026213,adam,same_rate,0.003,crossed_minus_compatible_exact,0.001181210321152,0.551331322064468,0.550150111743316
2026213,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.001181210321152,0.0023555371701434,0.0011743268489913998
2026214,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0020396349923609,0.6632111063375691,0.6611714713452082
2026214,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0020396349923609,0.0021070476996474,6.741270728649997e-05
2026215,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0004107580159961,0.537577174418074,0.5371664164020779
2026215,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0004107580159961,0.0020232088391244,0.0016124508231283
2026216,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0004590920490746,0.5619396342927219,0.5614805422436473
2026216,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0004590920490746,0.0007722584537486,0.00031316640467399996
2026217,adam,same_rate,0.003,crossed_minus_compatible_exact,0.000999514695077,0.5636974953933845,0.5626979806983076
2026217,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.000999514695077,0.004646954379186,0.003647439684109
2026218,adam,same_rate,0.003,crossed_minus_compatible_exact,0.000912583659307,0.5444433491419252,0.5435307654826181
2026218,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.000912583659307,0.0042848048059085,0.0033722211466015004
2026219,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0003565038604751,0.5499797097047985,0.5496232058443233
2026219,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0003565038604751,0.0023146951770671,0.0019581913165919998
2026220,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0009178628923047,0.551230071498314,0.5503122086060094
2026220,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0009178628923047,0.0015810087480371,0.0006631458557324
2026221,adam,same_rate,0.003,crossed_minus_compatible_exact,0.000646449787941,0.5558508345166495,0.5552043847287085
2026221,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.000646449787941,0.0015487281847025,0.0009022783967614999
2026222,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0008279777629549,0.6016805188319002,0.6008525410689454
2026222,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0008279777629549,0.002199302026785,0.0013713242638301003
2026223,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0008300690079326,0.5397075136107741,0.5388774446028415
2026223,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0008300690079326,0.0009179722116793,8.790320374670003e-05
2026224,adam,same_rate,0.003,crossed_minus_compatible_exact,0.000908958328575,0.6525413904059054,0.6516324320773305
2026224,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.000908958328575,0.000347123341032,-0.0005618349875429999
2026225,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0004570126638393,0.555976057706674,0.5555190450428347
2026225,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0004570126638393,0.0195018195738508,0.0190448069100115
2026226,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0004088813012693,0.5479034962110462,0.5474946149097769
2026226,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0004088813012693,0.0006283479932147,0.00021946669194539993
2026227,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0010013014960088,0.557463834029762,0.5564625325337531
2026227,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0010013014960088,0.001217318142874,0.00021601664686519994
2026228,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0024214554024476,0.5364108981463329,0.5339894427438853
2026228,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0024214554024476,0.0029602516279768,0.0005387962255292002
2026229,adam,same_rate,0.003,crossed_minus_compatible_exact,0.0015303247509571,0.5505075586833084,0.5489772339323513
2026229,adam,same_rate,0.003,broadcast_minus_exact_compatible,0.0015303247509571,0.0037091681182301,0.002178843367273
2026210,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0007881898339604,0.5578500979796903,0.5570619081457299
2026210,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0007881898339604,0.0013372370165524,0.0005490471825920001
2026211,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0008219621819517,0.5438364773373595,0.5430145151554078
2026211,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0008219621819517,0.0018786227376152,0.0010566605556635
2026212,adam,same_rate,0.01,crossed_minus_compatible_exact,0.001622202360811,0.5649136831372079,0.5632914807763969
2026212,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.001622202360811,0.0027610378294076,0.0011388354685965998
2026213,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0021978732233467,0.5486378143492139,0.5464399411258671
2026213,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0021978732233467,0.005491052362685,0.0032931791393383
2026214,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0019502273778595,0.6515921810666065,0.649641953688747
2026214,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0019502273778595,0.0052460460245814,0.0032958186467219
2026215,adam,same_rate,0.01,crossed_minus_compatible_exact,0.000866296886795,0.5417946506828357,0.5409283537960408
2026215,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.000866296886795,0.0036090367921236,0.0027427399053286004
2026216,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0010737957734785,0.5554645122945516,0.5543907165210731
2026216,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0010737957734785,0.004358607567187,0.0032848117937085003
2026217,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0037424764520566,0.5599937793092347,0.556251302857178
2026217,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0037424764520566,0.0049185987430382,0.0011761222909816003
2026218,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0014055340814,0.5494816995691583,0.5480761654877583
2026218,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0014055340814,0.0079307512984052,0.0065252172170052
2026219,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0015650608054006,0.5545721800231576,0.5530071192177569
2026219,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0015650608054006,0.0032289411410225,0.0016638803356219
2026220,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0030586484432382,0.548927260686237,0.5458686122429988
2026220,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0030586484432382,0.0026325336641917,-0.0004261147790464996
2026221,adam,same_rate,0.01,crossed_minus_compatible_exact,0.002031061453701,0.5563310543269905,0.5542999928732895
2026221,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.002031061453701,0.0039530652199748,0.0019220037662737999
2026222,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0011942968949584,0.5955943726757786,0.5944000757808202
2026222,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0011942968949584,0.0033168390115822,0.0021225421166238
2026223,adam,same_rate,0.01,crossed_minus_compatible_exact,0.002806305329044,0.5397748442861687,0.5369685389571247
2026223,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.002806305329044,0.0037564270608749,0.0009501217318308997
2026224,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0019341942658582,0.6477008191657634,0.6457666248999052
2026224,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0019341942658582,0.0017226941687939,-0.00021150009706430006
2026225,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0008726245556671,0.5627583665694759,0.5618857420138088
2026225,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0008726245556671,0.0021326391792061,0.001260014623539
2026226,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0006265672486882,0.5508556425882551,0.550229075339567
2026226,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0006265672486882,0.0013593584129461,0.0007327911642579
2026227,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0018585289838721,0.5604685701031894,0.5586100411193173
2026227,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0018585289838721,0.0022696677715165,0.0004111387876443999
2026228,adam,same_rate,0.01,crossed_minus_compatible_exact,0.0033617725947248,0.545590022758845,0.5422282501641202
2026228,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.0033617725947248,0.0029886956327753,-0.00037307696194950005
2026229,adam,same_rate,0.01,crossed_minus_compatible_exact,0.001227389966287,0.5533689847977046,0.5521415948314176
2026229,adam,same_rate,0.01,broadcast_minus_exact_compatible,0.001227389966287,0.0041418194575475,0.0029144294912605
2026210,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0135555956621079,0.5649670319041327,0.5514114362420248
2026210,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0135555956621079,0.0109466202452639,-0.0026089754168439998
2026211,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0026925968230742,0.5509120951168414,0.5482194982937671
2026211,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0026925968230742,0.0071773160766737,0.0044847192535995
2026212,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0029917401674436,0.5680864090753567,0.565094668907913
2026212,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0029917401674436,0.0028032566614242,-0.0001884835060193997
2026213,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0036067964246429,0.5525646659923487,0.5489578695677058
2026213,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0036067964246429,0.0045579486999676,0.0009511522753247004
2026214,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0044653953676228,0.6538818830345827,0.6494164876669599
2026214,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0044653953676228,0.0091203886928093,0.0046549933251865
2026215,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0014182851924953,0.5495407506576707,0.5481224654651754
2026215,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0014182851924953,0.0053927435977219,0.0039744584052266
2026216,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0052126506298293,0.5523470027925019,0.5471343521626726
2026216,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0052126506298293,0.0045182026605564,-0.0006944479692728997
2026217,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0020412908542487,0.5617780331883835,0.5597367423341348
2026217,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0020412908542487,0.0140176287197136,0.011976337865464901
2026218,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0024513400419459,0.5512706250474009,0.548819285005455
2026218,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0024513400419459,0.0106834943050957,0.0082321542631498
2026219,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0021050515449663,0.5645069201960907,0.5624018686511244
2026219,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0021050515449663,0.0014649933809045,-0.0006400581640618002
2026220,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0094348873614261,0.5514022524498776,0.5419673650884516
2026220,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0094348873614261,0.0046742572766956,-0.0047606300847305005
2026221,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0023058468260203,0.574739005678782,0.5724331588527617
2026221,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0023058468260203,0.003943566968284,0.0016377201422636996
2026222,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0017593328185361,0.6188703205992279,0.6171109877806917
2026222,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0017593328185361,0.0040204408692709,0.0022611080507348004
2026223,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0067450142410575,0.5381873116854441,0.5314422974443866
2026223,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0067450142410575,0.0054632610268272,-0.0012817532142303002
2026224,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0052723258233715,0.659864537434062,0.6545922116106906
2026224,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0052723258233715,0.0061355152622008,0.0008631894388293005
2026225,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0027176831359603,0.5715083566655046,0.5687906735295443
2026225,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0027176831359603,0.0039872989120357,0.0012696157760753997
2026226,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0024366512322958,0.5575867935923173,0.5551501423600216
2026226,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0024366512322958,0.0082021896065556,0.005765538374259799
2026227,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0030680293368475,0.5658388733850379,0.5627708440481904
2026227,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0030680293368475,0.0046872760209509,0.0016192466841033998
2026228,adam,same_rate,0.03,crossed_minus_compatible_exact,0.00290704378674,0.5484663507802331,0.5455593069934931
2026228,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.00290704378674,0.0027221590979544,-0.00018488468878560035
2026229,adam,same_rate,0.03,crossed_minus_compatible_exact,0.0052710493658785,0.5601003799328204,0.5548293305669418
2026229,adam,same_rate,0.03,broadcast_minus_exact_compatible,0.0052710493658785,0.0179018406545146,0.0126307912886361
