family,tree,optimizer,rule,rate,n_seeds,n_nested_fits,mean_population_nmse,population_nmse_ci95_low,population_nmse_ci95_high,mean_test_noisy_nmse,test_noisy_nmse_ci95_low,test_noisy_nmse_ci95_high,mean_accuracy,accuracy_ci95_low,accuracy_ci95_high,mean_balanced_accuracy,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,mean_gradient_cosine,gradient_cosine_ci95_low,gradient_cosine_ci95_high,failed_fits,mean_gradient_clipped_steps,mean_parameter_clipped_steps
and4,balanced_ac_bd,adam,exact,0.03,20,20,0.00403766457107861,0.0031469714890521843,0.00499079089500383,0.026509920698712032,0.025533920573412746,0.02754360956705964,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,sgd,broadcast,0.003,20,20,0.1440080856586931,0.08461341838654392,0.21312911352282188,0.1688207488851919,0.10817553447688247,0.24198293667657786,0.99375,0.9843750000000001,1.0000000000000002,0.9733333333333334,0.9216666666666667,1.0000000000000002,0.8443359698152477,0.7366715063112572,0.9328891275560054,0,0.0,17.75
and4,balanced_ac_bd,sgd,broadcast,0.01,20,20,0.010927610896222604,0.0017050796545448673,0.024270902690949954,0.03364733965275734,0.024483389685384854,0.04680632320375806,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8053098398231638,0.6998604423722603,0.8851591038335513,0,0.0,45.9
and4,balanced_ac_bd,sgd,broadcast,0.03,20,20,0.008847823223241706,0.0014967791323346872,0.02152942428189115,0.0313628954082031,0.024008332630549703,0.043827686674313825,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.806367071577751,0.7107029389853736,0.8773406548293063,0,0.0,151.35
and4,balanced_ac_bd,sgd,exact,0.003,20,20,0.283379059935401,0.1466997440320622,0.4269101361957849,0.31929450254387126,0.17416234368171787,0.47307739736647014,0.978125,0.9625,0.9937499999999999,0.8483333333333334,0.746625,0.95,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,0.01,20,20,0.0010484396911834,0.0005242722447655038,0.001727660015981282,0.02359189125238002,0.022881905382677092,0.02439475343430392,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,0.03,20,20,0.0007092972216914499,0.0004983515153043795,0.0009728095519712323,0.023291335916092514,0.02274843746581971,0.023841379542901116,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,broadcast,0.003,20,20,0.010880315855176941,0.0029504321544913887,0.022617025488033557,0.033759411720229525,0.025635003721740424,0.045305320887007235,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8068521417854688,0.7111671541759773,0.879703507346365,0,0.0,151.95
and4,balanced_ad_bc,adam,broadcast,0.01,20,20,0.00452463632605545,0.0031544596254652305,0.006197840180438699,0.027275693471869682,0.025691864583167624,0.029323407189518876,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8786435761423327,0.837285383089208,0.9097295234455913,0,0.0,184.4
and4,balanced_ad_bc,adam,broadcast,0.03,20,20,0.00858065440073595,0.006753287030330992,0.010602030635385503,0.03115375374419494,0.028984742570462026,0.033669062785872096,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9591209421347561,0.9383845726337435,0.9754047888268033,0,0.0,7.4
and4,balanced_ad_bc,adam,exact,0.003,20,20,0.001117872357206475,0.000662020920050918,0.001869665442193408,0.023645895015356154,0.02293378029219545,0.024546120185006428,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,0.01,20,20,0.0015531757406806149,0.0011727897225767858,0.001983504038567264,0.024233310293617704,0.02357542548150571,0.024910574227361617,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,0.03,20,20,0.00394824010521593,0.003145964002900057,0.004774700067893867,0.026657873906349917,0.02560254806701142,0.027802091108893638,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,sgd,broadcast,0.003,20,20,0.14264874474606098,0.08168883688445527,0.2130668581517268,0.16873838348624173,0.10452413964752544,0.24362942097331183,0.99375,0.9843750000000001,1.0000000000000002,0.9733333333333334,0.9216666666666667,1.0000000000000002,0.8297222816855039,0.711209675600506,0.9284887263179016,0,0.0,18.2
and4,balanced_ad_bc,sgd,broadcast,0.01,20,20,0.010886968507017676,0.0025268537937912852,0.02363362773875368,0.0336815446556893,0.025267165248889143,0.04623105915512375,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8044409552279694,0.6923059331932807,0.886901728097168,0,0.0,44.8
and4,balanced_ad_bc,sgd,broadcast,0.03,20,20,0.00919750590826107,0.002180307285330439,0.021095606790856668,0.031834812278003534,0.024756101968165058,0.043581482595732135,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.7979382771805665,0.6932589698661145,0.873685107555488,0,0.0,151.3
and4,balanced_ad_bc,sgd,exact,0.003,20,20,0.30729121166165174,0.15984356684703635,0.4636768333070818,0.34188152873814337,0.1873932440385268,0.5089519922210746,0.978125,0.965625,0.9906250000000001,0.825,0.725,0.9250000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,sgd,exact,0.01,20,20,0.0022185292745874347,0.0005095912311355952,0.005297716601119652,0.02486593404554935,0.02293052106708625,0.028076910349994915,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,sgd,exact,0.03,20,20,0.0007245065338610699,0.0005082461818524832,0.0010026389911039985,0.023334171816317435,0.022787302349065324,0.023896732864541664,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,comb_a_b_cd,adam,broadcast,0.003,20,20,0.00394573374860441,0.001382353213650131,0.008670536369972526,0.026746215284784776,0.023775943262498385,0.03208397691789925,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8830685723483501,0.8524564369129568,0.9104520722715136,0,0.75,32.7
and4,comb_a_b_cd,adam,broadcast,0.01,20,20,0.002370238968351119,0.0019149272560108883,0.0028233608044634256,0.02502640973576577,0.024321701578757186,0.025742712223328298,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9025800066578566,0.873636100406829,0.9288239673927046,0,0.05,10.85
and4,comb_a_b_cd,adam,broadcast,0.03,20,20,0.00817173923421824,0.005127330181204144,0.011892684827371162,0.03078195199458837,0.0276064650720711,0.034636321776435726,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9442802396819783,0.9283748826743136,0.9581935284175824,0,0.0,16.55
and4,comb_a_b_cd,adam,exact,0.003,20,20,0.0009291704362307749,0.0007078695490891918,0.0011961191498826072,0.02350423236158868,0.022919469091339583,0.02411581815091605,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,comb_a_b_cd,adam,exact,0.01,20,20,0.0016522479496590247,0.0012836151671907511,0.002033297451790638,0.024292298869299303,0.023662645256551422,0.024912479875025033,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000004,0,0.0,0.0
and4,comb_a_b_cd,adam,exact,0.03,20,20,0.0032870809982138995,0.0024809914321496274,0.0042096428797150365,0.02594141043791326,0.024916374518122338,0.026970049281453586,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,comb_a_b_cd,sgd,broadcast,0.003,20,20,0.10988836705601608,0.04370362434209075,0.2004275950821094,0.1332098358702915,0.06681838897575032,0.22196119824243568,0.99375,0.9843750000000001,1.0000000000000002,0.9733333333333334,0.9216666666666667,1.0000000000000002,0.8673835283222686,0.7901614625206629,0.9250436615539037,0,0.0,0.0
and4,comb_a_b_cd,sgd,broadcast,0.01,20,20,0.0015550198438498398,0.0010960380404508876,0.0021288799618369493,0.024092348787592803,0.023364802895517758,0.02491120866981011,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8770194948153274,0.8313954549196814,0.9136323766959318,0,0.0,0.0
and4,comb_a_b_cd,sgd,broadcast,0.03,20,20,0.001555393630840745,0.0011995679519132176,0.0019334415497710995,0.024108203124571948,0.023509257165553635,0.02470384103031082,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8765099224902808,0.8430729267813898,0.9061185816572033,0,0.0,0.0
and4,comb_a_b_cd,sgd,exact,0.003,20,20,0.364622545202414,0.20666648930633408,0.5295268743592193,0.403437849166626,0.23678723439373606,0.5771875454269152,0.975,0.9625,0.9875000000000002,0.8,0.7,0.9000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,comb_a_b_cd,sgd,exact,0.01,20,20,0.04879783071017441,0.0005376756981447917,0.14250407338903107,0.07749402206023397,0.023028130441157348,0.18351380060694072,0.996875,0.9906250000000001,1.0000000000000002,0.975,0.925,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,comb_a_b_cd,sgd,exact,0.03,20,20,0.0007743646566108649,0.0005280359683337659,0.0010815673915414556,0.02339954027633298,0.0227885696724277,0.024033107358920596,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ab_cd,adam,broadcast,0.003,20,20,0.0012066716814306652,0.0009911743172767542,0.0014266606382629715,0.023892983344981588,0.023288385494181957,0.024583887551790796,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.917635106571079,0.8953863159307077,0.9382113223057827,0,0.0,11.4
and_of_xors,balanced_ab_cd,adam,broadcast,0.01,20,20,0.002240083735102915,0.0018003054850282629,0.0026962586720561087,0.025017841525814793,0.024237431728235954,0.025828119780897146,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9278241208001632,0.9131034673079536,0.9419451737740161,0,0.0,5.55
and_of_xors,balanced_ab_cd,adam,broadcast,0.03,20,20,0.006269307698304224,0.004119083552967536,0.008914626164459559,0.02915442257469522,0.026631087783634072,0.032204800176916584,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9521816657056933,0.937312832060753,0.9645441945170895,0,0.0,49.15
and_of_xors,balanced_ab_cd,adam,exact,0.003,20,20,0.0008954604049891651,0.0006938193983134911,0.0011069605814611352,0.023571139981120624,0.02306333398036664,0.024093822389170058,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ab_cd,adam,exact,0.01,20,20,0.0017312227169406801,0.001363046501533087,0.0021917450994582994,0.024376582493876524,0.02373275757930226,0.02507425605883405,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ab_cd,adam,exact,0.03,20,20,0.00402537675888016,0.003156911085819678,0.005023785734260453,0.026754388777308985,0.025625595938781356,0.02800525676621536,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,broadcast,0.003,20,20,0.03760824726760019,0.01843612620897513,0.06171703871320432,0.06140387983081909,0.041985204484928665,0.08571446503794151,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.92490689193098,0.8671031023881477,0.9706442837548168,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,broadcast,0.01,20,20,0.0011145431844252001,0.0008767178725155812,0.0013806443720519074,0.023780165376608327,0.0232200035446429,0.024405414176107917,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.935291686858718,0.9214344273826686,0.9483452880869291,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,broadcast,0.03,20,20,0.00116629441364609,0.0009282942095228716,0.0014189521869927952,0.02383891876127495,0.023243429998194946,0.02450640142469478,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.9292659276859012,0.9175331294304385,0.9401425803751884,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,exact,0.003,20,20,0.11662728192677825,0.04229300771718903,0.2096616861493417,0.14258312600693715,0.06542127581323705,0.23927106186937605,0.978125,0.95,1.0,0.9645833333333332,0.9125000000000001,1.0,1.0,1.0,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,exact,0.01,20,20,0.0006847533928729599,0.0005245016979602692,0.0008529986732803069,0.023312853738460922,0.02282134021928934,0.023846620269464477,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ab_cd,sgd,exact,0.03,20,20,0.000718643089878075,0.0005546423471144275,0.000888339329827744,0.023360691422192388,0.022857345624488396,0.023903173993219493,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ac_bd,adam,broadcast,0.003,20,20,0.89041155113557,0.842946068889433,0.9382208653720574,0.9127819938947417,0.8603488925455879,0.9648800671273452,0.759375,0.7406249999999999,0.7781250000000001,0.5520833333333333,0.5208333333333334,0.5854166666666667,0.3297942010860645,0.19385285724758514,0.46538374280793526,0,0.0,102.25
and_of_xors,balanced_ac_bd,adam,broadcast,0.01,20,20,0.9258419491357882,0.8821072392513785,0.9672777257525569,0.9463682167498397,0.9008823776345639,0.9915166576465202,0.75625,0.7374999999999999,0.775,0.55,0.51875,0.5833333333333333,0.6222402711248453,0.5433992195724653,0.6995078617378928,0,0.0,48.45
and_of_xors,balanced_ac_bd,adam,broadcast,0.03,20,20,0.9412238418555289,0.8984330985782961,0.9808764406590101,0.9635563532294695,0.9194843371306529,1.0055715278554331,0.76875,0.7531249999999999,0.7875,0.5666666666666667,0.5354166666666667,0.6000000000000001,0.9340342509066046,0.909642331838214,0.955000104262619,0,0.0,195.75
and_of_xors,balanced_ac_bd,adam,exact,0.003,20,20,0.6827609507047645,0.6777875701200273,0.6882159053664583,0.7147332808977821,0.701577731894185,0.7280933100298433,0.803125,0.775,0.8312499999999999,0.6895833333333334,0.6625,0.7166666666666668,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ac_bd,adam,exact,0.01,20,20,0.684153754181048,0.6782417601391856,0.6908095025796516,0.7070799257074623,0.694606399795781,0.7197700819227674,0.81875,0.7875,0.8437500000000001,0.7125000000000001,0.6833333333333332,0.739635416666666,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ac_bd,adam,exact,0.03,20,20,0.6946135571026583,0.6848672095682634,0.7065152627097516,0.7160804658608412,0.7018389377580249,0.7325003146028266,0.80625,0.775,0.834375,0.7041666666666667,0.6687499999999998,0.7374999999999999,1.0,1.0,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,broadcast,0.003,20,20,0.961215973272704,0.9173521802524401,1.0012204390691042,0.9976162242020769,0.9492616938866706,1.0447667078712524,0.746875,0.7281249999999999,0.7625000000000001,0.5145833333333333,0.4916666666666667,0.5395833333333334,0.46608026666859564,0.35258712175534535,0.587527325881383,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,broadcast,0.01,20,20,0.9046324281647408,0.8546731548290873,0.9531717139938753,0.9322274119372164,0.8774094570514936,0.9863176158399711,0.765625,0.7468750000000001,0.7812500000000001,0.55625,0.5208333333333334,0.5916666666666668,0.38752432471978543,0.2651141710965534,0.5197018557119226,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,broadcast,0.03,20,20,0.9050396370601899,0.8577888123127029,0.9510100272400194,0.9256609380975295,0.8724214792803424,0.9773438042768758,0.771875,0.75,0.7937500000000001,0.5729166666666667,0.5375,0.6104166666666667,0.4095141179806219,0.26064630152045676,0.5520547262895373,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,exact,0.003,20,20,0.7417780225004625,0.6994200776633165,0.7900639655895022,0.7798164029213768,0.7408757285854843,0.8245137036175569,0.803125,0.775,0.828125,0.6395833333333333,0.6041666666666666,0.675,1.0,1.0,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,exact,0.01,20,20,0.6798774453047488,0.6762853222517465,0.6836606597028085,0.7239424782815796,0.7109184663011556,0.7363672595341012,0.815625,0.7875,0.840625,0.6895833333333332,0.6645833333333333,0.7145833333333332,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ac_bd,sgd,exact,0.03,20,20,0.681934777152848,0.6776148129977838,0.6866086910234007,0.717472495525906,0.7056389209423853,0.7292719170450779,0.809375,0.78125,0.8374999999999999,0.6979166666666667,0.6708333333333333,0.725,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ad_bc,adam,broadcast,0.003,20,20,0.9171461120878994,0.8753241924264978,0.9563070881011946,0.946002864811957,0.8977928037140357,0.9911478602493345,0.74375,0.728125,0.7593749999999999,0.525,0.5020833333333333,0.5499999999999999,0.3843974474675481,0.23764092265729608,0.5254806037754565,0,0.0,122.65
and_of_xors,balanced_ad_bc,adam,broadcast,0.01,20,20,0.9197979491466832,0.8796241098353429,0.9585957934880622,0.9470170865152184,0.9031769013167714,0.9887537791235157,0.746875,0.728125,0.765625,0.5479166666666668,0.5166666666666666,0.5791666666666667,0.5697624397786691,0.4744183296084165,0.6656218834627953,0,0.0,38.95
and_of_xors,balanced_ad_bc,adam,broadcast,0.03,20,20,0.9401858220657575,0.9011176824328622,0.9789536279925682,0.9700210268527532,0.9252269665394258,1.0128440211581733,0.75,0.734375,0.765625,0.5541666666666668,0.5291666666666666,0.58125,0.9255092760503014,0.8806737697514334,0.9569713001158756,0,0.0,172.65
and_of_xors,balanced_ad_bc,adam,exact,0.003,20,20,0.6797734963332793,0.6757405519456525,0.684694173045626,0.7046708571745802,0.6940464812609335,0.7160324762624979,0.825,0.8031250000000001,0.8437500000000001,0.7,0.6708333333333333,0.7291666666666666,1.0,0.9999999999999999,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ad_bc,adam,exact,0.01,20,20,0.6792383483020547,0.6759651456316806,0.6828019182613608,0.7043799688254473,0.6955643349554449,0.7136984342069073,0.83125,0.8093750000000001,0.8531249999999999,0.7041666666666667,0.6791666666666666,0.7291666666666665,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ad_bc,adam,exact,0.03,20,20,0.6891343050261446,0.6812728641802961,0.7009673705317677,0.7137045825277586,0.7015038014535365,0.7296950646949925,0.81875,0.7937499999999998,0.84375,0.7041666666666667,0.6791666666666666,0.7291666666666666,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,balanced_ad_bc,sgd,broadcast,0.003,20,20,0.9399707350082901,0.8885790024716294,0.9867257233463386,0.9691369032892997,0.912207074409677,1.0216779671351375,0.759375,0.7437499999999999,0.778125,0.53125,0.5041666666666667,0.5645833333333334,0.48296263795937977,0.3766336314199213,0.5929491677680864,0,0.0,0.0
and_of_xors,balanced_ad_bc,sgd,broadcast,0.01,20,20,0.9170842711855555,0.8711769545973377,0.9608167877843806,0.9465666125281672,0.8939220479805776,0.9956812497977424,0.746875,0.728125,0.765625,0.5229166666666667,0.4937500000000001,0.5541666666666667,0.36045006230067506,0.22870969894365753,0.49409734420844825,0,0.0,0.0
and_of_xors,balanced_ad_bc,sgd,broadcast,0.03,20,20,0.9190600630977176,0.8797411102849328,0.957909378402678,0.9472269123603768,0.9026728589739712,0.989552987719642,0.74375,0.7250000000000001,0.7593750000000001,0.5375000000000001,0.5104166666666666,0.5645833333333333,0.3896964244131856,0.24350853376780934,0.5322983511283609,0,0.0,17.65
and_of_xors,balanced_ad_bc,sgd,exact,0.003,20,20,0.7504199400316641,0.701464807670898,0.8051052488587536,0.7778149115335258,0.7321752174332955,0.829731104519563,0.80625,0.7843749999999999,0.8281250000000001,0.6375,0.5979166666666667,0.6791666666666667,1.0,1.0,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ad_bc,sgd,exact,0.01,20,20,0.6785848801079923,0.6753796039030247,0.6821613905707224,0.7087330602496393,0.697235512594371,0.7208379043993085,0.83125,0.8093750000000001,0.8500000000000002,0.7041666666666666,0.6770833333333333,0.73125,1.0,1.0,1.0000000000000004,0,0.0,0.0
and_of_xors,balanced_ad_bc,sgd,exact,0.03,20,20,0.6793897361974668,0.6755935490438845,0.6839139020318906,0.7048449430947901,0.6946119819284141,0.7156382228856462,0.828125,0.8125,0.8437500000000002,0.7020833333333332,0.6729166666666666,0.7333333333333332,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and_of_xors,comb_a_b_cd,adam,broadcast,0.003,20,20,0.686682400070568,0.6791942583521112,0.6954282996552316,0.7050569956993599,0.6929802124394039,0.7178492656661839,0.765625,0.7437499999999999,0.7875000000000001,0.66875,0.6270833333333332,0.7125,0.7286404340342166,0.5546957354574272,0.8762732797373098,0,0.0,26.4
and_of_xors,comb_a_b_cd,adam,broadcast,0.01,20,20,0.68662851394129,0.6791522960510985,0.6947220985548803,0.7046825953302506,0.6929389892761201,0.7168632001491585,0.7625,0.734375,0.790625,0.6625,0.61875,0.70625,0.7272659219663082,0.5817793494877013,0.8486020005444075,0,0.0,41.2
