family,tree,optimizer,rule,step,n_seeds,n_nested_fits,mean_population_nmse,population_nmse_ci95_low,population_nmse_ci95_high,mean_test_noisy_nmse,test_noisy_nmse_ci95_low,test_noisy_nmse_ci95_high,mean_accuracy,accuracy_ci95_low,accuracy_ci95_high,mean_balanced_accuracy,balanced_accuracy_ci95_low,balanced_accuracy_ci95_high,mean_gradient_cosine,gradient_cosine_ci95_low,gradient_cosine_ci95_high,failed_fits,mean_gradient_clipped_steps,mean_parameter_clipped_steps
and4,balanced_ab_cd,adam,exact,16,20,20,1.429093561977997,1.2024170733179773,1.7109465945100044,1.460004026946403,1.2331732807560483,1.7438044593361761,0.93125,0.921875,0.9375,0.52,0.49333333333333335,0.5700000000000001,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,adam,exact,64,20,20,1.0776092084711753,0.9392565825600879,1.2470202189126318,1.1125633415486689,0.9666427984641617,1.2889696971303113,0.9375,0.9375,0.9375,0.5233333333333333,0.5,0.5700000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,adam,exact,256,20,20,0.49383644991372827,0.3434041987768842,0.6399216712226339,0.5235855986718908,0.3690883820135587,0.6738988117426168,0.965625,0.953125,0.9781250000000001,0.725,0.625,0.8250000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ab_cd,adam,exact,512,20,20,0.08270406311113113,0.009735445999742333,0.17623881548312512,0.1069788557358454,0.032304791491774884,0.20315212882281883,0.996875,0.9906250000000001,1.0000000000000002,0.975,0.925,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ab_cd,adam,exact,1024,20,20,0.02128077578885739,0.0006572134236734029,0.062374399646931596,0.04277649825909305,0.02296126216707556,0.08189121017131493,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,adam,exact,2048,20,20,0.0012660829345119001,0.0006851363540918807,0.002281556146523776,0.02379119131154693,0.02294146657499384,0.025025172106414473,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000004,0,0.0,0.0
and4,balanced_ab_cd,sgd,broadcast,0,20,20,1.6336911785208372,1.3408833922308323,1.9883531931801284,1.6618081805907967,1.3761089917050517,2.0134521346326766,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.31116376792135664,0.08110609188871688,0.5251243380687811,0,0.0,0.0
and4,balanced_ab_cd,sgd,broadcast,1,20,20,1.6157521601756462,1.3358650071225475,1.9539816967807917,1.6444184005229308,1.3707242080000743,1.9791834207137908,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.3142580600793431,0.08472684454358487,0.5271692615160289,0,0.0,0.0
and4,balanced_ab_cd,sgd,broadcast,16,20,20,1.3968045810625311,1.2296966030084548,1.587220905516144,1.4309623100501447,1.2609658327315245,1.6173346101047577,0.925,0.9125000000000001,0.9343750000000001,0.5166666666666667,0.4883333333333334,0.5666666666666669,0.36701598056951235,0.14718182345121336,0.5660081975827731,0,0.0,0.0
and4,balanced_ab_cd,sgd,broadcast,64,20,20,1.0555774352364025,0.9535278927738265,1.171831511158141,1.0936357518676527,0.9809808190591848,1.2248098675975947,0.9375,0.928125,0.946875,0.5233333333333333,0.49500000000000016,0.5750000000000001,0.5278212506981735,0.3660208902288857,0.664571555684714,0,0.0,1.95
and4,balanced_ab_cd,sgd,broadcast,256,20,20,0.5304612908431012,0.40904544002218096,0.6492457882525311,0.551015055430864,0.43227749097548546,0.6723794903724479,0.965625,0.953125,0.9781250000000001,0.725,0.625,0.8250000000000003,0.5741086731949847,0.3638042785280083,0.7615350796594166,0,0.0,5.15
and4,balanced_ab_cd,sgd,broadcast,512,20,20,0.23482197736322957,0.14851090534006156,0.3243009457752932,0.25278881731159647,0.16917856054850355,0.3396640177642085,0.9875,0.9750000000000002,0.9968750000000002,0.9,0.8000000000000003,0.9750000000000002,0.8397375531576252,0.7247660195252793,0.9287884069709508,0,0.0,5.15
and4,balanced_ab_cd,sgd,broadcast,1024,20,20,0.031091241833893064,0.011314437372648886,0.05554860256133058,0.05357989192518927,0.03416306160866438,0.07786333594354347,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.7902858638075495,0.6632442719428515,0.897152919642994,0,0.0,5.15
and4,balanced_ab_cd,sgd,broadcast,2048,20,20,0.009515127541713237,0.0018989173687174645,0.022278255246198586,0.032056121382515027,0.02442388882953137,0.044695131521272934,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.7872524288302442,0.673534928100298,0.8737726084529894,0,0.0,46.35
and4,balanced_ab_cd,sgd,exact,0,20,20,1.6336911785208372,1.3408833922308323,1.9883531931801284,1.6618081805907967,1.3761089917050517,2.0134521346326766,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,1,20,20,1.5124934174870461,1.2971842870269448,1.770247872586923,1.5440663732330002,1.3259670388411213,1.8011159050359071,0.925,0.9125000000000001,0.9343750000000001,0.5166666666666667,0.4883333333333334,0.5666666666666668,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,16,20,20,1.0120652328194177,0.9474529560247,1.0654193381091444,1.0501758997312964,0.9673711586410828,1.1262981338675682,0.940625,0.9375,0.946875,0.525,0.5,0.5750000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,64,20,20,0.6995821918932608,0.5793788531078136,0.8102880717960915,0.7401377133599615,0.608824263410487,0.865170276689437,0.946875,0.9375,0.9562500000000002,0.575,0.5000000000000001,0.6500000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,256,20,20,0.2000027483429415,0.0808723739167107,0.3368107516220894,0.23328794734023856,0.10407231853912051,0.3835931540759893,0.990625,0.98125,1.0,0.925,0.85,1.0,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,512,20,20,0.03886558709267954,0.0008541384183536677,0.10941872938198095,0.05992594015745649,0.02340320915575708,0.12781368847421815,0.996875,0.990625,1.0000000000000002,0.975,0.9249999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,1024,20,20,0.000841651203076855,0.0006391916950884984,0.0010790953581311289,0.023463007081450344,0.02289838707096963,0.02400674568922518,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ab_cd,sgd,exact,2048,20,20,0.00074737936651465,0.0005386331983997819,0.0010056306866047453,0.023327807200877695,0.022780747521471238,0.023875113219887407,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,broadcast,0,20,20,1.6336911785208372,1.340883392230832,1.9883531931801284,1.6597008636457236,1.373390413744905,2.012238122559068,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.31116376792135664,0.0811060918887168,0.5251243380687811,0,0.0,0.0
and4,balanced_ac_bd,adam,broadcast,1,20,20,1.6142395567879404,1.3282539092012196,1.9637017501450362,1.6406704474672058,1.3598680736346471,1.9869557773295334,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.31395801178686444,0.08649980348596505,0.5248970701114316,0,0.0,0.0
and4,balanced_ac_bd,adam,broadcast,16,20,20,1.3853509507057225,1.1467482990564568,1.677483000308516,1.4164131220913345,1.1712694367890049,1.7126731893408815,0.921875,0.90625,0.9343750000000001,0.515,0.48500000000000004,0.5666666666666668,0.4208580842781262,0.2346404667580221,0.5883707518051613,0,0.0,0.0
and4,balanced_ac_bd,adam,broadcast,64,20,20,0.7644430014099665,0.5914788874100538,0.9402123194184031,0.7959138245218147,0.620988817737492,0.9766307967318238,0.959375,0.946875,0.9718750000000002,0.675,0.5750000000000001,0.7750000000000002,0.6062651364030603,0.4283746418163971,0.7605181762884078,0,0.0,1.7
and4,balanced_ac_bd,adam,broadcast,256,20,20,0.07753917940884893,0.019452869670321005,0.1705832213396073,0.10556188620996203,0.04248951381826529,0.20740235773605797,0.996875,0.9906250000000001,1.0000000000000002,0.9983333333333334,0.9950000000000001,1.0000000000000002,0.8539194874313439,0.7687246762823349,0.9215261897557319,0,0.0,16.7
and4,balanced_ac_bd,adam,broadcast,512,20,20,0.014764159117946398,0.0026143928533299637,0.03506823268137,0.03875376251674285,0.02537366414285015,0.061543377545974526,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8257860676738249,0.7287850581736431,0.8986951656739058,0,0.0,36.2
and4,balanced_ac_bd,adam,broadcast,1024,20,20,0.00426103105639059,0.0017650017697563667,0.00853077927257947,0.026747086250555017,0.024206543793745792,0.030812224447921338,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8304195456334813,0.7591082944460774,0.888009698943357,0,0.0,87.4
and4,balanced_ac_bd,adam,broadcast,2048,20,20,0.0033036684831080345,0.002342338591505959,0.004539623839852251,0.025908107076009417,0.024849491362895798,0.027260285945929635,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8837700539483672,0.8522002988000513,0.9101483255704866,0,0.0,189.8
and4,balanced_ac_bd,adam,exact,0,20,20,1.6336911785208372,1.340883392230832,1.9883531931801284,1.6597008636457236,1.373390413744905,2.012238122559068,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,1,20,20,1.6195788138406482,1.331889856233367,1.969065568215086,1.6457341171422795,1.364682677941374,1.993232689207607,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,16,20,20,1.4311710356392298,1.2042507423392457,1.7142675005086032,1.4603406417574543,1.2336499080419912,1.7430485618396128,0.928125,0.91875,0.9375,0.5183333333333333,0.4900000000000001,0.5683333333333335,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,64,20,20,1.0758283081652222,0.936123718256712,1.2458201804736544,1.1101763167939542,0.9632325338149325,1.2870697572834424,0.9375,0.9375,0.9375,0.5233333333333333,0.5,0.5700000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,256,20,20,0.47191763069130654,0.32748239662668255,0.6146102508848763,0.4992915102987328,0.3497074812052954,0.6482210517352696,0.965625,0.953125,0.9781250000000001,0.7483333333333333,0.6483333333333333,0.8500000000000001,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,512,20,20,0.12916132285924745,0.013441692044885312,0.25755807305636336,0.15534902783949103,0.0363345066026044,0.28835191278709865,0.990625,0.98125,1.0,0.925,0.85,1.0,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,1024,20,20,0.019582628908545126,0.000711712585480659,0.057108020231943064,0.042681219031531006,0.023127471183477896,0.0813142644628696,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,adam,exact,2048,20,20,0.001461892105225015,0.0005643615158185463,0.0031541264294326046,0.024045347338805697,0.022795408160380202,0.026109621565473216,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,broadcast,0,20,20,1.6336911785208372,1.340883392230832,1.9883531931801284,1.6597008636457236,1.373390413744905,2.012238122559068,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.31116376792135664,0.0811060918887168,0.5251243380687811,0,0.0,0.0
and4,balanced_ac_bd,sgd,broadcast,1,20,20,1.6147769136541652,1.3341076624302695,1.9532764806975114,1.6411787833920672,1.3653786101508274,1.9788048181994904,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.3135308974343333,0.08379071092704055,0.5264503314198619,0,0.0,0.0
and4,balanced_ac_bd,sgd,broadcast,16,20,20,1.3978340842240162,1.2265479388492038,1.5933588357506727,1.4279819110229048,1.2563739716085993,1.6175954375231902,0.925,0.9125000000000001,0.9343750000000001,0.5166666666666667,0.4883333333333334,0.5666666666666669,0.36345417851831774,0.14182261461618595,0.564671031383037,0,0.0,0.0
and4,balanced_ac_bd,sgd,broadcast,64,20,20,1.0616960531604445,0.9507315768168365,1.1856348587144288,1.0967352365485221,0.9774853574964253,1.230120201896407,0.940625,0.9375,0.946875,0.525,0.5,0.5750000000000002,0.5161742101084241,0.3549223794881435,0.6558348096563771,0,0.0,1.95
and4,balanced_ac_bd,sgd,broadcast,256,20,20,0.5559055822069852,0.4275385163018415,0.6818941284664445,0.579719965497756,0.4573912960488315,0.7046554562734054,0.965625,0.953125,0.9781250000000001,0.725,0.625,0.8250000000000003,0.5866761147893232,0.37537883205521055,0.7699286255840191,0,0.0,5.6
and4,balanced_ac_bd,sgd,broadcast,512,20,20,0.2212720191307293,0.13887328125792772,0.3116775716108785,0.24533720805707843,0.1629767311255642,0.3355210202916919,0.990625,0.98125,1.0,0.9483333333333335,0.8733333333333335,1.0,0.8549399963624598,0.7534569877593663,0.934803023013992,0,0.0,5.6
and4,balanced_ac_bd,sgd,broadcast,1024,20,20,0.040382348312371766,0.012677259710445553,0.07561511685138096,0.06510956790071219,0.0355367914499273,0.10344439687438091,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8204098372714341,0.7107468491788068,0.9097765240431234,0,0.0,5.6
and4,balanced_ac_bd,sgd,broadcast,2048,20,20,0.010927610896222604,0.0017050796545448673,0.024270902690949954,0.03364733965275734,0.024483389685384854,0.04680632320375806,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8053098398231638,0.6998604423722603,0.8851591038335513,0,0.0,45.9
and4,balanced_ac_bd,sgd,exact,0,20,20,1.6336911785208372,1.340883392230832,1.9883531931801284,1.6597008636457236,1.373390413744905,2.012238122559068,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,1,20,20,1.5167105552884756,1.2963041232489994,1.782284481777725,1.545871827324239,1.322661057111344,1.8118173033079557,0.925,0.9125000000000001,0.9343750000000001,0.5166666666666667,0.4883333333333334,0.5666666666666668,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,16,20,20,1.0100764355489604,0.9429597142399837,1.0654226863949454,1.0472328112152167,0.9617087336622212,1.127079607859726,0.940625,0.9375,0.946875,0.525,0.5,0.5750000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,64,20,20,0.6940343542390479,0.5732257523884247,0.8050192428604339,0.7370215013850439,0.6059596223954524,0.8617243678429651,0.953125,0.94375,0.9656250000000001,0.625,0.5499999999999999,0.7250000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,256,20,20,0.16374641734955536,0.06198551306004984,0.28223601943791976,0.19525196016951746,0.08729223813711721,0.3244328888644195,0.990625,0.98125,1.0,0.9483333333333335,0.8733333333333334,1.0,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,512,20,20,0.006365471042820435,0.0008486764180176488,0.015017871327386235,0.028585125419581203,0.023320547360898718,0.036658088262208115,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,1024,20,20,0.0008429184069653299,0.0006478768574258995,0.0010490730232717571,0.02345846404518252,0.022924768742623825,0.023960323825999875,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ac_bd,sgd,exact,2048,20,20,0.0007092972216914499,0.0004983515153043795,0.0009728095519712323,0.023291335916092514,0.02274843746581971,0.023841379542901116,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,broadcast,0,20,20,1.6336911785208372,1.3408833922308323,1.9883531931801286,1.6748452986229805,1.3819389587304636,2.0310949633541013,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.3111637679213566,0.08110609188871681,0.525124338068781,0,0.0,0.0
and4,balanced_ad_bc,adam,broadcast,1,20,20,1.6141217087571296,1.3283010142719784,1.9632910322163295,1.6556471266476862,1.3686923166219815,2.007806338362772,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.31247729331105056,0.08409867736805009,0.5236723932324918,0,0.0,0.0
and4,balanced_ad_bc,adam,broadcast,16,20,20,1.4070324163917702,1.1507997270889028,1.724233432167729,1.4492073920373372,1.1853236396785005,1.7671042141769333,0.915625,0.8906250000000001,0.9343750000000001,0.5116666666666667,0.4783333333333334,0.5666666666666668,0.42377883144913253,0.23925831335281134,0.5895787531833759,0,0.0,0.0
and4,balanced_ad_bc,adam,broadcast,64,20,20,0.7579225573922325,0.5842661485021293,0.9370293576863801,0.7926824024149484,0.6164950854936724,0.9784098924591784,0.953125,0.94375,0.9656250000000001,0.625,0.5499999999999999,0.7250000000000001,0.617897078396587,0.44546422045099726,0.7664491002800443,0,0.0,1.7
and4,balanced_ad_bc,adam,broadcast,256,20,20,0.07332086487234922,0.016894885658943853,0.16858403008626172,0.09918495121573796,0.03953404844288066,0.20065374844850983,0.996875,0.9906250000000001,1.0000000000000002,0.9983333333333334,0.9950000000000001,1.0000000000000002,0.8402700265401599,0.7267647380881429,0.9271211552988234,0,0.0,14.4
and4,balanced_ad_bc,adam,broadcast,512,20,20,0.01796653768781585,0.0031881795629535407,0.04367252954955347,0.04246998006945451,0.025936694750127724,0.07171942344652549,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8381833602521134,0.7382089079447693,0.9113394465851824,0,0.0,34.25
and4,balanced_ad_bc,adam,broadcast,1024,20,20,0.004915277126894274,0.0027151759110770877,0.008254883060439233,0.027490240204712173,0.025191739728466955,0.030570184398132416,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8410066553217745,0.7444740431620409,0.9025900541766236,0,0.0,85.45
and4,balanced_ad_bc,adam,broadcast,2048,20,20,0.00452463632605545,0.0031544596254652305,0.006197840180438699,0.027275693471869682,0.025691864583167624,0.029323407189518876,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8786435761423327,0.837285383089208,0.9097295234455913,0,0.0,184.4
and4,balanced_ad_bc,adam,exact,0,20,20,1.6336911785208372,1.3408833922308323,1.9883531931801286,1.6748452986229805,1.3819389587304636,2.0310949633541013,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,1,20,20,1.6186526012035405,1.3307853501673472,1.9690145755358723,1.659652092726893,1.3721645608649347,2.0099425586153394,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,1.0,0.9999999999999999,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,16,20,20,1.4308281658135966,1.202594380727629,1.7143437986841614,1.4710707387391042,1.2402973227145848,1.7594761800657892,0.93125,0.921875,0.9375,0.52,0.49333333333333335,0.5700000000000001,1.0,1.0,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,64,20,20,1.0751259230368826,0.9349438138663315,1.248145115719873,1.1140198445924199,0.9661642067937657,1.2915553043119021,0.934375,0.928125,0.9375,0.49833333333333335,0.49500000000000005,0.5000000000000001,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,256,20,20,0.474822652231194,0.32810033669775984,0.6215204058584292,0.5003673030875927,0.34824282103921184,0.6513863218580482,0.965625,0.953125,0.9781250000000001,0.725,0.625,0.8250000000000002,1.0,0.9999999999999999,1.0000000000000002,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,512,20,20,0.12005748862270342,0.012876675103978368,0.24305068732725596,0.14762140124071316,0.03580686757471964,0.2771611158246615,0.990625,0.98125,1.0,0.925,0.85,1.0,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,1024,20,20,0.019085180133574936,0.0007005251639661102,0.05562130631141227,0.04108380188181901,0.02308557125470239,0.07658928820747697,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,adam,exact,2048,20,20,0.001117872357206475,0.000662020920050918,0.001869665442193408,0.023645895015356154,0.02293378029219545,0.024546120185006428,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000004,0,0.0,0.0
and4,balanced_ad_bc,sgd,broadcast,0,20,20,1.6336911785208372,1.3408833922308323,1.9883531931801286,1.6748452986229805,1.3819389587304636,2.0310949633541013,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.3111637679213566,0.08110609188871681,0.525124338068781,0,0.0,0.0
and4,balanced_ad_bc,sgd,broadcast,1,20,20,1.6118353146793727,1.3337010351207856,1.9471325291855164,1.653441313176111,1.3737247400478774,1.991516527226706,0.9125,0.8875000000000001,0.93125,0.51,0.4766666666666667,0.5650000000000001,0.313598726863006,0.08394245583617682,0.5267698128621111,0,0.0,0.0
and4,balanced_ad_bc,sgd,broadcast,16,20,20,1.3958146871224884,1.2256359298378545,1.5916838229468495,1.4391938666498967,1.2610447309172446,1.6374170529354082,0.925,0.9125000000000001,0.9343750000000001,0.5166666666666667,0.4883333333333334,0.5666666666666669,0.36384839086504334,0.14139456553287202,0.5639614599874029,0,0.0,0.0
and4,balanced_ad_bc,sgd,broadcast,64,20,20,1.0547767768230427,0.9480649457123476,1.1732916339715274,1.094858378826942,0.9783399600800747,1.226049554025739,0.940625,0.9375,0.946875,0.525,0.5,0.5750000000000002,0.523275620826438,0.36426680263362066,0.6584853065775249,0,0.0,2.0
and4,balanced_ad_bc,sgd,broadcast,256,20,20,0.5313023420047445,0.40627560341408514,0.6528880840286754,0.5529475526400117,0.4335490610832594,0.6713341818572502,0.965625,0.953125,0.9781250000000001,0.725,0.625,0.8250000000000003,0.5969367476209835,0.3747791995793743,0.7892667976776385,0,0.0,5.0
and4,balanced_ad_bc,sgd,broadcast,512,20,20,0.21521333188077646,0.1321181969910139,0.3075320130622493,0.2395308349693534,0.15537322245305765,0.333208860118407,0.990625,0.98125,1.0,0.9483333333333335,0.8733333333333335,1.0,0.8370159655403677,0.7215250288623443,0.9286795622140703,0,0.0,5.0
and4,balanced_ad_bc,sgd,broadcast,1024,20,20,0.03942236623926944,0.013305001483077677,0.07259113382916912,0.06438009511580747,0.036357221883595026,0.1009318486054424,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8250251121358918,0.7098538937166293,0.9200836698152838,0,0.0,5.0
and4,balanced_ad_bc,sgd,broadcast,2048,20,20,0.010886968507017676,0.0025268537937912852,0.02363362773875368,0.0336815446556893,0.025267165248889143,0.04623105915512375,1.0,1.0,1.0000000000000002,1.0,1.0,1.0000000000000002,0.8044409552279694,0.6923059331932807,0.886901728097168,0,0.0,44.8
