seed,feedback,selected_final_tensors_equal,source,config_sha256,final_sha256
22002,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_22,03aa58e9ea41b99962bf1aa46937871ac9c0287e2bb0a03aaf65294c3f07da85,4eaa4fcc4ecf6120d7c21b339571a604309bd51fcdac5e0e156b7e7b7a787ec9
22002,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_2,cbd9daf1161bdb3a4d42ca4bfdd063d413dcd8e8c5569835bdc15b71843b7816,986cadb29c648b0060eb9e9e545004e84d05095e4cdcb9eb80d9e720ad71fff5
22003,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_63,957bc8c8a44a74cf24da1a4c7bbbea2f4bba5d0c7378af8cae940043559d7b8c,14da13196bf898d35dfebda8614f042114731e6125b3df172b54b7c6397e330a
22003,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_43,b8817d6cadfbdc8c00f7a0a43bcb08741061161eb847a4424453add99a03a57a,037be04d47c471b1be7f1a2db7b4da4620cfd221ac0147cda937e2c10cb365fc
22003,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_23,44671483d493959f28879c42eab718d7ba91b6f68c185a15c139250d6a336b00,1cddd37f5d866fae3a39fa979d52507a54cf859ffe9e3aec47e2328106fe7381
22003,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_3,cc0c93ee2cef7041f8bf559d2b83c442c47149598c9d4005e85a3dd6e8c59b5e,90b4e8719541446e70facdd5fdb9577751b1aff0b3762a57dd3c7619ddcdfaba
22004,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_64,e9d59b371a20ec28d731a430213d2603fcaabfe9e70433db937d9a7c9cd9502b,f9dd1bd58d73a7dd9cfb3a7cb2c051bb2f31e793d25fa6cc14dda085cfcd5e3c
22004,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_44,bdfd7a03df0c644a35a08653e10d231b6fcebd62b8630996e30a26ec62ebcad7,b41fac9c8d06a854212214f6a1b3233a606903d1f27170264412e9078c0d7c46
22004,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_24,420ffbb3c50ccf28d32b8ed9f481c2690e7e1839f45652a46e975152c5405723,6a31ce6074299d0bc48865650b52462f8087e19e81440ebb5506320c10deb5b9
22004,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_4,762af3740480e813159b6e2d2429feb169d8cab86fe54f1f74177a48a77911c3,643876d0ed7317fa01d209ce4dd56e6e5dba0542ed93ae9d666cd2b5f5ee8a69
22005,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_65,15bfb2d3c164bbecbf7f1376b22fb969cc811212bfbfba17a9ff1006262d2ec7,78f76e580f55fafb31a66a70cb7568898862764f5cdf31b9e9f284f7b65843bf
22005,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_45,0ac9ea1f0841a10ac301c3a0232c88af3fb3219a3886461eec5621f2da1bdf99,654889dbbe015c34aa7bd6ff59657a50ccacaa110ae5e0a1484e10571c7049a3
22005,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_25,ed5cf3d0b9c89e2bb6a060cf2c13c9d34c911d810e0bf2a869840d74f43eef20,31a5e280c5090ab5f37f9fba80459bd6e32b7b4b5fd769b9af69e9ebede0fd80
22005,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_5,73fa2795758a769398dda4bed116f9b743bbee92bc4206f7c86f62485b6af0e3,7b14d8af0bf49a09b018047aaa83a8c73fb01e492980e69cc4b9cffb8267a7ec
22006,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_66,52d8116c5eb4ab080120ec1f6897c82821c715173a3f4f5b2b3e8be69af89233,6571afeda46357da28d502289d16890edb8aa04e6fdbeefcc0bdcc9ed92a5bb7
22006,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_46,0f70f0f21d3cbf7e2aeea1c7d15d92fa7a973f6204c5f00e98a49aa77237d0ae,947df355c1285423867f42da95e3e7ee6558604ef88dcaf08dde97f694f28448
22006,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_26,c37c04e2d1c45d5a971270fc97fd7b1d44e7c12b368429dc50b4be622e108363,aaf4b7352539430d20dca4d30d99ce97ebe4fd65885ee427ccfdf7477fd23a82
22006,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_6,3b1ee85c6cb9425f601c2c3d954a592fec9a3105ad19c16379b0b89dd1a65fc2,194b465a04be31241fe9965bb3f066890b13c7663a715ebf8e3cb51b45cb2a4a
22007,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_67,9a065a57a57d3da5d7eb23f405ac8681fc6bd52515daac22852b51615dffc1e4,6da9d4d0d14db113d51ea03dc6770a35c712652b553bffd46c26b5e42bedf30a
22007,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_47,3f7f5b75b5b2dd754039ccda7b3167867eb2acc29b24e30046fe6741dc0edac4,3a61783928e8c9972e639d92ba7b8b0fc43d1ed608fa3d6ef220abaf99ef4552
22007,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_27,9ce3f5dafcfd39627fb62a2536fb93be971d7342380b2b2f8bf9da7d4c4e4db2,2e8f54b3577d35fb21095b04d5e084b8f8a696f1a5479b6713d79cde6ddb6229
22007,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_7,3c30669dda7521c959f6fda85d4b9e2def36cdfa6d2396cc788eafad6856dbd2,279b4c644ac98ea456ee564df3d54bfb098134e865bd863be38aacf707ca2de4
22008,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/run_completion_revision_20260923/cifar_extension/results/config_68,6b8eedecb6f4f2c91a6259b2fee755c34f87fcaca577b682f02dee878e1bdd40,0d635d5a96ce651629658fff4bed769423f2a14f3ded6a09b67ac5a9f2fe1079
22008,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/run_completion_revision_20260923/cifar_extension/results/config_48,2e063a52bca5a5b6a3ab4a85f98315df19b4721e5f70c923c444c5a2428edbfa,bc85d052c20e2076b89558d785d91924859198a1b80c02c9aa2fdac806b13f97
22008,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/run_completion_revision_20260923/cifar_extension/results/config_28,f261f38750b56b1f3a784b53a2ce1baf3f5f0ca3b0dcea20a48eb8aaf4c7dd49,7edc89297ef17f64d2b0eba794c15f81cf3fe6b01cda7e30778f60aa601c89e5
22008,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/run_completion_revision_20260923/cifar_extension/results/config_8,a98bf5dc3c1f810bac9de9d107b4f25c0bce2ad99102c19a5b431384660299d5,87578bcd3ac4e681a1b19d77695842a4293b4c341988b3fdab49e5e73992c210
22009,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_69,877f923e82924d85b41b178e30654708dabb77c495574757a37094d0affe8517,6e652352de98f25bb4503a031fdba380aa873fe66b023f3bf58ed39df2cb2b34
22009,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_49,847d15fba9bdb75ede1469339c17a103951a000ce97a793bf35beb084541b0f0,f08ce0f89fce9f42c601459a5ee642b598125d54975b7132e522ed743bcdbfb5
22009,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_29,16a7e4d9b7ef9f737d21c724514a841ea3419c98d5f16de47706a53e29150aa3,e80827b632a510b3832edeeb285ef8c03cc6487bbae1d8dd9961b81c73631013
22009,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_9,a833d6166ead4381b613ac6a718311e7536fc2b3601d9df635949f2c0739b7ec,8ffcf66623fd01bc79d9e259748059bc06dd86bf60a6431ec32fc35766cc4586
22010,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_70,29e58636e44c9f7582b82f1e5faf0ce357a9f1744c3730f93bae7645cf8a2a6e,70827ccff5e213585dd1b3cfa42e047e526506431a4b60954bf54a85990694ef
22010,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_50,c82a0794e569cbc544956a50c95e0232ad6ebeea9e6d61c46fe0a018d61bebf9,315105e69fc5eb59fd35cbc7a9326437dee4894bf435d31e7c0d08d31b83b236
22010,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_30,874bfaedfa1dbf58923d7a0d7c477f5da854754c3e1f9070593bf2b32b07b6cf,1e07c78d774bdbc2dd462afe8bc581da35e00816514d9d1b17a3fdee290218cd
22010,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_10,aa3d5dd0d2555fbd934f220a50209c63e425523a1ddc4f1fd147ae1d173dc6ca,92324d0af2212fc42cd77cef6f66383f8606a3c44b1d364aa1a1971bc99d4811
22011,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_71,243a8f112193db61a93674f603b7b113f5841b21a2cdea65e67522a57326b50e,03ba4cc92440def8566e6cfa9d6654530ae9060875ec284bb9677551d2b838c9
22011,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_51,3cba0659ce6cae973cf90f178ad39a72879b122e051883dd378f82fcf2e62139,2b14f81a9a6ccd99b3867ccd050a4771a67cbe25f234aa49d3b41acc9ad95192
22011,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_31,183deec2d7c0f98e268261bff57db13adb09e261fc87b9cdd583bfe3433d8c53,bd47d9eef8a64321c7a0a865228106925184998e9d94d114d2aefdac777f9634
22011,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_11,e0c9d5db1225d8524f385c9e993fe1b6f38f85b56b4df0fc7a8a40609fb098b5,9ab9fcbcb30a3ecf3a4930fc669e9bba0da23c1f07abc662dcf3d5867c8421a7
22012,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_72,7c9d79785d77dfe6e8f1bcced14e2796d2098a237a71c3228fd554360737e4d4,2ef6b449e2355adf2ce9ac600548f7e756be6e68b0b4335b51533fe60374ec8a
22012,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_52,64101a8c851a9287ebb9a3da407d84826266020a86aab3c2e0581a38e9dc6a62,d49ef5eaa3e95515aeaec74a069a6dceff4c26f9285b1110f553c12bb236ee99
22012,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_32,9fcc586800409430445aeaab7cc6164cd09570f18e737a4e6ef4e31f4bd13905,73249317eabbb477ac732c6d40e3d78605586fb2c470bcd87d90b20f7a7217f9
22012,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_12,518278b6858ae376a76a622961bbe797556ec40d6ef2488afa324f5cb54b25a1,3a89ee6cd160ab2afce6124969495a6fedd3fd36a6db72436ccef21445a9a354
22013,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_73,3f00ce27235d1236fb6c488e146a52a2c5a36da32966b57828f7de99d8c162ea,15226952754eafd3f0d7dcf96e8bb3876d5f4a4a74d9158dba487e45ffb7d6b9
22013,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_53,eaafc231721f42b1ffa867d1ea8fdf0b64186ee709d41f61e58a6524509e8e74,cc5c41319ee01f420c1e6252c46c6cd701228088868ba8940fdaaa3539aa4b73
22013,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_33,cb595289c62b69b914b6f33e6688a1fe16bd1bd9f5216c973cb695e99da9e26b,bd15d70663f6f81732947d27254339e248a14d834ff6e51d583679523d4addcc
22013,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_13,361e65bea28d02462ba306d78051f632d815c69cc071b98396a749a7300d77ff,fbac1ce5432b5bc9c40b457888867125ec4321d239ca540989a82decfa147cb0
22014,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_74,c8fad21e7a680c21f0cfacea9dfd28665956ebd4c9188655310b5adeeba83946,e67658fba0947363935d835d039578c5c16ed296a51c7d3ea7ec4a85de66d6ce
22014,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_54,a3ac65c361800676d41f4131d7d248b8f0165acb079b4c00c8fb2004e91d9a41,324cbdccb7e1e166e5d5f537d8d655998c5e36f7b85bf1050372ce0f48646e44
22014,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_34,e87d5982edcbaa320f5222549835691f1cf41ea6a1a5f48245d963c45ef62902,b3333d005d177629bbc2be38a46ef20d1aa05ddd0573421b72af18fea2e3eee1
22014,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_14,64f2c2fe9c073c7c9a0352863b087c84ff578521014a4d252346edc0ae45e137,9e5a6b4e5c65d04ca0f5e5c7d877a259015240fac8b0c75cc10e450d913957c9
22015,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_75,e6ce858b7c158d71f6a87ebc65144e86c54bb9b3cf16f30043f3b2f6a9158b7f,e4e768140bb07577f58039ef2f3918f0d7a92b22d8138822c3352e9e3a995816
22015,exact path,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_55,7594f456ed18e1186e5839be47f3852d1c8bc32b16362646e37ce05c73534289,abdcd1dc0870178fd4e4596ac8ae3accb2211eca94e7983ca04541f9177a2351
22015,neuron specific,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_35,357448e296b46b86bbf6fbdfecc26ec78562d460cded7167a69312d63ed988c0,201ef2e8eeeac46b11de6eba6e32b591a96322c1a7795f9b5ef4a43f84404657
22015,strict scalar,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_15,1e5f5cabc9a742ac4404d140ff6722bb6c2d81ab6ece834b7f38ce00aeabe0f5,1a34e3d6da73fab28fde22757cd6e5d3d8eaf26bd48b240a855fdad320d823ea
22016,backpropagation,True,/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/cifar_shunting_revision_20260922/sweep_runs/cifar10_shunting_feedback_ladder_requeue/journal_cifar10_shunting_feedback_ladder_requeue_20260922132348/results/config_76,6c70101a711dc629049809f364212d01f56637d0945fb910856e1cffec9f625f,da0a5eb041dfa2150972b3084c6d9dba38b9e57339e703f8ca478fbd3e4177ed
