optimizer,learning_rate,contrast,seed,difference
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15402,1.9528654610798232e-09
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15403,-7.84818826087636e-09
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15404,1.4826873896800014e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15405,-4.494867882718367e-07
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15406,-2.342507759494404e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15407,4.6133663046990755e-07
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15408,5.33786620189926e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15409,0.00020570404785573353
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15410,4.999433507669391e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15411,-5.647598189202772e-07
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15412,-4.169267242107908e-08
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15413,-1.9887602088594003e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15414,5.0039283946935185e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15415,8.267700437055204e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15416,-8.650930505511013e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15417,0.0002573210731884668
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15418,-1.3743745330425087e-10
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_True,15419,-8.352110159120011e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15400,0.0012421421560291665
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15401,-0.00013886531421143333
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15402,2.97706667525656e-09
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15403,1.3682483615717165e-08
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15404,-1.4443982977633342e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15405,-4.438827818125784e-07
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15406,-2.3511356743492398e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15407,6.814495530951066e-07
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15408,6.275461561600231e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15409,0.0002423831020405336
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15410,9.414977927615654e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15411,-4.7336085896071916e-07
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15412,-4.0683415145614934e-08
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15413,-1.1169375915848445e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15414,7.619244741041388e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15415,9.25499216421628e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15416,3.4724273342123216e-05
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15417,0.0003043637783014334
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15418,-1.3681991218199842e-10
adam,0.01,broadcast_projection_minus_exact_path__compatible_True,15419,-1.4042346072800109e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15400,0.00032318535126423333
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15401,-0.00014486401839246664
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15402,-4.307722991696074e-09
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15403,-2.6683810383678848e-08
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15404,-1.9993334825033337e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15405,-1.1289458387919606e-07
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15406,-2.19109457561108e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15407,3.2468785953115524e-07
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15408,3.0806683735924936e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15409,0.00017741941458866687
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15410,0.00010128031171351067
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15411,-5.566957305337251e-07
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15412,-3.002061125426029e-08
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15413,-1.3981300175393336e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15414,7.29757627077112e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15415,4.646831153364022e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15416,-7.244577765273965e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15417,0.00021539397247250002
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15418,-1.3706921274297586e-10
adam,0.01,subtree_projection_minus_exact_path__compatible_True,15419,-3.0996700411799996e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15400,0.0004870999441804332
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15401,2.0388398602066646e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15402,6.2605884527758975e-09
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15403,1.883562212280249e-08
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15404,3.482020872183335e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15405,-3.365922043926406e-07
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15406,-1.5141318388332391e-06
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15407,1.366487709387523e-07
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15408,2.2571978283067664e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15409,2.8284633267066663e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15410,-5.1285976636816755e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15411,-8.064088386552102e-09
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15412,-1.1672061166818788e-08
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15413,-5.906301913200668e-06
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15414,-2.2936478760776004e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15415,3.620869283691183e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15416,-1.4063527402370478e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15417,4.1927100715966796e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15418,-3.682405612750214e-13
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_True,15419,-5.252440117940011e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15400,0.0009189568047649331
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15401,5.998704181033314e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15402,7.284789666952634e-09
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15403,4.036629399939601e-08
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15404,5.5493518473999945e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15405,-3.3098819793338234e-07
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15406,-1.600410987381597e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15407,3.5676169356395133e-07
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15408,3.194793188007738e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15409,6.496368745186672e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15410,-7.130532437354129e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15411,8.333487157300596e-08
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15412,-1.0662803891354644e-08
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15413,2.8119242595448914e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15414,3.216684702702689e-06
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15415,4.608161010852259e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15416,0.00010717005099486287
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15417,8.896980582893336e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15418,2.493005609774231e-13
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_True,15419,1.6954354338999888e-05
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15400,0.001158969162746805
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15401,0.0002688496198334431
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15402,0.0025071749221932844
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15403,0.0013605496025572705
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15404,0.009865322269793468
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15405,0.0007784051455189331
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15406,0.0049303377482847605
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15407,0.0016972244240882652
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15408,0.007624296271163365
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15409,0.005376543885346519
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15410,0.003632282892229166
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15411,0.00013958880797269868
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15412,0.0011905686802629635
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15413,0.004070617511937713
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15414,0.003142487477152931
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15415,0.0017798153039532312
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15416,0.002510906566767477
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15417,0.00024325467644559923
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15418,0.0002730502323924494
adam,0.01,calibrated_broadcast_minus_exact_path__compatible_False,15419,0.00022628411929843592
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15400,0.0014244024429526658
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15401,0.00024157399481364306
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15402,0.002241116158709814
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15403,0.0012131813300189156
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15404,0.008995572386457457
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15405,0.0007072282753110698
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15406,0.004922647757916329
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15407,0.0015325753679692293
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15408,0.006870528990660915
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15409,0.005261881647515069
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15410,0.0035307404484132693
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15411,0.00011440467252298026
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15412,0.0011011207095116167
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15413,0.004019947239917564
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15414,0.003051635935044473
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15415,0.0016144637938852492
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15416,0.0024533579215754928
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15417,0.0003946290145067678
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15418,0.00026437381271567084
adam,0.01,broadcast_projection_minus_exact_path__compatible_False,15419,0.00023597493871360328
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15400,0.0005746273861359716
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15401,0.00015911352939113055
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15402,0.0011378321023111163
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15403,0.0006364311946353007
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15404,0.005156537234795137
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15405,0.0004464421110342981
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15406,0.002026132626156432
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15407,0.0007258371586855994
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15408,0.0028449541523299926
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15409,0.0031452807364014505
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15410,0.001814907234094422
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15411,6.929558130119862e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15412,0.0005644681357147019
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15413,0.0018159118904998509
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15414,0.0015959605309947694
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15415,0.0009066814910092813
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15416,0.0015434411831393227
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15417,0.00023553815783285137
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15418,3.640940611190219e-05
adam,0.01,subtree_projection_minus_exact_path__compatible_False,15419,0.0001421244906284029
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15400,0.0005843417766108333
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15401,0.00010973609044231253
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15402,0.0013693428198821682
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15403,0.0007241184079219698
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15404,0.004708785034998331
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15405,0.000331963034484635
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15406,0.0029042051221283283
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15407,0.0009713872654026658
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15408,0.004779342118833373
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15409,0.0022312631489450688
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15410,0.0018173756581347442
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15411,7.029322667150006e-05
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15412,0.0006261005445482616
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15413,0.002254705621437862
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15414,0.0015465269461581617
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15415,0.0008731338129439499
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15416,0.0009674653836281542
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15417,7.716518612747858e-06
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15418,0.00023664082628054722
adam,0.01,calibrated_broadcast_minus_subtree_projection__compatible_False,15419,8.415962867003302e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15400,0.0008497750568166942
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15401,8.246046542251251e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15402,0.0011032840563986977
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15403,0.0005767501353836149
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15404,0.003839035151662319
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15405,0.0002607861642767717
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15406,0.002896515131759897
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15407,0.0008067382092836299
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15408,0.0040255748383309226
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15409,0.0021166009111136183
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15410,0.0017158332143188473
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15411,4.510909122178164e-05
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15412,0.0005366525737969148
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15413,0.0022040353494177135
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15414,0.0014556754040497034
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15415,0.0007077823028759679
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15416,0.00090991673843617
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15417,0.00015909085667391645
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15418,0.00022796440660376865
adam,0.01,broadcast_projection_minus_subtree_projection__compatible_False,15419,9.385044808520038e-05
sgd,0.3,incompatible_minus_compatible__exact_path,15400,0.031016849719183698
sgd,0.3,incompatible_minus_compatible__exact_path,15401,0.031325571687282214
sgd,0.3,incompatible_minus_compatible__exact_path,15402,0.022051313730130185
sgd,0.3,incompatible_minus_compatible__exact_path,15403,0.023387543775013366
sgd,0.3,incompatible_minus_compatible__exact_path,15404,0.0393772268800268
sgd,0.3,incompatible_minus_compatible__exact_path,15405,0.03217095238509537
sgd,0.3,incompatible_minus_compatible__exact_path,15406,0.032450351355272807
sgd,0.3,incompatible_minus_compatible__exact_path,15407,0.0303538861257951
sgd,0.3,incompatible_minus_compatible__exact_path,15408,0.03526792078063295
sgd,0.3,incompatible_minus_compatible__exact_path,15409,0.03030093803059398
sgd,0.3,incompatible_minus_compatible__exact_path,15410,0.027003093486949948
sgd,0.3,incompatible_minus_compatible__exact_path,15411,0.02773564940820063
sgd,0.3,incompatible_minus_compatible__exact_path,15412,0.025595467794190953
sgd,0.3,incompatible_minus_compatible__exact_path,15413,0.02656052617469105
sgd,0.3,incompatible_minus_compatible__exact_path,15414,0.02915346773354087
sgd,0.3,incompatible_minus_compatible__exact_path,15415,0.029640350208768124
sgd,0.3,incompatible_minus_compatible__exact_path,15416,0.025883982817691734
sgd,0.3,incompatible_minus_compatible__exact_path,15417,0.021674839719857498
sgd,0.3,incompatible_minus_compatible__exact_path,15418,0.02364900836568235
sgd,0.3,incompatible_minus_compatible__exact_path,15419,0.029591679224788316
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15400,0.03173151328959295
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15401,0.0317065702364413
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15402,0.023987404436063196
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15403,0.026157889369902786
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15404,0.04933039294678571
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15405,0.03274639375231022
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15406,0.03578433424401456
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15407,0.03165745294236877
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15408,0.04167891647725341
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15409,0.03368208115465488
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15410,0.031178134436300898
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15411,0.028336056849470652
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15412,0.02649133194800818
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15413,0.029943752143106385
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15414,0.03203629244205692
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15415,0.030959148701289355
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15416,0.027091560198756068
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15417,0.021516310148762968
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15418,0.023953098191971143
sgd,0.3,incompatible_minus_compatible__calibrated_broadcast,15419,0.029918358045290586
sgd,0.3,incompatible_minus_compatible__subtree_projection,15400,0.031246349641705206
sgd,0.3,incompatible_minus_compatible__subtree_projection,15401,0.03162008419099205
sgd,0.3,incompatible_minus_compatible__subtree_projection,15402,0.022960152056776283
sgd,0.3,incompatible_minus_compatible__subtree_projection,15403,0.024507483275072697
sgd,0.3,incompatible_minus_compatible__subtree_projection,15404,0.04544461673688162
sgd,0.3,incompatible_minus_compatible__subtree_projection,15405,0.032345698609714216
sgd,0.3,incompatible_minus_compatible__subtree_projection,15406,0.0340867284276889
sgd,0.3,incompatible_minus_compatible__subtree_projection,15407,0.030872925376820484
sgd,0.3,incompatible_minus_compatible__subtree_projection,15408,0.03777227029801628
sgd,0.3,incompatible_minus_compatible__subtree_projection,15409,0.03249682616320816
sgd,0.3,incompatible_minus_compatible__subtree_projection,15410,0.02965714271401136
sgd,0.3,incompatible_minus_compatible__subtree_projection,15411,0.02813654140942655
