run_dir,run_name,dataset,network_type,strategy,rule_variant,error_broadcast_mode,ie_value,loss_name,loss_value,layer_index,layer_name,parameter_group,cosine,sign_agreement,relative_l2,norm_ratio,best_scale,scaled_relative_l2,scale_mismatch,r2,numel
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_10,config_10,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2831821143627167,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,0.9999999403953552,1.0,2.475257589259031e-07,0.9999998741759943,1.0000001192092896,2.457124526305918e-07,5.4644674786460165e-08,0.9999999999999387,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_10,config_10,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2831821143627167,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,0.9999999403953552,1.0,4.6891712275763495e-07,0.9999998717109576,1.0,4.6891712275763495e-07,5.571522677213566e-08,0.9999999999997801,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.000001072883606,1.0,7.348407273702077e-08,1.0000000885887737,1.0,7.348407273702077e-08,3.8473613850668846e-08,0.9999999999999946,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.0000001192092896,1.0,8.722683366297488e-08,1.0,1.0,8.722683366297488e-08,0.0,0.9999999999999923,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000004768371582,1.0,1.0870859889734082e-07,1.0,0.9999984502792358,1.5653870736560493e-06,0.0,0.9999999999999882,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.0,1.0,1.1848459344497109e-07,1.000000073798091,0.9999997019767761,2.972661972599643e-07,3.205010250130797e-08,0.999999999999986,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,3.562430504825568e-07,1.0000000626919707,0.9999999403953552,3.524556776409074e-07,2.7226776092420944e-08,0.9999999999998731,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_11,config_11,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2981456518173218,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,1.0,1.0,3.6421358184607773e-07,0.9999999123578499,0.9999998807907104,3.833881021774877e-07,3.8062503835390736e-08,0.9999999999998672,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000005960464478,1.0,1.1848252135403625e-07,1.0,1.0,1.1848252135403625e-07,0.0,0.999999999999986,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.000000238418579,1.0,1.1188297209319229e-07,1.0,1.0,1.1188297209319229e-07,0.0,0.9999999999999875,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0,1.0,1.0336729865299752e-07,1.0,0.9999989867210388,9.596924960464756e-07,0.0,0.9999999999999893,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,0.9999998807907104,1.0,1.0623469335696218e-07,0.9999999370874707,0.9999998211860657,2.4412770981688837e-07,2.7322565175835248e-08,0.9999999999999887,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,3.2276510854156985e-07,0.9999999381908296,1.0,3.2276510854156985e-07,2.6843382486390095e-08,0.9999999999998959,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_12,config_12,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.36100900173187256,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,1.0,1.0,3.8015028445517216e-07,1.0,0.9999998807907104,3.582995341489541e-07,0.0,0.9999999999998554,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000005960464478,1.0,6.988903894844213e-08,1.0,1.0,6.988903894844213e-08,0.0,0.9999999999999951,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.0000001192092896,1.0,6.402021572690901e-08,1.0,1.0,6.402021572690901e-08,0.0,0.9999999999999959,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000004768371582,1.0,1.2322490397775648e-07,1.0,0.9999985694885254,1.4360731770957047e-06,0.0,0.9999999999999848,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.000000238418579,1.0,8.26915628043231e-08,1.0,0.999999463558197,5.562295091594145e-07,0.0,0.9999999999999931,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,2.586972201868088e-07,1.0,1.0,2.586972201868088e-07,0.0,0.999999999999933,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_13,config_13,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2874906361103058,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,1.0000001192092896,1.0,3.8083262488690273e-07,1.0,0.9999999403953552,3.9975015310179355e-07,0.0,0.999999999999855,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000003576278687,1.0,7.327591877290454e-08,1.0,1.0,7.327591877290454e-08,0.0,0.9999999999999947,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.0000001192092896,1.0,8.398526754206679e-08,1.0000000700443745,1.0,8.398526754206679e-08,3.041988427821874e-08,0.9999999999999929,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.000000238418579,1.0,1.2036964634438205e-07,0.9999999071709254,0.9999994039535522,6.560683006475336e-07,4.031515675161092e-08,0.9999999999999855,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.0000001192092896,1.0,1.0175252659236258e-07,0.9999999369525392,0.9999997615814209,2.8644125342897344e-07,2.7381165189931516e-08,0.9999999999999897,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0000001192092896,1.0,4.40038348088044e-07,1.0,0.9999999403953552,4.380632414275133e-07,0.0,0.9999999999998064,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_14,config_14,mnist,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.3005574643611908,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,1.0,1.0,5.093070201054971e-07,1.0000002246355906,0.9999998211860657,4.861499511672573e-07,9.755798646755849e-08,0.9999999999997405,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000048875808716,1.0,1.1352555157465858e-07,1.0,1.0,1.1352555157465858e-07,0.0,0.9999999999999871,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.0000005960464478,1.0,8.803281926040242e-08,1.0,1.0,8.803281926040242e-08,0.0,0.9999999999999922,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000008344650269,1.0,1.2685152137388104e-07,0.9999998850440994,0.9999989867210388,1.0291472345943834e-06,4.9924716152127985e-08,0.9999999999999839,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.0,1.0,9.737922076063955e-08,1.0,0.9999979138374329,2.081218339472571e-06,0.0,0.9999999999999906,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,4.891638297984997e-07,0.9999999036427938,0.9999997615814209,5.458442717468417e-07,4.184740496651963e-08,0.9999999999997606,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_15,config_15,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2319093495607376,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,0.9999998807907104,1.0,4.71180910216086e-07,1.000000106637286,0.9999998211860657,4.855059327055512e-07,4.6311982358066865e-08,0.999999999999778,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000041723251343,1.0,1.1745033920356134e-07,1.0,1.0,1.1745033920356134e-07,0.0,0.9999999999999862,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.000000238418579,1.0,9.637435466220823e-08,1.0,1.0000001192092896,1.4868242560118975e-07,0.0,0.9999999999999907,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000009536743164,1.0,1.2397609074415837e-07,1.0,0.9999992847442627,7.246071697229955e-07,0.0,0.9999999999999847,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,1.0,1.0,1.137416229135258e-07,1.0000000782939988,0.999998152256012,1.8317077009769423e-06,3.400265033113705e-08,0.999999999999987,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,0.9999998807907104,1.0,4.0087631728754234e-07,1.0000000770674895,0.9999998807907104,4.10454446773017e-07,3.3469984134785695e-08,0.9999999999998394,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_16,config_16,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.2737357020378113,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,0.9999999403953552,1.0,6.406737778745587e-07,0.9999998877216809,0.9999997615814209,7.074539769393771e-07,4.876185715411363e-08,0.9999999999995896,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000041723251343,1.0,1.2456365900998637e-07,1.0,1.0,1.2456365900998637e-07,0.0,0.9999999999999845,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,1.000000238418579,1.0,9.83472072663213e-08,1.0,1.0,9.83472072663213e-08,0.0,0.9999999999999903,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,1,core_network.layers.0.excitatory_cells.branch_layers.1,exc_syn,1.0000008344650269,1.0,1.275012867245866e-07,1.0,0.9999991655349731,8.348446527400757e-07,0.0,0.9999999999999838,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,1,core_network.layers.0.excitatory_cells.branch_layers.1,inh_syn,0.9999998807907104,1.0,1.1413177338701848e-07,1.0,0.9999988079071045,1.1938054475510477e-06,0.0,0.999999999999987,301056
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,1,core_network.layers.0.excitatory_cells.branch_layers.1,dendritic_cond,1.0,1.0,5.213656356148603e-07,1.0,0.9999997019767761,5.872123042262494e-07,0.0,0.9999999999997281,1152
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_17,config_17,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.29273492097854614,2,core_network.layers.0.excitatory_cells.branch_layers.2,dendritic_cond,0.9999998807907104,1.0,5.894560116703529e-07,1.0,0.9999997019767761,6.359899001327677e-07,0.0,0.9999999999996525,384
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.20833101868629456,0,core_network.layers.0.excitatory_cells.branch_layers.0,exc_syn,1.0000035762786865,1.0,1.19259407976491e-07,1.0000001054222234,1.0,1.19259407976491e-07,4.578428747724454e-08,0.9999999999999858,903168
/n/holylfs06/LABS/kempner_project_b/Lab/dendritic/HS/LOCAL_LEARNING/sweep_runs/sweep_neurips_gradient_fidelity_vs_ie_20260225030528/results/config_18,config_18,noise_resilience,dendritic_shunting,local_ca,5f,per_soma,5,cat_nll,0.20833101868629456,0,core_network.layers.0.excitatory_cells.branch_layers.0,inh_syn,0.9999996423721313,1.0,1.0590593927813346e-07,1.0,1.0,1.0590593927813346e-07,0.0,0.9999999999999888,903168
