dataset,layer_sizes,branch_factors,use_path_propagation,morphology_modulator_mode,valid_accuracy_mean,valid_accuracy_std,test_accuracy_mean,test_accuracy_std,valid_categorical_loglikelihood_mean,valid_categorical_loglikelihood_std
hierarchical_processing,[256],"[4,4]",True,depth,0.343500018119812,0.08002291547679585,0.3490000218153,0.07538346826610369,-2.495945394039154,0.2756026391543211
hierarchical_processing,[128],"[2,2]",True,depth,0.33900001645088196,0.05393206050963996,0.3347500190138817,0.060752910765038824,-2.4498536586761475,0.21623810642967475
hierarchical_processing,[128],"[4,4]",False,depth,0.3370000123977661,0.04846304313598709,0.35325001180171967,0.03372807066874438,-2.490471124649048,0.14964738845871603
hierarchical_processing,[128],"[2,2]",True,centrality,0.3295000120997429,0.06840321608313227,0.33000001311302185,0.06781347758442692,-2.4862271547317505,0.2774120096797016
hierarchical_processing,[128],"[2,2]",True,none,0.3295000120997429,0.06840321608313227,0.33000001311302185,0.06781347758442692,-2.4862271547317505,0.2774120096797016
hierarchical_processing,[128],"[3,3]",True,none,0.3200000189244747,0.06170359370656714,0.29625001549720764,0.04964792910800145,-2.681683301925659,0.30354032698795974
hierarchical_processing,[128],"[3,3]",True,centrality,0.3200000189244747,0.06170359370656714,0.29625001549720764,0.04964792910800145,-2.681683301925659,0.30354032698795974
hierarchical_processing,[256],"[4,4]",True,centrality,0.3162500150501728,0.08670016323410808,0.3160000182688236,0.07509993865501276,-2.608801245689392,0.32499252034542514
hierarchical_processing,[256],"[4,4]",True,none,0.3162500150501728,0.08670016323410808,0.3160000182688236,0.07509993865501276,-2.608801245689392,0.32499252034542514
hierarchical_processing,[128],"[3,3]",True,depth,0.30375001579523087,0.055631981778337,0.2915000170469284,0.026764404084939165,-2.7435998916625977,0.21696071394668973
hierarchical_processing,[128],"[4,4]",True,centrality,0.22575001046061516,0.05229643356061736,0.22025001049041748,0.06228630955305193,-3.0480462312698364,0.22690379072652472
hierarchical_processing,[128],"[4,4]",True,none,0.22575001046061516,0.05229643356061736,0.22025001049041748,0.06228630955305193,-3.0480462312698364,0.22690379072652472
hierarchical_processing,[128],"[4,4]",True,depth,0.22450001165270805,0.04970245309747642,0.22550001367926598,0.06234581636750639,-3.021692216396332,0.24855856405293075
hierarchical_processing,"[256,256]","[2,2,2]",False,depth,0.1891666779605051,0.1359344280515983,0.18500000719601908,0.13550498651429513,-3.4348140954971313,0.9151721267106293
hierarchical_processing,"[256,256]","[3,3,3]",False,depth,0.16316667602707943,0.11493201535103806,0.1541666742414236,0.10888970483109328,-3.564367691675822,0.8140007796241555
hierarchical_processing,"[256,256]","[2,2,2]",False,centrality,0.15066667196030417,0.10945806364861788,0.13950000439460078,0.10250024760752094,-3.667845447858175,0.74201495831019
hierarchical_processing,"[256,256]","[2,2,2]",False,none,0.14700001028055945,0.10463078668043595,0.14083334043001136,0.10264778433514121,-3.7043336232503257,0.7077898033240277
hierarchical_processing,"[256,256]","[2,2]",False,none,0.13760000495240093,0.1098930838038865,0.1326000086031854,0.10807015008994271,-3.611560106277466,0.6880250035099544
hierarchical_processing,"[256,256]","[3,3,3]",False,none,0.13666667199383178,0.09401205958429061,0.12483333858350913,0.08657347895261389,-3.755390167236328,0.6691657531625902
hierarchical_processing,"[256,256]","[3,3]",False,depth,0.13610000647604464,0.1384625570395945,0.13390000583603978,0.13371317351722092,-3.6644457578659058,0.8529160263627227
hierarchical_processing,"[256,256]","[2,2]",False,depth,0.13490000544115902,0.10753547803568607,0.13110000733286142,0.10242770457058704,-3.650599956512451,0.6531791263961462
hierarchical_processing,"[256,256]","[3,3]",False,none,0.1336000076495111,0.11965153813782153,0.1203000039793551,0.11023314033486532,-3.6666391372680662,0.7040607046710281
hierarchical_processing,"[256,256]","[3,3]",False,centrality,0.1307000028900802,0.11862363585933489,0.12150000529363751,0.11058958683799881,-3.674304246902466,0.7059236444009025
hierarchical_processing,"[256,256]","[2,2]",False,centrality,0.12740000439807772,0.10429999689223529,0.1252000080421567,0.09792832569539027,-3.6509676694869997,0.6501600892108305
hierarchical_processing,"[256,256]","[3,3,3]",False,centrality,0.12566667205343643,0.08840286902868513,0.12350000503162543,0.08809710868317198,-3.782988508542379,0.6458840541873248
hierarchical_processing,"[256,256]","[4,4]",False,depth,0.12410000814124941,0.1282761433277895,0.12180000673979521,0.12639075958773635,-3.791396737098694,0.8433932987304947
hierarchical_processing,"[256,256]","[4,4]",False,centrality,0.1186000045388937,0.10348397963815045,0.11820000596344471,0.09854023971322226,-3.7380369663238526,0.6412763324414266
hierarchical_processing,"[256,256]","[4,4]",False,none,0.1114000060595572,0.1043724162824814,0.11500000590458512,0.10707422749885097,-3.799176335334778,0.7062721134384486
hierarchical_processing,"[256,256]","[2,2]",True,none,0.038800001796334985,0.042284226092505144,0.04330000225454569,0.04053544561774141,-4.2660842657089235,0.44161960238991776
hierarchical_processing,"[256,256]","[2,2]",True,depth,0.03790000239387155,0.043579942400040025,0.03720000172033906,0.041557993691959456,-4.359191465377807,0.4010413710851704
hierarchical_processing,"[256,256]","[2,2]",True,centrality,0.03630000185221434,0.0428512956562967,0.03370000077411532,0.035972366297851215,-4.351204228401184,0.4132007698587739
hierarchical_processing,"[256,256]","[2,2,2]",True,centrality,0.018500001169741154,0.011674760022622436,0.01600000091517965,0.013594117533878321,-4.560451904932658,0.10165115552371452
hierarchical_processing,"[256,256]","[2,2,2]",True,none,0.016666667225460213,0.007607014313252879,0.014000000276913246,0.00848528140409259,-4.562241792678833,0.09342938218331161
hierarchical_processing,"[256,256]","[2,2,2]",True,depth,0.014333333975325028,0.006055300675383717,0.011666667181998491,0.005202563858035214,-4.601467132568359,0.014206707958985066
hierarchical_processing,"[256,256]","[3,3]",True,none,0.01420000083744526,0.003966526820051063,0.013400000613182783,0.005189733862949382,-4.607471227645874,0.0025127315225261914
hierarchical_processing,"[256,256]","[3,3]",True,centrality,0.01420000083744526,0.003966526820051063,0.013400000613182783,0.005189733862949382,-4.607460784912109,0.0025111292414629035
hierarchical_processing,"[256,256]","[3,3]",True,depth,0.01420000083744526,0.003966526820051063,0.013400000613182783,0.005189733862949382,-4.607320833206177,0.0026761221396807548
hierarchical_processing,"[256,256]","[3,3,3]",True,none,0.0138333342038095,0.003188521104377856,0.008000000224759182,0.003949683801755067,-4.606447696685791,0.0005313308963811069
hierarchical_processing,"[256,256]","[3,3,3]",True,centrality,0.0138333342038095,0.003188521104377856,0.008000000224759182,0.003949683801755067,-4.606453498204549,0.0005414049845448718
hierarchical_processing,"[256,256]","[3,3,3]",True,depth,0.0138333342038095,0.003188521104377856,0.008000000224759182,0.003949683801755067,-4.606359163920085,0.00034963548253837584
hierarchical_processing,"[256,256]","[4,4]",True,depth,0.01370000084862113,0.004164666409404949,0.012100000586360692,0.004280446728202986,-4.607113075256348,0.00273915414502808
hierarchical_processing,"[256,256]","[4,4]",True,none,0.01370000084862113,0.004164666409404949,0.012100000586360692,0.004280446728202986,-4.60711703300476,0.0027474672755752657
hierarchical_processing,"[256,256]","[4,4]",True,centrality,0.01370000084862113,0.004164666409404949,0.012100000586360692,0.004280446728202986,-4.607132816314698,0.002737841375910725
orthonet,[128],"[2,2]",False,centrality,,,,,,
orthonet,[128],"[2,2]",False,depth,,,,,,
orthonet,[128],"[2,2]",False,none,,,,,,
orthonet,[128],"[2,2]",True,centrality,,,,,,
orthonet,[128],"[2,2]",True,depth,,,,,,
orthonet,[128],"[2,2]",True,none,,,,,,
orthonet,[128],"[3,3]",False,centrality,,,,,,
orthonet,[128],"[3,3]",False,depth,,,,,,
orthonet,[128],"[3,3]",False,none,,,,,,
orthonet,[128],"[3,3]",True,centrality,,,,,,
orthonet,[128],"[3,3]",True,depth,,,,,,
orthonet,[128],"[3,3]",True,none,,,,,,
orthonet,[128],"[4,4]",False,centrality,,,,,,
orthonet,[128],"[4,4]",False,depth,,,,,,
orthonet,[128],"[4,4]",False,none,,,,,,
orthonet,[128],"[4,4]",True,centrality,,,,,,
orthonet,[128],"[4,4]",True,depth,,,,,,
orthonet,[128],"[4,4]",True,none,,,,,,
orthonet,"[256,256]","[2,2]",False,centrality,,,,,,
orthonet,"[256,256]","[2,2]",False,depth,,,,,,
orthonet,"[256,256]","[2,2]",False,none,,,,,,
orthonet,"[256,256]","[2,2]",True,centrality,,,,,,
orthonet,"[256,256]","[2,2]",True,depth,,,,,,
orthonet,"[256,256]","[2,2]",True,none,,,,,,
orthonet,"[256,256]","[3,3]",False,centrality,,,,,,
orthonet,"[256,256]","[3,3]",False,depth,,,,,,
orthonet,"[256,256]","[3,3]",False,none,,,,,,
orthonet,"[256,256]","[3,3]",True,centrality,,,,,,
orthonet,"[256,256]","[3,3]",True,depth,,,,,,
orthonet,"[256,256]","[3,3]",True,none,,,,,,
orthonet,"[256,256]","[4,4]",False,centrality,,,,,,
orthonet,"[256,256]","[4,4]",False,depth,,,,,,
orthonet,"[256,256]","[4,4]",False,none,,,,,,
orthonet,"[256,256]","[4,4]",True,centrality,,,,,,
orthonet,"[256,256]","[4,4]",True,depth,,,,,,
orthonet,"[256,256]","[4,4]",True,none,,,,,,
orthonet,[256],"[2,2]",False,centrality,,,,,,
orthonet,[256],"[2,2]",False,depth,,,,,,
orthonet,[256],"[2,2]",False,none,,,,,,
orthonet,[256],"[2,2]",True,centrality,,,,,,
orthonet,[256],"[2,2]",True,depth,,,,,,
orthonet,[256],"[2,2]",True,none,,,,,,
orthonet,[256],"[3,3]",False,centrality,,,,,,
orthonet,[256],"[3,3]",False,depth,,,,,,
orthonet,[256],"[3,3]",False,none,,,,,,
orthonet,[256],"[3,3]",True,centrality,,,,,,
orthonet,[256],"[3,3]",True,depth,,,,,,
orthonet,[256],"[3,3]",True,none,,,,,,
orthonet,[256],"[4,4]",False,centrality,,,,,,
orthonet,[256],"[4,4]",False,depth,,,,,,
orthonet,[256],"[4,4]",False,none,,,,,,
orthonet,[256],"[4,4]",True,centrality,,,,,,
orthonet,[256],"[4,4]",True,depth,,,,,,
orthonet,[256],"[4,4]",True,none,,,,,,
